df_hash,22ZHK4.DKUMNH
248.828,1.060
248.858,1.057
248.888,1.081
248.918,1.070
248.948,1.065
248.978,1.043
249.008,1.025
249.037,1.031
249.067,1.040
249.097,1.094
249.127,1.097
249.157,1.094
249.187,1.091
249.218,1.076
249.248,1.057
249.278,1.073
249.308,1.063
249.338,1.072
249.368,1.050
249.397,1.049
249.427,1.067
249.457,1.062
249.487,1.059
249.517,1.041
249.547,1.068
249.578,1.068
249.608,1.050
249.638,1.062
249.668,1.090
249.698,1.098
249.728,1.062
249.758,1.083
249.787,1.082
249.817,1.080
249.847,1.070
249.877,1.071
249.907,1.069
249.937,1.078
249.968,1.096
249.998,1.096
250.028,1.087
250.058,1.086
250.088,1.062
250.118,1.061
250.147,1.093
250.177,1.083
250.207,1.050
250.237,1.044
250.267,1.052
250.297,1.065
250.328,1.039
250.358,1.061
250.388,1.077
250.418,1.064
250.448,1.053
250.478,1.075
250.508,1.051
250.537,1.040
250.567,1.063
250.597,1.062
250.627,1.062
250.657,1.074
250.687,1.079
250.718,1.080
250.748,1.075
250.778,1.072
250.808,1.072
250.838,1.065
250.868,1.068
250.897,1.073
250.927,1.079
250.957,1.073
250.987,1.064
251.017,1.069
251.047,1.074
251.078,1.074
251.108,1.076
251.138,1.079
251.168,1.084
251.198,1.081
251.228,1.076
251.258,1.065
251.287,1.074
251.317,1.067
251.347,1.056
251.377,1.060
251.407,1.062
251.437,1.048
251.468,1.053
251.498,1.069
251.528,1.077
251.558,1.063
251.588,1.064
251.618,1.063
251.647,1.061
251.677,1.066
251.707,1.059
251.737,1.053
251.767,1.050
251.797,1.053
251.828,1.042
251.858,1.052
251.888,1.055
251.918,1.051
251.948,1.043
251.978,1.036
252.008,1.047
252.037,1.042
252.067,1.041
252.097,1.042
252.127,1.042
252.157,1.044
252.187,1.045
252.218,1.059
252.248,1.062
252.278,1.070
252.308,1.072
252.338,1.062
252.368,1.059
252.397,1.044
252.427,1.052
252.457,1.060
252.487,1.047
252.517,1.039
252.547,1.043
252.578,1.048
252.608,1.050
252.638,1.051
252.668,1.042
252.698,1.081
252.728,1.105
252.758,1.081
252.787,1.041
252.817,1.005
252.847,1.011
252.877,1.027
252.907,1.037
252.937,1.053
252.968,1.061
252.998,1.060
253.028,1.062
253.058,1.057
253.088,1.058
253.118,1.052
253.147,1.046
253.177,1.052
253.207,1.055
253.237,1.055
253.267,1.059
253.297,1.074
253.328,1.061
253.358,1.047
253.388,1.074
253.418,1.064
253.448,1.044
253.478,1.050
253.508,1.035
253.537,1.033
253.567,1.060
253.597,1.069
253.627,1.070
253.657,1.067
253.687,1.063
253.718,1.049
253.748,1.076
253.778,1.070
253.808,1.045
253.838,1.045
253.868,1.056
253.897,1.054
253.927,1.056
253.957,1.058
253.987,1.050
254.017,1.058
254.047,1.061
254.078,1.037
254.108,1.044
254.138,1.077
254.168,1.044
254.198,1.043
254.228,1.064
254.258,1.038
254.287,1.040
254.317,1.050
254.347,1.035
254.377,1.053
254.407,1.055
254.437,1.042
254.468,1.045
254.498,1.051
254.528,1.045
254.558,1.040
254.588,1.052
254.618,1.060
254.647,1.063
254.677,1.072
254.707,1.076
254.737,1.056
254.767,0.993
254.797,1.006
254.828,1.025
254.858,1.060
254.888,1.046
254.918,1.069
254.948,1.092
254.978,1.078
255.008,1.070
255.037,1.075
255.067,1.069
255.097,1.063
255.127,1.061
255.157,1.060
255.187,1.045
255.218,1.028
255.248,1.047
255.278,1.068
255.308,1.075
255.338,1.069
255.368,1.079
255.397,1.065
255.427,1.065
255.457,1.071
255.487,1.057
255.517,1.064
255.547,1.069
255.578,1.074
255.608,1.071
255.638,1.071
255.668,1.066
255.698,1.064
255.728,1.060
255.758,1.062
255.787,1.067
255.817,1.075
255.847,1.069
255.877,1.069
255.907,1.072
255.937,1.088
255.968,1.081
255.998,1.072
256.028,1.076
256.058,1.079
256.088,1.075
256.118,1.067
256.147,1.070
256.177,1.078
256.207,1.079
256.237,1.075
256.267,1.076
256.297,1.071
256.328,1.070
256.358,1.072
256.388,1.064
256.418,1.067
256.448,1.077
256.478,1.061
256.508,1.077
256.537,1.094
256.567,1.086
256.597,1.076
256.627,1.061
256.657,1.061
256.687,1.058
256.718,1.058
256.748,1.055
256.778,1.061
256.808,1.066
256.838,1.066
256.868,1.087
256.897,1.078
256.927,1.071
256.957,1.082
256.987,1.097
257.017,1.094
257.047,1.089
257.078,1.075
257.108,1.067
257.138,1.067
257.168,1.068
257.198,1.072
257.228,1.069
257.258,1.064
257.287,1.053
257.317,1.055
257.347,1.056
257.377,1.051
257.407,1.062
257.437,1.074
257.468,1.069
257.498,1.077
257.528,1.072
257.558,1.075
257.588,1.072
257.618,1.083
257.647,1.080
257.677,1.083
257.707,1.096
257.737,1.077
257.767,1.072
257.797,1.076
257.828,1.068
257.858,1.067
257.888,1.059
257.918,1.062
257.948,1.061
257.978,1.076
258.008,1.073
258.037,1.093
258.067,1.103
258.097,1.097
258.127,1.104
258.157,1.094
258.187,1.094
258.218,1.083
258.248,1.073
258.278,1.073
258.308,1.061
258.338,1.058
258.368,1.038
258.397,1.049
258.427,1.047
258.457,1.038
258.487,1.046
258.517,1.056
258.547,1.062
258.578,1.067
258.608,1.075
258.638,1.064
258.668,1.069
258.698,1.066
258.728,1.070
258.758,1.075
258.787,1.070
258.817,1.066
258.847,1.072
258.877,1.071
258.907,1.065
258.937,1.072
258.968,1.073
258.998,1.061
259.028,1.061
259.058,1.077
259.088,1.075
259.118,1.056
259.147,1.050
259.177,1.063
259.207,1.072
259.237,1.077
259.267,1.062
259.297,1.070
259.328,1.061
259.358,1.063
259.388,1.076
259.418,1.083
259.448,1.072
259.478,1.062
259.508,1.076
259.537,1.083
259.567,1.072
259.597,1.062
259.627,1.070
259.657,1.087
259.687,1.088
259.718,1.062
259.748,1.044
259.778,1.049
259.808,1.057
259.838,1.068
259.868,1.061
259.897,1.053
259.927,1.084
259.957,1.085
259.987,1.069
260.017,1.051
260.047,1.057
260.078,1.075
260.108,1.061
260.138,1.060
260.168,1.059
260.198,1.067
260.228,1.081
260.258,1.092
260.287,1.091
260.317,1.077
260.347,1.065
260.377,1.062
260.407,1.069
260.437,1.072
260.468,1.075
260.498,1.062
260.528,1.074
260.558,1.060
260.588,1.053
260.618,1.074
260.647,1.073
260.677,1.062
260.707,1.065
260.737,1.075
260.767,1.068
260.797,1.070
260.828,1.069
260.858,1.072
260.888,1.066
260.918,1.080
260.948,1.072
260.978,1.055
261.008,1.048
261.037,1.054
261.067,1.056
261.097,1.065
261.127,1.066
261.157,1.075
261.187,1.070
261.218,1.067
261.248,1.071
261.278,1.070
261.308,1.066
261.338,1.071
261.368,1.071
261.397,1.067
261.427,1.069
261.457,1.067
261.487,1.063
261.517,1.075
261.547,1.076
261.578,1.060
261.608,1.061
261.638,1.062
261.668,1.061
261.698,1.064
261.728,1.063
261.758,1.067
261.787,1.072
261.817,1.071
261.847,1.081
261.877,1.076
261.907,1.069
261.937,1.068
261.968,1.063
261.998,1.066
262.028,1.064
262.058,1.066
262.088,1.071
262.118,1.074
262.147,1.079
262.177,1.086
262.207,1.070
262.237,1.066
262.267,1.064
262.297,1.066
262.328,1.071
262.358,1.068
262.388,1.070
262.418,1.077
262.448,1.070
262.478,1.065
262.508,1.071
262.537,1.069
262.567,1.067
262.597,1.068
262.627,1.068
262.657,1.073
262.687,1.075
262.718,1.079
262.748,1.081
262.778,1.079
262.808,1.084
262.838,1.093
262.868,1.080
262.897,1.073
262.927,1.077
262.957,1.075
262.987,1.074
263.017,1.078
263.047,1.076
263.078,1.076
263.108,1.063
263.138,1.064
263.168,1.071
263.198,1.077
263.228,1.092
263.258,1.100
263.287,1.097
263.317,1.082
263.347,1.078
263.377,1.077
263.407,1.073
263.437,1.075
263.468,1.066
263.498,1.065
263.528,1.078
263.558,1.060
263.588,1.068
263.618,1.080
263.647,1.078
263.677,1.077
263.707,1.078
263.737,1.077
263.767,1.081
263.797,1.081
263.828,1.078
263.858,1.078
263.888,1.076
263.918,1.075
263.948,1.079
263.978,1.080
264.008,1.083
264.037,1.080
264.067,1.081
264.097,1.081
264.127,1.079
264.157,1.084
264.187,1.077
264.218,1.077
264.248,1.086
264.278,1.083
264.308,1.072
264.338,1.081
264.368,1.084
264.397,1.081
264.427,1.082
264.457,1.076
264.487,1.077
264.517,1.082
264.547,1.074
264.578,1.070
264.608,1.076
264.638,1.078
264.668,1.077
264.698,1.073
264.728,1.076
264.758,1.075
264.787,1.084
264.817,1.077
264.847,1.071
264.877,1.078
264.907,1.076
264.937,1.069
264.968,1.080
264.998,1.085
265.028,1.073
265.058,1.072
265.088,1.075
265.118,1.079
265.147,1.080
265.177,1.075
265.207,1.075
265.237,1.075
265.267,1.078
265.297,1.077
265.328,1.074
265.358,1.078
265.388,1.076
265.418,1.072
265.448,1.074
265.478,1.078
265.508,1.076
265.537,1.074
265.567,1.078
265.597,1.076
265.627,1.076
265.657,1.073
265.687,1.079
265.718,1.083
265.748,1.077
265.778,1.072
265.808,1.074
265.838,1.075
265.868,1.078
265.897,1.084
265.927,1.079
265.957,1.077
265.987,1.077
266.017,1.075
266.047,1.070
266.078,1.076
266.108,1.077
266.138,1.078
266.168,1.077
266.198,1.076
266.228,1.072
266.258,1.073
266.287,1.080
266.317,1.075
266.347,1.081
266.377,1.074
266.407,1.071
266.437,1.081
266.468,1.086
266.498,1.079
266.528,1.078
266.558,1.074
266.588,1.076
266.618,1.079
266.647,1.078
266.677,1.075
266.707,1.075
266.737,1.078
266.767,1.073
266.797,1.076
266.828,1.081
266.858,1.077
266.888,1.078
266.918,1.076
266.948,1.071
266.978,1.074
267.008,1.079
267.037,1.075
267.067,1.082
267.097,1.074
267.127,1.076
267.157,1.079
267.187,1.077
267.218,1.073
267.248,1.076
267.278,1.076
267.308,1.077
267.338,1.083
267.368,1.075
267.397,1.078
267.427,1.075
267.457,1.075
267.487,1.077
267.517,1.078
267.547,1.077
267.578,1.077
267.608,1.075
267.638,1.077
267.668,1.079
267.698,1.076
267.728,1.080
267.758,1.081
267.787,1.075
267.817,1.077
267.847,1.086
267.877,1.094
267.907,1.084
267.937,1.080
267.968,1.084
267.998,1.087
268.028,1.094
268.058,1.085
268.088,1.087
268.118,1.091
268.147,1.081
268.177,1.065
268.207,1.063
268.237,1.066
268.267,1.061
268.297,1.065
268.328,1.076
268.358,1.089
268.388,1.085
268.418,1.079
268.448,1.075
268.478,1.075
268.508,1.075
268.537,1.078
268.567,1.062
268.597,1.062
268.627,1.053
268.657,1.062
268.687,1.044
268.718,1.040
268.748,1.048
268.778,1.066
268.808,1.060
268.838,1.059
268.868,1.054
268.897,1.057
268.927,1.062
268.957,1.054
268.987,1.052
269.017,1.056
269.047,1.062
269.078,1.062
269.108,1.062
269.138,1.058
269.168,1.064
269.198,1.065
269.228,1.056
269.258,1.066
269.287,1.065
269.317,1.063
269.347,1.061
269.377,1.069
269.407,1.078
269.437,1.092
269.468,1.076
269.498,1.071
269.528,1.054
269.558,1.046
269.588,1.045
269.618,1.044
269.647,1.047
269.677,1.055
269.707,1.055
269.737,1.062
269.767,1.068
269.797,1.073
269.828,1.075
269.858,1.077
269.888,1.077
269.918,1.073
269.948,1.070
269.978,1.082
270.008,1.085
270.037,1.077
270.067,1.079
270.097,1.083
270.127,1.078
270.157,1.069
270.187,1.085
270.218,1.089
270.248,1.087
270.278,1.080
270.308,1.078
270.338,1.077
270.368,1.083
270.397,1.070
270.427,1.069
270.457,1.062
270.487,1.071
270.517,1.073
270.547,1.072
270.578,1.065
270.608,1.067
270.638,1.063
270.668,1.078
270.698,1.079
270.728,1.075
270.758,1.069
270.787,1.066
270.817,1.084
270.847,1.085
270.877,1.084
270.907,1.086
270.937,1.094
270.968,1.078
270.998,1.078
271.028,1.088
271.058,1.076
271.088,1.071
271.118,1.075
271.147,1.065
271.177,1.062
271.207,1.082
271.237,1.072
271.267,1.065
271.297,1.065
271.328,1.066
271.357,1.063
271.387,1.072
271.417,1.072
271.447,1.073
271.477,1.070
271.507,1.072
271.538,1.074
271.568,1.075
271.598,1.084
271.628,1.082
271.658,1.086
271.688,1.088
271.718,1.086
271.748,1.083
271.778,1.078
271.808,1.083
271.838,1.076
271.868,1.080
271.897,1.079
271.927,1.077
271.957,1.083
271.987,1.086
272.017,1.071
272.047,1.075
272.077,1.078
272.107,1.078
272.137,1.072
272.167,1.076
272.197,1.075
272.227,1.079
272.257,1.079
272.288,1.068
272.318,1.080
272.348,1.084
272.378,1.081
272.408,1.078
272.438,1.075
272.468,1.074
272.498,1.074
272.528,1.076
272.558,1.076
272.588,1.076
272.618,1.082
272.647,1.072
272.677,1.073
272.707,1.078
272.737,1.080
272.767,1.077
272.797,1.076
272.827,1.070
272.857,1.071
272.887,1.078
272.917,1.080
272.947,1.077
272.977,1.076
273.007,1.084
273.038,1.086
273.068,1.071
273.098,1.068
273.128,1.073
273.158,1.070
273.188,1.075
273.218,1.080
273.248,1.072
273.278,1.084
273.308,1.083
273.338,1.076
273.368,1.068
273.397,1.078
273.427,1.075
273.457,1.075
273.487,1.075
273.517,1.077
273.547,1.076
273.577,1.073
273.607,1.071
273.637,1.074
273.667,1.074
273.697,1.072
273.727,1.072
273.757,1.077
273.788,1.079
273.818,1.078
273.848,1.078
273.878,1.077
273.908,1.075
273.938,1.078
273.968,1.076
273.998,1.078
274.028,1.075
274.058,1.073
274.088,1.081
274.118,1.083
274.147,1.081
274.177,1.080
274.207,1.080
274.237,1.082
274.267,1.076
274.297,1.073
274.327,1.076
274.357,1.078
274.387,1.080
274.417,1.073
274.447,1.071
274.477,1.073
274.507,1.074
274.538,1.075
274.568,1.076
274.598,1.074
274.628,1.082
274.658,1.082
274.688,1.074
274.718,1.085
274.748,1.074
274.778,1.077
274.808,1.077
274.838,1.080
274.868,1.077
274.897,1.076
274.927,1.081
274.957,1.077
274.987,1.083
275.017,1.079
275.047,1.079
275.077,1.078
275.107,1.080
275.137,1.079
275.167,1.077
275.197,1.072
275.227,1.076
275.257,1.078
275.288,1.074
275.318,1.075
275.348,1.078
275.378,1.078
275.408,1.081
275.438,1.076
275.468,1.072
275.498,1.073
275.528,1.076
275.558,1.081
275.588,1.077
275.618,1.074
275.647,1.086
275.677,1.076
275.707,1.076
275.737,1.077
275.767,1.069
275.797,1.075
275.827,1.083
275.857,1.079
275.887,1.083
275.917,1.081
275.947,1.073
275.977,1.075
276.007,1.077
276.038,1.073
276.068,1.079
276.098,1.079
276.128,1.075
276.158,1.071
276.188,1.074
276.218,1.076
276.248,1.074
276.278,1.076
276.308,1.072
276.338,1.071
276.368,1.075
276.397,1.079
276.427,1.080
276.457,1.080
276.487,1.070
276.517,1.075
276.547,1.077
276.577,1.079
276.607,1.079
276.637,1.083
276.667,1.072
276.697,1.075
276.727,1.077
276.757,1.076
276.788,1.074
276.818,1.082
276.848,1.080
276.878,1.083
276.908,1.071
276.938,1.075
276.968,1.080
276.998,1.080
277.028,1.079
277.058,1.072
277.088,1.075
277.118,1.077
277.147,1.075
277.177,1.075
277.207,1.074
277.237,1.079
277.267,1.078
277.297,1.077
277.327,1.076
277.357,1.077
277.387,1.075
277.417,1.073
277.447,1.074
277.477,1.077
277.507,1.081
277.538,1.077
277.568,1.088
277.598,1.072
277.628,1.073
277.658,1.079
277.688,1.080
277.718,1.075
277.748,1.073
277.778,1.075
277.808,1.075
277.838,1.077
277.868,1.077
277.897,1.075
277.927,1.081
277.957,1.078
277.987,1.077
278.017,1.082
278.047,1.080
278.077,1.081
278.107,1.079
278.137,1.074
278.167,1.074
278.197,1.075
278.227,1.080
278.257,1.076
278.288,1.070
278.318,1.079
278.348,1.084
278.378,1.083
278.408,1.074
278.438,1.070
278.468,1.083
278.498,1.079
278.528,1.077
278.558,1.075
278.588,1.075
278.618,1.073
278.647,1.072
278.677,1.078
278.707,1.080
278.737,1.086
278.767,1.079
278.797,1.079
278.827,1.074
278.857,1.072
278.887,1.072
278.917,1.067
278.947,1.068
278.977,1.078
279.007,1.083
279.038,1.083
279.068,1.077
279.098,1.084
279.128,1.081
279.158,1.082
279.188,1.077
279.218,1.076
279.248,1.075
279.278,1.075
279.308,1.080
279.338,1.077
279.368,1.076
279.397,1.076
279.427,1.079
279.457,1.084
279.487,1.074
279.517,1.083
279.547,1.086
279.577,1.088
279.607,1.084
279.637,1.082
279.667,1.069
279.697,1.070
279.727,1.081
279.757,1.074
279.788,1.082
279.818,1.084
279.848,1.062
279.878,1.080
279.908,1.084
279.938,1.084
279.968,1.089
279.998,1.067
280.028,1.045
280.058,1.055
280.088,1.077
280.118,1.094
280.147,1.104
280.177,1.085
280.207,1.069
280.237,1.067
280.267,1.067
280.297,1.075
280.327,1.088
280.357,1.086
280.387,1.084
280.417,1.084
280.447,1.083
280.477,1.076
280.507,1.079
280.538,1.074
280.568,1.073
280.598,1.073
280.628,1.072
280.658,1.073
280.688,1.083
280.718,1.072
280.748,1.067
280.778,1.085
280.808,1.090
280.838,1.093
280.868,1.088
280.897,1.079
280.927,1.084
280.957,1.074
280.987,1.068
281.017,1.067
281.047,1.075
281.077,1.065
281.107,1.071
281.137,1.077
281.167,1.085
281.197,1.071
281.227,1.080
281.257,1.082
281.288,1.080
281.318,1.077
281.348,1.079
281.378,1.076
281.408,1.078
281.438,1.071
281.468,1.073
281.498,1.078
281.528,1.074
281.558,1.073
281.588,1.078
281.618,1.078
281.647,1.088
281.677,1.081
281.707,1.077
281.737,1.072
281.767,1.085
281.797,1.078
281.827,1.076
281.857,1.088
281.887,1.075
281.917,1.079
281.947,1.075
281.977,1.078
282.007,1.076
282.038,1.081
282.068,1.073
282.098,1.082
282.128,1.071
282.158,1.077
282.188,1.076
282.218,1.079
282.248,1.074
282.278,1.078
282.308,1.076
282.338,1.073
282.368,1.080
282.397,1.085
282.427,1.074
282.457,1.077
282.487,1.073
282.517,1.073
282.547,1.085
282.577,1.083
282.607,1.083
282.637,1.079
282.667,1.072
282.697,1.081
282.727,1.081
282.757,1.073
282.788,1.079
282.818,1.079
282.848,1.070
282.878,1.076
282.908,1.073
282.938,1.079
282.968,1.080
282.998,1.076
283.028,1.083
283.058,1.081
283.088,1.081
283.118,1.079
283.147,1.073
283.177,1.074
283.207,1.072
283.237,1.074
283.267,1.090
283.297,1.081
283.327,1.071
283.357,1.068
283.387,1.077
283.417,1.076
283.447,1.077
283.477,1.075
283.507,1.080
283.538,1.077
283.568,1.080
283.598,1.081
283.628,1.078
283.658,1.077
283.688,1.072
283.718,1.074
283.748,1.071
283.778,1.076
283.808,1.082
283.838,1.082
283.868,1.075
283.897,1.075
283.927,1.080
283.957,1.088
283.987,1.083
284.017,1.074
284.047,1.075
284.077,1.084
284.107,1.079
284.137,1.078
284.167,1.077
284.197,1.073
284.227,1.073
284.257,1.074
284.288,1.072
284.318,1.081
284.348,1.078
284.378,1.073
284.408,1.075
284.438,1.075
284.468,1.077
284.498,1.074
284.528,1.082
284.558,1.086
284.588,1.086
284.618,1.083
284.647,1.083
284.677,1.081
284.707,1.075
284.737,1.074
284.767,1.070
284.797,1.077
284.827,1.086
284.857,1.079
284.887,1.091
284.917,1.097
284.947,1.077
284.977,1.085
285.007,1.088
285.038,1.076
285.068,1.078
285.098,1.073
285.128,1.081
285.158,1.091
285.188,1.090
285.218,1.089
285.248,1.090
285.278,1.092
285.308,1.084
285.338,1.072
285.368,1.074
285.397,1.075
285.427,1.073
285.457,1.077
285.487,1.076
285.517,1.064
285.547,1.071
285.577,1.079
285.607,1.069
285.637,1.063
285.667,1.081
285.697,1.081
285.727,1.078
285.757,1.084
285.788,1.079
285.818,1.072
285.848,1.076
285.878,1.070
285.908,1.070
285.938,1.074
285.968,1.063
285.998,1.064
286.028,1.068
286.058,1.067
286.088,1.065
286.118,1.065
286.147,1.073
286.177,1.077
286.207,1.063
286.237,1.060
286.267,1.076
286.297,1.078
286.327,1.077
286.357,1.092
286.387,1.081
286.417,1.075
286.447,1.060
286.477,1.049
286.507,1.046
286.538,1.035
286.568,1.057
286.598,1.089
286.628,1.112
286.658,1.138
286.688,1.118
286.718,1.089
286.748,1.062
286.778,1.067
286.808,1.087
286.838,1.097
286.868,1.090
286.897,1.061
286.927,1.050
286.957,1.070
286.987,1.061
287.017,1.060
287.047,1.077
287.077,1.095
287.107,1.072
287.137,1.055
287.167,1.066
287.197,1.067
287.227,1.073
287.257,1.064
287.288,1.084
287.318,1.082
287.348,1.093
287.378,1.087
287.408,1.082
287.438,1.074
287.468,1.078
287.498,1.075
287.528,1.066
287.558,1.082
287.588,1.074
287.618,1.076
287.647,1.080
287.677,1.093
287.707,1.087
287.737,1.062
287.767,1.060
287.797,1.065
287.827,1.075
287.857,1.093
287.887,1.102
287.917,1.104
287.947,1.100
287.977,1.087
288.007,1.084
288.038,1.069
288.068,1.062
288.098,1.062
288.128,1.083
288.158,1.084
288.188,1.063
288.218,1.069
288.248,1.068
288.278,1.068
288.308,1.071
288.338,1.077
288.368,1.081
288.397,1.066
288.427,1.070
288.457,1.082
288.487,1.075
288.517,1.068
288.547,1.076
288.577,1.077
288.607,1.085
288.637,1.084
288.667,1.072
288.697,1.080
288.727,1.082
288.757,1.067
288.788,1.072
288.818,1.089
288.848,1.082
288.878,1.081
288.908,1.081
288.938,1.079
288.968,1.069
288.998,1.073
289.028,1.076
289.058,1.078
289.088,1.080
289.118,1.068
289.147,1.066
289.177,1.066
289.207,1.068
289.237,1.078
289.267,1.080
289.297,1.079
289.327,1.080
289.357,1.079
289.387,1.082
289.417,1.079
289.447,1.091
289.477,1.090
289.507,1.083
289.538,1.078
289.568,1.074
289.598,1.080
289.628,1.089
289.658,1.088
289.688,1.096
289.718,1.107
289.748,1.084
289.778,1.083
289.808,1.077
289.838,1.074
289.868,1.070
289.897,1.077
289.927,1.080
289.957,1.072
289.987,1.092
290.017,1.104
290.047,1.099
290.077,1.099
290.107,1.099
290.137,1.080
290.167,1.076
290.197,1.074
290.227,1.079
290.257,1.076
290.288,1.076
290.318,1.076
290.348,1.071
290.378,1.070
290.408,1.062
290.438,1.045
290.468,1.045
290.498,1.058
290.528,1.047
290.558,1.062
290.588,1.080
290.618,1.082
290.647,1.084
290.677,1.073
290.707,1.062
290.737,1.081
290.767,1.078
290.797,1.100
290.827,1.102
290.857,1.103
290.887,1.097
290.917,1.087
290.947,1.087
290.977,1.096
291.007,1.102
291.038,1.113
291.068,1.104
291.098,1.090
291.128,1.090
291.158,1.088
291.188,1.085
291.218,1.078
291.248,1.077
291.278,1.104
291.308,1.100
291.338,1.094
291.368,1.091
291.397,1.096
291.427,1.097
291.457,1.103
291.487,1.089
291.517,1.085
291.547,1.081
291.577,1.078
291.607,1.071
291.637,1.081
291.667,1.071
291.697,1.082
291.727,1.083
291.757,1.086
291.788,1.095
291.818,1.079
291.848,1.094
291.878,1.094
291.908,1.079
291.938,1.078
291.968,1.091
291.998,1.083
292.028,1.090
292.058,1.082
292.088,1.090
292.118,1.100
292.147,1.090
292.177,1.101
292.207,1.086
292.237,1.089
292.267,1.082
292.297,1.092
292.327,1.103
292.357,1.090
292.387,1.092
292.417,1.089
292.447,1.089
292.477,1.093
292.507,1.096
292.538,1.097
292.568,1.101
292.598,1.098
292.628,1.095
292.658,1.087
292.688,1.083
292.718,1.087
292.748,1.091
292.778,1.099
292.808,1.101
292.838,1.095
292.868,1.098
292.897,1.098
292.927,1.097
292.957,1.092
292.987,1.094
293.017,1.094
293.047,1.087
293.077,1.089
293.107,1.094
293.137,1.092
293.167,1.097
293.197,1.090
293.227,1.096
293.257,1.093
293.288,1.099
293.318,1.090
293.348,1.093
293.378,1.086
293.408,1.091
293.438,1.092
293.468,1.096
293.498,1.093
293.528,1.093
293.558,1.098
293.588,1.097
293.618,1.095
293.647,1.088
293.677,1.084
293.707,1.089
293.737,1.089
293.767,1.093
293.797,1.097
293.827,1.094
293.857,1.089
293.887,1.094
293.917,1.103
293.947,1.091
293.977,1.087
294.007,1.091
294.038,1.092
294.068,1.087
294.098,1.097
294.128,1.090
294.158,1.091
294.188,1.091
294.218,1.095
294.248,1.090
294.278,1.089
294.308,1.096
294.338,1.091
294.368,1.096
294.397,1.091
294.427,1.094
294.457,1.096
294.487,1.090
294.517,1.089
294.547,1.095
294.577,1.089
294.607,1.090
294.637,1.093
294.667,1.091
294.697,1.089
294.727,1.090
294.757,1.093
294.788,1.091
294.818,1.092
294.848,1.092
294.878,1.085
294.908,1.096
294.938,1.093
294.968,1.085
294.998,1.086
295.028,1.088
295.058,1.089
295.088,1.081
295.118,1.088
295.147,1.087
295.177,1.093
295.207,1.092
295.237,1.097
295.267,1.099
295.297,1.103
295.327,1.090
295.357,1.085
295.387,1.096
295.417,1.092
295.447,1.088
295.477,1.085
295.507,1.091
295.538,1.089
295.568,1.095
295.598,1.091
295.628,1.087
295.658,1.098
295.688,1.090
295.718,1.084
295.748,1.091
295.778,1.095
295.808,1.090
295.838,1.091
295.868,1.089
295.897,1.087
295.927,1.086
295.957,1.087
295.987,1.088
296.017,1.091
296.047,1.090
296.077,1.090
296.107,1.100
296.137,1.094
296.167,1.094
296.197,1.092
296.227,1.091
296.257,1.097
296.288,1.087
296.318,1.089
296.348,1.085
296.378,1.103
296.408,1.094
296.438,1.093
296.468,1.092
296.498,1.092
296.528,1.100
296.558,1.091
296.588,1.101
296.618,1.106
296.647,1.113
296.677,1.120
296.707,1.123
296.737,1.130
296.767,1.124
296.797,1.110
296.827,1.103
296.857,1.075
296.887,1.106
296.917,1.105
296.947,1.105
296.977,1.124
297.007,1.119
297.038,1.096
297.068,1.091
297.098,1.090
297.128,1.070
297.158,1.054
297.188,1.046
297.218,1.054
297.248,1.073
297.278,1.064
297.308,1.062
297.338,1.065
297.368,1.067
297.397,1.062
297.427,1.054
297.457,1.061
297.487,1.073
297.517,1.066
297.547,1.077
297.577,1.057
297.607,1.072
297.637,1.067
297.667,1.042
297.697,1.049
297.727,1.043
297.757,1.046
297.788,1.030
297.818,1.032
297.848,1.041
297.878,1.048
297.908,1.048
297.938,1.066
297.968,1.080
297.998,1.072
298.028,1.070
298.058,1.062
298.088,1.064
298.118,1.068
298.147,1.061
298.177,1.068
298.207,1.071
298.237,1.086
298.267,1.094
298.297,1.100
298.327,1.104
298.357,1.080
298.387,1.084
298.417,1.088
298.447,1.085
298.477,1.087
298.507,1.094
298.538,1.088
298.568,1.080
298.598,1.082
298.628,1.089
298.658,1.086
298.688,1.086
298.718,1.085
298.748,1.070
298.778,1.079
298.808,1.084
298.838,1.083
298.868,1.078
298.897,1.076
298.927,1.078
298.957,1.077
298.987,1.077
299.017,1.076
299.047,1.075
299.077,1.082
299.107,1.067
299.137,1.072
299.167,1.071
299.197,1.073
299.227,1.080
299.257,1.082
299.288,1.089
299.318,1.091
299.348,1.097
299.378,1.098
299.408,1.094
299.438,1.094
299.468,1.096
299.498,1.090
299.528,1.084
299.558,1.089
299.588,1.088
299.618,1.103
299.647,1.099
299.677,1.096
299.707,1.095
299.737,1.094
299.767,1.088
299.797,1.093
299.827,1.097
299.857,1.099
299.887,1.086
299.917,1.087
299.947,1.090
299.977,1.089
300.007,1.095
300.038,1.085
300.068,1.082
300.098,1.093
300.128,1.093
300.158,1.085
300.188,1.094
300.218,1.090
300.248,1.085
300.278,1.086
300.308,1.081
300.338,1.084
300.368,1.087
300.397,1.092
300.427,1.095
300.457,1.099
300.487,1.093
300.517,1.089
300.547,1.084
300.577,1.091
300.607,1.087
300.637,1.091
300.667,1.095
300.697,1.092
300.727,1.088
300.757,1.088
300.788,1.090
300.818,1.091
300.848,1.093
300.878,1.088
300.908,1.093
300.938,1.089
300.968,1.091
300.998,1.090
301.028,1.078
301.058,1.088
301.088,1.094
301.118,1.090
301.147,1.099
301.177,1.090
301.207,1.104
