df_hash,22ZHK4.DKUMNH
24.577,1.050
24.607,1.049
24.638,1.042
24.667,1.042
24.697,1.046
24.728,1.044
24.758,1.052
24.787,1.043
24.817,1.045
24.848,1.047
24.878,1.043
24.907,1.042
24.938,1.048
24.968,1.044
24.997,1.045
25.027,1.048
25.058,1.048
25.088,1.042
25.117,1.045
25.148,1.048
25.178,1.046
25.207,1.044
25.237,1.046
25.268,1.048
25.298,1.052
25.327,1.044
25.357,1.047
25.388,1.047
25.417,1.046
25.447,1.039
25.478,1.049
25.508,1.046
25.537,1.047
25.567,1.047
25.598,1.046
25.628,1.046
25.657,1.046
25.688,1.050
25.718,1.042
25.747,1.048
25.777,1.044
25.808,1.045
25.838,1.044
25.867,1.049
25.898,1.047
25.928,1.048
25.957,1.044
25.987,1.041
26.018,1.051
26.048,1.050
26.077,1.044
26.107,1.045
26.138,1.044
26.167,1.042
26.197,1.044
26.228,1.051
26.258,1.041
26.287,1.049
26.317,1.049
26.348,1.044
26.378,1.048
26.407,1.049
26.438,1.047
26.468,1.047
26.497,1.047
26.527,1.046
26.558,1.048
26.588,1.044
26.617,1.045
26.648,1.046
26.678,1.050
26.707,1.047
26.737,1.043
26.768,1.051
26.798,1.050
26.827,1.044
26.857,1.040
26.888,1.046
26.917,1.042
26.947,1.043
26.978,1.045
27.008,1.044
27.037,1.048
27.067,1.047
27.098,1.041
27.128,1.044
27.157,1.050
27.188,1.050
27.218,1.045
27.247,1.048
27.277,1.044
27.308,1.049
27.338,1.046
27.367,1.046
27.398,1.044
27.428,1.046
27.457,1.049
27.487,1.049
27.518,1.047
27.548,1.044
27.577,1.044
27.607,1.046
27.638,1.045
27.667,1.042
27.697,1.048
27.728,1.045
27.758,1.049
27.787,1.048
27.817,1.044
27.848,1.048
27.878,1.049
27.907,1.042
27.938,1.048
27.968,1.044
27.997,1.048
28.027,1.045
28.058,1.042
28.088,1.045
28.117,1.042
28.148,1.046
28.178,1.048
28.207,1.050
28.237,1.044
28.268,1.041
28.298,1.044
28.327,1.046
28.357,1.039
28.388,1.045
28.417,1.046
28.447,1.043
28.478,1.044
28.508,1.042
28.537,1.045
28.567,1.049
28.598,1.045
28.628,1.044
28.657,1.047
28.688,1.042
28.718,1.046
28.747,1.053
28.777,1.043
28.808,1.042
28.838,1.044
28.867,1.047
28.898,1.046
28.928,1.042
28.957,1.042
28.987,1.049
29.018,1.048
29.048,1.042
29.077,1.044
29.107,1.044
29.138,1.049
29.167,1.046
29.197,1.043
29.228,1.049
29.258,1.050
29.287,1.044
29.317,1.048
29.348,1.051
29.378,1.044
29.407,1.045
29.438,1.047
29.468,1.047
29.497,1.048
29.527,1.043
29.558,1.050
29.588,1.049
29.617,1.045
29.648,1.042
29.678,1.045
29.707,1.046
29.737,1.053
29.768,1.041
29.798,1.051
29.827,1.048
29.857,1.042
29.888,1.045
29.917,1.050
29.947,1.042
29.978,1.047
30.008,1.045
30.037,1.044
30.067,1.044
30.098,1.048
30.128,1.050
30.157,1.052
30.188,1.040
30.218,1.054
30.247,1.049
30.277,1.038
30.308,1.042
30.338,1.048
30.367,1.039
30.398,1.050
30.428,1.044
30.457,1.045
30.487,1.045
30.518,1.042
30.548,1.045
30.577,1.046
30.607,1.048
30.638,1.045
30.667,1.043
30.697,1.045
30.728,1.047
30.758,1.045
30.787,1.044
30.817,1.046
30.848,1.045
30.878,1.049
30.907,1.042
30.938,1.044
30.968,1.047
30.997,1.048
31.027,1.050
31.058,1.039
31.088,1.041
31.117,1.047
31.148,1.043
31.178,1.044
31.207,1.048
31.237,1.047
31.268,1.043
31.298,1.044
31.327,1.047
31.358,1.045
31.387,1.046
31.417,1.048
31.448,1.041
31.477,1.049
31.508,1.051
31.538,1.044
31.567,1.039
31.598,1.044
31.627,1.045
31.657,1.048
31.688,1.041
31.717,1.045
31.747,1.050
31.778,1.040
31.807,1.042
31.838,1.047
31.868,1.043
31.897,1.047
31.928,1.050
31.958,1.043
31.987,1.040
32.018,1.043
32.047,1.044
32.077,1.040
32.108,1.050
32.137,1.045
32.167,1.039
32.198,1.046
32.227,1.044
32.258,1.039
32.288,1.047
32.317,1.042
32.348,1.049
32.377,1.048
32.407,1.039
32.438,1.047
32.467,1.048
32.497,1.046
32.528,1.049
32.557,1.048
32.588,1.042
32.618,1.044
32.647,1.037
32.678,1.044
32.708,1.042
32.737,1.049
32.768,1.051
32.797,1.039
32.827,1.044
32.858,1.042
32.887,1.043
32.917,1.044
32.948,1.048
32.977,1.047
33.008,1.041
33.038,1.041
33.067,1.045
33.098,1.048
33.127,1.043
33.157,1.048
33.188,1.042
33.217,1.047
33.247,1.043
33.278,1.041
33.307,1.049
33.338,1.045
33.368,1.050
33.397,1.047
33.428,1.042
33.458,1.045
33.487,1.045
33.518,1.041
33.547,1.047
33.577,1.046
33.608,1.048
33.637,1.047
33.667,1.044
33.698,1.044
33.727,1.049
33.758,1.045
33.788,1.041
33.817,1.043
33.848,1.044
33.877,1.046
33.907,1.044
33.938,1.046
33.967,1.049
33.997,1.043
34.028,1.051
34.057,1.045
34.088,1.039
34.118,1.042
34.147,1.047
34.178,1.044
34.208,1.047
34.237,1.046
34.268,1.049
34.297,1.042
34.327,1.036
34.358,1.046
34.387,1.047
34.417,1.044
34.448,1.045
34.477,1.045
34.508,1.047
34.538,1.042
34.567,1.042
34.598,1.045
34.627,1.047
34.657,1.042
34.688,1.054
34.717,1.050
34.747,1.040
34.778,1.040
34.807,1.042
34.838,1.042
34.868,1.045
34.897,1.041
34.928,1.047
34.958,1.046
34.987,1.042
35.018,1.045
35.047,1.043
35.077,1.046
35.108,1.044
35.137,1.047
35.167,1.045
35.198,1.043
35.227,1.046
35.258,1.046
35.288,1.041
35.317,1.043
35.348,1.049
35.377,1.046
35.407,1.045
35.438,1.042
35.467,1.046
35.497,1.041
35.528,1.045
35.557,1.052
35.588,1.044
35.618,1.045
35.647,1.044
35.678,1.043
35.708,1.043
35.737,1.048
35.768,1.047
35.797,1.046
35.827,1.042
35.858,1.046
35.887,1.042
35.917,1.045
35.948,1.044
35.977,1.047
36.008,1.047
36.038,1.052
36.067,1.042
36.098,1.054
36.127,1.049
36.157,1.043
36.188,1.043
36.217,1.045
36.247,1.045
36.278,1.052
36.307,1.035
36.338,1.044
36.368,1.044
36.397,1.037
36.428,1.035
36.458,1.044
36.487,1.038
36.518,1.038
36.547,1.041
36.577,1.035
36.608,1.034
36.637,1.034
36.667,1.029
36.698,1.028
36.727,1.031
36.758,1.019
36.788,1.032
36.817,1.036
36.848,1.039
36.877,1.023
36.907,1.021
36.938,1.027
36.967,1.031
36.997,1.028
37.028,1.029
37.057,1.029
37.088,1.032
37.118,1.027
37.147,1.024
37.178,1.025
37.208,1.029
37.237,1.026
37.268,1.021
37.297,1.024
37.327,1.026
37.358,1.030
37.387,1.027
37.417,1.026
37.448,1.021
37.477,1.029
37.508,1.031
37.538,1.027
37.567,1.017
37.598,1.022
37.627,1.026
37.657,1.027
37.688,1.034
37.717,1.032
37.747,1.030
37.778,1.030
37.807,1.024
37.838,1.016
37.868,1.020
37.897,1.018
37.928,1.021
37.958,1.027
37.987,1.030
38.018,1.021
38.047,1.028
38.077,1.028
38.108,1.020
38.137,1.022
38.167,1.027
38.198,1.032
38.227,1.026
38.258,1.025
38.288,1.021
38.317,1.022
38.348,1.014
38.377,1.025
38.407,1.021
38.438,1.031
38.467,1.029
38.497,1.025
38.528,1.024
38.557,1.027
38.588,1.021
38.618,1.022
38.647,1.026
38.678,1.021
38.708,1.024
38.737,1.026
38.768,1.025
38.797,1.022
38.827,1.026
38.858,1.028
38.887,1.021
38.917,1.026
38.948,1.023
38.977,1.024
39.008,1.026
39.038,1.026
39.067,1.025
39.098,1.028
39.127,1.024
39.157,1.020
39.188,1.023
39.217,1.028
39.247,1.024
39.278,1.028
39.307,1.026
39.338,1.022
39.368,1.027
39.397,1.027
39.428,1.032
39.458,1.022
39.487,1.031
39.518,1.023
39.547,1.024
39.577,1.021
39.608,1.026
39.637,1.025
39.667,1.032
39.698,1.019
39.727,1.030
39.758,1.028
39.788,1.024
39.817,1.027
39.848,1.028
39.877,1.023
39.907,1.025
39.938,1.032
39.967,1.025
39.997,1.020
40.028,1.027
40.057,1.030
40.088,1.023
40.118,1.021
40.147,1.036
40.178,1.026
40.208,1.018
40.237,1.023
40.268,1.024
40.297,1.020
40.327,1.030
40.358,1.025
40.387,1.026
40.417,1.026
40.448,1.023
40.477,1.023
40.508,1.026
40.538,1.030
40.567,1.025
40.598,1.024
40.627,1.021
40.657,1.028
40.688,1.026
40.717,1.024
40.747,1.030
40.778,1.033
40.807,1.029
40.838,1.022
40.868,1.023
40.897,1.025
40.928,1.023
40.958,1.031
40.987,1.025
41.018,1.030
41.047,1.026
41.077,1.018
41.108,1.024
41.137,1.029
41.167,1.023
41.198,1.021
41.227,1.027
41.258,1.027
41.288,1.026
41.317,1.026
41.348,1.026
41.377,1.025
41.407,1.030
41.438,1.032
41.467,1.021
41.497,1.025
41.528,1.031
41.557,1.025
41.588,1.024
41.618,1.020
41.647,1.030
41.678,1.023
41.708,1.027
41.737,1.029
41.768,1.023
41.797,1.027
41.827,1.033
41.858,1.026
41.887,1.026
41.917,1.025
41.948,1.032
41.977,1.031
42.008,1.022
42.038,1.030
42.067,1.031
42.098,1.020
42.127,1.024
42.157,1.028
42.188,1.029
42.217,1.032
42.247,1.024
42.278,1.027
42.307,1.032
42.338,1.022
42.368,1.026
42.397,1.029
42.428,1.025
42.458,1.029
42.487,1.030
42.518,1.026
42.547,1.024
42.577,1.032
42.608,1.029
42.637,1.021
42.667,1.033
42.698,1.027
42.727,1.021
42.758,1.024
42.788,1.030
42.817,1.024
42.848,1.035
42.877,1.021
42.907,1.025
42.938,1.032
42.967,1.024
42.997,1.025
43.028,1.029
43.057,1.030
43.088,1.029
43.118,1.021
43.147,1.030
43.178,1.029
43.208,1.029
43.237,1.023
43.268,1.025
43.297,1.031
43.327,1.030
43.358,1.024
43.387,1.021
43.417,1.026
43.448,1.029
43.477,1.033
43.508,1.021
43.538,1.029
43.567,1.029
43.598,1.021
43.627,1.026
43.657,1.029
43.688,1.026
43.717,1.032
43.747,1.026
43.778,1.022
43.807,1.026
43.838,1.022
43.868,1.022
43.897,1.025
43.928,1.028
43.958,1.033
43.987,1.024
44.018,1.019
44.047,1.030
44.077,1.030
44.108,1.021
44.137,1.029
44.167,1.029
44.198,1.031
44.227,1.023
44.258,1.025
44.288,1.026
44.317,1.028
44.348,1.025
44.377,1.029
44.407,1.029
44.438,1.025
44.467,1.024
44.497,1.029
44.528,1.029
44.557,1.028
44.588,1.029
44.618,1.033
44.647,1.021
44.678,1.021
44.708,1.029
44.737,1.027
44.768,1.033
44.797,1.028
44.827,1.026
44.858,1.028
44.887,1.027
44.917,1.025
44.948,1.027
44.977,1.031
45.008,1.028
45.038,1.027
45.067,1.025
45.098,1.026
45.127,1.027
45.157,1.026
45.188,1.021
45.217,1.027
45.247,1.027
45.278,1.029
45.307,1.032
45.338,1.028
45.368,1.029
45.397,1.026
45.428,1.029
45.458,1.029
45.487,1.029
45.518,1.030
45.547,1.026
45.577,1.025
45.608,1.030
45.637,1.029
45.667,1.029
45.698,1.026
45.727,1.026
45.758,1.028
45.788,1.026
45.817,1.027
45.848,1.028
45.877,1.034
45.907,1.025
45.938,1.034
45.967,1.033
45.997,1.029
46.028,1.025
46.057,1.030
46.088,1.027
46.118,1.034
46.147,1.023
46.178,1.033
46.208,1.027
46.237,1.024
46.268,1.031
46.297,1.027
46.327,1.028
46.358,1.030
46.387,1.030
46.417,1.027
46.448,1.030
46.477,1.027
46.508,1.032
46.538,1.030
46.567,1.023
46.598,1.027
46.627,1.027
46.657,1.037
46.688,1.028
46.717,1.021
46.747,1.026
46.778,1.030
46.807,1.028
46.838,1.030
46.868,1.030
46.897,1.036
46.928,1.030
46.958,1.024
46.987,1.033
47.018,1.035
47.047,1.032
47.077,1.031
47.108,1.031
47.137,1.028
47.167,1.027
47.198,1.031
47.227,1.025
47.258,1.031
47.288,1.032
47.317,1.023
47.348,1.037
47.377,1.031
47.408,1.021
47.438,1.030
47.467,1.034
47.498,1.028
47.528,1.027
47.557,1.031
47.587,1.036
47.618,1.027
47.647,1.023
47.677,1.032
47.708,1.030
47.737,1.027
47.767,1.031
47.798,1.032
47.827,1.030
47.857,1.029
47.888,1.030
47.917,1.027
47.947,1.032
47.978,1.032
48.008,1.027
48.037,1.032
48.068,1.031
48.098,1.026
48.127,1.030
48.158,1.029
48.188,1.032
48.217,1.033
48.248,1.021
48.278,1.035
48.307,1.030
48.337,1.028
48.368,1.031
48.397,1.033
48.427,1.029
48.458,1.031
48.487,1.030
48.517,1.029
48.548,1.027
48.577,1.034
48.607,1.036
48.638,1.024
48.667,1.027
48.697,1.037
48.728,1.035
48.758,1.028
48.787,1.028
48.818,1.030
48.848,1.029
48.877,1.025
48.908,1.033
48.938,1.029
48.967,1.027
48.998,1.030
49.028,1.029
49.057,1.027
49.087,1.032
49.118,1.031
49.147,1.027
49.177,1.029
49.208,1.029
49.237,1.032
49.267,1.029
49.298,1.028
49.327,1.034
49.357,1.030
49.388,1.035
49.417,1.027
49.447,1.027
49.478,1.029
49.508,1.027
49.537,1.027
49.568,1.036
49.598,1.024
49.627,1.033
49.658,1.030
49.688,1.025
49.717,1.030
49.748,1.034
49.778,1.029
49.807,1.028
49.837,1.027
49.868,1.031
49.897,1.025
49.927,1.025
49.958,1.031
49.987,1.029
50.017,1.031
50.048,1.030
50.077,1.027
50.107,1.025
50.138,1.030
50.167,1.030
50.197,1.036
50.228,1.022
50.258,1.029
50.287,1.028
50.318,1.027
50.348,1.030
50.377,1.031
50.408,1.028
50.438,1.029
50.467,1.028
50.498,1.029
50.528,1.033
50.557,1.029
50.587,1.027
50.618,1.031
50.647,1.028
50.677,1.036
50.708,1.029
50.737,1.023
50.767,1.024
50.798,1.032
50.827,1.024
50.857,1.030
50.888,1.024
50.917,1.033
50.947,1.030
50.978,1.024
51.008,1.031
51.037,1.032
51.068,1.031
51.098,1.029
51.127,1.032
51.158,1.031
51.188,1.028
51.217,1.025
51.248,1.032
51.278,1.026
51.307,1.035
51.337,1.034
51.368,1.025
51.397,1.025
51.427,1.030
51.458,1.025
51.487,1.031
51.517,1.025
51.548,1.033
51.577,1.028
51.607,1.025
51.638,1.028
51.667,1.028
51.697,1.030
51.728,1.032
51.758,1.028
51.787,1.035
51.818,1.031
51.848,1.026
51.877,1.029
51.908,1.030
51.938,1.032
51.967,1.039
51.998,1.027
52.028,1.023
52.057,1.033
52.087,1.030
52.118,1.037
52.147,1.027
52.177,1.031
52.208,1.031
52.237,1.026
52.267,1.027
52.298,1.031
52.327,1.030
52.357,1.028
52.388,1.029
52.417,1.029
52.447,1.028
52.478,1.027
52.508,1.031
52.537,1.030
52.568,1.028
52.598,1.035
52.627,1.028
52.658,1.025
52.688,1.030
52.717,1.029
52.748,1.032
52.778,1.032
52.807,1.027
52.837,1.035
52.868,1.027
52.897,1.025
52.927,1.028
52.958,1.032
52.987,1.030
53.017,1.028
53.048,1.029
53.077,1.030
53.107,1.027
53.138,1.028
53.167,1.035
53.197,1.032
53.228,1.026
53.258,1.037
53.287,1.035
53.318,1.024
53.348,1.030
53.377,1.029
53.408,1.031
53.438,1.036
53.467,1.025
53.498,1.035
53.528,1.032
53.557,1.028
53.587,1.028
53.618,1.029
53.647,1.033
53.677,1.033
53.708,1.029
53.737,1.031
53.767,1.031
53.798,1.028
53.827,1.029
53.857,1.036
53.888,1.026
53.917,1.028
53.947,1.034
53.978,1.033
54.008,1.027
54.037,1.027
54.068,1.031
54.098,1.030
54.127,1.032
54.158,1.024
54.188,1.032
54.217,1.035
54.248,1.025
54.278,1.026
54.307,1.032
54.337,1.030
54.368,1.027
54.397,1.030
54.427,1.032
54.458,1.028
54.487,1.034
54.517,1.027
54.548,1.028
54.577,1.029
54.607,1.033
54.638,1.028
54.667,1.032
54.697,1.039
54.728,1.026
54.758,1.026
54.787,1.033
54.818,1.029
54.848,1.032
54.877,1.032
54.908,1.025
54.938,1.039
54.967,1.032
54.998,1.027
55.028,1.032
55.057,1.028
55.087,1.031
55.118,1.032
55.147,1.030
55.177,1.030
55.208,1.031
55.237,1.027
55.267,1.034
55.298,1.028
55.327,1.028
55.357,1.032
55.388,1.030
55.417,1.034
55.447,1.039
55.478,1.026
55.508,1.022
55.537,1.032
55.568,1.030
55.598,1.026
55.627,1.033
55.658,1.031
55.688,1.029
55.717,1.027
55.748,1.029
55.778,1.031
55.807,1.029
55.837,1.032
55.868,1.028
55.897,1.030
55.927,1.028
55.958,1.026
55.987,1.030
56.017,1.030
56.048,1.026
56.077,1.034
56.107,1.028
56.138,1.027
56.167,1.036
56.197,1.037
56.228,1.025
56.258,1.027
56.287,1.035
56.318,1.027
56.348,1.023
56.377,1.036
56.408,1.027
56.438,1.033
56.467,1.035
56.498,1.026
56.528,1.030
56.557,1.031
56.587,1.031
56.618,1.032
56.647,1.028
56.677,1.027
56.708,1.028
56.737,1.029
56.767,1.027
56.798,1.026
56.827,1.026
56.857,1.030
56.888,1.029
56.917,1.035
56.947,1.027
56.978,1.023
57.008,1.028
57.037,1.028
57.068,1.030
57.098,1.035
57.127,1.020
57.158,1.035
57.188,1.034
57.217,1.026
57.248,1.027
57.278,1.032
57.307,1.033
57.337,1.024
57.368,1.028
57.397,1.033
57.427,1.028
57.458,1.031
57.487,1.027
57.517,1.030
57.548,1.033
57.577,1.022
57.607,1.030
57.638,1.034
57.667,1.026
57.697,1.030
57.728,1.029
57.758,1.032
57.787,1.039
57.818,1.025
57.848,1.032
57.877,1.033
57.908,1.027
57.938,1.025
57.967,1.035
57.998,1.032
58.028,1.028
58.057,1.029
58.087,1.031
58.118,1.027
58.147,1.028
58.177,1.025
58.208,1.029
58.237,1.028
58.267,1.027
58.298,1.037
58.327,1.027
58.357,1.027
58.388,1.026
58.417,1.031
58.447,1.031
58.478,1.035
58.508,1.023
58.537,1.032
58.568,1.032
58.598,1.026
58.627,1.031
58.658,1.031
58.688,1.030
58.717,1.029
58.748,1.031
58.778,1.026
58.807,1.026
58.837,1.028
58.868,1.029
58.897,1.035
58.927,1.030
58.958,1.032
58.987,1.031
59.017,1.025
59.048,1.026
59.077,1.027
59.107,1.031
59.138,1.035
59.167,1.024
59.197,1.031
59.228,1.031
59.258,1.026
59.287,1.027
59.318,1.026
59.348,1.031
59.377,1.028
59.408,1.031
59.438,1.033
59.467,1.025
59.498,1.031
59.528,1.029
59.557,1.029
59.587,1.035
59.618,1.029
59.647,1.024
59.677,1.027
59.708,1.029
59.737,1.023
59.767,1.034
59.798,1.026
59.827,1.031
59.857,1.033
59.888,1.030
59.917,1.030
59.947,1.026
59.978,1.029
60.008,1.032
60.037,1.030
60.068,1.030
60.098,1.028
60.127,1.028
60.158,1.037
60.188,1.030
60.217,1.032
60.248,1.036
60.278,1.024
60.307,1.026
60.337,1.030
60.368,1.030
60.397,1.036
60.427,1.026
60.458,1.032
60.487,1.032
60.517,1.028
60.548,1.028
60.577,1.033
60.607,1.031
60.638,1.027
60.667,1.033
60.697,1.029
60.728,1.028
60.758,1.032
60.787,1.035
60.818,1.024
60.848,1.033
60.877,1.030
60.908,1.028
60.938,1.030
60.967,1.028
60.998,1.034
61.028,1.037
61.057,1.025
61.087,1.031
61.118,1.030
61.147,1.028
61.177,1.025
61.208,1.032
61.237,1.031
61.267,1.028
61.298,1.031
61.327,1.027
61.357,1.031
61.388,1.026
61.417,1.024
61.447,1.024
61.478,1.034
61.508,1.036
61.537,1.022
61.568,1.024
61.598,1.033
61.627,1.030
61.658,1.028
61.688,1.030
61.717,1.026
61.748,1.032
61.778,1.027
61.807,1.026
61.837,1.032
61.868,1.031
61.897,1.028
61.927,1.028
61.958,1.028
61.987,1.031
62.017,1.029
62.048,1.029
62.077,1.032
62.107,1.034
62.138,1.034
62.167,1.027
62.197,1.026
62.228,1.033
62.258,1.029
62.287,1.035
62.318,1.026
62.348,1.028
62.377,1.034
62.408,1.028
62.438,1.029
62.467,1.030
62.498,1.030
62.528,1.032
62.557,1.028
62.587,1.031
62.618,1.026
62.647,1.029
62.677,1.027
62.708,1.033
62.737,1.026
62.767,1.033
62.798,1.028
62.827,1.025
62.857,1.026
62.888,1.029
62.917,1.025
62.947,1.033
62.978,1.022
63.008,1.035
63.037,1.031
63.068,1.026
63.098,1.029
63.127,1.032
63.158,1.032
63.188,1.029
63.217,1.030
63.248,1.029
63.278,1.030
63.307,1.034
63.337,1.029
63.368,1.031
63.397,1.037
63.427,1.032
63.458,1.025
63.487,1.031
63.517,1.031
63.548,1.029
63.577,1.033
63.607,1.023
63.638,1.037
63.667,1.027
63.697,1.026
63.728,1.032
63.758,1.029
63.787,1.027
63.818,1.033
63.848,1.028
63.877,1.027
63.908,1.028
63.938,1.027
63.967,1.029
63.998,1.023
64.028,1.031
64.057,1.036
64.087,1.025
64.118,1.023
64.147,1.034
64.177,1.031
64.208,1.032
64.237,1.030
64.267,1.029
64.298,1.031
64.327,1.024
64.357,1.029
64.388,1.033
64.417,1.029
64.447,1.030
64.478,1.033
64.508,1.028
64.537,1.028
64.568,1.027
64.598,1.031
64.627,1.032
64.658,1.029
64.688,1.033
64.717,1.034
64.748,1.025
64.778,1.024
64.807,1.035
64.837,1.026
64.868,1.032
64.897,1.025
64.927,1.031
64.958,1.028
64.987,1.028
65.017,1.031
65.048,1.033
65.077,1.027
65.107,1.029
65.138,1.028
65.167,1.028
65.197,1.031
65.228,1.029
65.258,1.027
65.287,1.024
65.318,1.031
65.348,1.033
65.377,1.028
65.408,1.024
65.438,1.030
65.467,1.028
65.498,1.026
65.528,1.030
65.557,1.027
65.587,1.034
65.618,1.030
65.647,1.026
65.677,1.030
65.708,1.033
65.737,1.032
65.767,1.027
65.798,1.028
65.827,1.031
65.857,1.027
65.888,1.029
65.917,1.034
65.947,1.029
65.978,1.038
66.008,1.032
66.037,1.027
66.068,1.028
66.098,1.034
66.127,1.026
66.158,1.034
66.188,1.022
66.217,1.033
66.248,1.031
66.278,1.024
66.307,1.026
66.337,1.031
66.368,1.030
66.397,1.026
66.427,1.027
66.458,1.030
66.487,1.025
66.517,1.031
66.548,1.039
66.577,1.028
66.607,1.033
66.638,1.033
66.667,1.021
66.697,1.026
66.728,1.032
66.758,1.027
66.787,1.032
66.818,1.025
66.848,1.034
66.877,1.029
66.908,1.025
66.938,1.033
66.967,1.032
