df_hash,22ZHK4.DKUMNH
330.953,33.688
331.928,33.719
332.951,33.719
333.926,33.719
334.950,33.719
336.168,33.719
336.949,33.688
337.924,33.656
338.948,33.656
339.934,33.625
340.946,33.625
341.922,33.625
342.945,33.625
344.017,33.625
344.976,33.594
345.919,33.594
346.968,33.625
347.918,33.656
348.978,33.688
350.209,33.688
350.940,33.688
351.964,33.719
352.940,33.750
354.060,33.781
354.941,33.812
355.990,33.906
356.937,33.906
357.935,33.875
359.039,33.875
359.960,33.875
360.934,33.875
362.007,33.906
363.034,33.875
363.981,33.781
364.932,33.781
365.956,33.656
366.980,33.656
367.959,33.688
368.930,33.719
369.954,33.781
370.929,33.750
371.952,33.688
372.928,33.719
373.951,33.750
374.968,33.781
375.950,33.781
376.950,33.812
377.949,33.781
378.972,33.750
379.948,33.719
381.219,33.719
381.947,33.750
382.928,33.750
383.945,33.781
385.115,33.781
385.944,33.719
386.968,33.719
387.992,33.781
388.967,33.812
390.139,33.781
390.920,33.812
391.949,33.812
392.942,33.781
393.947,33.812
394.947,33.781
397.985,33.812
398.960,33.844
399.935,33.875
400.966,33.875
401.934,33.844
402.912,33.875
403.935,33.875
404.957,33.875
405.932,33.875
407.230,33.844
407.931,33.875
408.954,33.844
409.929,33.812
410.953,33.844
412.077,33.844
412.960,33.875
413.927,33.875
414.950,33.906
416.023,33.906
416.950,33.938
417.961,33.906
418.948,33.969
419.935,33.938
420.947,33.906
422.053,33.875
422.945,33.906
423.921,33.906
425.042,33.875
425.919,33.875
426.992,33.844
427.921,33.844
428.965,33.812
429.925,33.844
430.965,33.844
431.919,33.875
433.332,33.844
433.915,33.875
434.988,33.875
435.914,33.875
436.937,33.906
437.913,33.875
438.936,33.875
439.912,33.906
440.940,33.875
441.936,33.906
443.229,33.875
443.954,33.875
444.933,33.875
446.154,33.875
446.935,33.875
447.907,33.875
448.931,33.938
450.149,33.906
450.932,33.938
451.953,34.031
452.931,34.031
454.247,34.031
454.928,34.031
455.951,34.031
456.926,34.031
457.949,34.031
458.924,33.969
459.948,34.062
460.923,34.062
461.947,33.938
462.922,33.969
463.956,33.969
465.318,34.000
465.945,34.000
466.920,34.000
