df_hash,22ZHK4.TV3FRY
423.824,66
425.283,66
426.068,67
426.800,64
428.264,78
428.845,79
429.771,78
430.965,78
432.015,77
432.745,74
433.915,75
434.938,73
435.718,69
437.135,62
437.816,73
438.692,75
439.908,70
441.039,68
441.667,77
443.278,26
443.762,5
444.769,77
446.156,100
446.738,52
447.616,17
448.833,8
449.711,0
450.588,67
452.001,60
452.696,46
453.562,44
454.781,40
455.658,0
456.537,0
457.755,30
458.729,0
459.510,0
460.874,40
461.704,38
462.727,32
463.701,24
464.580,35
465.563,30
466.675,0
467.848,0
468.487,38
469.699,33
470.527,34
471.455,32
472.626,23
473.693,0
474.427,0
475.597,23
476.618,25
477.498,51
478.573,39
479.591,34
480.482,41
481.556,48
482.473,38
483.352,44
484.665,53
485.493,50
486.371,49
487.541,59
488.765,53
489.391,47
490.516,25
491.733,31
492.465,25
493.534,0
494.658,0
495.290,0
496.508,31
497.342,27
498.220,47
499.464,27
500.514,33
501.286,35
502.410,39
503.351,29
504.273,37
505.386,55
506.362,51
507.310,54
508.358,38
509.309,30
510.260,46
511.381,39
512.550,24
513.136,32
514.306,0
515.288,0
516.110,0
517.474,0
518.206,0
519.092,30
520.256,54
521.276,46
522.154,51
523.229,52
524.202,59
525.031,60
526.274,69
527.127,72
528.247,77
529.200,76
530.101,76
531.002,71
532.197,78
533.121,66
533.955,59
535.266,57
536.050,56
537.220,56
538.148,59
539.168,49
539.900,36
541.120,39
541.996,45
543.166,36
544.243,43
545.068,57
545.848,72
547.067,57
548.236,55
548.965,42
550.091,0
550.918,0
551.844,38
553.210,38
554.135,37
554.820,46
555.990,58
557.060,51
558.084,51
559.303,49
559.888,43
560.766,41
562.176,51
562.911,53
563.768,63
564.910,57
566.082,49
566.908,50
568.032,43
568.855,44
569.687,0
570.857,30
572.028,26
572.661,40
573.926,34
574.820,30
575.635,0
576.853,0
577.731,30
578.704,33
579.834,27
580.754,45
581.582,47
582.864,34
583.873,33
584.609,39
585.821,40
586.799,31
587.530,32
588.749,57
589.627,52
590.575,51
591.723,43
592.627,45
593.721,42
594.716,20
595.673,0
596.554,3
597.671,0
598.601,5
599.669,10
600.690,14
601.522,0
602.741,15
603.618,16
604.496,18
605.715,19
606.787,22
607.762,22
608.444,32
609.764,37
610.586,59
611.710,49
612.540,45
613.549,48
614.389,39
615.514,25
616.463,0
617.317,0
618.582,0
619.706,0
620.343,22
621.510,62
622.580,41
623.362,29
624.484,35
625.364,0
626.363,0
627.455,0
628.335,22
629.287,43
630.675,52
631.309,52
632.212,51
633.597,55
634.627,69
635.255,75
636.525,79
637.357,78
638.184,78
639.426,78
640.321,77
641.118,78
642.476,80
643.204,81
644.081,79
645.398,81
646.224,78
647.105,68
648.323,72
649.247,73
650.126,73
651.459,72
652.274,79
653.248,78
654.225,75
655.151,71
656.026,72
657.196,60
658.074,42
659.000,39
660.264,41
661.142,52
661.973,38
663.144,37
664.070,62
664.947,80
666.215,79
667.044,75
667.921,78
669.284,78
670.258,70
670.990,70
672.114,78
673.232,79
673.871,81
675.087,80
676.254,78
676.937,73
678.215,75
678.939,79
679.866,73
681.036,59
681.913,43
683.035,34
684.009,34
684.887,32
685.813,26
687.226,21
687.861,24
689.030,30
690.151,28
690.862,20
691.807,18
693.074,27
694.150,0
694.735,0
