df_hash,22ZHK4.QK206M
117.636,1.008
117.666,1.013
117.696,1.012
117.726,1.007
117.756,1.010
117.786,1.014
117.816,1.013
117.846,1.009
117.876,1.011
117.906,1.010
117.936,1.020
117.966,1.020
117.996,1.005
118.026,1.009
118.056,1.012
118.086,1.008
118.116,1.008
118.146,1.008
118.176,1.011
118.206,1.009
118.236,1.017
118.266,1.008
118.296,1.004
118.326,1.009
118.356,1.012
118.386,1.013
118.416,1.008
118.446,1.015
118.476,1.011
118.506,1.012
118.536,1.004
118.566,1.010
118.596,1.016
118.626,1.020
118.656,1.007
118.686,1.008
118.716,1.011
118.746,1.011
118.776,1.010
118.806,1.008
118.836,1.007
118.866,1.009
118.896,1.015
118.926,1.011
118.956,1.006
118.986,1.007
119.016,1.013
119.046,1.010
119.076,1.008
119.106,1.011
119.136,1.011
119.166,1.012
119.196,1.007
119.226,1.008
119.256,1.009
119.286,1.018
119.316,1.017
119.346,1.008
119.376,1.008
119.406,1.009
119.436,1.012
119.466,1.010
119.496,1.009
119.526,1.006
119.556,1.017
119.586,1.013
119.616,1.008
119.646,1.005
119.676,1.010
119.706,1.015
119.736,1.011
119.766,1.011
119.796,1.006
119.826,1.015
119.856,1.017
119.886,1.009
119.916,1.002
119.946,1.011
119.976,1.018
120.006,1.022
120.036,1.008
120.066,1.007
120.096,1.007
120.126,1.010
120.156,1.011
120.186,1.012
120.216,1.006
120.246,1.012
120.276,1.017
120.306,1.014
120.336,1.008
120.366,1.011
120.396,1.012
120.426,1.011
120.456,1.009
120.486,1.012
120.516,1.008
120.546,1.009
120.576,1.006
120.606,1.016
120.636,1.021
120.666,1.007
120.696,1.005
120.726,1.012
120.756,1.012
120.786,1.011
120.816,1.009
120.846,1.008
120.876,1.011
120.906,1.016
120.936,1.011
120.966,1.010
120.996,1.009
121.026,1.010
121.056,1.009
121.086,1.007
121.116,1.011
121.146,1.017
121.176,1.012
121.206,1.012
121.236,1.010
121.266,1.014
121.296,1.013
121.326,1.009
121.356,1.005
121.386,1.011
121.416,1.011
121.446,1.009
121.476,1.011
121.506,1.006
121.536,1.009
121.566,1.014
121.596,1.013
121.626,1.006
121.656,1.009
121.686,1.011
121.716,1.013
121.746,1.014
121.776,1.011
121.806,1.014
121.836,1.012
121.866,1.010
121.896,1.009
121.926,1.011
121.956,1.018
121.986,1.017
122.016,1.008
122.046,1.006
122.076,1.008
122.106,1.010
122.136,1.013
122.166,1.011
122.196,1.005
122.226,1.011
122.256,1.013
122.286,1.015
122.316,1.009
122.346,1.008
122.376,1.014
122.406,1.013
122.436,1.012
122.466,1.012
122.496,1.014
122.526,1.013
122.556,1.016
122.586,1.010
122.616,1.010
122.646,1.005
122.676,1.009
122.706,1.024
122.736,1.019
122.766,1.004
122.796,1.005
122.826,1.010
122.856,1.013
122.886,1.011
122.916,1.008
122.946,1.006
122.976,1.012
123.006,1.016
123.036,1.013
123.066,1.003
123.096,1.011
123.126,1.010
123.156,1.011
123.186,1.010
123.216,1.007
123.246,1.012
123.276,1.014
123.306,1.008
123.336,1.005
123.366,1.010
123.396,1.018
123.426,1.010
123.456,1.009
123.486,1.012
123.516,1.012
123.546,1.007
123.576,1.007
123.606,1.014
123.636,1.007
123.666,1.013
123.696,1.013
123.726,1.008
123.756,1.010
123.786,1.010
123.816,1.015
123.846,1.012
123.876,1.013
123.906,1.009
123.936,1.016
123.966,1.015
123.996,1.010
124.026,1.005
124.056,1.010
124.086,1.012
124.116,1.019
124.146,1.013
124.176,1.007
124.206,1.007
124.236,1.012
124.266,1.011
124.296,1.013
124.326,1.013
124.356,1.008
124.386,1.015
124.416,1.014
124.446,1.005
124.476,1.012
124.506,1.013
124.536,1.013
124.566,1.011
124.596,1.009
124.626,1.011
124.656,1.010
124.686,1.012
124.716,1.008
124.746,1.013
124.776,1.016
124.806,1.014
124.836,1.007
124.866,1.005
124.896,1.007
124.926,1.021
124.956,1.016
124.986,1.005
125.016,1.004
125.046,1.008
125.076,1.009
125.106,1.013
125.136,1.010
125.166,1.003
125.196,1.013
125.226,1.017
125.256,1.011
125.286,1.008
125.316,1.011
125.346,1.015
125.376,1.013
125.406,1.012
125.436,1.007
125.466,1.010
125.496,1.015
125.526,1.016
125.556,1.010
125.586,1.007
125.616,1.005
125.646,1.015
125.676,1.021
125.706,1.013
125.736,1.007
125.766,1.009
125.796,1.012
125.826,1.017
125.856,1.013
125.886,1.008
125.916,1.011
125.946,1.012
125.976,1.008
126.006,1.010
126.036,1.010
126.066,1.011
126.096,1.014
126.126,1.011
126.156,1.010
126.186,1.009
126.216,1.015
126.246,1.017
126.276,1.011
126.306,1.008
126.336,1.005
126.366,1.012
126.396,1.020
126.426,1.011
126.456,1.007
126.486,1.008
126.516,1.010
126.546,1.013
126.576,1.013
126.606,1.014
126.636,1.006
126.666,1.014
126.696,1.012
126.726,1.008
126.756,1.006
126.786,1.010
126.816,1.014
126.846,1.011
126.876,1.010
126.906,1.012
126.936,1.012
126.966,1.016
126.996,1.013
127.026,1.007
127.056,1.004
127.086,1.008
127.116,1.020
127.146,1.021
127.176,1.010
127.206,1.008
127.236,1.008
127.266,1.009
127.296,1.011
127.326,1.015
127.356,1.005
127.386,1.010
127.416,1.016
127.446,1.009
127.476,1.007
127.506,1.006
127.536,1.015
127.566,1.016
127.596,1.013
127.626,1.008
127.656,1.009
127.686,1.016
127.716,1.014
127.746,1.013
127.776,1.006
127.806,1.006
127.836,1.013
127.866,1.026
127.896,1.012
127.926,1.004
127.956,1.010
127.986,1.009
128.016,1.007
128.046,1.012
128.076,1.011
128.106,1.011
128.136,1.016
128.166,1.012
128.196,1.005
128.226,1.004
128.256,1.011
128.286,1.012
128.316,1.010
128.346,1.009
128.376,1.013
128.406,1.013
128.436,1.009
128.466,1.008
128.496,1.007
128.526,1.021
128.556,1.016
128.586,1.007
128.616,1.008
128.646,1.010
128.676,1.010
128.706,1.014
128.736,1.012
128.766,1.009
128.796,1.015
128.826,1.018
128.856,1.014
128.886,1.010
128.916,1.014
128.946,1.010
128.976,1.012
129.006,1.013
129.036,1.012
129.066,1.012
129.096,1.013
129.126,1.011
129.156,1.003
129.186,1.009
129.216,1.019
129.246,1.017
129.276,1.011
129.306,1.005
129.336,1.010
129.366,1.010
129.396,1.012
129.426,1.012
129.456,1.004
129.486,1.013
129.516,1.016
129.546,1.010
129.576,1.006
129.606,1.008
129.636,1.016
129.666,1.014
129.696,1.010
129.726,1.007
129.756,1.018
129.786,1.013
129.816,1.005
129.846,1.007
129.876,1.013
129.906,1.019
129.936,1.017
129.966,1.007
129.996,1.006
130.026,1.007
130.056,1.012
130.086,1.014
130.116,1.013
130.146,1.009
130.176,1.018
130.206,1.013
130.236,1.007
130.266,1.010
130.296,1.013
130.326,1.013
130.356,1.009
130.386,1.009
130.416,1.014
130.446,1.015
130.476,1.009
130.506,1.003
130.536,1.012
130.566,1.021
130.596,1.014
130.626,1.002
130.656,1.007
130.686,1.014
130.716,1.013
130.746,1.012
130.776,1.009
130.806,1.011
130.836,1.016
130.866,1.012
130.896,1.007
130.926,1.008
130.956,1.013
130.986,1.013
131.016,1.013
131.046,1.013
131.076,1.012
131.106,1.009
131.136,1.009
131.166,1.009
131.196,1.010
131.226,1.019
131.256,1.010
131.286,1.009
131.316,1.007
131.346,1.009
131.376,1.011
131.406,1.011
131.436,1.008
131.466,1.010
131.496,1.013
131.526,1.009
131.556,1.010
131.586,1.011
131.616,1.013
131.646,1.015
131.676,1.011
131.706,1.008
131.736,1.012
131.766,1.012
131.796,1.011
131.826,1.007
131.856,1.012
131.886,1.020
131.916,1.017
131.946,1.010
131.976,1.007
132.006,1.009
132.036,1.011
132.066,1.010
132.096,1.015
132.126,1.013
132.156,1.015
132.186,1.014
132.216,1.008
132.246,1.005
132.276,1.011
132.306,1.017
132.336,1.012
132.366,1.008
132.396,1.006
132.426,1.016
132.456,1.015
132.486,1.008
132.516,1.005
132.546,1.011
132.576,1.025
132.606,1.016
132.636,1.004
132.666,1.006
132.696,1.013
132.726,1.011
132.756,1.012
132.786,1.011
132.816,1.009
132.846,1.015
132.876,1.014
132.906,1.006
132.936,1.009
132.966,1.014
132.996,1.013
133.026,1.009
133.056,1.012
133.086,1.014
133.116,1.011
133.146,1.010
133.176,1.007
133.206,1.015
133.236,1.022
133.266,1.016
133.296,1.009
133.326,1.009
133.356,1.011
133.386,1.009
133.416,1.012
133.446,1.013
133.476,1.009
133.506,1.017
133.536,1.015
133.566,1.012
133.596,1.011
133.626,1.011
133.656,1.011
133.686,1.013
133.716,1.014
133.746,1.008
133.776,1.014
133.806,1.017
133.836,1.007
133.866,1.009
133.896,1.012
133.926,1.013
133.956,1.022
133.986,1.010
134.016,1.008
134.046,1.009
134.076,1.011
134.106,1.014
134.136,1.010
134.166,1.007
134.196,1.010
134.226,1.017
134.256,1.010
134.286,1.008
134.316,1.007
134.346,1.010
134.376,1.019
134.406,1.012
134.436,1.011
134.466,1.009
134.496,1.009
134.526,1.018
134.556,1.014
134.586,1.008
134.616,1.004
134.646,1.007
134.676,1.021
134.706,1.020
134.736,1.005
134.766,1.007
134.796,1.010
134.826,1.010
134.856,1.013
134.886,1.012
134.916,1.008
134.946,1.016
134.976,1.016
135.006,1.004
135.036,1.005
135.066,1.010
135.096,1.013
135.126,1.011
135.156,1.011
135.186,1.009
135.216,1.015
135.246,1.014
135.276,1.010
135.306,1.008
135.336,1.009
135.366,1.015
135.396,1.017
135.426,1.007
135.456,1.007
135.486,1.012
135.516,1.010
135.546,1.009
135.576,1.013
135.606,1.009
135.636,1.010
135.666,1.014
135.696,1.008
135.726,1.007
135.756,1.011
135.786,1.012
135.816,1.015
135.846,1.010
135.876,1.007
135.906,1.010
135.936,1.013
135.966,1.016
135.996,1.011
136.026,1.010
136.056,1.012
136.086,1.014
136.116,1.022
136.146,1.012
136.176,1.007
136.206,1.009
136.236,1.013
136.266,1.010
136.296,1.010
136.326,1.009
136.356,1.009
136.386,1.016
136.416,1.011
136.446,1.005
136.476,1.006
136.506,1.013
136.536,1.017
136.566,1.012
136.596,1.009
136.626,1.012
136.656,1.012
136.686,1.013
136.716,1.016
136.746,1.014
136.776,1.007
136.806,1.005
136.836,1.010
136.866,1.022
136.896,1.016
136.926,1.004
136.956,1.006
136.986,1.009
137.016,1.011
137.046,1.012
137.076,1.011
137.106,1.008
137.136,1.016
137.166,1.018
137.196,1.008
137.226,1.006
137.256,1.013
137.286,1.013
137.316,1.016
137.346,1.008
137.376,1.011
137.406,1.016
137.436,1.016
137.466,1.010
137.496,1.007
137.526,1.008
137.556,1.020
137.586,1.020
137.616,1.006
137.646,1.007
137.676,1.011
137.706,1.012
137.736,1.011
137.766,1.010
137.796,1.009
137.826,1.010
137.856,1.012
137.886,1.011
137.916,1.009
137.946,1.012
137.976,1.013
138.006,1.016
138.036,1.013
138.066,1.010
138.096,1.012
138.126,1.013
138.156,1.012
138.186,1.010
138.216,1.007
138.246,1.012
138.276,1.021
138.306,1.016
138.336,1.009
138.366,1.009
138.396,1.011
138.426,1.011
138.456,1.009
138.486,1.008
138.516,1.011
138.546,1.016
138.576,1.011
138.606,1.007
138.636,1.009
138.666,1.013
138.696,1.017
138.726,1.010
138.756,1.009
138.786,1.009
138.816,1.013
138.846,1.016
138.876,1.009
138.906,1.008
138.936,1.012
138.966,1.018
138.996,1.019
139.026,1.011
139.056,1.006
139.086,1.007
139.116,1.012
139.146,1.013
139.176,1.011
139.206,1.005
139.236,1.015
139.266,1.016
139.296,1.006
139.326,1.007
139.356,1.011
139.386,1.016
139.416,1.016
139.446,1.009
139.476,1.007
139.506,1.014
139.536,1.017
139.566,1.011
139.596,1.007
139.626,1.009
139.656,1.013
139.686,1.025
139.716,1.010
139.746,1.007
139.776,1.013
139.806,1.012
139.836,1.008
139.866,1.011
139.896,1.009
139.926,1.008
139.956,1.019
139.986,1.012
140.016,1.008
140.046,1.013
140.076,1.015
140.106,1.010
140.136,1.014
140.166,1.011
140.196,1.015
140.226,1.011
140.256,1.008
140.286,1.009
140.316,1.010
140.346,1.021
140.376,1.010
140.406,1.005
140.436,1.010
140.466,1.010
140.496,1.009
140.526,1.010
140.556,1.012
140.586,1.011
140.616,1.015
140.646,1.011
140.676,1.009
140.706,1.012
140.736,1.014
140.766,1.012
140.796,1.012
140.826,1.010
140.856,1.013
140.886,1.010
140.916,1.010
140.946,1.007
140.976,1.008
141.006,1.014
141.036,1.021
141.066,1.011
141.096,1.010
141.126,1.008
141.156,1.010
141.186,1.014
141.216,1.014
141.246,1.011
141.276,1.009
141.306,1.014
141.336,1.012
141.366,1.004
141.396,1.010
141.426,1.017
141.456,1.013
141.486,1.010
141.516,1.008
141.546,1.009
141.576,1.011
141.606,1.012
141.636,1.009
141.666,1.007
141.696,1.009
141.726,1.024
141.756,1.016
141.786,1.005
141.816,1.010
141.846,1.012
141.876,1.012
141.906,1.014
141.936,1.010
141.966,1.009
141.996,1.016
142.026,1.013
142.056,1.005
142.086,1.008
142.116,1.014
142.146,1.011
142.176,1.008
142.206,1.014
142.236,1.013
142.266,1.009
142.296,1.006
142.326,1.013
142.356,1.020
142.386,1.014
142.416,1.004
142.446,1.011
142.476,1.011
142.506,1.010
142.536,1.010
142.566,1.012
142.596,1.013
142.626,1.015
142.656,1.013
142.686,1.008
142.716,1.012
142.746,1.013
142.776,1.012
142.806,1.012
142.836,1.012
142.866,1.012
142.896,1.014
142.926,1.010
142.956,1.010
142.986,1.009
143.016,1.015
143.046,1.019
143.076,1.010
143.106,1.008
143.136,1.006
143.166,1.008
143.196,1.011
143.226,1.010
143.256,1.008
143.286,1.012
143.316,1.016
143.346,1.012
143.376,1.006
143.406,1.010
143.436,1.013
143.466,1.013
143.496,1.012
143.526,1.009
143.556,1.011
143.586,1.015
143.616,1.010
143.646,1.008
143.676,1.006
143.706,1.011
143.736,1.024
143.766,1.013
143.796,1.006
143.826,1.006
143.856,1.010
143.886,1.012
143.916,1.016
143.946,1.012
143.976,1.006
144.006,1.013
144.036,1.017
144.066,1.011
144.096,1.005
144.126,1.015
144.156,1.014
144.186,1.013
144.216,1.013
144.246,1.011
144.276,1.011
144.306,1.011
144.336,1.016
144.366,1.014
144.396,1.009
144.426,1.008
144.456,1.007
144.486,1.017
144.516,1.018
144.546,1.010
144.576,1.004
144.606,1.009
144.636,1.011
144.666,1.010
144.696,1.011
144.726,1.011
144.756,1.011
144.786,1.016
144.816,1.011
144.846,1.005
144.876,1.008
144.906,1.013
144.936,1.015
144.966,1.008
144.996,1.009
145.026,1.009
145.056,1.010
145.086,1.016
145.116,1.008
145.146,1.008
145.176,1.008
145.206,1.010
145.236,1.021
145.266,1.014
145.296,1.010
145.326,1.010
145.356,1.013
145.386,1.010
145.416,1.011
145.446,1.012
145.476,1.012
145.506,1.013
145.536,1.013
145.566,1.008
145.596,1.010
145.626,1.011
145.656,1.011
145.686,1.012
145.716,1.011
145.746,1.012
145.776,1.010
145.806,1.010
145.836,1.017
145.866,1.012
145.896,1.003
145.926,1.005
145.956,1.007
145.986,1.016
146.016,1.023
146.046,1.010
146.076,1.007
146.106,1.009
146.136,1.012
146.166,1.011
146.196,1.014
146.226,1.008
146.256,1.010
146.286,1.015
146.316,1.009
146.346,1.004
146.376,1.008
146.406,1.015
146.436,1.015
146.466,1.012
146.496,1.012
146.526,1.012
146.556,1.014
146.586,1.013
146.616,1.013
146.646,1.017
146.676,1.008
146.706,1.006
146.736,1.007
146.766,1.010
146.796,1.025
146.826,1.016
146.856,1.006
146.886,1.010
146.916,1.010
146.946,1.013
146.976,1.013
147.006,1.014
147.036,1.006
147.066,1.014
147.096,1.018
147.126,1.009
147.156,1.007
147.186,1.011
147.216,1.015
147.246,1.014
147.276,1.013
147.306,1.006
147.336,1.009
147.366,1.015
147.396,1.013
147.426,1.010
147.456,1.005
147.486,1.004
147.516,1.015
147.546,1.018
147.576,1.009
147.606,1.008
147.636,1.007
147.666,1.013
147.696,1.009
147.726,1.009
147.756,1.015
147.786,1.012
147.816,1.017
147.846,1.013
147.876,1.011
147.906,1.009
147.936,1.013
147.966,1.013
147.996,1.010
148.026,1.008
148.056,1.009
148.086,1.011
148.116,1.015
148.146,1.015
148.176,1.013
148.206,1.004
148.236,1.008
148.266,1.020
148.296,1.029
148.326,1.014
148.356,1.013
148.386,1.011
148.416,1.015
148.446,1.010
148.476,1.008
148.506,1.007
148.536,1.004
148.566,1.021
148.596,1.021
148.626,1.021
148.656,1.007
148.686,1.010
148.716,1.021
148.746,1.019
148.776,1.006
148.806,1.002
148.836,0.996
148.866,1.003
148.896,1.019
148.926,1.023
148.956,1.015
148.986,1.020
149.016,1.018
149.046,1.022
149.076,1.022
149.106,1.012
149.136,1.009
149.166,1.014
149.196,1.017
149.226,1.014
149.256,1.014
149.286,1.015
149.316,1.012
149.346,1.020
149.376,1.021
149.406,1.011
149.436,1.001
149.466,1.008
149.496,1.016
149.526,1.022
149.556,1.017
149.586,1.011
149.616,1.009
149.646,1.013
149.676,1.020
149.706,1.020
149.736,1.024
149.766,1.014
149.796,1.024
149.826,1.028
149.856,1.006
149.886,0.993
149.916,0.993
149.946,1.005
149.976,1.007
150.006,1.021
150.036,1.018
150.066,1.016
150.096,1.015
150.126,1.013
150.156,1.010
150.186,1.012
150.216,1.014
150.246,1.013
150.276,1.008
150.306,0.998
150.336,1.010
150.366,1.016
150.396,1.008
150.426,1.008
150.456,0.992
150.486,0.998
150.516,1.013
150.546,1.015
150.576,1.021
150.606,1.025
150.636,1.050
150.666,1.037
150.696,1.032
150.726,1.034
150.756,1.010
150.786,1.000
150.816,1.001
150.846,0.989
150.876,0.998
150.906,0.993
150.936,0.992
150.966,1.009
150.996,1.019
151.026,1.026
151.056,1.038
151.086,1.042
151.116,1.010
151.146,0.992
151.176,0.987
151.206,1.002
151.236,1.029
151.266,1.033
151.296,1.022
151.326,1.023
151.356,1.012
151.386,1.008
151.416,1.012
151.446,1.003
151.476,1.021
151.506,1.021
151.536,1.013
151.566,1.010
151.596,1.012
151.626,1.020
151.656,1.012
151.686,1.014
151.716,1.016
151.746,1.013
151.776,1.017
151.806,1.024
151.836,1.019
151.866,1.005
151.896,1.000
151.926,1.003
151.956,1.019
151.986,1.029
152.016,1.011
152.046,1.008
152.076,1.016
152.106,1.012
152.136,1.008
152.166,1.017
152.196,1.011
152.226,1.012
152.256,1.023
152.286,1.017
152.316,1.014
152.346,1.011
152.376,1.014
152.406,1.017
152.436,1.017
152.466,1.015
152.496,1.013
152.526,1.020
152.556,1.017
152.586,1.009
152.616,1.006
152.646,1.012
152.676,1.019
152.706,1.022
152.736,1.013
152.766,1.012
152.796,1.005
152.826,1.011
152.856,1.010
152.886,1.012
152.916,1.017
152.946,1.020
152.976,1.021
153.006,1.020
153.036,1.016
153.066,1.016
153.096,1.012
153.126,1.016
153.156,1.013
153.186,1.019
153.216,1.015
153.246,1.013
153.276,1.016
153.306,1.014
153.336,1.009
153.366,1.004
153.396,1.009
153.426,1.018
153.456,1.024
153.486,1.014
153.516,1.014
153.546,1.015
153.576,1.016
153.606,1.011
153.636,1.012
153.666,1.009
153.696,1.016
153.726,1.017
153.756,1.015
153.786,1.014
153.816,1.012
153.846,1.018
153.876,1.017
153.906,1.016
153.936,1.012
153.966,1.013
153.996,1.015
154.026,1.015
154.056,1.018
154.086,1.013
154.116,1.010
154.146,1.010
154.176,1.012
154.206,1.024
154.236,1.020
154.266,1.008
154.296,1.011
154.326,1.011
154.356,1.016
154.386,1.020
154.416,1.013
154.446,1.008
154.476,1.021
154.506,1.019
154.536,1.011
154.566,1.009
154.596,1.018
154.626,1.018
154.656,1.016
154.686,1.012
154.716,1.010
154.746,1.016
154.776,1.018
154.806,1.013
154.836,1.012
154.866,1.006
154.896,1.011
154.926,1.024
154.956,1.022
154.986,1.008
155.016,1.008
155.046,1.017
155.076,1.012
155.106,1.015
155.136,1.016
155.166,1.013
155.196,1.013
155.226,1.017
155.256,1.010
155.286,1.010
155.316,1.014
155.346,1.016
155.376,1.017
155.406,1.013
155.436,1.013
155.466,1.015
155.496,1.013
155.526,1.012
155.556,1.010
155.586,1.009
155.616,1.014
155.646,1.024
155.676,1.013
155.706,1.010
155.736,1.014
155.766,1.012
155.796,1.012
155.826,1.012
155.856,1.018
155.886,1.011
155.916,1.020
155.946,1.018
155.976,1.010
156.006,1.009
156.036,1.016
156.066,1.018
156.096,1.015
156.126,1.013
156.156,1.015
156.186,1.014
156.216,1.020
156.246,1.013
156.276,1.011
156.306,1.012
156.336,1.013
156.366,1.022
156.396,1.014
156.426,1.010
156.456,1.013
156.486,1.014
156.516,1.014
156.546,1.016
156.576,1.013
156.606,1.009
156.636,1.019
156.666,1.016
156.696,1.011
156.726,1.011
156.756,1.013
156.786,1.014
156.816,1.015
156.846,1.014
156.876,1.013
156.906,1.013
156.936,1.018
156.966,1.018
156.996,1.012
157.026,1.009
157.056,1.009
157.086,1.014
157.116,1.026
157.146,1.017
157.176,1.008
157.206,1.012
157.236,1.014
157.266,1.014
157.296,1.015
157.326,1.016
157.356,1.013
157.386,1.020
157.416,1.017
157.446,1.009
157.476,1.012
157.506,1.015
157.536,1.013
157.566,1.014
157.596,1.016
157.626,1.016
157.656,1.017
157.686,1.015
157.716,1.009
157.746,1.009
157.776,1.013
157.806,1.024
157.836,1.014
157.866,1.007
157.896,1.011
157.926,1.010
157.956,1.011
157.986,1.011
158.016,1.013
158.046,1.014
158.076,1.020
158.106,1.014
158.136,1.008
158.166,1.015
158.196,1.012
158.226,1.015
158.256,1.018
158.286,1.013
158.316,1.016
158.346,1.012
158.376,1.018
158.406,1.012
158.436,1.011
158.466,1.011
158.496,1.021
158.526,1.015
158.556,1.011
158.586,1.009
158.616,1.013
158.646,1.013
158.676,1.020
158.706,1.018
158.736,1.013
158.766,1.015
158.796,1.016
158.826,1.012
158.856,1.014
158.886,1.012
158.916,1.016
158.946,1.020
158.976,1.010
159.006,1.013
159.036,1.020
159.066,1.017
159.096,1.017
159.126,1.009
159.156,1.010
159.186,1.016
159.216,1.021
159.246,1.019
159.276,1.011
159.306,1.009
159.336,1.011
159.366,1.011
159.396,1.013
159.426,1.011
159.456,1.011
159.486,1.019
159.516,1.014
159.546,1.010
159.576,1.010
159.606,1.016
159.636,1.015
159.666,1.015
159.696,1.011
159.726,1.014
159.756,1.011
159.786,1.021
159.816,1.016
159.846,1.013
159.876,1.008
159.906,1.011
159.936,1.020
159.966,1.025
159.996,1.012
160.026,1.010
160.056,1.013
160.086,1.010
160.116,1.015
160.146,1.015
160.176,1.013
160.206,1.011
160.236,1.021
160.266,1.012
160.296,1.012
160.326,1.011
160.356,1.013
160.386,1.014
160.416,1.014
160.446,1.011
160.476,1.014
160.506,1.020
160.536,1.014
160.566,1.009
160.596,1.006
160.626,1.012
160.656,1.021
160.686,1.013
160.716,1.009
160.746,1.012
160.776,1.014
160.806,1.014
160.836,1.016
160.866,1.014
160.896,1.013
160.926,1.018
160.956,1.017
160.986,1.010
161.016,1.011
161.046,1.012
161.076,1.013
161.106,1.016
161.136,1.012
161.166,1.011
161.196,1.013
161.226,1.012
161.256,1.017
161.286,1.014
161.316,1.009
161.346,1.010
161.376,1.015
161.406,1.021
161.436,1.021
161.466,1.011
161.496,1.010
161.526,1.013
161.556,1.013
161.586,1.015
161.616,1.015
161.646,1.011
161.676,1.017
161.706,1.017
161.736,1.010
161.766,1.007
161.796,1.009
161.826,1.017
161.856,1.018
161.886,1.013
161.916,1.012
161.946,1.015
161.976,1.015
162.006,1.014
162.036,1.015
162.066,1.021
162.096,1.015
162.126,1.010
162.156,1.009
162.186,1.013
162.216,1.019
162.246,1.021
162.276,1.012
162.306,1.007
162.336,1.009
162.366,1.015
162.396,1.010
162.426,1.012
162.456,1.010
162.486,1.019
162.516,1.021
162.546,1.016
162.576,1.008
162.606,1.014
162.636,1.017
162.666,1.015
162.696,1.014
162.726,1.011
162.756,1.013
162.786,1.015
162.816,1.015
162.846,1.014
162.876,1.012
162.906,1.010
162.936,1.007
162.966,1.015
162.996,1.024
163.026,1.015
163.056,1.006
163.086,1.010
163.116,1.014
163.146,1.015
163.176,1.016
163.206,1.013
163.236,1.012
163.266,1.013
163.296,1.013
163.326,1.013
163.356,1.011
163.386,1.014
163.416,1.015
163.446,1.017
163.476,1.016
163.506,1.011
163.536,1.013
163.566,1.014
163.596,1.019
163.626,1.013
163.656,1.012
163.686,1.010
163.716,1.012
163.746,1.020
163.776,1.017
163.806,1.010
163.836,1.012
163.866,1.012
163.896,1.011
163.926,1.011
163.956,1.017
163.986,1.010
164.016,1.017
164.046,1.015
164.076,1.012
164.106,1.009
164.136,1.008
164.166,1.016
164.196,1.018
164.226,1.012
164.256,1.009
164.286,1.011
164.316,1.016
164.346,1.017
164.376,1.010
164.406,1.007
164.436,1.010
164.466,1.010
164.496,1.024
164.526,1.019
164.556,1.011
164.586,1.011
164.616,1.009
164.646,1.013
164.676,1.015
164.706,1.011
164.736,1.010
164.766,1.021
164.796,1.014
164.826,1.005
164.856,1.009
164.886,1.015
164.916,1.016
164.946,1.010
164.976,1.012
165.006,1.016
165.036,1.015
165.066,1.013
165.096,1.009
165.126,1.006
165.156,1.011
165.186,1.023
165.216,1.015
165.246,1.009
165.276,1.016
165.306,1.013
165.336,1.012
165.366,1.013
165.396,1.016
165.426,1.015
165.456,1.014
165.486,1.016
165.516,1.010
165.546,1.011
165.576,1.017
165.606,1.015
165.636,1.013
165.666,1.011
165.696,1.014
165.726,1.015
165.756,1.017
165.786,1.011
165.816,1.008
165.846,1.014
165.876,1.021
165.906,1.018
165.936,1.009
165.966,1.011
165.996,1.014
166.026,1.012
166.056,1.015
166.086,1.017
166.116,1.009
166.146,1.015
166.176,1.019
166.206,1.010
166.236,1.010
166.266,1.013
166.296,1.020
166.326,1.015
166.356,1.012
166.386,1.012
166.416,1.016
166.446,1.015
166.476,1.011
166.506,1.008
166.536,1.015
166.566,1.018
166.596,1.021
166.626,1.008
166.656,1.011
166.686,1.010
166.716,1.015
166.746,1.015
166.776,1.017
166.806,1.007
166.836,1.015
166.866,1.020
166.896,1.015
166.926,1.010
166.956,1.011
166.986,1.015
167.016,1.018
167.046,1.011
167.076,1.010
167.106,1.018
167.136,1.020
167.166,1.013
167.196,1.008
167.226,1.005
167.256,1.013
167.286,1.025
167.316,1.017
167.346,1.007
167.376,1.011
167.406,1.014
167.436,1.013
167.466,1.012
167.496,1.013
167.526,1.010
167.556,1.013
167.586,1.019
167.616,1.009
167.646,1.008
167.676,1.013
167.706,1.015
167.736,1.016
167.766,1.013
167.796,1.015
167.826,1.011
167.856,1.010
167.886,1.010
167.916,1.011
167.946,1.016
167.976,1.017
168.006,1.009
168.036,1.012
168.066,1.013
168.096,1.014
168.126,1.012
168.156,1.012
168.186,1.010
168.216,1.008
168.246,1.018
168.276,1.011
168.306,1.010
168.336,1.014
168.366,1.012
168.396,1.015
168.426,1.014
168.456,1.013
168.486,1.015
168.516,1.012
168.546,1.010
168.576,1.007
168.606,1.012
168.636,1.021
168.666,1.014
168.696,1.008
168.726,1.008
168.756,1.010
168.786,1.010
168.816,1.011
168.846,1.014
168.876,1.007
168.906,1.016
168.936,1.016
168.966,1.011
168.996,1.007
169.026,1.015
169.056,1.015
169.086,1.014
169.116,1.011
169.146,1.010
169.176,1.015
169.206,1.017
169.236,1.009
169.266,1.009
169.296,1.009
169.326,1.016
169.356,1.025
169.386,1.011
169.416,1.003
169.446,1.010
169.476,1.012
169.506,1.012
169.536,1.016
169.566,1.006
169.596,1.013
169.626,1.019
169.656,1.013
169.686,1.008
169.716,1.016
169.746,1.016
169.776,1.016
169.806,1.010
169.836,1.008
169.866,1.016
169.896,1.015
169.926,1.011
169.956,1.009
169.986,1.006
170.016,1.014
