df_hash,22ZHK4.25F3JF
475.666,54
476.546,52
477.424,50
478.642,53
479.761,59
480.838,70
481.662,67
482.493,74
483.708,76
484.588,75
485.511,69
486.394,43
487.564,52
488.491,60
489.755,57
490.536,55
491.414,59
492.631,63
493.559,68
494.387,56
495.313,43
496.579,38
497.421,36
498.286,37
499.457,39
500.487,34
501.365,38
502.430,32
503.597,42
504.234,46
505.514,51
506.332,47
507.268,59
508.425,60
509.360,43
510.375,33
511.448,25
512.376,39
513.155,51
514.373,48
515.492,40
516.271,53
517.347,41
518.224,42
519.102,27
520.320,43
521.198,40
522.075,28
523.437,36
524.220,35
525.146,40
526.313,41
527.240,58
528.073,45
529.289,32
530.120,29
531.044,26
532.261,26
533.138,27
534.049,48
535.196,67
536.066,68
536.992,74
538.165,72
539.092,73
539.966,74
541.230,79
542.113,78
543.107,76
544.111,78
545.035,75
546.254,74
547.134,77
548.012,76
549.030,78
550.119,81
551.083,80
551.861,78
553.079,72
553.965,75
555.028,75
556.053,68
556.930,72
557.966,80
559.031,82
560.147,78
560.829,74
562.289,74
562.934,71
564.093,72
565.021,71
565.901,71
567.166,77
567.947,84
568.874,80
570.145,75
570.970,74
571.988,67
572.965,63
574.089,60
574.821,47
575.760,26
576.918,0
577.796,27
578.742,0
579.938,31
580.846,39
581.841,59
582.912,57
583.742,51
584.714,64
585.837,60
586.785,62
587.738,73
588.859,73
589.738,70
590.644,62
591.785,44
592.712,42
593.683,42
594.814,45
595.734,34
596.563,52
597.781,41
598.660,42
599.712,43
600.754,62
601.679,55
602.704,55
603.822,58
604.613,55
605.532,58
606.750,55
607.655,59
608.505,59
609.675,55
610.553,48
611.581,50
612.649,55
613.669,50
614.597,45
615.768,47
616.743,58
617.429,51
618.598,57
619.573,44
620.786,44
621.570,42
622.642,39
623.373,27
624.544,31
625.515,46
626.446,43
627.518,31
628.881,56
629.515,36
630.491,40
631.469,32
632.309,48
633.515,53
634.494,39
635.511,41
636.535,39
637.365,41
638.369,44
639.509,38
640.386,47
641.314,39
642.482,47
643.357,56
644.288,54
645.648,56
646.285,70
647.212,65
648.719,69
649.319,72
650.185,68
651.359,70
652.283,61
653.160,56
654.332,62
655.309,59
656.134,50
657.448,52
658.594,68
659.108,66
660.373,63
661.248,68
662.079,55
663.351,43
664.181,43
665.057,29
666.369,38
667.150,31
668.121,45
669.249,52
670.267,64
671.095,71
672.219,54
673.142,41
674.137,38
675.239,46
676.071,62
676.947,62
678.167,58
679.045,42
680.211,47
681.140,33
682.018,36
683.143,42
684.116,20
685.231,33
685.966,48
687.089,76
688.010,78
688.908,77
690.062,74
690.987,57
692.059,57
693.034,51
694.134,46
694.984,50
696.060,41
696.934,45
697.871,55
699.006,77
699.909,73
701.127,78
701.981,79
702.882,76
703.763,73
704.930,71
705.856,76
707.074,78
707.996,77
708.830,69
709.708,66
710.976,61
711.835,57
712.680,56
713.899,72
715.118,79
715.703,72
716.932,57
717.776,65
718.775,73
719.955,77
720.818,77
721.822,76
722.868,76
723.700,78
724.624,77
725.938,74
726.721,69
727.597,69
729.154,71
729.739,75
730.627,81
731.789,84
732.670,72
733.937,63
734.772,54
735.641,49
736.566,44
737.928,43
738.642,54
739.589,60
740.808,60
741.706,66
742.609,68
743.832,61
744.611,49
745.494,47
746.703,28
747.832,0
748.656,0
749.631,26
750.700,23
751.581,33
752.653,37
753.779,49
754.457,46
755.629,40
756.554,45
757.528,10
758.602,10
759.546,47
760.357,51
