df_hash,22ZHK4.25F3JF
319.385,35.875
320.306,35.875
321.281,35.906
322.304,35.906
323.280,35.938
324.303,36.000
325.331,36.000
326.301,36.000
327.333,36.000
328.470,36.000
329.324,36.031
330.299,36.062
331.274,36.062
332.350,36.094
333.289,36.094
334.296,36.031
335.372,36.000
336.295,35.969
337.271,36.000
338.589,36.000
339.323,36.000
340.334,35.969
341.567,35.969
342.292,35.969
343.610,35.969
344.349,36.000
345.426,36.031
346.288,36.031
347.263,36.031
348.293,36.031
349.310,36.062
350.286,36.062
351.268,36.062
352.332,36.062
353.307,36.062
354.283,36.062
355.409,36.062
356.476,36.094
357.256,36.094
358.280,36.094
359.309,36.031
360.279,36.062
361.258,36.000
362.332,36.000
363.255,36.000
364.286,36.000
365.451,36.000
366.274,35.969
367.642,35.906
368.277,35.938
369.738,35.875
370.273,35.875
371.490,35.906
372.468,35.906
373.316,35.938
374.276,35.969
375.685,35.969
376.368,35.969
377.526,36.031
378.376,36.000
379.296,36.094
380.276,36.062
381.571,36.031
382.269,36.062
383.288,36.062
384.480,36.094
385.291,36.031
386.484,36.031
387.334,36.000
388.260,36.062
389.295,36.062
390.307,36.062
391.282,36.062
392.354,36.031
393.332,36.000
394.256,36.000
395.577,36.031
396.745,35.969
397.282,36.000
398.253,35.969
399.277,35.938
400.252,35.938
401.324,35.938
402.548,35.969
403.520,36.031
404.282,36.031
405.321,36.031
406.257,36.094
407.515,36.125
408.295,36.125
409.319,36.125
410.251,36.156
411.332,36.188
412.405,36.156
413.268,36.156
414.291,36.125
415.266,36.125
416.290,36.125
417.559,36.125
418.309,36.094
419.263,36.125
420.287,36.125
421.316,36.125
422.316,36.125
423.261,36.125
424.284,36.250
425.259,36.250
426.283,36.281
427.258,36.250
428.722,36.281
429.257,36.250
430.329,36.219
431.304,36.219
432.351,36.219
433.254,36.188
434.282,36.062
435.354,36.062
436.276,36.062
437.255,36.094
438.346,36.125
439.691,36.125
440.274,36.125
441.248,36.094
442.328,36.094
443.247,36.125
444.320,36.125
445.347,36.125
446.269,36.125
447.244,36.094
448.343,36.125
449.389,36.125
450.267,36.156
451.242,36.125
452.265,36.156
453.240,36.125
454.413,36.125
455.239,36.094
456.346,36.094
457.238,36.125
458.310,36.094
459.431,36.062
460.653,36.031
461.235,36.031
462.259,36.000
463.348,36.000
464.257,36.031
465.283,35.969
466.256,35.969
467.623,35.875
468.282,35.875
469.278,35.938
470.253,36.000
471.277,36.031
472.314,36.062
473.276,36.000
474.254,36.000
475.275,36.094
476.249,36.094
477.335,36.188
478.248,36.219
479.292,36.188
480.272,36.188
481.270,36.156
482.251,36.156
483.269,36.156
484.247,36.188
485.365,36.125
486.243,36.125
487.315,36.094
488.241,36.094
489.268,36.031
490.250,36.000
491.285,36.000
492.336,35.969
493.262,36.031
494.237,36.031
495.261,35.969
496.479,35.969
497.260,36.031
498.235,36.031
499.307,36.062
500.476,36.062
501.406,36.031
502.232,36.031
503.353,36.031
504.282,36.000
505.254,36.031
506.229,36.000
507.275,35.969
508.267,35.969
509.314,35.969
510.521,36.031
511.399,36.062
512.278,36.062
513.274,36.062
514.272,36.062
515.786,36.094
516.276,36.094
517.252,36.125
518.372,36.062
519.257,36.031
520.269,36.031
521.587,36.031
522.267,36.062
523.242,36.000
524.315,36.062
525.240,36.062
526.264,36.062
527.360,36.000
528.266,36.125
529.582,36.125
530.263,36.094
531.237,36.125
532.358,36.125
533.241,36.125
534.457,36.094
535.234,36.125
536.331,36.094
537.282,36.125
538.262,36.125
539.624,36.094
540.281,36.125
541.258,36.062
542.254,36.031
543.524,36.062
544.253,36.062
545.228,36.031
546.502,36.031
547.324,36.031
548.255,36.031
549.471,36.031
550.249,36.000
551.227,36.062
552.301,36.094
553.247,36.031
554.248,36.062
555.233,36.031
556.246,36.000
557.547,36.031
558.243,36.031
559.218,36.062
560.242,36.062
561.266,36.031
562.318,36.031
563.267,36.062
564.247,36.062
565.268,36.062
566.289,36.094
567.262,36.094
568.529,36.094
569.260,36.125
570.287,36.125
571.264,36.125
572.282,36.125
573.258,36.125
574.233,36.125
575.256,36.125
576.231,36.125
577.260,36.094
578.230,36.094
579.305,36.062
580.232,36.031
581.257,36.062
582.237,36.031
583.643,36.000
584.229,36.031
585.249,36.000
586.573,36.000
587.248,36.031
588.247,36.000
589.253,36.031
590.223,36.062
591.266,36.062
592.277,36.031
593.244,36.031
594.368,36.031
595.248,36.031
596.369,36.031
597.242,36.062
598.217,36.094
599.247,36.031
600.463,36.000
601.241,36.000
602.240,36.031
603.307,36.031
604.313,35.875
605.236,35.906
606.213,35.875
607.236,35.875
608.310,35.875
609.386,35.875
610.263,35.875
611.494,35.875
612.257,35.906
613.232,35.938
614.282,36.062
615.279,36.062
616.261,36.125
617.423,36.094
618.252,36.125
619.227,36.156
620.329,36.188
621.469,36.156
622.298,36.188
623.224,36.156
624.248,36.188
625.331,36.156
626.250,36.125
627.222,36.156
628.294,36.125
629.246,36.094
630.341,36.094
631.219,36.094
632.243,36.031
633.270,36.031
634.241,36.031
635.218,36.062
636.240,36.062
637.215,36.062
638.242,36.094
639.262,36.125
640.349,36.094
641.261,36.125
642.334,36.156
643.211,36.188
644.316,36.188
645.212,36.125
646.233,36.156
647.457,36.094
648.232,36.094
649.207,36.094
650.231,36.062
651.351,36.062
652.238,36.062
653.204,36.031
654.261,36.031
655.203,36.062
656.235,36.062
657.348,36.062
658.730,36.062
659.249,36.094
660.272,36.094
661.494,36.062
662.321,36.062
663.256,36.062
664.235,36.031
665.245,36.094
666.220,36.125
667.268,36.156
668.417,36.125
669.316,36.125
670.366,36.156
671.267,36.219
672.273,36.219
673.240,36.219
674.215,36.219
675.268,36.188
676.307,36.156
677.237,36.125
678.261,36.125
679.236,36.094
680.228,36.062
681.235,36.062
682.456,36.062
683.235,36.062
684.208,36.031
685.260,36.000
686.207,36.031
687.280,36.000
688.208,36.000
689.318,36.031
690.499,36.031
691.668,36.031
692.203,36.031
693.227,36.062
694.281,36.125
695.227,36.094
696.351,36.062
697.516,36.062
698.200,36.062
699.320,36.062
700.198,36.094
701.309,36.062
702.199,36.062
703.235,36.031
704.357,36.000
705.219,36.031
706.243,36.031
707.217,36.031
708.241,36.000
709.217,36.000
710.241,35.938
711.215,35.969
712.239,35.844
713.214,35.875
714.246,35.906
715.219,35.938
716.235,35.938
717.230,35.969
718.235,35.969
719.210,36.031
720.233,36.062
721.208,36.094
722.280,36.156
723.207,36.188
724.272,36.156
725.410,36.125
726.229,36.125
727.328,36.125
728.231,36.156
729.256,36.125
730.227,36.125
731.301,36.125
732.274,36.156
733.253,36.125
734.321,36.125
735.199,36.125
736.273,36.094
737.225,36.125
738.340,36.094
739.245,36.094
740.224,36.094
741.195,36.094
742.267,36.094
743.276,36.094
744.315,36.125
745.302,36.125
746.220,36.125
747.191,36.125
748.214,36.156
749.341,36.156
750.213,36.188
751.373,36.188
752.226,36.188
753.190,36.156
754.233,36.219
755.575,36.156
756.210,36.219
757.253,36.219
758.217,36.219
759.232,36.125
760.207,36.062
