df_hash,22ZHK4.PAAYSG
319.525,35.500
320.796,35.438
321.548,35.375
322.498,35.344
323.533,35.344
324.497,35.375
325.520,35.375
326.496,35.344
327.668,35.438
328.495,35.406
329.518,35.438
330.563,35.469
331.517,35.562
332.492,35.625
333.516,35.625
334.491,35.594
335.517,35.562
336.490,35.594
337.612,35.531
338.488,35.531
339.512,35.531
340.487,35.562
341.511,35.531
342.586,35.531
343.510,35.531
344.485,35.500
345.508,35.469
346.483,35.500
347.507,35.469
348.482,35.469
349.506,35.438
350.482,35.438
351.505,35.438
352.480,35.375
353.517,35.375
354.478,35.406
355.502,35.438
356.477,35.406
357.525,35.406
358.479,35.375
359.500,35.406
360.575,35.406
361.499,35.438
362.474,35.469
363.595,35.500
364.473,35.500
365.531,35.531
366.496,35.562
367.494,35.594
368.528,35.594
369.505,35.562
370.517,35.594
371.492,35.562
372.516,35.562
373.491,35.562
374.515,35.500
375.490,35.531
376.514,35.531
377.489,35.500
378.513,35.562
379.488,35.594
380.511,35.625
381.503,35.625
382.510,35.594
383.485,35.625
384.509,35.656
385.484,35.656
386.511,35.625
387.482,35.625
388.801,35.594
389.676,35.594
390.505,35.562
391.726,35.531
392.504,35.562
393.479,35.531
394.749,35.531
395.478,35.531
396.531,35.531
397.484,35.531
398.500,35.562
399.475,35.531
400.499,35.531
401.474,35.562
402.546,35.531
403.521,35.531
404.496,35.562
405.617,35.500
406.495,35.531
407.567,35.562
408.500,35.531
409.469,35.562
410.495,35.531
411.613,35.531
412.498,35.531
413.466,35.531
414.505,35.531
415.515,35.500
416.488,35.500
417.513,35.469
418.488,35.469
419.511,35.438
420.493,35.438
421.510,35.406
422.884,35.469
423.509,35.469
424.484,35.469
425.508,35.594
426.655,35.562
427.560,35.562
428.481,35.625
429.505,35.625
430.509,35.656
431.504,35.656
432.479,35.625
433.515,35.656
434.478,35.656
435.502,35.594
436.771,35.594
437.500,35.625
438.475,35.562
439.499,35.562
440.474,35.531
441.500,35.562
442.579,35.562
443.497,35.562
444.472,35.562
445.495,35.562
446.667,35.562
447.527,35.500
448.469,35.531
449.500,35.531
450.467,35.531
451.491,35.531
452.467,35.562
453.736,35.562
454.858,35.562
455.489,35.531
456.499,35.562
457.503,35.594
458.758,35.562
459.566,35.562
460.462,35.531
461.486,35.531
462.460,35.469
463.484,35.469
464.459,35.469
465.509,35.500
466.788,35.469
467.482,35.469
468.544,35.469
469.873,35.469
470.562,35.500
471.484,35.500
472.513,35.531
473.477,35.562
474.502,35.594
475.477,35.594
476.500,35.594
477.499,35.625
478.499,35.656
479.474,35.625
480.498,35.625
481.473,35.625
482.497,35.625
483.472,35.562
484.496,35.531
