df_hash,22ZHK4.LYE8RS
319.083,35.406
320.054,35.375
321.078,35.375
322.082,35.344
323.076,35.312
324.051,35.344
325.419,35.375
326.050,35.375
327.074,35.344
328.076,35.375
329.073,35.344
330.048,35.375
331.073,35.375
332.046,35.406
333.070,35.406
334.045,35.375
335.069,35.344
336.092,35.312
337.068,35.375
338.048,35.375
339.066,35.406
340.042,35.406
341.093,35.375
342.042,35.375
343.186,35.375
344.039,35.375
345.073,35.406
346.381,35.438
347.072,35.438
348.037,35.406
349.060,35.406
350.035,35.406
351.087,35.438
352.083,35.438
353.061,35.438
354.100,35.375
355.056,35.375
356.080,35.375
357.055,35.375
358.425,35.344
359.054,35.312
360.178,35.312
361.053,35.312
362.076,35.344
363.114,35.344
364.075,35.406
365.053,35.438
366.074,35.438
367.049,35.438
368.076,35.500
369.048,35.500
370.072,35.500
371.047,35.469
372.070,35.469
373.045,35.469
374.074,35.438
375.044,35.438
376.068,35.438
377.043,35.406
378.066,35.406
379.236,35.406
380.065,35.406
381.235,35.438
382.064,35.438
383.044,35.469
384.069,35.438
385.038,35.469
386.063,35.469
387.037,35.469
388.060,35.500
389.036,35.500
390.059,35.500
391.035,35.500
392.253,35.469
393.033,35.438
394.106,35.438
395.132,35.438
396.056,35.438
397.031,35.469
398.054,35.469
399.067,35.469
400.053,35.469
401.153,35.469
402.052,35.500
403.075,35.500
404.245,35.469
405.074,35.438
406.149,35.469
407.073,35.438
408.053,35.438
409.072,35.438
410.062,35.406
411.071,35.406
412.050,35.438
413.069,35.469
414.044,35.469
415.068,35.500
416.092,35.469
417.067,35.469
418.042,35.469
419.071,35.500
420.195,35.531
421.064,35.500
422.047,35.500
423.073,35.500
424.039,35.500
425.062,35.500
426.037,35.500
427.065,35.500
428.036,35.469
429.059,35.406
430.183,35.375
431.061,35.406
432.039,35.375
433.057,35.406
434.083,35.438
435.099,35.438
436.131,35.406
437.054,35.375
438.030,35.438
439.053,35.469
440.077,35.375
441.053,35.375
442.027,35.375
443.066,35.406
444.084,35.375
445.049,35.375
446.025,35.406
447.070,35.438
448.123,35.406
449.047,35.438
450.108,35.562
451.435,35.531
452.071,35.531
453.055,35.531
454.117,35.531
455.044,35.500
456.067,35.531
457.063,35.500
458.066,35.531
459.046,35.500
460.088,35.469
461.040,35.469
462.063,35.531
463.038,35.500
464.062,35.531
465.381,35.562
466.060,35.562
467.036,35.594
468.060,35.562
469.189,35.562
470.058,35.594
471.034,35.625
472.057,35.562
473.042,35.594
474.056,35.594
475.036,35.594
476.068,35.594
477.030,35.594
478.054,35.562
479.029,35.562
480.052,35.500
481.031,35.500
482.051,35.438
483.124,35.406
484.050,35.375
485.031,35.406
486.048,35.406
487.074,35.375
488.047,35.375
489.022,35.375
490.046,35.438
491.021,35.469
492.045,35.469
493.023,35.500
494.054,35.500
495.019,35.469
496.042,35.469
497.018,35.500
498.081,35.531
499.065,35.500
500.042,35.531
501.069,35.531
502.065,35.562
503.062,35.594
504.037,35.562
505.061,35.562
506.045,35.562
507.063,35.594
508.232,35.594
509.059,35.656
510.139,35.625
511.057,35.562
512.032,35.500
513.056,35.375
514.277,35.250
515.055,35.094
516.161,34.875
517.074,34.719
518.029,34.594
