df_hash,22ZHK4.AL8VFF
13.195,1.017
13.225,1.021
13.255,0.994
13.285,1.022
13.315,1.034
13.345,1.015
13.375,1.005
13.405,1.001
13.435,1.009
13.465,1.012
13.495,1.022
13.525,1.024
13.555,1.014
13.585,1.015
13.615,1.006
13.645,1.018
13.675,1.021
13.705,1.018
13.735,1.006
13.765,1.009
13.795,1.013
13.825,1.011
13.855,1.012
13.885,1.018
13.915,1.030
13.945,1.018
13.975,1.018
14.005,1.022
14.035,1.023
14.065,1.032
14.095,1.040
14.125,1.046
14.155,1.043
14.185,1.042
14.215,1.038
14.245,1.042
14.275,1.041
14.305,1.033
14.335,1.038
14.365,1.042
14.395,1.045
14.425,1.034
14.455,1.036
14.485,1.041
14.515,1.046
14.545,1.043
14.575,1.042
14.605,1.037
14.635,1.037
14.665,1.031
14.695,1.034
14.725,1.028
14.755,1.027
14.785,1.027
14.815,1.023
14.845,1.033
14.875,1.035
14.905,1.036
14.935,1.039
14.965,1.038
14.995,1.033
15.025,1.031
15.055,1.026
15.085,1.023
15.115,1.028
15.145,1.030
15.175,1.029
15.205,1.029
15.235,1.031
15.265,1.027
15.295,1.029
15.325,1.028
15.355,1.026
15.385,1.028
15.415,1.030
15.445,1.029
15.475,1.026
15.505,1.026
15.535,1.026
15.565,1.035
15.595,1.030
15.625,1.028
15.655,1.029
15.685,1.031
15.715,1.031
15.745,1.033
15.775,1.032
15.805,1.036
15.835,1.055
15.865,1.064
15.895,1.104
15.925,1.297
15.955,1.453
15.985,1.219
16.015,0.946
16.045,0.859
16.075,0.872
16.105,0.904
16.135,0.935
16.165,0.956
16.195,0.969
16.225,0.991
16.255,1.019
16.285,1.033
16.315,1.022
16.345,1.027
16.375,1.019
16.405,1.010
16.435,0.997
16.465,1.011
16.495,1.015
16.525,1.017
16.555,1.015
16.585,1.007
16.615,1.004
16.645,1.009
16.675,1.016
16.705,1.020
16.735,1.018
16.765,1.019
16.795,1.015
16.825,1.021
16.855,1.009
16.885,1.018
16.915,1.023
16.945,1.022
16.975,1.019
17.005,1.021
17.035,1.002
17.065,1.013
17.095,1.013
17.125,1.040
17.155,1.062
17.185,1.029
17.215,1.023
17.245,1.033
17.275,1.027
17.305,1.018
17.335,1.014
17.365,1.021
17.395,1.028
17.425,1.018
17.455,1.014
17.485,1.032
17.515,1.031
17.545,1.030
17.575,1.032
17.605,1.021
17.635,1.009
17.665,1.015
17.695,1.006
17.725,1.003
17.755,0.997
17.785,1.008
17.815,1.012
17.845,1.027
17.875,1.030
17.905,1.042
17.935,1.032
17.965,1.032
17.995,1.041
18.025,1.030
18.055,1.028
18.085,1.024
18.115,1.021
18.145,1.021
18.175,1.035
18.205,1.039
18.235,1.038
18.265,1.044
18.295,1.047
18.325,1.034
18.355,1.046
18.385,1.053
18.415,1.041
18.445,1.036
18.475,1.029
18.505,1.028
18.535,1.020
18.565,1.027
18.595,1.027
18.625,1.037
18.655,1.040
18.685,1.035
18.715,1.032
18.745,1.032
18.775,1.041
18.805,1.035
18.835,1.043
18.865,1.042
18.895,1.041
18.925,1.041
18.955,1.037
18.985,1.039
19.015,1.034
19.045,1.037
19.075,1.037
19.105,1.038
19.135,1.032
19.165,1.033
19.195,1.036
19.225,1.041
19.255,1.040
19.285,1.036
19.315,1.041
19.345,1.035
19.375,1.036
19.405,1.032
19.435,1.029
19.465,1.029
19.495,1.034
19.525,1.034
19.555,1.027
19.585,1.039
19.615,1.035
19.645,1.033
19.675,1.036
19.705,1.007
19.735,1.116
19.765,1.135
19.795,1.076
19.825,1.023
19.855,1.012
19.885,1.011
19.915,1.018
19.945,1.012
19.975,1.009
20.005,1.013
20.035,1.027
20.065,1.038
20.095,1.034
20.125,1.030
20.155,1.028
20.185,1.023
20.215,1.021
20.245,1.018
20.275,1.020
20.305,1.024
20.335,1.027
20.365,1.014
20.395,1.026
20.425,1.035
20.455,1.039
20.485,1.041
20.515,1.039
20.545,1.040
20.575,1.038
20.605,1.033
20.635,1.032
20.665,1.030
20.695,1.037
20.725,1.034
20.755,1.030
20.785,1.030
20.815,1.028
20.845,1.038
20.875,1.033
20.905,1.029
20.935,1.023
20.965,1.029
20.995,1.030
21.025,1.033
21.055,1.034
21.085,1.036
21.115,1.037
21.145,1.024
21.175,1.035
21.205,1.034
21.235,1.036
21.265,1.034
21.295,1.031
21.325,1.027
21.355,1.023
21.385,1.027
21.415,1.028
21.445,1.026
21.475,1.031
21.505,1.032
21.535,1.012
21.565,1.013
21.595,1.029
21.625,1.054
21.655,1.060
21.685,1.057
21.715,1.049
21.745,1.038
21.775,1.033
21.805,1.019
21.835,1.021
21.865,1.020
21.895,1.028
21.925,1.029
21.955,1.032
21.985,1.038
22.015,1.030
22.045,1.030
22.075,1.027
22.105,1.033
22.135,1.037
22.165,1.040
22.195,1.042
22.225,1.037
22.255,1.027
22.285,1.030
22.315,1.031
22.345,1.020
22.375,1.018
22.405,1.019
22.435,1.013
22.465,1.019
22.495,1.026
22.525,1.008
22.555,1.023
22.585,1.033
22.615,1.025
22.645,1.065
22.675,1.111
22.705,1.044
22.735,0.943
22.765,0.949
22.795,1.018
22.825,1.087
22.855,1.104
22.885,1.065
22.915,1.027
22.945,0.996
22.975,1.010
23.005,1.018
23.035,1.026
23.065,1.040
23.095,1.042
23.125,1.022
23.155,0.986
23.185,0.986
23.215,0.997
23.245,0.994
23.275,0.999
23.305,1.008
23.335,1.015
23.365,1.012
23.395,1.026
23.425,1.017
23.455,1.018
23.485,1.015
23.515,1.012
23.545,1.018
23.575,1.017
23.605,1.019
23.635,1.018
23.665,1.020
23.695,1.007
23.725,1.002
23.755,1.004
23.785,0.999
23.815,0.991
23.845,1.001
23.875,0.995
23.905,1.013
23.935,1.020
23.965,1.038
23.995,1.039
24.025,1.034
24.055,1.020
24.085,1.012
24.115,1.024
24.145,1.036
24.175,1.042
24.205,1.036
24.235,1.037
24.265,1.038
24.295,1.033
24.325,1.034
24.355,1.027
24.385,0.991
24.415,1.006
24.445,1.000
24.475,1.016
24.505,1.012
24.535,1.005
24.565,1.009
24.595,1.013
24.625,1.017
24.655,1.010
24.685,1.024
24.715,1.034
24.745,1.038
24.775,1.019
24.805,1.013
24.835,0.993
24.865,0.983
24.895,0.977
24.925,0.990
24.955,1.002
24.985,1.027
25.015,1.009
25.045,0.995
25.075,1.004
25.105,1.014
25.135,1.010
25.165,0.998
25.195,1.030
25.225,1.030
25.255,1.011
25.285,0.993
25.315,0.997
25.345,1.002
25.375,1.010
25.405,0.978
25.435,0.959
25.465,0.963
25.495,0.958
25.525,0.967
25.555,1.016
25.585,1.045
25.615,1.054
25.645,1.041
25.675,1.038
25.705,1.039
25.735,1.030
25.765,1.030
25.795,1.039
25.825,1.031
25.855,1.023
25.885,1.031
25.915,1.028
25.945,1.026
25.975,1.032
26.005,1.048
26.035,1.058
26.065,1.059
26.095,1.051
26.125,1.046
26.155,1.043
26.185,1.044
26.215,1.043
26.245,1.039
26.275,1.045
26.305,1.046
26.335,1.052
26.365,1.055
26.395,1.050
26.425,1.046
26.455,1.044
26.485,1.040
26.515,1.039
26.545,1.036
26.575,1.038
26.605,1.037
26.635,1.033
26.665,1.028
26.695,1.029
26.725,1.035
26.755,1.033
26.785,1.043
26.815,1.042
26.845,1.043
26.875,1.037
26.905,1.037
26.935,1.036
26.965,1.029
26.995,1.039
27.025,1.040
27.055,1.042
27.085,1.037
27.115,1.034
27.145,1.040
27.175,1.035
27.205,1.035
27.235,1.035
27.265,1.039
27.295,1.036
27.325,1.043
27.355,1.035
27.385,1.034
27.415,1.025
27.445,1.025
27.475,1.034
27.505,1.031
27.535,1.041
27.565,1.049
27.595,1.046
27.625,1.042
27.655,1.041
27.685,1.035
27.715,1.032
27.745,1.034
27.775,1.027
27.805,1.033
27.835,1.035
27.865,1.032
27.895,1.039
27.925,1.038
27.955,1.031
27.985,1.028
28.015,1.031
28.045,1.035
28.075,1.034
28.105,1.029
28.135,1.037
28.165,1.034
28.195,1.035
28.225,1.041
28.255,1.044
28.285,1.049
28.315,1.039
28.345,1.036
28.375,1.036
28.405,1.038
28.435,1.033
28.465,1.032
28.495,1.030
28.525,1.037
28.555,1.031
28.585,1.027
28.615,1.032
28.645,1.038
28.675,1.044
28.705,1.042
28.735,1.039
28.765,1.034
28.795,1.033
28.825,1.032
28.855,1.033
28.885,1.036
28.915,1.039
28.945,1.036
28.975,1.038
29.005,1.040
29.035,1.032
29.065,1.036
29.095,1.029
29.125,1.028
29.155,1.036
29.185,1.045
29.215,1.044
29.245,1.041
29.275,1.039
29.305,1.033
29.335,1.041
29.365,1.044
29.395,1.040
29.425,1.042
29.455,1.039
29.485,1.037
29.515,1.033
29.545,1.036
29.575,1.037
29.605,1.033
29.635,1.032
29.665,1.035
29.695,1.033
29.725,1.027
29.755,1.044
29.785,1.036
29.815,1.036
29.845,1.038
29.875,1.030
29.905,1.033
29.935,1.038
29.965,1.033
29.995,1.036
30.025,1.045
30.055,1.037
30.085,1.038
30.115,1.036
30.145,1.034
30.175,1.032
30.205,1.032
30.235,1.027
30.265,1.029
30.295,1.033
30.325,1.036
30.355,1.030
30.385,1.031
30.415,1.032
30.445,1.034
30.475,1.041
30.505,1.041
30.535,1.038
30.565,1.036
30.595,1.039
30.625,1.042
30.655,1.049
30.685,1.053
30.715,1.045
30.745,1.040
30.775,1.030
30.805,1.029
30.835,1.025
30.865,1.026
30.895,1.024
30.925,1.037
30.955,1.039
30.985,1.037
31.015,1.038
31.045,1.045
31.075,1.049
31.105,1.048
31.135,1.043
31.165,1.040
31.195,1.047
31.225,1.041
31.255,1.041
31.285,1.042
31.315,1.034
31.345,1.032
31.375,1.026
31.405,1.032
31.435,1.037
31.465,1.036
31.495,1.042
31.525,1.035
31.555,1.038
31.585,1.030
31.615,1.033
31.645,1.038
31.675,1.040
31.705,1.039
31.735,1.037
31.765,1.032
31.795,1.031
31.825,1.033
31.855,1.043
31.885,1.047
31.915,1.043
31.945,1.034
31.975,1.035
32.005,1.041
32.035,1.035
32.065,1.049
32.095,1.057
32.125,1.057
32.155,1.051
32.185,1.036
32.215,1.035
32.245,1.036
32.275,1.038
32.305,1.033
32.335,1.043
32.365,1.046
32.395,1.039
32.425,1.041
32.455,1.046
32.485,1.046
32.515,1.065
32.545,1.093
32.575,1.149
32.605,1.192
32.635,1.158
32.665,1.058
32.695,1.003
32.725,0.991
32.755,1.025
32.785,1.059
32.815,1.057
32.845,1.023
32.875,0.998
32.905,0.977
32.935,0.924
32.965,0.815
32.995,0.867
33.025,0.928
33.055,0.966
33.085,1.008
33.115,1.033
33.145,1.077
33.175,1.162
33.205,1.208
33.235,1.152
33.265,1.076
33.295,1.031
33.325,1.010
33.355,0.988
33.385,0.994
33.415,0.982
33.445,0.971
33.475,0.982
33.505,0.995
33.535,0.993
33.565,0.998
33.595,1.008
33.625,1.008
33.655,1.019
33.685,1.013
33.715,1.023
33.745,1.018
33.775,1.006
33.805,1.003
33.835,0.993
33.865,0.989
33.895,1.009
33.925,1.018
33.955,1.025
33.985,1.029
34.015,1.025
34.045,1.024
34.075,1.028
34.105,1.010
34.135,1.033
34.165,1.057
34.195,1.019
34.225,1.019
34.255,1.025
34.285,1.008
34.315,1.001
34.345,1.009
34.375,1.013
34.405,0.985
34.435,0.942
34.465,0.920
34.495,0.944
34.525,0.960
34.555,1.034
34.585,1.094
34.615,1.050
34.645,1.021
34.675,0.998
34.705,0.994
34.735,1.059
34.765,1.123
34.795,1.140
34.825,1.118
34.855,1.093
34.885,1.028
34.915,0.996
34.945,0.981
34.975,0.947
35.005,0.968
35.035,1.018
35.065,1.047
35.095,1.061
35.125,1.062
35.155,1.055
35.185,1.040
35.215,1.016
35.245,1.025
35.275,1.038
35.305,1.025
35.335,1.014
35.365,1.009
35.395,1.020
35.425,1.032
35.455,1.037
35.485,1.051
35.515,1.041
35.545,1.018
35.575,1.006
35.605,1.029
35.635,1.030
35.665,1.040
35.695,1.040
35.725,1.040
35.755,1.038
35.785,1.027
35.815,1.020
35.845,1.008
35.875,1.000
35.905,1.014
35.935,1.021
35.965,1.005
35.995,1.001
36.025,1.025
36.055,1.062
36.085,1.038
36.115,1.020
36.145,1.028
36.175,1.021
36.205,1.019
36.235,1.016
36.265,1.006
36.295,1.010
36.325,1.013
36.355,1.022
36.385,1.030
36.415,1.034
36.445,1.023
36.475,1.012
36.505,1.016
36.535,1.016
36.565,1.016
36.595,1.016
36.625,1.017
36.655,1.020
36.685,1.019
36.715,1.021
36.745,1.018
36.775,1.025
36.805,1.022
36.835,1.017
36.865,1.019
36.895,1.016
36.925,1.013
36.955,1.023
36.985,1.029
37.015,1.011
37.045,1.018
37.075,1.019
37.105,1.018
37.135,1.022
37.165,1.014
37.195,1.018
37.225,1.020
37.255,1.015
37.285,1.016
37.315,1.016
37.345,1.024
37.375,1.031
37.405,1.033
37.435,1.030
37.465,1.019
37.495,1.011
37.525,1.007
37.555,1.017
37.585,1.013
37.615,1.024
37.645,1.026
37.675,1.023
37.705,1.016
37.735,1.011
37.765,1.010
37.795,1.016
37.825,1.018
37.855,1.019
37.885,1.018
37.915,1.016
37.945,1.018
37.975,1.021
38.005,1.022
38.035,1.022
38.065,1.021
38.095,1.017
38.125,1.018
38.155,1.019
38.185,1.027
38.215,1.025
38.245,1.021
38.275,1.026
38.305,1.021
38.335,1.021
38.365,1.017
38.395,1.017
38.425,1.015
38.455,1.018
38.485,1.018
38.515,1.018
38.545,1.018
38.575,1.017
38.605,1.017
38.635,1.020
38.665,1.021
38.695,1.029
38.725,1.033
38.755,1.027
38.785,1.011
38.815,1.015
38.845,0.998
38.875,1.000
38.905,1.009
38.935,1.010
38.965,0.983
38.995,1.004
39.025,1.022
39.055,0.978
39.085,1.007
39.115,1.019
39.145,1.071
39.175,1.117
39.205,1.143
39.235,1.068
39.265,0.994
39.295,0.965
39.325,0.975
39.355,0.997
39.385,1.009
39.415,1.022
39.445,1.033
39.475,1.004
39.505,1.005
39.535,1.029
39.565,1.022
39.595,1.018
39.625,1.019
39.655,1.013
39.685,0.975
39.715,0.993
39.745,1.017
39.775,1.018
39.805,1.003
39.835,0.991
39.865,0.998
39.895,0.989
39.925,1.015
39.955,1.024
39.985,1.040
40.015,1.055
40.045,1.090
40.075,1.078
40.105,1.044
40.135,1.012
40.165,0.960
40.195,0.994
40.225,1.029
40.255,1.065
40.285,1.091
40.315,1.086
40.345,1.045
40.375,1.004
40.405,0.974
40.435,0.973
40.465,0.975
40.495,0.974
40.525,0.969
40.555,0.942
40.585,0.999
40.615,1.027
40.645,1.028
40.675,1.026
40.705,1.021
40.735,1.013
40.765,1.022
40.795,1.025
40.825,1.035
40.855,1.046
40.885,1.025
40.915,1.000
40.945,0.979
40.975,0.970
41.005,1.011
41.035,1.026
41.065,1.024
41.095,1.020
41.125,1.008
41.155,1.012
41.185,1.019
41.215,1.030
41.245,1.039
41.275,1.035
41.305,1.021
41.335,1.021
41.365,1.020
41.395,1.005
41.425,1.008
41.455,1.017
41.485,1.002
41.515,1.008
41.545,1.021
41.575,1.016
41.605,1.012
41.635,1.004
41.665,0.979
41.695,0.984
41.725,0.988
41.755,0.991
41.785,0.999
41.815,1.006
41.845,1.005
41.875,0.991
41.905,0.991
41.935,0.985
41.965,1.027
41.995,1.043
42.025,1.047
42.055,1.040
42.085,1.031
42.115,1.017
42.145,1.010
42.175,1.002
42.205,1.002
42.235,1.008
42.265,1.006
42.295,1.004
42.325,1.011
42.355,1.009
42.385,0.996
42.415,1.008
42.445,1.009
42.475,1.007
42.505,1.017
42.535,1.021
42.565,1.015
42.595,1.002
42.625,1.005
42.655,1.003
42.685,1.020
42.715,1.005
42.745,1.002
42.775,1.021
42.805,1.021
42.835,1.021
42.865,1.022
42.895,1.010
42.925,1.008
42.955,1.005
42.985,1.008
43.015,1.008
43.045,1.016
43.075,1.021
43.105,1.021
43.135,1.009
43.165,1.010
43.195,1.002
43.225,0.998
43.255,1.003
43.285,1.002
43.315,1.016
43.345,1.030
43.375,1.014
43.405,0.997
43.435,0.987
43.465,0.989
43.495,0.999
43.525,0.997
43.555,0.994
43.585,1.015
43.615,0.999
43.645,0.999
43.675,1.019
43.705,1.012
43.735,1.006
43.765,1.005
43.795,1.003
43.825,1.016
43.855,1.020
43.885,1.030
43.915,1.021
43.945,1.012
43.975,1.013
44.005,1.019
44.035,1.019
44.065,1.016
44.095,1.015
44.125,1.012
44.155,1.016
44.185,1.016
44.215,1.017
44.245,1.019
44.275,1.017
44.305,1.019
44.335,1.017
44.365,1.017
44.395,1.016
44.425,1.011
44.455,1.013
44.485,1.016
44.515,1.015
44.545,1.017
44.575,1.015
44.605,1.008
44.635,1.012
44.665,1.018
44.695,1.026
44.725,1.015
44.755,1.014
44.785,1.014
44.815,1.010
44.845,1.013
44.875,1.013
44.905,1.018
44.935,1.017
44.965,1.020
44.995,1.016
45.025,1.007
45.055,1.019
45.085,1.018
45.115,1.018
45.145,1.018
45.175,1.014
45.205,1.014
45.235,1.016
45.265,1.015
45.295,1.019
45.325,1.015
45.355,1.012
45.385,1.012
45.415,1.018
45.445,1.021
45.475,1.016
45.505,1.018
45.535,1.017
45.565,1.015
45.595,1.020
45.625,1.021
45.655,1.020
45.685,1.016
45.715,1.017
45.745,1.014
45.775,1.016
45.805,1.016
45.835,1.018
45.865,1.018
45.895,1.018
45.925,1.019
45.955,1.014
45.985,1.015
46.015,1.020
46.045,1.015
46.075,1.020
46.105,1.023
46.135,1.018
46.165,1.017
46.195,1.023
46.225,1.021
46.255,1.018
46.285,1.020
46.315,1.018
46.345,1.018
46.375,1.016
46.405,1.021
46.435,1.018
46.465,1.018
46.495,1.023
46.525,1.017
46.555,1.021
46.585,1.019
46.615,1.016
46.645,1.019
46.675,1.020
46.705,1.018
46.735,1.021
46.765,1.019
46.795,1.021
46.825,1.023
46.855,1.016
46.885,1.012
46.915,1.021
46.945,1.021
46.975,1.015
47.005,1.019
47.035,1.017
47.065,1.016
47.095,1.021
47.125,1.020
47.155,1.018
47.185,1.017
47.215,1.019
47.245,1.022
47.275,1.017
47.305,1.019
47.335,1.019
47.365,1.017
47.395,1.020
47.425,1.019
47.455,1.021
47.485,1.016
47.515,1.021
47.545,1.019
47.575,1.021
47.605,1.021
47.635,1.016
47.665,1.027
47.695,1.022
47.725,1.016
47.755,1.019
47.785,1.015
47.815,1.016
47.845,1.021
47.875,1.021
47.905,1.017
47.935,1.018
47.965,1.019
47.995,1.023
48.025,1.015
48.055,1.017
48.085,1.015
48.115,1.016
48.145,1.019
48.175,1.018
48.205,1.020
48.235,1.020
48.265,1.015
48.295,1.017
48.325,1.021
48.355,1.014
48.385,1.019
48.415,1.015
48.445,1.020
48.475,1.020
48.505,1.019
48.535,1.019
48.565,1.019
48.595,1.016
48.625,1.020
48.655,1.018
48.685,1.021
48.715,1.014
48.745,1.021
48.775,1.018
48.805,1.019
48.835,1.012
48.865,1.010
48.895,1.019
48.925,1.016
48.955,1.021
48.985,1.020
49.015,1.017
49.045,1.020
49.075,1.020
49.105,1.022
49.135,1.019
49.165,1.016
49.195,1.018
49.225,1.007
49.255,1.009
49.285,1.010
49.315,1.013
49.345,1.010
49.375,1.004
49.405,1.010
49.435,1.012
49.465,1.007
49.495,1.005
49.525,1.003
49.555,1.001
49.585,1.006
49.615,1.009
49.645,1.007
49.675,1.003
49.705,1.001
49.735,1.005
49.765,1.000
49.795,1.000
49.825,1.006
49.855,1.007
49.885,1.014
49.915,1.008
49.945,1.009
49.975,1.004
50.005,1.001
50.035,1.010
50.065,1.004
50.095,1.012
50.125,1.011
50.155,1.007
50.185,1.007
50.215,1.005
50.245,1.008
50.275,1.009
50.305,1.016
50.335,1.012
50.365,1.009
50.395,1.015
50.425,1.010
50.455,1.007
50.485,1.006
50.515,1.008
50.545,1.002
50.575,1.010
50.605,1.013
50.635,1.013
50.665,1.014
50.695,1.008
50.725,1.016
50.755,1.013
50.785,1.008
50.815,1.010
50.845,1.014
50.875,1.016
50.905,1.011
50.935,1.012
50.965,1.015
50.995,1.011
51.025,1.013
51.055,1.013
51.085,1.010
51.115,1.010
51.145,1.017
51.175,1.012
51.205,1.017
51.235,1.015
51.265,1.015
51.295,1.018
51.325,1.013
51.355,1.010
51.385,1.015
51.415,1.009
51.445,1.018
51.475,1.017
51.505,1.016
51.535,1.011
51.565,1.018
51.595,1.019
51.625,1.015
51.655,1.014
51.685,1.016
51.715,1.015
51.745,1.016
51.775,1.014
51.805,1.014
51.835,1.013
51.865,1.011
51.895,1.013
51.925,1.018
51.955,1.012
51.985,1.011
52.015,1.021
52.045,1.017
52.075,1.011
52.105,1.016
52.135,1.013
52.165,1.010
52.195,1.018
52.225,1.017
52.255,1.013
52.285,1.014
52.315,1.016
52.345,1.015
52.375,1.016
52.405,1.017
52.435,1.017
52.465,1.018
52.495,1.014
52.525,1.012
52.555,1.014
52.585,1.017
52.615,1.016
52.645,1.013
52.675,1.018
52.705,1.014
52.735,1.013
52.765,1.021
52.795,1.013
52.825,1.014
52.855,1.016
52.885,1.012
52.915,1.014
52.945,1.018
52.975,1.017
53.005,1.016
53.035,1.021
53.065,1.014
53.095,1.012
53.125,1.017
53.155,1.015
53.185,1.016
53.215,1.015
53.245,1.014
53.275,1.013
53.305,1.014
53.335,1.017
53.365,1.020
53.395,1.014
53.425,1.018
53.455,1.017
53.485,1.015
53.515,1.022
53.545,1.013
53.575,1.013
53.605,1.016
53.635,1.008
53.665,1.012
53.695,1.019
53.725,1.020
53.755,1.012
53.785,1.019
53.815,1.015
53.845,1.014
53.875,1.012
53.905,1.018
53.935,1.016
53.965,1.015
53.995,1.013
54.025,1.012
54.055,1.015
54.085,1.016
54.115,1.017
54.145,1.015
54.175,1.013
54.205,1.015
54.235,1.011
54.265,1.018
54.295,1.016
54.325,1.012
54.355,1.015
54.385,1.014
54.415,1.014
54.445,1.019
54.475,1.021
54.505,1.008
54.535,1.017
54.565,1.014
54.595,1.014
54.625,1.014
54.655,1.015
54.685,1.016
54.715,1.014
54.745,1.015
54.775,1.012
54.805,1.015
54.835,1.013
54.865,1.015
54.895,1.015
54.925,1.012
54.955,1.017
54.985,1.013
55.015,1.018
55.045,1.021
55.075,1.013
55.105,1.015
55.135,1.012
55.165,1.013
55.195,1.017
55.225,1.020
55.255,1.017
55.285,1.015
55.315,1.018
55.345,1.011
55.375,1.015
55.405,1.014
55.435,1.016
55.465,1.015
55.495,1.014
55.525,1.015
55.555,1.011
55.585,1.017
