df_hash,22ZHK4.AL8VFF
108.025,1.014
108.055,1.017
108.085,1.032
108.115,1.039
108.145,1.022
108.175,1.054
108.205,1.045
108.235,0.987
108.265,1.000
108.295,1.033
108.325,1.035
108.355,1.018
108.385,1.011
108.415,1.009
108.445,1.015
108.475,1.049
108.505,1.041
108.535,1.034
108.565,1.035
108.595,1.009
108.625,1.015
108.655,1.021
108.685,1.003
108.715,0.983
108.745,0.980
108.775,0.974
108.805,0.990
108.835,0.985
108.865,0.990
108.895,1.005
108.925,1.001
108.955,1.026
108.985,1.021
109.015,1.023
109.045,1.022
109.075,1.011
109.105,1.017
109.135,1.021
109.165,1.026
109.195,1.030
109.225,1.035
109.255,1.056
109.285,1.066
109.315,1.043
109.345,1.030
109.375,1.021
109.405,1.020
109.435,1.032
109.465,1.032
109.495,1.045
109.525,1.031
109.555,1.013
109.585,1.002
109.615,0.999
109.645,0.999
109.675,1.001
109.705,1.007
109.735,1.012
109.765,1.011
109.795,1.004
109.825,1.000
109.855,1.001
109.885,0.998
109.915,1.009
109.945,1.021
109.975,1.021
110.005,1.015
110.035,1.028
110.065,1.023
110.095,1.025
110.125,1.016
110.155,1.021
110.185,1.023
110.215,1.037
110.245,1.045
110.275,1.055
110.305,1.032
110.335,1.026
110.365,1.001
110.395,0.983
110.425,1.015
110.455,1.002
110.485,1.007
110.515,0.995
110.545,0.991
110.575,0.996
110.605,1.010
110.635,1.020
110.665,1.019
110.695,1.036
110.725,1.042
110.755,1.017
110.785,1.014
110.815,0.999
110.845,1.008
110.875,1.002
110.905,1.001
110.935,1.007
110.965,1.005
110.995,1.018
111.025,1.027
111.055,1.002
111.085,1.018
111.115,1.020
111.145,0.999
111.175,0.996
111.205,1.007
111.235,1.005
111.265,0.983
111.295,0.990
111.325,0.987
111.355,0.983
111.385,0.986
111.415,1.000
111.445,1.007
111.475,1.004
111.505,1.024
111.535,1.025
111.565,1.027
111.595,1.027
111.625,1.042
111.655,1.039
111.685,1.030
111.715,1.029
111.745,1.030
111.775,1.032
111.805,1.030
111.835,1.034
111.865,1.038
111.895,1.036
111.925,1.035
111.955,1.029
111.985,1.022
112.015,1.023
112.045,1.020
112.075,1.018
112.105,1.022
112.135,1.027
112.165,1.033
112.195,1.052
112.225,1.027
112.255,1.037
112.285,1.020
112.315,1.000
112.345,1.026
112.375,1.021
112.405,1.019
112.435,1.010
112.465,1.010
112.495,1.014
112.525,1.020
112.555,1.025
112.585,1.021
112.615,1.026
112.645,1.020
112.675,1.019
112.705,1.021
112.735,1.014
112.765,1.011
112.795,1.012
112.825,1.017
112.855,1.013
112.885,1.012
112.915,1.017
112.945,1.014
112.975,1.018
113.005,1.021
113.035,1.014
113.065,1.025
113.095,1.021
113.125,1.022
113.155,1.021
113.185,1.021
113.215,1.021
113.245,1.018
113.275,1.021
113.305,1.020
113.335,1.019
113.365,1.021
113.395,1.029
113.425,1.022
113.455,1.022
113.485,1.021
113.515,1.021
113.545,1.019
113.575,1.020
113.605,1.020
113.635,1.020
113.665,1.024
113.695,1.020
113.725,1.020
113.755,1.021
113.785,1.015
113.815,1.017
113.845,1.025
113.875,1.024
113.905,1.024
113.935,1.021
113.965,1.015
113.995,1.020
114.025,1.018
114.055,1.021
114.085,1.016
114.115,1.018
114.145,1.022
114.175,1.021
114.205,1.021
114.235,1.022
114.265,1.020
114.295,1.019
114.325,1.016
114.355,1.022
114.385,1.022
114.415,1.019
114.445,1.020
114.475,1.016
114.505,1.018
114.535,1.019
114.565,1.021
114.595,1.027
114.625,1.024
114.655,1.029
114.685,1.026
114.715,1.037
114.745,1.074
114.775,1.070
114.805,1.060
114.835,1.046
114.865,1.049
114.895,1.043
114.925,1.022
114.955,1.011
114.985,1.008
115.015,1.000
115.045,0.989
115.075,0.986
115.105,1.001
115.135,0.973
115.165,0.979
115.195,0.981
115.225,0.993
115.255,1.014
115.285,1.001
115.315,0.995
115.345,0.985
115.375,0.974
115.405,1.011
115.435,1.034
115.465,1.030
115.495,1.039
115.525,1.040
115.555,1.027
115.585,1.030
115.615,1.029
115.645,1.034
115.675,1.027
115.705,1.014
115.735,0.985
115.765,0.984
115.795,1.023
115.825,1.036
115.855,1.070
115.885,1.065
115.915,1.026
115.945,1.006
115.975,0.978
116.005,1.001
116.035,1.019
116.065,1.033
116.095,1.045
116.125,1.019
116.155,1.006
116.185,0.982
116.215,0.966
116.245,0.952
116.275,0.972
116.305,0.996
116.335,0.981
116.365,0.961
116.395,0.968
116.425,0.990
116.455,1.012
116.485,1.041
116.515,1.058
116.545,1.041
116.575,1.032
116.605,1.025
116.635,0.986
116.665,0.952
116.695,0.952
116.725,0.986
116.755,1.013
116.785,1.007
116.815,1.021
116.845,1.062
116.875,1.053
116.905,1.069
116.935,1.073
116.965,1.064
116.995,1.026
117.025,0.977
117.055,0.961
117.085,0.944
117.115,0.970
117.145,1.014
117.175,1.007
117.205,1.033
117.235,1.056
117.265,1.052
117.295,1.061
117.325,1.066
117.355,1.032
117.385,1.015
117.415,0.994
117.445,0.962
117.475,0.971
117.505,1.017
117.535,1.027
117.565,1.025
117.595,1.076
117.625,1.132
117.655,1.134
117.685,1.005
117.715,0.938
117.745,0.975
117.775,0.970
117.805,0.970
117.835,0.988
117.865,0.990
117.895,0.986
117.925,0.994
117.955,0.989
117.985,1.016
118.015,1.022
118.045,0.985
118.075,1.005
118.105,1.015
118.135,1.008
118.165,1.010
118.195,1.019
118.225,0.997
118.255,0.974
118.285,0.986
118.315,0.988
118.345,0.994
118.375,1.006
118.405,1.018
118.435,1.042
118.465,1.052
118.495,1.041
118.525,1.022
118.555,1.008
118.585,0.975
118.615,0.962
118.645,0.969
118.675,0.971
118.705,0.985
118.735,1.010
118.765,1.023
118.795,1.026
118.825,1.024
118.855,1.024
118.885,1.012
118.915,1.003
118.945,0.996
118.975,0.994
119.005,1.003
119.035,1.014
119.065,1.012
119.095,1.011
119.125,1.013
119.155,1.005
119.185,1.000
119.215,1.006
119.245,1.002
119.275,1.000
119.305,1.006
119.335,1.004
119.365,0.999
119.395,1.008
119.425,1.007
119.455,1.004
119.485,1.011
119.515,1.011
119.545,1.005
119.575,1.006
119.605,1.014
119.635,1.009
119.665,1.011
119.695,1.012
119.725,1.005
119.755,1.005
119.785,1.008
119.815,1.009
119.845,1.005
119.875,1.009
119.905,1.007
119.935,1.007
119.965,1.010
119.995,1.003
120.025,1.008
120.055,1.007
120.085,1.003
120.115,1.003
120.145,1.006
120.175,1.010
120.205,1.009
120.235,1.007
120.265,1.013
120.295,1.008
120.325,1.006
120.355,1.007
120.385,1.001
120.415,1.004
120.445,1.005
120.475,1.011
120.505,1.010
120.535,1.010
120.565,1.005
120.595,1.008
120.625,1.009
120.655,1.007
120.685,1.005
120.715,1.005
120.745,1.006
120.775,1.006
120.805,1.005
120.835,1.006
120.865,1.007
120.895,1.004
120.925,1.013
120.955,1.006
120.985,1.009
121.015,1.005
121.045,1.001
121.075,1.008
121.105,1.013
121.135,1.011
121.165,1.011
121.195,1.006
121.225,1.006
121.255,1.007
121.285,1.004
121.315,0.997
121.345,1.007
121.375,1.001
121.405,1.002
121.435,1.002
121.465,1.004
121.495,1.005
121.525,1.008
121.555,1.009
121.585,1.002
121.615,1.004
121.645,1.012
121.675,0.997
121.705,1.004
121.735,0.999
121.765,1.002
121.795,1.001
121.825,1.002
121.855,1.007
121.885,1.004
121.915,1.003
121.945,1.004
121.975,1.001
122.005,1.002
122.035,1.000
122.065,1.008
122.095,1.002
122.125,0.998
122.155,1.000
122.185,1.006
122.215,1.010
122.245,1.002
122.275,1.003
122.305,1.001
122.335,1.001
122.365,1.008
122.395,1.008
122.425,1.005
122.455,1.005
122.485,1.006
122.515,1.004
122.545,1.004
122.575,1.006
122.605,1.003
122.635,1.001
122.665,1.003
122.695,1.001
122.725,1.002
122.755,0.999
122.785,1.006
122.815,1.008
122.845,1.011
122.875,1.008
122.905,1.004
122.935,1.005
122.965,1.000
122.995,1.002
123.025,1.003
123.055,1.007
123.085,1.009
123.115,0.997
123.145,1.012
123.175,1.007
123.205,1.008
123.235,1.012
123.265,1.004
123.295,1.007
123.325,1.009
123.355,1.007
123.385,1.003
123.415,1.005
123.445,1.003
123.475,1.002
123.505,1.004
123.535,1.009
123.565,1.015
123.595,1.013
123.625,1.004
123.655,1.007
123.685,1.000
123.715,1.003
123.745,1.007
123.775,1.007
123.805,1.003
123.835,1.001
123.865,1.011
123.895,1.013
123.925,1.004
123.955,1.003
123.985,1.007
124.015,1.008
124.045,1.007
124.075,1.005
124.105,1.009
124.135,1.009
124.165,1.013
124.195,1.005
124.225,1.007
124.255,1.013
124.285,1.006
124.315,1.005
124.345,1.007
124.375,1.004
124.405,1.006
124.435,1.005
124.465,1.011
124.495,1.010
124.525,1.006
124.555,1.009
124.585,1.003
124.615,1.006
124.645,1.011
124.675,1.015
124.705,0.999
124.735,1.000
124.765,1.001
124.795,0.999
124.825,1.006
124.855,1.005
124.885,1.005
124.915,1.003
124.945,1.014
124.975,1.010
125.005,1.007
125.035,1.000
125.065,1.005
125.095,1.009
125.125,1.012
125.155,1.013
125.185,1.017
125.215,1.010
125.245,0.999
125.275,0.997
