df_hash,22ZHK4.DWJ61Z
457.513,42
458.346,40
459.221,49
460.584,64
461.510,74
462.196,77
463.365,81
464.244,80
465.317,78
466.339,77
467.269,77
468.145,75
469.509,81
470.191,81
471.116,83
472.287,84
473.213,79
474.091,72
475.260,68
476.187,71
477.112,70
478.432,62
479.162,64
480.284,66
481.210,61
482.136,63
483.013,63
484.230,62
485.108,69
485.985,71
487.205,73
488.108,72
489.205,53
490.324,56
491.058,58
491.933,46
493.157,42
494.077,36
494.952,36
496.127,47
497.003,32
497.881,34
499.099,37
499.977,61
500.858,68
502.073,58
502.952,42
503.928,19
505.145,28
505.924,30
507.142,37
508.020,39
509.041,37
509.824,45
511.002,37
511.873,37
513.094,47
514.014,45
514.845,47
516.015,53
517.092,60
518.060,47
518.751,42
520.012,42
520.838,39
