df_hash,22ZHK4.DWJ61Z
458.302,98
459.218,97
460.391,96
461.290,95
462.192,95
463.362,94
464.241,93
465.185,92
466.336,91
467.262,91
468.140,91
469.505,91
470.187,91
471.113,91
472.283,91
473.210,91
474.087,92
475.257,93
476.183,94
477.063,95
478.426,95
479.157,95
480.279,95
481.205,95
482.131,96
483.008,96
484.227,96
485.105,96
485.982,96
487.201,96
488.106,96
488.957,97
490.194,97
491.052,97
491.930,96
493.149,96
494.039,96
494.903,96
496.122,100
497.000,97
497.877,98
499.096,99
499.973,98
500.852,98
502.070,99
502.947,99
503.879,98
505.141,98
505.921,98
506.928,98
508.017,98
508.918,98
509.821,99
510.991,98
511.868,101
512.809,103
513.965,106
514.842,108
515.770,110
516.978,113
517.858,115
518.742,113
519.954,113
520.791,113
