df_hash,22ZHK4.DWJ61Z
246.437,1.045
246.467,1.053
246.497,1.043
246.527,1.077
246.557,1.089
246.587,1.070
246.617,1.091
246.647,1.090
246.677,1.074
246.707,1.090
246.737,1.084
246.767,1.061
246.797,1.086
246.827,1.069
246.857,1.057
246.887,1.104
246.917,1.091
246.947,1.087
246.977,1.084
247.007,1.074
247.037,1.062
247.067,1.092
247.097,1.081
247.127,1.082
247.157,1.071
247.187,1.077
247.217,1.078
247.247,1.074
247.277,1.092
247.307,1.090
247.337,1.081
247.367,1.075
247.397,1.092
247.427,1.081
247.457,1.085
247.487,1.089
247.517,1.082
247.547,1.088
247.577,1.076
247.607,1.078
247.637,1.087
247.667,1.082
247.697,1.078
247.727,1.084
247.757,1.078
247.787,1.082
247.817,1.083
247.847,1.079
247.877,1.079
247.907,1.082
247.937,1.083
247.967,1.074
247.997,1.085
248.027,1.077
248.057,1.079
248.087,1.089
248.117,1.078
248.147,1.077
248.177,1.087
248.207,1.076
248.237,1.085
248.267,1.081
248.297,1.088
248.327,1.081
248.357,1.081
248.387,1.079
248.417,1.084
248.447,1.079
248.477,1.079
248.507,1.086
248.537,1.080
248.567,1.077
248.597,1.079
248.627,1.088
248.657,1.085
248.687,1.079
248.717,1.079
248.747,1.082
248.777,1.078
248.807,1.088
248.837,1.077
248.867,1.092
248.897,1.080
248.927,1.092
248.957,1.092
248.987,1.088
249.017,1.114
249.047,1.072
249.077,1.082
249.107,1.087
249.137,1.088
249.167,1.082
249.197,1.102
249.227,1.099
249.257,1.075
249.287,1.068
249.317,1.064
249.347,1.065
249.377,1.062
249.407,1.067
249.437,1.084
249.467,1.076
249.497,1.081
249.527,1.082
249.557,1.060
249.587,1.077
249.617,1.066
249.647,1.065
249.677,1.085
249.707,1.097
249.737,1.092
249.767,1.086
249.797,1.100
249.827,1.115
249.857,1.082
249.887,1.076
249.917,1.054
249.947,1.065
249.977,1.069
250.007,1.070
250.037,1.106
250.067,1.101
250.097,1.084
250.127,1.089
250.157,1.088
250.187,1.092
250.217,1.071
250.247,1.084
250.277,1.073
250.307,1.088
250.337,1.070
250.367,1.076
250.397,1.080
250.427,1.078
250.457,1.090
250.487,1.104
250.517,1.089
250.547,1.088
250.577,1.085
250.607,1.086
250.637,1.081
250.667,1.094
250.697,1.098
250.727,1.095
250.757,1.086
250.787,1.077
250.817,1.089
250.847,1.084
250.877,1.073
250.907,1.082
250.937,1.081
250.967,1.070
250.997,1.084
251.027,1.098
251.057,1.087
251.087,1.089
251.117,1.098
251.147,1.085
251.177,1.117
251.207,1.085
251.237,1.091
251.267,1.092
251.297,1.064
251.327,1.101
251.357,1.097
251.387,1.094
251.417,1.110
251.447,1.095
251.477,1.080
251.507,1.091
251.537,1.097
251.567,1.103
251.597,1.094
251.627,1.083
251.657,1.107
251.687,1.123
251.717,1.099
251.747,1.104
251.777,1.086
251.807,1.101
251.837,1.080
251.867,1.079
251.897,1.050
251.927,1.085
251.957,1.072
251.987,1.096
252.017,1.107
252.047,1.102
252.077,1.095
252.107,1.091
252.137,1.077
252.167,1.065
252.197,1.068
252.227,1.097
252.257,1.062
252.287,1.069
252.317,1.089
252.347,1.102
252.377,1.092
252.407,1.081
252.437,1.090
252.467,1.081
252.497,1.083
252.527,1.073
252.557,1.087
252.587,1.091
252.617,1.072
252.647,1.077
252.677,1.083
252.707,1.080
252.737,1.069
252.767,1.076
252.797,1.097
252.827,1.092
252.857,1.083
252.887,1.086
252.917,1.099
252.947,1.094
252.977,1.103
253.007,1.108
253.037,1.095
253.067,1.090
253.097,1.082
253.127,1.069
253.157,1.081
253.187,1.084
253.217,1.082
253.247,1.072
253.277,1.094
253.307,1.063
253.337,1.078
253.367,1.103
253.397,1.089
253.427,1.102
253.457,1.102
253.487,1.098
253.517,1.089
253.547,1.100
253.577,1.088
253.607,1.080
253.637,1.078
253.667,1.074
253.697,1.086
253.727,1.085
253.757,1.076
253.787,1.080
253.817,1.078
253.847,1.077
253.877,1.076
253.907,1.074
253.937,1.062
253.967,1.077
253.997,1.090
254.027,1.075
254.057,1.079
254.087,1.085
254.117,1.077
254.147,1.084
254.177,1.088
254.207,1.074
254.237,1.066
254.267,1.073
254.297,1.075
254.327,1.102
254.357,1.121
254.387,1.093
254.417,1.092
254.447,1.074
254.477,1.071
254.507,1.078
254.537,1.053
254.567,1.059
254.597,1.043
254.627,1.067
254.657,1.080
254.687,1.049
254.717,1.104
254.747,1.096
254.777,1.088
254.807,1.097
254.837,1.107
254.867,1.100
254.897,1.080
254.927,1.090
254.957,1.108
254.987,1.100
255.017,1.099
255.047,1.103
255.077,1.087
255.107,1.083
255.137,1.074
255.167,1.066
255.197,1.065
255.227,1.074
255.257,1.093
255.287,1.076
255.317,1.057
255.347,1.053
255.377,1.111
255.407,1.075
255.437,1.072
255.467,1.082
255.497,1.062
255.527,1.087
255.557,1.089
255.587,1.118
255.617,1.072
255.647,1.068
255.677,1.086
255.707,1.036
255.737,1.054
255.767,1.082
255.797,1.078
255.827,1.056
255.857,1.063
255.887,1.051
255.917,1.059
255.947,1.075
255.977,1.036
256.007,1.059
256.037,1.063
256.067,1.078
256.097,1.088
256.127,1.078
256.157,1.110
256.187,1.100
256.217,1.103
256.247,1.116
256.277,1.080
256.307,1.109
256.337,1.090
256.367,1.092
256.397,1.092
256.427,1.098
256.457,1.097
256.487,1.107
256.517,1.108
256.547,1.079
256.577,1.109
256.607,1.099
256.637,1.090
256.667,1.098
256.697,1.095
256.727,1.093
256.757,1.093
256.787,1.088
256.817,1.091
256.847,1.099
256.877,1.093
256.907,1.083
256.937,1.099
256.967,1.095
256.997,1.092
257.027,1.087
257.057,1.074
257.087,1.080
257.117,1.075
257.147,1.084
257.177,1.085
257.207,1.069
257.237,1.091
257.267,1.094
257.297,1.081
257.327,1.089
257.357,1.082
257.387,1.076
257.417,1.085
257.447,1.087
257.477,1.090
257.507,1.089
257.537,1.086
257.567,1.098
257.597,1.090
257.627,1.080
257.657,1.094
257.687,1.087
257.717,1.083
257.747,1.095
257.777,1.087
257.807,1.091
257.837,1.092
257.867,1.089
257.897,1.097
257.927,1.088
257.957,1.083
257.987,1.093
258.017,1.084
258.047,1.090
258.077,1.090
258.107,1.085
258.137,1.089
258.167,1.096
258.197,1.080
258.227,1.087
258.257,1.088
258.287,1.084
258.317,1.089
258.347,1.081
258.377,1.087
258.407,1.090
258.437,1.083
258.467,1.096
258.497,1.093
258.527,1.075
258.557,1.087
258.587,1.096
258.617,1.078
258.647,1.091
258.677,1.090
258.707,1.081
258.737,1.084
258.767,1.086
258.797,1.080
258.827,1.094
258.857,1.089
258.887,1.085
258.917,1.082
258.947,1.081
258.977,1.094
259.007,1.085
259.037,1.084
259.067,1.102
259.097,1.083
259.127,1.097
259.157,1.092
259.187,1.082
259.217,1.089
259.247,1.096
259.277,1.083
259.307,1.088
259.337,1.087
259.367,1.084
259.397,1.087
259.427,1.076
259.457,1.091
259.487,1.087
259.517,1.096
259.547,1.088
259.577,1.081
259.607,1.100
259.637,1.072
259.667,1.091
259.697,1.099
259.727,1.104
259.757,1.105
259.787,1.110
259.817,1.107
259.847,1.096
259.877,1.079
259.907,1.096
259.937,1.079
259.967,1.077
259.997,1.092
260.027,1.098
260.057,1.098
260.087,1.089
260.117,1.102
260.147,1.082
260.177,1.068
260.207,1.069
260.237,1.072
260.267,1.077
260.297,1.089
260.327,1.087
260.357,1.078
260.387,1.096
260.417,1.077
260.447,1.079
260.477,1.087
260.507,1.076
260.537,1.081
260.567,1.090
260.597,1.093
260.627,1.088
260.657,1.096
260.687,1.086
260.717,1.095
260.747,1.089
260.777,1.086
260.807,1.098
260.837,1.093
260.867,1.095
260.897,1.092
260.927,1.084
260.957,1.082
260.987,1.089
261.017,1.089
261.047,1.088
261.077,1.085
261.107,1.098
261.137,1.094
261.167,1.084
261.197,1.104
261.227,1.085
261.257,1.109
261.287,1.100
261.317,1.086
261.347,1.111
261.377,1.053
261.407,1.189
261.437,1.091
261.467,1.087
261.497,1.117
261.527,1.040
261.557,1.084
261.587,1.046
261.617,1.063
261.647,1.063
261.677,1.059
261.707,1.085
261.737,1.067
261.767,1.064
261.797,1.088
261.827,1.053
261.857,1.083
261.887,1.069
261.917,1.065
261.947,1.083
261.977,1.065
262.007,1.067
262.037,1.092
262.067,1.072
262.097,1.076
262.127,1.072
262.157,1.065
262.187,1.091
262.217,1.104
262.247,1.125
262.277,1.011
262.307,1.075
262.337,0.914
262.367,1.057
262.397,1.113
262.427,1.115
262.457,1.068
262.487,1.115
262.517,1.076
262.547,1.087
262.577,1.134
262.607,1.138
262.637,1.122
262.667,1.132
262.697,1.087
262.727,1.106
262.757,1.089
262.787,1.028
262.817,1.082
262.847,0.988
262.877,1.065
262.907,1.124
262.937,1.088
262.967,1.085
262.997,1.060
263.027,1.057
263.057,1.098
263.087,1.069
263.117,1.076
263.147,1.101
263.177,1.079
263.207,1.080
263.237,1.093
263.267,1.060
263.297,1.085
263.327,1.097
263.357,1.064
263.387,1.085
263.417,1.090
263.447,1.062
263.477,1.097
263.507,1.097
263.537,1.086
263.567,1.094
263.597,1.073
263.627,1.085
263.657,1.079
263.687,1.089
263.717,1.088
263.747,1.093
263.777,1.094
263.807,1.088
263.837,1.098
263.867,1.091
263.897,1.091
263.927,1.098
263.957,1.083
263.987,1.083
264.017,1.091
264.047,1.089
264.077,1.094
264.107,1.089
264.137,1.090
264.167,1.095
264.197,1.086
264.227,1.089
264.257,1.089
264.287,1.083
264.317,1.099
264.347,1.085
264.377,1.099
264.407,1.086
264.437,1.085
264.467,1.089
264.497,1.086
264.527,1.104
264.557,1.075
264.587,1.090
264.617,1.090
264.647,1.084
264.677,1.105
264.707,1.087
264.737,1.085
264.767,1.088
264.797,1.083
264.827,1.102
264.857,1.095
264.887,1.090
264.917,1.094
264.947,1.082
264.977,1.092
265.007,1.081
265.037,1.092
265.067,1.095
265.097,1.085
265.127,1.093
265.157,1.093
265.187,1.081
265.217,1.091
265.247,1.083
265.277,1.092
265.307,1.101
265.337,1.082
265.367,1.099
265.397,1.090
265.427,1.080
265.457,1.087
265.487,1.088
265.517,1.096
265.547,1.095
265.577,1.089
265.607,1.092
265.637,1.083
265.667,1.091
265.697,1.097
265.727,1.083
265.757,1.095
265.787,1.082
265.817,1.090
265.847,1.091
265.877,1.087
265.907,1.092
265.937,1.085
265.967,1.093
265.997,1.095
266.027,1.083
266.057,1.087
266.087,1.098
266.117,1.078
266.147,1.092
266.177,1.090
266.207,1.079
266.237,1.088
266.267,1.080
266.297,1.089
266.327,1.092
266.357,1.065
266.387,1.093
266.417,1.083
266.447,1.090
266.477,1.109
266.507,1.100
266.537,1.099
266.567,1.087
266.597,1.088
266.627,1.089
266.657,1.096
266.687,1.099
266.717,1.083
266.747,1.095
266.777,1.085
266.807,1.104
266.837,1.087
266.867,1.096
266.897,1.102
266.927,1.083
266.957,1.091
266.987,1.097
267.017,1.085
267.047,1.103
267.077,1.082
267.107,1.085
267.137,1.099
267.167,1.085
267.197,1.093
267.227,1.089
267.257,1.096
267.287,1.090
267.317,1.088
267.347,1.091
267.377,1.086
267.407,1.094
267.437,1.088
267.467,1.084
267.497,1.094
267.527,1.090
267.557,1.092
267.587,1.092
267.617,1.086
267.647,1.090
267.677,1.091
267.707,1.088
267.737,1.095
267.767,1.088
267.797,1.095
267.827,1.086
267.857,1.094
267.887,1.096
267.917,1.079
267.947,1.092
267.977,1.084
268.007,1.090
268.037,1.106
268.067,1.094
268.097,1.090
268.127,1.095
268.157,1.084
268.187,1.085
268.217,1.090
268.247,1.082
268.277,1.092
268.307,1.084
268.337,1.093
268.367,1.092
268.397,1.091
268.427,1.099
268.457,1.078
268.487,1.099
268.517,1.085
268.547,1.091
268.577,1.100
268.607,1.090
268.637,1.085
268.667,1.083
268.697,1.090
268.727,1.087
268.757,1.097
268.787,1.113
268.817,1.086
268.847,1.071
268.877,1.089
268.907,1.078
268.937,1.076
268.967,1.097
268.997,1.084
269.027,1.095
269.057,1.092
269.087,1.086
269.117,1.101
269.147,1.092
269.177,1.107
269.207,1.100
269.237,1.089
269.267,1.104
269.297,1.088
269.327,1.088
269.357,1.097
269.387,1.092
269.417,1.087
269.447,1.101
269.477,1.087
269.507,1.089
269.537,1.096
269.567,1.096
269.597,1.088
269.627,1.091
269.657,1.103
269.687,1.087
269.717,1.088
269.747,1.096
269.777,1.088
269.807,1.085
269.837,1.092
269.867,1.089
269.897,1.094
269.927,1.093
269.957,1.091
269.987,1.090
270.017,1.090
270.047,1.090
270.077,1.089
270.107,1.094
270.137,1.089
270.167,1.093
270.197,1.097
270.227,1.079
270.257,1.096
270.287,1.091
270.317,1.090
270.347,1.096
270.377,1.079
270.407,1.096
270.437,1.089
270.467,1.087
270.497,1.095
270.527,1.088
270.557,1.097
270.587,1.087
270.617,1.086
270.647,1.085
270.677,1.097
270.707,1.095
270.737,1.086
270.767,1.099
270.797,1.084
270.827,1.093
270.857,1.097
270.887,1.105
270.917,1.104
270.947,1.104
270.977,1.095
271.007,1.121
271.037,1.097
271.067,1.097
271.097,1.079
271.127,1.073
271.157,1.079
271.187,1.072
271.217,1.081
271.247,1.089
271.277,1.082
271.307,1.092
271.337,1.084
271.367,1.086
271.397,1.088
271.427,1.092
271.457,1.083
271.487,1.093
271.517,1.090
271.547,1.085
271.577,1.087
271.607,1.093
271.637,1.095
271.667,1.096
271.697,1.096
271.727,1.091
271.757,1.102
271.787,1.101
271.817,1.096
271.847,1.095
271.877,1.096
271.907,1.099
271.937,1.089
271.967,1.103
271.997,1.095
272.027,1.092
272.057,1.110
272.087,1.093
272.117,1.097
272.147,1.090
272.177,1.098
272.207,1.107
272.237,1.088
272.267,1.101
272.297,1.090
272.327,1.090
272.357,1.103
272.387,1.099
272.417,1.095
272.447,1.099
272.477,1.085
272.507,1.093
272.537,1.078
272.567,1.087
272.597,1.092
272.627,1.088
272.657,1.092
272.687,1.089
272.717,1.075
272.747,1.073
272.777,1.073
272.807,1.066
272.837,1.076
272.867,1.069
272.897,1.080
272.927,1.077
272.957,1.086
272.987,1.074
273.017,1.083
273.047,1.075
273.077,1.093
273.107,1.083
273.137,1.100
273.167,1.098
273.197,1.098
273.227,1.108
273.257,1.096
273.287,1.123
273.317,1.122
273.347,1.103
273.377,1.119
273.407,1.106
273.437,1.104
273.467,1.109
273.497,1.118
273.527,1.083
273.557,1.127
273.587,1.087
273.617,1.100
273.647,1.104
273.677,1.092
273.707,1.103
273.737,1.097
273.767,1.102
273.797,1.100
273.827,1.104
273.857,1.092
273.887,1.108
273.917,1.087
273.947,1.107
273.977,1.085
274.007,1.087
274.037,1.114
274.067,1.085
274.097,1.096
274.127,1.092
274.157,1.097
274.187,1.102
274.217,1.090
274.247,1.098
274.277,1.099
274.307,1.099
274.337,1.100
274.367,1.083
274.397,1.090
274.427,1.102
274.457,1.094
274.487,1.095
274.517,1.098
274.547,1.084
274.577,1.102
274.607,1.089
274.637,1.097
274.667,1.095
274.697,1.092
274.727,1.100
274.757,1.091
274.787,1.106
274.817,1.091
274.847,1.092
274.877,1.101
274.907,1.083
274.937,1.100
274.967,1.093
274.997,1.095
275.027,1.098
275.057,1.098
275.087,1.101
275.117,1.101
275.147,1.085
275.177,1.094
275.207,1.090
275.237,1.082
275.267,1.095
275.297,1.087
275.327,1.098
275.357,1.092
275.387,1.093
275.417,1.088
275.447,1.099
275.477,1.098
275.507,1.084
275.537,1.103
275.567,1.089
275.597,1.101
275.627,1.098
275.657,1.098
275.687,1.106
275.717,1.093
275.747,1.087
275.777,1.098
275.807,1.094
275.837,1.091
275.867,1.104
275.897,1.085
275.927,1.101
275.957,1.097
275.987,1.081
276.017,1.100
276.047,1.086
276.077,1.104
276.107,1.103
276.137,1.083
276.167,1.104
276.197,1.097
276.227,1.093
276.257,1.103
276.287,1.104
276.317,1.084
276.347,1.101
276.377,1.085
276.407,1.096
276.437,1.096
276.467,1.089
276.497,1.096
276.527,1.100
276.557,1.088
276.587,1.097
276.617,1.093
276.647,1.095
276.677,1.093
276.707,1.092
276.737,1.085
276.767,1.101
276.797,1.097
276.827,1.096
276.857,1.109
276.887,1.094
276.917,1.078
276.947,1.101
276.977,1.100
277.007,1.090
277.037,1.099
277.067,1.095
277.097,1.095
277.127,1.091
277.157,1.096
277.187,1.096
277.217,1.095
277.247,1.085
277.277,1.094
277.307,1.097
277.337,1.092
277.367,1.099
277.397,1.095
277.427,1.104
277.457,1.105
277.487,1.086
277.517,1.100
277.547,1.089
277.577,1.097
277.607,1.089
277.637,1.092
277.667,1.105
277.697,1.094
277.727,1.101
277.757,1.100
277.787,1.086
277.817,1.101
277.847,1.089
277.877,1.095
277.907,1.105
277.937,1.085
277.967,1.106
277.997,1.087
278.027,1.097
278.057,1.097
278.087,1.091
278.117,1.091
278.147,1.089
278.177,1.096
278.207,1.096
278.237,1.098
278.267,1.102
278.297,1.093
278.327,1.089
278.357,1.102
278.387,1.088
278.417,1.098
278.447,1.097
278.477,1.092
278.507,1.097
278.537,1.089
278.567,1.102
278.597,1.097
278.627,1.084
278.657,1.095
278.687,1.089
278.717,1.101
278.747,1.092
278.777,1.091
278.807,1.099
278.837,1.098
278.867,1.096
278.897,1.093
278.927,1.099
278.957,1.096
278.987,1.093
279.017,1.092
279.047,1.095
279.077,1.101
279.107,1.095
279.137,1.100
279.167,1.090
279.197,1.096
279.227,1.097
279.257,1.091
279.287,1.098
279.317,1.086
279.347,1.103
279.377,1.099
279.407,1.091
279.437,1.104
279.467,1.090
279.497,1.092
279.527,1.092
279.557,1.071
279.587,1.102
279.617,1.073
279.647,1.105
279.677,1.106
279.707,1.123
279.737,1.103
279.767,1.089
279.797,1.083
279.827,1.111
279.857,1.073
279.887,1.127
279.917,1.090
279.947,1.106
279.977,1.095
280.007,1.097
280.037,1.094
280.067,1.097
280.097,1.136
280.127,1.117
280.157,1.090
280.187,1.124
280.217,1.111
280.247,1.103
280.277,1.115
280.307,1.088
280.337,1.083
280.367,1.076
280.397,1.070
280.427,1.112
280.457,1.085
280.487,1.128
280.517,1.146
280.547,1.079
280.577,1.081
280.607,1.069
280.637,1.001
280.667,1.055
280.697,1.062
280.727,1.078
280.757,1.148
280.787,1.097
280.817,1.154
280.847,1.117
280.877,1.062
280.907,0.983
280.937,1.038
280.967,1.136
280.997,1.133
281.027,1.137
281.057,1.106
281.087,1.070
281.117,0.976
281.147,1.097
281.177,1.107
281.207,1.084
281.237,1.103
281.267,1.068
281.297,1.087
281.327,1.126
281.357,1.168
281.387,1.132
281.417,1.104
281.447,1.083
281.477,1.045
281.507,1.104
281.537,1.028
281.567,1.037
281.597,1.135
281.627,1.053
281.657,1.051
281.687,1.114
281.717,1.077
281.747,1.089
281.777,1.047
281.807,1.060
281.837,1.119
281.867,1.008
281.897,1.053
281.927,1.117
281.957,1.041
281.987,1.093
282.017,1.041
282.047,1.093
282.077,1.096
282.107,1.035
282.137,1.117
282.167,1.095
282.197,1.107
282.227,1.086
282.257,1.114
282.287,1.104
282.317,1.078
282.347,1.112
282.377,1.089
282.407,1.110
282.437,1.081
282.467,1.088
282.497,1.123
282.527,1.098
282.557,1.098
282.587,1.099
282.617,1.097
282.647,1.084
282.677,1.079
282.707,1.089
282.737,1.085
282.767,1.078
282.797,1.092
282.827,1.098
282.857,1.102
282.887,1.085
282.917,1.089
282.947,1.091
282.977,1.082
283.007,1.094
283.037,1.083
283.067,1.106
283.097,1.092
283.127,1.108
283.157,1.102
283.187,1.074
283.217,1.099
283.247,1.078
283.277,1.089
283.307,1.091
283.337,1.105
283.367,1.100
283.397,1.082
283.427,1.096
283.457,1.088
283.487,1.098
283.517,1.085
283.547,1.085
283.577,1.104
283.607,1.100
283.637,1.095
283.667,1.095
283.697,1.094
283.727,1.078
283.757,1.094
283.787,1.089
283.817,1.097
283.847,1.097
283.877,1.087
283.907,1.089
283.937,1.099
283.967,1.100
283.997,1.091
284.027,1.093
284.057,1.112
284.087,1.099
284.117,1.094
284.147,1.137
284.177,1.118
284.207,1.086
284.237,1.120
284.267,1.110
284.297,1.084
284.327,1.071
284.357,1.079
284.387,1.028
284.417,1.060
284.447,1.091
284.477,1.100
284.507,1.110
284.537,1.098
284.567,1.082
284.597,1.068
284.627,1.049
284.657,1.072
284.687,1.076
284.717,1.092
284.747,1.100
284.777,1.073
284.807,1.087
284.837,1.089
284.867,1.097
284.897,1.082
284.927,1.098
284.957,1.086
284.987,1.103
285.017,1.100
285.047,1.087
285.077,1.096
285.107,1.071
285.137,1.094
285.167,1.086
285.197,1.078
285.227,1.094
285.257,1.094
285.287,1.090
285.317,1.094
285.347,1.072
285.377,1.087
285.407,1.080
285.437,1.083
285.467,1.102
285.497,1.093
285.527,1.103
285.557,1.089
285.587,1.101
285.617,1.092
285.647,1.082
285.677,1.093
285.707,1.089
285.737,1.099
285.767,1.090
285.797,1.088
285.827,1.096
285.857,1.093
285.887,1.088
285.917,1.076
285.947,1.095
285.977,1.079
286.007,1.089
286.037,1.093
286.067,1.092
286.097,1.089
286.127,1.097
286.157,1.087
286.187,1.082
286.217,1.098
286.247,1.077
286.277,1.089
286.307,1.104
286.337,1.071
286.367,1.095
286.397,1.087
286.427,1.085
286.457,1.093
286.487,1.090
286.517,1.090
286.547,1.077
286.577,1.104
286.607,1.083
286.637,1.089
286.667,1.105
286.697,1.084
286.727,1.092
286.757,1.091
286.787,1.084
286.817,1.098
286.847,1.084
286.877,1.096
286.907,1.089
286.937,1.087
286.967,1.096
286.997,1.100
287.027,1.081
287.057,1.094
287.087,1.092
287.117,1.080
287.147,1.095
287.177,1.076
287.207,1.096
287.237,1.083
287.267,1.101
287.297,1.101
287.327,1.080
287.357,1.100
287.387,1.066
287.417,1.094
287.447,1.097
287.477,1.085
287.507,1.100
287.537,1.084
287.567,1.098
287.597,1.091
287.627,1.071
287.657,1.094
287.687,1.079
287.717,1.102
287.747,1.084
287.777,1.084
287.807,1.089
287.837,1.091
287.867,1.096
287.897,1.098
287.927,1.092
287.957,1.079
287.987,1.092
288.017,1.075
288.047,1.098
288.077,1.091
288.107,1.081
288.137,1.099
288.167,1.084
288.197,1.097
288.227,1.098
288.257,1.082
288.287,1.095
288.317,1.080
288.347,1.104
288.377,1.103
288.407,1.079
288.437,1.104
288.467,1.089
288.497,1.090
288.527,1.103
288.557,1.092
288.587,1.093
288.617,1.079
288.647,1.083
288.677,1.086
288.707,1.085
288.737,1.090
288.767,1.101
288.797,1.092
288.827,1.103
288.857,1.098
288.887,1.082
288.917,1.098
288.947,1.094
288.977,1.082
289.007,1.109
289.037,1.100
289.067,1.083
289.097,1.094
289.127,1.062
289.157,1.053
289.187,1.098
289.217,1.082
289.247,1.105
289.277,1.100
289.307,1.098
289.337,1.106
289.367,1.092
289.397,1.103
289.427,1.092
289.457,1.086
289.487,1.093
289.517,1.080
289.547,1.071
289.577,1.064
289.607,1.078
289.637,1.069
289.667,1.082
289.697,1.093
289.727,1.074
289.757,1.106
289.787,1.076
289.817,1.066
289.847,1.099
289.877,1.079
289.907,1.073
289.937,1.103
289.967,1.118
289.997,1.115
290.027,1.162
290.057,1.162
290.087,1.117
290.117,1.101
290.147,1.073
290.177,1.092
290.207,1.063
290.237,1.081
290.267,1.083
290.297,1.056
290.327,1.062
290.357,1.078
290.387,1.101
290.417,1.083
290.447,1.072
290.477,1.112
290.507,1.096
290.537,1.079
290.567,1.105
290.597,1.098
290.627,1.091
290.657,1.101
290.687,1.101
290.717,1.101
290.747,1.109
290.777,1.083
290.807,1.110
290.837,1.099
290.867,1.100
290.897,1.113
290.927,1.097
290.957,1.089
290.987,1.109
291.017,1.091
291.047,1.090
291.077,1.096
291.107,1.083
291.137,1.091
291.167,1.095
291.197,1.091
291.227,1.101
291.257,1.088
291.287,1.091
291.317,1.100
291.347,1.092
291.377,1.098
291.407,1.083
291.437,1.091
291.467,1.101
291.497,1.094
291.527,1.086
291.557,1.094
291.587,1.093
291.617,1.103
291.647,1.091
291.677,1.085
291.707,1.101
291.737,1.092
291.767,1.083
291.797,1.094
291.827,1.097
291.857,1.088
291.887,1.107
291.917,1.090
291.947,1.087
291.977,1.106
292.007,1.098
292.037,1.087
292.067,1.092
292.097,1.102
292.127,1.088
292.157,1.078
292.187,1.100
292.217,1.094
292.247,1.090
292.277,1.099
292.307,1.086
292.337,1.085
292.367,1.097
292.397,1.094
292.427,1.078
292.457,1.101
292.487,1.092
292.517,1.108
292.547,1.095
292.577,1.098
292.607,1.091
292.637,1.091
292.667,1.096
292.697,1.093
292.727,1.084
292.757,1.108
292.787,1.098
292.817,1.090
292.847,1.099
292.877,1.087
292.907,1.077
292.937,1.097
292.967,1.100
292.997,1.097
293.027,1.089
293.057,1.098
293.087,1.090
293.117,1.094
293.147,1.099
293.177,1.084
293.207,1.088
293.237,1.101
293.267,1.084
293.297,1.094
293.327,1.101
293.357,1.088
293.387,1.095
293.417,1.094
293.447,1.086
293.477,1.080
293.507,1.085
293.537,1.082
293.567,1.086
293.597,1.100
293.627,1.094
293.657,1.091
293.687,1.100
293.717,1.084
293.747,1.092
293.777,1.104
293.807,1.083
293.837,1.099
293.867,1.100
293.897,1.091
293.927,1.094
293.957,1.095
293.987,1.099
294.017,1.084
294.047,1.091
294.077,1.088
294.107,1.089
294.137,1.096
294.167,1.101
294.197,1.094
294.227,1.087
294.257,1.101
294.287,1.089
294.317,1.097
294.347,1.103
294.377,1.108
294.407,1.115
294.437,1.124
294.467,1.099
294.497,1.072
294.527,1.074
294.557,1.057
294.587,1.050
294.617,1.059
294.647,1.065
294.677,1.065
294.707,1.044
294.737,1.094
294.767,1.047
294.797,1.058
294.827,1.057
294.857,1.086
294.887,1.063
294.917,1.137
294.947,1.106
294.977,1.107
295.007,1.101
295.037,1.102
295.067,1.111
295.097,1.116
295.127,1.092
295.157,1.111
295.187,1.130
295.217,1.062
295.247,1.125
295.277,1.080
295.307,1.092
295.337,1.117
295.367,1.085
295.397,1.095
295.427,1.111
295.457,1.087
295.487,1.109
295.517,1.075
295.547,1.105
295.577,1.103
295.607,1.073
295.637,1.124
295.667,1.084
295.697,1.088
295.727,1.115
295.757,1.080
295.787,1.088
295.817,1.072
295.847,1.075
295.877,1.117
295.907,1.086
295.937,1.098
295.967,1.102
295.997,1.085
296.027,1.063
296.057,1.112
296.087,1.066
296.117,1.101
296.147,1.097
296.177,1.072
296.207,1.104
296.237,1.091
296.267,1.066
296.297,1.106
296.327,1.072
296.357,1.081
296.387,1.103
296.417,1.081
296.447,1.091
296.477,1.093
296.507,1.084
296.537,1.084
296.567,1.081
296.597,1.112
296.627,1.084
296.657,1.058
296.687,1.110
296.717,1.096
296.747,1.096
296.777,1.097
296.807,1.078
296.837,1.104
296.867,1.090
296.897,1.096
296.927,1.080
296.957,1.081
296.987,1.093
297.017,1.086
297.047,1.084
297.077,1.085
297.107,1.070
297.137,1.088
297.167,1.090
297.197,1.075
297.227,1.096
297.257,1.068
297.287,1.080
297.317,1.095
297.347,1.062
297.377,1.104
297.407,1.067
297.437,1.106
297.467,1.087
297.497,1.106
297.527,1.092
297.557,1.089
297.587,1.096
297.617,1.111
297.647,1.079
297.677,1.094
297.707,1.092
297.737,1.062
297.767,1.101
297.797,1.086
297.827,1.067
297.857,1.097
297.887,1.070
297.917,1.101
297.947,1.073
297.977,1.083
298.007,1.108
298.037,1.066
298.067,1.120
298.097,1.089
298.127,1.082
298.157,1.086
298.187,1.068
298.217,1.111
298.247,1.064
298.277,1.081
298.307,1.097
298.337,1.096
298.367,1.097
298.397,1.095
298.427,1.055
298.457,1.105
298.487,1.093
298.517,1.089
298.547,1.095
298.577,1.078
298.607,1.096
298.637,1.084
298.667,1.105
298.697,1.072
298.727,1.107
298.757,1.104
298.787,1.079
298.817,1.077
