df_hash,22ZHK4.DWJ61Z
13.727,1.068
13.757,1.064
13.787,1.067
13.817,1.074
13.847,1.072
13.877,1.067
13.907,1.077
13.937,1.071
13.967,1.062
13.997,1.074
14.027,1.069
14.057,1.069
14.087,1.072
14.117,1.064
14.147,1.073
14.177,1.073
14.207,1.072
14.237,1.077
14.267,1.077
14.297,1.063
14.327,1.063
14.357,1.065
14.387,1.064
14.417,1.068
14.447,1.078
14.477,1.067
14.507,1.072
14.537,1.073
14.567,1.062
14.597,1.075
14.627,1.071
14.657,1.067
14.687,1.073
14.717,1.079
14.747,1.067
14.777,1.070
14.807,1.077
14.837,1.068
14.867,1.074
14.897,1.072
14.927,1.062
14.957,1.071
14.987,1.074
15.017,1.068
15.047,1.073
15.077,1.069
15.107,1.079
15.137,1.070
15.167,1.066
15.197,1.072
15.227,1.071
15.257,1.070
15.287,1.076
15.317,1.067
15.347,1.067
15.377,1.068
15.407,1.058
15.437,1.071
15.467,1.078
15.497,1.067
15.527,1.066
15.557,1.073
15.587,1.068
15.617,1.067
15.647,1.075
15.677,1.066
15.707,1.066
15.737,1.080
15.767,1.072
15.797,1.066
15.827,1.076
15.857,1.068
15.887,1.065
15.917,1.073
15.947,1.071
15.977,1.066
16.007,1.074
16.037,1.062
16.067,1.069
16.097,1.078
16.127,1.074
16.157,1.062
16.187,1.069
16.217,1.067
16.247,1.075
16.277,1.074
16.307,1.066
16.337,1.072
16.367,1.070
16.397,1.062
16.427,1.068
16.457,1.067
16.487,1.069
16.517,1.068
16.547,1.074
16.577,1.073
16.607,1.067
16.637,1.063
16.667,1.072
16.697,1.074
16.727,1.073
16.757,1.068
16.787,1.062
16.817,1.069
16.847,1.076
16.877,1.063
16.907,1.070
16.937,1.068
16.967,1.068
16.997,1.067
17.027,1.071
17.057,1.070
17.087,1.072
17.117,1.065
17.147,1.069
17.177,1.080
17.207,1.066
17.237,1.070
17.267,1.076
17.297,1.074
17.327,1.076
17.357,1.070
17.387,1.064
17.417,1.069
17.447,1.073
17.477,1.066
17.507,1.071
17.537,1.067
17.567,1.063
17.597,1.075
17.627,1.078
17.657,1.072
17.687,1.067
17.717,1.074
17.747,1.070
17.777,1.068
17.807,1.070
17.837,1.068
17.867,1.065
17.897,1.072
17.927,1.082
17.957,1.072
17.987,1.067
18.017,1.067
18.047,1.062
18.077,1.076
18.107,1.078
18.137,1.064
18.167,1.073
18.197,1.077
18.227,1.060
18.257,1.075
18.287,1.070
18.317,1.065
18.347,1.078
18.377,1.064
18.407,1.074
18.437,1.076
18.467,1.070
18.497,1.070
18.527,1.070
18.557,1.079
18.587,1.070
18.617,1.067
18.647,1.063
18.677,1.071
18.707,1.051
18.737,1.076
18.767,1.067
18.797,1.069
18.827,1.083
18.857,1.067
18.887,1.069
18.917,1.075
18.947,1.066
18.977,1.079
19.007,1.076
19.037,1.064
19.067,1.074
19.097,1.066
19.127,1.062
19.157,1.080
19.187,1.076
19.217,1.064
19.247,1.072
19.277,1.075
19.307,1.068
19.337,1.077
19.367,1.073
19.397,1.076
19.427,1.071
19.457,1.070
19.487,1.069
19.517,1.081
19.547,1.065
19.577,1.084
19.607,1.075
19.637,1.074
19.667,1.082
19.697,1.063
19.727,1.073
19.757,1.079
19.787,1.069
19.817,1.078
19.847,1.068
19.877,1.071
19.907,1.075
19.937,1.062
19.967,1.073
19.997,1.080
20.027,1.073
20.057,1.074
20.087,1.078
20.117,1.073
20.147,1.084
20.177,1.077
20.207,1.080
20.237,1.074
20.267,1.076
20.297,1.073
20.327,1.081
20.357,1.085
20.387,1.079
20.417,1.078
20.447,1.077
20.477,1.071
20.507,1.083
20.537,1.087
20.567,1.077
20.597,1.086
20.627,1.112
20.657,1.106
20.687,1.113
20.717,1.100
20.747,1.094
20.777,1.071
20.807,1.072
20.837,1.071
20.867,1.067
20.897,1.060
20.927,1.089
20.957,1.075
20.987,1.081
21.017,1.071
21.047,1.082
21.077,1.072
21.107,1.049
21.137,1.053
21.167,1.070
21.197,1.049
21.227,1.067
21.257,1.055
21.287,1.050
21.317,1.076
21.347,1.071
21.377,1.064
21.407,1.062
21.437,1.086
21.467,1.090
21.497,1.082
21.527,1.090
21.557,1.083
21.587,1.085
21.617,1.079
21.647,1.080
21.677,1.065
21.707,1.064
21.737,1.046
21.767,1.064
21.797,1.075
21.827,1.061
21.857,1.063
21.887,1.070
21.917,1.084
21.947,1.067
21.977,1.078
22.007,1.095
22.037,1.084
22.067,1.086
22.097,1.079
22.127,1.087
22.157,1.078
22.187,1.088
22.217,1.078
22.247,1.074
22.277,1.068
22.307,1.070
22.337,1.082
22.367,1.080
22.397,1.074
22.427,1.092
22.457,1.083
22.487,1.072
22.517,1.078
22.547,1.085
22.577,1.086
22.607,1.094
22.637,1.081
22.667,1.071
22.697,1.088
22.727,1.079
22.757,1.089
22.787,1.094
22.817,1.087
22.847,1.084
22.877,1.090
22.907,1.084
22.937,1.079
22.967,1.077
22.997,1.083
23.027,1.082
23.057,1.070
23.087,1.082
23.117,1.078
23.147,1.072
23.177,1.076
23.207,1.084
23.237,1.098
23.267,1.083
23.297,1.098
23.327,1.089
23.357,1.081
23.387,1.076
23.417,1.076
23.447,1.071
23.477,1.085
23.507,1.081
23.537,1.074
23.567,1.079
23.597,1.076
23.627,1.079
23.657,1.087
23.687,1.084
23.717,1.080
23.747,1.083
23.777,1.078
23.807,1.071
23.837,1.075
23.867,1.076
23.897,1.082
23.927,1.083
23.957,1.093
23.987,1.094
24.017,1.077
24.047,1.078
24.077,1.078
24.107,1.078
24.137,1.081
24.167,1.081
24.197,1.085
24.227,1.082
24.257,1.082
24.287,1.084
24.317,1.077
24.347,1.072
24.377,1.069
24.407,1.054
24.437,1.047
24.467,1.059
24.497,1.056
24.527,1.067
24.557,1.075
24.587,1.050
24.617,1.055
24.647,1.050
24.677,1.031
24.707,1.100
24.737,1.104
24.767,1.080
24.797,1.082
24.827,1.084
24.857,1.076
24.887,1.071
24.917,1.085
24.947,1.080
24.977,1.079
25.007,1.076
25.037,1.048
25.067,1.053
25.097,1.023
25.127,1.031
25.157,1.062
25.187,1.087
25.217,1.076
25.247,1.057
25.277,1.062
25.307,1.035
25.337,1.057
25.367,1.062
25.397,1.057
25.427,1.057
25.457,1.045
25.487,1.062
25.517,1.089
25.547,1.076
25.577,1.079
25.607,1.066
25.637,1.055
25.667,1.059
25.697,1.063
25.727,1.069
25.757,1.046
25.787,1.042
25.817,1.043
25.847,1.053
25.877,1.066
25.907,1.055
25.937,1.053
25.967,1.063
25.997,1.066
26.027,1.060
26.057,1.042
26.087,1.026
26.117,1.036
26.147,1.038
26.177,1.045
26.207,1.049
26.237,1.048
26.267,1.054
26.297,1.055
26.327,1.055
26.357,1.058
26.387,1.054
26.417,1.050
26.447,1.057
26.477,1.066
26.507,1.064
26.537,1.051
26.567,1.069
26.597,1.057
26.627,1.047
26.657,1.054
26.687,1.048
26.717,1.054
26.747,1.060
26.777,1.052
26.807,1.055
26.837,1.053
26.867,1.047
26.897,1.062
26.927,1.063
26.957,1.048
26.987,1.044
27.017,1.045
27.047,1.047
27.077,1.054
27.107,1.062
27.137,1.052
27.167,1.061
27.197,1.052
27.227,1.051
27.257,1.053
27.287,1.053
27.317,1.053
27.347,1.053
27.377,1.049
27.407,1.050
27.437,1.048
27.467,1.055
27.497,1.057
27.527,1.059
27.557,1.056
27.587,1.047
27.617,1.046
27.647,1.058
27.677,1.061
27.707,1.052
27.737,1.062
27.767,1.072
27.797,1.086
27.827,1.086
27.857,1.094
27.887,1.074
27.917,1.035
27.947,1.025
27.977,1.050
28.007,1.044
28.037,1.060
28.067,1.074
28.097,1.076
28.127,1.084
28.157,1.051
28.187,1.059
28.217,1.051
28.247,1.017
28.277,1.045
28.307,1.047
28.337,1.041
28.367,1.071
28.397,1.060
28.427,1.052
28.457,1.074
28.487,1.068
28.517,1.070
28.547,1.062
28.577,1.027
28.607,1.029
28.637,1.046
28.667,1.061
28.697,1.059
28.727,1.033
28.757,1.069
28.787,1.074
28.817,1.064
28.847,1.090
28.877,1.075
28.907,1.091
28.937,1.105
28.967,1.085
28.997,1.072
29.027,1.076
29.057,1.032
29.087,1.033
29.117,1.062
29.147,1.043
29.177,1.056
29.207,1.053
29.237,1.036
29.267,1.055
29.297,1.064
29.327,1.067
29.357,1.070
29.387,1.049
29.417,1.057
29.447,1.066
29.477,1.049
29.507,1.074
29.537,1.071
29.567,1.084
29.597,1.073
29.627,1.056
29.657,1.071
29.687,1.052
29.717,1.066
29.747,1.060
29.777,1.049
29.807,1.056
29.837,1.048
29.867,1.074
29.897,1.058
29.927,1.049
29.957,1.065
29.987,1.060
30.017,1.058
30.047,1.078
30.077,1.081
30.107,1.099
30.137,1.087
30.167,1.073
30.197,1.049
30.227,1.060
30.257,1.071
30.287,1.064
30.317,1.108
30.347,1.077
30.377,1.046
30.407,1.063
30.437,1.058
30.467,1.091
30.497,1.064
30.527,1.058
30.557,1.079
30.587,1.047
30.617,1.065
30.647,1.085
30.677,1.057
30.707,1.119
30.737,1.063
30.767,1.063
30.797,1.093
30.827,1.058
30.857,1.049
30.887,1.077
30.917,1.063
30.947,1.044
30.977,1.100
31.007,1.101
31.037,1.055
31.067,1.085
31.097,1.092
31.127,1.054
31.157,1.062
31.187,1.085
31.217,1.070
31.247,1.045
31.277,1.091
31.307,1.082
31.337,1.049
31.367,1.095
31.397,1.078
31.427,1.066
31.457,1.097
31.487,1.056
31.517,1.050
31.547,1.051
31.577,1.048
31.607,1.051
31.637,1.062
31.667,1.060
31.697,1.072
31.727,1.094
31.757,1.086
31.787,1.070
31.817,1.097
31.847,1.097
31.877,1.086
31.907,1.094
31.937,1.080
31.967,1.069
31.997,1.059
32.027,1.058
32.057,1.055
32.087,1.054
32.117,1.065
32.147,1.073
32.177,1.068
32.207,1.065
32.237,1.099
32.267,1.087
32.297,1.083
32.327,1.079
32.357,1.068
32.387,1.045
32.417,1.057
32.447,1.070
32.477,1.063
32.507,1.056
32.537,1.065
32.567,1.047
32.597,1.053
32.627,1.083
32.657,1.054
32.687,1.074
32.717,1.053
32.747,1.054
32.777,1.085
32.807,1.069
32.837,1.072
32.867,1.056
32.897,1.065
32.927,1.078
32.957,1.075
32.987,1.071
33.017,1.067
33.047,1.059
33.077,1.060
33.107,1.072
33.137,1.077
33.167,1.069
33.197,1.066
33.227,1.066
33.257,1.074
33.287,1.070
33.317,1.065
33.347,1.065
33.377,1.069
33.407,1.062
33.437,1.065
33.467,1.057
33.497,1.070
33.527,1.069
33.557,1.054
33.587,1.063
33.617,1.064
33.647,1.065
33.677,1.065
33.707,1.066
33.737,1.067
33.767,1.062
33.797,1.065
33.827,1.070
33.857,1.061
33.887,1.071
33.917,1.069
33.947,1.062
33.977,1.070
34.007,1.077
34.037,1.064
34.067,1.059
34.097,1.068
34.127,1.066
34.157,1.067
34.187,1.068
34.217,1.068
34.247,1.067
34.277,1.065
34.307,1.071
34.337,1.063
34.367,1.062
34.397,1.072
34.427,1.066
34.457,1.062
34.487,1.069
34.517,1.065
34.547,1.068
34.577,1.069
34.607,1.062
34.637,1.059
34.667,1.066
34.697,1.075
34.727,1.061
34.757,1.063
34.787,1.060
34.817,1.065
34.847,1.059
34.877,1.066
34.907,1.053
34.937,1.079
34.967,1.083
34.997,1.061
35.027,1.078
35.057,1.085
35.087,1.063
35.117,1.046
35.147,1.054
35.177,1.061
35.207,1.050
35.237,1.056
35.267,1.029
35.297,1.027
35.327,1.025
35.357,1.045
35.387,1.051
35.417,1.050
35.447,1.066
35.477,1.085
35.507,1.098
35.537,1.079
35.567,1.039
35.597,1.044
35.627,1.048
35.657,1.046
35.687,1.024
35.717,1.036
35.747,1.053
35.777,1.046
35.807,1.054
35.837,1.058
35.867,1.051
35.897,1.050
35.927,1.041
35.957,1.009
35.987,1.050
36.017,1.075
36.047,1.056
36.077,1.033
36.107,1.043
36.137,1.069
36.167,1.063
36.197,1.062
36.227,1.070
36.257,1.012
36.287,1.027
36.317,1.081
36.347,1.078
36.377,1.058
36.407,1.021
36.437,1.014
36.467,1.057
36.497,1.069
36.527,1.062
36.557,1.033
36.587,1.070
36.617,1.071
36.647,1.021
36.677,1.055
36.707,1.045
36.737,1.043
36.767,1.053
36.797,1.054
36.827,1.053
36.857,1.064
36.887,1.050
36.917,1.036
36.947,1.047
36.977,1.053
37.007,1.046
37.037,1.061
37.067,1.060
37.097,1.059
37.127,1.052
37.157,1.043
37.187,1.033
37.217,1.056
37.247,1.060
37.277,1.052
37.307,1.050
37.337,1.043
37.367,1.047
37.397,1.051
37.427,1.054
37.457,1.043
37.487,1.051
37.517,1.055
37.547,1.054
37.577,1.061
37.607,1.059
37.637,1.052
37.667,1.047
37.697,1.058
37.727,1.051
37.757,1.050
37.787,1.058
37.817,1.055
37.847,1.054
37.877,1.047
37.907,1.058
37.937,1.059
37.967,1.056
37.997,1.048
38.027,1.058
38.057,1.051
38.087,1.048
38.117,1.055
38.147,1.050
38.177,1.048
38.207,1.060
38.237,1.055
38.267,1.053
38.297,1.053
38.327,1.051
38.357,1.052
38.387,1.050
38.417,1.050
38.447,1.057
38.477,1.050
38.507,1.050
38.537,1.056
38.567,1.053
38.597,1.054
38.627,1.053
38.657,1.050
38.687,1.049
38.717,1.051
38.747,1.052
38.777,1.051
38.807,1.060
38.837,1.055
38.867,1.051
38.897,1.048
38.927,1.054
38.957,1.056
38.987,1.052
39.017,1.051
39.047,1.053
39.077,1.057
39.107,1.055
39.137,1.050
39.167,1.056
39.197,1.057
39.227,1.049
39.257,1.056
39.287,1.049
39.317,1.051
39.347,1.059
39.377,1.050
39.407,1.046
39.437,1.050
39.467,1.055
39.497,1.056
39.527,1.058
39.557,1.050
39.587,1.060
39.617,1.055
39.647,1.052
39.677,1.054
39.707,1.050
39.737,1.059
39.767,1.055
39.797,1.054
39.827,1.053
39.857,1.055
39.887,1.062
39.917,1.053
39.947,1.055
39.977,1.050
40.007,1.054
40.037,1.066
40.067,1.062
40.097,1.043
40.127,1.060
40.157,1.060
40.187,1.048
40.217,1.054
40.247,1.058
40.277,1.054
40.307,1.055
40.337,1.055
40.367,1.057
40.397,1.049
40.427,1.053
40.457,1.066
40.487,1.054
40.517,1.047
40.547,1.057
40.577,1.051
40.607,1.055
40.637,1.057
40.667,1.052
40.697,1.050
40.727,1.055
40.757,1.061
40.787,1.050
40.817,1.050
40.847,1.058
40.877,1.054
40.907,1.050
40.937,1.056
40.967,1.047
40.997,1.048
41.027,1.063
41.057,1.065
41.087,1.046
41.117,1.047
41.147,1.055
41.177,1.059
41.207,1.048
41.237,1.053
41.267,1.053
41.297,1.053
41.327,1.057
41.357,1.055
41.387,1.054
41.417,1.056
41.447,1.058
41.477,1.052
41.507,1.056
41.537,1.057
41.567,1.055
41.597,1.060
41.627,1.061
41.657,1.056
41.687,1.046
41.717,1.048
41.747,1.063
41.777,1.057
41.807,1.049
41.837,1.059
41.867,1.060
41.897,1.055
41.927,1.054
41.957,1.059
41.987,1.055
42.017,1.060
42.047,1.057
42.077,1.053
42.107,1.054
42.137,1.059
42.167,1.058
42.197,1.058
42.227,1.052
42.257,1.048
42.287,1.054
42.317,1.062
42.347,1.057
42.377,1.049
42.407,1.063
42.437,1.055
42.467,1.054
42.497,1.056
42.527,1.052
42.557,1.054
42.587,1.059
42.617,1.060
42.647,1.052
42.677,1.054
42.707,1.056
42.737,1.058
42.767,1.059
42.797,1.049
42.827,1.047
42.857,1.060
42.887,1.057
42.917,1.046
42.947,1.057
42.977,1.062
43.007,1.057
43.037,1.056
43.067,1.055
43.097,1.050
43.127,1.062
43.157,1.062
43.187,1.054
43.217,1.051
43.247,1.057
43.277,1.057
43.307,1.064
43.337,1.049
43.367,1.048
43.397,1.055
43.427,1.060
43.457,1.058
43.487,1.052
43.517,1.062
43.547,1.057
43.577,1.054
43.607,1.056
43.637,1.053
43.667,1.057
43.697,1.055
43.727,1.057
43.757,1.058
43.787,1.055
43.817,1.058
43.847,1.059
43.877,1.049
43.907,1.049
43.937,1.052
43.967,1.062
43.997,1.066
44.027,1.054
44.057,1.057
44.087,1.058
44.117,1.054
44.147,1.056
44.177,1.059
44.207,1.055
44.237,1.058
44.267,1.058
44.297,1.055
44.327,1.052
44.357,1.058
44.387,1.064
44.417,1.053
44.447,1.050
44.477,1.054
44.507,1.059
44.537,1.054
44.567,1.048
44.597,1.061
44.627,1.059
44.657,1.058
44.687,1.055
44.717,1.055
44.747,1.061
44.777,1.059
44.807,1.061
44.837,1.062
44.867,1.052
44.897,1.058
44.927,1.063
44.957,1.059
44.987,1.050
45.017,1.058
45.047,1.055
45.077,1.050
45.107,1.059
45.137,1.055
45.167,1.058
45.197,1.059
45.227,1.057
45.257,1.055
45.287,1.056
45.317,1.062
45.347,1.055
45.377,1.059
45.407,1.058
45.437,1.050
45.467,1.062
45.497,1.061
45.527,1.052
45.557,1.054
45.587,1.056
45.617,1.063
45.647,1.058
45.677,1.052
45.707,1.061
45.737,1.058
45.767,1.054
45.797,1.057
45.827,1.055
45.857,1.057
45.887,1.057
45.917,1.056
45.947,1.054
45.977,1.056
46.007,1.057
46.037,1.064
46.067,1.054
46.097,1.043
46.127,1.060
46.157,1.062
46.187,1.062
46.217,1.048
46.247,1.060
46.277,1.060
46.307,1.052
46.337,1.059
46.367,1.054
46.397,1.053
46.427,1.061
46.457,1.062
46.487,1.057
46.517,1.052
46.547,1.059
46.577,1.066
46.607,1.056
46.637,1.049
46.667,1.053
46.697,1.060
46.727,1.054
46.757,1.054
46.787,1.055
46.817,1.057
46.847,1.059
46.877,1.058
46.907,1.054
46.937,1.060
46.967,1.059
46.997,1.054
47.027,1.057
47.057,1.057
47.087,1.052
47.117,1.059
47.147,1.063
47.177,1.057
47.207,1.049
47.237,1.055
47.267,1.061
47.297,1.061
47.327,1.051
47.357,1.056
47.387,1.060
47.417,1.055
47.447,1.055
47.477,1.055
47.507,1.057
47.537,1.059
47.567,1.061
47.597,1.060
47.627,1.058
47.657,1.052
47.687,1.059
47.717,1.064
47.747,1.054
47.777,1.048
47.807,1.052
47.837,1.060
47.867,1.057
47.897,1.055
47.927,1.050
47.957,1.062
47.987,1.056
48.017,1.056
48.047,1.055
48.077,1.059
48.107,1.056
48.137,1.057
48.167,1.060
48.197,1.058
48.227,1.051
48.257,1.059
48.287,1.062
48.317,1.057
48.347,1.051
48.377,1.053
48.407,1.058
48.437,1.058
48.467,1.061
48.497,1.055
48.527,1.059
48.557,1.058
48.587,1.054
48.617,1.054
48.647,1.054
48.677,1.058
48.707,1.058
48.737,1.054
48.767,1.060
48.797,1.054
48.827,1.055
48.857,1.062
48.887,1.061
48.917,1.050
48.947,1.053
48.977,1.058
49.007,1.062
49.037,1.062
49.067,1.053
49.097,1.057
49.127,1.054
49.157,1.056
49.187,1.055
49.217,1.059
49.247,1.055
49.277,1.062
49.307,1.057
49.337,1.058
49.367,1.054
49.397,1.055
49.427,1.064
49.457,1.061
49.487,1.054
49.517,1.047
49.547,1.055
49.577,1.065
49.607,1.064
49.637,1.051
49.667,1.058
49.697,1.060
49.727,1.057
49.757,1.056
49.787,1.058
49.817,1.060
49.847,1.059
49.877,1.057
49.907,1.058
49.937,1.055
49.967,1.057
49.997,1.062
50.027,1.060
50.057,1.052
50.087,1.047
50.117,1.057
50.147,1.062
50.177,1.064
50.207,1.052
50.237,1.065
50.267,1.059
50.297,1.055
50.327,1.056
50.357,1.057
50.387,1.057
50.417,1.060
50.447,1.059
50.477,1.062
50.507,1.053
50.537,1.062
50.567,1.063
50.597,1.055
50.627,1.058
50.657,1.055
50.687,1.060
50.717,1.060
50.747,1.059
50.777,1.055
50.807,1.063
50.837,1.057
50.867,1.056
50.897,1.062
50.927,1.058
50.957,1.061
50.987,1.060
51.017,1.060
51.047,1.056
51.077,1.056
51.107,1.066
51.137,1.062
51.167,1.056
51.197,1.051
51.227,1.062
51.257,1.066
51.287,1.063
51.317,1.061
51.347,1.060
51.377,1.062
51.407,1.062
51.437,1.059
51.467,1.061
51.497,1.057
51.527,1.062
51.557,1.061
51.587,1.064
51.617,1.059
51.647,1.060
51.677,1.065
51.707,1.062
51.737,1.054
51.767,1.056
51.797,1.062
51.827,1.055
51.857,1.055
51.887,1.061
51.917,1.064
51.947,1.058
51.977,1.058
52.007,1.061
52.037,1.061
52.067,1.064
52.097,1.057
52.127,1.055
52.157,1.058
52.187,1.062
52.217,1.062
52.247,1.063
52.277,1.057
52.307,1.053
52.337,1.056
52.367,1.064
52.397,1.062
52.427,1.053
52.457,1.062
52.487,1.063
52.517,1.056
52.547,1.056
52.577,1.065
52.607,1.058
52.637,1.061
52.667,1.062
52.697,1.063
52.727,1.055
52.757,1.058
52.787,1.065
52.817,1.063
52.847,1.047
52.877,1.056
52.907,1.062
52.937,1.064
52.967,1.062
52.997,1.058
53.027,1.061
53.057,1.062
53.087,1.062
53.117,1.060
53.147,1.061
53.177,1.062
53.207,1.060
53.237,1.062
53.267,1.064
53.297,1.058
53.327,1.059
53.357,1.066
53.387,1.062
53.417,1.051
53.447,1.056
53.477,1.060
53.507,1.064
53.537,1.065
53.567,1.061
53.597,1.062
53.627,1.059
53.657,1.061
53.687,1.057
53.717,1.058
53.747,1.062
53.777,1.063
53.807,1.056
53.837,1.057
53.867,1.057
53.897,1.058
53.927,1.062
53.957,1.064
53.987,1.057
54.017,1.055
54.047,1.062
54.077,1.064
54.107,1.062
54.137,1.050
54.167,1.061
54.197,1.067
54.227,1.060
54.257,1.060
54.287,1.055
54.317,1.062
54.347,1.062
54.377,1.062
54.407,1.064
54.437,1.059
54.467,1.059
54.497,1.062
54.527,1.071
54.557,1.061
54.587,1.053
54.617,1.055
54.647,1.065
54.677,1.059
54.707,1.060
54.737,1.061
54.767,1.063
54.797,1.059
54.827,1.061
54.857,1.059
54.887,1.062
54.917,1.065
54.947,1.061
54.977,1.062
55.007,1.061
55.037,1.054
55.067,1.060
55.097,1.062
55.127,1.066
55.157,1.060
55.187,1.055
55.217,1.061
55.247,1.067
55.277,1.060
55.307,1.054
55.337,1.061
55.367,1.062
55.397,1.062
55.427,1.056
55.457,1.056
55.487,1.062
55.517,1.064
55.547,1.062
55.577,1.061
55.607,1.058
55.637,1.055
55.667,1.057
55.697,1.061
55.727,1.064
55.757,1.058
55.787,1.053
55.817,1.060
55.847,1.059
55.877,1.057
55.907,1.061
55.937,1.057
55.967,1.066
55.997,1.057
56.027,1.058
56.057,1.057
56.087,1.060
56.117,1.058
