df_hash,22ZHK4.E50QS1
14.899,412
14.924,367
14.949,314
14.974,245
14.999,161
15.024,81
15.049,14
15.074,-48
15.099,-133
15.124,-244
15.149,-341
15.174,-362
15.199,-268
15.224,-79
15.249,132
15.274,299
15.299,395
15.324,439
15.349,462
15.374,477
15.399,479
15.424,465
15.449,448
15.474,446
15.499,459
15.524,471
15.549,464
15.574,436
15.599,394
15.624,347
15.649,290
15.674,219
15.699,141
15.724,70
15.749,6
15.774,-71
15.799,-178
15.824,-288
15.849,-339
15.874,-276
15.899,-102
15.924,119
15.949,307
15.974,422
15.999,476
16.024,498
16.049,504
16.074,490
16.099,456
16.124,415
16.149,387
16.174,374
16.199,368
16.224,356
16.249,332
16.274,293
16.299,233
16.324,158
16.349,82
16.374,20
16.399,-35
16.424,-110
16.449,-219
16.474,-325
16.499,-360
16.524,-275
16.549,-85
16.574,135
16.599,311
16.624,412
16.649,455
16.674,468
16.699,466
16.724,449
16.749,425
16.774,404
16.799,394
16.824,391
16.849,387
16.874,373
16.899,348
16.924,309
16.949,257
16.974,197
16.999,136
17.024,66
17.049,-28
17.074,-146
17.099,-246
17.124,-263
17.149,-159
17.174,30
17.199,226
17.224,361
17.249,425
17.274,453
17.299,475
17.324,490
17.349,485
17.374,462
17.399,443
17.424,442
17.449,448
17.474,439
17.499,407
17.524,362
17.549,311
17.574,249
17.599,174
17.624,95
17.649,28
17.674,-32
17.699,-112
17.724,-218
17.749,-312
17.774,-327
17.799,-221
17.824,-27
17.849,173
17.874,313
17.899,382
17.924,416
17.949,450
17.974,484
17.999,501
18.024,494
18.049,480
18.074,476
18.099,485
18.124,489
18.149,472
18.174,437
18.199,396
18.224,359
18.249,318
18.274,261
18.299,182
18.324,98
18.349,28
18.374,-23
18.399,-76
18.424,-156
18.449,-261
18.474,-346
18.499,-352
18.524,-248
18.549,-65
18.574,127
18.599,271
18.624,354
18.649,402
18.674,441
18.699,475
18.724,494
18.749,496
18.774,494
18.799,503
18.824,520
18.849,533
18.874,527
18.899,503
18.924,469
18.949,431
18.974,386
18.999,328
19.024,255
19.049,176
19.074,99
19.099,30
19.124,-37
19.149,-117
19.174,-213
19.199,-306
19.224,-355
19.249,-319
19.274,-190
19.299,-12
19.324,151
19.349,256
19.374,303
19.399,325
19.424,347
19.449,368
19.474,371
19.499,358
19.524,347
19.549,358
19.574,386
19.599,407
19.624,398
19.649,363
19.674,320
19.699,278
19.724,234
19.749,178
19.774,115
19.799,61
19.824,21
19.849,-20
19.874,-87
19.899,-172
19.924,-228
19.949,-202
19.974,-79
19.999,96
20.024,258
20.049,362
20.074,414
20.099,444
20.124,474
20.149,495
20.174,496
20.199,481
20.224,472
20.249,482
20.274,496
20.299,492
20.324,457
20.349,405
20.374,353
20.399,303
20.424,243
20.449,166
20.474,83
20.499,11
20.524,-52
20.549,-128
20.574,-222
20.599,-301
20.624,-308
20.649,-208
20.674,-26
20.699,164
20.724,301
20.749,371
20.774,406
20.799,442
20.824,482
20.849,506
20.874,500
20.899,475
20.924,454
20.949,447
20.974,442
20.999,421
21.024,382
21.049,333
21.074,281
21.099,221
21.124,149
21.149,73
21.174,7
21.199,-48
21.224,-112
21.249,-202
21.274,-301
21.299,-356
21.324,-314
21.349,-166
21.374,34
21.399,213
21.424,327
21.449,383
21.474,418
21.499,454
21.524,486
21.549,500
21.574,496
21.599,490
21.624,497
21.649,510
21.674,511
21.699,490
21.724,451
21.749,408
21.774,363
21.799,308
21.824,238
21.849,162
21.874,93
21.899,26
21.924,-54
21.949,-160
21.974,-260
21.999,-296
22.024,-223
22.049,-55
22.074,135
22.099,278
22.124,349
22.149,375
22.174,398
22.199,424
22.224,433
22.249,414
22.274,385
22.299,375
22.324,390
22.349,407
22.374,397
22.399,361
22.424,318
22.449,280
22.474,237
22.499,175
22.524,103
22.549,40
22.574,-6
22.599,-63
22.624,-154
22.649,-254
22.674,-298
22.699,-230
22.724,-62
22.749,134
22.774,283
22.799,363
22.824,402
22.849,430
22.874,449
22.899,446
22.924,422
22.949,398
22.974,390
22.999,393
23.024,388
23.049,368
23.074,340
23.099,308
23.124,267
23.149,209
23.174,140
23.199,73
23.224,7
23.249,-73
23.274,-172
23.299,-252
23.324,-253
23.349,-142
23.374,45
23.399,229
23.424,348
23.449,402
23.474,431
23.499,463
23.524,489
23.549,489
23.574,464
23.599,440
23.624,436
23.649,443
23.674,439
23.699,411
23.724,368
23.749,321
23.774,266
23.799,199
23.824,125
23.849,55
23.874,-10
23.899,-91
23.924,-193
23.949,-279
23.974,-288
23.999,-185
24.024,-3
24.049,178
24.074,298
24.099,353
24.124,381
24.149,410
24.174,436
24.199,436
24.224,414
24.249,394
24.274,395
24.299,409
24.324,408
24.349,382
24.374,345
24.399,310
24.424,274
24.449,221
24.474,150
24.499,77
24.524,20
24.549,-32
24.574,-105
24.599,-201
24.624,-275
24.649,-269
24.674,-156
24.699,22
24.724,196
24.749,314
24.774,377
24.799,415
24.824,452
24.849,482
24.874,491
24.899,480
24.924,469
24.949,473
24.974,488
24.999,494
25.024,479
25.049,447
25.074,408
25.099,366
25.124,313
25.149,247
25.174,178
25.199,118
25.224,70
25.249,12
25.274,-75
25.299,-184
25.324,-268
25.349,-271
25.374,-173
25.399,-9
25.424,150
25.449,254
25.474,298
25.499,314
25.524,331
25.549,351
25.574,359
25.599,349
25.624,338
25.649,343
25.674,366
25.699,385
25.724,383
25.749,359
25.774,326
25.799,290
25.824,246
25.849,190
25.874,132
25.899,88
25.924,52
25.949,0
25.974,-84
25.999,-177
26.024,-216
26.049,-152
26.074,4
26.099,187
26.124,327
26.149,401
26.174,434
26.199,454
26.224,464
26.249,452
26.274,418
26.299,385
26.324,372
26.349,380
26.374,385
26.399,370
26.424,338
26.449,298
26.474,254
26.499,201
26.524,138
26.549,74
26.574,14
26.599,-53
26.624,-143
26.649,-236
26.674,-280
26.699,-224
26.724,-69
26.749,124
26.774,281
26.799,368
26.824,407
26.849,435
26.874,464
26.899,477
26.924,462
26.949,435
26.974,419
26.999,421
27.024,425
27.049,410
27.074,375
27.099,331
27.124,284
27.149,226
27.174,152
27.199,74
27.224,6
27.249,-54
27.274,-129
27.299,-225
27.324,-310
27.349,-321
27.374,-220
27.399,-35
27.424,157
27.449,292
27.474,357
27.499,387
27.524,417
27.549,446
27.574,457
27.599,443
27.624,423
27.649,419
27.674,430
27.699,436
27.724,423
27.749,391
27.774,351
27.799,305
27.824,248
27.849,178
27.874,109
27.899,52
27.924,-1
27.949,-75
27.974,-173
27.999,-261
28.024,-279
28.049,-189
28.074,-12
28.099,185
28.124,338
28.149,426
28.174,471
28.199,504
28.224,535
28.249,555
28.274,556
28.299,545
28.324,540
28.349,547
28.374,555
28.399,543
28.424,504
28.449,445
28.474,382
28.499,323
28.524,260
28.549,186
28.574,107
28.599,36
28.624,-23
28.649,-88
28.674,-173
28.699,-265
28.724,-314
28.749,-270
28.774,-129
28.799,54
28.824,206
28.849,290
28.874,324
28.899,347
28.924,374
28.949,389
28.974,378
28.999,352
29.024,337
29.049,347
29.074,363
29.099,361
29.124,335
29.149,304
29.174,277
29.199,247
29.224,197
29.249,132
29.274,73
29.299,26
29.324,-27
29.349,-109
29.374,-202
29.399,-249
29.424,-199
29.449,-59
29.474,107
29.499,235
29.524,302
29.549,333
29.574,357
29.599,378
29.624,383
29.649,368
29.674,348
29.699,338
29.724,338
29.749,334
29.774,319
29.799,295
29.824,265
29.849,226
29.874,174
29.899,116
29.924,62
29.949,10
29.974,-57
29.999,-153
30.024,-254
30.049,-309
30.074,-273
30.099,-149
30.124,14
30.149,164
30.174,280
30.199,379
30.224,486
30.249,604
30.274,712
30.299,789
30.324,833
30.349,855
30.374,864
30.399,856
30.424,820
30.449,752
30.474,658
30.499,553
30.524,446
30.549,338
30.574,231
30.599,132
30.624,45
30.649,-31
30.674,-112
30.699,-211
30.724,-321
30.749,-404
30.774,-414
30.799,-327
30.824,-171
30.849,-6
30.874,113
30.899,176
30.924,210
30.949,245
30.974,284
30.999,313
31.024,319
31.049,315
31.074,322
31.099,342
31.124,357
31.149,347
31.174,310
31.199,264
31.224,220
31.249,175
31.274,115
31.299,43
31.324,-24
31.349,-75
31.374,-124
31.399,-199
31.424,-307
31.449,-415
31.474,-465
31.499,-417
31.524,-285
31.549,-123
31.574,10
31.599,91
31.624,130
31.649,157
31.674,199
31.699,267
31.724,362
31.749,481
31.774,616
31.799,754
31.824,873
31.849,955
31.874,991
31.899,988
31.924,959
31.949,911
31.974,840
31.999,742
32.024,623
32.049,503
32.074,398
32.099,304
32.124,201
32.149,85
32.174,-14
32.199,-46
32.224,20
32.249,163
32.274,320
32.299,432
32.324,481
32.349,479
32.374,449
32.399,398
32.424,327
32.449,246
32.474,171
32.499,109
32.524,57
32.549,11
32.574,-24
32.599,-50
32.624,-74
32.649,-113
32.674,-172
32.699,-234
32.724,-279
32.749,-308
32.774,-344
32.799,-399
32.824,-441
32.849,-414
32.874,-292
32.899,-104
32.924,81
32.949,216
32.974,299
32.999,354
33.024,401
33.049,436
33.074,448
33.099,444
33.124,440
33.149,447
33.174,458
33.199,463
33.224,455
33.249,433
33.274,396
33.299,348
33.324,296
33.349,244
33.374,187
33.399,108
33.424,8
33.449,-75
33.474,-92
33.499,-15
33.524,125
33.549,264
33.574,356
33.599,398
33.624,419
33.649,438
33.674,448
33.699,437
33.724,412
33.749,392
33.774,387
33.799,388
33.824,381
33.849,357
33.874,321
33.899,277
33.924,223
33.949,162
33.974,103
33.999,49
34.024,-9
34.049,-86
34.074,-168
34.099,-211
34.124,-170
34.149,-45
34.174,115
34.199,251
34.224,332
34.249,371
34.274,396
34.299,418
34.324,432
34.349,428
34.374,411
34.399,395
34.424,389
34.449,390
34.474,387
34.499,365
34.524,320
34.549,257
34.574,191
34.599,132
34.624,74
34.649,0
34.674,-96
34.699,-187
34.724,-221
34.749,-164
34.774,-34
34.799,111
34.824,221
34.849,284
34.874,321
34.899,353
34.924,379
34.949,388
34.974,379
34.999,369
35.024,370
35.049,377
35.074,378
35.099,362
35.124,333
35.149,295
35.174,247
35.199,192
35.224,133
35.249,74
35.274,7
35.299,-76
35.324,-166
35.349,-221
35.374,-197
35.399,-85
35.424,75
35.449,223
35.474,320
35.499,373
35.524,409
35.549,443
35.574,469
35.599,475
35.624,464
35.649,456
35.674,464
35.699,481
35.724,490
35.749,476
35.774,443
35.799,401
35.824,355
35.849,302
35.874,236
35.899,164
35.924,96
35.949,37
35.974,-20
35.999,-96
36.024,-192
36.049,-278
36.074,-308
36.099,-250
36.124,-116
36.149,40
36.174,166
36.199,239
36.224,274
36.249,304
36.274,341
36.299,377
36.324,398
36.349,403
36.374,406
36.399,417
36.424,435
36.449,445
36.474,437
36.499,411
36.524,372
36.549,329
36.574,281
36.599,225
36.624,160
36.649,94
36.674,38
36.699,-9
36.724,-62
36.749,-133
36.774,-215
36.799,-270
36.824,-255
36.849,-151
36.874,10
36.899,172
36.924,292
36.949,363
36.974,409
36.999,451
37.024,491
37.049,519
37.074,531
37.099,535
37.124,542
37.149,552
37.174,556
37.199,548
37.224,525
37.249,490
37.274,444
37.299,389
37.324,330
37.349,270
37.374,209
37.399,144
37.424,79
37.449,16
37.474,-42
37.499,-109
37.524,-191
37.549,-272
37.574,-307
37.599,-259
37.624,-128
37.649,35
37.674,169
37.699,245
37.724,278
37.749,301
37.774,327
37.799,344
37.824,342
37.849,330
37.874,332
37.899,356
37.924,386
37.949,397
37.974,382
37.999,352
38.024,318
38.049,282
38.074,236
38.099,181
38.124,130
38.149,88
38.174,39
38.199,-36
38.224,-133
38.249,-211
38.274,-214
38.299,-120
38.324,38
38.349,199
38.374,314
38.399,378
38.424,415
38.449,444
38.474,464
38.499,463
38.524,444
38.549,425
38.574,424
38.599,436
38.624,441
38.649,425
38.674,390
38.699,347
38.724,301
38.749,248
38.774,183
38.799,115
38.824,50
38.849,-16
38.874,-101
38.899,-205
38.924,-295
38.949,-314
38.974,-231
38.999,-66
39.024,113
39.049,247
39.074,321
39.099,359
39.124,392
39.149,426
39.174,446
39.199,445
39.224,435
39.249,436
39.274,452
39.299,466
39.324,462
39.349,436
39.374,397
39.399,350
39.424,291
39.449,218
39.474,139
39.499,69
39.524,8
39.549,-62
39.574,-159
39.599,-266
39.624,-330
39.649,-298
39.674,-164
39.699,20
39.724,184
39.749,287
39.774,339
39.799,377
39.824,416
39.849,449
39.874,459
39.899,447
39.924,436
39.949,443
39.974,461
39.999,472
40.024,462
40.049,434
40.074,398
40.099,356
40.124,300
40.149,228
40.174,152
40.199,87
40.224,33
40.249,-28
40.274,-112
40.299,-205
40.324,-261
40.349,-231
40.374,-108
40.399,70
40.424,240
40.449,357
40.474,417
40.499,445
40.524,467
40.549,485
40.574,490
40.599,478
40.624,465
40.649,466
40.674,480
40.699,488
40.724,468
40.749,422
40.774,367
40.799,318
40.824,274
40.849,220
40.874,156
40.899,92
40.924,40
40.949,-13
40.974,-88
40.999,-182
41.024,-252
41.049,-243
41.074,-138
41.099,21
41.124,169
41.149,263
41.174,308
41.199,333
41.224,352
41.249,359
41.274,347
41.299,328
41.324,320
41.349,331
41.374,347
41.399,350
41.424,334
41.449,308
41.474,276
41.499,239
41.524,195
41.549,147
41.574,94
41.599,27
41.624,-64
41.649,-160
41.674,-211
41.699,-173
41.724,-43
41.749,125
41.774,266
41.799,347
41.824,381
41.849,400
41.874,416
41.899,421
41.924,406
41.949,379
41.974,356
41.999,346
42.024,343
42.049,338
42.074,322
42.099,290
42.124,245
42.149,190
42.174,135
42.199,80
42.224,12
42.249,-75
42.274,-169
42.299,-223
42.324,-190
42.349,-67
42.374,97
42.399,236
42.424,318
42.449,357
42.474,388
42.499,422
42.524,447
42.549,448
42.574,432
42.599,417
42.624,413
42.649,410
42.674,397
42.699,371
42.724,335
42.749,291
42.774,235
42.799,169
42.824,102
42.849,40
42.874,-26
42.899,-111
42.924,-201
42.949,-254
42.974,-222
42.999,-99
43.024,66
43.049,209
43.074,291
43.099,328
43.124,355
43.149,387
43.174,417
43.199,427
43.224,420
43.249,416
43.274,425
43.299,438
43.324,439
43.349,419
43.374,390
43.399,362
43.424,332
43.449,287
43.474,222
43.499,151
43.524,91
43.549,43
43.574,-12
43.599,-94
43.624,-187
43.649,-244
43.674,-220
43.699,-108
43.724,53
43.749,208
43.774,315
43.799,374
43.824,407
43.849,433
43.874,458
43.899,478
43.924,489
43.949,497
43.974,505
43.999,515
44.024,520
44.049,512
44.074,487
44.099,447
44.124,397
44.149,340
44.174,280
44.199,215
44.224,149
44.249,88
44.274,34
44.299,-21
44.324,-94
44.349,-184
44.374,-265
44.399,-289
44.424,-225
44.449,-84
44.474,80
44.499,211
44.524,283
44.549,313
44.574,332
44.599,353
44.624,366
44.649,363
44.674,352
44.699,352
44.724,367
44.749,384
44.774,380
44.799,352
44.824,316
44.849,285
44.874,258
44.899,219
44.924,164
44.949,106
44.974,62
44.999,25
45.024,-26
45.049,-106
45.074,-187
45.099,-214
45.124,-150
45.149,-12
45.174,144
45.199,263
45.224,331
45.249,369
45.274,401
45.299,430
45.324,443
45.349,434
45.374,417
45.399,406
45.424,404
45.449,400
45.474,387
45.499,363
45.524,328
45.549,283
45.574,226
45.599,164
45.624,106
45.649,50
45.674,-20
45.699,-114
45.724,-203
45.749,-232
45.774,-165
45.799,-20
45.824,140
45.849,256
45.874,316
45.899,349
45.924,383
45.949,417
45.974,430
45.999,418
46.024,399
46.049,394
46.074,403
46.099,405
46.124,388
46.149,355
46.174,316
46.199,274
46.224,221
46.249,155
46.274,89
46.299,28
46.324,-36
46.349,-120
46.374,-213
46.399,-270
46.424,-243
46.449,-122
46.474,48
46.499,201
46.524,298
46.549,350
46.574,390
46.599,435
46.624,473
46.649,485
46.674,473
46.699,460
46.724,465
46.749,482
46.774,488
46.799,468
46.824,430
46.849,388
46.874,345
46.899,291
46.924,220
46.949,141
46.974,72
46.999,16
47.024,-45
47.049,-133
47.074,-232
47.099,-294
47.124,-265
47.149,-139
47.174,33
47.199,187
47.224,282
47.249,329
47.274,362
47.299,402
47.324,442
47.349,466
47.374,474
47.399,481
47.424,497
47.449,518
47.474,526
47.499,510
47.524,475
47.549,433
47.574,387
47.599,333
47.624,264
47.649,189
47.674,120
47.699,65
47.724,13
47.749,-54
47.774,-140
47.799,-216
47.824,-235
47.849,-168
47.874,-32
47.899,121
47.924,237
47.949,297
47.974,322
47.999,339
48.024,355
48.049,359
48.074,342
48.099,319
48.124,313
48.149,330
48.174,351
48.199,352
48.224,329
48.249,293
48.274,257
48.299,218
48.324,167
48.349,111
48.374,61
48.399,19
48.424,-33
48.449,-114
48.474,-201
48.499,-236
48.524,-176
48.549,-31
48.574,135
48.599,258
48.624,322
48.649,354
48.674,384
48.699,414
48.724,425
48.749,411
48.774,391
48.799,386
48.824,399
48.849,410
48.874,404
48.899,379
48.924,344
48.949,300
48.974,248
48.999,189
49.024,129
49.049,68
49.074,-4
49.099,-90
49.124,-162
49.149,-175
49.174,-101
49.199,39
49.224,187
49.249,292
49.274,345
49.299,371
49.324,397
49.349,421
49.374,431
49.399,423
49.424,413
49.449,412
49.474,419
49.499,418
49.524,402
49.549,372
49.574,336
49.599,289
49.624,227
49.649,156
49.674,89
49.699,33
49.724,-25
49.749,-105
49.774,-201
49.799,-268
49.824,-256
49.849,-152
49.874,2
49.899,143
49.924,232
49.949,276
49.974,309
49.999,349
50.024,385
50.049,401
50.074,395
50.099,389
50.124,399
50.149,419
50.174,429
50.199,415
50.224,383
50.249,350
50.274,321
50.299,284
50.324,231
50.349,170
50.374,115
50.399,68
50.424,10
50.449,-73
50.474,-167
50.499,-220
50.524,-187
50.549,-65
50.574,99
50.599,245
50.624,341
50.649,394
50.674,430
50.699,464
50.724,494
50.749,509
50.774,512
50.799,514
50.824,522
50.849,534
50.874,537
50.899,521
50.924,484
50.949,431
50.974,369
50.999,299
51.024,220
51.049,136
51.074,58
51.099,-4
51.124,-57
51.149,-118
51.174,-201
51.199,-293
51.224,-348
51.249,-321
51.274,-206
51.299,-47
51.324,90
51.349,173
51.374,211
51.399,241
51.424,280
51.449,320
51.474,346
51.499,363
51.524,391
51.549,440
51.574,492
51.599,523
51.624,520
51.649,494
51.674,459
51.699,412
51.724,343
51.749,254
51.774,166
51.799,93
51.824,28
51.849,-53
51.874,-152
51.899,-227
51.924,-224
51.949,-123
51.974,34
51.999,182
52.024,277
52.049,323
52.074,354
52.099,389
52.124,416
52.149,419
52.174,401
52.199,387
52.224,391
52.249,407
52.274,414
52.299,399
52.324,369
52.349,332
52.374,288
52.399,231
52.424,163
52.449,99
52.474,49
52.499,0
52.524,-70
52.549,-165
52.574,-249
52.599,-267
52.624,-189
52.649,-40
52.674,119
52.699,239
52.724,307
52.749,347
52.774,383
52.799,418
52.824,439
52.849,440
52.874,431
52.899,430
52.924,441
52.949,451
52.974,446
52.999,423
53.024,389
53.049,353
53.074,313
53.099,259
53.124,191
53.149,120
53.174,59
53.199,4
53.224,-63
53.249,-152
53.274,-244
53.299,-290
53.324,-249
53.349,-120
53.374,48
53.399,194
53.424,285
53.449,329
53.474,358
53.499,391
53.524,419
53.549,430
53.574,423
53.599,416
53.624,425
53.649,443
53.674,450
53.699,435
53.724,405
53.749,373
53.774,342
53.799,301
53.824,242
53.849,174
53.874,115
53.899,70
53.924,22
53.949,-48
53.974,-137
53.999,-203
54.024,-196
54.049,-97
54.074,62
54.099,223
54.124,337
54.149,398
54.174,428
54.199,453
54.224,474
54.249,475
54.274,452
54.299,419
54.324,403
54.349,414
54.374,436
54.399,444
54.424,424
54.449,385
54.474,343
54.499,300
54.524,249
54.549,188
54.574,124
54.599,66
54.624,9
54.649,-63
54.674,-155
54.699,-233
54.724,-246
54.749,-165
54.774,-15
54.799,139
54.824,249
54.849,307
54.874,336
54.899,358
54.924,372
54.949,366
54.974,341
54.999,315
55.024,303
55.049,305
55.074,306
55.099,298
55.124,280
55.149,256
55.174,223
55.199,181
55.224,136
55.249,91
55.274,39
55.299,-34
55.324,-130
55.349,-208
55.374,-211
55.399,-115
55.424,48
55.449,210
55.474,321
55.499,377
55.524,409
55.549,437
55.574,453
55.599,444
55.624,420
55.649,401
55.674,403
55.699,414
55.724,414
55.749,392
55.774,359
55.799,322
55.824,277
55.849,218
55.874,152
55.899,87
55.924,23
55.949,-55
55.974,-153
55.999,-237
56.024,-251
56.049,-160
56.074,3
56.099,171
56.124,283
56.149,335
56.174,363
56.199,394
56.224,424
56.249,433
56.274,419
56.299,400
56.324,398
56.349,410
56.374,417
56.399,405
56.424,379
56.449,349
56.474,313
56.499,262
56.524,196
56.549,126
56.574,62
56.599,-2
56.624,-82
56.649,-173
56.674,-235
56.699,-221
56.724,-111
56.749,54
56.774,212
56.799,317
56.824,367
56.849,394
56.874,422
56.899,446
56.924,455
56.949,446
56.974,438
56.999,444
57.024,462
57.049,472
57.074,459
57.099,426
57.124,386
57.149,343
57.174,292
57.199,228
57.224,161
57.249,104
57.274,54
57.299,-6
57.324,-95
57.349,-196
57.374,-260
57.399,-236
57.424,-117
57.449,50
57.474,198
57.499,286
57.524,323
57.549,343
57.574,364
57.599,382
57.624,382
57.649,367
57.674,356
57.699,365
57.724,385
57.749,394
57.774,379
57.799,345
57.824,308
57.849,270
57.874,222
57.899,155
57.924,81
57.949,17
57.974,-33
57.999,-89
58.024,-167
58.049,-256
58.074,-308
58.099,-278
58.124,-157
58.149,13
58.174,175
58.199,290
58.224,359
58.249,405
58.274,445
58.299,477
58.324,492
58.349,493
58.374,494
58.399,507
58.424,526
58.449,537
58.474,527
58.499,498
58.524,460
58.549,421
58.574,374
58.599,312
58.624,236
58.649,159
58.674,92
58.699,29
58.724,-45
58.749,-136
58.774,-213
58.799,-230
58.824,-162
58.849,-30
58.874,110
58.899,208
58.924,256
58.949,281
58.974,313
58.999,353
59.024,384
59.049,395
59.074,390
59.099,385
59.124,383
59.149,374
59.174,348
59.199,309
59.224,269
59.249,230
59.274,188
59.299,145
59.324,111
59.349,97
59.374,90
59.399,63
59.424,5
59.449,-55
59.474,-65
59.499,6
59.524,135
59.549,262
59.574,340
59.599,368
59.624,375
59.649,383
59.674,388
59.699,375
59.724,347
59.749,323
59.774,319
59.799,329
59.824,334
59.849,324
59.874,301
59.899,271
59.924,231
59.949,180
59.974,120
59.999,62
60.024,4
60.049,-65
60.074,-154
60.099,-231
60.124,-248
60.149,-174
60.174,-30
60.199,119
60.224,225
60.249,280
60.274,315
60.299,354
