df_hash,22ZHK4.KE15WD
414.961,0.660
415.938,0.660
416.767,0.660
417.300,0.670
418.230,0.670
420.132,0.670
422.089,0.670
422.718,0.670
423.595,0.660
424.523,0.660
425.497,0.680
426.321,0.690
427.409,0.690
428.378,0.690
429.059,0.710
429.888,0.690
430.958,0.680
431.664,0.680
432.521,0.700
433.416,0.720
434.321,0.730
435.199,0.720
436.010,0.700
436.909,0.720
437.541,0.720
438.385,0.730
439.247,0.720
439.873,0.720
440.803,0.720
441.797,0.720
442.373,0.710
443.097,0.710
444.014,0.700
444.889,0.700
445.759,0.700
446.537,0.710
447.306,0.710
448.176,0.710
448.779,0.700
449.697,0.680
450.357,0.680
451.085,0.700
451.932,0.700
452.014,0.680
453.714,0.670
455.296,0.670
456.094,0.670
457.018,0.670
457.651,0.670
458.721,0.670
459.310,0.670
460.133,0.660
461.058,0.670
461.788,0.670
462.688,0.670
463.591,0.670
464.271,0.670
465.345,0.670
466.028,0.670
466.829,0.680
467.825,0.680
468.572,0.680
469.389,0.680
470.124,0.690
471.050,0.690
471.882,0.690
472.848,0.690
473.242,0.690
474.608,0.690
475.485,0.690
477.145,0.690
478.167,0.710
478.995,0.720
479.940,0.720
480.507,0.730
481.333,0.710
482.697,0.710
483.483,0.710
484.186,0.710
484.989,0.690
485.653,0.690
486.525,0.660
487.236,0.640
488.160,0.620
488.895,0.620
489.725,0.620
490.657,0.620
491.282,0.640
492.032,0.640
492.740,0.640
493.577,0.640
494.402,0.640
495.372,0.640
496.202,0.640
496.983,0.640
497.763,0.620
498.694,0.630
501.954,0.640
502.735,0.640
505.563,0.640
507.166,0.640
507.904,0.650
508.780,0.660
509.657,0.660
510.291,0.660
512.968,0.650
514.093,0.650
514.674,0.640
515.353,0.620
516.090,0.620
516.535,0.620
519.691,0.610
520.716,0.610
521.160,0.580
521.939,0.580
522.525,0.590
526.373,0.570
527.247,0.570
527.927,0.570
528.827,0.610
529.645,0.600
530.317,0.600
531.224,0.600
531.975,0.570
532.853,0.580
533.535,0.610
534.218,0.630
535.008,0.650
535.733,0.660
536.508,0.660
537.288,0.660
538.120,0.660
539.485,0.670
540.381,0.680
540.950,0.670
541.888,0.670
542.704,0.670
543.338,0.660
544.849,0.650
545.944,0.650
547.138,0.660
547.857,0.650
548.701,0.630
550.115,0.650
550.993,0.650
551.870,0.640
552.708,0.620
556.160,0.610
556.851,0.610
558.416,0.610
559.096,0.610
559.964,0.620
560.797,0.610
561.295,0.610
562.106,0.610
562.938,0.620
564.400,0.620
565.134,0.620
566.055,0.630
566.840,0.630
567.617,0.630
568.300,0.630
569.180,0.650
569.957,0.650
570.691,0.670
571.336,0.680
572.102,0.680
576.700,0.680
577.469,0.680
578.245,0.680
578.537,0.680
588.096,0.680
589.797,0.680
590.333,0.670
591.018,0.670
591.357,0.670
592.194,0.650
592.718,0.630
593.304,0.590
593.891,0.560
594.507,0.560
595.110,0.550
597.059,0.550
597.498,0.540
598.283,0.540
599.253,0.540
599.938,0.540
600.471,0.540
601.108,0.540
601.833,0.540
602.811,0.540
603.449,0.540
604.175,0.540
604.809,0.610
609.147,0.660
610.098,0.670
610.658,0.680
611.294,0.690
612.075,0.690
614.411,0.700
615.188,0.710
616.848,0.730
620.064,0.740
621.621,0.750
622.314,0.760
623.234,0.790
624.599,0.790
625.279,0.790
626.059,0.790
627.088,0.800
633.662,0.800
634.934,0.790
635.612,0.790
636.294,0.790
636.976,0.790
637.632,0.780
640.083,0.780
641.558,0.790
647.992,0.780
653.988,0.790
663.350,0.790
666.223,0.790
667.050,0.780
667.781,0.780
668.811,0.780
669.499,0.780
670.466,0.790
671.941,0.810
672.758,0.840
673.440,0.810
674.318,0.840
675.209,0.860
676.119,0.880
676.948,0.880
677.829,0.900
678.707,0.910
679.583,0.920
681.050,0.910
682.044,0.910
682.901,0.920
683.684,0.910
684.704,0.910
686.250,0.910
687.299,0.910
688.114,0.910
688.897,0.910
689.829,0.910
692.464,0.910
694.068,0.910
694.997,0.910
695.967,0.910
697.492,0.910
698.507,0.910
699.279,0.910
700.162,0.900
700.803,0.890
701.723,0.870
702.597,0.840
703.473,0.840
704.258,0.830
704.988,0.830
706.400,0.830
707.088,0.830
707.961,0.830
708.835,0.820
710.691,0.820
711.488,0.820
712.348,0.820
713.169,0.820
713.960,0.830
716.541,0.840
717.837,0.840
720.738,0.840
723.315,0.850
724.100,0.850
726.392,0.850
729.751,0.870
730.584,0.890
731.559,0.890
732.336,0.910
733.227,0.910
735.697,0.910
737.487,0.910
742.111,0.940
743.740,0.960
746.229,0.960
747.201,0.960
749.059,0.970
749.885,0.970
750.817,0.970
751.692,0.930
752.515,0.920
753.346,0.920
754.273,0.890
755.153,0.890
756.076,0.920
757.048,0.920
757.785,0.920
758.859,0.920
764.265,0.890
767.354,0.920
768.166,0.930
769.045,0.940
770.066,0.920
771.688,0.910
773.480,0.910
774.322,0.910
775.279,0.910
777.192,0.910
782.208,0.910
