df_hash,22ZHK4.KE15WD
705.392,94
707.412,96
709.432,96
710.442,97
711.452,95
712.462,92
713.472,92
714.482,97
715.492,101
717.512,97
719.532,104
720.542,107
721.552,104
722.562,102
724.582,88
726.602,69
728.622,63
730.642,59
732.662,62
733.672,68
734.682,78
736.702,96
738.722,102
740.742,105
741.752,111
742.762,115
744.782,108
745.792,104
746.802,104
747.812,107
748.822,106
749.832,103
750.842,97
751.852,90
753.872,89
755.892,95
756.902,97
757.912,94
759.932,96
761.952,108
763.972,108
765.992,103
769.022,99
770.032,96
771.042,94
773.062,90
774.072,92
775.082,93
777.102,91
779.122,92
780.132,92
782.152,91
784.172,84
785.182,77
786.192,74
788.212,74
789.222,93
790.232,97
792.252,55
794.272,28
