df_hash,22ZHK4.W0890N
292.773,0.170
293.149,0.170
293.801,0.170
294.144,0.170
295.260,0.170
297.795,0.170
301.353,0.170
302.724,0.180
305.301,0.180
306.229,0.180
306.864,0.180
309.648,0.180
310.226,0.170
310.908,0.170
311.216,0.170
311.643,0.170
312.371,0.170
315.351,0.170
316.515,0.170
317.149,0.170
317.829,0.170
319.244,0.170
319.729,0.170
321.975,0.170
323.047,0.180
325.680,0.180
326.850,0.180
327.289,0.180
335.037,0.180
335.966,0.180
337.621,0.170
341.480,0.180
343.181,0.180
343.963,0.180
345.820,0.190
351.418,0.190
352.002,0.190
362.243,0.200
368.529,0.200
369.010,0.200
370.390,0.200
374.456,0.200
377.307,0.200
377.653,0.200
378.040,0.200
379.645,0.200
381.162,0.200
381.743,0.200
395.987,0.210
400.222,0.210
402.657,0.210
403.830,0.200
405.247,0.210
411.922,0.200
412.998,0.200
413.774,0.200
415.679,0.190
420.158,0.190
420.840,0.190
422.553,0.190
422.985,0.190
423.526,0.180
424.353,0.190
424.890,0.190
425.277,0.190
427.213,0.190
428.107,0.190
428.546,0.190
429.080,0.200
430.349,0.190
431.370,0.190
431.812,0.190
432.547,0.190
433.089,0.200
433.858,0.200
434.347,0.200
434.981,0.200
435.467,0.200
436.151,0.200
436.688,0.200
437.421,0.210
438.000,0.210
438.788,0.210
439.027,0.200
439.813,0.200
440.148,0.200
440.789,0.200
441.466,0.200
441.952,0.200
442.448,0.200
442.733,0.200
443.998,0.200
444.633,0.200
445.271,0.200
445.998,0.200
446.532,0.200
450.776,0.200
451.456,0.200
454.188,0.200
454.824,0.200
455.310,0.200
455.944,0.200
459.501,0.190
459.551,0.190
460.724,0.190
461.403,0.200
462.181,0.200
462.766,0.200
463.353,0.200
463.936,0.200
464.526,0.200
465.109,0.200
465.551,0.200
466.233,0.190
467.056,0.190
468.082,0.190
469.054,0.190
470.281,0.190
470.910,0.190
473.201,0.180
