df_hash,22ZHK4.W0890N
293.161,0.500
294.087,0.500
294.150,0.491
295.265,0.483
297.800,0.483
301.357,0.483
302.727,0.483
305.316,0.483
306.232,0.481
306.876,0.483
309.787,0.483
310.229,0.487
310.913,0.487
311.220,0.488
311.648,0.503
312.377,0.503
315.360,0.503
316.517,0.517
317.152,0.517
317.831,0.521
319.247,0.521
319.732,0.533
321.979,0.533
323.051,0.547
325.726,0.547
326.853,0.547
327.293,0.540
335.042,0.540
335.970,0.540
337.639,0.529
341.487,0.540
343.187,0.529
344.010,0.522
345.824,0.522
351.427,0.522
352.008,0.513
362.340,0.500
368.533,0.493
369.022,0.493
370.394,0.493
374.494,0.493
377.314,0.493
377.675,0.500
378.045,0.500
379.692,0.509
381.166,0.509
381.747,0.525
396.048,0.535
400.227,0.535
402.663,0.535
403.833,0.542
405.387,0.557
411.928,0.570
413.002,0.570
413.778,0.579
415.683,0.590
420.170,0.590
420.844,0.575
422.647,0.552
423.083,0.541
423.535,0.532
424.357,0.532
424.897,0.532
425.288,0.518
427.276,0.499
428.112,0.491
428.549,0.491
429.084,0.491
430.353,0.482
431.374,0.475
431.815,0.474
432.551,0.472
433.372,0.472
433.954,0.472
434.351,0.472
434.984,0.472
435.471,0.472
436.155,0.473
436.882,0.473
437.562,0.473
438.006,0.474
438.792,0.475
439.034,0.474
439.823,0.475
440.154,0.475
440.794,0.474
441.855,0.475
441.957,0.476
442.583,0.480
442.827,0.485
444.094,0.485
444.637,0.489
445.314,0.489
446.005,0.489
446.536,0.491
450.780,0.492
451.459,0.493
454.192,0.492
454.832,0.492
455.314,0.492
455.949,0.491
459.516,0.491
459.556,0.491
460.728,0.491
461.408,0.492
462.185,0.493
462.771,0.495
463.357,0.499
463.939,0.501
464.530,0.504
465.112,0.504
465.554,0.507
466.236,0.508
467.061,0.505
468.086,0.505
469.061,0.505
470.287,0.500
470.916,0.505
473.204,0.505
