df_hash,22ZHK4.W0890N
453.214,37
454.336,44
455.209,60
456.331,29
457.116,36
457.994,51
459.214,73
460.088,61
461.064,55
462.189,66
463.062,81
463.987,87
465.159,67
466.036,46
467.208,56
468.226,35
469.106,30
469.889,35
471.107,42
471.982,30
472.910,39
474.138,65
474.958,64
475.929,59
477.054,19
477.931,15
479.002,15
480.075,15
480.906,17
481.833,0
483.002,0
483.984,0
484.804,0
486.071,0
486.852,0
487.778,0
488.948,0
489.826,0
490.752,0
