df_hash,22ZHK4.W0890N
259.087,525
259.620,535
260.209,520
260.644,535
261.181,540
261.722,555
262.302,560
262.838,545
263.472,555
263.959,550
264.644,545
265.080,550
265.474,520
266.055,520
266.597,510
267.128,515
267.569,525
268.103,530
268.694,535
269.247,520
269.673,525
270.224,535
270.765,550
271.396,540
271.857,515
272.295,530
273.174,490
273.417,550
273.807,480
274.392,490
274.490,495
274.782,210
274.928,275
274.938,125
275.757,25
276.050,825
276.196,455
277.170,465
277.658,470
278.097,475
278.535,475
279.072,505
279.657,520
280.047,525
280.632,520
281.207,495
281.607,525
282.143,510
282.729,520
283.265,530
283.757,535
284.240,515
284.775,510
285.214,490
285.687,475
286.189,490
286.731,475
287.165,520
287.555,475
288.140,480
288.676,510
289.124,500
289.660,480
290.131,500
290.627,510
291.165,500
291.601,520
292.185,510
292.759,515
293.138,530
293.746,515
294.114,500
294.672,505
295.208,490
295.647,505
296.183,505
296.720,500
297.159,525
297.694,500
298.329,515
298.670,535
299.303,510
299.791,515
300.239,510
300.767,550
301.302,520
301.741,495
302.435,515
302.718,490
303.252,485
303.935,520
304.276,505
304.861,505
305.202,475
305.787,495
306.177,490
306.762,500
307.166,485
307.689,475
308.176,530
308.665,470
309.102,490
309.639,500
310.126,515
310.613,480
311.091,500
311.618,475
312.173,495
312.612,505
313.148,455
313.538,565
314.174,480
314.514,490
315.102,515
315.635,520
316.073,485
316.467,475
317.051,480
317.587,505
317.780,540
317.832,200
317.877,10
317.880,10
318.126,10
318.560,280
319.145,525
319.681,535
320.243,535
320.802,545
321.874,580
322.596,1095
322.996,545
323.536,540
324.023,565
324.557,530
325.093,535
325.628,530
326.262,530
326.750,530
327.188,560
327.728,545
328.266,540
328.855,515
329.383,550
329.968,540
330.357,560
330.954,510
331.725,555
332.015,490
332.453,530
332.990,520
333.577,475
333.966,535
334.559,505
334.940,480
335.527,500
335.927,495
336.500,515
337.036,520
337.573,515
338.027,540
338.552,490
339.278,560
339.284,690
339.474,10
339.573,25
340.108,245
340.643,535
341.082,540
341.344,500
341.623,475
342.597,510
343.130,510
343.715,520
344.137,525
344.690,525
345.226,555
345.811,530
346.237,585
346.886,435
347.030,680
347.225,250
347.469,165
347.472,15
348.834,520
349.370,1010
349.569,495
349.810,235
350.345,265
350.935,530
351.322,510
351.905,505
352.538,525
352.880,490
353.416,525
353.953,520
354.635,490
354.976,505
355.564,530
356.149,515
356.585,510
357.033,515
357.462,505
358.050,510
358.145,550
358.148,125
359.269,975
359.513,170
359.519,10
359.524,10
359.761,15
360.341,260
360.878,510
361.070,510
361.638,515
362.142,500
362.730,520
362.873,565
362.879,195
362.923,25
362.928,10
362.933,10
363.166,15
363.800,250
364.288,550
365.360,580
365.858,1065
366.335,460
367.180,525
367.311,525
367.847,520
368.431,540
368.994,530
369.552,545
370.104,555
370.581,520
371.064,530
371.697,495
372.187,555
372.776,535
373.258,550
373.855,580
374.389,565
374.538,560
374.818,210
375.772,300
375.993,580
376.516,520
377.198,520
377.548,495
378.018,515
378.692,495
379.208,500
379.595,530
380.090,550
380.522,495
381.059,530
381.598,575
382.228,510
382.597,495
383.154,520
383.691,500
384.083,515
384.178,205
395.965,480
396.076,745
396.762,335
398.269,265
398.854,1640
399.391,495
399.927,540
400.511,560
401.048,545
401.492,540
402.023,530
402.608,530
403.144,510
403.685,545
403.834,545
403.927,215
404.119,10
404.678,275
405.241,515
405.388,600
405.486,225
405.499,10
405.503,10
405.507,10
405.796,210
406.757,510
407.337,555
407.776,515
408.850,450
409.387,1070
409.823,480
410.213,500
410.798,490
411.188,490
411.822,505
412.789,490
413.138,980
413.723,470
414.113,505
414.748,460
415.088,495
415.530,485
416.070,480
416.603,560
417.038,425
417.726,515
418.013,505
418.452,470
419.037,475
419.525,490
420.109,495
420.743,540
421.425,605
421.805,625
422.547,600
422.913,545
423.424,515
423.960,525
424.549,545
425.228,570
426.401,710
426.645,750
427.205,665
427.958,620
428.494,590
428.982,580
429.636,575
430.249,565
430.639,570
431.273,560
431.761,570
432.540,605
433.052,650
433.710,635
434.247,595
434.880,575
435.368,575
436.050,605
436.635,630
437.361,625
437.854,610
438.498,595
439.014,575
439.615,555
440.097,555
440.780,560
441.413,585
441.901,625
442.440,615
442.632,625
443.218,10
443.851,630
444.533,700
445.264,715
445.898,650
446.512,630
447.020,620
447.605,610
448.178,590
448.726,560
449.262,540
449.945,570
450.627,615
451.407,745
452.041,760
452.870,730
453.407,705
454.137,670
454.677,625
455.218,595
455.794,585
456.381,575
456.965,560
457.457,565
458.148,565
458.866,620
459.451,665
459.519,630
460.380,10
460.672,640
461.352,655
462.034,665
462.717,680
463.302,660
463.838,625
464.428,590
465.008,565
465.511,560
466.181,570
466.958,600
467.738,745
468.421,790
469.006,735
469.692,630
470.227,620
470.810,595
471.492,585
472.028,615
472.764,540
473.149,570
473.686,575
474.273,575
474.808,525
475.392,565
475.934,540
476.074,620
476.082,215
476.222,10
476.952,515
477.196,525
477.878,480
478.220,280
478.415,280
479.007,270
479.198,585
479.292,220
480.121,355
480.950,505
482.071,805
484.557,1165
486.605,2410
486.653,2135
486.657,15
486.702,15
486.705,10
486.708,10
486.754,10
487.046,15
487.193,335
487.196,15
488.847,10
488.851,1830
488.896,20
488.899,20
488.907,10
488.993,15
488.997,15
489.042,10
489.046,15
489.049,10
489.091,15
489.094,15
489.097,10
489.100,15
489.145,15
489.148,15
489.190,15
489.205,15
489.212,20
489.215,20
489.289,20
489.296,20
489.299,15
489.302,15
489.335,20
489.339,15
489.342,15
489.346,15
489.383,15
489.387,15
489.390,10
489.393,15
489.435,10
489.438,15
490.797,25
490.943,1500
490.947,40
491.090,60
491.236,170
491.383,80
491.480,135
