df_hash,22ZHK4.QBUHEK
440.413,53
441.310,53
442.461,53
443.392,53
444.267,53
445.434,53
446.459,53
447.238,53
448.457,61
449.446,64
450.212,60
451.382,68
452.357,62
453.233,58
454.438,60
455.331,61
456.160,60
457.378,59
458.256,59
459.133,59
460.352,59
461.230,59
462.205,59
463.403,59
464.203,64
465.218,68
466.301,69
467.375,69
468.104,68
469.273,69
470.151,70
471.077,69
472.256,69
473.173,69
474.051,69
475.221,69
476.154,69
477.025,69
478.312,70
479.121,70
479.999,69
481.169,69
482.095,69
482.972,69
484.221,69
485.070,68
486.000,66
487.165,67
488.042,67
488.920,59
490.434,61
491.016,62
491.902,62
493.112,66
493.990,68
494.992,69
496.086,69
496.964,69
498.234,69
499.061,69
499.942,69
500.864,69
502.034,69
503.058,69
503.838,69
505.127,69
505.911,69
506.811,69
507.981,69
508.908,78
509.785,74
511.399,79
511.912,77
512.759,80
513.937,78
514.858,78
515.733,78
516.903,78
517.829,78
518.709,78
520.123,79
520.803,78
