df_hash,22ZHK4.QBUHEK
162.097,355
162.389,305
162.394,10
162.439,15
163.072,475
163.949,200
163.954,940
164.193,10
164.199,205
164.339,135
164.345,10
164.388,10
164.402,10
164.415,20
164.437,20
165.607,380
165.612,795
166.289,10
166.297,765
166.595,10
166.972,305
167.800,405
167.806,795
167.852,15
167.857,15
167.947,15
167.954,20
168.094,140
168.107,10
168.110,10
168.241,150
168.532,360
168.535,10
168.780,10
169.361,180
170.193,550
170.335,855
170.340,10
170.343,10
171.018,165
171.023,625
171.847,10
172.581,835
172.629,790
172.679,10
172.968,325
173.068,25
173.114,130
173.117,15
173.122,10
173.163,10
173.168,10
173.171,10
173.174,10
173.358,200
174.041,680
174.480,90
175.604,445
175.749,1115
175.754,10
175.761,10
175.845,10
175.991,350
176.003,15
176.010,10
176.137,40
176.143,20
176.306,205
177.795,1555
178.090,10
178.135,190
178.143,10
178.148,20
178.154,25
178.187,15
178.192,10
178.253,25
178.379,105
178.382,15
178.388,15
178.391,15
178.428,15
178.432,95
178.624,210
179.605,1010
179.891,10
180.183,255
180.193,365
181.012,10
181.304,815
181.312,195
181.356,15
181.361,20
181.841,20
181.844,515
181.987,10
181.990,100
182.037,10
182.044,15
182.052,15
182.133,10
182.136,15
182.140,170
182.623,15
183.109,410
183.261,460
183.500,220
184.083,10
184.522,840
184.913,370
184.964,410
185.010,15
186.131,15
187.544,1210
187.548,1450
188.524,10
188.536,1030
188.910,10
189.739,400
190.324,765
191.006,600
192.663,725
192.809,1610
192.813,140
192.956,95
192.959,15
193.597,595
194.224,10
194.234,770
194.321,10
195.052,10
195.061,820
195.448,10
195.881,290
196.856,530
197.685,870
198.367,870
198.371,790
198.571,15
198.659,15
198.667,130
198.955,10
199.879,605
200.759,755
201.438,765
201.442,790
201.585,10
201.595,120
201.728,20
201.780,75
201.783,20
201.833,15
201.840,10
202.121,15
202.292,410
202.435,200
202.560,10
202.611,160
202.616,15
202.621,15
203.778,750
203.781,460
204.625,15
204.802,785
204.902,135
204.951,255
205.046,15
205.050,10
205.145,10
205.150,10
205.166,15
205.192,10
205.196,15
205.200,20
205.204,20
205.244,20
205.248,20
205.252,115
205.347,10
206.218,10
206.996,885
206.999,850
207.045,15
207.144,30
207.288,170
207.294,10
207.825,595
208.362,10
208.544,635
208.677,25
208.949,250
209.775,10
210.029,1025
210.067,255
210.071,10
210.166,10
210.172,135
210.311,10
211.969,415
212.261,1450
212.272,270
212.310,20
212.313,25
212.317,10
213.919,10
215.482,1560
215.527,1585
215.530,10
215.533,15
215.536,30
215.653,20
215.673,10
215.677,10
215.871,15
216.453,15
216.459,890
216.648,15
216.659,120
216.698,20
216.746,30
216.871,265
217.672,805
218.111,10
218.116,400
218.647,10
218.651,510
219.378,10
219.384,665
219.527,10
219.915,10
219.921,560
220.061,20
220.089,80
220.451,10
220.456,485
220.891,30
220.900,380
221.721,10
221.865,910
222.693,10
222.697,865
223.526,10
223.573,850
224.107,10
224.111,605
224.205,20
224.497,20
225.336,300
225.472,800
225.479,240
225.667,140
225.680,10
226.155,590
226.301,10
226.304,10
226.447,10
226.451,140
226.593,195
226.599,30
226.740,20
226.744,20
226.890,10
226.893,10
226.897,10
227.130,400
228.397,10
228.401,1330
229.080,10
229.227,730
230.055,10
230.058,895
230.104,15
230.116,15
230.122,10
230.153,10
230.156,10
230.201,10
230.396,15
230.400,230
230.445,15
230.448,20
230.451,10
230.496,20
230.502,30
230.932,50
231.566,355
231.570,760
231.778,10
231.907,60
231.934,125
232.008,10
232.399,550
232.446,10
232.450,10
232.541,100
232.545,25
232.590,20
232.593,20
232.597,10
232.639,10
232.642,10
232.647,15
232.651,10
232.687,15
232.691,10
232.694,10
232.698,10
232.834,240
235.612,1120
235.616,1610
236.295,10
236.347,650
237.709,10
238.391,1420
238.395,750
238.684,10
238.688,60
238.691,125
238.694,20
238.732,10
238.736,15
238.739,25
238.742,20
238.891,155
238.979,10
240.342,380
241.707,1085
243.412,1370
244.095,1705
245.071,700
246.340,950
247.706,1070
247.849,1715
247.854,15
247.897,15
247.902,15
247.908,20
248.095,10
248.102,20
248.107,40
248.147,15
248.177,10
248.181,10
248.239,255
248.264,10
248.288,35
248.337,15
248.434,175
248.438,10
249.117,700
251.457,1095
252.334,1200
252.581,930
254.531,310
255.898,1915
256.039,1400
256.042,15
256.047,15
256.050,10
256.383,205
257.454,350
257.471,890
257.476,15
257.479,20
257.843,25
257.846,370
259.159,15
259.208,1295
260.085,10
260.088,985
260.235,20
260.329,10
260.332,220
260.475,10
260.478,20
260.528,55
260.549,10
261.353,10
261.987,820
263.254,710
264.815,1360
266.180,1545
266.184,1305
266.187,10
266.228,10
266.231,20
266.374,15
266.378,145
266.426,10
266.429,10
267.598,480
267.739,765
268.275,10
268.278,700
269.114,10
269.787,750
270.470,715
271.200,685
271.204,725
271.891,10
272.712,710
273.394,795
273.402,710
274.223,10
275.637,790
276.223,1515
276.466,565
277.442,265
278.123,900
278.269,800
278.275,10
278.464,15
278.562,395
279.635,1100
279.929,10
280.463,160
280.468,590
280.512,40
281.243,35
282.854,630
282.858,1570
283.021,10
283.486,300
284.119,355
284.134,730
284.950,10
284.997,780
285.002,15
285.008,15
285.013,15
285.045,15
285.051,10
285.094,10
285.100,15
285.105,145
285.197,15
285.265,15
285.292,10
285.299,15
285.304,10
285.309,15
285.315,20
285.685,350
285.728,10
285.731,10
285.735,20
285.825,20
285.829,10
285.832,10
285.835,10
286.043,10
287.044,410
287.050,920
287.825,10
288.117,800
288.556,285
289.287,460
290.359,720
290.506,1190
290.749,10
290.753,345
291.529,10
292.163,720
292.167,680
292.889,10
293.515,670
293.535,515
293.625,10
293.629,15
293.632,10
293.635,10
293.638,10
293.642,15
293.677,15
294.259,20
294.507,795
295.624,340
295.628,1050
296.502,15
296.508,765
296.648,10
296.651,145
297.136,35
297.310,560
297.315,175
297.321,20
297.428,15
297.434,20
297.481,20
297.491,10
297.498,10
297.916,20
297.923,445
297.964,15
297.982,10
298.003,10
298.209,10
298.551,25
298.699,665
298.704,10
298.747,105
298.750,10
298.754,10
298.915,15
298.939,25
298.942,20
298.946,10
299.232,10
299.235,455
299.963,10
299.966,690
300.597,10
301.038,595
301.475,295
301.864,625
302.986,470
303.376,1030
303.818,445
303.868,430
304.107,10
304.205,325
304.646,10
304.651,280
305.086,10
305.280,655
305.764,10
305.768,675
306.060,10
306.496,20
306.500,625
307.133,10
307.861,695
308.495,695
308.595,420
308.885,315
308.933,325
309.227,105
310.056,270
310.062,875
310.065,10
311.469,10
311.712,1580
311.858,145
311.864,10
312.162,230
312.443,10
313.664,1480
313.677,110
313.809,140
313.812,15
313.823,10
313.958,100
314.280,305
315.128,10
315.135,775
315.758,10
315.764,795
316.587,10
316.734,760
317.318,185
317.322,510
318.001,10
319.569,725
319.669,1475
319.954,200
319.959,20
320.098,10
320.780,395
320.795,710
321.026,10
321.467,10
321.511,680
321.608,15
321.759,220
321.804,20
321.810,15
321.814,15
321.817,10
321.852,10
321.856,10
321.900,15
321.904,10
321.907,15
321.912,15
322.196,10
322.199,10
322.202,20
322.973,320
322.977,770
323.707,10
324.534,740
325.512,740
326.054,795
326.728,795
327.166,730
327.320,440
327.361,90
327.410,115
329.652,850
329.656,1365
330.401,10
330.481,770
330.725,10
330.801,320
330.805,30
330.808,20
331.067,260
332.729,855
333.699,825
334.432,980
334.528,680
335.892,265
335.896,1360
335.899,10
336.185,10
336.188,225
336.233,35
336.237,15
336.338,120
336.480,10
336.484,15
337.306,810
337.842,170
338.528,525
338.674,710
339.549,10
339.556,970
339.562,15
339.792,15
339.796,170
341.455,1020
342.279,785
343.156,800
343.975,865
344.375,730
344.378,495
344.521,10
345.204,15
345.207,740
346.617,15
346.621,1425
346.764,35
347.008,65
347.013,295
348.571,10
349.396,1530
349.401,895
349.445,15
349.451,10
349.494,15
349.510,10
349.740,10
350.079,10
351.054,665
351.058,925
351.151,10
351.737,10
351.741,700
352.569,15
352.712,880
352.858,15
352.862,140
353.397,15
355.052,675
356.340,1565
356.757,1280
358.270,455
358.274,1470
358.277,10
358.318,25
358.321,10
358.416,90
358.419,25
358.423,15
358.471,15
358.809,20
359.536,385
360.219,735
360.222,725
360.511,10
361.047,225
361.194,645
361.898,10
362.315,760
363.290,390
364.168,1005
365.245,815
365.791,685
366.174,1055
366.361,335
366.365,170
367.580,10
367.584,1265
367.873,10
368.117,225
368.701,270
368.706,660
369.579,15
369.823,805
370.066,275
370.213,335
370.216,10
371.239,10
371.242,840
371.773,10
372.650,805
372.699,780
373.189,10
373.451,220
373.676,615
375.088,300
375.771,1320
376.794,740
378.208,975
378.990,1430
379.232,625
380.060,550
380.114,785
380.258,10
380.401,280
381.210,835
382.205,10
382.209,960
382.985,10
382.991,770
383.716,10
383.765,770
385.423,10
385.426,1590
386.056,10
386.059,745
386.203,10
386.206,195
386.349,10
386.886,630
388.300,10
388.692,1365
389.036,455
389.277,250
390.103,10
390.106,1105
392.053,10
392.886,2010
393.418,735
393.857,660
393.862,380
394.539,10
394.688,765
394.710,10
394.832,260
395.904,995
395.909,10
396.489,40
397.903,535
398.001,1480
398.004,145
398.147,20
398.150,10
398.244,10
398.247,10
398.251,20
398.537,80
398.540,390
399.268,10
400.633,695
400.636,1365
401.901,15
402.293,1425
403.412,1395
403.415,10
403.558,125
403.561,10
404.154,505
404.266,225
404.533,160
405.362,865
405.898,15
405.947,610
405.950,10
406.678,10
407.312,670
407.702,740
408.143,165
408.150,580
408.872,10
408.876,720
409.556,15
409.652,695
410.237,10
410.383,875
411.704,1195
412.333,10
413.162,765
413.165,725
413.312,10
413.316,10
413.845,10
414.966,770
415.210,1130
415.214,275
415.432,15
416.916,20
417.196,1640
417.842,250
418.134,655
418.139,315
418.305,140
419.256,970
419.795,10
419.798,580
421.450,1610
422.181,10
423.156,700
424.374,1050
424.672,1240
424.813,305
424.841,25
424.959,10
424.962,215
425.108,10
426.666,1540
426.669,100
427.885,55
428.717,1195
429.103,850
430.079,405
430.761,990
430.764,760
431.638,10
431.642,795
431.882,215
432.623,680
432.667,15
432.679,35
432.687,15
432.857,15
433.491,305
433.729,485
434.817,285
435.977,1215
436.319,1065
436.464,435
436.470,165
436.519,15
436.629,10
436.910,15
436.947,15
437.586,320
438.025,755
438.419,415
438.561,405
438.564,100
438.999,10
439.389,415
440.219,375
440.804,840
440.901,575
441.491,205
442.022,485
442.025,670
442.754,10
443.387,675
443.482,375
443.519,340
443.826,10
444.557,380
445.094,705
445.532,570
446.361,420
446.472,865
446.604,10
446.610,230
446.705,15
446.751,20
446.756,20
446.802,20
446.808,20
447.044,15
448.018,350
448.022,890
449.481,10
450.407,1460
450.410,735
451.187,240
451.190,815
451.239,15
451.242,10
451.480,230
451.629,100
451.772,210
452.601,860
452.991,15
452.999,305
453.289,75
454.261,280
454.941,910
455.770,785
456.355,800
456.662,535
457.866,360
457.869,1180
458.159,10
458.210,255
458.305,10
458.310,175
459.280,20
459.670,985
459.816,465
460.108,10
460.121,300
460.937,10
461.769,900
462.256,790
462.260,415
462.595,10
462.598,415
462.602,10
463.424,10
464.253,810
464.983,935
464.987,655
465.228,220
466.105,935
466.545,10
466.555,290
466.559,15
467.008,15
467.179,470
467.629,265
467.762,485
468.445,10
469.420,835
469.423,845
470.543,15
470.690,1125
470.695,20
470.785,10
472.116,265
472.153,1240
472.156,15
472.161,15
472.164,10
472.167,10
472.170,30
472.173,20
472.208,10
472.247,20
472.250,10
472.253,10
472.491,20
472.600,400
472.784,10
472.787,240
474.150,685
474.305,660
474.313,45
474.473,170
474.490,10
474.493,10
474.498,20
474.501,30
474.685,30
474.693,185
474.931,10
474.935,20
476.350,510
476.927,1125
476.931,570
477.756,10
477.762,895
477.905,20
478.146,85
478.195,255
478.199,15
478.243,10
478.247,15
478.250,30
478.304,25
478.589,15
478.732,310
478.884,265
479.026,15
479.465,585
480.243,10
481.072,805
481.364,900
481.414,205
481.510,15
481.662,125
481.670,10
481.680,10
482.046,600
482.782,10
482.924,900
483.850,905
484.971,10
484.975,1055
485.654,10
485.995,730
486.385,365
486.388,415
487.617,10
487.753,1135
487.756,10
487.896,10
487.900,275
488.189,15
489.164,315
489.310,1010
489.313,70
489.360,10
490.142,10
490.675,635
491.650,835
492.482,900
492.679,870
493.454,15
493.457,910
494.283,10
494.286,885
495.125,10
495.211,835
495.940,10
496.238,880
496.282,15
496.379,340
497.744,505
498.719,880
499.937,980
500.522,955
500.526,845
501.108,10
502.083,575
503.070,940
503.595,965
504.033,665
505.062,450
505.108,880
505.120,10
505.124,10
505.169,145
505.690,315
505.693,195
506.909,10
506.912,1275
506.960,10
507.055,10
507.059,85
507.107,110
507.110,10
508.470,735
509.006,565
509.883,660
510.419,755
510.426,650
510.566,10
510.692,230
511.546,465
511.822,400
512.081,285
512.177,185
512.662,10
512.905,815
512.910,20
512.954,10
512.959,10
512.965,10
513.100,15
513.105,10
513.110,15
513.115,15
513.247,220
513.347,10
513.490,150
513.497,155
513.636,10
513.641,15
513.653,95
513.688,15
513.929,170
515.148,960
515.246,460
516.075,15
516.516,715
517.342,675
517.348,815
517.491,10
517.637,10
518.170,10
518.176,715
518.901,15
518.905,735
519.730,10
519.734,820
519.928,10
