df_hash,22ZHK4.QBUHEK
13.982,1.054
14.012,1.053
14.042,1.058
14.072,1.058
14.102,1.059
14.132,1.060
14.162,1.057
14.192,1.056
14.222,1.051
14.252,1.044
14.282,1.050
14.312,1.052
14.342,1.047
14.372,1.047
14.402,1.054
14.432,1.051
14.462,1.048
14.492,1.051
14.522,1.052
14.552,1.053
14.582,1.059
14.612,1.056
14.642,1.056
14.672,1.053
14.702,1.057
14.732,1.056
14.762,1.059
14.792,1.055
14.822,1.056
14.852,1.056
14.882,1.053
14.912,1.055
14.942,1.050
14.972,1.052
15.002,1.058
15.032,1.056
15.062,1.056
15.092,1.050
15.122,1.053
15.152,1.055
15.182,1.052
15.212,1.058
15.242,1.058
15.272,1.054
15.302,1.056
15.332,1.053
15.362,1.059
15.392,1.051
15.422,1.055
15.452,1.056
15.482,1.052
15.512,1.052
15.542,1.057
15.572,1.054
15.602,1.055
15.632,1.055
15.662,1.055
15.692,1.054
15.722,1.054
15.752,1.055
15.782,1.056
15.812,1.051
15.842,1.056
15.872,1.057
15.902,1.055
15.932,1.057
15.962,1.062
15.992,1.049
16.022,1.059
16.052,1.053
16.082,1.050
16.112,1.058
16.142,1.059
16.172,1.055
16.202,1.057
16.232,1.054
16.262,1.058
16.292,1.053
16.322,1.053
16.352,1.053
16.382,1.051
16.412,1.050
16.442,1.052
16.472,1.055
16.502,1.055
16.532,1.050
16.562,1.054
16.592,1.055
16.622,1.053
16.652,1.052
16.682,1.057
16.712,1.059
16.742,1.055
16.772,1.054
16.802,1.050
16.832,1.052
16.862,1.055
16.892,1.059
16.922,1.055
16.952,1.053
16.982,1.053
17.012,1.051
17.042,1.056
17.072,1.053
17.102,1.052
17.132,1.056
17.162,1.054
17.192,1.047
17.222,1.057
17.252,1.051
17.282,1.057
17.312,1.051
17.342,1.053
17.372,1.051
17.402,1.053
17.432,1.052
17.462,1.054
17.492,1.053
17.522,1.056
17.552,1.055
17.582,1.056
17.612,1.056
17.642,1.053
17.672,1.051
17.702,1.052
17.732,1.052
17.762,1.053
17.792,1.050
17.822,1.053
17.852,1.051
17.882,1.050
17.912,1.056
17.942,1.057
17.972,1.057
18.002,1.054
18.032,1.054
18.062,1.056
18.092,1.051
18.122,1.056
18.152,1.054
18.182,1.051
18.212,1.049
18.242,1.038
18.272,1.023
18.302,1.052
18.332,1.065
18.362,1.052
18.392,1.051
18.422,1.037
18.452,1.033
18.482,1.041
18.512,1.050
18.542,1.046
18.572,1.041
18.602,1.046
18.632,1.033
18.662,1.031
18.692,1.029
18.722,1.037
18.752,1.043
18.782,1.033
18.812,1.032
18.842,1.025
18.872,1.031
18.902,1.035
18.932,1.044
18.962,1.041
18.992,1.041
19.022,1.046
19.052,1.044
19.082,1.034
19.112,1.037
19.142,1.044
19.172,1.011
19.202,1.017
19.232,1.034
19.262,1.028
19.292,1.032
19.322,1.045
19.352,1.036
19.382,1.038
19.412,1.026
19.442,1.043
19.472,1.044
19.502,1.045
19.532,1.057
19.562,1.043
19.592,1.038
19.622,1.039
19.652,1.053
19.682,1.052
19.712,1.053
19.742,1.041
19.772,1.048
19.802,1.033
19.832,1.041
19.862,1.037
19.892,1.024
19.922,1.022
19.952,1.035
19.982,1.028
20.012,1.025
20.042,1.015
20.072,1.012
20.102,1.022
20.132,1.021
20.162,1.005
20.192,1.023
20.222,1.032
20.252,1.038
20.282,1.037
20.312,1.048
20.342,1.042
20.372,1.044
20.402,1.049
20.432,1.045
20.462,1.039
20.492,1.043
20.522,1.048
20.552,1.034
20.582,1.042
20.612,1.046
20.642,1.042
20.672,1.040
20.702,1.042
20.732,1.041
20.762,1.043
20.792,1.046
20.822,1.043
20.852,1.045
20.882,1.050
20.912,1.047
20.942,1.044
20.972,1.044
21.002,1.047
21.032,1.042
21.062,1.049
21.092,1.041
21.122,1.043
21.152,1.049
21.182,1.043
21.212,1.044
21.242,1.039
21.272,1.036
21.302,1.038
21.332,1.042
21.362,1.035
21.392,1.037
21.422,1.041
21.452,1.036
21.482,1.035
21.512,1.031
21.542,1.032
21.572,1.038
21.602,1.047
21.632,1.050
21.662,1.049
21.692,1.046
21.722,1.048
21.752,1.047
21.782,1.047
21.812,1.042
21.842,1.044
21.872,1.047
21.902,1.038
21.932,1.044
21.962,1.045
21.992,1.041
22.022,1.040
22.052,1.036
22.082,1.043
22.112,1.047
22.142,1.050
22.172,1.045
22.202,1.040
22.232,1.045
22.262,1.041
22.292,1.040
22.322,1.039
22.352,1.039
22.382,1.044
22.412,1.045
22.442,1.043
22.472,1.044
22.502,1.041
22.532,1.042
22.562,1.046
22.592,1.041
22.622,1.043
22.652,1.043
22.682,1.041
22.712,1.044
22.742,1.042
22.772,1.042
22.802,1.038
22.832,1.040
22.862,1.051
22.892,1.046
22.922,1.044
22.952,1.039
22.982,1.047
23.012,1.039
23.042,1.045
23.072,1.044
23.102,1.041
23.132,1.042
23.162,1.040
23.192,1.043
23.222,1.043
23.252,1.045
23.282,1.043
23.312,1.044
23.342,1.046
23.372,1.042
23.402,1.048
23.432,1.046
23.462,1.043
23.492,1.047
23.522,1.044
23.552,1.035
23.582,1.042
23.612,1.039
23.642,1.037
23.672,1.046
23.702,1.048
23.732,1.041
23.762,1.043
23.792,1.041
23.822,1.042
23.852,1.039
23.882,1.045
23.912,1.043
23.942,1.037
23.972,1.041
24.002,1.042
24.032,1.042
24.062,1.042
24.092,1.041
24.122,1.045
24.152,1.044
24.182,1.044
24.212,1.037
24.242,1.045
24.272,1.043
24.302,1.040
24.332,1.044
24.362,1.048
24.392,1.042
24.422,1.036
24.452,1.042
24.482,1.055
24.512,1.040
24.542,1.043
24.572,1.045
24.602,1.044
24.632,1.041
24.662,1.043
24.692,1.041
24.722,1.042
24.752,1.042
24.782,1.039
24.812,1.032
24.842,1.041
24.872,1.040
24.902,1.047
24.932,1.045
24.962,1.047
24.992,1.042
25.022,1.045
25.052,1.047
25.082,1.041
25.112,1.045
25.142,1.043
25.172,1.042
25.202,1.043
25.232,1.045
25.262,1.046
25.292,1.043
25.322,1.046
25.352,1.044
25.382,1.039
25.412,1.046
25.442,1.046
25.472,1.046
25.502,1.044
25.532,1.047
25.562,1.044
25.592,1.048
25.622,1.046
25.652,1.040
25.682,1.047
25.712,1.055
25.742,1.048
25.772,1.049
25.802,1.061
25.832,1.057
25.862,1.047
25.892,1.048
25.922,1.048
25.952,1.040
25.982,1.033
26.012,1.027
26.042,1.023
26.072,1.027
26.102,1.032
26.132,1.030
26.162,1.037
26.192,1.037
26.222,1.040
26.252,1.040
26.282,1.040
26.312,1.041
26.342,1.037
26.372,1.042
26.402,1.034
26.432,1.033
26.462,1.041
26.492,1.046
26.522,1.053
26.552,1.059
26.582,1.057
26.612,1.052
26.642,1.044
26.672,1.039
26.702,1.040
26.732,1.037
26.762,1.040
26.792,1.040
26.822,1.039
26.852,1.039
26.882,1.044
26.912,1.043
26.942,1.043
26.972,1.037
27.002,1.040
27.032,1.046
27.062,1.041
27.092,1.040
27.122,1.042
27.152,1.043
27.182,1.046
27.212,1.038
27.242,1.043
27.272,1.042
27.302,1.043
27.332,1.039
27.362,1.041
27.392,1.039
27.422,1.037
27.452,1.043
27.482,1.043
27.512,1.043
27.542,1.044
27.572,1.042
27.602,1.047
27.632,1.046
27.662,1.044
27.692,1.042
27.722,1.044
27.752,1.046
27.782,1.047
27.812,1.051
27.842,1.037
27.872,1.043
27.902,1.047
27.932,1.046
27.962,1.045
27.992,1.037
28.022,1.040
28.052,1.041
28.082,1.047
28.112,1.044
28.142,1.047
28.172,1.049
28.202,1.044
28.232,1.044
28.262,1.043
28.292,1.042
28.322,1.047
28.352,1.048
28.382,1.044
28.412,1.045
28.442,1.046
28.472,1.043
28.502,1.049
28.532,1.048
28.562,1.046
28.592,1.047
28.622,1.045
28.652,1.050
28.682,1.044
28.712,1.040
28.742,1.043
28.772,1.048
28.802,1.045
28.832,1.047
28.862,1.046
28.892,1.049
28.922,1.050
28.952,1.048
28.982,1.045
29.012,1.044
29.042,1.047
29.072,1.048
29.102,1.046
29.132,1.047
29.162,1.047
29.192,1.048
29.222,1.048
29.252,1.044
29.282,1.049
29.312,1.045
29.342,1.050
29.372,1.045
29.402,1.046
29.432,1.050
29.462,1.046
29.492,1.046
29.522,1.048
29.552,1.047
29.582,1.046
29.612,1.052
29.642,1.044
29.672,1.050
29.702,1.048
29.732,1.044
29.762,1.048
29.792,1.049
29.822,1.053
29.852,1.048
29.882,1.052
29.912,1.048
29.942,1.044
29.972,1.045
30.002,1.047
30.032,1.046
30.062,1.043
30.092,1.046
30.122,1.046
30.152,1.045
30.182,1.052
30.212,1.045
30.242,1.051
30.272,1.043
30.302,1.042
30.332,1.046
30.362,1.042
30.392,1.042
30.422,1.049
30.452,1.046
30.482,1.043
30.512,1.049
30.542,1.052
30.572,1.046
30.602,1.048
30.632,1.044
30.662,1.047
30.692,1.046
30.722,1.051
30.752,1.048
30.782,1.046
30.812,1.051
30.842,1.049
30.872,1.048
30.902,1.042
30.932,1.043
30.962,1.050
30.992,1.050
31.022,1.049
31.052,1.046
31.082,1.050
31.112,1.048
31.142,1.043
31.172,1.045
31.202,1.044
31.232,1.046
31.262,1.046
31.292,1.046
31.322,1.042
31.352,1.046
31.382,1.047
31.412,1.048
31.442,1.044
31.472,1.046
31.502,1.043
31.532,1.047
31.562,1.045
31.592,1.048
31.622,1.052
31.652,1.054
31.682,1.053
31.712,1.056
31.742,1.041
31.772,1.034
31.802,1.043
31.832,1.047
31.862,1.047
31.892,1.050
31.922,1.048
31.952,1.050
31.982,1.054
32.012,1.048
32.042,1.048
32.072,1.048
32.102,1.053
32.132,1.050
32.162,1.053
32.192,1.050
32.222,1.044
32.252,1.051
32.282,1.052
32.312,1.050
32.342,1.055
32.372,1.056
32.402,1.054
32.432,1.050
32.462,1.047
32.492,1.046
32.522,1.040
32.552,1.041
32.582,1.038
32.612,1.044
32.642,1.045
32.672,1.044
32.702,1.049
32.732,1.047
32.762,1.058
32.792,1.062
32.822,1.062
32.852,1.061
32.882,1.052
32.912,1.028
32.942,1.031
32.972,1.049
33.002,1.050
33.032,1.062
33.062,1.056
33.092,1.056
33.122,1.049
33.152,1.046
33.182,1.045
33.212,1.044
33.242,1.046
33.272,1.049
33.302,1.047
33.332,1.047
33.362,1.052
33.392,1.051
33.422,1.053
33.452,1.054
33.482,1.052
33.512,1.051
33.542,1.053
33.572,1.054
33.602,1.049
33.632,1.049
33.662,1.058
33.692,1.051
33.722,1.047
33.752,1.052
33.782,1.051
33.812,1.046
33.842,1.053
33.872,1.050
33.902,1.053
33.932,1.055
33.962,1.055
33.992,1.049
34.022,1.057
34.052,1.055
34.082,1.053
34.112,1.051
34.142,1.050
34.172,1.050
34.202,1.050
34.232,1.051
34.262,1.051
34.292,1.052
34.322,1.049
34.352,1.054
34.382,1.056
34.412,1.058
34.442,1.045
34.472,1.052
34.502,1.056
34.532,1.051
34.562,1.051
34.592,1.051
34.622,1.051
34.652,1.050
34.682,1.043
34.712,1.051
34.742,1.050
34.772,1.056
34.802,1.051
34.832,1.052
34.862,1.053
34.892,1.052
34.922,1.053
34.952,1.053
34.982,1.051
35.012,1.051
35.042,1.050
35.072,1.049
35.102,1.053
35.132,1.052
35.162,1.055
35.192,1.055
35.222,1.052
35.252,1.052
35.282,1.053
35.312,1.050
35.342,1.057
35.372,1.049
35.402,1.051
35.432,1.051
35.462,1.050
35.492,1.051
35.522,1.049
35.552,1.056
35.582,1.047
35.612,1.059
35.642,1.051
35.672,1.051
35.702,1.054
35.732,1.054
35.762,1.050
35.792,1.050
35.822,1.049
35.852,1.051
35.882,1.051
35.912,1.056
35.942,1.054
35.972,1.050
36.002,1.053
36.032,1.053
36.062,1.054
36.092,1.052
36.122,1.054
36.152,1.053
36.182,1.052
36.212,1.054
36.242,1.049
36.272,1.048
36.302,1.052
36.332,1.056
36.362,1.054
36.392,1.054
36.422,1.057
36.452,1.049
36.482,1.052
36.512,1.054
36.542,1.052
36.572,1.049
36.602,1.053
36.632,1.054
36.662,1.053
36.692,1.054
36.722,1.055
36.752,1.053
36.782,1.051
36.812,1.054
36.842,1.052
36.872,1.050
36.902,1.053
36.932,1.053
36.962,1.050
36.992,1.049
37.022,1.050
37.052,1.053
37.082,1.049
37.112,1.034
37.142,1.021
37.172,1.043
37.202,1.077
37.232,1.086
37.262,1.054
37.292,1.061
37.322,1.059
37.352,1.062
37.382,1.055
37.412,1.054
37.442,1.048
37.472,1.049
37.502,1.043
37.532,1.031
37.562,1.040
37.592,1.055
37.622,1.057
37.652,1.052
37.682,1.063
37.712,1.055
37.742,1.051
37.772,1.054
37.802,1.054
37.832,1.053
37.862,1.061
37.892,1.055
37.922,1.051
37.952,1.054
37.982,1.057
38.012,1.057
38.042,1.060
38.072,1.057
38.102,1.049
38.132,1.053
38.162,1.048
38.192,1.052
38.222,1.057
38.252,1.053
38.282,1.054
38.312,1.055
38.342,1.052
38.372,1.055
38.402,1.050
38.432,1.052
38.462,1.055
38.492,1.053
38.522,1.057
38.552,1.049
38.582,1.051
38.612,1.052
38.642,1.052
38.672,1.056
38.702,1.051
38.732,1.053
38.762,1.049
38.792,1.053
38.822,1.049
38.852,1.053
38.882,1.060
38.912,1.056
38.942,1.057
38.972,1.065
39.002,1.069
39.032,1.050
39.062,1.039
39.092,1.056
39.122,1.052
39.152,1.039
39.182,1.050
39.212,1.052
39.242,1.047
39.272,1.061
39.302,1.053
39.332,1.050
39.362,1.052
39.392,1.045
39.422,1.052
39.452,1.056
39.482,1.057
39.512,1.053
39.542,1.060
39.572,1.052
39.602,1.053
39.632,1.052
39.662,1.046
39.692,1.050
39.722,1.055
39.752,1.054
39.782,1.056
39.812,1.051
39.842,1.049
39.872,1.058
39.902,1.062
39.932,1.055
39.962,1.056
39.992,1.055
40.022,1.056
40.052,1.056
40.082,1.055
40.112,1.055
40.142,1.055
40.172,1.052
40.202,1.054
40.232,1.055
40.262,1.053
40.292,1.052
40.322,1.055
40.352,1.057
40.382,1.062
40.412,1.051
40.442,1.055
40.472,1.056
40.502,1.055
40.532,1.052
40.562,1.052
40.592,1.052
40.622,1.051
40.652,1.059
40.682,1.052
40.712,1.053
40.742,1.057
40.772,1.051
40.802,1.051
40.832,1.051
40.862,1.051
40.892,1.048
40.922,1.053
40.952,1.055
40.982,1.053
41.012,1.050
41.042,1.056
41.072,1.056
41.102,1.054
41.132,1.054
41.162,1.053
41.192,1.053
41.222,1.056
41.252,1.048
41.282,1.053
41.312,1.050
41.342,1.047
41.372,1.051
41.402,1.053
41.432,1.052
41.462,1.054
41.492,1.055
41.522,1.049
41.552,1.054
41.582,1.059
41.612,1.050
41.642,1.048
41.672,1.056
41.702,1.054
41.732,1.053
41.762,1.049
41.792,1.055
41.822,1.052
41.852,1.053
41.882,1.050
41.912,1.054
41.942,1.052
41.972,1.051
42.002,1.050
42.032,1.049
42.062,1.055
42.092,1.054
42.122,1.052
42.152,1.058
42.182,1.051
42.212,1.054
42.242,1.054
42.272,1.053
42.302,1.049
42.332,1.053
42.362,1.060
42.392,1.047
42.422,1.058
42.452,1.056
42.482,1.053
42.512,1.052
42.542,1.050
42.572,1.056
42.602,1.053
42.632,1.052
42.662,1.051
42.692,1.051
42.722,1.053
42.752,1.051
42.782,1.055
42.812,1.054
42.842,1.054
42.872,1.048
42.902,1.051
42.932,1.058
42.962,1.055
42.992,1.058
43.022,1.061
43.052,1.056
43.082,1.050
43.112,1.046
43.142,1.053
43.172,1.053
43.202,1.051
43.232,1.055
43.262,1.049
43.292,1.062
43.322,1.053
43.352,1.048
43.382,1.051
43.412,1.056
43.442,1.056
43.472,1.054
43.502,1.054
43.532,1.053
43.562,1.051
43.592,1.051
43.622,1.055
43.652,1.048
43.682,1.048
43.712,1.051
43.742,1.051
43.772,1.054
43.802,1.051
43.832,1.057
43.862,1.048
43.892,1.048
43.922,1.053
43.952,1.049
43.982,1.054
44.012,1.056
44.042,1.054
44.072,1.047
44.102,1.057
44.132,1.052
44.162,1.046
44.192,1.051
44.222,1.051
44.252,1.052
44.282,1.053
44.312,1.054
44.342,1.054
44.372,1.051
44.402,1.053
44.432,1.054
44.462,1.056
44.492,1.053
44.522,1.054
44.552,1.051
44.582,1.052
44.612,1.052
44.642,1.051
44.672,1.053
44.702,1.053
44.732,1.059
44.762,1.051
44.792,1.050
44.822,1.051
44.852,1.051
44.882,1.059
44.912,1.051
44.942,1.055
44.972,1.055
45.002,1.052
45.032,1.052
45.062,1.054
45.092,1.054
45.122,1.052
45.152,1.054
45.182,1.053
45.212,1.049
45.242,1.049
45.272,1.054
45.302,1.050
45.332,1.051
45.362,1.052
45.392,1.055
45.422,1.051
45.452,1.052
45.482,1.047
45.512,1.056
45.542,1.055
45.572,1.052
45.602,1.049
45.632,1.051
45.662,1.049
45.692,1.052
45.722,1.053
45.752,1.057
45.782,1.050
45.812,1.056
45.842,1.051
45.872,1.053
45.902,1.050
45.932,1.050
45.962,1.053
45.992,1.055
46.022,1.055
46.052,1.050
46.082,1.051
46.112,1.052
46.142,1.055
46.172,1.052
46.202,1.049
46.232,1.053
46.262,1.055
46.292,1.053
46.322,1.058
46.352,1.055
46.382,1.054
46.412,1.052
46.442,1.051
46.472,1.055
46.502,1.050
46.532,1.053
46.562,1.053
46.592,1.052
46.622,1.061
46.652,1.048
46.682,1.053
46.712,1.053
46.742,1.050
46.772,1.050
46.802,1.054
46.832,1.055
46.862,1.054
46.892,1.053
46.922,1.052
46.952,1.055
46.982,1.055
47.012,1.055
47.042,1.049
47.072,1.049
47.102,1.056
47.132,1.056
47.162,1.055
47.192,1.051
47.222,1.056
47.252,1.053
47.282,1.051
47.312,1.051
47.342,1.056
47.372,1.053
47.402,1.051
47.432,1.055
47.462,1.048
47.492,1.052
47.522,1.053
47.552,1.055
47.582,1.050
47.612,1.050
47.642,1.052
47.672,1.053
47.702,1.053
47.732,1.049
47.762,1.055
47.792,1.051
47.822,1.051
47.852,1.054
47.882,1.053
47.912,1.051
47.942,1.053
47.972,1.052
48.002,1.056
48.032,1.050
48.062,1.055
48.092,1.052
48.122,1.053
48.152,1.053
48.182,1.050
48.212,1.055
48.242,1.054
48.272,1.062
48.302,1.060
48.332,1.062
48.362,1.051
48.392,1.049
48.422,1.050
48.452,1.050
48.482,1.051
48.512,1.053
48.542,1.054
48.572,1.056
48.602,1.057
48.632,1.053
48.662,1.051
48.692,1.056
48.722,1.054
48.752,1.056
48.782,1.053
48.812,1.055
48.842,1.052
48.872,1.054
48.902,1.057
48.932,1.052
48.962,1.055
48.992,1.058
49.022,1.053
49.052,1.054
49.082,1.050
49.112,1.056
49.142,1.054
49.172,1.058
49.202,1.055
49.232,1.061
49.262,1.057
49.292,1.049
49.322,1.049
49.352,1.047
49.382,1.051
49.412,1.058
49.442,1.061
49.472,1.058
49.502,1.054
49.532,1.057
49.562,1.054
49.592,1.049
49.622,1.050
49.652,1.051
49.682,1.057
49.712,1.055
49.742,1.060
49.772,1.048
49.802,1.051
49.832,1.056
49.862,1.052
49.892,1.052
49.922,1.047
49.952,1.056
49.982,1.054
50.012,1.058
50.042,1.057
50.072,1.057
50.102,1.055
50.132,1.056
50.162,1.054
50.192,1.053
50.222,1.051
50.252,1.055
50.282,1.052
50.312,1.053
50.342,1.050
50.372,1.051
50.402,1.053
50.432,1.053
50.462,1.057
50.492,1.052
50.522,1.054
50.552,1.050
50.582,1.052
50.612,1.049
50.642,1.050
50.672,1.051
50.702,1.055
50.732,1.051
50.762,1.050
50.792,1.055
50.822,1.050
50.852,1.056
50.882,1.054
50.912,1.051
50.942,1.054
50.972,1.051
51.002,1.053
51.032,1.052
51.062,1.053
51.092,1.058
51.122,1.052
51.152,1.051
51.182,1.053
51.212,1.050
51.242,1.053
51.272,1.053
51.302,1.052
51.332,1.051
51.362,1.054
51.392,1.052
51.422,1.054
51.452,1.054
51.482,1.055
51.512,1.053
51.542,1.052
51.572,1.056
51.602,1.048
51.632,1.056
51.662,1.057
51.692,1.051
51.722,1.052
51.752,1.053
51.782,1.054
51.812,1.053
51.842,1.054
51.872,1.054
51.902,1.054
51.932,1.052
51.962,1.052
51.992,1.054
52.022,1.054
52.052,1.052
52.082,1.054
52.112,1.056
52.142,1.052
52.172,1.044
52.202,1.054
52.232,1.057
52.262,1.056
52.292,1.055
52.322,1.058
52.352,1.053
52.382,1.051
52.412,1.051
52.442,1.053
52.472,1.049
52.502,1.058
52.532,1.055
52.562,1.053
52.592,1.055
52.622,1.056
52.652,1.053
52.682,1.054
52.712,1.058
52.742,1.054
52.772,1.052
52.802,1.058
52.832,1.054
52.862,1.051
52.892,1.062
52.922,1.056
52.952,1.056
52.982,1.060
53.012,1.063
53.042,1.050
53.072,1.059
53.102,1.055
53.132,1.050
53.162,1.054
53.192,1.058
53.222,1.053
53.252,1.055
53.282,1.054
53.312,1.050
53.342,1.053
53.372,1.059
53.402,1.058
53.432,1.049
53.462,1.055
53.492,1.055
53.522,1.057
53.552,1.057
53.582,1.060
53.612,1.058
53.642,1.055
53.672,1.052
53.702,1.054
53.732,1.052
53.762,1.049
53.792,1.056
53.822,1.054
53.852,1.060
53.882,1.055
53.912,1.055
53.942,1.051
53.972,1.057
54.002,1.053
54.032,1.051
54.062,1.054
54.092,1.055
54.122,1.054
54.152,1.054
54.182,1.051
54.212,1.055
54.242,1.057
54.272,1.058
54.302,1.052
54.332,1.051
54.362,1.052
54.392,1.056
54.422,1.052
54.452,1.053
54.482,1.055
54.512,1.062
54.542,1.052
54.572,1.055
54.602,1.056
54.632,1.052
54.662,1.052
54.692,1.052
54.722,1.054
54.752,1.054
54.782,1.055
54.812,1.056
54.842,1.056
54.872,1.053
54.902,1.053
54.932,1.055
54.962,1.059
54.992,1.054
55.022,1.056
55.052,1.059
55.082,1.049
55.112,1.055
55.142,1.055
55.172,1.050
55.202,1.051
55.232,1.050
55.262,1.049
55.292,1.052
55.322,1.053
55.352,1.058
55.382,1.061
55.412,1.051
55.442,1.061
55.472,1.061
55.502,1.060
55.532,1.052
55.562,1.056
55.592,1.049
55.622,1.055
55.652,1.041
55.682,1.049
55.712,1.056
55.742,1.051
55.772,1.049
55.802,1.052
55.832,1.048
55.862,1.049
55.892,1.048
55.922,1.048
55.952,1.047
55.982,1.053
56.012,1.054
56.042,1.045
56.072,1.047
56.102,1.055
56.132,1.052
56.162,1.049
56.192,1.056
56.222,1.050
56.252,1.055
56.282,1.055
56.312,1.053
56.342,1.053
56.372,1.050
