df_hash,22ZHK4.QBUHEK
440.417,7
441.486,2
442.470,0
443.446,0
444.511,0
445.443,30
446.464,25
447.244,22
448.467,21
449.451,32
450.217,18
451.386,30
452.361,29
453.283,37
454.517,29
455.334,27
456.163,0
457.384,0
458.259,0
459.137,0
460.357,0
461.234,0
462.208,0
463.408,22
464.207,31
465.222,47
466.495,56
467.378,45
468.107,44
469.277,47
470.155,47
471.081,25
472.394,0
473.177,5
474.056,0
475.224,0
476.343,0
477.028,0
478.321,35
479.125,33
480.002,0
481.175,0
482.100,0
483.017,44
484.226,53
485.272,48
486.095,46
487.168,0
488.052,2
488.923,41
490.437,0
491.019,0
491.946,0
493.117,53
493.993,49
495.111,49
496.092,56
496.976,55
498.237,60
499.070,51
500.087,39
500.868,38
502.037,21
503.061,40
503.841,35
505.159,22
505.913,19
506.861,20
508.030,23
508.911,23
509.788,0
511.405,28
512.076,0
512.764,29
514.126,28
515.053,29
515.736,28
516.906,17
517.834,23
518.758,20
520.126,30
520.811,41
