df_hash,22ZHK4.E4K1RV
13.609,0.999
13.639,0.993
13.669,0.994
13.699,0.988
13.729,0.991
13.759,0.996
13.789,0.998
13.819,0.995
13.849,0.991
13.879,0.992
13.909,0.995
13.939,0.994
13.969,0.995
13.999,0.984
14.029,0.988
14.059,0.990
14.089,1.005
14.119,0.996
14.149,0.993
14.179,0.993
14.209,0.996
14.239,0.996
14.269,0.997
14.299,0.987
14.329,0.996
14.359,1.003
14.389,0.995
14.419,0.989
14.449,0.986
14.479,0.992
14.509,1.002
14.539,0.999
14.569,0.989
14.599,0.986
14.629,0.995
14.659,0.995
14.689,0.999
14.719,0.997
14.749,0.990
14.779,0.990
14.809,0.989
14.839,1.006
14.869,1.013
14.899,0.990
14.929,0.996
14.959,0.995
14.989,0.998
15.019,0.989
15.049,0.995
15.079,1.012
15.109,1.000
15.139,0.972
15.169,0.957
15.199,0.985
15.229,1.011
15.259,1.008
15.289,0.991
15.319,0.988
15.349,0.999
15.379,0.995
15.409,0.987
15.439,0.995
15.469,0.974
15.499,0.995
15.529,1.019
15.559,1.018
15.589,1.007
15.619,1.006
15.649,0.984
15.679,0.965
15.709,0.968
15.739,0.987
15.769,0.991
15.799,0.998
15.829,1.006
15.859,1.000
15.889,0.994
15.919,0.990
15.949,0.988
15.979,0.988
16.009,0.994
16.039,0.995
16.069,0.995
16.099,0.994
16.129,0.996
16.159,0.992
16.189,0.982
16.219,0.994
16.249,1.004
16.279,1.007
16.309,1.004
16.339,1.017
16.369,1.099
16.399,1.036
16.429,0.965
16.459,0.992
16.489,1.005
16.519,1.021
16.549,1.068
16.579,1.114
16.609,1.118
16.639,1.122
16.669,1.058
16.699,1.023
16.729,0.989
16.759,0.970
16.789,0.971
16.819,0.979
16.849,0.963
16.879,0.957
16.909,0.954
16.939,1.021
16.969,1.148
16.999,1.098
17.029,1.012
17.059,0.993
17.089,0.961
17.119,0.940
17.149,0.964
17.179,0.948
17.209,0.957
17.239,0.957
17.269,0.946
17.299,0.935
17.329,1.002
17.359,1.079
17.389,1.049
17.419,1.055
17.449,1.042
17.479,1.022
17.509,1.044
17.539,1.049
17.569,1.046
17.599,1.051
17.629,1.015
17.659,1.000
17.689,1.009
17.719,1.014
17.749,0.991
17.779,0.986
17.809,0.991
17.839,1.000
17.869,0.983
17.899,1.006
17.929,0.987
17.959,1.001
17.989,0.987
18.019,0.959
18.049,0.966
18.079,0.973
18.109,0.958
18.139,0.942
18.169,0.937
18.199,0.950
18.229,0.971
18.259,0.988
18.289,0.981
18.319,1.005
18.349,0.978
18.379,0.994
18.409,1.000
18.439,1.004
18.469,1.004
18.499,1.029
18.529,1.016
18.559,1.016
18.589,1.014
18.619,1.000
18.649,0.998
18.679,0.996
18.709,0.988
18.739,0.993
18.769,1.000
18.799,1.004
18.829,1.005
18.859,0.991
18.889,0.988
18.919,0.999
18.949,1.004
18.979,1.003
19.009,0.992
19.039,0.988
19.069,0.986
19.099,0.987
19.129,0.985
19.159,0.995
19.189,0.981
19.219,0.987
19.249,0.990
19.279,0.993
19.309,0.992
19.339,0.992
19.369,0.993
19.399,0.998
19.429,0.993
19.459,0.994
19.489,0.986
19.519,0.991
19.549,0.986
19.579,0.989
19.609,0.985
19.639,0.995
19.669,0.997
19.699,0.989
19.729,0.990
19.759,0.990
19.789,0.995
19.819,0.995
19.849,0.989
19.879,0.992
19.909,0.996
19.939,0.998
19.969,0.999
19.999,0.998
20.029,0.994
20.059,0.999
20.089,0.997
20.119,0.995
20.149,0.993
20.179,0.995
20.209,0.989
20.239,0.988
20.269,0.989
20.299,0.994
20.329,0.999
20.359,0.988
20.389,1.000
20.419,1.003
20.449,1.009
20.479,1.000
20.509,0.995
20.539,0.997
20.569,1.005
20.599,1.000
20.629,1.003
20.659,0.997
20.689,0.995
20.719,1.003
20.749,0.999
20.779,0.998
20.809,0.994
20.839,0.993
20.869,1.003
20.899,1.003
20.929,0.996
20.959,0.997
20.989,1.002
21.019,1.004
21.049,1.000
21.079,1.000
21.109,0.995
21.139,1.000
21.169,0.989
21.199,0.997
21.229,0.999
21.259,1.008
21.289,1.000
21.319,0.994
21.349,0.996
21.379,0.998
21.409,0.998
21.439,1.005
21.469,1.008
21.499,0.998
21.529,1.005
21.559,1.003
21.589,1.000
21.619,0.995
21.649,0.999
21.679,0.997
21.709,1.001
21.739,0.995
21.769,0.998
21.799,1.001
21.829,1.000
21.859,0.997
21.889,0.994
21.919,0.998
21.949,0.998
21.979,1.001
22.009,0.999
22.039,0.998
22.069,0.998
22.099,1.007
22.129,1.006
22.159,0.996
22.189,0.998
22.219,0.997
22.249,0.997
22.279,1.001
22.309,1.006
22.339,0.993
22.369,1.000
22.399,1.004
22.429,1.001
22.459,0.995
22.489,0.999
22.519,0.998
22.549,1.001
22.579,0.998
22.609,0.997
22.639,0.998
22.669,1.001
22.699,0.998
22.729,1.002
22.759,1.000
22.789,1.001
22.819,0.990
22.849,0.999
22.879,1.003
22.909,1.007
22.939,1.001
22.969,0.989
22.999,0.995
23.029,1.000
23.059,1.004
23.089,0.997
23.119,1.005
23.149,0.992
23.179,1.005
23.209,1.000
23.239,1.000
23.269,0.999
23.299,0.997
23.329,1.003
23.359,1.005
23.389,0.999
23.419,0.994
23.449,1.002
23.479,0.998
23.509,1.001
23.539,1.001
23.569,1.002
23.599,0.995
23.629,1.000
23.659,1.000
23.689,1.008
23.719,1.001
23.749,0.990
23.779,0.992
23.809,1.002
23.839,1.006
23.869,1.001
23.899,1.001
23.929,0.996
23.959,1.005
23.989,0.996
24.019,0.998
24.049,0.998
24.079,0.995
24.109,1.003
24.139,1.000
24.169,0.999
24.199,0.999
24.229,1.002
24.259,1.003
24.289,0.996
24.319,0.999
24.349,0.992
24.379,1.003
24.409,0.995
24.439,1.008
24.469,1.000
24.499,0.995
24.529,0.996
24.559,1.002
24.589,1.004
24.619,1.001
24.649,1.000
24.679,0.994
24.709,1.007
24.739,1.001
24.769,0.997
24.799,0.996
24.829,0.997
24.859,1.004
24.889,0.998
24.919,1.001
24.949,0.999
24.979,1.003
25.009,1.002
25.039,1.004
25.069,0.993
25.099,1.000
25.129,0.996
25.159,1.012
25.189,0.999
25.219,0.995
25.249,0.996
25.279,1.003
25.309,1.004
25.339,1.002
25.369,1.000
25.399,0.994
25.429,1.005
25.459,1.003
25.489,0.994
25.519,1.002
25.549,1.002
25.579,0.999
25.609,0.999
25.639,1.000
25.669,1.000
25.699,0.999
25.729,1.003
25.759,0.999
25.789,0.993
25.819,1.000
25.849,1.006
25.879,1.005
25.909,0.995
25.939,0.994
25.969,0.998
25.999,1.000
26.029,1.009
26.059,1.011
26.089,0.991
26.119,1.000
26.149,1.002
26.179,1.003
26.209,0.999
26.239,1.000
26.269,0.999
26.299,1.004
26.329,1.000
26.359,1.000
26.389,0.999
26.419,0.998
26.449,1.003
26.479,1.004
26.509,1.000
26.539,1.000
26.569,0.996
26.599,1.008
26.629,1.008
26.659,0.997
26.689,0.993
26.719,0.999
26.749,1.005
26.779,1.002
26.809,1.006
26.839,0.992
26.869,1.007
26.899,1.003
26.929,0.997
26.959,0.998
26.989,0.995
27.019,1.003
27.049,1.003
27.079,1.000
27.109,1.001
27.139,1.001
27.169,1.000
27.199,0.999
27.229,1.001
27.259,1.006
27.289,0.998
27.319,0.999
27.349,0.995
27.379,1.009
27.409,1.003
27.439,0.996
27.469,0.996
27.499,1.000
27.529,1.004
27.559,1.004
27.589,1.002
27.619,0.994
27.649,1.003
27.679,1.007
27.709,1.000
27.739,1.000
27.769,1.003
27.799,1.001
27.829,1.001
27.859,1.000
27.889,1.001
27.919,0.998
27.949,0.999
27.979,1.000
28.009,1.003
28.039,1.002
28.069,1.006
28.099,0.996
28.129,1.003
28.159,1.001
28.189,1.012
28.219,1.002
28.249,0.993
28.279,0.996
28.309,1.003
28.339,1.002
28.369,1.007
28.399,1.001
28.429,0.992
28.459,1.005
28.489,1.005
28.519,1.002
28.549,0.999
28.579,1.000
28.609,1.005
28.639,1.003
28.669,1.002
28.699,1.000
28.729,1.002
28.759,0.997
28.789,1.010
28.819,1.002
28.849,1.002
28.879,0.994
28.909,1.004
28.939,1.004
28.969,1.012
28.999,1.004
29.029,0.997
29.059,0.997
29.089,0.996
29.119,1.008
29.149,1.001
29.179,0.999
29.209,0.999
29.239,1.008
29.269,1.001
29.299,0.998
29.329,0.998
29.359,1.001
29.389,1.003
29.419,1.006
29.449,1.003
29.479,1.002
29.509,1.002
29.539,1.003
29.569,1.005
29.599,1.005
29.629,0.997
29.659,1.001
29.689,1.000
29.719,1.008
29.749,1.002
29.779,0.992
29.809,0.996
29.839,1.006
29.869,1.007
29.899,0.999
29.929,1.003
29.959,0.998
29.989,1.006
30.019,1.004
30.049,0.997
30.079,0.998
30.109,1.001
30.139,1.006
30.169,1.002
30.199,1.005
30.229,1.003
30.259,1.001
30.289,1.003
30.319,1.000
30.349,1.001
30.379,1.003
30.409,0.997
30.439,0.994
30.469,1.004
30.499,1.010
30.529,1.007
30.559,0.997
30.589,0.996
30.619,1.000
30.649,1.005
30.679,1.008
30.709,1.009
30.739,0.993
30.769,1.001
30.799,1.005
30.829,1.001
30.859,0.998
30.889,1.005
30.919,1.006
30.949,1.000
30.979,1.001
31.009,1.001
31.039,1.003
31.069,1.003
31.099,0.999
31.129,0.998
31.159,1.005
31.189,0.998
31.219,1.004
31.249,1.002
31.279,1.010
31.309,1.003
31.339,0.997
31.369,0.996
31.399,1.002
31.429,1.009
31.459,1.007
31.489,1.006
31.519,0.987
31.549,1.003
31.579,1.007
31.609,1.000
31.639,0.999
31.669,0.999
31.699,1.006
31.729,1.003
31.759,1.003
31.789,1.003
31.819,1.002
31.849,1.001
31.879,1.001
31.909,1.006
31.939,1.006
31.969,1.002
31.999,0.990
32.029,1.005
32.059,1.004
32.089,1.012
32.119,1.002
32.149,0.995
32.179,0.998
32.209,1.005
32.239,1.006
32.269,1.001
32.299,0.999
32.329,0.998
32.359,1.008
32.389,1.005
32.419,1.000
32.449,1.000
32.479,1.003
32.509,1.005
32.539,1.002
32.569,1.002
32.599,1.003
32.629,1.002
32.659,1.000
32.689,1.005
32.719,1.001
32.749,1.005
32.779,0.996
32.809,1.000
32.839,1.003
32.869,1.012
32.899,1.005
32.929,0.995
32.959,0.998
32.989,1.002
33.019,1.005
33.049,1.003
33.079,1.008
33.109,0.993
33.139,1.004
33.169,1.007
33.199,1.004
33.229,0.998
33.259,1.001
33.289,1.003
33.319,1.005
33.349,1.006
33.379,1.001
33.409,1.002
33.439,0.999
33.469,1.002
33.499,1.003
33.529,1.001
33.559,1.004
33.589,0.999
33.619,0.994
33.649,1.004
33.679,1.009
33.709,1.008
33.739,0.996
33.769,0.995
33.799,0.999
33.829,1.007
33.859,1.008
33.889,1.002
33.919,1.000
33.949,0.998
33.979,1.009
34.009,1.005
34.039,1.002
34.069,1.000
34.099,1.001
34.129,1.003
34.159,1.004
34.189,1.002
34.219,1.003
34.249,1.001
34.279,1.002
34.309,1.000
34.339,1.004
34.369,1.002
34.399,1.002
34.429,0.994
34.459,1.004
34.489,1.007
34.519,1.010
34.549,0.995
34.579,0.995
34.609,1.000
34.639,1.004
34.669,1.008
34.699,1.000
34.729,0.999
34.759,0.994
34.789,1.005
34.819,1.005
34.849,0.999
34.879,0.995
34.909,0.999
34.939,1.008
34.969,1.003
34.999,1.006
35.029,1.001
35.059,1.001
35.089,1.001
35.119,1.004
35.149,1.007
35.179,1.006
35.209,0.999
35.239,1.000
35.269,1.000
35.299,1.010
35.329,1.009
35.359,0.995
35.389,0.993
35.419,1.005
35.449,1.006
35.479,1.009
35.509,1.005
35.539,0.992
35.569,1.006
35.599,1.008
35.629,1.000
35.659,0.998
35.689,1.002
35.719,1.004
35.749,1.002
35.779,1.004
35.809,1.006
35.839,0.995
35.869,1.000
35.899,1.006
35.929,1.007
35.959,1.001
35.989,1.002
36.019,1.004
36.049,1.012
36.079,1.006
36.109,0.993
36.139,0.992
36.169,0.974
36.199,0.987
36.229,0.974
36.259,0.961
36.289,0.890
36.319,1.027
36.349,1.074
36.379,1.048
36.409,1.010
36.439,1.018
36.469,1.021
36.499,1.035
36.529,1.019
36.559,0.976
36.589,0.995
36.619,1.017
36.649,0.997
36.679,0.987
36.709,0.989
36.739,0.962
36.769,0.981
36.799,0.980
36.829,1.002
36.859,0.974
36.889,0.982
36.919,0.996
36.949,0.988
36.979,1.000
37.009,0.980
37.039,0.977
37.069,0.988
37.099,0.982
37.129,0.993
37.159,1.006
37.189,0.993
37.219,0.979
37.249,0.971
37.279,0.983
37.309,0.985
37.339,0.994
37.369,0.992
37.399,0.996
37.429,1.000
37.459,0.990
37.489,0.993
37.519,1.012
37.549,0.986
37.579,0.967
37.609,0.985
37.639,1.000
37.669,0.993
37.699,0.994
37.729,0.992
37.759,0.990
37.789,0.988
37.819,0.990
37.849,0.990
37.879,0.988
37.909,0.994
37.939,0.990
37.969,0.993
37.999,0.989
38.029,0.988
38.059,0.990
38.089,0.990
38.119,0.993
38.149,0.993
38.179,0.988
38.209,0.988
38.239,1.000
38.269,0.998
38.299,0.989
38.329,0.983
38.359,0.987
38.389,0.992
38.419,0.995
38.449,0.995
38.479,0.982
38.509,0.989
38.539,0.993
38.569,0.993
38.599,0.993
38.629,0.993
38.659,0.991
38.689,0.985
38.719,0.994
38.749,0.988
38.779,1.024
38.809,0.972
38.839,0.957
38.869,0.964
38.899,1.062
38.929,0.989
38.959,1.053
38.989,1.045
39.019,0.953
39.049,0.934
39.079,0.961
39.109,0.994
39.139,1.004
39.169,0.996
39.199,1.005
39.229,1.018
39.259,1.005
39.289,0.988
39.319,0.996
39.349,1.001
39.379,0.999
39.409,0.990
39.439,0.987
39.469,0.993
39.499,0.996
39.529,0.985
39.559,0.992
39.589,0.997
39.619,1.000
39.649,0.989
39.679,0.987
39.709,0.988
39.739,0.991
39.769,0.995
39.799,0.994
39.829,0.990
39.859,0.995
39.889,0.998
39.919,0.991
39.949,0.991
39.979,0.990
40.009,0.991
40.039,0.994
40.069,0.996
40.099,0.994
40.129,0.993
40.159,0.993
40.189,0.993
40.219,0.998
40.249,0.998
40.279,0.992
40.309,0.986
40.339,0.992
40.369,0.999
40.399,0.998
40.429,1.000
40.459,0.996
40.489,0.993
40.519,0.997
40.549,1.000
40.579,0.990
40.609,0.991
40.639,0.995
40.669,0.997
40.699,0.995
40.729,0.994
40.759,0.987
40.789,0.999
40.819,1.000
40.849,1.002
40.879,0.991
40.909,0.986
40.939,0.994
40.969,0.997
40.999,0.995
41.029,1.000
41.059,0.986
41.089,0.998
41.119,1.000
41.149,0.996
41.179,0.993
41.209,0.989
41.239,0.994
41.269,0.997
41.299,1.000
41.329,0.997
41.359,0.990
41.389,1.000
41.419,1.003
41.449,0.996
41.479,0.988
41.509,0.985
41.539,1.000
41.569,1.002
41.599,1.007
41.629,1.004
41.659,0.985
41.689,0.996
41.719,0.998
41.749,0.997
41.779,0.992
41.809,0.992
41.839,0.993
41.869,0.994
41.899,0.996
41.929,0.999
41.959,0.994
41.989,0.991
42.019,0.998
42.049,0.999
42.079,1.005
42.109,0.995
42.139,0.987
42.169,0.995
42.199,0.998
42.229,1.002
42.259,0.995
42.289,0.994
42.319,0.996
42.349,0.997
42.379,0.998
42.409,0.995
42.439,0.996
42.469,0.994
42.499,0.997
42.529,0.998
42.559,0.993
42.589,0.994
42.619,0.996
42.649,1.001
42.679,0.998
42.709,0.989
42.739,0.994
42.769,0.992
42.799,1.005
42.829,1.000
42.859,0.988
42.889,0.989
42.919,0.998
42.949,1.004
42.979,1.001
43.009,1.004
43.039,0.984
43.069,0.997
43.099,1.000
43.129,0.995
43.159,0.991
43.189,0.989
43.219,0.994
43.249,0.998
43.279,0.997
43.309,0.994
43.339,0.994
43.369,0.992
43.399,0.993
43.429,0.987
43.459,0.987
43.489,0.984
43.519,0.986
43.549,0.993
43.579,1.000
43.609,0.991
43.639,0.979
43.669,0.979
43.699,0.992
43.729,0.987
43.759,0.980
43.789,0.991
43.819,1.009
43.849,1.002
43.879,0.988
43.909,0.990
43.939,0.986
43.969,0.982
43.999,0.983
44.029,0.978
44.059,0.976
44.089,0.987
44.119,0.987
44.149,0.980
44.179,0.972
44.209,0.972
44.239,0.978
44.269,0.990
44.299,0.982
44.329,0.981
44.359,0.979
44.389,0.987
44.419,0.983
44.449,0.984
44.479,0.981
44.509,0.969
44.539,0.985
44.569,0.982
44.599,0.972
44.629,0.978
44.659,0.975
44.689,0.979
44.719,0.986
44.749,0.978
44.779,0.976
44.809,0.973
44.839,0.971
44.869,0.960
44.899,0.978
44.929,0.982
44.959,0.980
44.989,0.977
45.019,0.977
45.049,0.978
45.079,0.980
45.109,0.983
45.139,0.979
45.169,0.965
45.199,0.974
45.229,0.982
45.259,0.978
45.289,0.970
45.319,0.980
45.349,0.976
45.379,0.977
45.409,0.981
45.439,0.988
45.469,0.987
45.499,0.982
45.529,0.972
45.559,0.975
45.589,0.987
45.619,0.995
45.649,0.979
45.679,0.970
45.709,0.966
45.739,0.981
45.769,0.980
45.799,0.992
45.829,0.986
45.859,0.974
45.889,0.985
45.919,0.983
45.949,0.979
45.979,0.982
46.009,0.985
46.039,0.982
46.069,0.979
46.099,0.979
46.129,0.979
46.159,0.982
46.189,0.978
46.219,0.977
46.249,0.981
46.279,0.990
46.309,0.980
46.339,0.979
46.369,0.985
46.399,0.982
46.429,0.985
46.459,0.977
46.489,0.977
46.519,0.985
46.549,0.988
46.579,0.981
46.609,0.980
46.639,0.979
46.669,0.983
46.699,0.987
46.729,0.985
46.759,0.991
46.789,0.982
46.819,0.976
46.849,0.978
46.879,0.985
46.909,0.984
46.939,0.980
46.969,0.979
46.999,0.984
47.029,0.983
47.059,0.984
47.089,0.985
47.119,0.979
47.149,0.985
47.179,0.987
47.209,0.979
47.239,0.988
47.269,0.977
47.299,0.977
47.329,0.979
47.359,0.989
47.389,0.989
47.419,0.986
47.449,0.979
47.479,0.974
47.509,0.984
47.539,1.000
47.569,0.982
47.599,0.972
47.629,0.976
47.659,0.974
47.689,0.983
47.719,0.999
47.749,0.980
47.779,0.983
47.809,0.979
47.839,0.982
47.869,0.985
47.899,0.981
47.929,0.982
47.959,0.984
47.989,0.986
48.019,0.986
48.049,0.981
48.079,0.987
48.109,0.981
48.139,0.982
48.169,0.987
48.199,1.014
48.229,0.991
48.259,0.979
48.289,0.975
48.319,0.982
48.349,0.982
48.379,0.983
48.409,0.988
48.439,0.996
48.469,0.996
48.499,0.981
48.529,0.986
48.559,0.995
48.589,0.988
48.619,0.993
48.649,1.018
48.679,1.021
48.709,1.013
48.739,1.004
48.769,0.976
48.799,0.967
48.829,0.989
48.859,0.979
48.889,0.976
48.919,0.979
48.949,0.983
48.979,0.991
49.009,0.995
49.039,1.002
49.069,1.006
49.099,0.998
49.129,0.998
49.159,1.008
49.189,1.007
49.219,0.997
49.249,1.005
49.279,1.004
49.309,1.011
49.339,1.000
49.369,0.997
49.399,1.007
49.429,1.021
49.459,1.010
49.489,0.995
49.519,0.997
49.549,1.015
49.579,1.011
49.609,1.011
49.639,0.999
49.669,1.006
49.699,1.007
49.729,1.005
49.759,1.004
49.789,1.006
49.819,1.008
49.849,1.006
49.879,1.002
49.909,1.011
49.939,1.002
49.969,0.995
49.999,1.005
50.029,1.014
50.059,1.011
50.089,1.011
50.119,1.005
50.149,1.000
50.179,1.008
50.209,1.009
50.239,1.007
50.269,1.006
50.299,1.012
50.329,1.003
50.359,1.005
50.389,1.005
50.419,1.011
50.449,1.007
50.479,1.010
50.509,1.010
50.539,1.003
50.569,1.005
50.599,1.003
50.629,1.015
50.659,1.006
50.689,0.999
50.719,1.007
50.749,1.011
50.779,1.004
50.809,1.006
50.839,1.012
50.869,1.007
50.899,1.011
50.929,1.010
50.959,1.005
50.989,1.018
51.019,1.035
51.049,1.041
51.079,1.031
51.109,1.008
51.139,0.987
51.169,0.969
51.199,0.988
51.229,0.984
51.259,1.003
51.289,1.015
51.319,0.979
51.349,1.005
51.379,1.007
51.409,1.005
51.439,1.018
51.469,0.990
51.499,1.005
51.529,1.010
51.559,1.001
51.589,1.009
51.619,1.006
51.649,0.989
51.679,1.000
51.709,1.000
51.739,0.997
51.769,1.000
51.799,0.996
51.829,1.002
51.859,0.990
51.889,1.009
51.919,1.006
51.949,0.985
51.979,0.982
52.009,0.993
52.039,1.001
52.069,0.996
52.099,0.986
52.129,0.997
52.159,0.999
52.189,0.991
52.219,0.990
52.249,0.996
52.279,0.995
52.309,0.993
52.339,0.988
52.369,0.976
52.399,0.995
52.429,1.007
52.459,1.000
52.489,0.993
52.519,0.997
52.549,0.998
52.579,0.989
52.609,0.985
52.639,0.993
52.669,0.996
52.699,0.990
52.729,0.997
52.759,0.990
52.789,0.999
52.819,0.992
52.849,0.992
52.879,0.987
52.909,0.995
52.939,0.995
52.969,0.993
52.999,0.992
53.029,0.996
53.059,0.998
53.089,0.994
53.119,0.998
53.149,0.990
53.179,1.002
53.209,0.994
53.239,0.988
53.269,0.983
53.299,0.993
53.329,0.990
53.359,0.993
53.389,0.989
53.419,0.998
53.449,0.996
53.479,1.000
53.509,0.998
53.539,0.997
53.569,0.995
53.599,0.992
53.629,0.994
53.659,0.999
53.689,0.991
53.719,0.993
53.749,0.998
53.779,1.004
53.809,0.993
53.839,0.984
53.869,0.986
53.899,0.989
53.929,0.993
53.959,0.998
53.989,0.988
54.019,0.997
54.049,0.996
54.079,0.986
54.109,0.995
54.139,0.989
54.169,0.991
54.199,0.992
54.229,0.992
54.259,0.993
54.289,0.990
54.319,0.998
54.349,1.002
54.379,1.002
54.409,0.989
54.439,0.984
54.469,0.984
54.499,0.998
54.529,0.997
54.559,0.994
54.589,0.991
54.619,1.000
54.649,0.992
54.679,0.988
54.709,0.992
54.739,0.996
54.769,0.996
54.799,0.993
54.829,0.995
54.859,0.990
54.889,0.990
54.919,0.992
54.949,0.990
54.979,0.990
55.009,0.999
55.039,0.985
55.069,0.984
55.099,0.995
55.129,0.998
55.159,0.987
55.189,0.999
55.219,0.997
55.249,1.005
55.279,1.007
55.309,0.993
55.339,0.990
55.369,0.996
55.399,0.997
55.429,0.983
55.459,0.988
55.489,0.989
55.519,0.988
55.549,0.966
55.579,0.995
55.609,0.990
55.639,0.988
55.669,0.986
55.699,0.993
55.729,0.990
55.759,0.992
55.789,0.982
55.819,0.997
55.849,0.983
55.879,0.967
55.909,0.984
55.939,0.996
55.969,1.009
55.999,0.992
