df_hash,22ZHK4.E4K1RV
108.439,0.995
108.469,0.992
108.499,0.996
108.529,0.998
108.559,0.997
108.589,0.998
108.619,0.993
108.649,0.995
108.679,1.002
108.709,0.996
108.739,1.001
108.769,0.994
108.799,0.997
108.829,0.993
108.859,0.998
108.889,0.992
108.919,0.994
108.949,0.996
108.979,1.007
109.009,1.000
109.039,0.988
109.069,0.994
109.099,0.998
109.129,1.001
109.159,0.999
109.189,1.000
109.219,0.989
109.249,1.000
109.279,1.004
109.309,0.996
109.339,0.996
109.369,0.994
109.399,0.995
109.429,0.999
109.459,0.997
109.489,0.995
109.519,0.994
109.549,0.995
109.579,1.000
109.609,1.000
109.639,0.998
109.669,1.000
109.699,0.998
109.729,0.997
109.759,0.985
109.789,0.997
109.819,1.000
109.849,1.007
109.879,0.997
109.909,0.988
109.939,0.991
109.969,0.999
109.999,0.999
110.029,1.000
110.059,0.998
110.089,0.989
110.119,0.995
110.149,1.004
110.179,0.998
110.209,0.993
110.239,0.994
110.269,0.998
110.299,0.995
110.329,0.996
110.359,0.997
110.389,0.995
110.419,0.996
110.449,0.998
110.479,0.998
110.509,1.000
110.539,0.998
110.569,0.998
110.599,0.992
110.629,0.999
110.659,0.996
110.689,1.006
110.719,0.996
110.749,0.991
110.779,0.992
110.809,0.997
110.839,1.004
110.869,0.998
110.899,1.000
110.929,0.988
110.959,1.001
110.989,1.003
111.019,0.997
111.049,0.993
111.079,0.997
111.109,0.997
111.139,1.001
111.169,0.997
111.199,0.994
111.229,0.995
111.259,0.999
111.289,0.997
111.319,1.000
111.349,0.999
111.379,0.994
111.409,0.996
111.439,0.992
111.469,1.000
111.499,0.999
111.529,1.004
111.559,0.992
111.589,0.985
111.619,0.987
111.649,1.001
111.679,1.004
111.709,1.000
111.739,0.999
111.769,0.987
111.799,1.004
111.829,1.006
111.859,0.997
111.889,0.995
111.919,0.992
111.949,0.999
111.979,0.999
112.009,0.994
112.039,0.998
112.069,0.997
112.099,0.995
112.129,1.002
112.159,1.000
112.189,0.998
112.219,1.001
112.249,0.991
112.279,1.000
112.309,1.000
112.339,1.012
112.369,0.998
112.399,0.989
112.429,0.991
112.459,1.000
112.489,1.001
112.519,0.997
112.549,1.000
112.579,0.985
112.609,1.002
112.639,1.005
112.669,0.994
112.699,0.995
112.729,0.997
112.759,0.998
112.789,0.998
112.819,0.998
112.849,0.995
112.879,0.998
112.909,0.993
112.939,1.000
112.969,0.998
112.999,0.997
113.029,0.991
113.059,0.993
113.089,0.997
113.119,1.005
113.149,1.002
113.179,0.988
113.209,0.989
113.239,0.995
113.269,1.000
113.299,1.003
113.329,1.001
113.359,0.988
113.389,0.995
113.419,1.006
113.449,0.997
113.479,0.993
113.509,0.992
113.539,0.997
113.569,0.999
113.599,0.997
113.629,0.999
113.659,0.995
113.689,0.997
113.719,0.995
113.749,0.997
113.779,0.999
113.809,1.000
113.839,0.995
113.869,0.997
113.899,0.990
113.929,0.998
113.959,0.996
113.989,1.008
114.019,0.995
114.049,0.984
114.079,0.992
114.109,1.002
114.139,1.004
114.169,0.999
114.199,0.998
114.229,0.984
114.259,1.000
114.289,1.002
114.319,0.995
114.349,0.993
114.379,0.995
114.409,0.998
114.439,0.998
114.469,0.999
114.499,0.996
114.529,0.999
114.559,0.998
114.589,0.995
114.619,1.001
114.649,0.999
114.679,0.996
114.709,0.995
114.739,0.999
114.769,0.992
114.799,0.999
114.829,0.993
114.859,1.007
114.889,0.998
114.919,0.988
114.949,0.992
114.979,1.000
115.009,1.001
115.039,1.002
115.069,1.004
115.099,0.990
115.129,0.999
115.159,1.002
115.189,0.996
115.219,0.996
115.249,0.990
115.279,0.998
115.309,1.001
115.339,1.000
115.369,1.000
115.399,0.994
115.429,0.995
115.459,0.996
115.489,0.998
115.519,0.998
115.549,0.997
115.579,0.996
115.609,0.995
115.639,0.993
115.669,0.992
115.699,1.001
115.729,1.002
115.759,1.007
115.789,0.987
115.819,0.988
115.849,0.996
115.879,1.000
115.909,1.002
115.939,0.997
115.969,0.993
115.999,0.992
116.029,1.000
116.059,1.002
116.089,0.995
116.119,0.991
116.149,0.994
116.179,0.997
116.209,0.997
116.239,1.000
116.269,0.995
116.299,0.995
116.329,0.998
116.359,0.996
116.389,0.999
116.419,0.998
116.449,1.000
116.479,0.997
116.509,0.995
116.539,0.992
116.569,1.003
116.599,1.003
116.629,1.001
116.659,0.986
116.689,0.994
116.719,0.996
116.749,1.002
116.779,1.002
116.809,0.994
116.839,0.996
116.869,0.994
116.899,1.004
116.929,1.002
116.959,0.995
116.989,0.994
117.019,0.999
117.049,0.996
117.079,0.997
117.109,0.999
117.139,0.996
117.169,0.996
117.199,0.999
117.229,0.995
117.259,1.001
117.289,0.999
117.319,0.997
117.349,1.000
117.379,0.991
117.409,1.000
117.439,0.999
117.469,1.010
117.499,0.994
117.529,0.986
117.559,0.995
117.589,1.004
117.619,1.002
117.649,0.997
117.679,0.998
117.709,0.987
117.739,1.004
117.769,1.004
117.799,0.996
117.829,0.994
117.859,0.995
117.889,1.003
117.919,1.002
117.949,0.998
117.979,0.999
118.009,0.995
118.039,0.998
118.069,1.001
118.099,1.005
118.129,0.996
118.159,0.999
118.189,0.994
118.219,0.995
118.249,1.000
118.279,1.011
118.309,1.000
118.339,0.987
118.369,0.991
118.399,0.999
118.429,1.002
118.459,1.001
118.489,1.001
118.519,0.984
118.549,1.000
118.579,1.003
118.609,0.997
118.639,0.994
118.669,0.993
118.699,0.999
118.729,1.002
118.759,1.001
118.789,0.997
118.819,0.997
118.849,0.998
118.879,0.999
118.909,1.001
118.939,0.998
118.969,0.997
118.999,0.991
119.029,1.001
119.059,1.000
119.089,1.006
119.119,0.993
119.149,0.989
119.179,0.996
119.209,1.004
119.239,1.000
119.269,0.996
119.299,0.998
119.329,0.992
119.359,1.002
119.389,1.001
119.419,0.998
119.449,0.992
119.479,0.996
119.509,0.998
119.539,1.002
119.569,0.999
119.599,0.995
119.629,0.995
119.659,0.999
119.689,0.998
119.719,0.998
119.749,1.000
119.779,0.996
119.809,0.990
119.839,1.001
119.869,1.005
119.899,1.006
119.929,0.987
119.959,0.990
119.989,0.994
120.019,1.002
120.049,1.002
120.079,0.999
120.109,0.992
120.139,0.995
120.169,1.005
120.199,1.001
120.229,0.998
120.259,0.992
120.289,0.999
120.319,1.003
120.349,1.002
120.379,0.993
120.409,0.994
120.439,0.997
120.469,0.997
120.499,1.001
120.529,1.000
120.559,0.999
120.589,0.992
120.619,0.993
120.649,0.998
120.679,1.010
120.709,1.000
120.739,0.990
120.769,0.994
120.799,0.997
120.829,1.001
120.859,1.002
120.889,1.004
120.919,0.987
120.949,0.996
120.979,1.002
121.009,0.998
121.039,1.002
121.069,1.004
121.099,0.997
121.129,0.993
121.159,1.000
121.189,1.000
121.219,0.996
121.249,0.992
121.279,1.000
121.309,0.999
121.339,0.998
121.369,0.997
121.399,1.000
121.429,1.002
121.459,1.004
121.489,0.996
121.519,0.990
121.549,0.993
121.579,0.997
121.609,1.004
121.639,1.001
121.669,0.994
121.699,0.996
121.729,1.003
121.759,1.000
121.789,0.995
121.819,0.995
121.849,0.995
121.879,1.000
121.909,0.996
121.939,0.995
121.969,0.998
121.999,1.001
122.029,1.001
122.059,0.998
122.089,0.992
122.119,1.001
122.149,1.005
122.179,1.003
122.209,0.993
122.239,0.988
122.269,1.000
122.299,1.000
122.329,1.006
122.359,1.006
122.389,0.991
122.419,0.997
122.449,1.003
122.479,0.999
122.509,0.997
122.539,0.997
122.569,0.995
122.599,0.999
122.629,1.001
122.659,1.003
122.689,0.999
122.719,0.994
122.749,1.002
122.779,1.001
122.809,0.999
122.839,0.993
122.869,0.996
122.899,1.003
122.929,1.007
122.959,0.996
122.989,0.991
123.019,0.992
123.049,0.999
123.079,1.003
123.109,1.002
123.139,1.000
123.169,0.989
123.199,1.002
123.229,1.004
123.259,1.000
123.289,0.996
123.319,0.995
123.349,1.001
123.379,1.005
123.409,0.998
123.439,0.997
123.469,0.996
123.499,0.993
123.529,1.000
123.559,1.000
123.589,0.999
123.619,0.999
123.649,0.991
123.679,0.999
123.709,1.000
123.739,1.009
123.769,0.998
123.799,0.988
123.829,0.992
123.859,1.000
123.889,1.003
123.919,1.004
123.949,1.000
123.979,0.986
124.009,1.000
124.039,1.001
124.069,0.999
124.099,0.993
124.129,0.995
124.159,1.000
124.189,1.000
124.219,0.998
124.249,0.995
124.279,0.996
124.309,0.998
124.339,0.999
124.369,0.996
124.399,0.998
124.429,0.999
124.459,0.995
124.489,0.996
124.519,0.992
124.549,0.998
124.579,0.999
124.609,1.011
124.639,0.999
124.669,0.991
124.699,0.991
124.729,1.004
124.759,1.001
124.789,1.002
124.819,0.996
124.849,0.987
124.879,0.996
124.909,1.005
124.939,1.001
124.969,0.996
124.999,0.993
125.029,0.996
125.059,1.000
125.089,1.000
125.119,1.002
125.149,0.997
125.179,0.997
125.209,0.997
125.239,1.000
125.269,1.003
125.299,0.996
125.329,0.998
125.359,0.996
125.389,0.998
125.419,0.993
125.449,1.004
125.479,1.001
125.509,1.010
125.539,0.994
125.569,0.989
125.599,0.997
125.629,1.004
125.659,1.005
125.689,0.996
125.719,0.996
125.749,0.986
125.779,1.002
125.809,1.001
125.839,0.994
125.869,0.994
125.899,0.998
125.929,0.999
125.959,1.003
125.989,1.000
126.019,0.999
126.049,0.995
126.079,1.001
126.109,0.997
126.139,1.001
126.169,0.999
126.199,0.997
126.229,0.997
126.259,0.994
126.289,0.992
126.319,1.003
126.349,1.005
126.379,1.006
126.409,0.992
126.439,0.988
126.469,0.996
126.499,1.006
126.529,1.003
126.559,0.995
126.589,1.000
126.619,0.989
126.649,1.007
126.679,1.004
126.709,0.996
126.739,0.996
126.769,0.997
126.799,1.000
126.829,1.002
126.859,1.006
126.889,0.998
126.919,0.999
126.949,0.996
126.979,0.999
127.009,0.999
127.039,0.997
127.069,0.992
127.099,0.993
127.129,1.001
127.159,1.006
127.189,1.002
127.219,0.991
127.249,0.990
127.279,0.999
127.309,1.003
127.339,1.007
127.369,1.000
127.399,0.990
127.429,0.994
127.459,1.003
127.489,0.999
127.519,0.996
127.549,0.999
127.579,0.998
127.609,0.996
127.639,0.999
127.669,1.001
127.699,1.002
127.729,0.997
127.759,1.001
127.789,0.998
127.819,0.999
127.849,1.002
127.879,1.005
127.909,0.997
127.939,0.992
127.969,0.992
127.999,1.001
128.029,1.003
128.059,0.999
128.089,1.001
128.119,0.992
128.149,1.003
128.179,1.002
128.209,0.994
128.239,0.997
128.269,0.994
128.299,0.998
128.329,0.999
128.359,0.995
128.389,1.001
128.419,1.000
128.449,0.999
128.479,0.993
128.509,0.993
128.539,1.002
128.569,1.011
128.599,0.999
128.629,0.989
128.659,0.992
128.689,1.000
128.719,1.004
128.749,1.002
128.779,1.000
128.809,0.989
128.839,0.999
128.869,1.002
128.899,1.000
128.929,0.996
128.959,0.999
128.989,1.001
129.019,0.999
129.049,0.998
129.079,0.999
129.109,1.001
129.139,0.999
129.169,1.000
129.199,0.994
129.229,0.996
129.259,1.012
129.289,0.997
129.319,0.983
129.349,0.993
129.379,1.000
129.409,1.004
129.439,1.006
129.469,1.001
129.499,0.986
129.529,0.998
129.559,1.004
129.589,0.996
129.619,0.999
129.649,0.996
129.679,0.996
129.709,1.000
129.739,1.000
129.769,0.996
129.799,0.997
129.829,1.001
129.859,1.000
129.889,1.000
129.919,0.992
129.949,0.999
129.979,1.003
130.009,1.008
130.039,0.997
130.069,0.989
130.099,0.996
130.129,1.005
130.159,1.005
130.189,1.003
130.219,0.999
130.249,0.986
130.279,0.999
130.309,1.001
130.339,0.998
130.369,0.995
130.399,0.998
130.429,0.997
130.459,1.000
130.489,1.000
130.519,0.997
130.549,0.997
130.579,0.997
130.609,1.001
130.639,1.000
130.669,1.000
130.699,1.000
130.729,0.998
130.759,0.992
130.789,0.996
130.819,1.008
130.849,1.000
130.879,0.992
130.909,0.992
130.939,0.997
130.969,0.998
130.999,1.000
131.029,0.997
131.059,0.994
131.089,0.994
131.119,1.011
131.149,1.002
131.179,0.991
131.209,0.992
131.239,0.994
131.269,1.003
131.299,0.997
131.329,1.001
131.359,0.995
131.389,0.994
131.419,0.997
131.449,1.001
131.479,1.001
131.509,1.004
131.539,0.992
131.569,0.997
131.599,0.998
131.629,1.012
131.659,1.002
131.689,0.992
131.719,0.991
131.749,1.000
131.779,1.000
131.809,1.004
131.839,1.003
131.869,0.992
131.899,1.000
131.929,1.005
131.959,1.000
131.989,0.992
132.019,0.993
132.049,1.001
132.079,1.002
132.109,0.999
132.139,0.996
132.169,0.999
132.199,0.998
132.229,0.999
132.259,0.997
132.289,1.000
132.319,1.000
132.349,1.006
132.379,0.997
132.409,0.989
132.439,0.996
132.469,1.001
132.499,1.004
132.529,1.001
132.559,0.993
132.589,0.998
132.619,1.003
132.649,1.004
132.679,0.998
132.709,0.996
132.739,0.999
132.769,0.996
132.799,0.998
132.829,0.997
132.859,1.000
132.889,0.999
132.919,1.001
132.949,0.996
132.979,1.003
133.009,1.002
133.039,1.006
133.069,0.996
133.099,0.993
133.129,0.997
133.159,1.000
133.189,1.007
133.219,1.000
133.249,0.995
133.279,0.993
133.309,1.002
133.339,1.003
133.369,0.995
133.399,1.000
133.429,0.998
133.459,1.003
133.489,1.001
133.519,1.001
133.549,0.998
133.579,0.998
133.609,1.000
133.639,0.998
133.669,1.001
133.699,0.993
133.729,0.995
133.759,0.998
133.789,1.011
133.819,1.004
133.849,0.990
133.879,0.991
133.909,1.000
133.939,1.004
133.969,1.002
133.999,1.000
134.029,0.973
134.059,1.000
134.089,0.949
134.119,1.007
134.149,1.016
134.179,0.959
134.209,0.963
134.239,1.036
134.269,0.987
134.299,1.013
134.329,1.030
134.359,1.037
134.389,1.028
134.419,0.990
134.449,0.988
134.479,0.978
134.509,0.967
134.539,0.974
134.569,0.984
134.599,0.983
134.629,0.988
134.659,1.015
134.689,0.997
134.719,0.988
134.749,1.009
134.779,1.009
134.809,0.998
134.839,0.971
134.869,0.983
134.899,0.999
134.929,1.011
134.959,1.026
134.989,0.988
135.019,0.976
135.049,1.013
135.079,0.958
135.109,0.916
135.139,0.918
135.169,1.006
135.199,1.053
135.229,1.006
135.259,0.987
135.289,0.990
135.319,0.994
135.349,0.992
135.379,0.988
135.409,0.993
135.439,0.984
135.469,0.982
135.499,0.987
135.529,0.970
135.559,0.966
135.589,0.999
135.619,1.002
135.649,0.995
135.679,0.994
135.709,0.985
135.739,0.987
135.769,0.985
135.799,0.985
135.829,0.987
135.859,0.992
135.889,0.990
135.919,0.974
135.949,0.977
135.979,0.991
136.009,0.993
136.039,0.993
136.069,0.982
136.099,0.978
136.129,0.985
136.159,0.994
136.189,0.989
136.219,0.989
136.249,0.982
136.279,0.992
136.309,0.988
136.339,0.985
136.369,0.983
136.399,0.988
136.429,0.987
136.459,0.992
136.489,0.985
136.519,0.985
136.549,0.990
136.579,0.991
136.609,0.982
136.639,0.982
136.669,0.986
136.699,0.995
136.729,0.995
136.759,0.986
136.789,0.978
136.819,0.983
136.849,0.990
136.879,0.994
136.909,0.995
136.939,0.985
136.969,0.986
136.999,0.990
137.029,0.990
137.059,0.991
137.089,0.989
137.119,0.985
137.149,0.988
137.179,0.987
137.209,0.986
137.239,0.988
137.269,0.985
137.299,0.987
137.329,0.985
137.359,0.989
137.389,0.994
137.419,0.992
137.449,0.985
137.479,0.984
137.509,0.985
137.539,0.985
137.569,0.988
137.599,0.991
137.629,0.986
137.659,0.989
137.689,0.990
137.719,0.986
137.749,0.987
137.779,0.990
137.809,0.993
137.839,0.988
137.869,0.993
137.899,0.985
137.929,0.981
137.959,0.986
137.989,0.992
138.019,0.990
138.049,0.987
138.079,0.991
138.109,1.001
138.139,0.985
138.169,0.974
138.199,0.982
138.229,0.992
138.259,1.001
138.289,0.988
138.319,0.990
138.349,1.008
138.379,0.990
138.409,0.996
138.439,1.011
138.469,1.005
138.499,0.977
138.529,0.964
138.559,0.994
138.589,1.009
138.619,1.029
138.649,1.021
138.679,1.008
138.709,1.000
138.739,0.988
138.769,0.989
138.799,0.979
138.829,0.983
138.859,0.973
138.889,0.987
138.919,0.989
138.949,1.003
138.979,0.992
139.009,0.995
139.039,0.994
139.069,0.988
139.099,0.989
139.129,0.993
139.159,0.994
139.189,0.988
139.219,0.992
139.249,0.997
139.279,0.996
139.309,0.991
139.339,0.998
139.369,1.000
139.399,1.005
139.429,0.990
139.459,0.979
139.489,0.985
139.519,0.993
139.549,0.987
139.579,0.981
139.609,0.980
139.639,0.986
139.669,1.010
139.699,1.020
139.729,1.021
139.759,1.012
139.789,1.006
139.819,1.008
139.849,0.987
139.879,0.987
139.909,0.999
139.939,1.007
139.969,1.007
139.999,1.011
140.029,1.000
140.059,0.990
140.089,0.980
140.119,0.983
140.149,0.989
140.179,0.994
140.209,1.014
140.239,1.015
140.269,1.021
140.299,0.997
140.329,0.999
140.359,1.000
140.389,0.987
140.419,0.996
140.449,0.998
140.479,1.001
140.509,1.005
140.539,1.001
140.569,1.000
140.599,1.004
140.629,1.010
140.659,0.998
140.689,1.003
140.719,1.018
140.749,0.994
140.779,0.993
140.809,0.992
140.839,0.990
140.869,0.994
140.899,1.017
140.929,1.011
140.959,1.001
140.989,1.013
141.019,1.011
141.049,1.002
141.079,0.991
141.109,0.996
141.139,0.994
141.169,0.997
141.199,1.004
141.229,0.999
141.259,1.010
141.289,1.014
141.319,0.997
141.349,0.987
141.379,1.008
141.409,0.994
141.439,1.007
141.469,1.012
141.499,1.011
141.529,1.012
141.559,1.004
141.589,1.010
141.619,1.018
141.649,1.009
141.679,1.002
141.709,0.996
141.739,0.999
141.769,1.006
141.799,1.005
141.829,1.006
141.859,0.999
141.889,0.998
141.919,0.996
141.949,1.000
141.979,1.007
142.009,1.008
142.039,1.006
142.069,0.998
142.099,0.997
142.129,0.989
142.159,0.996
142.189,0.989
142.219,0.997
142.249,1.014
142.279,1.003
142.309,1.001
142.339,1.010
142.369,0.995
142.399,1.003
142.429,1.016
142.459,1.001
142.489,0.995
142.519,1.006
142.549,0.996
142.579,0.988
142.609,0.999
142.639,1.000
142.669,0.998
142.699,1.003
142.729,0.997
142.759,0.996
142.789,0.996
142.819,0.998
142.849,1.000
142.879,0.994
142.909,0.990
142.939,1.001
142.969,1.006
142.999,1.003
143.029,0.999
143.059,1.093
143.089,0.977
143.119,1.006
143.149,0.970
143.179,0.928
143.209,0.938
143.239,1.058
143.269,1.040
143.299,1.003
143.329,0.997
143.359,0.978
143.389,1.031
143.419,1.069
143.449,1.085
143.479,1.012
143.509,0.983
143.539,0.909
143.569,0.934
143.599,0.994
143.629,0.981
143.659,1.001
143.689,1.096
143.719,1.048
143.749,1.034
143.779,0.990
143.809,1.001
143.839,0.993
143.869,1.021
143.899,1.011
143.929,1.057
143.959,1.014
143.989,0.947
144.019,0.906
144.049,0.968
144.079,0.935
144.109,1.008
144.139,1.001
144.169,1.051
144.199,1.093
144.229,0.833
144.259,1.104
144.289,1.023
144.319,0.827
144.349,0.913
144.379,0.988
144.409,1.035
144.439,1.007
144.469,1.017
144.499,1.021
144.529,0.965
144.559,0.955
144.589,0.960
144.619,1.003
144.649,1.007
144.679,1.003
144.709,0.920
144.739,1.010
144.769,1.009
144.799,1.001
144.829,0.994
144.859,0.993
144.889,0.995
144.919,0.990
144.949,0.999
144.979,1.000
145.009,1.004
145.039,1.000
145.069,0.998
145.099,0.994
145.129,0.994
145.159,1.003
145.189,1.006
145.219,0.996
145.249,0.990
145.279,0.995
145.309,0.995
145.339,0.991
145.369,1.002
145.399,1.001
145.429,0.992
145.459,1.002
145.489,1.002
145.519,0.997
145.549,0.996
145.579,0.989
145.609,1.003
145.639,1.001
145.669,0.986
145.699,0.990
145.729,1.002
145.759,1.001
145.789,1.002
145.819,0.995
145.849,0.995
145.879,0.994
145.909,1.008
145.939,0.999
145.969,0.994
145.999,0.998
146.029,1.000
146.059,0.999
146.089,0.995
146.119,0.998
146.149,1.001
146.179,0.999
146.209,0.996
146.239,0.996
146.269,0.993
146.299,0.993
146.329,0.997
146.359,1.000
146.389,0.996
146.419,0.994
146.449,1.000
146.479,1.006
146.509,0.995
146.539,0.994
146.569,0.995
146.599,1.008
146.629,1.003
146.659,0.990
146.689,0.994
146.719,0.999
146.749,1.000
146.779,0.999
146.809,1.001
146.839,0.993
146.869,0.997
146.899,0.999
146.929,1.001
146.959,0.994
146.989,1.000
147.019,0.995
147.049,0.994
147.079,0.998
147.109,0.995
147.139,0.996
147.169,1.003
147.199,0.993
147.229,0.989
147.259,0.995
147.289,1.004
147.319,1.000
147.349,0.980
147.379,0.985
147.409,1.006
147.439,1.018
147.469,0.994
147.499,1.006
147.529,1.000
147.559,0.973
147.589,0.969
147.619,0.996
147.649,1.012
147.679,1.014
147.709,1.027
147.739,1.023
147.769,1.006
147.799,0.969
147.829,0.945
147.859,1.007
147.889,1.058
147.919,1.081
147.949,1.042
147.979,0.938
148.009,0.893
148.039,1.049
148.069,1.064
148.099,1.042
148.129,1.004
148.159,0.913
148.189,0.957
148.219,1.018
148.249,1.026
148.279,1.041
148.309,1.015
148.339,0.958
148.369,0.983
148.399,1.038
148.429,1.025
148.459,0.987
148.489,0.943
148.519,1.016
148.549,0.997
148.579,1.003
148.609,1.009
148.639,0.990
148.669,0.992
148.699,0.970
148.729,0.979
148.759,0.994
148.789,1.013
148.819,1.007
148.849,1.025
148.879,0.993
148.909,0.949
148.939,0.966
148.969,1.011
148.999,0.985
149.029,1.002
149.059,1.010
149.089,1.003
149.119,0.989
149.149,0.986
149.179,0.997
149.209,0.994
149.239,0.989
149.269,1.002
149.299,0.998
149.329,0.991
149.359,0.999
149.389,1.001
149.419,0.987
149.449,0.971
149.479,0.984
149.509,0.997
149.539,1.002
149.569,0.988
149.599,0.988
149.629,0.991
149.659,0.988
149.689,0.995
149.719,0.992
149.749,1.000
149.779,0.998
149.809,1.003
149.839,0.995
149.869,0.987
149.899,0.979
149.929,0.987
149.959,0.993
149.989,0.995
150.019,0.993
150.049,0.984
150.079,0.987
150.109,0.992
150.139,0.990
150.169,0.988
150.199,0.992
150.229,0.988
150.259,1.000
150.289,0.994
150.319,0.996
150.349,0.992
150.379,0.985
150.409,0.989
150.439,0.997
150.469,0.980
150.499,0.994
150.529,0.992
150.559,0.989
150.589,0.977
150.619,0.995
150.649,0.990
150.679,0.995
150.709,1.002
150.739,0.990
150.769,0.988
150.799,0.988
150.829,0.991
150.859,0.990
150.889,0.995
150.919,0.991
150.949,1.000
150.979,0.990
151.009,0.991
151.039,0.997
151.069,0.983
151.099,0.992
151.129,0.996
151.159,0.997
151.189,0.997
151.219,0.992
151.249,0.991
151.279,0.988
151.309,0.985
151.339,0.995
151.369,0.994
151.399,0.995
151.429,0.988
151.459,0.991
151.489,0.977
151.519,0.994
151.549,1.000
151.579,1.001
151.609,0.986
151.639,0.988
151.669,0.994
151.699,0.997
151.729,0.993
151.759,0.990
151.789,0.989
151.819,1.000
151.849,0.991
151.879,0.987
151.909,0.989
151.939,0.986
151.969,0.992
151.999,0.985
152.029,0.994
152.059,0.986
152.089,0.992
152.119,1.009
152.149,1.002
152.179,1.000
152.209,0.988
152.239,0.981
152.269,0.996
152.299,0.996
152.329,0.975
152.359,0.982
152.389,1.013
152.419,1.011
152.449,0.977
152.479,0.976
152.509,0.995
152.539,0.989
152.569,0.987
152.599,1.001
152.629,1.005
152.659,0.992
152.689,0.999
152.719,0.994
152.749,0.985
152.779,0.982
152.809,0.982
152.839,0.986
152.869,0.991
152.899,1.001
152.929,0.997
152.959,0.986
152.989,0.978
153.019,0.982
153.049,0.994
153.079,1.000
153.109,0.986
153.139,0.991
153.169,0.999
153.199,0.982
153.229,0.982
153.259,0.993
153.289,0.991
153.319,0.992
153.349,0.990
153.379,0.993
153.409,0.996
153.439,0.998
153.469,0.989
153.499,0.991
153.529,0.997
153.559,1.003
153.589,0.986
153.619,0.981
153.649,0.992
153.679,0.996
153.709,0.995
153.739,0.998
153.769,0.992
153.799,0.995
153.829,0.986
153.859,0.992
153.889,0.988
153.919,0.994
153.949,0.994
153.979,0.998
154.009,0.986
154.039,0.994
154.069,0.990
154.099,0.988
154.129,0.986
154.159,0.995
154.189,0.996
154.219,1.002
154.249,0.991
154.279,0.986
154.309,0.991
154.339,0.987
154.369,0.997
154.399,0.997
154.429,0.988
154.459,0.997
154.489,0.997
154.519,0.994
154.549,0.985
154.579,0.993
154.609,0.996
154.639,0.995
154.669,0.995
154.699,0.997
154.729,0.993
154.759,0.991
154.789,0.986
154.819,0.999
154.849,1.002
154.879,0.987
154.909,0.985
154.939,0.988
154.969,0.994
154.999,1.000
155.029,0.994
155.059,0.988
155.089,0.993
155.119,0.999
155.149,0.993
155.179,0.994
155.209,0.991
155.239,0.998
155.269,0.994
155.299,0.995
155.329,0.992
155.359,0.991
155.389,0.986
155.419,0.989
155.449,0.999
155.479,1.003
155.509,1.003
155.539,0.987
155.569,0.987
155.599,0.994
155.629,1.018
155.659,1.003
155.689,0.991
155.719,0.991
155.749,0.989
155.779,0.987
155.809,0.991
155.839,0.998
155.869,0.998
155.899,0.998
155.929,1.000
155.959,0.990
155.989,0.988
156.019,1.009
156.049,0.993
156.079,1.004
156.109,0.992
156.139,0.985
156.169,1.003
156.199,1.008
156.229,0.992
156.259,0.989
156.289,0.982
156.319,0.995
156.349,0.996
156.379,0.998
156.409,0.987
156.439,0.989
156.469,0.996
156.499,1.001
156.529,0.990
156.559,0.991
156.589,0.994
156.619,0.992
156.649,0.993
156.679,0.996
156.709,0.994
156.739,0.993
156.769,0.997
156.799,0.999
156.829,0.992
156.859,0.990
156.889,0.985
156.919,0.983
156.949,1.000
156.979,1.009
157.009,0.995
157.039,0.978
157.069,0.983
157.099,0.996
157.129,1.000
157.159,1.001
157.189,0.989
157.219,0.987
157.249,1.000
157.279,0.997
157.309,0.989
157.339,0.988
157.369,0.986
157.399,0.995
157.429,0.996
157.459,0.995
157.489,0.995
157.519,0.989
157.549,0.992
157.579,0.996
157.609,0.994
157.639,0.994
157.669,0.994
157.699,0.991
157.729,0.988
157.759,0.988
157.789,0.994
157.819,1.007
157.849,1.003
157.879,0.985
157.909,0.979
157.939,0.989
157.969,0.999
157.999,0.998
158.029,0.990
158.059,0.984
158.089,0.992
158.119,0.997
158.149,0.993
158.179,0.987
158.209,0.988
158.239,0.993
158.269,0.994
158.299,0.991
158.329,0.992
158.359,0.992
158.389,0.992
158.419,0.993
158.449,0.994
158.479,0.994
158.509,0.996
158.539,0.993
158.569,0.991
158.599,0.986
158.629,0.993
158.659,0.998
158.689,1.001
158.719,0.992
158.749,0.984
158.779,0.990
158.809,0.995
158.839,0.999
158.869,0.991
158.899,0.994
158.929,0.985
158.959,0.996
158.989,0.995
159.019,0.993
159.049,0.994
159.079,0.992
159.109,0.995
159.139,0.996
159.169,0.991
159.199,0.994
159.229,0.995
159.259,0.994
159.289,0.992
159.319,0.994
159.349,0.989
159.379,0.994
159.409,0.988
159.439,0.990
159.469,0.999
159.499,1.004
159.529,0.991
159.559,0.985
159.589,0.986
159.619,0.989
159.649,0.998
159.679,0.999
159.709,0.997
159.739,0.982
159.769,0.997
159.799,0.994
159.829,0.992
159.859,0.984
159.889,0.989
159.919,0.991
159.949,0.996
159.979,0.996
160.009,0.994
160.039,0.992
160.069,0.991
160.099,0.994
160.129,0.993
160.159,0.989
160.189,0.992
160.219,0.994
160.249,0.993
160.279,1.001
160.309,0.994
160.339,0.988
160.369,0.980
160.399,0.990
160.429,0.987
160.459,0.999
160.489,0.996
160.519,0.993
160.549,0.989
160.579,1.003
160.609,0.994
160.639,0.989
160.669,0.990
160.699,1.000
160.729,0.987
160.759,0.994
160.789,0.996
160.819,0.989
