df_hash,22ZHK4.LL4ER7
151.227,15
151.420,20
152.102,475
152.250,690
152.255,160
152.394,15
152.397,10
152.443,10
152.446,10
152.449,10
152.543,20
152.836,10
153.515,415
153.672,685
153.710,175
153.713,15
153.716,10
154.223,15
154.782,470
154.880,660
155.026,10
155.030,150
155.075,10
155.078,10
155.081,20
155.175,10
155.177,15
155.180,20
155.465,30
155.468,365
155.611,10
156.147,185
156.829,470
156.976,675
157.414,210
157.567,460
157.671,150
157.707,15
157.724,30
157.730,15
158.099,10
158.783,465
159.071,730
159.075,160
159.120,10
159.124,20
159.127,25
159.269,10
159.608,15
159.754,485
159.757,155
159.760,15
159.763,40
159.803,15
160.341,15
160.349,470
160.485,10
160.491,160
160.496,20
161.021,35
161.026,480
161.187,10
161.850,140
162.386,685
162.970,550
163.653,645
163.665,675
164.388,10
164.482,665
165.067,145
165.164,545
165.167,165
165.212,10
165.329,20
165.459,55
165.464,20
165.468,10
165.898,15
165.900,420
166.434,10
166.728,745
166.772,180
166.778,10
166.781,10
166.821,10
166.826,10
166.828,10
166.853,10
167.259,20
167.263,470
167.406,10
167.942,170
168.088,560
168.104,135
168.235,105
168.241,15
168.819,485
168.825,150
168.935,10
169.066,55
169.070,20
169.073,10
169.355,10
169.507,495
169.677,10
169.699,180
169.705,10
169.708,10
170.184,15
170.867,535
171.159,750
171.698,200
171.702,570
172.426,10
172.431,670
172.586,205
173.791,305
173.796,905
173.840,40
173.845,15
173.851,15
173.937,15
173.943,15
173.988,10
173.994,10
174.000,10
174.376,15
175.061,485
175.205,720
175.350,285
175.354,10
175.448,10
175.595,140
175.741,260
176.033,10
176.038,220
176.573,20
176.861,510
176.878,280
176.911,15
176.915,10
176.919,10
176.924,20
177.008,95
177.252,285
177.300,10
177.400,10
177.987,150
178.129,600
178.158,10
178.226,110
178.232,15
178.283,15
178.292,15
178.301,20
178.306,15
178.324,10
178.379,15
178.519,325
178.522,10
179.786,730
179.789,400
179.835,10
179.838,10
179.841,20
179.884,20
179.887,15
180.030,240
180.078,10
181.590,710
181.596,790
182.713,10
183.403,1220
184.075,625
184.904,750
184.908,800
185.214,10
185.635,355
185.639,310
185.748,150
185.882,10
187.687,1265
187.834,655
188.658,10
189.393,1065
189.924,655
190.217,510
190.221,320
190.461,10
191.196,280
191.731,670
192.313,595
192.995,630
193.533,620
194.116,625
194.120,570
194.799,10
195.092,655
195.103,305
195.238,15
195.335,275
196.602,625
197.285,625
197.870,615
198.558,630
199.088,635
199.819,620
200.356,610
201.038,635
201.623,625
201.769,625
201.773,140
201.915,20
201.919,70
201.922,10
202.159,15
202.326,25
202.454,395
203.281,10
204.548,1040
204.698,1180
204.797,320
206.352,385
206.742,1155
208.009,380
208.155,1360
208.301,250
208.304,10
208.545,200
208.694,165
210.105,720
210.251,695
210.255,170
210.258,20
210.349,10
210.400,10
210.787,20
211.469,475
211.475,700
211.643,10
211.765,165
211.911,70
212.201,10
212.883,380
213.565,685
213.760,710
213.764,175
213.767,25
213.770,20
213.812,10
214.152,10
214.541,370
215.517,395
215.808,1045
215.813,295
216.052,10
216.199,335
216.212,10
217.660,1415
217.757,10
217.761,150
217.809,20
217.812,15
218.296,10
218.440,460
218.444,140
218.489,15
218.494,15
218.498,10
218.976,10
218.982,530
219.713,10
219.853,700
219.859,165
219.951,15
219.976,25
220.048,30
220.054,15
220.059,15
221.073,10
221.221,1080
221.803,10
221.808,730
222.340,10
222.486,625
223.170,10
223.317,705
223.857,10
223.867,615
224.436,10
225.169,640
225.665,760
225.947,775
226.631,800
226.926,10
227.215,225
227.458,305
227.605,250
228.043,160
229.021,335
229.164,1115
229.311,255
230.675,510
232.089,870
234.152,1390
234.187,2030
234.190,10
234.193,10
234.287,135
236.238,955
236.412,1115
236.528,10
236.573,160
236.577,15
236.580,10
236.583,10
236.674,15
236.915,25
237.500,360
238.183,610
238.865,665
239.450,645
240.133,645
240.815,680
241.107,670
241.399,295
242.101,335
242.133,645
243.203,10
243.739,1105
244.032,520
244.568,300
245.007,660
245.835,335
247.109,835
247.253,1330
247.362,215
247.498,10
248.322,330
248.912,620
249.443,640
249.736,575
250.162,165
250.710,425
251.393,610
251.980,650
252.660,620
252.807,670
252.813,205
252.855,20
252.904,10
252.908,15
252.955,15
253.210,20
253.245,320
253.892,10
254.464,625
255.147,650
255.685,600
256.267,615
256.274,600
256.950,10
256.953,625
257.535,10
258.217,595
258.221,690
258.514,10
258.802,275
259.728,265
260.021,1020
261.971,240
263.190,1915
263.482,1300
263.485,250
263.777,10
264.459,360
265.042,625
265.286,625
265.724,195
265.728,455
266.408,10
267.382,695
267.776,1040
267.920,310
268.649,10
268.653,820
268.698,10
268.702,10
268.705,20
268.750,15
268.758,10
268.762,15
268.765,20
268.796,20
268.814,10
269.185,10
269.189,530
270.748,10
270.751,1435
271.428,10
271.431,680
272.111,10
272.793,745
272.796,710
273.476,10
273.482,700
274.206,10
274.210,735
274.889,10
275.719,675
275.865,740
275.868,150
275.871,15
275.875,40
275.962,10
276.303,10
277.131,460
277.135,815
277.229,15
277.819,15
278.106,600
278.350,350
278.357,200
278.402,35
278.406,20
279.349,10
279.764,890
280.446,440
281.129,795
281.714,615
281.718,590
282.104,10
282.114,365
282.251,20
282.265,215
283.371,305
283.664,755
284.640,345
284.744,955
285.033,85
285.322,355
286.004,285
286.545,700
286.588,450
286.592,10
286.595,15
286.786,180
286.789,10
287.515,525
287.518,265
287.807,10
288.782,255
288.786,1030
289.077,10
289.368,310
289.516,305
289.520,15
289.614,250
289.617,10
290.440,780
290.443,15
291.272,20
291.424,775
291.709,10
292.686,425
292.828,1055
292.975,255
294.193,680
294.340,485
295.071,255
295.753,670
296.582,650
296.730,890
296.875,305
296.879,10
296.972,10
297.948,280
298.240,725
298.386,320
298.678,370
299.215,630
299.897,10
300.629,715
301.311,685
301.554,660
301.558,275
301.847,10
302.530,340
303.261,690
303.504,670
303.508,295
303.512,10
303.943,10
304.628,340
305.308,680
305.454,705
305.458,180
305.600,20
305.603,65
305.649,20
305.652,10
305.655,10
305.895,10
306.040,25
306.185,365
306.722,235
307.409,440
307.551,740
307.554,185
307.602,15
307.607,15
307.697,10
307.700,15
307.846,10
307.849,15
308.136,30
308.821,425
309.062,725
309.503,265
309.649,455
309.793,10
309.796,165
309.842,15
309.845,10
309.848,10
310.183,15
310.914,465
310.918,700
311.012,10
311.158,185
311.161,10
311.987,505
312.962,335
313.696,1040
314.375,725
315.058,640
315.062,725
315.106,15
315.110,10
315.114,15
315.276,15
315.353,120
315.356,10
316.471,465
316.618,710
316.621,150
316.624,20
316.715,70
316.719,10
316.722,10
317.012,10
317.837,385
319.104,725
319.108,1260
320.616,15
321.200,1560
321.320,690
322.858,780
323.166,765
323.299,310
323.547,10
324.223,375
324.962,740
325.782,745
325.786,775
325.790,10
326.172,10
326.465,385
326.468,250
326.773,10
326.904,345
326.914,15
326.953,60
326.960,15
327.028,170
327.834,780
327.979,10
328.561,220
328.708,465
328.711,170
328.757,10
328.760,10
328.763,10
329.244,15
329.247,525
329.791,10
330.512,625
331.194,685
332.337,675
332.364,1095
333.976,10
334.655,1690
336.069,725
336.073,1310
336.121,10
336.124,20
336.324,265
336.461,15
336.464,10
337.466,520
338.263,690
339.141,730
339.532,890
340.359,430
341.334,760
341.340,1085
341.778,10
342.846,415
343.821,1040
344.410,1030
345.091,565
345.527,670
345.923,465
346.600,365
346.898,695
347.867,345
348.313,900
348.998,345
349.140,795
349.190,125
349.201,15
349.204,20
349.525,10
350.109,400
350.795,635
351.767,645
352.208,1010
353.574,395
354.692,1445
357.909,1105
359.719,3185
359.769,1740
360.932,10
361.924,1285
362.639,1035
362.645,735
364.150,10
365.712,1445
367.221,1555
367.537,1610
367.758,435
367.773,10
368.886,265
369.187,975
369.196,35
369.199,10
369.416,50
369.422,450
369.855,350
369.869,15
370.687,10
370.783,815
371.121,10
371.124,410
371.365,10
372.487,250
372.778,1390
374.144,520
375.119,870
375.122,990
375.412,10
376.240,375
376.975,765
377.945,785
379.172,960
379.471,1285
379.994,160
380.970,545
381.127,1115
381.215,10
381.408,15
382.919,385
383.213,1545
383.217,270
383.358,15
383.362,10
383.409,10
383.413,15
383.751,25
383.894,610
385.161,1255
385.844,10
386.381,710
387.404,480
388.086,1060
388.090,650
388.135,15
389.160,15
389.745,1035
389.751,580
390.050,10
390.670,325
391.698,530
392.135,1095
392.146,435
392.815,10
392.819,710
392.962,10
393.059,305
393.888,805
394.180,10
395.163,295
395.451,975
395.695,10
396.584,495
396.715,825
397.398,230
397.401,715
398.373,10
399.202,905
399.208,850
399.253,10
399.259,10
399.348,100
399.354,10
399.497,10
400.570,1190
400.615,10
400.619,50
400.623,10
400.629,10
400.667,10
402.127,10
402.809,1500
402.812,645
403.492,10
403.540,760
403.543,10
404.174,15
404.906,645
405.150,710
406.125,345
407.246,930
408.757,1125
408.761,1470
408.905,15
408.908,10
409.196,75
409.342,355
409.491,255
409.540,10
410.610,440
411.438,750
411.536,750
411.828,445
411.832,10
411.877,10
411.880,15
411.883,10
412.130,220
412.416,10
413.486,735
413.632,750
413.784,245
413.976,10
414.315,465
415.048,10
415.289,695
415.294,335
415.438,15
415.469,15
415.584,305
415.680,10
416.557,720
416.561,155
416.606,65
416.610,15
416.613,10
416.849,180
416.853,10
417.856,975
417.971,10
418.510,230
419.092,485
419.628,605
419.777,715
421.286,1545
421.727,10
421.969,415
422.797,310
423.090,745
423.241,310
423.531,100
423.776,45
423.824,555
424.650,10
425.726,885
426.170,1040
426.307,380
426.325,135
426.990,15
427.282,750
427.432,350
428.111,10
428.651,825
429.088,540
430.463,335
432.403,1415
432.548,1925
433.522,270
434.790,950
435.180,1215
436.593,480
436.843,1370
436.984,250
436.993,10
437.032,65
437.231,15
437.279,15
437.289,285
437.959,10
438.644,700
438.788,735
438.934,170
438.937,50
438.982,15
438.987,10
438.990,10
439.372,25
439.762,380
440.206,440
440.738,400
441.322,555
441.859,545
441.864,670
443.127,10
443.224,1160
443.516,115
444.784,285
445.077,1350
445.759,305
446.442,685
447.562,695
447.869,1125
449.366,220
450.786,1500
451.170,1430
451.755,515
451.758,470
452.828,10
453.559,1130
453.805,690
454.924,310
455.217,1085
455.662,290
457.020,460
457.341,1405
457.703,280
457.717,400
458.580,880
458.726,10
458.730,10
458.824,25
458.827,105
458.831,15
458.987,180
459.116,190
459.120,10
460.341,985
460.632,210
461.761,345
463.260,1140
463.265,1425
464.681,10
464.820,1485
464.967,225
464.976,10
465.388,475
466.486,740
466.627,260
466.632,10
466.868,60
467.599,380
468.285,695
469.135,685
469.138,895
470.379,10
470.775,1285
471.743,320
471.746,995
473.157,10
473.310,1450
473.354,100
473.360,20
474.376,10
475.720,1095
475.819,1265
476.331,190
476.523,505
477.593,10
477.597,1270
477.644,20
477.743,50
477.906,250
478.031,145
478.035,15
478.081,15
478.151,15
478.275,190
480.079,990
480.664,805
480.911,570
481.885,290
482.618,1015
482.858,700
483.687,320
485.100,790
485.393,1355
486.758,345
488.721,1320
489.347,1980
490.809,620
491.487,1445
492.367,695
492.755,680
493.437,665
493.735,685
494.142,290
494.413,380
495.387,335
495.533,940
495.634,240
495.877,10
496.267,640
497.348,335
497.727,725
498.458,500
498.702,650
498.996,540
501.237,1485
502.309,805
502.602,1085
503.284,290
504.036,675
505.235,760
506.064,1195
507.331,925
509.134,1165
509.817,1900
510.403,585
511.084,690
511.767,665
512.498,675
513.181,710
513.863,720
514.546,710
515.277,710
515.986,670
516.203,700
516.210,185
516.252,10
516.257,10
516.263,10
516.642,15
517.227,415
517.617,640
518.592,370
518.595,1010
518.738,10
518.742,120
519.128,10
519.132,400
520.542,10
521.234,1355
521.927,680
522.217,690
522.495,270
523.470,405
524.003,720
524.686,730
525.418,675
526.100,700
526.785,690
527.221,655
528.050,550
528.342,795
528.354,315
528.440,10
528.732,335
531.365,1255
532.048,1425
532.632,675
533.315,660
533.997,700
534.728,685
535.411,695
535.703,725
535.707,205
536.093,30
536.825,430
537.507,685
537.653,695
538.190,180
538.193,520
538.873,10
539.604,700
540.286,705
540.971,690
541.654,710
542.382,705
543.065,700
543.748,685
544.430,680
545.161,690
545.728,695
546.428,675
547.121,675
547.793,700
548.476,705
549.315,720
549.451,715
549.457,185
549.503,10
549.511,10
549.517,15
549.893,20
550.572,445
550.580,690
551.255,10
551.405,700
552.084,10
552.815,695
552.826,705
552.963,10
553.010,175
553.013,10
553.017,20
553.020,25
553.354,20
554.035,420
554.768,695
555.594,710
555.842,765
555.891,255
555.904,15
555.909,15
555.912,15
555.987,20
555.991,15
556.278,10
556.958,345
556.962,780
557.788,10
558.668,755
559.640,820
561.541,1000
561.834,1935
563.248,355
563.393,1300
563.396,10
563.784,190
564.466,460
565.197,670
565.880,675
566.567,725
567.393,755
567.539,730
568.122,190
568.805,515
568.954,700
569.487,195
570.170,515
570.316,700
570.320,245
570.464,20
570.468,15
571.732,385
572.705,890
572.949,1065
573.387,270
574.070,360
574.362,720
574.756,260
575.513,440
576.167,635
576.312,805
576.459,250
576.476,10
576.614,110
577.144,310
577.726,200
577.824,570
578.409,190
579.238,575
579.920,760
580.066,750
580.071,190
580.240,15
580.362,15
580.603,10
582.064,500
582.079,765
582.100,180
582.105,50
582.112,15
582.138,10
582.185,15
582.845,475
583.530,740
584.217,695
584.941,715
585.770,710
585.929,725
586.065,185
586.069,45
586.072,20
586.325,15
587.136,420
587.283,705
587.720,185
588.552,510
589.232,730
589.524,735
589.528,255
589.622,10
589.914,10
590.745,400
591.864,940
593.131,1120
593.814,1230
593.960,700
593.964,40
594.106,155
594.692,410
594.695,255
595.910,310
596.202,860
597.187,330
597.327,965
597.331,15
597.335,10
597.422,210
597.567,210
598.569,420
598.575,580
599.517,645
599.810,290
600.641,320
601.080,595
601.618,625
601.931,610
602.367,210
602.881,405
603.066,625
603.286,370
603.323,10
603.329,10
603.335,10
603.418,185
604.685,605
604.689,600
604.832,10
604.929,260
604.932,10
604.981,10
604.986,50
605.221,245
606.489,600
607.025,600
607.317,640
607.322,260
607.325,15
608.293,315
608.975,625
609.563,630
610.243,655
610.535,660
610.539,310
610.632,10
610.636,10
610.944,10
611.074,340
611.392,10
611.657,485
612.339,210
612.342,665
612.390,35
612.393,75
612.875,10
613.704,570
613.996,825
614.143,285
614.146,15
614.191,10
614.533,15
615.215,420
615.508,690
615.511,345
615.654,10
615.657,10
615.946,10
616.629,370
617.311,720
617.315,715
618.043,10
618.335,730
618.341,185
618.384,10
618.388,25
618.391,25
618.432,15
618.583,10
618.872,20
618.876,415
619.554,10
620.272,715
620.385,740
620.967,10
621.699,720
621.894,730
621.898,180
621.942,15
621.946,15
621.949,10
622.480,15
623.199,480
623.340,740
623.651,175
623.657,315
623.662,10
623.759,10
623.798,15
623.803,40
623.844,145
624.824,815
625.112,440
626.915,1100
627.649,770
628.329,700
629.186,720
629.304,735
629.307,180
629.355,10
629.358,10
629.840,15
629.993,490
630.036,175
630.041,10
630.044,20
630.048,20
630.283,15
630.531,20
631.277,450
631.938,725
632.619,735
633.204,730
633.309,710
635.106,1455
636.534,295
636.666,1425
638.323,170
638.469,1655
638.475,135
638.618,10
638.672,10
638.704,60
638.859,10
638.865,10
638.923,240
639.024,150
640.419,730
640.566,730
640.715,170
640.718,85
640.721,10
640.815,10
641.102,90
641.105,330
641.784,10
641.931,735
642.515,165
642.518,535
643.198,10
643.636,675
644.323,440
644.329,615
644.563,30
645.983,305
645.994,1420
646.663,10
647.362,660
648.073,680
648.614,655
648.761,650
649.292,10
650.023,655
650.854,665
651.388,825
651.391,650
652.071,10
652.802,690
653.634,705
654.313,745
654.995,720
655.726,730
656.409,710
656.657,715
656.750,190
656.754,115
657.774,410
659.188,675
659.870,1405
659.891,725
660.556,10
661.382,700
661.528,720
661.532,190
661.579,20
661.582,25
661.586,10
662.005,10
662.944,420
663.381,715
663.770,670
664.063,325
664.745,340
664.749,685
664.950,10
665.086,310
665.090,15
665.138,10
665.141,20
665.184,50
665.281,220
666.549,625
667.135,645
668.507,555
668.938,1385
670.596,370
671.863,1720
672.399,1280
673.081,560
674.203,625
674.515,1140
674.739,285
675.324,230
675.872,615
676.689,575
676.982,745
677.967,415
678.106,850
678.249,290
678.252,10
678.255,110
678.346,80
678.350,10
679.907,310
680.736,1195
681.028,865
681.034,325
682.398,10
682.978,1290
683.661,635
684.343,715
685.171,715
685.856,745
686.586,735
687.268,705
687.951,680
688.636,690
689.367,710
690.193,785
690.583,785
690.587,410
690.876,10
691.558,320
692.387,710
693.126,765
693.800,725
694.483,705
694.775,660
694.779,350
694.782,10
694.922,10
694.927,25
695.214,325
696.580,735
697.408,705
697.412,800
698.676,10
699.361,1315
700.041,625
700.869,720
701.601,785
702.290,765
702.968,630
703.551,475
703.794,770
704.379,310
704.915,655
705.503,530
705.891,515
706.484,475
707.012,560
707.549,475
708.133,565
709.254,565
709.790,1130
710.230,630
710.327,350
710.330,155
710.524,10
710.917,10
711.302,480
711.887,470
712.423,560
712.864,530
713.398,495
713.983,530
714.519,565
714.527,575
715.056,10
715.787,470
716.031,830
716.326,260
716.615,270
717.152,270
717.737,510
718.419,635
718.812,640
719.394,405
719.540,545
719.544,235
719.641,10
720.516,330
721.051,590
721.200,605
721.347,110
721.351,15
721.354,15
721.589,10
722.319,375
722.856,620
723.441,595
724.127,640
724.807,585
725.488,710
726.317,790
727.048,770
727.730,715
728.419,715
729.096,695
729.828,680
730.514,715
731.192,685
731.345,705
731.389,195
731.394,20
731.399,10
731.882,10
732.680,450
733.288,735
734.117,720
734.802,820
735.482,675
735.486,725
735.536,10
736.603,15
737.042,1045
737.725,430
738.163,790
738.261,440
738.310,10
738.407,235
739.967,820
740.211,625
740.503,280
741.332,400
741.917,720
742.599,675
743.330,700
743.964,675
744.695,685
745.378,630
745.528,710
745.719,200
745.723,90
745.768,15
745.772,15
745.779,20
745.868,35
745.916,240
747.328,695
747.572,655
747.620,360
747.871,20
748.547,260
749.279,630
749.815,675
749.960,735
751.082,530
751.765,630
752.304,625
753.032,645
753.568,650
754.250,655
754.982,660
755.669,690
756.518,695
756.644,710
757.031,210
757.766,465
758.004,680
758.472,305
758.736,415
759.130,275
759.811,370
760.393,710
761.076,660
761.904,715
762.587,720
763.318,710
764.001,700
764.683,710
765.366,725
766.098,715
766.780,710
767.462,715
768.437,730
768.973,865
769.268,615
769.272,140
769.704,65
770.424,500
770.680,700
771.070,335
771.752,305
772.337,795
773.019,545
773.605,630
774.288,620
775.018,660
775.677,680
776.335,685
777.066,700
778.043,690
778.431,715
779.127,725
779.409,700
779.845,275
780.088,475
780.137,290
780.527,10
781.222,345
781.944,700
783.159,775
783.598,1265
783.607,420
784.002,10
784.817,350
785.548,800
785.694,705
785.730,220
785.792,10
785.797,10
786.231,20
787.065,520
787.901,795
788.570,795
788.574,765
789.400,10
790.133,795
790.959,785
791.231,795
791.252,200
791.255,15
791.258,15
791.262,10
791.642,20
792.470,470
793.153,755
793.156,760
794.030,10
794.277,790
794.713,205
795.395,545
795.399,730
796.224,10
797.053,790
797.785,815
798.613,775
799.296,750
800.162,765
800.957,790
801.642,780
802.367,755
803.218,780
804.048,795
804.317,750
804.320,365
804.707,10
804.711,350
805.052,10
805.390,370
806.218,380
806.511,755
806.516,355
806.559,10
806.572,15
806.608,15
806.657,15
806.663,15
806.706,15
806.714,25
806.718,65
806.952,230
808.462,745
809.143,770
810.083,765
810.703,770
811.386,730
812.220,760
812.751,765
813.628,535
814.316,900
815.139,750
816.002,760
816.656,795
817.482,715
818.065,690
818.760,710
818.947,705
819.040,200
819.044,10
819.046,10
819.049,10
819.067,10
819.296,15
820.017,380
820.551,635
821.234,645
821.965,665
822.696,695
822.899,915
824.158,1260
824.165,10
824.207,10
824.210,10
824.214,10
824.453,15
824.743,15
825.481,525
826.108,705
826.401,725
826.405,275
826.790,10
827.522,415
828.204,720
828.891,680
829.569,680
830.301,675
830.983,720
831.812,710
833.177,850
833.323,1330
833.976,240
834.591,465
834.742,720
834.883,255
836.004,435
836.019,770
837.517,10
837.665,1500
837.808,250
837.813,15
837.817,10
838.344,435
838.491,200
838.494,20
838.542,25
838.545,10
839.030,10
839.612,480
839.856,720
840.446,200
841.125,555
841.806,690
841.952,695
842.391,240
842.537,415
843.073,10
843.755,660
844.049,690
844.439,220
845.170,445
845.852,695
845.998,695
846.145,225
846.632,25
847.401,490
847.540,780
847.558,195
847.562,15
847.566,10
847.569,10
848.094,20
848.926,535
849.605,790
850.434,760
850.438,760
851.117,10
851.851,755
851.946,725
852.677,10
853.360,715
854.042,690
854.725,720
854.870,760
855.553,180
856.284,595
857.113,785
857.260,765
857.795,170
858.627,585
859.356,755
860.184,780
860.282,785
860.330,180
860.334,55
860.430,15
860.871,15
861.549,450
861.552,755
862.378,10
863.061,755
863.211,750
863.421,180
863.504,60
863.791,10
864.914,440
865.035,1190
865.041,10
865.303,10
865.306,375
866.818,1385
866.960,255
866.965,10
868.081,795
868.085,325
868.374,25
869.397,290
869.401,885
870.177,10
871.007,895
871.699,850
871.981,655
871.986,280
872.372,10
873.785,390
874.077,1495
874.081,240
874.229,15
874.469,15
874.476,425
875.296,10
875.508,740
875.516,175
875.588,60
875.593,10
876.027,10
876.271,515
877.002,235
878.368,785
879.050,1315
880.028,715
880.171,795
880.756,265
880.854,690
881.152,10
881.320,475
881.999,755
882.803,10
882.952,720
883.535,225
884.218,495
884.900,735
885.631,725
886.411,725
887.144,735
887.415,775
887.439,255
887.444,10
887.971,10
888.657,495
888.947,820
889.510,220
890.214,545
891.042,755
891.743,750
892.556,795
892.944,630
893.821,520
894.367,880
894.503,545
894.507,15
894.511,20
894.514,210
896.612,1365
896.989,675
896.993,435
896.998,15
897.136,15
897.139,60
897.282,195
899.625,1390
900.356,1005
900.366,465
901.719,10
902.157,1555
902.161,450
904.110,10
1121.739,5260
1121.884,10
1122.031,125
1122.034,45
1123.006,10
1123.835,1100
1124.663,810
1125.492,840
1125.638,795
1125.644,160
1125.785,10
1125.798,50
1125.931,15
1125.934,20
1125.979,145
1125.983,10
1125.986,10
1125.989,15
1126.180,10
1126.184,15
1126.236,255
1127.597,720
1128.710,725
1129.977,1020
1131.927,1325
1133.732,1890
1133.738,1870
1133.975,240
1135.388,720
1136.071,790
1136.804,620
1137.633,765
1137.729,730
1137.732,10
1138.021,145
1138.850,325
1139.679,910
1140.265,760
1140.461,600
1140.946,10
1140.951,705
1141.275,10
