df_hash,22ZHK4.ZXX6DZ
13.871,1.010
13.901,1.011
13.931,1.013
13.961,1.007
13.991,1.008
14.021,1.015
14.051,1.015
14.081,1.009
14.111,1.008
14.141,1.011
14.171,1.011
14.201,1.007
14.231,1.017
14.261,1.011
14.291,1.011
14.321,1.012
14.351,1.010
14.381,1.008
14.411,1.011
14.441,1.012
14.471,1.010
14.501,1.014
14.531,1.008
14.561,1.006
14.591,1.006
14.621,1.009
14.651,1.008
14.681,1.012
14.711,1.011
14.741,1.010
14.771,1.004
14.801,1.012
14.831,1.005
14.861,1.011
14.891,1.010
14.921,1.012
14.951,1.010
14.981,1.008
15.011,1.010
15.041,1.010
15.071,1.009
15.101,1.009
15.131,1.011
15.161,1.012
15.191,1.010
15.221,1.007
15.251,1.009
15.281,1.008
15.311,1.013
15.341,1.014
15.371,1.005
15.401,1.008
15.431,1.009
15.461,1.015
15.491,1.012
15.521,1.007
15.551,1.007
15.581,1.011
15.611,1.011
15.641,1.010
15.671,1.013
15.701,1.012
15.731,1.004
15.761,1.008
15.791,1.013
15.821,1.014
15.851,1.011
15.881,1.005
15.911,1.017
15.941,1.011
15.971,1.006
16.001,1.012
16.031,1.011
16.061,1.012
16.091,1.009
16.121,1.011
16.151,1.009
16.181,1.013
16.211,1.012
16.241,1.010
16.271,1.008
16.301,1.013
16.331,1.012
16.361,1.010
16.391,1.007
16.421,1.004
16.451,1.015
16.481,1.012
16.511,1.010
16.541,1.010
16.571,1.010
16.601,1.010
16.631,1.012
16.661,1.012
16.691,1.016
16.721,0.998
16.751,1.013
16.781,1.013
16.811,1.009
16.841,1.007
16.871,1.009
16.901,1.012
16.931,1.008
16.961,1.012
16.991,1.014
17.021,1.010
17.051,1.009
17.081,1.012
17.111,1.014
17.141,1.010
17.171,1.011
17.201,1.009
17.231,1.009
17.261,1.011
17.291,1.012
17.321,1.005
17.351,1.010
17.381,1.012
17.411,1.016
17.441,1.014
17.471,1.011
17.501,1.007
17.531,1.010
17.561,1.008
17.591,1.013
17.621,1.011
17.651,1.004
17.681,1.005
17.711,1.011
17.741,1.014
17.771,1.010
17.801,1.011
17.831,1.010
17.861,1.009
17.891,1.010
17.921,1.013
17.951,1.010
17.981,1.010
18.011,1.012
18.041,1.008
18.071,1.012
18.101,1.010
18.131,1.012
18.161,1.005
18.191,1.011
18.221,1.012
18.251,1.007
18.281,1.008
18.311,1.011
18.341,1.007
18.371,1.018
18.401,1.013
18.431,1.005
18.461,1.010
18.491,1.012
18.521,1.010
18.551,1.013
18.581,1.010
18.611,1.019
18.641,1.003
18.671,1.013
18.701,1.009
18.731,1.009
18.761,1.012
18.791,1.009
18.821,1.013
18.851,1.008
18.881,1.012
18.911,1.013
18.941,1.007
18.971,1.011
19.001,1.008
19.031,1.009
19.061,1.010
19.091,1.010
19.121,1.009
19.151,1.011
19.181,1.011
19.211,1.008
19.241,1.008
19.271,1.012
19.301,1.010
19.331,1.016
19.361,1.010
19.391,1.009
19.421,1.011
19.451,1.012
19.481,1.006
19.511,1.014
19.541,1.015
19.571,1.010
19.601,1.003
19.631,1.014
19.661,1.008
19.691,1.008
19.721,1.009
19.751,1.010
19.781,1.013
19.811,1.010
19.841,1.009
19.871,1.012
19.901,1.014
19.931,1.012
19.961,1.012
19.991,1.010
20.021,1.010
20.051,1.010
20.081,1.008
20.111,1.015
20.141,1.011
20.171,1.011
20.201,1.011
20.231,1.011
20.261,1.013
20.291,1.011
20.321,1.005
20.351,1.009
20.381,1.015
20.411,1.012
20.441,1.011
20.471,1.009
20.501,1.013
20.531,1.002
20.561,1.010
20.591,1.008
20.621,1.012
20.651,1.006
20.681,1.012
20.711,1.013
20.741,1.004
20.771,1.012
20.801,1.002
20.831,1.009
20.861,1.007
20.891,1.001
20.921,0.998
20.951,1.005
20.981,1.004
21.011,1.001
21.041,1.010
21.071,1.006
21.101,1.011
21.131,1.003
21.161,1.010
21.191,1.008
21.221,0.980
21.251,1.005
21.281,1.002
21.311,1.004
21.341,1.005
21.371,1.002
21.401,0.997
21.431,1.001
21.461,0.997
21.491,1.004
21.521,1.004
21.551,1.000
21.581,0.993
21.611,1.001
21.641,1.002
21.671,1.005
21.701,1.012
21.731,1.000
21.761,1.004
21.791,1.002
21.821,1.000
21.851,1.000
21.881,1.001
21.911,1.001
21.941,0.998
21.971,1.004
22.001,0.999
22.031,0.998
22.061,1.002
22.091,0.998
22.121,1.002
22.151,1.006
22.181,1.007
22.211,0.995
22.241,0.994
22.271,1.008
22.301,0.994
22.331,1.006
22.361,1.004
22.391,1.003
22.421,1.001
22.451,1.003
22.481,1.001
22.511,0.995
22.541,1.004
22.571,1.004
22.601,1.001
22.631,1.009
22.661,0.998
22.691,1.005
22.721,1.009
22.751,1.002
22.781,1.003
22.811,1.007
22.841,0.997
22.871,0.997
22.901,1.006
22.931,1.004
22.961,1.002
22.991,1.006
23.021,1.003
23.051,1.002
23.081,1.011
23.111,1.010
23.141,1.000
23.171,1.002
23.201,1.006
23.231,1.000
23.261,1.000
23.291,1.009
23.321,1.010
23.351,1.009
23.381,1.008
23.411,1.006
23.441,1.004
23.471,1.009
23.501,1.008
23.531,1.006
23.561,1.007
23.591,1.007
23.621,1.008
23.651,1.003
23.681,1.001
23.711,1.005
23.741,1.002
23.771,1.003
23.801,1.007
23.831,1.010
23.861,1.003
23.891,1.006
23.921,1.008
23.951,1.007
23.981,1.008
24.011,1.009
24.041,1.009
24.071,1.008
24.101,1.005
24.131,1.008
24.161,1.008
24.191,1.011
24.221,1.001
24.251,1.008
24.281,1.006
24.311,1.007
24.341,1.008
24.371,1.001
24.401,1.008
24.431,1.012
24.461,1.008
24.491,1.003
24.521,1.012
24.551,1.009
24.581,0.998
24.611,1.008
24.641,1.006
24.671,1.008
24.701,1.006
24.731,1.010
24.761,1.007
24.791,1.006
24.821,1.010
24.851,1.007
24.881,1.009
24.911,1.006
24.941,1.007
24.971,1.006
25.001,1.004
25.031,1.008
25.061,1.006
25.091,1.008
25.121,1.008
25.151,1.012
25.181,1.001
25.211,1.003
25.241,1.013
25.271,1.009
25.301,1.004
25.331,1.008
25.361,1.005
25.391,1.009
25.421,1.008
25.451,1.006
25.481,1.005
25.511,1.002
25.541,1.007
25.571,1.006
25.601,1.003
25.631,1.010
25.661,1.011
25.691,1.005
25.721,1.003
25.751,1.008
25.781,1.008
25.811,1.008
25.841,1.007
25.871,1.007
25.901,1.008
25.931,1.006
25.961,1.003
25.991,1.006
26.021,1.007
26.051,1.011
26.081,1.006
26.111,1.006
26.141,1.007
26.171,1.005
26.201,1.014
26.231,1.008
26.261,1.001
26.291,1.008
26.321,1.008
26.351,1.004
26.381,1.006
26.411,1.010
26.441,1.012
26.471,0.997
26.501,1.010
26.531,1.010
26.561,1.008
26.591,1.005
26.621,1.012
26.651,1.011
26.681,1.005
26.711,1.011
26.741,1.008
26.771,1.006
26.801,1.002
26.831,1.010
26.861,1.009
26.891,1.006
26.921,1.009
26.951,1.011
26.981,1.006
27.011,1.011
27.041,1.005
27.071,1.006
27.101,1.006
27.131,1.004
27.161,1.015
27.191,1.008
27.221,1.003
27.251,1.007
27.281,1.006
27.311,1.003
27.341,1.011
27.371,1.009
27.401,1.008
27.431,1.003
27.461,1.011
27.491,1.008
27.521,1.003
27.551,1.003
27.581,1.010
27.611,1.007
27.641,1.007
27.671,1.009
27.701,1.007
27.731,1.008
27.761,1.008
27.791,1.007
27.821,1.007
27.851,1.009
27.881,1.012
27.911,1.004
27.941,1.011
27.971,1.005
28.001,1.009
28.031,1.011
28.061,1.006
28.091,1.010
28.121,1.010
28.151,1.009
28.181,1.006
28.211,1.009
28.241,1.007
28.271,1.005
28.301,1.017
28.331,1.001
28.361,1.007
28.391,1.010
28.421,1.004
28.451,1.006
28.481,1.007
28.511,1.009
28.541,1.007
28.571,1.009
28.601,1.008
28.631,1.007
28.661,1.009
28.691,1.005
28.721,1.010
28.751,1.008
28.781,1.006
28.811,1.007
28.841,1.008
28.871,1.005
28.901,1.008
28.931,1.012
28.961,1.010
28.991,1.011
29.021,1.005
29.051,1.007
29.081,1.007
29.111,1.006
29.141,1.010
29.171,1.009
29.201,1.006
29.231,0.998
29.261,1.016
29.291,1.002
29.321,1.009
29.351,1.003
29.381,1.008
29.411,1.011
29.441,1.010
29.471,1.008
29.501,1.012
29.531,1.014
29.561,1.010
29.591,1.009
29.621,1.006
29.651,1.006
29.681,1.008
29.711,1.005
29.741,1.012
29.771,1.010
29.801,1.010
29.831,1.012
29.861,1.007
29.891,1.009
29.921,1.012
29.951,1.006
29.981,1.007
30.011,1.009
30.041,1.008
30.071,1.010
30.101,1.012
30.131,1.006
30.161,1.008
30.191,1.006
30.221,1.013
30.251,1.012
30.281,1.007
30.311,1.008
30.341,1.009
30.371,1.011
30.401,1.007
30.431,1.011
30.461,1.012
30.491,1.005
30.521,1.010
30.551,1.010
30.581,1.007
30.611,1.007
30.641,1.008
30.671,1.010
30.701,1.009
30.731,1.011
30.761,1.008
30.791,1.005
30.821,1.017
30.851,1.008
30.881,1.005
30.911,1.008
30.941,1.010
30.971,1.012
31.001,1.010
31.031,1.010
31.061,1.009
31.091,1.000
31.121,1.011
31.151,1.012
31.181,1.008
31.211,1.009
31.241,1.011
31.271,1.005
31.301,1.008
31.331,1.008
31.361,1.010
31.391,1.011
31.421,1.011
31.451,1.009
31.481,1.004
31.511,1.009
31.541,1.014
31.571,1.007
31.601,1.005
31.631,1.015
31.661,1.015
31.691,1.007
31.721,1.014
31.751,1.005
31.781,1.004
31.811,1.011
31.841,1.006
31.871,1.010
31.901,1.012
31.931,1.006
31.961,1.003
31.991,1.009
32.021,1.014
32.051,1.010
32.081,1.006
32.111,1.010
32.141,1.012
32.171,1.005
32.201,1.016
32.231,1.010
32.261,1.008
32.291,1.009
32.321,1.012
32.351,1.011
32.381,1.010
32.411,1.009
32.441,1.006
32.471,1.011
32.501,1.009
32.531,1.010
32.561,1.011
32.591,1.005
32.621,1.004
32.651,1.017
32.681,1.008
32.711,1.006
32.741,1.007
32.771,1.011
32.801,1.010
32.831,1.010
32.861,1.013
32.891,1.018
32.921,0.998
32.951,1.015
32.981,1.013
33.011,1.007
33.041,1.008
33.071,1.014
33.101,1.008
33.131,1.007
33.161,1.014
33.191,1.012
33.221,1.012
33.251,1.009
33.281,1.008
33.311,1.012
33.341,1.008
33.371,1.010
33.401,1.009
33.431,1.006
33.461,1.009
33.491,1.014
33.521,1.009
33.551,1.007
33.581,1.005
33.611,1.005
33.641,1.008
33.671,1.015
33.701,1.009
33.731,1.006
33.761,1.010
33.791,1.005
33.821,1.009
33.851,1.012
33.881,1.011
33.911,1.011
33.941,1.000
33.971,1.016
34.001,1.011
34.031,1.010
34.061,1.007
34.091,1.008
34.121,1.011
34.151,1.006
34.181,1.011
34.211,1.012
34.241,1.011
34.271,1.010
34.301,1.011
34.331,1.008
34.361,1.012
34.391,1.010
34.421,1.008
34.451,1.008
34.481,1.011
34.511,1.014
34.541,1.007
34.571,1.009
34.601,1.011
34.631,1.008
34.661,1.015
34.691,1.009
34.721,1.005
34.751,1.011
34.781,1.009
34.811,1.011
34.841,1.014
34.871,1.012
34.901,1.014
34.931,1.000
34.961,1.011
34.991,1.013
35.021,1.006
35.051,1.006
35.081,1.010
35.111,1.009
35.141,1.008
35.171,1.012
35.201,1.013
35.231,1.011
35.261,1.009
35.291,1.010
35.321,1.012
35.351,1.008
35.381,1.009
35.411,1.012
35.441,1.010
35.471,1.012
35.501,1.010
35.531,1.011
35.561,1.012
35.591,1.008
35.621,1.016
35.651,1.007
35.681,1.004
35.711,1.011
35.741,1.010
35.771,1.011
35.801,1.013
35.831,1.013
35.861,1.007
35.891,1.009
35.921,1.013
35.951,1.009
35.981,1.009
36.011,1.015
36.041,1.009
36.071,1.007
36.101,1.011
36.131,1.011
36.161,1.010
36.191,1.013
36.221,1.012
36.251,1.009
36.281,1.009
36.311,1.009
36.341,1.010
36.371,1.010
36.401,1.013
36.431,1.008
36.461,1.012
36.491,1.007
36.521,1.009
36.551,1.015
36.581,1.011
36.611,1.003
36.641,1.012
36.671,1.012
36.701,1.011
36.731,1.011
36.761,1.010
36.791,1.011
36.821,1.000
36.851,1.015
36.881,1.013
36.911,1.006
36.941,1.010
36.971,1.012
37.001,1.006
37.031,1.011
37.061,1.009
37.091,1.010
37.121,1.011
37.151,1.012
37.181,1.009
37.211,1.005
37.241,1.013
37.271,1.010
37.301,1.012
37.331,1.011
37.361,1.011
37.391,1.010
37.421,1.012
37.451,1.011
37.481,1.009
37.511,1.018
37.541,1.010
37.571,1.004
37.601,1.014
37.631,1.012
37.661,1.010
37.691,1.015
37.721,1.009
37.751,1.010
37.781,1.002
37.811,1.012
37.841,1.012
37.871,1.010
37.901,1.012
37.931,1.007
37.961,1.010
37.991,1.005
38.021,1.010
38.051,1.017
38.081,1.007
38.111,1.005
38.141,1.008
38.171,1.010
38.201,1.012
38.231,1.014
38.261,1.016
38.291,1.013
38.321,1.012
38.351,1.012
38.381,1.007
38.411,1.011
38.441,1.016
38.471,1.016
38.501,1.021
38.531,1.011
38.561,1.003
38.591,1.011
38.621,1.008
38.651,1.005
38.681,1.012
38.711,1.008
38.741,1.008
38.771,1.006
38.801,1.013
38.831,1.008
38.861,1.010
38.891,1.009
38.921,1.014
38.951,1.009
38.981,1.010
39.011,1.014
39.041,1.012
39.071,1.011
39.101,1.012
39.131,1.013
39.161,1.012
39.191,1.007
39.221,1.008
39.251,1.012
39.281,1.009
39.311,1.019
39.341,1.016
39.371,1.010
39.401,1.006
39.431,1.005
39.461,1.012
39.491,1.011
39.521,1.010
39.551,1.007
39.581,1.013
39.611,1.014
39.641,1.008
39.671,1.019
39.701,1.010
39.731,1.004
39.761,1.006
39.791,1.019
39.821,1.012
39.851,1.008
39.881,1.012
39.911,1.012
39.941,1.011
39.971,1.015
40.001,1.018
40.031,1.016
40.061,1.013
40.091,1.009
40.121,1.012
40.151,1.009
40.181,1.017
40.211,1.009
40.241,1.010
40.271,1.013
40.301,1.007
40.331,1.012
40.361,1.016
40.391,1.008
40.421,1.009
40.451,1.009
40.481,1.005
40.511,1.015
40.541,1.012
40.571,1.009
40.601,1.015
40.631,1.012
40.661,1.010
40.691,1.009
40.721,1.011
40.751,1.017
40.781,1.004
40.811,1.011
40.841,1.012
40.871,1.012
40.901,1.009
40.931,1.010
40.961,1.009
40.991,1.011
41.021,1.017
41.051,1.010
41.081,1.009
41.111,1.010
41.141,1.011
41.171,1.014
41.201,1.012
41.231,1.008
41.261,1.013
41.291,1.011
41.321,1.010
41.351,1.015
41.381,1.008
41.411,1.014
41.441,1.015
41.471,1.010
41.501,1.014
41.531,1.004
41.561,1.009
41.591,1.019
41.621,1.014
41.651,1.007
41.681,1.012
41.711,1.010
41.741,1.008
41.771,1.007
41.801,1.014
41.831,1.011
41.861,1.006
41.891,1.009
41.921,1.010
41.951,1.013
41.981,1.011
42.011,1.012
42.041,1.008
42.071,1.015
42.101,1.011
42.131,1.010
42.161,1.016
42.191,1.008
42.221,1.016
42.251,1.017
42.281,1.001
42.311,1.008
42.341,1.018
42.371,1.010
42.401,1.010
42.431,1.010
42.461,1.009
42.491,1.009
42.521,1.015
42.551,1.011
42.581,1.014
42.611,1.018
42.641,1.000
42.671,1.008
42.701,1.015
42.731,1.009
42.761,1.006
42.791,1.009
42.821,1.010
42.851,1.007
42.881,1.011
42.911,1.007
42.941,1.007
42.971,1.010
43.001,1.010
43.031,1.009
43.061,1.003
43.091,1.004
43.121,1.007
43.151,1.008
43.181,1.011
43.211,1.003
43.241,1.005
43.271,1.008
43.301,1.008
43.331,1.005
43.361,1.012
43.391,1.011
43.421,0.996
43.451,1.011
43.481,1.007
43.511,1.000
43.541,1.003
43.571,1.005
43.601,1.006
43.631,1.007
43.661,1.008
43.691,1.006
43.721,1.003
43.751,1.007
43.781,1.001
43.811,1.000
43.841,1.009
43.871,1.007
43.901,1.007
43.931,0.998
43.961,0.996
43.991,1.000
44.021,1.003
44.051,1.007
44.081,1.005
44.111,1.001
44.141,0.993
44.171,1.009
44.201,1.010
44.231,1.000
44.261,1.001
44.291,1.002
44.321,1.003
44.351,1.004
44.381,1.009
44.411,1.009
44.441,1.008
44.471,1.003
44.501,1.004
44.531,1.006
44.561,1.004
44.591,1.003
44.621,1.001
44.651,0.995
44.681,1.009
44.711,1.010
44.741,1.004
44.771,0.995
44.801,1.005
44.831,1.007
44.861,1.005
44.891,1.006
44.921,1.006
44.951,1.008
44.981,0.994
45.011,1.010
45.041,1.003
45.071,1.003
45.101,1.002
45.131,1.002
45.161,1.002
45.191,1.001
45.221,1.004
45.251,1.009
45.281,1.004
45.311,1.003
45.341,1.005
45.371,1.005
45.401,1.004
45.431,1.003
45.461,1.002
45.491,1.005
45.521,1.007
45.551,1.002
45.581,1.000
45.611,1.004
45.641,1.003
45.671,1.002
45.701,1.005
45.731,0.999
45.761,1.008
45.791,1.001
45.821,1.003
45.851,1.003
45.881,1.000
45.911,1.003
45.941,1.006
45.971,1.005
46.001,0.998
46.031,1.000
46.061,1.007
46.091,1.004
46.121,1.004
46.151,1.003
46.181,1.004
46.211,1.004
46.241,1.002
46.271,1.006
46.301,1.004
46.331,1.004
46.361,1.004
46.391,1.004
46.421,1.005
46.451,1.005
46.481,1.007
46.511,1.002
46.541,1.003
46.571,1.008
46.601,1.004
46.631,1.003
46.661,1.003
46.691,1.003
46.721,1.005
46.751,1.004
46.781,1.002
46.811,1.009
46.841,1.000
46.871,1.001
46.901,1.007
46.931,1.009
46.961,1.002
46.991,1.007
47.021,1.006
47.051,1.004
47.081,1.001
47.111,1.007
47.141,1.007
47.171,1.006
47.201,1.006
47.231,1.004
47.261,1.009
47.291,1.003
47.321,1.007
47.351,1.004
47.381,1.007
47.411,1.008
47.441,1.005
47.471,1.006
47.501,1.007
47.531,1.005
47.561,1.003
47.591,1.007
47.621,1.005
47.651,1.001
47.681,1.008
47.711,1.003
47.741,1.007
47.771,1.004
47.801,1.003
47.831,1.009
47.861,1.009
47.891,1.003
47.921,1.002
47.951,1.007
47.981,1.009
48.011,1.006
48.041,1.007
48.071,1.012
48.101,0.992
48.131,1.007
48.161,1.009
48.191,1.003
48.221,1.005
48.251,1.007
48.281,1.005
48.311,1.006
48.341,1.005
48.371,1.009
48.401,1.008
48.431,1.009
48.461,1.005
48.491,1.002
48.521,1.003
48.551,1.006
48.581,1.003
48.611,1.002
48.641,1.006
48.671,1.006
48.701,1.005
48.731,1.005
48.761,1.003
48.791,1.007
48.821,1.011
48.851,1.007
48.881,1.000
48.911,1.004
48.941,1.006
48.971,1.013
49.001,1.006
49.031,1.011
49.061,1.011
49.091,1.000
49.121,1.012
49.151,1.006
49.181,1.004
49.211,1.009
49.241,1.004
49.271,1.004
49.301,1.008
49.331,1.007
49.361,1.005
49.391,1.008
49.421,1.008
49.451,1.003
49.481,1.006
49.511,1.006
49.541,1.008
49.571,1.005
49.601,1.007
49.631,1.000
49.661,1.005
49.691,1.012
49.721,1.012
49.751,1.006
49.781,0.999
49.811,1.002
49.841,1.007
49.871,1.007
49.901,1.011
49.931,1.011
49.961,1.008
49.991,0.997
50.021,1.007
50.051,1.006
50.081,1.006
50.111,1.002
50.141,1.006
50.171,1.007
50.201,1.008
50.231,1.010
50.261,1.004
50.291,1.004
50.321,1.009
50.351,1.004
50.381,1.001
50.411,1.004
50.441,1.009
50.471,1.006
50.501,1.002
50.531,1.005
50.561,1.014
50.591,1.010
50.621,1.010
50.651,1.003
50.681,1.002
50.711,1.008
50.741,1.007
50.771,1.006
50.801,1.006
50.831,1.001
50.861,0.999
50.891,1.016
50.921,1.008
50.951,1.004
50.981,1.004
51.011,1.010
51.041,1.001
51.071,1.006
51.101,1.009
51.131,1.003
51.161,1.006
51.191,1.008
51.221,1.009
51.251,1.007
51.281,1.009
51.311,1.006
51.341,1.005
51.371,1.003
51.401,1.002
51.431,1.016
51.461,1.011
51.491,1.004
51.521,1.006
51.551,1.009
51.581,1.005
51.611,1.013
51.641,1.011
51.671,1.013
51.701,0.994
51.731,1.011
51.761,1.011
51.791,1.006
51.821,1.002
51.851,1.010
51.881,1.010
51.911,1.002
51.941,1.009
51.971,1.012
52.001,1.011
52.031,1.001
52.061,1.005
52.091,1.009
52.121,1.006
52.151,1.006
52.181,1.010
52.211,1.006
52.241,1.009
52.271,1.008
52.301,1.007
52.331,1.002
52.361,1.000
52.391,1.014
52.421,1.005
52.451,1.003
52.481,1.014
52.511,1.004
52.541,1.001
52.571,1.012
52.601,1.008
52.631,1.009
52.661,0.995
52.691,1.008
52.721,1.010
52.751,1.006
52.781,1.005
52.811,1.007
52.841,1.008
52.871,1.010
52.901,1.009
52.931,1.007
52.961,1.005
52.991,1.006
53.021,1.010
53.051,1.010
53.081,1.006
53.111,1.003
53.141,1.007
53.171,1.009
53.201,1.005
53.231,1.008
53.261,1.002
53.291,1.001
53.321,1.010
53.351,1.006
53.381,1.006
53.411,1.010
53.441,1.004
53.471,1.003
53.501,1.010
53.531,1.006
53.561,1.006
53.591,1.009
53.621,1.004
53.651,1.002
53.681,1.006
53.711,1.009
53.741,1.011
53.771,1.004
53.801,1.005
53.831,1.007
53.861,1.002
53.891,1.005
53.921,1.007
53.951,1.007
53.981,1.006
54.011,1.006
54.041,1.005
54.071,1.010
54.101,1.007
54.131,1.005
54.161,1.009
54.191,1.007
54.221,1.006
54.251,1.008
54.281,1.005
54.311,1.000
54.341,1.009
54.371,1.008
54.401,1.008
54.431,1.011
54.461,1.002
54.491,1.003
54.521,1.008
54.551,1.009
54.581,1.002
54.611,1.007
54.641,1.007
54.671,1.000
54.701,1.001
54.731,1.012
54.761,1.006
54.791,1.001
54.821,1.006
54.851,1.009
54.881,1.005
54.911,1.006
54.941,1.009
54.971,1.007
55.001,1.002
55.031,1.007
55.061,1.004
55.091,1.005
55.121,1.004
55.151,1.007
55.181,1.005
55.211,1.003
55.241,1.006
55.271,1.009
55.301,1.007
55.331,1.005
55.361,1.007
55.391,1.000
55.421,1.010
55.451,1.009
55.481,1.004
55.511,1.005
55.541,1.002
55.571,1.007
55.601,1.006
55.631,1.010
55.661,1.012
55.691,0.998
55.721,1.010
55.751,1.009
55.781,1.001
55.811,1.006
55.841,1.009
55.871,1.005
55.901,1.003
55.931,1.005
55.961,1.010
55.991,1.007
56.021,1.005
56.051,1.006
56.081,1.004
56.111,1.009
56.141,1.008
56.171,1.007
56.201,1.010
56.231,1.007
56.261,0.994
