df_hash,22ZHK4.ZXX6DZ
254.741,1.062
254.771,1.059
254.801,1.059
254.831,1.062
254.861,1.054
254.891,1.062
254.921,1.057
254.951,1.056
254.981,1.069
255.011,1.074
255.041,1.080
255.071,1.071
255.101,1.090
255.131,1.034
255.161,1.051
255.191,1.065
255.221,1.064
255.251,1.087
255.281,1.046
255.311,1.078
255.341,1.079
255.371,1.069
255.401,1.071
255.431,1.065
255.461,1.071
255.491,1.086
255.521,1.050
255.551,1.015
255.581,1.049
255.611,1.040
255.641,0.998
255.671,1.021
255.701,1.046
255.731,1.037
255.761,1.055
255.791,1.084
255.821,1.065
255.851,1.038
255.881,1.036
255.911,1.059
255.941,1.054
255.971,1.061
256.001,1.066
256.031,1.064
256.061,1.061
256.091,1.080
256.121,1.094
256.151,1.085
256.181,1.092
256.211,1.070
256.241,1.082
256.271,1.066
256.301,1.063
256.331,1.060
256.361,1.071
256.391,1.063
256.421,1.070
256.451,1.067
256.481,1.065
256.511,1.068
256.541,1.081
256.571,1.068
256.601,1.066
256.631,1.071
256.661,1.066
256.691,1.066
256.721,1.065
256.751,1.059
256.781,1.072
256.811,1.075
256.841,1.074
256.871,1.077
256.901,1.068
256.931,1.063
256.961,1.063
256.991,1.071
257.021,1.069
257.051,1.076
257.081,1.062
257.111,1.069
257.141,1.068
257.171,1.067
257.201,1.071
257.231,1.068
257.261,1.057
257.291,1.072
257.321,1.062
257.351,1.068
257.381,1.070
257.411,1.068
257.441,1.079
257.471,1.069
257.501,1.065
257.531,1.067
257.561,1.064
257.591,1.068
257.621,1.070
257.651,1.068
257.681,1.066
257.711,1.067
257.741,1.075
257.771,1.071
257.801,1.070
257.831,1.079
257.861,1.066
257.891,1.066
257.921,1.069
257.951,1.060
257.981,1.066
258.011,1.077
258.041,1.071
258.071,1.070
258.101,1.066
258.131,1.069
258.161,1.068
258.191,1.072
258.221,1.070
258.251,1.069
258.281,1.074
258.311,1.066
258.341,1.069
258.371,1.076
258.401,1.074
258.431,1.073
258.461,1.079
258.491,1.081
258.521,1.079
258.551,1.080
258.581,1.081
258.611,1.070
258.641,1.074
258.671,1.073
258.701,1.068
258.731,1.081
258.761,1.076
258.791,1.082
258.821,1.078
258.851,1.076
258.881,1.075
258.911,1.080
258.941,1.074
258.971,1.085
259.001,1.070
259.031,1.065
259.061,1.069
259.091,1.052
259.121,1.051
259.151,1.054
259.181,1.050
259.211,1.040
259.241,1.044
259.271,1.042
259.301,1.046
259.331,1.043
259.361,1.049
259.391,1.044
259.421,1.051
259.451,1.066
259.481,1.062
259.511,1.069
259.541,1.073
259.571,1.076
259.601,1.066
259.631,1.061
259.661,1.085
259.691,1.085
259.721,1.065
259.751,1.064
259.781,1.058
259.811,1.046
259.841,1.060
259.871,1.074
259.901,1.083
259.931,1.084
259.961,1.080
259.991,1.078
260.021,1.073
260.051,1.075
260.081,1.065
260.111,1.052
260.141,1.066
260.171,1.063
260.201,1.065
260.231,1.073
260.261,1.076
260.291,1.078
260.321,1.074
260.351,1.083
260.381,1.080
260.411,1.075
260.441,1.075
260.471,1.077
260.501,1.071
260.531,1.077
260.561,1.073
260.591,1.062
260.621,1.060
260.651,1.070
260.681,1.066
260.711,1.066
260.741,1.063
260.771,1.059
260.801,1.063
260.831,1.062
260.861,1.079
260.891,1.070
260.921,1.075
260.951,1.075
260.981,1.079
261.011,1.075
261.041,1.076
261.071,1.081
261.101,1.071
261.131,1.065
261.161,1.073
261.191,1.080
261.221,1.073
261.251,1.081
261.281,1.080
261.311,1.070
261.341,1.071
261.371,1.069
261.401,1.070
261.431,1.073
261.461,1.078
261.491,1.069
261.521,1.074
261.551,1.078
261.581,1.080
261.611,1.076
261.641,1.078
261.671,1.080
261.701,1.074
261.731,1.082
261.761,1.079
261.791,1.074
261.821,1.077
261.851,1.080
261.881,1.080
261.911,1.085
261.941,1.090
261.971,1.107
262.001,1.094
262.031,1.086
262.061,1.077
262.091,1.063
262.121,1.038
262.151,1.050
262.181,1.062
262.211,1.063
262.241,1.057
262.271,1.057
262.301,1.072
262.331,1.063
262.361,1.070
262.391,1.073
262.421,1.083
262.451,1.067
262.481,1.072
262.511,1.074
262.541,1.070
262.571,1.058
262.601,1.062
262.631,1.056
262.661,1.057
262.691,1.049
262.721,1.076
262.751,1.073
262.781,1.077
262.811,1.080
262.841,1.077
262.871,1.068
262.901,1.075
262.931,1.078
262.961,1.075
262.991,1.089
263.021,1.074
263.051,1.065
263.081,1.077
263.111,1.072
263.141,1.079
263.171,1.070
263.201,1.081
263.231,1.073
263.261,1.067
263.291,1.076
263.321,1.075
263.351,1.068
263.381,1.079
263.411,1.070
263.441,1.064
263.471,1.061
263.501,1.070
263.531,1.077
263.561,1.084
263.591,1.082
263.621,1.075
263.651,1.071
263.681,1.064
263.711,1.067
263.741,1.071
263.771,1.065
263.801,1.069
263.831,1.065
263.861,1.075
263.891,1.075
263.921,1.074
263.951,1.079
263.981,1.066
264.011,1.074
264.041,1.076
264.071,1.073
264.101,1.073
264.131,1.072
264.161,1.072
264.191,1.076
264.221,1.080
264.251,1.068
264.281,1.077
264.311,1.069
264.341,1.065
264.371,1.061
264.401,1.064
264.431,1.076
264.461,1.069
264.491,1.075
264.521,1.069
264.551,1.072
264.581,1.065
264.611,1.076
264.641,1.078
264.671,1.072
264.701,1.069
264.731,1.072
264.761,1.068
264.791,1.062
264.821,1.069
264.851,1.081
264.881,1.076
264.911,1.069
264.941,1.080
264.971,1.072
265.001,1.057
265.031,1.072
265.061,1.065
265.091,1.054
265.121,1.071
265.151,1.080
265.181,1.075
265.211,1.074
265.241,1.077
265.271,1.068
265.301,1.063
265.331,1.076
265.361,1.058
265.391,1.073
265.421,1.067
265.451,1.067
265.481,1.060
265.511,1.069
265.541,1.049
265.571,1.077
265.601,1.064
265.631,1.079
265.661,1.084
265.691,1.077
265.721,1.089
265.751,1.077
265.781,1.059
265.811,1.063
265.841,1.069
265.871,1.077
265.901,1.071
265.931,1.070
265.961,1.071
265.991,1.077
266.021,1.076
266.051,1.081
266.081,1.086
266.111,1.090
266.141,1.090
266.171,1.090
266.201,1.092
266.231,1.101
266.261,1.091
266.291,1.090
266.321,1.114
266.351,1.093
266.381,1.074
266.411,1.069
266.441,1.093
266.471,1.051
266.501,1.032
266.531,1.021
266.561,1.038
266.591,1.027
266.621,1.020
266.651,1.021
266.681,1.022
266.711,1.014
266.741,1.036
266.771,1.027
266.801,1.075
266.831,1.023
266.861,1.041
266.891,1.061
266.921,1.046
266.951,1.038
266.981,1.067
267.011,1.059
267.041,1.064
267.071,1.053
267.101,1.064
267.131,1.068
267.161,1.070
267.191,1.065
267.221,1.060
267.251,1.026
267.281,1.035
267.311,1.044
267.341,1.037
267.371,1.048
267.401,1.058
267.431,1.051
267.461,1.053
267.491,1.057
267.521,1.058
267.551,1.063
267.581,1.044
267.611,1.068
267.641,1.054
267.671,1.066
267.701,1.053
267.731,1.056
267.761,1.057
267.791,1.061
267.821,1.071
267.851,1.056
267.881,1.065
267.911,1.068
267.941,1.058
267.971,1.064
268.001,1.062
268.031,1.057
268.061,1.061
268.091,1.064
268.121,1.063
268.151,1.063
268.181,1.054
268.211,1.050
268.241,1.064
268.271,1.049
268.301,1.047
268.331,1.060
268.361,1.066
268.391,1.061
268.421,1.054
268.451,1.054
268.481,1.057
268.511,1.062
268.541,1.066
268.571,1.065
268.601,1.057
268.631,1.053
268.661,1.058
268.691,1.054
268.721,1.050
268.751,1.038
268.781,1.055
268.811,1.062
268.841,1.049
268.871,1.057
268.901,1.049
268.931,1.052
268.961,1.064
268.991,1.058
269.021,1.054
269.051,1.051
269.081,1.059
269.111,1.055
269.141,1.044
269.171,1.054
269.201,1.060
269.231,1.055
269.261,1.058
269.291,1.065
269.321,1.069
269.351,1.061
269.381,1.070
269.411,1.062
269.441,1.066
269.471,1.056
269.501,1.067
269.531,1.086
269.561,1.076
269.591,1.090
269.621,1.074
269.651,1.047
269.681,1.065
269.711,1.071
269.741,1.050
269.771,1.061
269.801,1.065
269.831,1.068
269.861,1.088
269.891,1.084
269.921,1.081
269.951,1.072
269.981,1.048
270.011,1.056
270.041,1.072
270.071,1.064
270.101,1.054
270.131,1.035
270.161,1.017
270.191,1.017
270.221,1.015
270.251,1.016
270.281,1.024
270.311,1.040
270.341,1.024
270.371,1.033
270.401,1.051
270.431,1.049
270.461,1.043
270.491,1.045
270.521,1.061
270.551,1.056
270.581,1.057
270.611,1.046
270.641,1.043
270.671,1.045
270.701,1.043
270.731,1.038
270.761,1.046
270.791,1.047
270.821,1.047
270.851,1.059
270.881,1.045
270.911,1.050
270.941,1.041
270.971,1.027
271.001,1.042
271.031,1.039
271.061,1.054
271.091,1.036
271.121,1.021
271.151,1.062
271.181,1.076
271.211,1.095
271.241,1.069
271.271,1.030
271.301,1.082
271.331,1.091
271.361,1.057
271.391,1.061
271.421,1.062
271.451,1.042
271.481,1.071
271.511,1.044
271.541,1.019
271.571,1.023
271.601,1.022
271.631,1.017
271.661,1.038
271.691,1.047
271.721,1.068
271.751,1.062
271.781,1.102
271.811,1.089
271.841,1.088
271.871,1.090
271.901,1.053
271.931,1.064
271.961,1.080
271.991,1.062
272.021,1.068
272.051,1.063
272.081,1.062
272.111,1.063
272.141,1.062
272.171,1.077
272.201,1.081
272.231,1.083
272.261,1.065
272.291,1.064
272.321,1.073
272.351,1.089
272.381,1.075
272.411,1.060
272.441,1.062
272.471,1.041
272.501,1.042
272.531,1.011
272.561,1.030
272.591,1.002
272.621,0.965
272.651,0.964
272.681,0.994
272.711,1.014
272.741,1.033
272.771,1.070
272.801,1.076
272.831,1.040
272.861,1.068
272.891,1.055
272.921,1.051
272.951,1.046
272.981,1.094
273.011,1.065
273.041,1.045
273.071,1.013
273.101,0.971
273.131,0.994
273.161,1.023
273.191,1.080
273.221,1.113
273.251,1.178
273.281,1.096
273.311,0.948
273.341,0.979
273.371,1.052
273.401,0.972
273.431,1.008
273.461,1.025
273.491,1.039
273.521,1.039
273.551,1.011
273.581,1.047
273.611,1.052
273.641,1.004
273.671,1.054
273.701,1.025
273.731,0.943
273.761,1.049
273.791,1.033
273.821,1.037
273.851,1.066
273.881,1.075
273.911,1.081
273.941,1.088
273.971,1.035
274.001,1.009
274.031,1.047
274.061,1.009
274.091,1.057
274.121,1.041
274.151,1.019
274.181,1.062
274.211,1.057
274.241,1.018
274.271,1.037
274.301,1.050
274.331,1.038
274.361,1.038
274.391,1.013
274.421,1.001
274.451,1.007
274.481,1.016
274.511,1.018
274.541,1.015
274.571,1.028
274.601,1.042
274.631,1.013
274.661,0.998
274.691,1.025
274.721,1.006
274.751,1.005
274.781,1.040
274.811,1.055
274.841,1.064
274.871,1.085
274.901,1.063
274.931,1.099
274.961,1.044
274.991,1.002
275.021,1.017
275.051,1.045
275.081,1.049
275.111,1.077
275.141,1.082
275.171,1.070
275.201,1.077
275.231,1.062
275.261,1.059
275.291,1.080
275.321,1.076
275.351,1.091
275.381,1.102
275.411,1.103
275.441,1.083
275.471,1.077
275.501,1.071
275.531,1.063
275.561,1.038
275.591,1.040
275.621,1.049
275.651,1.053
275.681,1.072
275.711,1.077
275.741,1.067
275.771,1.065
275.801,1.063
275.831,1.046
275.861,1.050
275.891,1.051
275.921,1.067
275.951,1.073
275.981,1.085
276.011,1.072
276.041,1.089
276.071,1.072
276.101,1.074
276.131,1.055
276.161,1.042
276.191,1.030
276.221,1.000
276.251,1.010
276.281,1.023
276.311,0.979
276.341,0.996
276.371,1.039
276.401,1.044
276.431,1.000
276.461,0.972
276.491,1.040
276.521,1.046
276.551,1.029
276.581,1.056
276.611,1.038
276.641,1.051
276.671,1.019
276.701,1.022
276.731,1.037
276.761,1.016
276.791,1.033
276.821,1.040
276.851,1.054
276.881,1.052
276.911,1.062
276.941,1.055
276.971,1.062
277.001,1.056
277.031,1.048
277.061,1.058
277.091,1.038
277.121,1.041
277.151,1.051
277.181,1.044
277.211,1.051
277.241,1.054
277.271,1.050
277.301,1.038
277.331,1.041
277.361,1.052
277.391,1.045
277.421,1.042
277.451,1.049
277.481,1.047
277.511,1.062
277.541,1.051
277.571,1.054
277.601,1.062
277.631,1.064
277.661,1.057
277.691,1.066
277.721,1.069
277.751,1.062
277.781,1.062
277.811,1.068
277.841,1.068
277.871,1.065
277.901,1.077
277.931,1.071
277.961,1.083
277.991,1.075
278.021,1.082
278.051,1.071
278.081,1.082
278.111,1.089
278.141,1.066
278.171,1.095
278.201,1.067
278.231,1.047
278.261,1.074
278.291,1.017
278.321,1.032
278.351,1.075
278.381,1.021
278.411,1.046
278.441,1.042
278.471,1.025
278.501,1.037
278.531,1.019
278.561,1.043
278.591,1.017
278.621,1.034
278.651,1.057
278.681,1.041
278.711,1.060
278.741,1.076
278.771,1.073
278.801,1.089
278.831,1.094
278.861,1.099
278.891,1.077
278.921,1.084
278.951,1.080
278.981,1.090
279.011,1.071
279.041,1.099
279.071,1.096
279.101,1.099
279.131,1.093
279.161,1.092
279.191,1.094
279.221,1.080
279.251,1.075
279.281,1.077
279.311,1.073
279.341,1.071
279.371,1.080
279.401,1.069
279.431,1.074
279.461,1.082
279.491,1.079
279.521,1.073
279.551,1.076
279.581,1.064
279.611,1.071
279.641,1.073
279.671,1.068
279.701,1.100
279.731,1.086
279.761,1.082
279.791,1.076
279.821,1.064
279.851,1.071
279.881,1.072
279.911,1.074
279.941,1.084
279.971,1.076
280.001,1.069
280.031,1.078
280.061,1.070
280.091,1.084
280.121,1.072
280.151,1.071
280.181,1.073
280.211,1.074
280.241,1.073
280.271,1.072
280.301,1.078
280.331,1.065
280.361,1.074
280.391,1.076
280.421,1.070
280.451,1.073
280.481,1.081
280.511,1.073
280.541,1.077
280.571,1.083
280.601,1.083
280.631,1.074
280.661,1.079
280.691,1.065
280.721,1.074
280.751,1.067
280.781,1.067
280.811,1.079
280.841,1.068
280.871,1.079
280.901,1.073
280.931,1.074
280.961,1.073
280.991,1.078
281.021,1.077
281.051,1.071
281.081,1.080
281.111,1.071
281.141,1.082
281.171,1.080
281.201,1.071
281.231,1.076
281.261,1.073
281.291,1.079
281.321,1.077
281.351,1.078
281.381,1.075
281.411,1.072
281.441,1.076
281.471,1.080
281.501,1.067
281.531,1.073
281.561,1.071
281.591,1.077
281.621,1.063
281.651,1.078
281.681,1.073
281.711,1.072
281.741,1.075
281.771,1.081
281.801,1.074
281.831,1.071
281.861,1.075
281.891,1.081
281.921,1.070
281.951,1.081
281.981,1.082
282.011,1.073
282.041,1.084
282.071,1.071
282.101,1.077
282.131,1.076
282.161,1.077
282.191,1.076
282.221,1.072
282.251,1.076
282.281,1.069
282.311,1.073
282.341,1.072
282.371,1.070
282.401,1.073
282.431,1.070
282.461,1.075
282.491,1.072
282.521,1.073
282.551,1.072
282.581,1.078
282.611,1.078
282.641,1.078
282.671,1.075
282.701,1.073
282.731,1.082
282.761,1.074
282.791,1.072
282.821,1.079
282.851,1.078
282.881,1.074
282.911,1.069
282.941,1.078
282.971,1.073
283.001,1.076
283.031,1.078
283.061,1.071
283.091,1.074
283.121,1.070
283.151,1.071
283.181,1.069
283.211,1.075
283.241,1.071
283.271,1.068
283.301,1.075
283.331,1.072
283.361,1.075
283.391,1.083
283.421,1.077
283.451,1.089
283.481,1.082
283.511,1.088
283.541,1.077
283.571,1.086
283.601,1.083
283.631,1.072
283.661,1.077
283.691,1.075
283.721,1.070
283.751,1.069
283.781,1.068
283.811,1.060
283.841,1.061
283.871,1.062
283.901,1.058
283.931,1.058
283.961,1.064
283.991,1.066
284.021,1.069
284.051,1.070
284.081,1.063
284.111,1.064
284.141,1.067
284.171,1.064
284.201,1.074
284.231,1.063
284.261,1.076
284.291,1.074
284.321,1.070
284.351,1.072
284.381,1.076
284.411,1.074
284.441,1.070
284.471,1.076
284.501,1.068
284.531,1.084
284.561,1.079
284.591,1.078
284.621,1.071
284.651,1.078
284.681,1.071
284.711,1.067
284.741,1.063
284.771,1.076
284.801,1.068
284.831,1.072
284.861,1.072
284.891,1.072
284.921,1.063
284.951,1.079
284.981,1.068
285.011,1.080
285.041,1.081
285.071,1.075
285.101,1.076
285.131,1.064
285.161,1.081
285.191,1.087
285.221,1.081
285.251,1.103
285.281,1.121
285.311,1.105
285.341,1.111
285.371,1.081
285.401,1.059
285.431,1.069
285.461,1.064
285.491,1.055
285.521,1.055
285.551,1.059
285.581,1.054
285.611,1.058
285.641,1.059
285.671,1.044
285.701,1.051
285.731,1.034
285.761,1.035
285.791,1.036
285.821,1.040
285.851,1.066
285.881,1.054
285.911,1.079
285.941,1.074
285.971,1.075
286.001,1.069
286.031,1.083
286.061,1.064
286.091,1.063
286.121,1.076
286.151,1.064
286.181,1.070
286.211,1.074
286.241,1.075
286.271,1.061
286.301,1.073
286.331,1.070
286.361,1.071
286.391,1.069
286.421,1.070
286.451,1.070
286.481,1.068
286.511,1.067
286.541,1.074
286.571,1.069
286.601,1.067
286.631,1.065
286.661,1.073
286.691,1.063
286.721,1.071
286.751,1.072
286.781,1.070
286.811,1.077
286.841,1.076
286.871,1.076
286.901,1.072
286.931,1.069
286.961,1.066
286.991,1.065
287.021,1.065
287.051,1.069
287.081,1.074
287.111,1.063
287.141,1.069
287.171,1.068
287.201,1.074
287.231,1.066
287.261,1.062
287.291,1.066
287.321,1.073
287.351,1.073
287.381,1.068
287.411,1.078
287.441,1.071
287.471,1.070
287.501,1.072
287.531,1.074
287.561,1.069
287.591,1.072
287.621,1.072
287.651,1.068
287.681,1.070
287.711,1.073
287.741,1.068
287.771,1.064
287.801,1.068
287.831,1.063
287.861,1.069
287.891,1.069
287.921,1.062
287.951,1.071
287.981,1.070
288.011,1.063
288.041,1.073
288.071,1.071
288.101,1.074
288.131,1.080
288.161,1.067
288.191,1.071
288.221,1.071
288.251,1.063
288.281,1.068
288.311,1.067
288.341,1.059
288.371,1.076
288.401,1.067
288.431,1.071
288.461,1.074
288.491,1.076
288.521,1.070
288.551,1.071
288.581,1.074
288.611,1.072
288.641,1.071
288.671,1.071
288.701,1.072
288.731,1.067
288.761,1.063
288.791,1.069
288.821,1.070
288.851,1.063
288.881,1.068
288.911,1.067
288.941,1.071
288.971,1.074
289.001,1.069
289.031,1.069
289.061,1.068
289.091,1.068
289.121,1.062
289.151,1.073
289.181,1.077
289.211,1.074
289.241,1.079
289.271,1.081
289.301,1.079
289.331,1.082
289.361,1.076
289.391,1.076
289.421,1.069
289.451,1.070
289.481,1.066
289.511,1.072
289.541,1.060
289.571,1.062
289.601,1.063
289.631,1.067
289.661,1.071
289.691,1.067
289.721,1.070
289.751,1.066
289.781,1.067
289.811,1.066
289.841,1.066
289.871,1.068
289.901,1.068
289.931,1.069
289.961,1.066
289.991,1.076
290.021,1.072
290.051,1.072
290.081,1.070
290.111,1.069
290.141,1.073
290.171,1.072
290.201,1.070
290.231,1.074
290.261,1.066
290.291,1.072
290.321,1.070
290.351,1.071
290.381,1.076
290.411,1.067
290.441,1.069
290.471,1.062
290.501,1.068
290.531,1.069
290.561,1.066
290.591,1.069
290.621,1.064
290.651,1.075
290.681,1.072
290.711,1.072
290.741,1.070
290.771,1.068
290.801,1.066
290.831,1.063
290.861,1.071
290.891,1.067
290.921,1.065
290.951,1.068
290.981,1.072
291.011,1.069
291.041,1.071
291.071,1.062
291.101,1.074
291.131,1.077
291.161,1.064
291.191,1.069
291.221,1.070
291.251,1.067
291.281,1.066
291.311,1.070
291.341,1.063
291.371,1.060
291.401,1.068
291.431,1.064
291.461,1.069
291.491,1.069
291.521,1.070
291.551,1.078
291.581,1.072
291.611,1.072
291.641,1.069
291.671,1.072
291.701,1.066
291.731,1.070
291.761,1.071
291.791,1.068
291.821,1.071
291.851,1.069
291.881,1.068
291.911,1.073
291.941,1.071
291.971,1.064
292.001,1.074
292.031,1.067
292.061,1.072
292.091,1.073
292.121,1.074
292.151,1.067
292.181,1.073
292.211,1.071
292.241,1.068
292.271,1.070
292.301,1.073
292.331,1.070
292.361,1.068
292.391,1.073
292.421,1.065
292.451,1.071
292.481,1.074
292.511,1.067
292.541,1.078
292.571,1.072
292.601,1.069
292.631,1.077
292.661,1.066
292.691,1.074
292.721,1.070
292.751,1.072
292.781,1.082
292.811,1.086
292.841,1.105
292.871,1.116
292.901,1.124
292.931,1.125
292.961,1.115
292.991,1.127
293.021,1.107
293.051,1.103
293.081,1.095
293.111,1.077
293.141,1.066
293.171,1.075
293.201,1.046
293.231,1.064
293.261,1.053
293.291,1.062
293.321,1.051
293.351,1.065
293.381,1.062
293.411,1.040
293.441,1.062
293.471,1.043
293.501,1.021
293.531,1.030
293.561,1.049
293.591,1.021
293.621,1.039
293.651,1.031
293.681,1.021
293.711,1.024
293.741,1.026
293.771,1.022
293.801,1.011
293.831,1.004
293.861,1.024
293.891,1.042
293.921,0.993
293.951,1.039
293.981,1.037
294.011,1.016
294.041,1.031
294.071,1.033
294.101,1.038
294.131,1.043
294.161,1.068
294.191,1.068
294.221,1.044
294.251,1.046
294.281,1.059
294.311,1.065
294.341,1.077
294.371,1.077
294.401,1.062
294.431,1.060
294.461,1.063
294.491,1.038
294.521,1.063
294.551,1.069
294.581,1.069
294.611,1.066
294.641,1.060
294.671,1.051
294.701,1.051
294.731,1.044
294.761,1.041
294.791,1.053
294.821,1.048
294.851,1.048
294.881,1.036
294.911,1.057
294.941,1.064
294.971,1.050
295.001,1.065
295.031,1.054
295.061,1.062
295.091,1.091
295.121,1.080
295.151,1.084
295.181,1.060
295.211,1.040
295.241,1.065
295.271,1.045
295.301,1.049
295.331,1.066
295.361,1.062
295.391,1.065
295.421,1.080
295.451,1.067
295.481,1.046
295.511,1.080
295.541,1.090
295.571,1.068
295.601,1.091
295.631,1.095
295.661,1.062
295.691,1.079
295.721,1.071
295.751,1.032
295.781,1.022
295.811,1.055
295.841,1.062
295.871,1.061
295.901,1.073
295.931,1.055
295.961,1.076
295.991,1.079
296.021,1.070
296.051,1.104
296.081,1.118
296.111,1.072
296.141,1.027
296.171,1.011
296.201,0.980
296.231,0.971
296.261,1.017
296.291,1.027
296.321,1.016
296.351,1.049
296.381,1.003
296.411,1.033
296.441,1.079
296.471,1.027
296.501,1.034
296.531,0.971
296.561,0.942
296.591,1.044
296.621,1.057
296.651,1.029
296.681,1.103
296.711,1.061
296.741,1.046
296.771,1.078
296.801,1.077
296.831,1.064
296.861,1.062
296.891,1.055
296.921,1.059
296.951,1.050
296.981,1.054
297.011,1.050
297.041,1.061
297.071,1.050
297.101,1.053
297.131,1.047
297.161,1.039
297.191,1.045
297.221,1.052
297.251,1.042
297.281,1.039
297.311,1.041
297.341,1.032
297.371,1.058
297.401,1.050
297.431,1.036
297.461,1.032
297.491,1.046
297.521,1.042
297.551,1.045
297.581,1.077
297.611,1.047
297.641,1.060
297.671,1.077
297.701,1.058
297.731,1.049
297.761,1.060
297.791,1.048
297.821,1.065
297.851,1.067
297.881,1.068
297.911,1.065
297.941,1.069
297.971,1.065
298.001,1.058
298.031,1.063
298.061,1.071
298.091,1.054
298.121,1.070
298.151,1.062
298.181,1.061
298.211,1.071
298.241,1.062
298.271,1.068
298.301,1.062
298.331,1.069
298.361,1.057
298.391,1.056
298.421,1.067
298.451,1.060
298.481,1.055
298.511,1.062
298.541,1.067
298.571,1.064
298.601,1.062
298.631,1.061
298.661,1.069
298.691,1.061
298.721,1.062
298.751,1.061
298.781,1.062
298.811,1.053
298.841,1.060
298.871,1.068
298.901,1.056
298.931,1.057
298.961,1.063
298.991,1.062
299.021,1.062
299.051,1.058
299.081,1.063
299.111,1.056
299.141,1.069
299.171,1.062
299.201,1.060
299.231,1.064
299.261,1.059
299.291,1.059
299.321,1.055
299.351,1.054
299.381,1.067
299.411,1.068
299.441,1.065
299.471,1.056
299.501,1.075
299.531,1.062
299.561,1.061
299.591,1.068
299.621,1.057
299.651,1.064
299.681,1.068
299.711,1.062
299.741,1.058
299.771,1.057
299.801,1.062
299.831,1.057
299.861,1.061
299.891,1.064
299.921,1.061
299.951,1.062
299.981,1.062
300.011,1.061
300.041,1.064
300.071,1.064
300.101,1.062
300.131,1.061
300.161,1.064
300.191,1.062
300.221,1.060
300.251,1.069
300.281,1.058
300.311,1.063
300.341,1.067
300.371,1.063
300.401,1.057
300.431,1.063
300.461,1.064
300.491,1.056
300.521,1.066
300.551,1.063
300.581,1.064
300.611,1.061
300.641,1.061
300.671,1.069
300.701,1.067
300.731,1.074
300.761,1.066
300.791,1.059
300.821,1.065
300.851,1.064
300.881,1.074
300.911,1.075
300.941,1.076
300.971,1.085
301.001,1.065
301.031,1.066
301.061,1.056
301.091,1.056
301.121,1.054
301.151,1.064
301.181,1.057
301.211,1.068
301.241,1.077
301.271,1.057
301.301,1.055
301.331,1.057
301.361,1.049
301.391,1.051
301.421,1.054
301.451,1.060
301.481,1.057
301.511,1.046
301.541,1.044
301.571,1.034
301.601,1.035
301.631,1.028
301.661,1.038
301.691,1.047
301.721,1.046
301.751,1.045
301.781,1.062
301.811,1.064
301.841,1.065
301.871,1.062
301.901,1.062
301.931,1.060
301.961,1.057
301.991,1.073
302.021,1.057
302.051,1.064
302.081,1.064
302.111,1.058
302.141,1.061
302.171,1.068
302.201,1.063
302.231,1.050
302.261,1.057
302.291,1.055
302.321,1.033
302.351,1.041
302.381,1.048
302.411,1.048
302.441,1.046
302.471,1.062
302.501,1.057
302.531,1.052
302.561,1.073
302.591,1.068
302.621,1.046
302.651,1.062
302.681,1.065
302.711,1.049
302.741,1.070
302.771,1.075
302.801,1.074
302.831,1.056
302.861,1.065
302.891,1.060
302.921,1.051
302.951,1.049
302.981,1.061
303.011,1.047
303.041,1.041
303.071,1.050
303.101,1.057
303.131,1.046
303.161,1.051
303.191,1.058
303.221,1.050
303.251,1.053
303.281,1.056
303.311,1.065
303.341,1.052
303.371,1.054
303.401,1.078
303.431,1.048
303.461,1.059
303.491,1.061
303.521,1.053
303.551,1.054
303.581,1.056
303.611,1.071
303.641,1.060
303.671,1.058
303.701,1.049
303.731,1.051
303.761,1.060
303.791,1.057
303.821,1.049
303.851,1.055
303.881,1.043
303.911,1.052
303.941,1.072
303.971,1.052
304.001,1.050
304.031,1.058
304.061,1.050
304.091,1.052
304.121,1.061
304.151,1.060
304.181,1.055
304.211,1.062
304.241,1.059
304.271,1.055
304.301,1.059
304.331,1.052
304.361,1.057
304.391,1.058
304.421,1.046
304.451,1.067
304.481,1.063
304.511,1.056
304.541,1.060
304.571,1.056
304.601,1.051
304.631,1.073
304.661,1.062
304.691,1.059
304.721,1.063
304.751,1.070
304.781,1.064
304.811,1.061
304.841,1.062
304.871,1.065
304.901,1.063
304.931,1.071
304.961,1.073
304.991,1.062
305.021,1.071
305.051,1.087
305.081,1.073
305.111,1.062
305.141,1.076
305.171,1.050
305.201,1.064
305.231,1.052
305.261,1.053
305.291,1.075
305.321,1.069
305.351,1.062
305.381,1.069
305.411,1.064
305.441,1.048
305.471,1.067
305.501,1.071
305.531,1.048
305.561,1.047
305.591,1.051
305.621,1.027
305.651,1.027
305.681,1.045
305.711,1.026
305.741,1.063
305.771,1.022
305.801,1.009
305.831,1.031
305.861,1.035
305.891,1.043
305.921,1.029
305.951,1.037
305.981,1.046
306.011,1.045
306.041,1.062
306.071,1.063
306.101,1.057
306.131,1.060
306.161,1.071
306.191,1.064
306.221,1.077
306.251,1.087
306.281,1.076
306.311,1.065
306.341,1.075
306.371,1.079
306.401,1.080
306.431,1.079
306.461,1.065
306.491,1.065
306.521,1.068
306.551,1.061
306.581,1.061
306.611,1.067
306.641,1.064
306.671,1.059
306.701,1.069
306.731,1.065
306.761,1.065
306.791,1.067
306.821,1.060
306.851,1.064
306.881,1.064
306.911,1.067
306.941,1.062
306.971,1.063
307.001,1.069
307.031,1.068
307.061,1.072
307.091,1.066
307.121,1.067
