df_hash,22ZHK4.724P3P
212.166,730
212.266,715
212.895,10
213.529,675
214.119,660
214.943,685
215.625,705
216.308,740
217.042,745
217.721,695
218.403,685
219.086,705
219.817,725
220.500,740
221.183,690
221.924,670
221.962,690
222.596,10
223.473,735
224.107,780
224.110,735
224.790,10
225.692,715
226.496,770
227.184,780
228.056,825
228.062,745
228.694,10
229.422,735
230.250,760
230.934,770
231.621,715
232.444,730
233.176,755
234.063,775
234.686,775
234.689,740
235.418,10
236.198,710
236.929,755
237.758,790
238.489,765
239.123,710
239.854,705
240.571,710
241.222,715
241.511,675
241.514,345
241.950,10
242.830,355
243.461,755
244.875,755
245.119,1425
245.268,205
245.271,70
245.274,10
245.558,35
246.240,440
246.243,690
246.923,10
247.072,700
247.215,230
247.218,10
247.897,585
247.901,165
247.949,10
249.165,395
249.313,775
249.458,250
249.461,10
249.509,20
249.512,90
249.604,15
249.607,15
249.750,245
251.115,650
251.705,675
251.992,620
252.383,300
252.968,325
253.544,605
254.186,620
254.771,615
255.020,585
255.308,240
255.993,360
256.136,590
256.142,270
256.429,215
256.433,25
256.527,20
256.530,10
256.533,35
256.722,145
257.647,465
257.943,580
259.207,270
259.745,1315
260.870,510
261.182,1165
261.186,210
261.699,10
262.184,295
262.523,570
263.107,545
263.601,535
264.181,490
264.621,580
265.204,530
265.741,560
265.886,540
266.081,255
266.910,300
267.545,590
268.081,605
268.665,610
269.349,615
269.933,610
270.615,605
271.152,615
271.737,595
272.419,640
273.102,685
273.690,640
274.382,610
275.052,645
275.198,720
275.202,190
275.365,20
275.588,20
275.591,10
275.932,10
276.321,395
277.005,670
277.294,920
278.415,385
279.098,700
279.244,705
279.652,180
280.245,440
281.041,600
281.585,630
282.464,680
282.862,695
283.534,655
284.265,685
284.997,700
285.484,640
286.216,635
286.922,645
287.580,695
288.309,695
289.092,735
289.677,720
290.606,720
291.091,700
291.919,685
292.601,735
292.748,680
293.138,210
293.870,440
295.001,645
295.005,685
295.283,10
295.917,715
296.502,665
297.184,680
297.916,675
298.598,725
299.280,700
299.439,660
299.573,155
299.581,95
299.673,10
299.963,80
300.548,260
300.792,690
301.231,220
301.913,425
301.916,715
302.647,10
303.474,695
303.575,810
303.622,210
304.838,480
305.521,690
306.106,675
306.934,695
307.617,720
308.348,710
309.030,705
309.211,715
309.214,215
309.567,10
310.250,425
310.845,680
311.542,570
311.663,705
311.809,265
311.812,15
311.956,10
311.965,15
312.004,10
312.008,10
312.011,15
312.053,15
312.199,225
313.467,700
313.759,660
313.763,280
313.811,15
313.814,10
313.906,10
313.909,20
313.955,25
314.149,310
314.881,10
315.709,740
315.713,745
315.957,245
316.929,390
317.660,715
318.342,655
319.173,695
319.317,700
319.756,225
320.000,460
320.146,310
320.150,115
320.438,240
321.998,1340
322.003,220
322.098,15
322.104,15
322.389,15
323.074,395
323.808,705
324.485,650
325.021,685
325.167,635
325.319,280
325.464,10
325.467,25
325.471,10
326.311,255
326.974,670
327.263,715
327.267,205
327.312,10
327.316,15
327.319,10
327.361,10
327.661,10
328.384,375
328.388,700
329.071,10
329.749,725
330.042,720
330.046,220
330.050,15
330.439,10
331.164,460
331.846,690
332.678,680
332.691,635
333.211,10
333.406,705
334.088,200
334.623,765
335.168,330
335.795,670
336.449,645
337.013,625
337.696,650
338.379,655
338.524,640
338.671,270
338.674,15
338.968,20
339.646,370
339.792,715
340.382,10
340.865,665
340.877,455
340.962,10
340.966,10
341.011,230
342.425,680
342.719,660
342.965,285
343.692,335
344.375,645
344.378,655
344.521,10
344.525,165
344.667,80
344.671,10
344.969,15
345.643,355
345.886,660
345.889,350
345.935,10
346.032,10
346.035,25
346.178,180
347.446,665
348.129,640
348.275,675
348.278,165
348.811,10
349.494,530
349.798,635
350.087,290
350.761,340
351.346,630
351.886,590
352.565,605
353.199,640
353.833,610
353.981,665
354.028,190
354.128,10
354.176,35
354.184,20
354.189,15
354.193,15
354.550,70
354.761,305
355.100,10
355.783,650
356.465,665
357.050,650
357.736,660
358.426,650
359.048,625
359.536,630
360.225,620
360.901,610
361.486,660
362.034,615
362.315,620
362.318,190
362.363,10
362.368,10
362.461,15
362.465,15
362.607,305
363.290,625
363.827,10
364.411,590
365.094,590
365.630,630
365.923,615
365.927,290
365.971,10
367.201,1040
367.390,270
367.434,10
367.459,130
367.629,225
368.993,665
369.728,695
370.066,660
370.070,305
370.073,15
370.163,25
370.261,230
371.093,635
371.529,185
371.533,415
372.065,10
372.309,610
372.314,295
372.455,20
372.460,10
372.466,15
372.602,10
372.612,15
372.643,215
373.875,620
373.966,660
374.015,10
374.551,125
375.279,495
375.965,700
376.111,675
376.282,345
376.287,10
377.184,260
377.188,665
377.769,10
377.920,600
378.159,365
378.164,15
378.305,175
379.670,635
380.260,630
380.840,665
381.532,600
381.670,640
381.675,175
381.679,10
381.683,10
381.717,15
381.721,15
381.724,10
381.773,10
381.918,10
382.062,350
382.790,715
383.034,10
383.327,260
384.016,320
384.601,645
385.276,610
386.059,650
386.666,730
387.372,640
387.422,670
387.913,10
388.640,650
388.643,685
389.323,10
390.005,690
390.009,620
390.542,10
391.229,650
391.272,635
391.955,10
392.101,655
392.116,235
392.251,10
392.258,100
393.178,285
393.759,695
393.762,610
394.441,10
394.587,655
394.591,175
394.737,105
394.883,15
395.709,265
395.858,675
396.294,150
396.977,445
397.662,640
398.232,695
398.933,635
399.609,690
400.145,630
400.877,645
401.413,625
402.095,660
402.680,670
403.362,535
403.899,715
404.484,540
405.020,580
405.313,570
405.316,275
405.413,10
405.605,10
405.849,260
405.852,195
405.856,20
406.142,10
406.678,345
407.263,575
407.802,555
408.395,565
408.920,550
409.506,550
410.041,565
410.593,545
411.309,585
411.553,610
411.556,265
411.845,10
412.431,305
413.113,625
413.649,595
414.335,655
414.916,620
415.453,610
416.136,585
416.721,605
417.260,605
417.841,600
418.378,570
419.061,575
419.207,615
419.353,240
419.646,10
420.185,280
420.620,590
420.916,510
420.920,285
420.923,10
421.157,240
422.376,565
422.863,535
423.400,550
424.081,575
424.520,565
425.203,610
425.791,605
426.473,605
427.064,585
427.591,650
428.274,610
428.811,605
429.395,595
429.639,590
429.642,230
429.788,15
429.932,10
430.517,305
431.202,610
431.736,610
432.423,625
433.152,610
433.540,595
434.271,600
434.814,610
435.928,590
436.225,1095
436.369,330
436.374,10
436.813,215
437.586,560
437.878,560
438.025,325
438.707,220
438.853,790
439.537,330
439.682,555
440.803,525
441.340,575
441.924,555
442.610,580
443.289,620
443.875,665
444.118,665
444.557,240
445.240,425
445.825,655
446.556,605
446.897,570
447.482,595
448.164,580
448.701,570
449.286,605
450.025,640
450.656,680
451.382,670
452.068,665
452.901,655
453.332,640
453.868,660
454.551,650
455.379,680
456.110,730
456.794,705
457.476,720
458.158,720
458.891,700
459.572,700
460.304,725
460.957,715
461.668,675
462.204,655
462.556,680
462.604,260
462.646,10
463.719,430
464.447,730
464.983,675
465.720,640
466.251,640
467.079,670
467.762,715
468.493,750
469.322,765
470.008,735
470.736,720
471.369,715
472.123,715
472.784,700
473.523,670
474.051,675
474.831,675
475.416,685
476.245,695
476.976,740
477.659,775
478.928,745
479.316,775
479.998,780
480.730,745
481.558,755
482.241,755
482.954,750
483.608,680
484.437,655
484.874,635
485.461,630
486.287,680
487.116,775
487.799,790
488.627,795
489.369,755
490.041,730
490.724,750
491.553,735
492.261,740
492.966,705
493.502,665
493.657,675
493.899,245
494.041,10
495.843,1190
496.141,795
496.579,325
497.307,455
497.598,755
497.695,250
497.841,270
497.844,10
497.987,145
499.501,725
500.625,685
500.867,1245
500.915,215
500.924,35
501.013,10
501.302,360
502.423,620
503.106,615
503.110,655
503.691,10
504.374,590
505.056,665
505.354,660
505.593,295
505.659,10
506.178,255
506.324,655
506.470,220
507.299,275
507.688,600
507.694,345
507.835,15
507.981,175
508.566,310
509.103,315
509.819,670
510.077,700
510.711,260
511.351,510
512.028,720
512.905,705
513.247,765
513.392,435
514.128,255
514.806,640
515.541,765
516.176,620
516.902,710
517.065,645
517.438,205
518.173,430
518.706,685
519.389,600
520.072,650
520.854,735
520.956,635
