df_hash,22ZHK4.724P3P
319.024,34.969
319.953,34.969
321.023,34.969
321.976,34.969
322.974,34.938
323.949,34.969
324.972,34.938
325.962,34.969
326.971,34.938
328.189,35.000
328.970,34.969
329.945,34.969
330.991,34.969
331.944,34.969
332.967,34.969
333.942,35.000
334.966,35.000
335.941,35.031
336.965,35.031
337.940,35.062
339.234,35.000
340.133,35.031
340.969,35.031
342.135,35.062
342.961,35.062
343.959,34.938
344.984,34.938
345.938,34.906
346.959,34.906
347.982,34.875
348.958,34.906
350.024,34.938
350.956,34.906
351.948,34.938
352.955,34.938
353.966,35.031
354.981,35.062
356.257,35.094
356.953,35.062
357.928,35.094
358.954,35.125
360.125,35.094
360.950,35.125
362.024,35.031
362.949,35.062
364.021,35.094
365.001,35.062
365.995,34.969
366.950,35.000
367.970,35.031
368.945,35.000
370.023,35.000
371.090,35.000
371.969,35.062
373.189,35.062
373.972,35.062
374.942,35.062
375.970,35.156
377.089,35.125
378.064,35.125
378.988,35.125
379.963,35.094
380.942,35.094
381.962,35.094
382.937,35.062
383.960,35.094
384.943,35.094
385.963,35.094
387.229,35.094
387.960,35.062
388.944,35.094
389.957,35.125
390.953,35.125
392.030,35.125
392.930,35.188
393.959,35.250
394.929,35.250
395.953,35.250
396.928,35.281
397.963,35.312
399.319,35.281
399.959,35.281
400.926,35.281
402.007,35.281
402.973,35.312
403.976,35.250
404.923,35.250
405.947,35.188
406.970,35.094
407.946,35.094
408.974,35.094
409.950,35.094
410.975,35.094
411.943,35.094
412.994,35.031
414.332,35.000
414.970,34.969
415.941,35.000
416.964,35.125
417.939,35.156
418.963,35.188
420.181,35.188
420.962,35.250
421.937,35.250
422.961,35.312
424.033,35.375
424.959,35.375
425.942,35.375
427.056,35.375
427.933,35.344
428.957,35.344
429.935,35.375
431.199,35.312
431.931,35.312
433.006,35.281
433.930,35.312
434.953,35.312
436.220,35.344
436.973,35.312
437.927,35.375
438.964,35.344
439.926,35.375
440.950,35.406
442.219,35.406
442.948,35.375
443.923,35.375
444.947,35.406
445.945,35.375
446.946,35.375
447.970,35.375
448.945,35.375
449.989,35.375
450.943,35.375
451.918,35.375
452.948,35.375
454.018,35.375
454.942,35.344
455.919,35.375
457.235,35.375
457.964,35.375
458.938,35.375
459.962,35.375
460.937,35.375
461.961,35.375
462.936,35.406
464.009,35.406
464.935,35.406
465.959,35.438
466.934,35.500
467.957,35.594
468.932,35.562
469.956,35.562
470.932,35.594
471.960,35.594
472.930,35.625
473.954,35.625
474.955,35.625
475.953,35.594
476.927,35.594
478.000,35.531
479.075,35.562
479.949,35.531
480.925,35.500
481.949,35.500
482.928,35.500
483.947,35.469
484.922,35.500
485.971,35.500
486.921,35.500
487.946,35.469
489.215,35.469
489.944,35.469
490.919,35.469
492.189,35.469
492.918,35.438
494.380,35.438
494.917,35.406
495.997,35.438
496.915,35.406
497.939,35.406
498.914,35.406
499.937,35.438
501.010,35.438
501.936,35.438
502.961,35.438
503.935,35.438
504.937,35.469
505.983,35.469
506.973,35.438
508.009,35.438
508.956,35.406
509.932,35.344
510.955,35.344
511.955,35.375
512.954,35.406
513.929,35.438
515.147,35.438
516.025,35.406
516.956,35.500
518.008,35.500
518.950,35.531
520.025,35.594
