df_hash,22ZHK4.724P3P
425.739,106
426.617,105
427.494,104
428.737,103
429.590,102
430.468,102
431.686,101
432.564,101
433.465,101
434.671,101
435.538,101
436.466,101
437.634,101
438.513,101
439.438,101
440.608,101
441.521,103
442.412,104
443.662,104
444.508,103
445.388,101
446.559,100
447.485,98
448.359,98
449.601,99
450.458,99
451.333,98
452.600,97
453.429,96
454.380,95
455.526,94
456.403,93
457.329,92
458.499,90
459.426,89
460.550,88
461.473,87
462.546,86
463.287,86
464.500,86
465.475,86
466.301,87
467.421,87
468.384,87
469.224,87
470.495,86
471.321,85
472.198,84
473.514,84
474.295,84
475.172,85
476.440,85
477.268,86
478.243,86
479.389,85
480.242,84
481.217,83
482.338,82
483.216,81
484.191,81
485.312,82
486.238,81
487.120,84
488.286,82
489.359,82
490.089,81
491.309,81
492.238,81
493.083,81
494.439,82
495.160,82
496.041,83
497.256,82
498.139,82
499.060,82
500.234,82
501.107,82
502.033,82
503.239,82
504.132,82
505.007,82
506.226,87
507.104,88
508.276,86
509.215,86
510.377,86
510.960,86
512.174,85
513.051,86
513.977,85
515.151,85
516.028,86
517.049,86
518.121,87
519.021,87
519.974,88
