df_hash,22ZHK4.724P3P
426.620,69
427.498,63
428.741,70
429.594,70
430.472,65
431.690,66
432.568,67
433.469,68
434.807,73
435.545,56
436.767,47
437.638,39
438.612,34
439.442,31
440.614,32
441.878,39
442.415,45
443.731,41
444.511,34
445.539,39
446.656,56
447.778,57
448.362,45
449.973,54
450.650,59
451.337,45
452.608,51
453.432,66
454.385,71
455.575,70
456.408,66
457.334,64
458.505,66
459.429,71
460.554,76
461.477,75
462.550,74
463.523,72
464.596,72
465.668,74
466.400,71
467.424,72
468.430,69
469.227,57
470.498,57
471.324,72
472.201,71
473.518,65
474.309,67
475.175,63
476.444,62
477.271,63
478.246,59
479.392,64
480.245,72
481.220,74
482.342,77
483.219,77
484.194,68
485.316,51
486.244,49
487.411,58
488.296,37
489.363,43
490.096,61
491.314,75
492.249,71
493.265,74
494.772,69
495.163,51
496.135,48
497.260,40
498.429,35
499.063,36
500.620,33
501.111,23
502.037,19
503.547,21
504.230,22
505.011,23
506.231,32
507.110,38
508.281,21
509.398,0
510.388,0
511.201,0
512.223,27
513.100,34
513.981,61
515.248,56
516.171,58
517.061,56
518.125,53
519.294,51
519.977,54
