df_hash,22ZHK4.FHJRBH
423.261,100
424.428,99
425.357,100
426.231,106
427.442,102
428.283,103
429.205,102
430.375,102
431.254,102
432.179,102
433.350,102
434.226,102
435.152,102
436.353,102
437.297,102
438.126,102
439.296,102
440.222,97
441.100,99
442.270,98
443.199,98
444.122,98
445.245,98
446.176,98
447.051,98
448.265,98
449.143,98
450.020,98
451.190,100
452.123,101
452.994,100
454.164,100
455.093,100
455.968,100
457.186,100
458.064,100
458.945,100
460.160,100
461.037,100
461.964,99
463.134,99
464.011,98
464.910,97
466.107,95
466.986,94
467.862,95
469.120,94
469.958,94
470.887,94
472.054,94
472.932,94
473.811,94
475.029,88
475.905,91
476.783,92
478.004,94
478.879,92
479.757,92
480.976,90
481.902,91
482.732,90
483.949,90
484.875,93
485.753,94
486.923,94
487.829,93
488.678,92
490.192,92
490.774,88
491.651,87
492.870,88
493.755,89
494.646,88
495.843,88
496.721,88
497.598,88
498.932,88
499.695,81
500.624,85
501.791,83
502.668,84
503.601,83
504.764,83
505.653,83
506.594,83
507.743,83
508.644,83
509.542,83
510.715,83
511.589,83
512.529,84
513.685,83
514.568,83
515.493,83
516.661,83
517.568,83
518.464,83
