df_hash,22ZHK4.FHJRBH
423.356,25
424.431,29
425.361,0
426.235,36
427.548,0
428.523,15
429.210,0
430.380,0
431.302,16
432.184,20
433.400,0
434.231,0
435.155,0
436.362,0
437.300,0
438.129,7
439.299,4
440.227,44
441.103,3
442.273,13
443.393,0
444.126,8
445.536,4
446.318,8
447.063,7
448.269,6
449.146,0
450.024,0
451.194,30
452.412,62
452.998,19
454.170,17
455.386,24
455.971,36
457.190,16
458.067,6
458.993,0
460.163,0
461.041,0
461.967,36
463.138,61
464.015,59
465.038,59
466.111,60
466.991,44
467.865,32
469.126,31
469.965,22
470.895,26
472.058,35
472.935,36
473.861,30
475.032,35
475.908,20
476.788,30
478.248,39
478.890,23
479.760,0
480.982,37
481.905,27
482.782,0
483.952,29
484.880,54
485.756,57
486.927,40
488.096,48
488.682,49
490.194,34
490.777,40
491.655,43
492.873,31
493.896,47
494.650,17
495.847,2
496.725,2
497.602,21
498.941,39
499.700,36
500.629,32
501.803,26
502.671,0
503.890,0
504.776,0
505.742,0
506.602,0
507.799,0
508.762,0
509.545,0
511.004,0
511.595,0
512.564,20
513.688,13
514.617,18
515.589,15
516.666,14
517.579,14
518.467,16
