df_hash,22ZHK4.FHJRBH
259.947,0.975
259.977,0.959
260.007,0.976
260.037,0.972
260.067,0.976
260.097,0.975
260.127,0.965
260.157,0.980
260.187,0.974
260.217,0.968
260.247,0.980
260.277,0.961
260.307,0.965
260.337,0.979
260.367,0.971
260.397,0.959
260.427,0.982
260.457,0.979
260.487,0.970
260.517,0.977
260.547,0.961
260.577,0.971
260.607,0.973
260.637,0.953
260.667,0.953
260.697,0.973
260.727,0.975
260.757,0.933
260.787,0.981
260.817,1.002
260.847,0.969
260.877,0.988
260.907,0.997
260.937,0.966
260.967,0.981
260.997,0.990
261.027,0.982
261.057,0.976
261.087,0.979
261.117,0.982
261.147,0.978
261.177,0.972
261.207,0.974
261.237,0.975
261.267,0.978
261.297,0.978
261.327,0.979
261.357,0.978
261.387,0.970
261.417,0.977
261.447,0.973
261.477,0.971
261.507,0.971
261.537,0.973
261.567,0.985
261.597,0.991
261.627,0.978
261.657,0.968
261.687,0.990
261.717,1.000
261.747,0.980
261.777,0.977
261.807,0.967
261.837,0.978
261.867,0.945
261.897,0.968
261.927,0.956
261.957,0.955
261.987,0.953
262.017,0.942
262.047,1.007
262.077,0.971
262.107,0.948
262.137,0.971
262.167,0.961
262.197,0.987
262.227,0.945
262.257,0.957
262.287,0.982
262.317,0.957
262.347,0.974
262.377,0.980
262.407,0.967
262.437,0.961
262.467,0.967
262.497,0.958
262.527,0.973
262.557,0.962
262.587,0.954
262.617,0.969
262.647,0.983
262.677,0.966
262.707,0.936
262.737,0.993
262.767,0.948
262.797,0.982
262.827,0.965
262.857,0.945
262.887,0.991
262.917,0.975
262.947,0.948
262.977,0.967
263.007,0.961
263.037,0.974
263.067,0.972
263.097,0.969
263.127,0.950
263.157,0.955
263.187,0.962
263.217,0.980
263.247,0.957
263.277,0.970
263.307,0.971
263.337,0.950
263.367,0.953
263.397,0.955
263.427,0.968
263.457,0.968
263.487,0.963
263.517,0.957
263.547,0.973
263.577,0.948
263.607,0.964
263.637,0.960
263.667,0.976
263.697,0.941
263.727,0.962
263.757,0.973
263.787,0.943
263.817,0.978
263.847,0.971
263.877,0.957
263.907,0.964
263.937,0.959
263.967,0.969
263.997,0.958
264.027,0.965
264.057,0.946
264.087,0.964
264.117,0.968
264.147,0.970
264.177,0.962
264.207,0.956
264.237,0.963
264.267,0.963
264.297,0.963
264.327,0.977
264.357,0.947
264.387,0.964
264.417,0.955
264.447,0.947
264.477,0.982
264.507,0.952
264.537,0.961
264.567,0.977
264.597,0.940
264.627,0.968
264.657,0.960
264.687,0.960
264.717,0.961
264.747,0.958
264.777,0.971
264.807,0.957
264.837,0.961
264.867,0.969
264.897,0.957
264.927,0.961
264.957,0.961
264.987,0.953
265.017,0.964
265.047,0.957
265.077,0.960
265.107,0.966
265.137,0.958
265.167,0.972
265.197,0.961
265.227,0.959
265.257,0.974
265.287,0.953
265.317,0.939
265.347,0.976
265.377,0.969
265.407,0.967
265.437,0.957
265.467,0.950
265.497,0.966
265.527,0.958
265.557,0.961
265.587,0.963
265.617,0.970
265.647,0.962
265.677,0.966
265.707,0.960
265.737,0.970
265.767,0.963
265.797,0.963
265.827,0.974
265.857,0.957
265.887,0.949
265.917,0.970
265.947,0.962
265.977,0.956
266.007,0.969
266.037,0.970
266.067,0.959
266.097,0.961
266.127,0.961
266.157,0.971
266.187,0.966
266.217,0.956
266.247,0.966
266.277,0.953
266.307,0.964
266.337,0.964
266.367,0.955
266.397,0.964
266.427,0.968
266.457,0.965
266.487,0.966
266.517,0.955
266.547,0.962
266.577,0.977
266.607,0.959
266.637,0.958
266.667,0.966
266.697,0.959
266.727,0.964
266.757,0.962
266.787,0.968
266.817,0.958
266.847,0.969
266.877,0.960
266.907,0.958
266.937,0.963
266.967,0.965
266.997,0.958
267.027,0.959
267.057,0.944
267.087,1.018
267.117,0.939
267.147,0.985
267.177,0.968
267.207,0.972
267.237,0.936
267.267,0.940
267.297,0.964
267.327,0.951
267.357,0.957
267.387,0.940
267.417,0.958
267.447,0.972
267.477,0.961
267.507,0.947
267.537,0.938
267.567,0.956
267.597,0.979
267.627,0.944
267.657,0.953
267.687,0.972
267.717,0.953
267.747,0.951
267.777,0.945
267.807,0.939
267.837,0.947
267.867,0.948
267.897,0.930
267.927,0.945
267.957,0.962
267.987,0.973
268.017,0.960
268.047,0.941
268.077,0.943
268.107,0.960
268.137,0.968
268.167,0.949
268.197,0.939
268.227,0.951
268.257,0.954
268.287,0.949
268.317,0.963
268.347,0.948
268.377,0.952
268.407,0.951
268.437,0.961
268.467,0.955
268.497,0.946
268.527,0.935
268.557,0.955
268.587,0.954
268.617,0.935
268.647,0.956
268.677,0.958
268.707,0.953
268.737,0.935
268.767,0.959
268.797,0.962
268.827,0.940
268.857,0.948
268.887,0.954
268.917,0.947
268.947,0.955
268.977,0.952
269.007,0.942
269.037,0.960
269.067,0.963
269.097,0.975
269.127,1.021
269.157,0.953
269.187,0.979
269.217,0.920
269.247,0.821
269.277,0.954
269.307,1.036
269.337,0.895
269.367,0.965
269.397,1.035
269.427,0.972
269.457,0.947
269.487,0.962
269.517,0.959
269.547,0.971
269.577,0.963
269.607,0.956
269.637,0.946
269.667,0.963
269.697,0.951
269.727,0.976
269.757,0.950
269.787,0.964
269.817,0.954
269.847,0.913
269.877,0.951
269.907,0.945
269.937,0.976
269.967,0.949
269.997,0.935
270.027,0.961
270.057,0.935
270.087,0.969
270.117,0.974
270.147,0.946
270.177,0.936
270.207,0.954
270.237,0.953
270.267,0.974
270.297,0.992
270.327,1.011
270.357,0.989
270.387,1.005
270.417,0.924
270.447,0.896
270.477,0.919
270.507,0.934
270.537,0.933
270.567,0.935
270.597,0.941
270.627,0.974
270.657,0.972
270.687,0.968
270.717,0.973
270.747,0.952
270.777,0.992
270.807,0.979
270.837,0.977
270.867,0.981
270.897,0.977
270.927,0.976
270.957,0.961
270.987,0.980
271.017,0.982
271.047,0.978
271.077,0.972
271.107,0.966
271.137,0.989
271.167,0.983
271.197,0.957
271.227,0.915
271.257,0.976
271.287,0.970
271.317,1.009
271.347,0.982
271.377,0.969
271.407,0.976
271.437,0.970
271.467,0.966
271.497,0.962
271.527,0.958
271.557,0.969
271.587,0.957
271.617,0.982
271.647,0.990
271.677,0.981
271.707,0.964
271.737,0.972
271.767,0.980
271.797,0.970
271.827,0.968
271.857,0.973
271.887,1.001
271.917,0.986
271.947,0.986
271.977,0.968
272.007,0.976
272.037,0.962
272.067,0.963
272.097,0.976
272.127,0.983
272.157,0.947
272.187,0.951
272.217,0.976
272.247,0.974
272.277,0.972
272.307,0.976
272.337,0.979
272.367,0.969
272.397,0.950
272.427,0.983
272.457,0.989
272.487,0.975
272.517,0.980
272.547,1.000
272.577,0.999
272.607,0.989
272.637,0.976
272.667,0.994
272.697,0.993
272.727,0.982
272.757,0.970
272.787,0.979
272.817,0.961
272.847,0.955
272.877,0.968
272.907,0.982
272.937,0.977
272.967,0.973
272.997,0.980
273.027,0.994
273.057,0.998
273.087,0.995
273.117,0.989
273.147,0.992
273.177,0.994
273.207,0.996
273.237,0.993
273.267,0.991
273.297,0.987
273.327,0.987
273.357,0.980
273.387,0.974
273.417,0.973
273.447,0.974
273.477,0.974
273.507,0.974
273.537,0.984
273.567,0.982
273.597,0.978
273.627,0.985
273.657,0.993
273.687,0.994
273.717,0.979
273.747,0.982
273.777,0.986
273.807,0.981
273.837,0.987
273.867,0.992
273.897,0.990
273.927,0.984
273.957,0.988
273.987,0.982
274.017,0.989
274.047,0.979
274.077,0.986
274.107,0.977
274.137,0.997
274.167,0.985
274.197,0.998
274.227,1.003
274.257,0.998
274.287,0.989
274.317,1.016
274.347,0.996
274.377,0.987
274.407,0.982
274.437,0.987
274.467,0.988
274.497,0.981
274.527,0.993
274.557,0.984
274.587,0.992
274.617,1.001
274.647,1.001
274.677,0.986
274.707,0.982
274.737,0.984
274.767,0.995
274.797,0.996
274.827,1.001
274.857,1.009
274.887,0.991
274.917,0.980
274.947,0.988
274.977,1.005
275.007,1.004
275.037,0.993
275.067,1.003
275.097,0.999
275.127,1.001
275.157,0.997
275.187,0.995
275.217,0.998
275.247,0.989
275.277,0.997
275.307,1.012
275.337,1.017
275.367,1.015
275.397,1.008
275.427,1.000
275.457,0.998
275.487,1.012
275.517,1.008
275.547,0.999
275.577,1.001
275.607,1.005
275.637,1.000
275.667,0.998
275.697,0.997
275.727,1.000
275.757,0.995
275.787,0.947
275.817,0.971
275.847,1.023
275.877,1.033
275.907,1.013
275.937,1.002
275.967,1.007
275.997,0.970
276.027,0.956
276.057,0.977
276.087,0.999
276.117,1.015
276.147,1.014
276.177,1.011
276.207,1.006
276.237,1.002
276.267,0.995
276.297,0.998
276.327,1.012
276.357,0.997
276.387,0.992
276.417,1.001
276.447,0.995
276.477,0.997
276.507,1.000
276.537,1.002
276.567,0.997
276.597,0.991
276.627,0.993
276.657,0.990
276.687,0.953
276.717,0.999
276.747,1.033
276.777,1.000
276.807,1.011
276.837,0.961
276.867,1.053
276.897,0.979
276.927,1.006
276.957,0.995
276.987,1.002
277.017,0.970
277.047,0.996
277.077,1.005
277.107,0.997
277.137,1.054
277.167,0.960
277.197,0.993
277.227,0.975
277.257,0.996
277.287,0.986
277.317,1.001
277.347,1.017
277.377,1.039
277.407,1.006
277.437,0.981
277.467,0.942
277.497,0.959
277.527,1.025
277.557,0.991
277.587,0.932
277.617,0.998
277.647,1.019
277.677,1.020
277.707,0.990
277.737,1.129
277.767,0.974
277.797,0.980
277.827,0.996
277.857,0.970
277.887,0.996
277.917,0.995
277.947,0.998
277.977,0.982
278.007,0.980
278.037,1.014
278.067,1.005
278.097,1.009
278.127,1.064
278.157,0.985
278.187,0.954
278.217,1.008
278.247,1.021
278.277,1.072
278.307,0.979
278.337,1.044
278.367,0.984
278.397,0.993
278.427,0.999
278.457,0.998
278.487,0.985
278.517,0.994
278.547,1.002
278.577,1.005
278.607,0.985
278.637,0.989
278.667,1.000
278.697,1.009
278.727,1.002
278.757,1.006
278.787,0.929
278.817,0.947
278.847,1.012
278.877,1.020
278.907,0.983
278.937,1.033
278.967,0.986
278.997,0.998
279.027,0.948
279.057,1.014
279.087,0.967
279.117,0.991
279.147,1.063
279.177,0.970
279.207,0.956
279.237,0.949
279.267,1.050
279.297,1.004
279.327,0.979
279.357,0.968
279.387,1.003
279.417,0.984
279.447,1.013
279.477,0.988
279.507,1.003
279.537,0.977
279.567,1.033
279.597,1.029
279.627,0.968
279.657,1.038
279.687,1.043
279.717,0.985
279.747,0.929
279.777,1.038
279.807,1.004
279.837,0.928
279.867,0.958
279.897,1.043
279.927,0.973
279.957,0.962
279.987,1.015
280.017,0.987
280.047,0.996
280.077,0.993
280.107,0.994
280.137,0.965
280.167,0.997
280.197,1.039
280.227,0.981
280.257,0.965
280.287,0.995
280.317,1.021
280.347,0.950
280.377,0.994
280.407,0.966
280.437,1.002
280.467,0.959
280.497,0.939
280.527,1.008
280.557,1.086
280.587,0.868
280.617,0.976
280.647,1.021
280.677,0.993
280.707,0.989
280.737,0.911
280.767,0.985
280.797,1.172
280.827,0.959
280.857,1.011
280.887,0.961
280.917,1.018
280.947,1.011
280.977,0.947
281.007,1.053
281.037,0.933
281.067,1.022
281.097,0.956
281.127,0.999
281.157,0.992
281.187,1.022
281.217,0.981
281.247,0.986
281.277,0.989
281.307,0.992
281.337,0.997
281.367,0.996
281.397,0.989
281.427,0.987
281.457,0.993
281.487,0.979
281.517,1.081
281.547,0.982
281.577,1.004
281.607,1.016
281.637,1.023
281.667,1.017
281.697,1.013
281.727,1.009
281.757,0.996
281.787,1.008
281.817,0.999
281.847,0.983
281.877,0.990
281.907,0.994
281.937,0.983
281.967,0.979
281.997,0.991
282.027,1.003
282.057,0.993
282.087,0.998
282.117,1.012
282.147,1.003
282.177,0.970
282.207,0.978
282.237,0.979
282.267,0.985
282.297,0.990
282.327,1.017
282.357,1.008
282.387,0.988
282.417,1.009
282.447,1.011
282.477,0.996
282.507,1.014
282.537,1.023
282.567,1.025
282.597,1.024
282.627,1.025
282.657,1.021
282.687,1.004
282.717,1.001
282.747,1.011
282.777,1.000
282.807,1.012
282.837,1.004
282.867,0.998
282.897,1.013
282.927,1.015
282.957,1.001
282.987,1.004
283.017,1.001
283.047,1.007
283.077,1.005
283.107,1.003
283.137,1.017
283.167,1.005
283.197,1.003
283.227,1.004
283.257,1.006
283.287,1.003
283.317,1.010
283.347,1.010
283.377,1.016
283.407,1.017
283.437,1.021
283.467,1.028
283.497,1.016
283.527,1.018
283.557,1.010
283.587,1.025
283.617,1.030
283.647,1.028
283.677,1.024
283.707,1.023
283.737,1.024
283.767,1.016
283.797,1.010
283.827,1.010
283.857,1.012
283.887,1.010
283.917,1.000
283.947,1.001
283.977,1.006
284.007,1.005
284.037,1.010
284.067,1.012
284.097,1.016
284.127,1.021
284.157,1.017
284.187,1.011
284.217,0.999
284.247,0.996
284.277,1.007
284.307,1.003
284.337,1.003
284.367,1.012
284.397,1.015
284.427,1.009
284.457,1.021
284.487,1.018
284.517,1.011
284.547,1.016
284.577,1.026
284.607,1.018
284.637,1.002
284.667,1.010
284.697,1.015
284.727,1.017
284.757,1.008
284.787,1.005
284.817,1.010
284.847,1.000
284.877,1.008
284.907,1.018
284.937,1.011
284.967,1.006
284.997,1.010
285.027,1.013
285.057,1.012
285.087,1.015
285.117,1.024
285.147,1.025
285.177,1.024
285.207,1.016
285.237,1.013
285.267,1.006
285.297,1.014
285.327,1.019
285.357,1.020
285.387,1.022
285.417,1.013
285.447,1.007
285.477,1.025
285.507,1.037
285.537,1.039
285.567,1.025
285.597,1.026
285.627,1.006
285.657,1.001
285.687,1.012
285.717,1.015
285.747,1.015
285.777,1.018
285.807,1.016
285.837,1.020
285.867,1.028
285.897,1.020
285.927,1.014
285.957,1.023
285.987,1.022
286.017,1.018
286.047,1.006
286.077,1.006
286.107,1.013
286.137,1.013
286.167,1.011
286.197,1.013
286.227,1.020
286.257,1.021
286.287,1.020
286.317,1.022
286.347,1.008
286.377,1.016
286.407,1.023
286.437,1.020
286.467,1.030
286.497,1.030
286.527,1.030
286.557,1.038
286.587,1.020
286.617,1.007
286.647,1.006
286.677,1.005
286.707,1.012
286.737,1.022
286.767,1.015
286.797,0.991
286.827,0.984
286.857,1.005
286.887,1.000
286.917,0.980
286.947,0.993
286.977,1.010
287.007,1.063
287.037,1.013
287.067,0.932
287.097,1.022
287.127,1.035
287.157,0.992
287.187,1.011
287.217,1.034
287.247,0.977
287.277,0.997
287.307,1.012
287.337,1.031
287.367,1.057
287.397,1.038
287.427,1.007
287.457,1.013
287.487,1.004
287.517,0.975
287.547,1.017
287.577,1.005
287.607,0.994
287.637,1.025
287.667,1.005
287.697,1.033
287.727,1.007
287.757,0.995
287.787,1.009
287.817,1.021
287.847,1.004
287.877,1.005
287.907,1.023
287.937,1.004
287.967,1.015
287.997,1.023
288.027,1.021
288.057,0.994
288.087,1.001
288.117,1.000
288.147,0.999
288.177,1.012
288.207,1.017
288.237,1.013
288.267,1.014
288.297,1.015
288.327,1.008
288.357,1.001
288.387,1.008
288.417,1.008
288.447,1.006
288.477,1.009
288.507,1.014
288.537,1.007
288.567,1.008
288.597,1.008
288.627,1.004
288.657,1.013
288.687,1.023
288.717,1.012
288.747,1.012
288.777,1.007
288.807,1.008
288.837,1.008
288.867,1.011
288.897,1.010
288.927,1.004
288.957,1.009
288.987,1.022
289.017,1.014
289.047,1.015
289.077,1.026
289.107,1.021
289.137,1.016
289.167,1.000
289.197,0.983
289.227,0.984
289.257,0.989
289.287,0.993
289.317,1.004
289.347,1.010
289.377,1.010
289.407,1.018
289.437,1.022
289.467,1.021
289.497,1.015
289.527,1.020
289.557,1.005
289.587,1.009
289.617,1.011
289.647,1.010
289.677,1.021
289.707,1.026
289.737,1.019
289.767,1.025
289.797,1.046
289.827,1.053
289.857,1.061
289.887,1.032
289.917,1.020
289.947,1.003
289.977,1.001
290.007,1.010
290.037,1.005
290.067,1.001
290.097,1.009
290.127,0.997
290.157,0.989
290.187,0.998
290.217,1.004
290.247,0.993
290.277,0.996
290.307,0.991
290.337,0.997
290.367,1.002
290.397,1.005
290.427,1.018
290.457,1.035
290.487,1.038
290.517,1.031
290.547,1.021
290.577,1.027
290.607,1.027
290.637,1.021
290.667,1.012
290.697,1.006
290.727,1.012
290.757,1.013
290.787,1.010
290.817,1.013
290.847,1.020
290.877,1.024
290.907,1.021
290.937,1.015
290.967,1.019
290.997,1.018
291.027,1.018
291.057,1.014
291.087,1.021
291.117,1.016
291.147,1.018
291.177,1.014
291.207,1.012
291.237,1.015
291.267,1.016
291.297,1.020
291.327,1.011
291.357,1.007
291.387,1.015
291.417,1.017
291.447,1.018
291.477,1.014
291.507,1.021
291.537,1.022
291.567,1.008
291.597,1.010
291.627,1.020
291.657,1.018
291.687,1.016
291.717,1.011
291.747,1.014
291.777,1.022
291.807,1.024
291.837,1.014
291.867,1.003
291.897,1.017
291.927,1.017
291.957,1.014
291.987,1.017
292.017,1.016
292.047,1.021
292.077,1.018
292.107,1.010
292.137,1.013
292.167,1.021
292.197,1.018
292.227,1.016
292.257,1.012
292.287,1.015
292.317,1.015
292.347,1.015
292.377,1.017
292.407,1.003
292.437,1.015
292.467,1.020
292.497,1.021
292.527,1.019
292.557,1.014
292.587,1.019
292.617,1.007
292.647,1.009
292.677,1.021
292.707,1.017
292.737,1.013
292.767,1.019
292.797,1.013
292.827,1.021
292.857,1.016
292.887,1.013
292.917,1.016
292.947,1.014
292.977,1.021
293.007,1.014
293.037,1.011
293.067,1.014
293.097,1.016
293.127,1.010
293.157,1.013
293.187,1.014
293.217,1.016
293.247,1.015
293.277,1.019
293.307,1.014
293.337,1.013
293.367,1.021
293.397,1.012
293.427,1.017
293.457,1.014
293.487,1.003
293.517,1.019
293.547,1.020
293.577,1.020
293.607,1.012
293.637,1.017
293.667,1.021
293.697,1.011
293.727,1.009
293.757,1.017
293.787,1.018
293.817,1.016
293.847,1.015
293.877,1.011
293.907,1.013
293.937,1.021
293.967,1.022
293.997,1.021
294.027,1.011
294.057,1.010
294.087,1.007
294.117,1.022
294.147,1.021
294.177,1.014
294.207,1.017
294.237,1.015
294.267,1.016
294.297,1.020
294.327,1.012
294.357,1.019
294.387,1.018
294.417,1.012
294.447,1.005
294.477,1.004
294.507,1.015
294.537,1.008
294.567,1.016
294.597,1.016
294.627,1.010
294.657,1.011
294.687,1.019
294.717,1.015
294.747,1.011
294.777,1.011
294.807,1.013
294.837,1.010
294.867,1.012
294.897,1.014
294.927,1.011
294.957,1.016
294.987,1.016
295.017,1.021
295.047,1.016
295.077,1.019
295.107,1.017
295.137,1.010
295.167,1.013
295.197,1.012
295.227,1.017
295.257,1.015
295.287,1.015
295.317,1.014
295.347,1.015
295.377,1.016
295.407,1.019
295.437,1.014
295.467,1.016
295.497,1.011
295.527,1.021
295.557,1.018
295.587,1.016
295.617,1.020
295.647,1.015
295.677,1.009
295.707,1.022
295.737,1.019
295.767,1.014
295.797,1.016
295.827,1.011
295.857,1.010
295.887,1.014
295.917,1.023
295.947,1.021
295.977,1.015
296.007,1.007
296.037,1.008
296.067,1.006
296.097,1.011
296.127,1.014
296.157,1.008
296.187,1.007
296.217,1.011
296.247,1.002
296.277,1.011
296.307,1.003
296.337,1.003
296.367,0.998
296.397,1.009
296.427,1.007
296.457,1.012
296.487,1.014
296.517,1.013
296.547,1.015
296.577,1.019
296.607,1.020
296.637,1.015
296.667,1.020
296.697,1.023
296.727,1.018
296.757,1.029
296.787,1.031
296.817,1.024
296.847,1.030
296.877,1.012
296.907,1.019
296.937,1.019
296.967,1.020
296.997,1.015
297.027,1.011
297.057,1.017
297.087,1.018
297.117,1.021
297.147,1.023
297.177,1.012
297.207,1.017
297.237,1.017
297.267,1.017
297.297,1.013
297.327,1.011
297.357,1.025
297.387,1.019
297.417,1.021
297.447,1.020
297.477,1.032
297.507,1.021
297.537,1.031
297.567,1.015
297.597,1.019
297.627,1.033
297.657,1.027
297.687,1.019
297.717,1.009
297.747,1.019
297.777,1.027
297.807,1.027
297.837,1.018
297.867,1.027
297.897,1.017
297.927,1.009
297.957,1.040
297.987,1.014
298.017,1.018
298.047,1.020
298.077,1.021
298.107,1.025
298.137,1.024
298.167,1.025
298.197,1.029
298.227,1.033
298.257,1.021
298.287,1.017
298.317,1.021
298.347,1.018
298.377,1.026
298.407,1.024
298.437,1.021
298.467,1.020
298.497,1.023
298.527,1.019
298.557,1.015
298.587,1.012
298.617,1.017
298.647,1.015
298.677,1.028
298.707,1.034
298.737,1.025
298.767,1.021
298.797,1.018
298.827,1.020
298.857,1.020
298.887,1.022
298.917,1.022
298.947,1.023
298.977,1.021
299.007,1.016
299.037,1.024
299.067,1.023
299.097,1.027
299.127,1.017
299.157,1.021
299.187,1.023
299.217,1.022
299.247,1.025
299.277,1.023
299.307,1.027
299.337,1.020
299.367,1.013
299.397,1.021
299.427,1.024
299.457,1.017
299.487,1.019
299.517,1.026
299.547,1.024
299.577,1.026
299.607,1.022
299.637,1.021
299.667,1.019
299.697,1.017
299.727,1.023
299.757,1.017
299.787,1.026
299.817,1.023
299.847,1.021
299.877,1.017
299.907,1.016
299.937,1.019
299.967,1.023
299.997,1.023
300.027,1.029
300.057,1.021
300.087,1.021
300.117,1.025
300.147,1.025
300.177,1.024
300.207,1.016
300.237,1.017
300.267,1.025
300.297,1.026
300.327,1.031
300.357,1.024
300.387,1.027
300.417,1.028
300.447,1.028
300.477,1.023
300.507,1.027
300.537,1.029
300.567,1.031
300.597,1.025
300.627,1.015
300.657,1.016
300.687,1.020
300.717,1.030
300.747,1.020
300.777,1.015
300.807,1.020
300.837,1.018
300.867,1.018
300.897,1.019
300.927,1.020
300.957,1.021
300.987,1.016
301.017,1.017
301.047,1.015
301.077,1.011
301.107,1.014
301.137,1.009
301.167,1.014
301.197,1.022
301.227,1.027
301.257,1.022
301.287,1.021
301.317,1.020
301.347,1.017
301.377,1.022
301.407,1.028
301.437,1.014
301.467,1.024
301.497,1.028
301.527,1.029
301.557,1.027
301.587,1.027
301.617,1.021
301.647,1.027
301.677,1.034
301.707,1.028
301.737,1.017
301.767,1.020
301.797,1.018
301.827,1.021
301.857,1.024
301.887,1.006
301.917,1.036
301.947,1.037
301.977,1.028
302.007,1.031
302.037,1.030
302.067,1.021
302.097,1.014
302.127,1.015
302.157,1.013
302.187,1.012
302.217,1.014
302.247,1.006
302.277,1.021
302.307,1.030
302.337,1.028
302.367,1.020
302.397,1.022
302.427,1.026
302.457,1.023
302.487,1.021
302.517,1.014
302.547,1.016
302.577,1.023
302.607,1.022
302.637,1.023
302.667,1.022
302.697,1.020
302.727,1.028
302.757,1.027
302.787,1.022
302.817,1.025
302.847,1.024
302.877,1.017
302.907,1.023
302.937,1.020
302.967,1.023
302.997,1.024
303.027,1.031
303.057,1.017
303.087,1.037
303.117,1.026
303.147,1.015
303.177,1.014
303.207,1.013
303.237,1.022
303.267,1.024
303.297,1.026
303.327,1.020
303.357,1.000
303.387,1.023
303.417,1.030
303.447,1.020
303.477,1.027
303.507,1.014
303.537,1.030
303.567,1.002
303.597,1.038
303.627,1.010
303.657,1.029
303.687,1.016
303.717,1.009
303.747,1.017
303.777,1.021
303.807,1.033
303.837,1.018
303.867,1.019
303.897,1.019
303.927,1.017
303.957,1.021
303.987,1.009
304.017,1.020
304.047,1.039
304.077,1.030
304.107,1.020
304.137,1.013
304.167,1.023
304.197,1.023
304.227,1.009
304.257,1.023
304.287,1.022
304.317,1.014
304.347,1.014
304.377,1.021
304.407,1.022
304.437,1.018
304.467,1.021
304.497,1.021
304.527,1.014
304.557,1.019
304.587,1.008
304.617,0.996
304.647,1.019
304.677,1.028
304.707,1.044
304.737,1.033
304.767,1.020
304.797,1.022
304.827,1.020
304.857,1.021
304.887,1.016
304.917,1.021
304.947,1.027
304.977,1.032
305.007,1.027
305.037,1.035
305.067,1.032
305.097,1.036
305.127,1.038
305.157,1.024
305.187,1.042
305.217,1.031
305.247,1.027
305.277,1.020
305.307,1.027
305.337,1.021
305.367,1.021
305.397,1.013
305.427,1.018
305.457,1.029
305.487,1.021
305.517,1.020
305.547,1.027
305.577,1.023
305.607,1.021
305.637,1.022
305.667,1.026
305.697,1.023
305.727,1.032
305.757,1.026
305.787,1.020
305.817,1.022
305.847,1.015
305.877,1.019
305.907,1.027
305.937,1.025
305.967,1.021
305.997,1.026
306.027,1.033
306.057,1.034
306.087,1.028
306.117,1.046
306.147,1.041
306.177,1.015
306.207,1.026
306.237,1.018
306.267,1.024
306.297,1.026
306.327,1.031
306.357,1.022
306.387,1.032
306.417,1.029
306.447,1.023
306.477,1.032
306.507,1.031
306.537,1.040
306.567,1.038
306.597,1.035
306.627,1.032
306.657,1.030
306.687,1.026
306.717,1.030
306.747,1.025
306.777,1.026
306.807,1.034
306.837,1.033
306.867,1.024
306.897,1.030
306.927,1.027
306.957,1.037
306.987,1.031
307.017,1.034
307.047,1.026
307.077,1.033
307.107,1.029
307.137,1.032
307.167,1.030
307.197,1.029
307.227,1.032
307.257,1.020
307.287,1.032
307.317,1.028
307.347,1.027
307.377,1.032
307.407,1.031
307.437,1.030
307.467,1.028
307.497,1.023
307.527,1.025
307.557,1.031
307.587,1.039
307.617,1.028
307.647,1.029
307.677,1.032
307.707,1.031
307.737,1.029
307.767,1.027
307.797,1.024
307.827,1.034
307.857,1.029
307.887,1.034
307.917,1.033
307.947,1.024
307.977,1.020
308.007,1.028
308.037,1.032
308.067,1.030
308.097,1.025
308.127,1.024
308.157,1.028
308.187,1.035
308.217,1.033
308.247,1.022
308.277,1.032
308.307,1.027
308.337,1.027
308.367,1.021
308.397,1.024
308.427,1.022
308.457,1.028
308.487,1.029
308.517,1.021
308.547,1.005
308.577,1.029
308.607,1.034
308.637,1.028
308.667,1.028
308.697,1.022
308.727,1.025
308.757,1.030
308.787,1.024
308.817,1.026
308.847,1.026
308.877,1.031
308.907,1.035
308.937,1.040
308.967,1.037
308.997,1.032
309.027,1.029
309.057,1.023
309.087,1.027
309.117,1.028
309.147,1.030
309.177,1.034
309.207,1.029
309.237,1.024
309.267,1.021
309.297,1.021
309.327,1.020
309.357,1.027
309.387,1.025
309.417,1.025
309.447,1.022
309.477,1.022
309.507,1.017
309.537,1.019
309.567,1.019
309.597,1.017
309.627,1.024
309.657,1.021
309.687,1.022
309.717,1.022
309.747,1.019
309.777,1.021
309.807,1.021
309.837,1.023
309.867,1.025
309.897,1.019
309.927,1.008
309.957,1.019
309.987,1.023
310.017,1.011
310.047,1.027
310.077,1.022
310.107,1.022
310.137,1.020
310.167,1.021
310.197,1.031
310.227,1.038
310.257,1.022
310.287,1.022
310.317,1.015
310.347,1.025
310.377,1.019
310.407,1.013
310.437,1.025
310.467,1.027
310.497,1.016
310.527,1.033
310.557,1.025
310.587,1.025
310.617,1.015
310.647,1.012
310.677,1.030
310.707,1.034
310.737,1.027
310.767,1.025
310.797,1.023
310.827,1.030
310.857,1.032
310.887,1.023
310.917,1.016
310.947,1.021
310.977,1.023
311.007,1.020
311.037,1.020
311.067,1.023
311.097,1.033
311.127,1.032
311.157,1.031
311.187,1.035
311.217,1.028
311.247,1.020
311.277,1.021
311.307,1.025
311.337,1.024
311.367,1.030
311.397,1.031
311.427,1.018
311.457,1.032
311.487,1.022
311.517,1.025
311.547,1.025
311.577,1.023
311.607,1.016
311.637,1.026
311.667,1.022
311.697,1.021
311.727,1.022
311.757,1.032
311.787,1.028
311.817,1.025
311.847,1.023
311.877,1.023
311.907,1.037
311.937,1.038
311.967,1.028
311.997,1.032
312.027,1.037
312.057,1.035
312.087,1.035
312.117,1.026
312.147,1.021
312.177,1.033
312.207,1.033
312.237,1.037
312.267,1.028
312.297,1.027
312.327,1.035
