df_hash,22ZHK4.FHJRBH
13.857,0.967
13.887,0.970
13.917,0.974
13.947,0.972
13.977,0.971
14.007,0.973
14.037,0.970
14.067,0.966
14.097,0.972
14.127,0.968
14.157,0.971
14.187,0.969
14.217,0.967
14.247,0.976
14.277,0.974
14.307,0.971
14.337,0.970
14.367,0.975
14.397,0.976
14.427,0.975
14.457,0.970
14.487,0.963
14.517,0.973
14.547,0.974
14.577,0.972
14.607,0.974
14.637,0.970
14.667,0.969
14.697,0.967
14.727,0.968
14.757,0.973
14.787,0.972
14.817,0.966
14.847,0.974
14.877,0.971
14.907,0.969
14.937,0.975
14.967,0.972
14.997,0.972
15.027,0.972
15.057,0.969
15.087,0.970
15.117,0.974
15.147,0.972
15.177,0.976
15.207,0.968
15.237,0.968
15.267,0.969
15.297,0.967
15.327,0.972
15.357,0.973
15.387,0.977
15.417,0.969
15.447,0.968
15.477,0.976
15.507,0.968
15.537,0.971
15.567,0.972
15.597,0.972
15.627,0.973
15.657,0.969
15.687,0.968
15.717,0.972
15.747,0.970
15.777,0.970
15.807,0.971
15.837,0.969
15.867,0.970
15.897,0.970
15.927,0.970
15.957,0.969
15.987,0.975
16.017,0.972
16.047,0.969
16.077,0.975
16.107,0.967
16.137,0.968
16.167,0.972
16.197,0.972
16.227,0.970
16.257,0.974
16.287,0.975
16.317,0.969
16.347,0.969
16.377,0.969
16.407,0.967
16.437,0.968
16.467,0.971
16.497,0.968
16.527,0.973
16.557,0.970
16.587,0.969
16.617,0.969
16.647,0.971
16.677,0.972
16.707,0.972
16.737,0.969
16.767,0.973
16.797,0.973
16.827,0.968
16.857,0.967
16.887,0.972
16.917,0.969
16.947,0.968
16.977,0.975
17.007,0.971
17.037,0.969
17.067,0.968
17.097,0.968
17.127,0.974
17.157,0.974
17.187,0.976
17.217,0.973
17.247,0.966
17.277,0.968
17.307,0.968
17.337,0.970
17.367,0.970
17.397,0.969
17.427,0.971
17.457,0.969
17.487,0.968
17.517,0.972
17.547,0.971
17.577,0.968
17.607,0.968
17.637,0.972
17.667,0.972
17.697,0.971
17.727,0.972
17.757,0.972
17.787,0.970
17.817,0.965
17.847,0.970
17.877,0.971
17.907,0.978
17.937,0.972
17.967,0.972
17.997,0.969
18.027,0.968
18.057,0.970
18.087,0.971
18.117,0.970
18.147,0.968
18.177,0.975
18.207,0.972
18.237,0.974
18.267,0.974
18.297,0.971
18.327,0.967
18.357,0.975
18.387,0.972
18.417,0.972
18.447,0.975
18.477,0.972
18.507,0.970
18.537,0.974
18.567,0.965
18.597,0.968
18.627,0.976
18.657,0.972
18.687,0.971
18.717,0.972
18.747,0.966
18.777,0.972
18.807,0.973
18.837,0.971
18.867,0.969
18.897,0.969
18.927,0.970
18.957,0.973
18.987,0.972
19.017,0.970
19.047,0.965
19.077,0.974
19.107,0.970
19.137,0.968
19.167,0.976
19.197,0.974
19.227,0.969
19.257,0.972
19.287,0.970
19.317,0.970
19.347,0.972
19.377,0.972
19.407,0.972
19.437,0.974
19.467,0.965
19.497,0.970
19.527,0.971
19.557,0.973
19.587,0.974
19.617,0.975
19.647,0.973
19.677,0.969
19.707,0.970
19.737,0.974
19.767,0.972
19.797,0.967
19.827,0.970
19.857,0.971
19.887,0.971
19.917,0.975
19.947,0.970
19.977,0.972
20.007,0.972
20.037,0.968
20.067,0.971
20.097,0.976
20.127,0.968
20.157,0.968
20.187,0.968
20.217,0.970
20.247,0.971
20.277,0.971
20.307,0.971
20.337,0.972
20.367,0.972
20.397,0.973
20.427,0.964
20.457,0.972
20.487,0.977
20.517,0.972
20.547,0.974
20.577,0.968
20.607,0.967
20.637,0.973
20.667,0.969
20.697,0.973
20.727,0.974
20.757,0.971
20.787,0.968
20.817,0.971
20.847,0.976
20.877,0.973
20.907,0.970
20.937,0.963
20.967,0.976
20.997,0.971
21.027,0.973
21.057,0.971
21.087,0.972
21.117,0.968
21.147,0.967
21.177,0.971
21.207,0.975
21.237,0.969
21.267,0.967
21.297,0.973
21.327,0.972
21.357,0.971
21.387,0.973
21.417,0.970
21.447,0.973
21.477,0.966
21.507,0.966
21.537,0.974
21.567,0.970
21.597,0.968
21.627,0.972
21.657,0.972
21.687,0.974
21.717,0.971
21.747,0.967
21.777,0.970
21.807,0.972
21.837,0.973
21.867,0.976
21.897,0.968
21.927,0.967
21.957,0.971
21.987,0.967
22.017,0.972
22.047,0.972
22.077,0.969
22.107,0.967
22.137,0.970
22.167,0.972
22.197,0.970
22.227,0.971
22.257,0.972
22.287,0.969
22.317,0.973
22.347,0.969
22.377,0.973
22.407,0.972
22.437,0.971
22.467,0.974
22.497,0.972
22.527,0.970
22.557,0.967
22.587,0.971
22.617,0.969
22.647,0.972
22.677,0.973
22.707,0.967
22.737,0.969
22.767,0.975
22.797,0.976
22.827,0.973
22.857,0.971
22.887,0.971
22.917,0.968
22.947,0.975
22.977,0.967
23.007,0.968
23.037,0.970
23.067,0.973
23.097,0.974
23.127,0.967
23.157,0.975
23.187,0.968
23.217,0.974
23.247,0.970
23.277,0.968
23.307,0.971
23.337,0.973
23.367,0.970
23.397,0.974
23.427,0.967
23.457,0.967
23.487,0.973
23.517,0.967
23.547,0.973
23.577,0.973
23.607,0.976
23.637,0.972
23.667,0.974
23.697,0.966
23.727,0.970
23.757,0.972
23.787,0.971
23.817,0.972
23.847,0.968
23.877,0.969
23.907,0.970
23.937,0.971
23.967,0.974
23.997,0.973
24.027,0.971
24.057,0.966
24.087,0.968
24.117,0.973
24.147,0.979
24.177,0.973
24.207,0.964
24.237,0.971
24.267,0.977
24.297,0.974
24.327,0.972
24.357,0.973
24.387,0.970
24.417,0.964
24.447,0.969
24.477,0.970
24.507,0.972
24.537,0.975
24.567,0.974
24.597,0.968
24.627,0.969
24.657,0.967
24.687,0.971
24.717,0.973
24.747,0.972
24.777,0.971
24.807,0.972
24.837,0.972
24.867,0.971
24.897,0.970
24.927,0.974
24.957,0.967
24.987,0.965
25.017,0.972
25.047,0.970
25.077,0.967
25.107,0.977
25.137,0.970
25.167,0.970
25.197,0.969
25.227,0.969
25.257,0.971
25.287,0.974
25.317,0.975
25.347,0.969
25.377,0.970
25.407,0.965
25.437,0.970
25.467,0.968
25.497,0.975
25.527,0.972
25.557,0.968
25.587,0.968
25.617,0.976
25.647,0.971
25.677,0.972
25.707,0.966
25.737,0.963
25.767,0.971
25.797,0.972
25.827,0.971
25.857,0.977
25.887,0.970
25.917,0.971
25.947,0.970
25.977,0.963
26.007,0.968
26.037,0.975
26.067,0.976
26.097,0.973
26.127,0.974
26.157,0.971
26.187,0.972
26.217,0.964
26.247,0.962
26.277,0.970
26.307,0.973
26.337,0.974
26.367,0.969
26.397,0.969
26.427,0.969
26.457,0.975
26.487,0.972
26.517,0.969
26.547,0.970
26.577,0.975
26.607,0.973
26.637,0.971
26.667,0.965
26.697,0.970
26.727,0.971
26.757,0.975
26.787,0.974
26.817,0.971
26.847,0.970
26.877,0.968
26.907,0.969
26.937,0.973
26.967,0.967
26.997,0.969
27.027,0.971
27.057,0.966
27.087,0.969
27.117,0.973
27.147,0.971
27.177,0.971
27.207,0.972
27.237,0.972
27.267,0.974
27.297,0.973
27.327,0.966
27.357,0.974
27.387,0.975
27.417,0.972
27.447,0.971
27.477,0.970
27.507,0.970
27.537,0.971
27.567,0.968
27.597,0.973
27.627,0.970
27.657,0.970
27.687,0.972
27.717,0.969
27.747,0.971
27.777,0.974
27.807,0.972
27.837,0.972
27.867,0.973
27.897,0.974
27.927,0.969
27.957,0.973
27.987,0.971
28.017,0.972
28.047,0.973
28.077,0.973
28.107,0.967
28.137,0.969
28.167,0.970
28.197,0.971
28.227,0.968
28.257,0.969
28.287,0.973
28.317,0.973
28.347,0.971
28.377,0.968
28.407,0.975
28.437,0.973
28.467,0.970
28.497,0.974
28.527,0.973
28.557,0.969
28.587,0.973
28.617,0.967
28.647,0.971
28.677,0.974
28.707,0.971
28.737,0.969
28.767,0.971
28.797,0.968
28.827,0.973
28.857,0.973
28.887,0.971
28.917,0.974
28.947,0.976
28.977,0.976
29.007,0.965
29.037,0.972
29.067,0.971
29.097,0.971
29.127,0.978
29.157,0.974
29.187,0.975
29.217,0.967
29.247,0.969
29.277,0.972
29.307,0.974
29.337,0.973
29.367,0.975
29.397,0.973
29.427,0.970
29.457,0.971
29.487,0.971
29.517,0.973
29.547,0.976
29.577,0.975
29.607,0.973
29.637,0.966
29.667,0.972
29.697,0.977
29.727,0.974
29.757,0.973
29.787,0.975
29.817,0.976
29.847,0.974
29.877,0.968
29.907,0.968
29.937,0.971
29.967,0.970
29.997,0.974
30.027,0.973
30.057,0.969
30.087,0.963
30.117,0.969
30.147,0.976
30.177,0.976
30.207,0.975
30.237,0.971
30.267,0.976
30.297,0.970
30.327,0.972
30.357,0.973
30.387,0.971
30.417,0.971
30.447,0.974
30.477,0.975
30.507,0.972
30.537,0.969
30.567,0.971
30.597,0.976
30.627,0.975
30.657,0.971
30.687,0.969
30.717,0.969
30.747,0.968
30.777,0.972
30.807,0.978
30.837,0.975
30.867,0.973
30.897,0.975
30.927,0.966
30.957,0.971
30.987,0.972
31.017,0.971
31.047,0.970
31.077,0.971
31.107,0.972
31.137,0.972
31.167,0.967
31.197,0.972
31.227,0.975
31.257,0.972
31.287,0.973
31.317,0.971
31.347,0.972
31.377,0.967
31.407,0.971
31.437,0.969
31.467,0.973
31.497,0.973
31.527,0.973
31.557,0.968
31.587,0.973
31.617,0.973
31.647,0.972
31.677,0.975
31.707,0.973
31.737,0.974
31.767,0.973
31.797,0.969
31.827,0.972
31.857,0.971
31.887,0.973
31.917,0.978
31.947,0.978
31.977,0.968
32.007,0.972
32.037,0.969
32.067,0.969
32.097,0.973
32.127,0.971
32.157,0.971
32.187,0.970
32.217,0.967
32.247,0.975
32.277,0.970
32.307,0.975
32.337,0.972
32.367,0.971
32.397,0.973
32.427,0.974
32.457,0.971
32.487,0.970
32.517,0.966
32.547,0.968
32.577,0.971
32.607,0.973
32.637,0.965
32.667,0.982
32.697,0.972
32.727,0.959
32.757,0.962
32.787,0.964
32.817,0.972
32.847,0.977
32.877,0.976
32.907,0.972
32.937,0.972
32.967,0.975
32.997,0.971
33.027,0.960
33.057,0.976
33.087,0.969
33.117,0.968
33.147,0.969
33.177,0.972
33.207,0.977
33.237,0.968
33.267,0.975
33.297,0.974
33.327,0.973
33.357,0.971
33.387,0.977
33.417,0.970
33.447,0.967
33.477,0.970
33.507,0.978
33.537,0.970
33.567,0.967
33.597,0.972
33.627,0.972
33.657,0.971
33.687,0.973
33.717,0.970
33.747,0.971
33.777,0.977
33.807,0.977
33.837,0.973
33.867,0.973
33.897,0.973
33.927,0.974
33.957,0.976
33.987,0.975
34.017,0.969
34.047,0.966
34.077,0.967
34.107,0.978
34.137,0.972
34.167,0.970
34.197,0.971
34.227,0.968
34.257,0.975
34.287,0.972
34.317,0.969
34.347,0.974
34.377,0.971
34.407,0.972
34.437,0.972
34.467,0.974
34.497,0.973
34.527,0.974
34.557,0.973
34.587,0.972
34.617,0.973
34.647,0.976
34.677,0.975
34.707,0.966
34.737,0.974
34.767,0.970
34.797,0.970
34.827,0.978
34.857,0.977
34.887,0.974
34.917,0.969
34.947,0.970
34.977,0.974
35.007,0.969
35.037,0.974
35.067,0.977
35.097,0.969
35.127,0.973
35.157,0.971
35.187,0.972
35.217,0.971
35.247,0.975
35.277,0.968
35.307,0.970
35.337,0.973
35.367,0.973
35.397,0.970
35.427,0.976
35.457,0.974
35.487,0.974
35.517,0.972
35.547,0.968
35.577,0.974
35.607,0.974
35.637,0.972
35.667,0.973
35.697,0.969
35.727,0.968
35.757,0.971
35.787,0.969
35.817,0.972
35.847,0.975
35.877,0.973
35.907,0.967
35.937,0.972
35.967,0.974
35.997,0.970
36.027,0.974
36.057,0.976
36.087,0.974
36.117,0.971
36.147,0.975
36.177,0.970
36.207,0.970
36.237,0.969
36.267,0.971
36.297,0.972
36.327,0.975
36.357,0.969
36.387,0.968
36.417,0.969
36.447,0.971
36.477,0.975
36.507,0.973
36.537,0.970
36.567,0.967
36.597,0.970
36.627,0.971
36.657,0.973
36.687,0.974
36.717,0.975
36.747,0.969
36.777,0.969
36.807,0.976
36.837,0.971
36.867,0.970
36.897,0.971
36.927,0.973
36.957,0.973
36.987,0.970
37.017,0.968
37.047,0.972
37.077,0.971
37.107,0.974
37.137,0.970
37.167,0.979
37.197,0.979
37.227,0.973
37.257,0.969
37.287,0.973
37.317,0.966
37.347,0.967
37.377,0.976
37.407,0.975
37.437,0.974
37.467,0.972
37.497,0.966
37.527,0.969
37.557,0.975
37.587,0.976
37.617,0.969
37.647,0.974
37.677,0.971
37.707,0.970
37.737,0.973
37.767,0.972
37.797,0.975
37.827,0.971
37.857,0.975
37.887,0.972
37.917,0.969
37.947,0.972
37.977,0.975
38.007,0.971
38.037,0.974
38.067,0.973
38.097,0.976
38.127,0.971
38.157,0.966
38.187,0.967
38.217,0.974
38.247,0.974
38.277,0.973
38.307,0.971
38.337,0.972
38.367,0.966
38.397,0.970
38.427,0.973
38.457,0.976
38.487,0.970
38.517,0.970
38.547,0.967
38.577,0.972
38.607,0.974
38.637,0.973
38.667,0.971
38.697,0.972
38.727,0.974
38.757,0.975
38.787,0.973
38.817,0.968
38.847,0.973
38.877,0.972
38.907,0.974
38.937,0.973
38.967,0.973
38.997,0.970
39.027,0.970
39.057,0.972
39.087,0.976
39.117,0.975
39.147,0.971
39.177,0.970
39.207,0.975
39.237,0.976
39.267,0.972
39.297,0.972
39.327,0.975
39.357,0.974
39.387,0.972
39.417,0.971
39.447,0.971
39.477,0.972
39.507,0.973
39.537,0.972
39.567,0.974
39.597,0.973
39.627,0.972
39.657,0.972
39.687,0.975
39.717,0.974
39.747,0.973
39.777,0.974
39.807,0.965
39.837,0.975
39.867,0.974
39.897,0.972
39.927,0.975
39.957,0.974
39.987,0.972
40.017,0.967
40.047,0.966
40.077,0.969
40.107,0.973
40.137,0.976
40.167,0.976
40.197,0.971
40.227,0.970
40.257,0.971
40.287,0.971
40.317,0.971
40.347,0.975
40.377,0.977
40.407,0.971
40.437,0.966
40.467,0.977
40.497,0.971
40.527,0.970
40.557,0.978
40.587,0.977
40.617,0.972
40.647,0.970
40.677,0.968
40.707,0.973
40.737,0.979
40.767,0.979
40.797,0.975
40.827,0.970
40.857,0.968
40.887,0.977
40.917,0.974
40.947,0.975
40.977,0.976
41.007,0.972
41.037,0.974
41.067,0.977
41.097,0.974
41.127,0.974
41.157,0.973
41.187,0.973
41.217,0.975
41.247,0.971
41.277,0.962
41.307,0.974
41.337,0.981
41.367,0.977
41.397,0.976
41.427,0.970
41.457,0.970
41.487,0.974
41.517,0.975
41.547,0.975
41.577,0.977
41.607,0.978
41.637,0.974
41.667,0.974
41.697,0.977
41.727,0.974
41.757,0.971
41.787,0.975
41.817,0.976
41.847,0.973
41.877,0.968
41.907,0.971
41.937,0.975
41.967,0.975
41.997,0.976
42.027,0.972
42.057,0.972
42.087,0.972
42.117,0.973
42.147,0.975
42.177,0.979
42.207,0.973
42.237,0.973
42.267,0.974
42.297,0.976
42.327,0.970
42.357,0.969
42.387,0.977
42.417,0.976
42.447,0.977
42.477,0.966
42.507,0.972
42.537,0.975
42.567,0.972
42.597,0.977
42.627,0.974
42.657,0.970
42.687,0.966
42.717,0.973
42.747,0.973
42.777,0.974
42.807,0.976
42.837,0.972
42.867,0.975
42.897,0.979
42.927,0.973
42.957,0.977
42.987,0.975
43.017,0.973
43.047,0.970
43.077,0.974
43.107,0.971
43.137,0.974
43.167,0.975
43.197,0.975
43.227,0.973
43.257,0.972
43.287,0.972
43.317,0.972
43.347,0.973
43.377,0.975
43.407,0.972
43.437,0.975
43.467,0.967
43.497,0.967
43.527,0.972
43.557,0.972
43.587,0.976
43.617,0.978
43.647,0.977
43.677,0.968
43.707,0.973
43.737,0.971
43.767,0.971
43.797,0.976
43.827,0.978
43.857,0.974
43.887,0.971
43.917,0.969
43.947,0.976
43.977,0.975
44.007,0.972
44.037,0.975
44.067,0.972
44.097,0.980
44.127,0.976
44.157,0.967
44.187,0.975
44.217,0.972
44.247,0.972
44.277,0.980
44.307,0.975
44.337,0.975
44.367,0.971
44.397,0.966
44.427,0.973
44.457,0.971
44.487,0.973
44.517,0.977
44.547,0.971
44.577,0.968
44.607,0.975
44.637,0.975
44.667,0.974
44.697,0.972
44.727,0.973
44.757,0.972
44.787,0.973
44.817,0.975
44.847,0.974
44.877,0.965
44.907,0.978
44.937,0.972
44.967,0.970
44.997,0.977
45.027,0.972
45.057,0.969
45.087,0.973
45.117,0.969
45.147,0.970
45.177,0.975
45.207,0.977
45.237,0.975
45.267,0.972
45.297,0.971
45.327,0.973
45.357,0.973
45.387,0.969
45.417,0.979
45.447,0.973
45.477,0.971
45.507,0.975
45.537,0.972
45.567,0.971
45.597,0.974
45.627,0.969
45.657,0.970
45.687,0.979
45.717,0.979
45.747,0.974
45.777,0.971
45.807,0.975
45.837,0.975
45.867,0.974
45.897,0.969
45.927,0.971
45.957,0.975
45.987,0.973
46.017,0.968
46.047,0.972
46.077,0.974
46.107,0.976
46.137,0.966
46.167,0.972
46.197,0.975
46.227,0.976
46.257,0.970
46.287,0.978
46.317,0.970
46.347,0.974
46.377,0.977
46.407,0.970
46.437,0.967
46.467,0.974
46.497,0.975
46.527,0.972
46.557,0.977
46.587,0.974
46.617,0.972
46.647,0.973
46.677,0.973
46.707,0.966
46.737,0.967
46.767,0.980
46.797,0.978
46.827,0.971
46.857,0.981
46.887,0.977
46.917,0.971
46.947,0.975
46.977,0.972
47.007,0.983
47.037,0.972
47.067,0.974
47.097,0.987
47.127,0.971
47.157,0.976
47.187,0.972
47.217,0.978
47.247,0.969
47.277,0.972
47.307,0.965
47.337,0.968
47.367,0.976
47.397,0.968
47.427,0.982
47.457,0.979
47.487,0.970
47.517,0.965
47.547,0.978
47.577,0.976
47.607,0.974
47.637,0.973
47.667,0.973
47.697,0.980
47.727,0.985
47.757,0.977
47.787,0.977
47.817,0.974
47.847,0.970
47.877,0.984
47.907,0.986
47.937,0.968
47.967,0.968
47.997,0.958
48.027,0.972
48.057,0.975
48.087,0.970
48.117,0.974
48.147,0.983
48.177,0.972
48.207,0.973
48.237,0.970
48.267,0.977
48.297,0.973
48.327,0.974
48.357,0.974
48.387,0.972
48.417,0.974
48.447,0.975
48.477,0.973
48.507,0.971
48.537,0.974
48.567,0.963
48.597,0.976
48.627,0.989
48.657,0.975
48.687,0.970
48.717,0.974
48.747,0.977
48.777,0.979
48.807,0.977
48.837,0.972
48.867,0.976
48.897,0.968
48.927,0.979
48.957,0.976
48.987,0.978
49.017,0.977
49.047,0.975
49.077,0.973
49.107,0.971
49.137,0.977
49.167,0.976
49.197,0.973
49.227,0.977
49.257,0.973
49.287,0.972
49.317,0.978
49.347,0.976
49.377,0.977
49.407,0.979
49.437,0.972
49.467,0.976
49.497,0.975
49.527,0.978
49.557,0.980
49.587,0.973
49.617,0.972
49.647,0.974
49.677,0.976
49.707,0.972
49.737,0.977
49.767,0.978
49.797,0.974
49.827,0.972
49.857,0.972
49.887,0.974
49.917,0.981
49.947,0.979
49.977,0.967
50.007,0.977
50.037,0.975
50.067,0.974
50.097,0.975
50.127,0.981
50.157,0.978
50.187,0.973
50.217,0.969
50.247,0.975
50.277,0.980
50.307,0.978
50.337,0.977
50.367,0.975
50.397,0.972
50.427,0.973
50.457,0.978
50.487,0.977
50.517,0.973
50.547,0.977
50.577,0.977
50.607,0.979
50.637,0.972
50.667,0.970
50.697,0.974
50.727,0.975
50.757,0.977
50.787,0.980
50.817,0.975
50.847,0.972
50.877,0.976
50.907,0.974
50.937,0.977
50.967,0.977
50.997,0.977
51.027,0.977
51.057,0.976
51.087,0.977
51.117,0.972
51.147,0.974
51.177,0.979
51.207,0.975
51.237,0.978
51.267,0.981
51.297,0.970
51.327,0.973
51.357,0.977
51.387,0.979
51.417,0.975
51.447,0.971
51.477,0.979
51.507,0.972
51.537,0.975
51.567,0.975
51.597,0.975
51.627,0.975
51.657,0.979
51.687,0.976
51.717,0.973
51.747,0.974
51.777,0.973
51.807,0.973
51.837,0.973
51.867,0.976
51.897,0.977
51.927,0.971
51.957,0.974
51.987,0.978
52.017,0.974
52.047,0.973
52.077,0.980
52.107,0.978
52.137,0.974
52.167,0.971
52.197,0.970
52.227,0.971
52.257,0.973
52.287,0.976
52.317,0.979
52.347,0.976
52.377,0.975
52.407,0.972
52.437,0.975
52.467,0.980
52.497,0.980
52.527,0.977
52.557,0.972
52.587,0.969
52.617,0.981
52.647,0.975
52.677,0.974
52.707,0.979
52.737,0.974
52.767,0.971
52.797,0.974
52.827,0.970
52.857,0.978
52.887,0.975
52.917,0.973
52.947,0.978
52.977,0.974
53.007,0.971
53.037,0.973
53.067,0.975
53.097,0.973
53.127,0.981
53.157,0.983
53.187,0.974
53.217,0.976
53.247,0.971
53.277,0.973
53.307,0.973
53.337,0.978
53.367,0.980
53.397,0.976
53.427,0.971
53.457,0.975
53.487,0.978
53.517,0.977
53.547,0.973
53.577,0.974
53.607,0.973
53.637,0.972
53.667,0.975
53.697,0.975
53.727,0.975
53.757,0.980
53.787,0.979
53.817,0.971
53.847,0.978
53.877,0.978
53.907,0.976
53.937,0.982
53.967,0.979
53.997,0.977
54.027,0.975
54.057,0.970
54.087,0.976
54.117,0.978
54.147,0.978
54.177,0.973
54.207,0.972
54.237,0.972
54.267,0.977
54.297,0.976
54.327,0.975
54.357,0.977
54.387,0.976
54.417,0.972
54.447,0.972
54.477,0.976
54.507,0.975
54.537,0.976
54.567,0.980
54.597,0.979
54.627,0.974
54.657,0.976
54.687,0.967
54.717,0.973
54.747,0.975
54.777,0.976
54.807,0.973
54.837,0.975
54.867,0.974
54.897,0.972
54.927,0.975
54.957,0.977
54.987,0.975
55.017,0.978
55.047,0.977
55.077,0.973
55.107,0.979
55.137,0.975
55.167,0.975
55.197,0.979
55.227,0.978
55.257,0.975
55.287,0.978
55.317,0.970
55.347,0.970
55.377,0.974
55.407,0.983
55.437,0.976
55.467,0.978
55.497,0.976
55.527,0.971
55.557,0.967
55.587,0.971
55.617,0.975
55.647,0.979
55.677,0.970
55.707,0.979
55.737,0.969
55.767,0.981
55.797,0.970
55.827,0.975
55.857,0.973
55.887,0.978
55.917,0.978
55.947,0.979
55.977,0.973
56.007,0.984
56.037,0.970
56.067,0.973
56.097,0.977
56.127,0.972
56.157,0.977
56.187,0.973
56.217,0.979
56.247,0.979
