df_hash,22ZHK4.FHJRBH
87.252,15
87.541,50
87.684,320
87.690,110
87.733,15
87.738,20
87.743,65
88.269,10
88.659,550
88.805,565
88.809,10
90.171,605
90.219,705
90.223,10
90.271,25
90.274,55
90.319,15
90.322,10
90.326,10
90.331,10
90.365,15
90.369,10
90.414,10
90.417,10
90.420,10
90.464,10
90.755,350
90.759,10
91.292,645
92.023,15
92.026,625
92.072,10
92.120,10
92.124,110
92.171,10
92.181,20
92.266,45
92.270,25
92.273,10
92.559,20
92.852,360
93.242,220
93.245,380
93.439,10
93.827,10
93.831,610
93.924,10
93.930,10
93.973,70
93.978,30
93.981,10
93.996,10
94.070,10
94.074,10
94.080,10
94.083,10
94.368,20
94.509,355
94.513,10
94.952,170
95.046,435
95.630,135
95.634,465
95.728,10
96.189,125
96.851,485
96.998,675
97.142,15
97.580,210
97.728,480
98.266,185
98.314,540
98.317,10
98.409,10
98.412,115
98.507,15
98.522,10
98.533,15
98.555,15
98.558,15
98.561,10
98.704,10
98.710,10
98.715,10
98.948,10
99.091,440
99.097,10
99.143,145
99.237,15
99.243,15
99.627,20
99.633,485
100.360,10
100.372,650
100.456,10
100.460,95
100.508,15
100.514,45
100.517,25
100.602,10
100.608,10
100.654,20
100.895,50
100.905,340
101.042,10
101.581,125
101.724,485
101.727,10
101.730,10
102.165,120
102.175,470
102.310,10
102.698,130
102.844,475
102.991,10
103.381,165
103.384,465
103.527,10
104.064,175
104.359,460
104.648,130
104.652,530
104.946,10
105.341,165
105.380,470
105.477,10
105.481,170
106.160,15
106.173,485
106.649,170
106.653,470
106.772,10
107.280,130
107.287,515
107.501,15
107.573,120
107.579,10
107.585,15
107.590,35
107.622,20
107.628,10
107.640,10
107.651,15
107.872,15
108.015,335
108.109,10
108.116,170
108.548,25
108.743,425
109.090,130
109.279,470
109.673,125
109.767,480
109.913,10
109.916,145
109.961,20
109.964,10
109.968,10
110.351,15
110.354,440
110.498,10
110.501,10
110.791,175
111.039,20
111.085,470
111.730,15
111.960,655
112.017,10
112.156,310
112.160,15
112.163,10
112.172,10
112.327,300
112.997,665
113.130,10
113.133,130
113.276,20
113.279,35
113.325,25
113.329,10
113.332,10
113.823,15
114.251,490
114.933,540
114.939,620
114.983,10
115.080,10
115.088,200
115.226,15
115.254,10
115.275,15
115.281,20
115.286,20
115.291,15
115.375,10
115.476,250
115.616,10
115.619,175
115.762,15
115.767,10
115.771,15
115.774,15
116.055,70
116.058,305
116.201,10
117.273,90
117.277,1130
117.420,10
117.566,180
117.712,170
117.715,15
117.761,15
117.764,10
117.769,15
117.809,15
117.813,15
117.860,125
117.907,10
118.833,940
118.837,10
118.979,10
118.985,25
119.126,115
119.131,180
119.177,10
120.490,1395
120.645,10
120.785,120
120.788,15
120.836,10
120.841,10
120.847,10
120.853,10
120.880,15
120.884,10
120.937,20
121.174,95
121.319,315
121.466,185
121.855,30
121.859,430
122.489,10
122.494,615
122.497,10
122.588,10
122.742,145
123.123,70
123.126,385
123.132,15
123.663,125
123.805,510
124.409,165
124.432,460
124.926,15
124.930,650
125.368,15
125.609,135
125.615,495
126.340,10
126.346,725
126.494,10
126.515,10
127.412,10
128.830,1070
130.793,1445
131.312,1860
131.458,670
131.463,10
131.508,15
131.512,55
131.656,15
131.660,80
131.663,10
131.872,10
133.116,275
133.554,1275
134.238,435
134.774,630
136.041,590
136.723,1270
137.990,685
139.671,1330
140.769,1610
142.839,1155
142.866,1925
142.870,15
142.874,15
142.878,30
142.914,15
142.918,15
142.922,10
142.925,10
142.965,15
143.258,190
143.261,10
144.376,1350
144.380,20
144.425,10
144.428,15
144.431,15
144.476,15
144.480,10
144.483,10
144.557,15
144.576,30
144.587,70
144.590,15
144.962,20
145.205,375
145.669,310
145.673,365
145.741,15
146.330,110
146.521,560
146.524,10
146.570,110
146.573,15
146.576,10
146.580,15
146.618,10
146.622,10
146.626,15
146.629,15
146.866,15
147.009,420
147.017,135
147.155,15
147.158,10
147.203,15
147.207,15
147.210,15
147.304,15
147.307,10
147.310,15
147.545,15
147.549,365
147.700,10
148.130,120
148.276,510
148.374,10
148.816,145
149.498,495
149.508,645
149.521,10
149.641,10
150.080,150
150.177,490
150.324,15
150.327,155
150.330,10
150.372,10
150.376,20
150.379,15
150.382,15
150.762,25
150.765,395
150.960,10
151.444,10
151.451,625
151.595,10
151.639,145
151.643,10
151.647,10
151.740,15
151.748,20
151.752,15
152.030,20
152.712,370
152.723,615
153.249,15
153.395,670
153.541,145
153.544,20
153.589,20
153.593,15
153.596,15
153.936,25
153.979,350
153.983,10
154.663,15
154.711,665
154.906,305
155.198,360
156.027,10
156.030,720
156.465,25
156.470,520
157.181,10
157.294,630
157.489,190
157.736,70
157.784,335
158.561,10
158.566,615
158.570,10
158.610,135
158.614,15
158.618,20
158.634,25
158.659,15
158.663,10
158.670,10
158.952,20
159.150,350
159.639,10
160.219,620
160.222,625
160.365,10
160.369,135
160.414,15
160.449,10
160.466,10
160.540,20
160.560,20
160.563,20
160.567,10
160.571,10
160.609,10
160.612,20
160.902,20
160.909,340
161.587,15
161.635,665
161.730,10
161.734,135
162.168,20
162.172,475
162.851,10
162.854,700
162.997,15
163.000,140
163.542,25
163.583,500
163.680,10
163.691,95
163.699,15
163.728,10
163.731,10
163.777,15
163.780,10
163.785,15
163.788,10
163.852,10
164.118,10
164.121,10
164.144,10
164.265,380
164.268,10
164.802,140
164.809,470
164.947,10
165.337,145
165.922,455
166.072,600
166.605,10
167.189,615
167.287,630
167.433,15
167.872,155
167.876,475
168.019,10
168.572,195
168.579,435
168.703,10
168.998,170
169.091,30
169.095,425
169.238,15
169.822,150
169.826,480
170.506,10
170.651,660
170.664,150
170.667,20
170.699,10
170.705,10
171.041,20
171.052,460
171.062,10
171.333,10
171.338,155
171.869,20
171.875,635
171.921,20
172.993,10
173.137,745
173.673,400
173.679,610
173.819,10
173.846,10
173.869,115
173.882,15
173.887,10
173.894,15
173.965,20
173.972,15
174.014,15
174.021,10
174.026,10
174.033,15
174.306,310
174.311,15
174.941,595
175.500,95
175.574,520
175.624,10
175.629,135
175.635,15
176.061,25
176.067,430
176.258,10
176.313,10
176.354,170
176.744,20
176.890,410
177.329,135
177.871,480
178.060,620
178.161,10
178.209,140
178.547,10
178.550,460
178.554,10
178.707,15
178.843,140
178.849,15
178.852,15
179.278,20
179.282,465
179.285,10
179.397,15
179.525,115
179.528,25
179.537,15
179.961,20
179.965,475
180.011,10
180.059,10
180.063,120
180.107,20
180.111,15
180.115,15
180.118,15
180.497,10
180.500,440
180.644,10
181.180,95
181.183,510
181.473,15
181.765,155
181.768,490
181.932,15
182.008,15
182.012,100
182.017,15
182.021,10
182.057,10
182.060,10
182.064,10
182.069,10
182.106,10
182.110,10
182.114,10
182.117,20
182.447,15
182.984,325
183.714,655
183.718,605
183.813,15
184.397,10
184.401,680
184.448,10
184.452,105
184.548,15
184.592,100
184.596,15
184.599,15
184.717,15
184.738,30
184.741,45
184.747,20
184.750,10
184.838,25
184.933,235
184.940,10
185.079,150
185.665,520
186.205,15
186.230,605
186.347,10
186.493,10
186.497,135
186.542,10
186.553,10
186.590,15
186.594,10
186.639,10
186.643,10
186.647,10
186.909,15
186.983,375
187.030,10
187.469,145
187.476,465
187.479,10
187.615,10
188.153,105
188.300,505
188.378,10
188.446,145
188.687,25
188.690,445
188.881,10
188.885,135
188.979,20
188.983,15
189.418,15
189.421,435
189.515,10
189.521,125
189.567,20
189.572,15
189.575,10
189.613,15
189.954,20
190.101,415
190.636,125
190.643,495
190.687,10
190.785,15
191.078,120
191.221,20
191.224,495
191.563,10
191.904,170
191.907,490
192.050,10
192.054,160
192.644,10
192.882,480
193.269,10
193.275,640
193.416,10
193.854,135
193.860,495
194.000,15
194.006,10
194.536,150
194.539,455
194.585,10
194.682,110
194.686,25
194.734,15
194.778,10
195.076,15
195.173,440
195.235,15
195.658,180
195.803,400
196.340,130
196.343,500
196.486,10
196.929,165
197.022,425
197.054,10
197.169,95
197.173,15
197.230,110
197.241,20
197.415,15
197.418,15
197.607,330
197.754,10
198.143,145
198.148,485
198.290,10
198.298,10
198.728,115
198.826,490
198.973,10
199.411,145
199.414,490
200.142,10
200.145,650
200.148,10
200.242,80
200.250,140
200.386,15
200.390,10
200.435,10
200.439,15
200.448,60
200.493,25
200.527,15
200.630,200
200.635,15
201.364,670
201.507,10
201.897,90
201.900,515
202.045,10
202.728,155
202.732,455
203.164,10
203.167,640
204.529,10
204.533,1290
204.536,10
204.675,110
204.679,20
204.724,15
204.728,25
204.731,30
204.824,20
204.828,10
204.831,10
205.114,15
205.130,350
205.220,15
205.358,145
205.362,15
205.368,15
205.373,10
205.407,20
205.410,15
205.414,15
205.417,15
205.458,10
205.462,10
205.651,20
205.846,320
206.367,15
206.482,595
207.064,15
207.601,765
209.113,520
209.116,1555
209.120,15
209.125,10
209.258,15
209.261,20
209.306,25
209.310,45
209.313,20
209.404,10
209.430,15
209.455,55
210.769,15
210.772,1395
210.820,10
210.824,35
210.941,35
210.964,15
210.967,10
210.971,20
210.985,30
211.061,30
211.065,15
211.069,15
211.110,10
211.118,10
211.125,10
211.128,10
211.159,10
211.162,15
211.166,15
211.169,15
211.207,20
211.211,15
211.354,15
211.413,205
212.037,660
212.577,10
212.580,620
213.011,10
213.015,370
213.308,275
213.314,10
213.450,115
213.547,145
213.551,10
213.596,15
213.600,20
213.603,25
213.695,25
213.707,15
213.745,10
213.748,10
213.841,245
213.986,10
215.111,1185
215.205,10
215.351,230
215.366,15
215.400,10
215.405,10
215.411,10
215.448,10
215.453,15
215.458,10
215.463,15
215.546,15
215.643,205
215.649,15
215.811,180
216.326,450
216.338,10
216.912,15
217.008,665
217.012,15
217.058,15
217.071,10
217.080,10
217.106,15
217.110,10
217.114,10
217.118,10
217.158,10
217.161,10
217.165,10
217.309,15
217.313,15
217.596,145
217.742,265
217.751,10
217.755,20
218.143,135
218.230,485
218.302,10
218.422,95
218.426,25
218.431,15
218.434,25
218.476,20
218.516,15
218.519,10
218.559,15
218.863,25
218.867,370
218.871,10
219.397,105
219.400,520
219.545,10
220.080,15
220.228,610
220.274,155
220.277,20
220.281,10
220.284,10
220.326,10
220.666,20
220.676,420
220.690,10
220.762,10
220.766,105
220.813,10
220.816,15
221.106,15
221.109,20
221.350,30
221.493,420
221.497,10
221.542,10
221.545,165
221.883,30
222.029,425
222.034,20
222.078,10
222.231,170
222.565,10
222.617,415
222.736,15
222.740,85
222.771,15
222.820,20
222.843,40
222.849,20
222.852,10
222.874,10
223.157,15
224.418,410
224.421,1220
224.516,15
224.529,140
224.661,20
224.665,15
224.710,10
224.714,10
224.759,10
224.762,10
224.766,15
224.831,25
225.033,265
225.052,10
226.221,635
226.319,610
226.912,155
226.915,500
227.050,10
227.053,120
227.104,15
227.136,15
227.221,15
227.246,20
227.249,15
227.252,15
227.257,10
227.261,10
227.353,10
227.363,10
227.366,20
227.369,35
227.879,40
228.025,740
228.028,25
228.074,10
228.077,10
228.080,10
228.125,15
228.130,10
228.184,190
228.854,690
229.536,10
229.683,620
230.134,120
230.222,505
230.804,10
232.022,585
232.026,1330
232.168,20
232.172,10
232.217,105
232.221,10
232.225,15
232.229,10
232.267,10
232.344,15
232.464,10
232.607,20
232.611,340
232.802,15
232.806,10
233.972,10
234.265,1420
234.411,355
234.801,310
234.948,235
235.533,445
235.630,260
235.634,15
235.781,15
235.789,40
235.801,15
236.117,290
236.122,10
236.214,235
236.219,10
236.334,10
237.189,320
237.193,635
237.336,10
237.726,145
237.729,415
237.872,10
238.035,10
238.068,160
238.072,15
238.082,10
238.086,10
238.118,10
238.121,15
238.409,20
238.412,325
238.996,10
239.045,580
239.091,10
239.529,120
239.533,460
239.582,10
239.824,15
240.212,110
240.358,495
240.361,165
240.507,10
240.854,15
240.946,385
241.333,10
241.336,590
241.531,10
241.577,120
241.580,15
241.583,10
241.629,10
241.653,10
241.660,15
241.664,10
241.726,20
241.918,45
241.924,340
242.017,10
242.602,130
243.137,475
243.141,600
243.283,10
243.286,155
243.723,25
243.869,445
243.967,10
243.970,140
243.973,15
243.982,10
244.407,20
244.550,405
244.947,180
244.989,440
244.992,10
245.160,10
245.382,130
245.650,10
245.674,450
246.208,10
246.214,605
246.355,10
246.359,135
246.362,15
246.402,10
246.407,10
246.452,10
246.455,10
246.459,10
246.744,20
246.748,355
246.895,10
247.088,155
247.329,20
247.332,420
247.427,10
248.011,125
248.015,475
248.158,10
248.547,125
248.551,490
248.694,15
249.230,120
249.376,545
249.522,180
249.526,25
249.961,15
249.965,450
250.156,15
250.160,135
250.208,15
250.226,10
250.644,25
250.649,455
250.803,10
251.183,140
251.328,530
251.478,15
251.911,165
252.014,470
252.155,120
252.160,155
252.203,15
252.210,10
252.217,10
252.223,10
252.301,10
252.308,20
252.474,240
253.148,335
253.812,325
253.816,690
253.912,10
253.958,10
253.963,120
254.008,20
254.015,15
254.021,10
254.105,10
254.111,10
254.116,15
254.153,10
254.159,10
254.165,10
254.170,10
254.202,15
254.207,20
254.212,15
254.217,15
254.420,225
254.546,10
255.567,1190
256.591,10
256.597,1000
256.737,260
258.152,1310
258.692,15
258.833,615
258.846,10
258.885,15
258.888,20
258.891,20
258.979,160
258.983,10
259.028,10
259.032,35
259.036,20
259.150,25
259.515,275
259.519,150
259.564,25
259.573,30
259.612,25
259.644,10
259.981,15
259.985,310
259.989,10
260.540,10
260.545,590
261.082,10
261.371,585
261.953,10
262.879,850
264.390,975
264.394,1500
264.781,10
264.930,555
264.944,10
266.217,700
267.564,490
267.852,1395
268.144,395
269.121,235
269.655,610
270.630,890
270.776,1060
272.190,10
272.288,1535
272.433,190
272.437,10
273.263,840
274.680,10
275.504,1390
276.041,815
276.626,605
277.311,595
277.699,685
277.991,325
278.819,390
279.651,800
279.989,800
281.939,305
283.694,1925
283.986,1900
284.084,405
284.091,10
285.059,540
285.551,465
285.794,370
286.863,295
288.130,1090
288.135,1275
288.179,20
288.183,10
288.187,15
288.578,20
289.942,345
290.616,1130
291.202,1015
292.322,560
292.326,1105
292.371,10
292.569,255
292.713,140
292.858,80
293.980,670
294.712,565
295.138,590
295.930,505
296.320,805
296.468,365
296.473,210
297.831,10
299.635,1405
299.781,1720
299.784,225
301.346,1480
301.438,10
301.731,430
302.316,10
302.319,610
302.464,10
302.705,10
302.998,405
303.291,250
304.363,260
305.923,1195
306.605,1475
307.971,675
308.705,1485
309.800,570
309.920,1140
309.925,10
310.213,245
310.505,275
310.510,235
310.554,10
310.558,20
310.561,20
310.781,170
312.309,1200
313.139,410
313.294,745
313.535,260
314.795,210
315.088,1230
315.233,265
315.486,265
315.770,250
316.745,210
316.749,1010
317.866,10
318.945,1125
319.523,1105
320.303,505
320.499,560
321.034,455
321.571,590
323.667,510
325.229,2120
325.617,1500
326.300,535
327.713,585
328.249,1510
329.373,530
329.955,1095
331.325,575
331.613,1160
331.868,560
331.912,185
332.150,90
332.734,260
333.417,580
333.952,600
334.540,615
335.074,570
335.610,565
336.200,615
336.877,535
337.024,635
337.170,235
338.426,10
338.535,1265
338.539,10
338.684,205
339.805,460
340.208,800
341.463,390
341.899,1225
343.117,505
343.410,1220
343.702,220
343.825,310
343.848,165
343.851,10
343.855,15
344.238,10
344.784,375
345.506,600
346.042,670
346.188,630
346.873,10
347.456,745
348.531,645
348.677,1095
348.970,10
350.088,395
350.770,1055
351.070,705
351.768,375
351.843,660
352.428,15
352.720,690
354.085,305
354.090,1360
354.524,10
355.206,415
355.221,655
355.889,10
356.620,720
357.157,680
358.290,540
358.326,1155
358.330,10
358.960,15
360.081,640
360.374,1220
360.481,280
360.538,20
360.618,270
361.300,635
361.452,165
362.421,315
363.006,650
363.981,545
365.346,1005
365.350,1405
365.496,10
365.502,10
365.505,10
365.543,15
365.547,25
365.887,80
366.131,350
366.321,10
366.324,315
366.349,10
366.516,130
366.531,10
366.537,15
367.588,20
368.124,1210
368.128,525
368.954,20
369.395,875
369.933,375
370.613,595
371.245,620
371.732,560
372.025,620
372.999,240
373.541,970
374.072,600
375.089,565
375.095,990
375.101,15
375.342,195
377.022,1180
377.290,595
377.295,240
378.264,10
378.269,950
378.410,10
378.556,270
378.560,10
379.386,250
380.461,620
380.555,1140
381.043,10
381.882,585
383.678,810
383.967,1720
384.114,540
385.874,1210
386.600,570
387.137,635
387.721,575
387.724,595
388.404,10
388.793,630
388.797,540
389.476,10
389.768,585
390.061,300
390.597,250
391.183,580
391.329,610
391.561,255
391.565,20
391.864,290
391.868,125
391.916,60
392.985,1005
393.376,105
394.791,405
395.765,1295
396.300,1040
397.130,610
398.543,805
398.787,1425
398.835,215
398.838,10
399.079,15
400.200,330
400.203,1085
400.352,15
400.591,150
401.716,305
402.687,1030
403.223,1070
403.369,540
403.374,170
403.515,10
405.027,280
405.612,1315
406.148,530
407.276,615
408.097,1110
409.073,830
409.760,1005
409.906,735
410.876,10
411.169,1110
412.390,285
412.972,1000
412.976,700
413.118,10
413.123,10
413.240,305
413.267,10
415.458,1105
416.580,1130
416.824,1125
418.383,220
418.676,1560
418.682,350
419.895,35
420.041,1130
420.333,160
420.349,325
421.454,10
421.845,1180
422.966,350
423.361,1105
423.502,500
423.940,10
423.944,490
424.087,170
424.331,235
425.988,1125
426.727,500
427.813,705
428.230,1140
428.234,480
428.527,10
429.890,255
430.473,1370
430.478,570
430.524,10
430.720,10
431.308,305
432.278,505
433.105,1020
434.470,880
434.909,1315
435.885,395
437.006,990
438.812,1205
439.053,1775
440.320,325
440.777,1195
441.493,510
442.123,630
442.953,650
444.260,840
446.024,1315
446.170,1975
446.754,320
447.249,195
447.827,605
448.363,495
448.802,545
449.338,535
450.316,560
450.614,585
451.142,575
451.440,580
451.742,265
451.827,325
452.558,10
452.800,815
453.482,305
453.530,665
453.961,10
454.215,505
454.359,280
454.505,265
455.870,405
456.699,875
456.702,955
456.845,15
456.991,195
457.236,245
458.941,545
459.332,1185
459.478,590
460.779,645
461.432,625
462.110,660
462.402,665
462.695,585
463.523,740
463.621,230
463.624,10
464.596,355
464.602,680
465.327,10
466.546,630
466.887,1230
467.668,295
467.962,825
468.011,390
469.325,10
470.056,1370
470.936,720
471.568,825
471.958,680
471.965,365
472.104,10
472.249,360
474.071,1245
475.321,575
475.325,1165
476.003,10
476.402,700
477.148,460
477.953,755
478.928,815
479.319,895
479.323,405
479.367,15
479.370,10
479.374,10
479.378,10
479.415,15
480.586,620
481.024,660
481.028,395
481.122,10
481.125,10
481.129,180
481.853,620
481.857,10
482.098,245
482.925,320
483.510,595
484.193,600
485.122,595
485.558,715
486.289,725
486.293,655
486.973,10
487.276,675
487.413,315
487.655,45
487.664,340
488.629,10
489.319,1060
489.897,645
490.579,595
490.725,755
491.262,15
491.554,630
492.535,275
493.211,1005
493.901,620
494.479,645
495.698,705
495.990,1205
496.818,240
497.355,840
498.633,615
499.061,1280
499.451,360
500.572,500
500.719,1255
501.840,780
502.814,265
504.034,955
505.839,1345
507.105,1855
507.951,1195
508.372,805
508.375,460
508.522,10
508.768,15
509.737,385
509.883,1040
509.886,140
510.034,10
510.068,35
510.090,115
510.176,10
510.712,305
511.010,265
511.150,505
512.374,810
512.808,465
512.956,480
514.702,580
514.758,1095
514.761,145
514.855,110
515.002,155
515.005,55
516.953,1440
517.635,475
517.646,800
517.794,15
517.832,10
517.836,10
517.840,15
