df_hash,22ZHK4.JVF6GR
319.591,35.562
320.820,35.562
321.541,35.562
322.516,35.594
323.539,35.562
324.612,35.594
325.587,35.562
326.757,35.562
327.501,35.625
328.564,35.594
329.612,35.562
330.561,35.562
331.543,35.594
332.514,35.562
333.485,35.594
334.606,35.594
335.585,35.625
336.556,35.562
337.534,35.531
338.510,35.500
339.578,35.469
340.596,35.500
341.528,35.469
342.503,35.469
343.527,35.500
344.943,35.469
345.539,35.500
346.550,35.531
347.524,35.531
348.499,35.594
350.019,35.625
350.551,35.625
351.571,35.625
352.516,35.625
353.479,35.656
354.593,35.656
355.579,35.625
356.691,35.625
357.522,35.656
358.469,35.594
359.614,35.625
360.597,35.625
361.518,35.594
362.491,35.562
363.487,35.562
364.586,35.469
365.488,35.500
366.536,35.500
367.511,35.469
368.509,35.500
369.611,35.500
370.582,35.531
371.513,35.531
372.538,35.562
373.459,35.562
374.580,35.656
375.555,35.625
376.529,35.625
377.506,35.625
378.490,35.625
379.552,35.625
380.576,35.625
381.704,35.625
382.526,35.656
383.500,35.625
384.574,35.656
385.548,35.656
386.529,35.719
387.497,35.688
388.476,35.688
389.547,35.656
390.582,35.688
391.544,35.719
392.522,35.719
393.494,35.719
394.588,35.719
395.493,35.750
396.516,35.750
397.492,35.844
398.466,35.812
399.587,35.812
400.565,35.781
401.830,35.812
402.513,35.781
403.487,35.812
404.609,35.812
405.583,35.781
406.562,35.781
407.536,35.844
408.508,35.812
409.778,35.875
410.556,35.875
411.555,35.844
412.506,35.812
413.507,35.781
414.601,35.719
415.528,35.781
416.697,35.750
417.551,35.656
418.748,35.656
419.599,35.656
420.558,35.656
421.524,35.688
422.573,35.719
423.620,35.750
424.598,35.781
425.570,35.750
426.551,35.781
427.520,35.812
428.495,35.781
429.616,35.906
430.615,35.906
431.517,35.906
432.497,35.875
433.613,35.875
434.598,35.875
435.569,35.875
436.539,35.875
437.465,35.875
438.493,35.875
439.561,35.750
440.589,35.719
441.560,35.719
442.538,35.719
443.510,35.750
444.484,35.719
445.556,35.688
446.536,35.688
447.507,35.750
448.482,35.750
449.511,35.750
450.624,35.781
451.557,35.750
452.529,35.781
453.506,35.781
454.477,35.781
455.530,35.781
456.681,35.812
457.649,35.781
458.481,35.812
459.604,35.812
460.571,35.812
461.548,35.812
462.518,35.750
463.496,35.750
464.490,35.781
465.449,35.781
466.476,35.781
467.549,35.750
468.518,35.812
469.492,35.812
470.710,35.812
471.540,35.844
472.520,35.875
473.638,35.906
474.470,35.938
475.491,35.938
476.561,35.938
477.536,35.969
478.559,35.906
479.504,35.875
480.608,35.906
481.539,35.875
482.559,35.875
483.537,35.875
484.513,35.875
485.581,35.875
486.569,35.875
487.559,35.875
488.504,35.844
489.487,35.875
490.453,35.844
491.575,35.875
492.550,35.844
493.525,35.875
494.500,35.875
495.480,35.844
496.638,35.875
497.576,35.844
498.497,35.844
499.472,35.844
500.616,35.812
501.569,35.812
502.544,35.875
503.518,35.875
504.540,35.812
505.468,35.781
506.546,35.750
507.565,35.781
508.543,35.812
509.514,35.719
510.463,35.750
511.419,35.750
512.537,35.688
513.522,35.688
514.635,35.688
515.466,35.688
516.590,35.688
517.562,35.688
518.533,35.656
519.517,35.750
520.483,35.656
521.580,35.656
522.433,35.719
523.654,35.719
524.480,35.719
525.455,35.750
526.625,35.719
527.551,35.719
528.526,35.719
529.503,35.688
530.476,35.812
531.548,35.781
532.572,35.719
533.498,35.719
534.622,35.750
535.461,35.750
536.434,35.812
537.595,35.781
538.521,35.781
539.494,35.781
540.469,35.781
541.447,35.781
542.566,35.906
543.541,35.844
544.612,35.812
545.442,35.844
546.571,35.812
547.566,35.844
548.514,35.875
549.491,35.844
550.463,35.844
