df_hash,22ZHK4.JVF6GR
13.997,1.037
14.027,1.030
14.057,1.026
14.087,1.028
14.117,1.026
14.147,1.029
14.177,1.032
14.207,1.033
14.237,1.026
14.267,1.022
14.297,1.043
14.327,1.030
14.357,1.027
14.387,1.031
14.417,1.024
14.447,1.023
14.477,1.023
14.507,1.031
14.537,1.035
14.567,1.030
14.597,1.028
14.627,1.023
14.657,1.031
14.687,1.031
14.717,1.025
14.747,1.031
14.777,1.026
14.807,1.029
14.837,1.037
14.867,1.033
14.897,1.021
14.927,1.028
14.957,1.027
14.987,1.028
15.017,1.020
15.047,1.031
15.077,1.033
15.107,1.026
15.137,1.021
15.167,1.025
15.197,1.028
15.227,1.030
15.257,1.032
15.287,1.028
15.317,1.027
15.347,1.039
15.377,1.028
15.407,1.022
15.437,1.025
15.467,1.028
15.497,1.031
15.527,1.024
15.557,1.033
15.587,1.033
15.617,1.025
15.647,1.027
15.677,1.032
15.707,1.026
15.737,1.029
15.767,1.034
15.797,1.032
15.827,1.022
15.857,1.037
15.887,1.033
15.917,1.023
15.947,1.024
15.977,1.027
16.007,1.032
16.037,1.029
16.067,1.033
16.097,1.033
16.127,1.026
16.157,1.027
16.187,1.024
16.217,1.032
16.247,1.035
16.277,1.037
16.307,1.026
16.337,1.030
16.367,1.023
16.397,1.028
16.427,1.043
16.457,1.031
16.487,1.022
16.517,1.023
16.547,1.031
16.577,1.033
16.607,1.026
16.637,1.036
16.667,1.031
16.697,1.025
16.727,1.024
16.757,1.033
16.787,1.032
16.817,1.031
16.847,1.030
16.877,1.028
16.907,1.033
16.937,1.032
16.967,1.022
16.997,1.042
17.027,1.030
17.057,1.022
17.087,1.026
17.117,1.029
17.147,1.032
17.177,1.028
17.207,1.032
17.237,1.031
17.267,1.025
17.297,1.027
17.327,1.033
17.357,1.035
17.387,1.034
17.417,1.029
17.447,1.026
17.477,1.030
17.507,1.030
17.537,1.025
17.567,1.031
17.597,1.041
17.627,1.023
17.657,1.023
17.687,1.025
17.717,1.031
17.747,1.027
17.777,1.025
17.807,1.036
17.837,1.032
17.867,1.021
17.897,1.031
17.927,1.032
17.957,1.029
17.987,1.031
18.017,1.027
18.047,1.028
18.077,1.029
18.107,1.024
18.137,1.046
18.167,1.036
18.197,1.026
18.227,1.025
18.257,1.032
18.287,1.028
18.317,1.037
18.347,1.025
18.377,1.035
18.407,1.029
18.437,1.026
18.467,1.028
18.497,1.028
18.527,1.031
18.557,1.029
18.587,1.029
18.617,1.029
18.647,1.030
18.677,1.021
18.707,1.038
18.737,1.034
18.767,1.022
18.797,1.023
18.827,1.025
18.857,1.029
18.887,1.038
18.917,1.025
18.947,1.036
18.977,1.033
19.007,1.027
19.037,1.028
19.067,1.030
19.097,1.030
19.127,1.029
19.157,1.031
19.187,1.032
19.217,1.032
19.247,1.027
19.277,1.030
19.307,1.039
19.337,1.028
19.367,1.027
19.397,1.027
19.427,1.027
19.457,1.034
19.487,1.026
19.517,1.032
19.547,1.034
19.577,1.026
19.607,1.030
19.637,1.027
19.667,1.029
19.697,1.029
19.727,1.031
19.757,1.031
19.787,1.030
19.817,1.030
19.847,1.024
19.877,1.036
19.907,1.034
19.937,1.027
19.967,1.024
19.997,1.028
20.027,1.030
20.057,1.036
20.087,1.029
20.117,1.032
20.147,1.029
20.177,1.029
20.207,1.028
20.237,1.028
20.267,1.030
20.297,1.027
20.327,1.030
20.357,1.030
20.387,1.029
20.417,1.025
20.447,1.035
20.477,1.041
20.507,1.026
20.537,1.025
20.567,1.027
20.597,1.033
20.627,1.031
20.657,1.024
20.687,1.035
20.717,1.028
20.747,1.032
20.777,1.032
20.807,1.032
20.837,1.030
20.867,1.031
20.897,1.030
20.927,1.032
20.957,1.033
20.987,1.023
21.017,1.045
21.047,1.029
21.077,1.027
21.107,1.028
21.137,1.040
21.167,1.033
21.197,1.031
21.227,1.027
21.257,1.039
21.287,1.031
21.317,1.026
21.347,1.030
21.377,1.028
21.407,1.035
21.437,1.027
21.467,1.028
21.497,1.027
21.527,1.035
21.557,1.027
21.587,1.037
21.617,1.034
21.647,1.026
21.677,1.026
21.707,1.032
21.737,1.033
21.767,1.032
21.797,1.027
21.827,1.035
21.857,1.028
21.887,1.026
21.917,1.030
21.947,1.027
21.977,1.035
22.007,1.031
22.037,1.029
22.067,1.033
22.097,1.034
22.127,1.024
22.157,1.034
22.187,1.038
22.217,1.025
22.247,1.028
22.277,1.028
22.307,1.032
22.337,1.033
22.367,1.024
22.397,1.035
22.427,1.033
22.457,1.031
22.487,1.030
22.517,1.034
22.547,1.034
22.577,1.033
22.607,1.032
22.637,1.028
22.667,1.035
22.697,1.031
22.727,1.029
22.757,1.040
22.787,1.030
22.817,1.025
22.847,1.025
22.877,1.029
22.907,1.034
22.937,1.030
22.967,1.033
22.997,1.035
23.027,1.029
23.057,1.029
23.087,1.028
23.117,1.030
23.147,1.033
23.177,1.030
23.207,1.028
23.237,1.035
23.267,1.027
23.297,1.029
23.327,1.041
23.357,1.025
23.387,1.028
23.417,1.030
23.447,1.031
23.477,1.031
23.507,1.029
23.537,1.033
23.567,1.033
23.597,1.028
23.627,1.029
23.657,1.032
23.687,1.028
23.717,1.034
23.747,1.032
23.777,1.032
23.807,1.034
23.837,1.029
23.867,1.025
23.897,1.049
23.927,1.032
23.957,1.025
23.987,1.025
24.017,1.026
24.047,1.034
24.077,1.036
24.107,1.028
24.137,1.038
24.167,1.033
24.197,1.027
24.227,1.030
24.257,1.030
24.287,1.034
24.317,1.027
24.347,1.022
24.377,1.034
24.407,1.036
24.437,1.022
24.467,1.036
24.497,1.040
24.527,1.024
24.557,1.029
24.587,1.034
24.617,1.046
24.647,1.069
24.677,1.101
24.707,1.151
24.737,1.170
24.767,1.108
24.797,1.031
24.827,1.058
24.857,1.051
24.887,1.020
24.917,1.021
24.947,1.027
24.977,1.050
25.007,1.017
25.037,1.032
25.067,0.988
25.097,1.021
25.127,0.979
25.157,0.944
25.187,0.951
25.217,0.988
25.247,1.001
25.277,1.009
25.307,1.045
25.337,1.018
25.367,0.999
25.397,0.993
25.427,1.017
25.457,0.962
25.487,0.980
25.517,0.984
25.547,1.022
25.577,1.043
25.607,1.050
25.637,1.041
25.667,1.003
25.697,1.003
25.727,1.025
25.757,1.058
25.787,1.076
25.817,1.058
25.847,1.008
25.877,1.012
25.907,1.023
25.937,0.997
25.967,0.985
25.997,1.031
26.027,1.034
26.057,1.022
26.087,0.974
26.117,1.011
26.147,1.044
26.177,1.077
26.207,1.064
26.237,0.979
26.267,0.969
26.297,0.993
26.327,1.023
26.357,1.077
26.387,1.065
26.417,1.034
26.447,0.983
26.477,0.968
26.507,1.007
26.537,1.043
26.567,1.042
26.597,1.050
26.627,1.037
26.657,1.061
26.687,1.040
26.717,1.051
26.747,1.068
26.777,1.049
26.807,1.030
26.837,1.017
26.867,1.008
26.897,1.003
26.927,1.017
26.957,1.044
26.987,1.049
27.017,1.028
27.047,1.023
27.077,1.020
27.107,1.025
27.137,1.034
27.167,1.039
27.197,1.034
27.227,1.033
27.257,1.018
27.287,1.030
27.317,1.024
27.347,1.024
27.377,1.025
27.407,1.032
27.437,1.031
27.467,1.033
27.497,1.026
27.527,1.029
27.557,1.027
27.587,1.036
27.617,1.028
27.647,1.029
27.677,1.032
27.707,1.030
27.737,1.024
27.767,1.026
27.797,1.026
27.827,1.039
27.857,1.044
27.887,1.026
27.917,1.015
27.947,1.020
27.977,1.035
28.007,1.036
28.037,1.028
28.067,1.028
28.097,1.027
28.127,1.028
28.157,1.035
28.187,1.036
28.217,1.034
28.247,1.028
28.277,1.021
28.307,1.025
28.337,1.027
28.367,1.029
28.397,1.044
28.427,1.035
28.457,1.019
28.487,1.021
28.517,1.027
28.547,1.031
28.577,1.026
28.607,1.027
28.637,1.038
28.667,1.033
28.697,1.026
28.727,1.021
28.757,1.031
28.787,1.024
28.817,1.025
28.847,1.031
28.877,1.029
28.907,1.021
28.937,1.046
28.967,1.044
28.997,1.029
29.027,1.021
29.057,1.031
29.087,1.039
29.117,1.032
29.147,1.027
29.177,1.039
29.207,1.034
29.237,1.033
29.267,1.034
29.297,1.031
29.327,1.032
29.357,1.024
29.387,1.038
29.417,1.039
29.447,1.021
29.477,1.037
29.507,1.045
29.537,1.033
29.567,1.026
29.597,1.024
29.627,1.028
29.657,1.036
29.687,1.027
29.717,1.036
29.747,1.038
29.777,1.033
29.807,1.031
29.837,1.028
29.867,1.036
29.897,1.034
29.927,1.034
29.957,1.034
29.987,1.026
30.017,1.032
30.047,1.046
30.077,1.032
30.107,1.029
30.137,1.029
30.167,1.035
30.197,1.034
30.227,1.027
30.257,1.039
30.287,1.037
30.317,1.030
30.347,1.033
30.377,1.029
30.407,1.033
30.437,1.034
30.467,1.029
30.497,1.037
30.527,1.032
30.557,1.024
30.587,1.043
30.617,1.043
30.647,1.032
30.677,1.027
30.707,1.029
30.737,1.038
30.767,1.030
30.797,1.038
30.827,1.039
30.857,1.030
30.887,1.030
30.917,1.030
30.947,1.030
30.977,1.036
31.007,1.030
31.037,1.032
31.067,1.032
31.097,1.026
31.127,1.040
31.157,1.046
31.187,1.028
31.217,1.026
31.247,1.029
31.277,1.032
31.307,1.032
31.337,1.033
31.367,1.039
31.397,1.031
31.427,1.028
31.457,1.031
31.487,1.037
31.517,1.034
31.547,1.028
31.577,1.029
31.607,1.028
31.637,1.028
31.667,1.044
31.697,1.037
31.727,1.025
31.757,1.029
31.787,1.032
31.817,1.033
31.847,1.033
31.877,1.029
31.907,1.042
31.937,1.035
31.967,1.031
31.997,1.031
32.027,1.036
32.057,1.035
32.087,1.031
32.117,1.034
32.147,1.032
32.177,1.029
32.207,1.043
32.237,1.039
32.267,1.029
32.297,1.026
32.327,1.030
32.357,1.037
32.387,1.037
32.417,1.023
32.447,1.036
32.477,1.040
32.507,1.033
32.537,1.029
32.567,1.030
32.597,1.035
32.627,1.027
32.657,1.038
32.687,1.027
32.717,1.023
32.747,1.042
32.777,1.047
32.807,1.027
32.837,1.019
32.867,1.033
32.897,1.044
32.927,1.037
32.957,1.021
32.987,1.028
33.017,1.038
33.047,1.037
33.077,1.032
33.107,1.027
33.137,1.028
33.167,1.033
33.197,1.028
33.227,1.039
33.257,1.036
33.287,1.046
33.317,1.045
33.347,1.029
33.377,1.024
33.407,1.030
33.437,1.043
33.467,1.036
33.497,1.026
33.527,1.039
33.557,1.037
33.587,1.028
33.617,1.029
33.647,1.042
33.677,1.043
33.707,1.032
33.737,1.021
33.767,1.032
33.797,1.028
33.827,1.029
33.857,1.049
33.887,1.046
33.917,1.027
33.947,1.028
33.977,1.032
34.007,1.038
34.037,1.034
34.067,1.030
34.097,1.045
34.127,1.033
34.157,1.031
34.187,1.032
34.217,1.035
34.247,1.036
34.277,1.035
34.307,1.038
34.337,1.043
34.367,1.026
34.397,1.026
34.427,1.048
34.457,1.039
34.487,1.034
34.517,1.031
34.547,1.035
34.577,1.037
34.607,1.031
34.637,1.035
34.667,1.041
34.697,1.032
34.727,1.036
34.757,1.034
34.787,1.038
34.817,1.036
34.847,1.031
34.877,1.033
34.907,1.040
34.937,1.034
34.967,1.026
34.997,1.040
35.027,1.046
35.057,1.037
35.087,1.032
35.117,1.036
35.147,1.038
35.177,1.039
35.207,1.025
35.237,1.034
35.267,1.040
35.297,1.039
35.327,1.037
35.357,1.030
35.387,1.034
35.417,1.041
35.447,1.035
35.477,1.034
35.507,1.039
35.537,1.039
35.567,1.026
35.597,1.048
35.627,1.041
35.657,1.036
35.687,1.029
35.717,1.031
35.747,1.044
35.777,1.038
35.807,1.030
35.837,1.039
35.867,1.039
35.897,1.036
35.927,1.032
35.957,1.034
35.987,1.039
36.017,1.037
36.047,1.034
36.077,1.034
36.107,1.040
36.137,1.033
36.167,1.030
36.197,1.047
36.227,1.043
36.257,1.029
36.287,1.024
36.317,1.040
36.347,1.044
36.377,1.036
36.407,1.031
36.437,1.043
36.467,1.039
36.497,1.032
36.527,1.035
36.557,1.037
36.587,1.040
36.617,1.035
36.647,1.035
36.677,1.035
36.707,1.039
36.737,1.032
36.767,1.033
36.797,1.050
36.827,1.036
36.857,1.030
36.887,1.034
36.917,1.035
36.947,1.036
36.977,1.031
37.007,1.036
37.037,1.050
37.067,1.036
37.097,1.030
37.127,1.034
37.157,1.038
37.187,1.039
37.217,1.032
37.247,1.035
37.277,1.043
37.307,1.030
37.337,1.041
37.367,1.047
37.397,1.029
37.427,1.028
37.457,1.036
37.487,1.037
37.517,1.039
37.547,1.027
37.577,1.039
37.607,1.044
37.637,1.041
37.667,1.035
37.697,1.038
37.727,1.037
37.757,1.037
37.787,1.035
37.817,1.036
37.847,1.037
37.877,1.033
37.907,1.037
37.937,1.052
37.967,1.037
37.997,1.031
38.027,1.031
38.057,1.037
38.087,1.039
38.117,1.029
38.147,1.039
38.177,1.045
38.207,1.039
38.237,1.029
38.267,1.032
38.297,1.037
38.327,1.034
38.357,1.039
38.387,1.037
38.417,1.039
38.447,1.031
38.477,1.033
38.507,1.051
38.537,1.038
38.567,1.034
38.597,1.031
38.627,1.034
38.657,1.040
38.687,1.033
38.717,1.035
38.747,1.044
38.777,1.036
38.807,1.037
38.837,1.035
38.867,1.038
38.897,1.036
38.927,1.039
38.957,1.038
38.987,1.041
39.017,1.044
39.047,1.031
39.077,1.032
39.107,1.053
39.137,1.034
39.167,1.027
39.197,1.034
39.227,1.039
39.257,1.039
39.287,1.033
39.317,1.035
39.347,1.048
39.377,1.037
39.407,1.034
39.437,1.034
39.467,1.036
39.497,1.037
39.527,1.037
39.557,1.034
39.587,1.036
39.617,1.041
39.647,1.030
39.677,1.044
39.707,1.045
39.737,1.026
39.767,1.031
39.797,1.035
39.827,1.039
39.857,1.033
39.887,1.027
39.917,1.035
39.947,1.049
39.977,1.036
40.007,1.032
40.037,1.032
40.067,1.039
40.097,1.040
40.127,1.035
40.157,1.031
40.187,1.038
40.217,1.039
40.247,1.029
40.277,1.049
40.307,1.041
40.337,1.033
40.367,1.035
40.397,1.035
40.427,1.035
40.457,1.039
40.487,1.027
40.517,1.035
40.547,1.047
40.577,1.038
40.607,1.037
40.637,1.029
40.667,1.040
40.697,1.040
40.727,1.041
40.757,1.028
40.787,1.041
40.817,1.042
40.847,1.031
40.877,1.031
40.907,1.050
40.937,1.042
40.967,1.034
40.997,1.031
41.027,1.034
41.057,1.041
41.087,1.040
41.117,1.032
41.147,1.040
41.177,1.040
41.207,1.038
41.237,1.035
41.267,1.034
41.297,1.039
41.327,1.041
41.357,1.037
41.387,1.036
41.417,1.033
41.447,1.041
41.477,1.034
41.507,1.030
41.537,1.027
41.567,1.051
41.597,1.045
41.627,1.021
41.657,1.038
41.687,1.046
41.717,1.044
41.747,1.041
41.777,1.043
41.807,1.034
41.837,1.031
41.867,1.033
41.897,1.031
41.927,1.034
41.957,1.034
41.987,1.030
42.017,1.031
42.047,1.033
42.077,1.037
42.107,1.037
42.137,1.033
42.167,1.049
42.197,1.042
42.227,1.029
42.257,1.032
42.287,1.036
42.317,1.038
42.347,1.036
42.377,1.029
42.407,1.024
42.437,1.003
42.467,1.025
42.497,1.004
42.527,1.053
42.557,1.058
42.587,1.062
42.617,1.059
42.647,1.075
42.677,1.053
42.707,1.045
42.737,1.032
42.767,1.030
42.797,1.021
42.827,1.014
42.857,1.019
42.887,1.001
42.917,1.004
42.947,0.990
42.977,0.999
43.007,1.023
43.037,1.062
43.067,1.068
43.097,1.057
43.127,1.062
43.157,1.053
43.187,1.036
43.217,1.022
43.247,1.008
43.277,1.013
43.307,1.010
43.337,1.001
43.367,1.031
43.397,1.055
43.427,1.059
43.457,1.043
43.487,1.032
43.517,1.035
43.547,1.038
43.577,1.041
43.607,1.030
43.637,1.036
43.667,1.026
43.697,1.021
43.727,1.020
43.757,1.030
43.787,1.036
43.817,1.036
43.847,1.025
43.877,1.024
43.907,1.029
43.937,1.026
43.967,1.023
43.997,1.031
44.027,1.055
44.057,1.053
44.087,1.036
44.117,1.027
44.147,1.050
44.177,1.062
44.207,1.055
44.237,1.050
44.267,1.044
44.297,1.033
44.327,1.022
44.357,1.022
44.387,1.021
44.417,1.020
44.447,1.014
44.477,0.995
44.507,1.021
44.537,1.021
44.567,1.018
44.597,1.033
44.627,1.056
44.657,1.063
44.687,1.063
44.717,1.058
44.747,1.054
44.777,1.052
44.807,1.037
44.837,1.030
44.867,1.034
44.897,1.024
44.927,1.016
44.957,1.017
44.987,1.009
45.017,1.011
45.047,1.027
45.077,1.043
45.107,1.060
45.137,1.057
45.167,1.050
45.197,1.048
45.227,1.027
45.257,1.014
45.287,1.017
45.317,1.030
45.347,1.033
45.377,1.036
45.407,1.047
45.437,1.053
45.467,1.038
45.497,1.039
45.527,1.028
45.557,1.019
45.587,1.039
45.617,1.031
45.647,1.034
45.677,1.040
45.707,1.043
45.737,1.049
45.767,1.047
45.797,1.031
45.827,1.026
45.857,1.018
45.887,1.018
45.917,1.021
45.947,1.025
45.977,1.040
46.007,1.056
46.037,1.044
46.067,1.028
46.097,1.029
46.127,1.026
46.157,1.028
46.187,1.038
46.217,1.045
46.247,1.035
46.277,1.031
46.307,1.039
46.337,1.025
46.367,1.021
46.397,1.012
46.427,1.019
46.457,1.026
46.487,1.058
46.517,1.080
46.547,1.076
46.577,1.054
46.607,1.019
46.637,0.987
46.667,0.990
46.697,1.008
46.727,1.049
46.757,1.050
46.787,1.059
46.817,1.067
46.847,1.088
46.877,1.062
46.907,1.021
46.937,0.965
46.967,0.987
46.997,0.994
47.027,1.005
47.057,1.057
47.087,1.045
47.117,1.056
47.147,1.075
47.177,1.043
47.207,1.069
47.237,0.985
47.267,0.946
47.297,1.034
47.327,1.078
47.357,1.101
47.387,1.117
47.417,1.049
47.447,0.984
47.477,0.979
47.507,1.018
47.537,1.054
47.567,1.047
47.597,1.055
47.627,1.051
47.657,1.037
47.687,1.021
47.717,1.041
47.747,0.983
47.777,0.948
47.807,1.018
47.837,1.052
47.867,1.041
47.897,1.007
47.927,1.017
47.957,1.035
47.987,1.034
48.017,1.030
48.047,1.038
48.077,1.055
48.107,1.050
48.137,1.026
48.167,1.038
48.197,1.027
48.227,1.028
48.257,1.040
48.287,1.042
48.317,1.029
48.347,1.021
48.377,1.013
48.407,1.015
48.437,1.049
48.467,1.053
48.497,1.039
48.527,1.029
48.557,1.027
48.587,1.021
48.617,1.035
48.647,1.032
48.677,1.024
48.707,1.020
48.737,1.038
48.767,1.045
48.797,1.010
48.827,1.032
48.857,1.056
48.887,1.056
48.917,1.050
48.947,1.065
48.977,1.096
49.007,1.069
49.037,1.015
49.067,0.997
49.097,0.976
49.127,0.908
49.157,0.970
49.187,0.971
49.217,1.057
49.247,1.117
49.277,1.140
49.307,1.126
49.337,1.062
49.367,1.043
49.397,0.988
49.427,0.983
49.457,0.994
49.487,1.079
49.517,1.084
49.547,1.047
49.577,1.026
49.607,1.018
49.637,0.940
49.667,1.006
49.697,1.072
49.727,1.106
49.757,1.100
49.787,1.058
49.817,0.915
49.847,0.966
49.877,1.030
49.907,1.087
49.937,1.093
49.967,1.097
49.997,1.061
50.027,1.021
50.057,1.013
50.087,0.954
50.117,0.990
50.147,1.030
50.177,1.060
50.207,1.078
50.237,1.084
50.267,1.035
50.297,1.015
50.327,0.914
50.357,0.970
50.387,1.086
50.417,1.119
50.447,1.099
50.477,1.047
50.507,1.052
50.537,0.920
50.567,0.893
50.597,1.057
50.627,1.129
50.657,1.127
50.687,1.073
50.717,1.019
50.747,0.857
50.777,0.959
50.807,1.065
50.837,1.148
50.867,1.176
50.897,1.095
50.927,0.982
50.957,0.913
50.987,1.009
51.017,1.057
51.047,1.054
51.077,1.043
51.107,1.030
51.137,0.984
51.167,0.978
51.197,1.025
51.227,1.057
51.257,1.050
51.287,1.040
51.317,1.030
51.347,1.030
51.377,0.990
51.407,1.000
51.437,1.021
51.467,1.005
51.497,0.982
51.527,0.996
51.557,0.985
51.587,1.015
51.617,1.026
51.647,1.032
51.677,1.053
51.707,1.026
51.737,1.027
51.767,1.021
51.797,1.033
51.827,1.030
51.857,1.012
51.887,1.000
51.917,1.018
51.947,1.007
51.977,1.025
52.007,1.057
52.037,1.055
52.067,1.057
52.097,1.058
52.127,1.027
52.157,0.976
52.187,0.958
52.217,0.994
52.247,1.031
52.277,1.053
52.307,1.083
52.337,1.091
52.367,1.060
52.397,1.035
52.427,1.042
52.457,1.039
52.487,1.049
52.517,1.051
52.547,1.043
52.577,0.999
52.607,1.009
52.637,1.022
52.667,1.022
52.697,0.984
52.727,0.984
52.757,1.052
52.787,0.976
52.817,1.038
52.847,1.031
52.877,1.007
52.907,1.013
52.937,1.042
52.967,1.040
52.997,1.050
53.027,1.047
53.057,1.033
53.087,1.045
53.117,1.035
53.147,1.011
53.177,1.008
53.207,1.000
53.237,1.003
53.267,1.020
53.297,1.034
53.327,1.039
53.357,1.040
53.387,1.038
53.417,1.026
53.447,1.016
53.477,1.023
53.507,1.021
53.537,1.027
53.567,1.033
53.597,1.034
53.627,1.023
53.657,1.027
53.687,1.028
53.717,1.028
53.747,1.028
53.777,1.029
53.807,1.027
53.837,1.025
53.867,1.038
53.897,1.032
53.927,1.022
53.957,1.024
53.987,1.027
54.017,1.028
54.047,1.022
54.077,1.032
54.107,1.035
54.137,1.022
54.167,1.028
54.197,1.026
54.227,1.030
54.257,1.023
54.287,1.022
54.317,1.026
54.347,1.028
54.377,1.021
54.407,1.027
54.437,1.032
54.467,1.028
54.497,1.023
54.527,1.022
54.557,1.027
54.587,1.030
54.617,1.026
54.647,1.027
54.677,1.034
54.707,1.026
54.737,1.022
54.767,1.026
54.797,1.032
54.827,1.030
54.857,1.026
54.887,1.030
54.917,1.026
54.947,1.030
54.977,1.023
55.007,1.035
55.037,1.031
55.067,1.022
55.097,1.022
55.127,1.024
55.157,1.033
55.187,1.029
55.217,1.026
55.247,1.030
55.277,1.030
55.307,1.026
55.337,1.029
55.367,1.030
55.397,1.026
55.427,1.025
55.457,1.031
55.487,1.032
55.517,1.031
55.547,1.018
55.577,1.035
55.607,1.032
55.637,1.022
55.667,1.030
55.697,1.027
55.727,1.027
55.757,1.024
55.787,1.026
55.817,1.035
55.847,1.030
55.877,1.027
55.907,1.025
55.937,1.034
55.967,1.030
55.997,1.029
56.027,1.022
56.057,1.038
56.087,1.018
56.117,1.034
56.147,1.029
56.177,1.021
56.207,1.026
56.237,1.029
56.267,1.027
56.297,1.031
56.327,1.021
56.357,1.039
56.387,1.028
