df_hash,22ZHK4.XSPGQY
-47.627,0.974
-47.597,0.974
-47.567,0.975
-47.537,0.974
-47.507,0.976
-47.477,0.973
-47.447,0.970
-47.417,0.973
-47.387,0.973
-47.357,0.974
-47.327,0.979
-47.297,0.970
-47.267,0.977
-47.237,0.979
-47.207,0.971
-47.177,0.973
-47.147,0.978
-47.117,0.976
-47.087,0.974
-47.057,0.976
-47.027,0.970
-46.997,0.971
-46.967,0.974
-46.937,0.978
-46.907,0.975
-46.877,0.975
-46.847,0.972
-46.817,0.973
-46.787,0.975
-46.757,0.973
-46.727,0.974
-46.697,0.973
-46.667,0.978
-46.637,0.974
-46.607,0.970
-46.577,0.974
-46.547,0.974
-46.517,0.974
-46.487,0.976
-46.457,0.972
-46.427,0.972
-46.397,0.974
-46.367,0.971
-46.337,0.976
-46.307,0.976
-46.277,0.975
-46.247,0.977
-46.217,0.973
-46.187,0.974
-46.157,0.976
-46.127,0.968
-46.097,0.973
-46.067,0.975
-46.037,0.971
-46.007,0.970
-45.977,0.977
-45.947,0.974
-45.917,0.977
-45.887,0.971
-45.857,0.973
-45.827,0.976
-45.797,0.977
-45.767,0.975
-45.737,0.970
-45.707,0.973
-45.677,0.976
-45.647,0.976
-45.617,0.974
-45.587,0.974
-45.557,0.974
-45.527,0.973
-45.497,0.973
-45.467,0.972
-45.437,0.979
-45.407,0.978
-45.377,0.970
-45.347,0.971
-45.317,0.977
-45.287,0.976
-45.257,0.977
-45.227,0.973
-45.197,0.977
-45.167,0.975
-45.137,0.976
-45.107,0.974
-45.077,0.974
-45.047,0.976
-45.017,0.976
-44.987,0.974
-44.957,0.971
-44.927,0.973
-44.897,0.979
-44.867,0.976
-44.837,0.971
-44.807,0.973
-44.777,0.976
-44.747,0.975
-44.717,0.979
-44.687,0.969
-44.657,0.977
-44.627,0.976
-44.597,0.970
-44.567,0.972
-44.537,0.973
-44.507,0.974
-44.477,0.971
-44.447,0.972
-44.417,0.972
-44.387,0.974
-44.357,0.974
-44.327,0.973
-44.297,0.973
-44.267,0.973
-44.237,0.976
-44.207,0.972
-44.177,0.977
-44.147,0.968
-44.117,0.973
-44.087,0.974
-44.057,0.972
-44.027,0.973
-43.997,0.974
-43.967,0.975
-43.937,0.980
-43.907,0.969
-43.877,0.973
-43.847,0.973
-43.817,0.970
-43.787,0.975
-43.757,0.973
-43.727,0.976
-43.697,0.973
-43.667,0.974
-43.637,0.972
-43.607,0.978
-43.577,0.974
-43.547,0.972
-43.517,0.973
-43.487,0.977
-43.457,0.974
-43.427,0.978
-43.397,0.969
-43.367,0.974
-43.337,0.974
-43.307,0.975
-43.277,0.974
-43.247,0.972
-43.217,0.971
-43.187,0.979
-43.157,0.971
-43.127,0.970
-43.097,0.975
-43.067,0.976
-43.037,0.975
-43.007,0.974
-42.977,0.973
-42.947,0.970
-42.917,0.971
-42.887,0.975
-42.857,0.972
-42.827,0.972
-42.797,0.973
-42.767,0.968
-42.737,0.973
-42.707,0.976
-42.677,0.973
-42.647,0.976
-42.617,0.973
-42.587,0.974
-42.557,0.973
-42.527,0.971
-42.497,0.972
-42.467,0.972
-42.437,0.976
-42.407,0.977
-42.377,0.974
-42.347,0.971
-42.317,0.972
-42.287,0.975
-42.257,0.975
-42.227,0.977
-42.197,0.970
-42.167,0.974
-42.137,0.975
-42.107,0.974
-42.077,0.971
-42.047,0.974
-42.017,0.969
-41.987,0.977
-41.957,0.972
-41.927,0.973
-41.897,0.973
-41.867,0.979
-41.837,0.971
-41.807,0.974
-41.777,0.978
-41.747,0.971
-41.717,0.973
-41.687,0.970
-41.657,0.972
-41.627,0.978
-41.597,0.973
-41.567,0.972
-41.537,0.972
-41.507,0.972
-41.477,0.975
-41.447,0.975
-41.417,0.971
-41.387,0.974
-41.357,0.976
-41.327,0.971
-41.297,0.974
-41.267,0.977
-41.237,0.974
-41.207,0.974
-41.177,0.973
-41.147,0.971
-41.117,0.973
-41.087,0.975
-41.057,0.974
-41.027,0.971
-40.997,0.970
-40.967,0.978
-40.937,0.979
-40.907,0.974
-40.877,0.972
-40.847,0.974
-40.817,0.972
-40.787,0.973
-40.757,0.975
-40.727,0.974
-40.697,0.979
-40.667,0.973
-40.637,0.972
-40.607,0.969
-40.577,0.975
-40.547,0.973
-40.517,0.972
-40.487,0.973
-40.457,0.973
-40.427,0.974
-40.397,0.971
-40.367,0.975
-40.337,0.973
-40.307,0.968
-40.277,0.968
-40.247,0.967
-40.217,0.972
-40.187,0.973
-40.157,0.969
-40.127,0.970
-40.097,0.973
-40.067,0.972
-40.037,0.970
-40.007,0.976
-39.977,0.973
-39.947,0.974
-39.917,0.974
-39.887,0.966
-39.857,0.972
-39.827,0.974
-39.797,0.972
-39.767,0.973
-39.737,0.973
-39.707,0.974
-39.677,0.974
-39.647,0.976
-39.617,0.976
-39.587,0.970
-39.557,0.973
-39.527,0.971
-39.497,0.974
-39.467,0.974
-39.437,0.972
-39.407,0.974
-39.377,0.976
-39.347,0.972
-39.317,0.972
-39.287,0.975
-39.257,0.972
-39.227,0.972
-39.197,0.975
-39.167,0.970
-39.137,0.977
-39.107,0.975
-39.077,0.970
-39.047,0.968
-39.017,0.972
-38.987,0.977
-38.957,0.975
-38.927,0.972
-38.897,0.973
-38.867,0.973
-38.837,0.975
-38.807,0.974
-38.777,0.975
-38.747,0.973
-38.717,0.975
-38.687,0.967
-38.657,0.968
-38.627,0.970
-38.597,0.976
-38.567,0.974
-38.537,0.973
-38.507,0.975
-38.477,0.975
-38.447,0.970
-38.417,0.979
-38.387,0.972
-38.357,0.972
-38.327,0.975
-38.297,0.974
-38.267,0.967
-38.237,0.973
-38.207,0.974
-38.177,0.979
-38.147,0.975
-38.117,0.972
-38.087,0.972
-38.057,0.972
-38.027,0.976
-37.997,0.972
-37.967,0.975
-37.937,0.972
-37.907,0.971
-37.877,0.979
-37.847,0.973
-37.817,0.972
-37.787,0.974
-37.757,0.974
-37.727,0.974
-37.697,0.979
-37.667,0.965
-37.637,0.978
-37.607,0.976
-37.577,0.969
-37.547,0.972
-37.517,0.972
-37.487,0.975
-37.457,0.971
-37.427,0.972
-37.397,0.973
-37.367,0.975
-37.337,0.973
-37.307,0.971
-37.277,0.974
-37.247,0.973
-37.217,0.981
-37.187,0.973
-37.157,0.976
-37.127,0.975
-37.097,0.972
-37.067,0.972
-37.037,0.976
-37.007,0.973
-36.977,0.979
-36.947,0.974
-36.917,0.971
-36.887,0.976
-36.857,0.972
-36.827,0.975
-36.797,0.973
-36.767,0.974
-36.737,0.972
-36.707,0.973
-36.677,0.971
-36.647,0.969
-36.617,0.975
-36.587,0.972
-36.557,0.973
-36.527,0.976
-36.497,0.974
-36.467,0.971
-36.437,0.975
-36.407,0.976
-36.377,0.973
-36.347,0.977
-36.317,0.976
-36.287,0.972
-36.257,0.969
-36.227,0.967
-36.197,0.977
-36.167,0.980
-36.137,0.986
-36.107,1.000
-36.077,0.993
-36.047,1.016
-36.017,1.005
-35.987,0.981
-35.957,0.957
-35.927,0.942
-35.897,0.943
-35.867,0.973
-35.837,0.979
-35.807,0.976
-35.777,0.973
-35.747,0.982
-35.717,0.984
-35.687,0.988
-35.657,0.987
-35.627,0.966
-35.597,0.970
-35.567,0.977
-35.537,0.977
-35.507,0.981
-35.477,0.980
-35.447,0.993
-35.417,0.992
-35.387,0.989
-35.357,0.999
-35.327,0.998
-35.297,1.008
-35.267,0.985
-35.237,0.987
-35.207,0.980
-35.177,0.990
-35.147,0.980
-35.117,0.998
-35.087,1.002
-35.057,1.000
-35.027,0.997
-34.997,1.003
-34.967,1.007
-34.937,1.006
-34.907,0.999
-34.877,0.998
-34.847,1.001
-34.817,0.998
-34.787,0.995
-34.757,0.999
-34.727,1.002
-34.697,1.000
-34.667,1.003
-34.637,1.005
-34.607,0.997
-34.577,0.998
-34.547,0.998
-34.517,0.995
-34.487,0.998
-34.457,0.995
-34.427,0.998
-34.397,1.000
-34.367,0.998
-34.337,0.999
-34.307,1.003
-34.277,0.997
-34.247,0.996
-34.217,1.001
-34.187,1.001
-34.157,0.997
-34.127,0.998
-34.097,1.000
-34.067,0.997
-34.037,0.997
-34.007,0.994
-33.977,0.997
-33.947,0.999
-33.917,0.998
-33.887,0.994
-33.857,0.993
-33.827,0.989
-33.797,0.991
-33.767,0.991
-33.737,0.992
-33.707,0.992
-33.677,1.005
-33.647,0.994
-33.617,0.995
-33.587,0.992
-33.557,1.000
-33.527,0.994
-33.497,1.002
-33.467,1.001
-33.437,0.996
-33.407,0.993
-33.377,0.995
-33.347,0.990
-33.317,0.997
-33.287,1.000
-33.257,0.993
-33.227,0.999
-33.197,0.992
-33.167,1.001
-33.137,1.000
-33.107,0.997
-33.077,0.992
-33.047,0.995
-33.017,0.999
-32.987,0.997
-32.957,1.000
-32.927,0.994
-32.897,0.988
-32.867,0.997
-32.837,0.996
-32.807,0.995
-32.777,1.001
-32.747,0.992
-32.717,0.997
-32.687,0.999
-32.657,0.995
-32.627,0.995
-32.597,0.994
-32.567,0.997
-32.537,0.995
-32.507,0.994
-32.477,0.994
-32.447,0.997
-32.417,1.000
-32.387,0.997
-32.357,0.993
-32.327,0.995
-32.297,0.998
-32.267,0.994
-32.237,0.993
-32.207,0.993
-32.177,0.998
-32.147,0.997
-32.117,0.999
-32.087,0.994
-32.057,0.993
-32.027,0.997
-31.997,0.992
-31.967,0.992
-31.937,0.996
-31.907,0.994
-31.877,0.996
-31.847,0.993
-31.817,0.993
-31.787,0.997
-31.757,1.000
-31.727,0.991
-31.697,0.995
-31.667,0.993
-31.637,1.000
-31.607,0.999
-31.577,0.990
-31.547,0.992
-31.517,0.996
-31.487,0.995
-31.457,0.995
-31.427,0.990
-31.397,0.987
-31.367,0.996
-31.337,0.996
-31.307,0.992
-31.277,0.992
-31.247,0.996
-31.217,0.994
-31.187,0.995
-31.157,0.994
-31.127,0.998
-31.097,0.998
-31.067,0.995
-31.037,0.996
-31.007,0.994
-30.977,0.994
-30.947,0.990
-30.917,0.998
-30.887,0.995
-30.857,0.991
-30.827,0.996
-30.797,0.997
-30.767,0.992
-30.737,0.994
-30.707,0.991
-30.677,0.991
-30.647,0.999
-30.617,0.995
-30.587,0.992
-30.557,0.991
-30.527,0.995
-30.497,0.993
-30.467,0.995
-30.437,0.995
-30.407,0.991
-30.377,0.991
-30.347,0.995
-30.317,0.995
-30.287,0.993
-30.257,0.997
-30.227,0.993
-30.197,0.991
-30.167,0.996
-30.137,0.995
-30.107,0.991
-30.077,0.993
-30.047,0.992
-30.017,0.989
-29.987,0.995
-29.957,0.989
-29.927,0.992
-29.897,0.999
-29.867,0.990
-29.837,0.993
-29.807,0.991
-29.777,0.993
-29.747,0.993
-29.717,0.993
-29.687,0.987
-29.657,0.993
-29.627,0.996
-29.597,0.995
-29.567,0.993
-29.537,0.994
-29.507,0.985
-29.477,0.989
-29.447,0.990
-29.417,0.991
-29.387,0.986
-29.357,0.987
-29.327,0.986
-29.297,0.983
-29.267,0.979
-29.237,0.994
-29.207,1.001
-29.177,0.988
-29.147,0.981
-29.117,0.994
-29.087,0.990
-29.057,0.994
-29.027,0.996
-28.997,0.980
-28.967,0.967
-28.937,0.978
-28.907,0.979
-28.877,0.973
-28.847,0.982
-28.817,0.980
-28.787,0.984
-28.757,0.974
-28.727,0.970
-28.697,0.980
-28.667,0.981
-28.637,0.980
-28.607,0.976
-28.577,0.976
-28.547,0.978
-28.517,0.979
-28.487,0.979
-28.457,0.978
-28.427,0.979
-28.397,0.971
-28.367,0.979
-28.337,0.985
-28.307,0.977
-28.277,0.974
-28.247,0.975
-28.217,0.978
-28.187,0.976
-28.157,0.978
-28.127,0.977
-28.097,0.972
-28.067,0.976
-28.037,0.974
-28.007,0.974
-27.977,0.976
-27.947,0.973
-27.917,0.975
-27.887,0.979
-27.857,0.977
-27.827,0.981
-27.797,0.985
-27.767,0.977
-27.737,0.975
-27.707,0.971
-27.677,0.966
-27.647,0.971
-27.617,0.972
-27.587,0.975
-27.557,0.982
-27.527,0.983
-27.497,0.983
-27.467,0.984
-27.437,0.974
-27.407,0.973
-27.377,0.973
-27.347,0.977
-27.317,0.969
-27.287,0.976
-27.257,0.977
-27.227,0.975
-27.197,0.979
-27.167,0.979
-27.137,0.972
-27.107,0.978
-27.077,0.975
-27.047,0.973
-27.017,0.975
-26.987,0.973
-26.957,0.973
-26.927,0.974
-26.897,0.978
-26.867,0.977
-26.837,0.974
-26.807,0.977
-26.777,0.974
-26.747,0.976
-26.717,0.984
-26.687,0.977
-26.657,0.978
-26.627,0.976
-26.597,0.979
-26.567,0.975
-26.537,0.979
-26.507,0.970
-26.477,0.981
-26.447,0.979
-26.417,0.973
-26.387,0.975
-26.357,0.977
-26.327,0.980
-26.297,0.980
-26.267,0.972
-26.237,0.975
-26.207,0.977
-26.177,0.973
-26.147,0.973
-26.117,0.980
-26.087,0.972
-26.057,0.977
-26.027,0.976
-25.997,0.974
-25.967,0.976
-25.937,0.974
-25.907,0.971
-25.877,0.973
-25.847,0.972
-25.817,0.975
-25.787,0.977
-25.757,0.977
-25.727,0.974
-25.697,0.970
-25.667,0.973
-25.637,0.980
-25.607,0.979
-25.577,0.975
-25.547,0.975
-25.517,0.977
-25.487,0.979
-25.457,0.978
-25.427,0.977
-25.397,0.972
-25.367,0.972
-25.337,0.970
-25.307,0.977
-25.277,0.987
-25.247,0.979
-25.217,0.983
-25.187,0.980
-25.157,0.969
-25.127,0.965
-25.097,0.962
-25.067,0.963
-25.037,0.971
-25.007,0.972
-24.977,0.973
-24.947,0.973
-24.917,0.973
-24.887,0.971
-24.857,0.972
-24.827,0.971
-24.797,0.975
-24.767,0.973
-24.737,0.974
-24.707,0.976
-24.677,0.975
-24.647,0.972
-24.617,0.973
-24.587,0.972
-24.557,0.973
-24.527,0.973
-24.497,0.974
-24.467,0.971
-24.437,0.973
-24.407,0.972
-24.377,0.978
-24.347,0.974
-24.317,0.973
-24.287,0.977
-24.257,0.979
-24.227,0.972
-24.197,0.971
-24.167,0.974
-24.137,0.973
-24.107,0.972
-24.077,0.973
-24.047,0.971
-24.017,0.974
-23.987,0.974
-23.957,0.974
-23.927,0.975
-23.897,0.977
-23.867,0.972
-23.837,0.971
-23.807,0.973
-23.777,0.979
-23.747,0.975
-23.717,0.972
-23.687,0.969
-23.657,0.977
-23.627,0.974
-23.597,0.972
-23.567,0.972
-23.537,0.975
-23.507,0.981
-23.477,0.974
-23.447,0.973
-23.417,0.974
-23.387,0.974
-23.357,0.973
-23.327,0.975
-23.297,0.973
-23.267,0.972
-23.237,0.977
-23.207,0.976
-23.177,0.973
-23.147,0.976
-23.117,0.974
-23.087,0.973
-23.057,0.975
-23.027,0.974
-22.997,0.975
-22.967,0.975
-22.937,0.972
-22.907,0.975
-22.877,0.982
-22.847,0.971
-22.817,0.979
-22.787,0.976
-22.757,0.973
-22.727,0.975
-22.697,0.976
-22.667,0.974
-22.637,0.973
-22.607,0.974
-22.577,0.974
-22.547,0.975
-22.517,0.975
-22.487,0.976
-22.457,0.976
-22.427,0.972
-22.397,0.976
-22.367,0.979
-22.337,0.974
-22.307,0.974
-22.277,0.976
-22.247,0.977
-22.217,0.973
-22.187,0.978
-22.157,0.973
-22.127,0.979
-22.097,0.981
-22.067,0.971
-22.037,0.975
-22.007,0.975
-21.977,0.976
-21.947,0.976
-21.917,0.973
-21.887,0.975
-21.857,0.976
-21.827,0.979
-21.797,0.979
-21.767,0.976
-21.737,0.975
-21.707,0.974
-21.677,0.973
-21.647,0.975
-21.617,0.978
-21.587,0.973
-21.557,0.971
-21.527,0.976
-21.497,0.974
-21.467,0.974
-21.437,0.979
-21.407,0.972
-21.377,0.978
-21.347,0.977
-21.317,0.971
-21.287,0.974
-21.257,0.973
-21.227,0.977
-21.197,0.976
-21.167,0.974
-21.137,0.976
-21.107,0.978
-21.077,0.975
-21.047,0.976
-21.017,0.978
-20.987,0.973
-20.957,0.973
-20.927,0.971
-20.897,0.976
-20.867,0.979
-20.837,0.977
-20.807,0.973
-20.777,0.976
-20.747,0.978
-20.717,0.973
-20.687,0.973
-20.657,0.976
-20.627,0.970
-20.597,0.981
-20.567,0.976
-20.537,0.974
-20.507,0.974
-20.477,0.976
-20.447,0.980
-20.417,0.974
-20.387,0.976
-20.357,0.974
-20.327,0.978
-20.297,0.976
-20.267,0.978
-20.237,0.976
-20.207,0.971
-20.177,0.973
-20.147,0.973
-20.117,0.978
-20.087,0.980
-20.057,0.974
-20.027,0.975
-19.997,0.973
-19.967,0.972
-19.937,0.980
-19.907,0.974
-19.877,0.975
-19.847,0.974
-19.817,0.978
-19.787,0.971
-19.757,0.971
-19.727,0.975
-19.697,0.972
-19.667,0.974
-19.637,0.975
-19.607,0.973
-19.577,0.974
-19.547,0.977
-19.517,0.977
-19.487,0.977
-19.457,0.977
-19.427,0.970
-19.397,0.979
-19.367,0.974
-19.337,0.978
-19.307,0.975
-19.277,0.979
-19.247,0.975
-19.217,0.976
-19.187,0.972
-19.157,0.974
-19.127,0.979
-19.097,0.973
-19.067,0.969
-19.037,0.973
-19.007,0.973
-18.977,0.972
-18.947,0.974
-18.917,0.973
-18.887,0.978
-18.857,0.974
-18.827,0.976
-18.797,0.974
-18.767,0.973
-18.737,0.974
-18.707,0.972
-18.677,0.977
-18.647,0.972
-18.617,0.972
-18.587,0.979
-18.557,0.978
-18.527,0.974
-18.497,0.978
-18.467,0.974
-18.437,0.978
-18.407,0.975
-18.377,0.974
-18.347,0.976
-18.317,0.979
-18.287,0.972
-18.257,0.974
-18.227,0.974
-18.197,0.974
-18.167,0.976
-18.137,0.978
-18.107,0.974
-18.077,0.970
-18.047,0.975
-18.017,0.973
-17.987,0.979
-17.957,0.972
-17.927,0.973
-17.897,0.976
-17.867,0.971
-17.837,0.975
-17.807,0.979
-17.777,0.972
-17.747,0.979
-17.717,0.978
-17.687,0.970
-17.657,0.973
-17.627,0.974
-17.597,0.975
-17.567,0.973
-17.537,0.973
-17.507,0.973
-17.477,0.973
-17.447,0.973
-17.417,0.973
-17.387,0.974
-17.357,0.973
-17.327,0.972
-17.297,0.972
-17.267,0.977
-17.237,0.976
-17.207,0.972
-17.177,0.977
-17.147,0.973
-17.117,0.974
-17.087,0.980
-17.057,0.973
-17.027,0.977
-16.997,0.977
-16.967,0.970
-16.937,0.973
-16.907,0.977
-16.877,0.974
-16.847,0.978
-16.817,0.978
-16.787,0.979
-16.757,0.974
-16.727,0.976
-16.697,0.976
-16.667,0.974
-16.637,0.975
-16.607,0.973
-16.577,0.972
-16.547,0.972
-16.517,0.978
-16.487,0.980
-16.457,0.973
-16.427,0.972
-16.397,0.976
-16.367,0.975
-16.337,0.976
-16.307,0.982
-16.277,0.969
-16.247,0.976
-16.217,0.978
-16.187,0.976
-16.157,0.973
-16.127,0.974
-16.097,0.980
-16.067,0.976
-16.037,0.973
-16.007,0.978
-15.977,0.974
-15.947,0.976
-15.917,0.974
-15.887,0.975
-15.857,0.979
-15.827,0.974
-15.797,0.975
-15.767,0.976
-15.737,0.973
-15.707,0.970
-15.677,0.980
-15.647,0.978
-15.617,0.972
-15.587,0.978
-15.557,0.979
-15.527,0.977
-15.497,0.975
-15.467,0.980
-15.437,0.975
-15.407,0.983
-15.377,0.977
-15.347,0.973
-15.317,0.978
-15.287,0.978
-15.257,0.975
-15.227,0.977
-15.197,0.977
-15.167,0.974
-15.137,0.975
-15.107,0.972
-15.077,0.978
-15.047,0.976
-15.017,0.975
-14.987,0.971
-14.957,0.971
-14.927,0.979
-14.897,0.976
-14.867,0.976
-14.837,0.976
-14.807,0.975
-14.777,0.973
-14.747,0.975
-14.717,0.980
-14.687,0.977
-14.657,0.972
-14.627,0.978
-14.597,0.976
-14.567,0.973
-14.537,0.976
-14.507,0.978
-14.477,0.975
-14.447,0.974
-14.417,0.973
-14.387,0.973
-14.357,0.978
-14.327,0.975
-14.297,0.976
-14.267,0.974
-14.237,0.978
-14.207,0.976
-14.177,0.973
-14.147,0.974
-14.117,0.978
-14.087,0.977
-14.057,0.974
-14.027,0.975
-13.997,0.974
-13.967,0.976
-13.937,0.976
-13.907,0.976
-13.877,0.979
-13.847,0.974
-13.817,0.973
-13.787,0.976
-13.757,0.974
-13.727,0.976
-13.697,0.978
-13.667,0.977
-13.637,0.975
-13.607,0.972
-13.577,0.976
-13.547,0.977
-13.517,0.973
-13.487,0.971
-13.457,0.974
-13.427,0.975
-13.397,0.976
-13.367,0.977
-13.337,0.975
-13.307,0.974
-13.277,0.979
-13.247,0.980
-13.217,0.976
-13.187,0.978
-13.157,0.968
-13.127,0.973
-13.097,0.980
-13.067,0.976
-13.037,0.976
-13.007,0.977
-12.977,0.977
-12.947,0.977
-12.917,0.975
-12.887,0.976
-12.857,0.976
-12.827,0.974
-12.797,0.976
-12.767,0.978
-12.737,0.977
-12.707,0.975
-12.677,0.979
-12.647,0.973
-12.617,0.969
-12.587,0.975
-12.557,0.980
-12.527,0.972
-12.497,0.973
-12.467,0.977
-12.437,0.976
-12.407,0.977
-12.377,0.981
-12.347,0.976
-12.317,0.979
-12.287,0.977
-12.257,0.973
-12.227,0.973
-12.197,0.974
-12.167,0.979
-12.137,0.975
-12.107,0.974
-12.077,0.975
-12.047,0.976
-12.017,0.978
-11.987,0.978
-11.957,0.974
-11.927,0.976
-11.897,0.975
-11.867,0.974
-11.837,0.971
-11.807,0.977
-11.777,0.979
-11.747,0.973
-11.717,0.975
-11.687,0.976
-11.657,0.978
-11.627,0.977
-11.597,0.976
-11.567,0.977
-11.537,0.976
-11.507,0.976
-11.477,0.972
-11.447,0.973
-11.417,0.978
-11.387,0.978
-11.357,0.977
-11.327,0.975
-11.297,0.977
-11.267,0.974
-11.237,0.974
-11.207,0.978
-11.177,0.979
-11.147,0.979
-11.117,0.973
-11.087,0.977
-11.057,0.974
-11.027,0.978
-10.997,0.979
-10.967,0.973
-10.937,0.973
-10.907,0.978
-10.877,0.980
-10.847,0.977
-10.817,0.978
-10.787,0.974
-10.757,0.983
-10.727,0.977
-10.697,0.974
-10.667,0.978
-10.637,0.978
-10.607,0.977
-10.577,0.976
-10.547,0.974
-10.517,0.982
-10.487,0.980
-10.457,0.978
-10.427,0.975
-10.397,0.977
-10.367,0.979
-10.337,0.973
-10.307,0.980
-10.277,0.978
-10.247,0.977
-10.217,0.978
-10.187,0.980
-10.157,0.979
-10.127,0.981
-10.097,0.970
-10.067,0.979
-10.037,0.978
-10.007,0.972
-9.977,0.979
-9.947,0.978
