df_hash,22ZHK4.PQKCV4
14.431,-667
14.456,-663
14.481,-580
14.506,-369
14.531,-40
14.556,332
14.581,644
14.606,830
14.631,898
14.656,903
14.681,899
14.706,892
14.731,848
14.756,734
14.781,544
14.806,317
14.831,105
14.856,-49
14.881,-137
14.906,-165
14.931,-147
14.956,-93
14.981,-28
15.006,12
15.031,13
15.056,12
15.081,92
15.106,317
15.131,656
15.156,983
15.181,1165
15.206,1159
15.231,1038
15.256,920
15.281,888
15.306,965
15.331,1138
15.356,1372
15.381,1591
15.406,1669
15.431,1494
15.456,1047
15.481,437
15.506,-159
15.531,-610
15.556,-874
15.581,-991
15.606,-1023
15.631,-1022
15.656,-1010
15.681,-970
15.706,-848
15.731,-604
15.756,-272
15.781,37
15.806,222
15.831,286
15.856,328
15.881,425
15.906,532
15.931,522
15.956,326
15.981,29
16.006,-211
16.031,-314
16.056,-337
16.081,-387
16.106,-487
16.131,-573
16.156,-583
16.181,-529
16.206,-452
16.231,-334
16.256,-94
16.281,296
16.306,736
16.331,1054
16.356,1169
16.381,1164
16.406,1209
16.431,1393
16.456,1649
16.481,1818
16.506,1772
16.531,1489
16.556,1036
16.581,525
16.606,74
16.631,-239
16.656,-411
16.681,-506
16.706,-603
16.731,-718
16.756,-801
16.781,-800
16.806,-710
16.831,-557
16.856,-333
16.881,-1
16.906,424
16.931,826
16.956,1059
16.981,1104
17.006,1107
17.031,1224
17.056,1427
17.081,1488
17.106,1199
17.131,597
17.156,-38
17.181,-440
17.206,-571
17.231,-597
17.256,-680
17.281,-817
17.306,-901
17.331,-883
17.356,-820
17.381,-771
17.406,-690
17.431,-468
17.456,-67
17.481,406
17.506,799
17.531,1044
17.556,1182
17.581,1282
17.606,1356
17.631,1368
17.656,1303
17.681,1170
17.706,973
17.731,690
17.756,323
17.781,-62
17.806,-375
17.831,-577
17.856,-714
17.881,-836
17.906,-926
17.931,-923
17.956,-815
17.981,-672
18.006,-557
18.031,-435
18.056,-205
18.081,171
18.106,593
18.131,895
18.156,1012
18.181,1016
18.206,1018
18.231,1049
18.256,1067
18.281,1055
18.306,1051
18.331,1066
18.356,1011
18.381,763
18.406,320
18.431,-150
18.456,-444
18.481,-507
18.506,-462
18.531,-457
18.556,-518
18.581,-559
18.606,-520
18.631,-432
18.656,-346
18.681,-235
18.706,-16
18.731,339
18.756,736
18.781,1035
18.806,1177
18.831,1210
18.856,1205
18.881,1186
18.906,1152
18.931,1134
18.956,1172
18.981,1239
19.006,1210
19.031,976
19.056,563
19.081,134
19.106,-173
19.131,-374
19.156,-589
19.181,-882
19.206,-1176
19.231,-1346
19.256,-1381
19.281,-1390
19.306,-1458
19.331,-1509
19.356,-1357
19.381,-898
19.406,-242
19.431,371
19.456,776
19.481,993
19.506,1164
19.531,1384
19.556,1610
19.581,1718
19.606,1621
19.631,1335
19.656,950
19.681,563
19.706,233
19.731,-18
19.756,-190
19.781,-295
19.806,-352
19.831,-386
19.856,-417
19.881,-442
19.906,-419
19.931,-277
19.956,39
19.981,507
20.006,1007
20.031,1399
20.056,1625
20.081,1748
20.106,1864
20.131,1969
20.156,1921
20.181,1568
20.206,914
20.231,170
20.256,-400
20.281,-685
20.306,-784
20.331,-877
20.356,-1052
20.381,-1244
20.406,-1352
20.431,-1356
20.456,-1323
20.481,-1299
20.506,-1235
20.531,-1027
20.556,-624
20.581,-81
20.606,478
20.631,957
20.656,1314
20.681,1541
20.706,1643
20.731,1634
20.756,1553
20.781,1442
20.806,1308
20.831,1131
20.856,906
20.881,667
20.906,457
20.931,271
20.956,49
20.981,-252
21.006,-594
21.031,-871
21.056,-1003
21.081,-1002
21.106,-946
21.131,-900
21.156,-872
21.181,-838
21.206,-784
21.231,-700
21.256,-556
21.281,-310
21.306,41
21.331,425
21.356,746
21.381,960
21.406,1105
21.431,1238
21.456,1367
21.481,1470
21.506,1554
21.531,1670
21.556,1830
21.581,1924
21.606,1773
21.631,1297
21.656,625
21.681,25
21.706,-311
21.731,-409
21.756,-439
21.781,-538
21.806,-688
21.831,-784
21.856,-775
21.881,-720
21.906,-700
21.931,-709
21.956,-637
21.981,-375
22.006,74
22.031,585
22.056,997
22.081,1230
22.106,1319
22.131,1354
22.156,1384
22.181,1366
22.206,1204
22.231,842
22.256,343
22.281,-136
22.306,-452
22.331,-573
22.356,-592
22.381,-625
22.406,-712
22.431,-797
22.456,-815
22.481,-768
22.506,-717
22.531,-698
22.556,-655
22.581,-477
22.606,-102
22.631,411
22.656,914
22.681,1273
22.706,1464
22.731,1565
22.756,1653
22.781,1710
22.806,1620
22.831,1283
22.856,728
22.881,128
22.906,-322
22.931,-552
22.956,-639
22.981,-708
23.006,-805
23.031,-879
23.056,-876
23.081,-822
23.106,-788
23.131,-779
23.156,-696
23.181,-427
23.206,18
23.231,493
23.256,834
23.281,997
23.306,1068
23.331,1148
23.356,1259
23.381,1355
23.406,1414
23.431,1470
23.456,1554
23.481,1635
23.506,1627
23.531,1467
23.556,1168
23.581,789
23.606,384
23.631,-14
23.656,-369
23.681,-627
23.706,-759
23.731,-795
23.756,-795
23.781,-800
23.806,-797
23.831,-768
23.856,-722
23.881,-680
23.906,-610
23.931,-422
23.956,-53
23.981,440
24.006,893
24.031,1155
24.056,1204
24.081,1135
24.106,1034
24.131,891
24.156,636
24.181,259
24.206,-140
24.231,-421
24.256,-519
24.281,-487
24.306,-431
24.331,-411
24.356,-418
24.381,-424
24.406,-423
24.431,-434
24.456,-443
24.481,-396
24.506,-227
24.531,80
24.556,472
24.581,846
24.606,1121
24.631,1271
24.656,1333
24.681,1371
24.706,1426
24.731,1490
24.756,1502
24.781,1383
24.806,1095
24.831,672
24.856,214
24.881,-164
24.906,-401
24.931,-509
24.956,-557
24.981,-616
25.006,-710
25.031,-808
25.056,-863
25.081,-855
25.106,-809
25.131,-763
25.156,-731
25.181,-680
25.206,-551
25.231,-306
25.256,44
25.281,449
25.306,846
25.331,1197
25.356,1487
25.381,1712
25.406,1868
25.431,1948
25.456,1953
25.481,1889
25.506,1752
25.531,1523
25.556,1177
25.581,719
25.606,209
25.631,-258
25.656,-600
25.681,-805
25.706,-931
25.731,-1052
25.756,-1186
25.781,-1281
25.806,-1274
25.831,-1160
25.856,-1002
25.881,-858
25.906,-714
25.931,-491
25.956,-131
25.981,326
26.006,754
26.031,1040
26.056,1170
26.081,1222
26.106,1277
26.131,1345
26.156,1379
26.181,1339
26.206,1237
26.231,1115
26.256,990
26.281,823
26.306,564
26.331,212
26.356,-161
26.381,-457
26.406,-612
26.431,-641
26.456,-608
26.481,-574
26.506,-552
26.531,-517
26.556,-449
26.581,-368
26.606,-319
26.631,-323
26.656,-335
26.681,-271
26.706,-70
26.731,247
26.756,596
26.781,880
26.806,1058
26.831,1144
26.856,1173
26.881,1166
26.906,1136
26.931,1105
26.956,1100
26.981,1122
27.006,1128
27.031,1051
27.056,854
27.081,564
27.106,247
27.131,-35
27.156,-265
27.181,-448
27.206,-586
27.231,-660
27.256,-659
27.281,-612
27.306,-581
27.331,-612
27.356,-685
27.381,-712
27.406,-596
27.431,-301
27.456,110
27.481,527
27.506,861
27.531,1092
27.556,1250
27.581,1354
27.606,1365
27.631,1218
27.656,889
27.681,442
27.706,0
27.731,-331
27.756,-525
27.781,-615
27.806,-643
27.831,-627
27.856,-584
27.881,-550
27.906,-567
27.931,-618
27.956,-614
27.981,-458
28.006,-142
28.031,225
28.056,514
28.081,689
28.106,823
28.131,999
28.156,1205
28.181,1353
28.206,1387
28.231,1359
28.256,1364
28.281,1417
28.306,1407
28.331,1203
28.356,787
28.381,275
28.406,-183
28.431,-516
28.456,-730
28.481,-846
28.506,-860
28.531,-784
28.556,-685
28.581,-640
28.606,-643
28.631,-574
28.656,-307
28.681,160
28.706,681
28.731,1082
28.756,1292
28.781,1363
28.806,1364
28.831,1292
28.856,1091
28.881,740
28.906,315
28.931,-55
28.956,-288
28.981,-389
29.006,-423
29.031,-444
29.056,-467
29.081,-488
29.106,-512
29.131,-560
29.156,-639
29.181,-706
29.206,-676
29.231,-468
29.256,-68
29.281,437
29.306,910
29.331,1240
29.356,1401
29.381,1450
29.406,1456
29.431,1448
29.456,1408
29.481,1303
29.506,1113
29.531,836
29.556,485
29.581,98
29.606,-255
29.631,-505
29.656,-623
29.681,-645
29.706,-640
29.731,-651
29.756,-669
29.781,-667
29.806,-629
29.831,-547
29.856,-400
29.881,-152
29.906,200
29.931,590
29.956,906
29.981,1075
30.006,1128
30.031,1160
30.056,1247
30.081,1370
30.106,1451
30.131,1417
30.156,1251
30.181,976
30.206,620
30.231,215
30.256,-188
30.281,-514
30.306,-704
30.331,-763
30.356,-747
30.381,-712
30.406,-668
30.431,-599
30.456,-511
30.481,-445
30.506,-426
30.531,-409
30.556,-294
30.581,-20
30.606,353
30.631,690
30.656,884
30.681,951
30.706,991
30.731,1082
30.756,1212
30.781,1316
30.806,1354
30.831,1324
30.856,1211
30.881,967
30.906,563
30.931,75
30.956,-341
30.981,-572
31.006,-633
31.031,-637
31.056,-664
31.081,-693
31.106,-668
31.131,-599
31.156,-553
31.181,-549
31.206,-490
31.231,-254
31.256,155
31.281,591
31.306,899
31.331,1059
31.356,1163
31.381,1267
31.406,1331
31.431,1306
31.456,1253
31.481,1291
31.506,1419
31.531,1437
31.556,1109
31.581,417
31.606,-390
31.631,-1007
31.656,-1337
31.681,-1509
31.706,-1680
31.731,-1856
31.756,-1931
31.781,-1858
31.806,-1704
31.831,-1536
31.856,-1312
31.881,-931
31.906,-387
31.931,183
31.956,621
31.981,895
32.006,1086
32.031,1246
32.056,1308
32.081,1192
32.106,951
32.131,768
32.156,785
32.181,950
32.206,1064
32.231,985
32.256,755
32.281,532
32.306,429
32.331,438
32.356,516
32.381,681
32.406,988
32.431,1405
32.456,1760
32.481,1850
32.506,1636
32.531,1313
32.556,1155
32.581,1273
32.606,1503
32.631,1543
32.656,1220
32.681,641
32.706,84
32.731,-251
32.756,-391
32.781,-494
32.806,-658
32.831,-828
32.856,-898
32.881,-860
32.906,-806
32.931,-792
32.956,-754
32.981,-594
33.006,-329
33.031,-109
33.056,-42
33.081,-58
33.106,15
33.131,226
33.156,393
33.181,283
33.206,-112
33.231,-523
33.256,-656
33.281,-478
33.306,-233
33.331,-179
33.356,-339
33.381,-534
33.406,-601
33.431,-550
33.456,-486
33.481,-443
33.506,-337
33.531,-80
33.556,303
33.581,693
33.606,977
33.631,1132
33.656,1196
33.681,1215
33.706,1218
33.731,1219
33.756,1213
33.781,1140
33.806,917
33.831,514
33.856,19
33.881,-398
33.906,-612
33.931,-618
33.956,-519
33.981,-420
34.006,-368
34.031,-350
34.056,-339
34.081,-301
34.106,-195
34.131,27
34.156,373
34.181,783
34.206,1151
34.231,1398
34.256,1519
34.281,1586
34.306,1680
34.331,1818
34.356,1913
34.381,1818
34.406,1431
34.431,794
34.456,94
34.481,-448
34.506,-734
34.531,-827
34.556,-874
34.581,-958
34.606,-1052
34.631,-1085
34.656,-1033
34.681,-921
34.706,-748
34.731,-453
34.756,15
34.781,601
34.806,1132
34.831,1446
34.856,1512
34.881,1432
34.906,1330
34.931,1252
34.956,1172
34.981,1068
35.006,964
35.031,891
35.056,831
35.081,715
35.106,480
35.131,117
35.156,-327
35.181,-778
35.206,-1149
35.231,-1356
35.256,-1352
35.281,-1174
35.306,-942
35.331,-794
35.356,-788
35.381,-868
35.406,-932
35.431,-932
35.456,-900
35.481,-880
35.506,-845
35.531,-691
35.556,-325
35.581,231
35.606,833
35.631,1305
35.656,1553
35.681,1615
35.706,1610
35.731,1645
35.756,1755
35.781,1913
35.806,2082
35.831,2242
35.856,2363
35.881,2377
35.906,2178
35.931,1705
35.956,1012
35.981,269
36.006,-333
36.031,-698
36.056,-854
36.081,-903
36.106,-921
36.131,-936
36.156,-948
36.181,-969
36.206,-1013
36.231,-1062
36.256,-1066
36.281,-986
36.306,-834
36.331,-650
36.356,-453
36.381,-227
36.406,33
36.431,284
36.456,447
36.481,501
36.506,507
36.531,558
36.556,687
36.581,850
36.606,1007
36.631,1181
36.656,1400
36.681,1588
36.706,1558
36.731,1167
36.756,504
36.781,-132
36.806,-462
36.831,-458
36.856,-338
36.881,-327
36.906,-444
36.931,-538
36.956,-495
36.981,-379
37.006,-332
37.031,-383
37.056,-394
37.081,-212
37.106,154
37.131,542
37.156,804
37.181,933
37.206,1004
37.231,1025
37.256,902
37.281,562
37.306,85
37.331,-327
37.356,-513
37.381,-484
37.406,-375
37.431,-306
37.456,-292
37.481,-284
37.506,-255
37.531,-215
37.556,-156
37.581,-16
37.606,282
37.631,748
37.656,1283
37.681,1735
37.706,1987
37.731,2025
37.756,1940
37.781,1864
37.806,1876
37.831,1921
37.856,1828
37.881,1438
37.906,761
37.931,16
37.956,-510
37.981,-680
38.006,-604
38.031,-515
38.056,-554
38.081,-677
38.106,-744
38.131,-695
38.156,-602
38.181,-560
38.206,-572
38.231,-541
38.256,-381
38.281,-100
38.306,215
38.331,482
38.356,650
38.381,672
38.406,498
38.431,138
38.456,-281
38.481,-561
38.506,-583
38.531,-414
38.556,-244
38.581,-205
38.606,-268
38.631,-308
38.656,-267
38.681,-211
38.706,-225
38.731,-277
38.756,-222
38.781,49
38.806,487
38.831,916
38.856,1197
38.881,1331
38.906,1412
38.931,1511
38.956,1622
38.981,1720
39.006,1808
39.031,1882
39.056,1860
39.081,1592
39.106,995
39.131,185
39.156,-555
39.181,-967
39.206,-1000
39.231,-827
39.256,-685
39.281,-686
39.306,-756
39.331,-748
39.356,-582
39.381,-308
39.406,-45
39.431,138
39.456,283
39.481,479
39.506,748
39.531,971
39.556,959
39.581,615
39.606,46
39.631,-495
39.656,-796
39.681,-816
39.706,-670
39.731,-466
39.756,-215
39.781,128
39.806,547
39.831,927
39.856,1156
39.881,1238
39.906,1262
39.931,1273
39.956,1187
39.981,873
40.006,315
40.031,-318
40.056,-797
40.081,-1002
40.106,-996
40.131,-919
40.156,-848
40.181,-758
40.206,-590
40.231,-336
40.256,-41
40.281,244
40.306,500
40.331,720
40.356,886
40.381,976
40.406,997
40.431,972
40.456,922
40.481,836
40.506,702
40.531,548
40.556,436
40.581,415
40.606,475
40.631,559
40.656,623
40.681,669
40.706,718
40.731,750
40.756,705
40.781,540
40.806,297
40.831,97
40.856,50
40.881,169
40.906,371
40.931,556
40.956,680
40.981,749
41.006,752
41.031,632
41.056,324
41.081,-148
41.106,-649
41.131,-1006
41.156,-1122
41.181,-1031
41.206,-834
41.231,-608
41.256,-351
41.281,-30
41.306,350
41.331,729
41.356,1032
41.381,1221
41.406,1302
41.431,1285
41.456,1153
41.481,883
41.506,484
41.531,28
41.556,-379
41.581,-649
41.606,-754
41.631,-738
41.656,-678
41.681,-635
41.706,-614
41.731,-563
41.756,-413
41.781,-137
41.806,220
41.831,581
41.856,878
41.881,1097
41.906,1256
41.931,1359
41.956,1376
41.981,1263
42.006,1003
42.031,632
42.056,220
42.081,-150
42.106,-414
42.131,-541
42.156,-549
42.181,-505
42.206,-486
42.231,-523
42.256,-568
42.281,-521
42.306,-316
42.331,22
42.356,393
42.381,691
42.406,882
42.431,995
42.456,1074
42.481,1122
42.506,1106
42.531,993
42.556,782
42.581,504
42.606,203
42.631,-78
42.656,-291
42.681,-396
42.706,-381
42.731,-288
42.756,-194
42.781,-159
42.806,-180
42.831,-195
42.856,-126
42.881,55
42.906,313
42.931,577
42.956,796
42.981,959
43.006,1082
43.031,1173
43.056,1210
43.081,1155
43.106,994
43.131,749
43.156,470
43.181,200
43.206,-42
43.231,-257
43.256,-430
43.281,-535
43.306,-558
43.331,-528
43.356,-502
43.381,-512
43.406,-521
43.431,-439
43.456,-212
43.481,126
43.506,474
43.531,743
43.556,922
43.581,1046
43.606,1124
43.631,1104
43.656,937
43.681,656
43.706,380
43.731,221
43.756,180
43.781,163
43.806,77
43.831,-75
43.856,-217
43.881,-290
43.906,-311
43.931,-340
43.956,-397
43.981,-428
44.006,-358
44.031,-160
44.056,117
44.081,397
44.106,613
44.131,732
44.156,750
44.181,694
44.206,610
44.231,550
44.256,541
44.281,584
44.306,664
44.331,764
44.356,844
44.381,826
44.406,631
44.431,258
44.456,-175
44.481,-500
44.506,-614
44.531,-556
44.556,-443
44.581,-345
44.606,-234
44.631,-40
44.656,252
44.681,589
44.706,901
44.731,1153
44.756,1322
44.781,1349
44.806,1159
44.831,749
44.856,243
44.881,-174
44.906,-394
44.931,-457
44.956,-485
44.981,-555
45.006,-636
45.031,-660
45.056,-610
45.081,-540
45.106,-495
45.131,-439
45.156,-279
45.181,37
45.206,461
45.231,878
45.256,1202
45.281,1433
45.306,1613
45.331,1737
45.356,1718
45.381,1454
45.406,931
45.431,275
45.456,-317
45.481,-700
45.506,-853
45.531,-864
45.556,-833
45.581,-799
45.606,-730
45.631,-575
45.656,-321
45.681,2
45.706,341
45.731,658
45.756,950
45.781,1242
45.806,1535
45.831,1770
45.856,1825
45.881,1588
45.906,1056
45.931,372
45.956,-248
45.981,-651
46.006,-821
46.031,-843
46.056,-801
46.081,-721
46.106,-597
46.131,-445
46.156,-304
46.181,-182
46.206,-37
46.231,179
46.256,456
46.281,737
46.306,982
46.331,1220
46.356,1489
46.381,1748
46.406,1854
46.431,1671
46.456,1188
46.481,548
46.506,-42
46.531,-443
46.556,-622
46.581,-638
46.606,-583
46.631,-543
46.656,-568
46.681,-647
46.706,-723
46.731,-752
46.756,-755
46.781,-788
46.806,-846
46.831,-819
46.856,-556
46.881,-18
46.906,663
46.931,1270
46.956,1654
46.981,1821
47.006,1866
47.031,1860
47.056,1803
47.081,1662
47.106,1415
47.131,1061
47.156,599
47.181,61
47.206,-457
47.231,-820
47.256,-947
47.281,-895
47.306,-812
47.331,-810
47.356,-881
47.381,-940
47.406,-934
47.431,-889
47.456,-845
47.481,-767
47.506,-564
47.531,-185
47.556,308
47.581,783
47.606,1141
47.631,1384
47.656,1570
47.681,1736
47.706,1873
47.731,1964
47.756,2013
47.781,2022
47.806,1946
47.831,1700
47.856,1230
47.881,587
47.906,-75
47.931,-585
47.956,-849
47.981,-891
48.006,-813
48.031,-714
48.056,-641
48.081,-587
48.106,-536
48.131,-498
48.156,-496
48.181,-518
48.206,-489
48.231,-308
48.256,56
48.281,512
48.306,884
48.331,1050
48.356,1031
48.381,949
48.406,888
48.431,804
48.456,571
48.481,141
48.506,-364
48.531,-727
48.556,-807
48.581,-656
48.606,-450
48.631,-330
48.656,-302
48.681,-279
48.706,-212
48.731,-144
48.756,-138
48.781,-172
48.806,-126
48.831,108
48.856,518
48.881,957
48.906,1266
48.931,1398
48.956,1435
48.981,1489
49.006,1592
49.031,1666
49.056,1601
49.081,1336
49.106,902
49.131,397
49.156,-55
49.181,-355
49.206,-461
49.231,-417
49.256,-334
49.281,-312
49.306,-375
49.331,-459
49.356,-488
49.381,-451
49.406,-408
49.431,-412
49.456,-436
49.481,-384
49.506,-187
49.531,127
49.556,456
49.581,701
49.606,831
49.631,877
49.656,882
49.681,882
49.706,912
49.731,994
49.756,1111
49.781,1177
49.806,1083
49.831,777
49.856,323
49.881,-129
49.906,-438
49.931,-551
49.956,-518
49.981,-443
50.006,-413
50.031,-452
50.056,-521
50.081,-553
50.106,-522
50.131,-474
50.156,-474
50.181,-523
50.206,-516
50.231,-322
50.256,76
50.281,539
50.306,874
50.331,1015
50.356,1068
50.381,1175
50.406,1356
50.431,1503
50.456,1534
50.481,1504
50.506,1524
50.531,1573
50.556,1454
50.581,978
50.606,202
50.631,-550
50.656,-949
50.681,-931
50.706,-713
50.731,-558
50.756,-542
50.781,-559
50.806,-506
50.831,-403
50.856,-317
50.881,-231
50.906,-30
50.931,355
50.956,834
50.981,1218
51.006,1387
51.031,1369
51.056,1245
51.081,1018
51.106,619
51.131,48
51.156,-528
51.181,-876
51.206,-897
51.231,-717
51.256,-567
51.281,-569
51.306,-655
51.331,-685
51.356,-613
51.381,-513
51.406,-456
51.431,-399
51.456,-213
51.481,164
51.506,647
51.531,1060
51.556,1296
51.581,1385
51.606,1435
51.631,1513
51.656,1594
51.681,1622
51.706,1591
51.731,1547
51.756,1522
51.781,1460
51.806,1248
51.831,807
51.856,179
51.881,-468
51.906,-941
51.931,-1137
51.956,-1101
51.981,-983
52.006,-919
52.031,-941
52.056,-979
52.081,-958
52.106,-887
52.131,-850
52.156,-892
52.181,-940
52.206,-839
52.231,-501
52.256,-3
52.281,467
52.306,781
52.331,976
52.356,1193
52.381,1504
52.406,1818
52.431,1976
52.456,1922
52.481,1779
52.506,1742
52.531,1872
52.556,2015
52.581,1911
52.606,1413
52.631,610
52.656,-226
52.681,-840
52.706,-1134
52.731,-1185
52.756,-1133
52.781,-1066
52.806,-998
52.831,-926
52.856,-880
52.881,-900
52.906,-967
52.931,-975
52.956,-806
52.981,-437
53.006,32
53.031,462
53.056,781
53.081,1019
53.106,1243
53.131,1477
53.156,1705
53.181,1903
53.206,2049
53.231,2079
53.256,1876
53.281,1358
53.306,605
53.331,-129
53.356,-587
53.381,-700
53.406,-628
53.431,-585
53.456,-646
53.481,-723
53.506,-725
53.531,-685
53.556,-704
53.581,-794
53.606,-808
53.631,-571
53.656,-61
53.681,553
53.706,1057
53.731,1356
53.756,1506
53.781,1601
53.806,1674
53.831,1690
53.856,1603
53.881,1387
53.906,1028
53.931,531
53.956,-41
53.981,-562
54.006,-898
54.031,-1017
54.056,-1006
54.081,-981
54.106,-989
54.131,-992
54.156,-947
54.181,-873
54.206,-815
54.231,-777
54.256,-708
54.281,-581
54.306,-448
54.331,-393
54.356,-420
54.381,-414
54.406,-230
54.431,166
54.456,660
54.481,1083
54.506,1353
54.531,1516
54.556,1672
54.581,1865
54.606,2056
54.631,2177
54.656,2206
54.681,2177
54.706,2140
54.731,2098
54.756,1992
54.781,1738
54.806,1289
54.831,678
54.856,16
54.881,-553
54.906,-926
54.931,-1076
54.956,-1056
54.981,-960
55.006,-872
55.031,-828
55.056,-814
55.081,-799
55.106,-774
55.131,-768
55.156,-803
55.181,-842
55.206,-786
55.231,-546
55.256,-135
55.281,313
55.306,640
55.331,786
55.356,818
55.381,844
55.406,896
55.431,921
55.456,878
55.481,831
55.506,899
55.531,1126
55.556,1383
55.581,1442
55.606,1152
55.631,564
55.656,-99
55.681,-600
55.706,-833
55.731,-849
55.756,-781
55.781,-738
55.806,-756
55.831,-804
55.856,-844
55.881,-868
55.906,-890
55.931,-915
55.956,-889
55.981,-724
56.006,-359
56.031,163
56.056,711
56.081,1143
56.106,1412
