df_hash,22ZHK4.02YP5X
318.396,34.938
319.412,34.906
320.395,34.906
321.370,34.906
322.393,34.906
323.368,34.875
324.393,34.906
325.373,34.875
326.442,34.875
327.366,34.875
328.412,34.875
329.513,34.906
330.392,34.906
331.363,34.938
332.387,34.906
333.362,34.938
334.388,34.906
335.361,34.906
336.385,34.938
337.360,34.969
338.530,34.969
339.358,34.969
340.382,35.031
341.357,35.000
342.391,35.000
343.359,34.969
344.380,35.000
345.403,35.031
346.378,34.969
347.429,35.000
348.380,35.000
349.401,34.906
350.376,34.906
351.400,34.938
352.375,34.938
353.451,34.969
354.374,34.969
355.397,34.969
356.372,34.969
357.406,34.969
358.374,34.938
359.416,35.031
360.370,35.031
361.394,35.031
362.368,35.031
363.392,35.062
364.468,35.062
365.391,35.062
366.366,35.062
367.389,35.062
368.365,35.062
369.389,35.062
370.364,35.031
371.390,35.031
372.435,35.031
373.408,35.031
374.364,35.062
375.385,35.062
376.652,35.062
377.383,35.094
378.359,35.125
379.383,35.125
380.358,35.125
381.381,35.125
382.362,35.125
383.526,35.125
384.404,35.094
385.385,35.094
386.354,35.125
387.377,35.094
388.401,35.219
389.393,35.219
390.597,35.250
391.375,35.219
392.350,35.219
393.377,35.219
394.398,35.188
395.373,35.188
396.396,35.156
397.372,35.125
398.395,35.062
399.370,35.062
400.395,35.062
401.369,35.094
402.392,35.094
403.368,35.125
404.392,35.156
405.367,35.156
406.390,35.188
407.365,35.250
408.389,35.250
409.364,35.250
410.388,35.250
411.363,35.219
412.386,35.219
413.367,35.219
414.387,35.219
415.655,35.188
416.384,35.219
417.395,35.219
418.383,35.219
419.604,35.188
420.382,35.156
421.607,35.188
422.381,35.188
423.356,35.156
424.379,35.125
425.391,35.156
426.384,35.125
427.353,35.094
428.382,35.062
429.355,35.062
430.377,35.062
431.353,35.062
432.374,35.062
433.368,35.062
434.372,35.094
435.348,35.094
436.372,35.094
437.347,35.125
438.370,35.188
439.345,35.188
440.380,35.219
441.361,35.219
442.368,35.219
443.426,35.219
444.366,35.219
445.390,35.219
446.389,35.219
447.389,35.188
448.364,35.188
449.388,35.219
450.383,35.156
451.391,35.156
452.361,35.156
453.385,35.156
454.365,35.188
455.384,35.156
456.359,35.156
457.382,35.188
458.357,35.188
459.381,35.188
460.648,35.219
461.380,35.250
462.404,35.250
463.379,35.281
464.358,35.250
465.400,35.250
466.352,35.250
467.389,35.250
468.354,35.219
469.377,35.250
470.350,35.250
471.374,35.250
472.446,35.219
473.372,35.219
474.347,35.219
475.371,35.281
476.492,35.312
477.370,35.312
478.345,35.344
479.368,35.344
480.359,35.312
481.367,35.344
482.342,35.375
483.366,35.375
484.341,35.375
485.365,35.344
486.486,35.344
487.363,35.281
488.340,35.188
489.362,35.062
490.337,34.969
491.364,34.812
492.385,34.594
493.422,34.438
494.383,34.219
495.359,34.062
496.395,33.750
497.357,33.562
498.381,33.375
499.475,33.281
500.379,32.969
501.649,32.500
502.378,31.984
503.358,31.484
504.390,30.938
505.352,30.328
506.380,29.797
507.353,29.125
508.374,28.469
509.349,27.797
510.373,27.359
511.348,27.125
512.372,26.953
513.447,26.812
514.371,26.766
515.346,26.703
516.469,26.625
517.444,26.609
518.368,26.609
519.344,26.625
