df_hash,22ZHK4.JCYLLW
14.230,1.015
14.260,1.008
14.290,1.011
14.320,1.014
14.350,1.019
14.380,1.013
14.410,1.011
14.440,1.017
14.470,1.013
14.500,1.014
14.530,1.015
14.560,1.013
14.590,1.011
14.620,1.016
14.650,1.013
14.680,1.016
14.710,1.013
14.740,1.016
14.770,1.015
14.800,1.015
14.830,1.019
14.860,1.014
14.890,1.015
14.920,1.017
14.950,1.013
14.980,1.016
15.010,1.019
15.040,1.016
15.070,1.012
15.100,1.013
15.130,1.016
15.160,1.012
15.190,1.019
15.220,1.013
15.250,1.015
15.280,1.012
15.310,1.019
15.340,1.013
15.370,1.012
15.400,1.011
15.430,1.011
15.460,1.013
15.490,1.016
15.520,1.015
15.550,1.012
15.580,1.015
15.610,1.016
15.640,1.012
15.670,1.018
15.700,1.016
15.730,1.016
15.760,1.015
15.790,1.016
15.820,1.010
15.850,1.017
15.880,1.011
15.910,1.016
15.940,1.012
15.970,1.012
16.000,1.013
16.030,1.018
16.060,1.012
16.090,1.018
16.120,1.017
16.150,1.008
16.180,1.016
16.210,1.021
16.240,1.015
16.270,1.014
16.300,1.015
16.330,1.016
16.360,1.015
16.390,1.014
16.420,1.016
16.450,1.014
16.480,1.018
16.510,1.014
16.540,1.015
16.570,1.016
16.600,1.014
16.630,1.016
16.660,1.014
16.690,1.017
16.720,1.011
16.750,1.015
16.780,1.015
16.810,1.014
16.840,1.011
16.870,1.016
16.900,1.020
16.930,1.016
16.960,1.013
16.990,1.014
17.020,1.021
17.050,1.013
17.080,1.020
17.110,1.015
17.140,1.014
17.170,1.014
17.200,1.014
17.230,1.017
17.260,1.013
17.290,1.013
17.320,1.015
17.350,1.014
17.380,1.012
17.410,1.016
17.440,1.013
17.470,1.015
17.500,1.014
17.530,1.014
17.560,1.010
17.590,1.011
17.620,1.020
17.650,1.013
17.680,1.017
17.710,1.015
17.740,1.013
17.770,1.015
17.800,1.015
17.830,1.017
17.860,1.014
17.890,1.007
17.920,1.010
17.950,1.011
17.980,1.020
18.010,1.014
18.040,1.010
18.070,1.011
18.100,1.012
18.130,1.018
18.160,1.018
18.190,1.017
18.220,1.011
18.250,1.013
18.280,1.012
18.310,1.017
18.340,1.017
18.370,1.015
18.400,1.012
18.430,1.016
18.460,1.015
18.490,1.010
18.520,1.016
18.550,1.021
18.580,1.018
18.610,1.007
18.640,1.011
18.670,1.017
18.700,1.015
18.730,1.016
18.760,1.016
18.790,1.021
18.820,1.006
18.850,1.021
18.880,1.018
18.910,1.013
18.940,1.013
18.970,1.017
19.000,1.016
19.030,1.017
19.060,1.013
19.090,1.013
19.120,1.011
19.150,1.013
19.180,1.014
19.210,1.015
19.240,1.012
19.270,1.012
19.300,1.008
19.330,1.009
19.360,1.019
19.390,1.014
19.420,1.018
19.450,1.013
19.480,1.013
19.510,1.013
19.540,1.017
19.570,1.014
19.600,1.018
19.630,1.013
19.660,1.009
19.690,1.011
19.720,1.014
19.750,1.015
19.780,1.012
19.810,1.017
19.840,1.011
19.870,1.013
19.900,1.014
19.930,1.014
19.960,1.011
19.990,1.012
20.020,1.016
20.050,1.015
20.080,1.017
20.110,1.011
20.140,1.015
20.170,1.016
20.200,1.014
20.230,1.010
20.260,1.008
20.290,1.019
20.320,1.012
20.350,1.017
20.380,1.011
20.410,1.009
20.440,1.017
20.470,1.016
20.500,1.016
20.530,1.016
20.560,1.007
20.590,1.009
20.620,1.013
20.650,1.019
20.680,1.013
20.710,1.011
20.740,1.016
20.770,1.012
20.800,1.016
20.830,1.016
20.860,1.017
20.890,1.013
20.920,1.014
20.950,1.015
20.980,1.017
21.010,1.018
21.040,1.013
21.070,1.009
21.100,1.013
21.130,1.015
21.160,1.017
21.190,1.013
21.220,1.014
21.250,1.015
21.280,1.018
21.310,1.013
21.340,1.015
21.370,1.017
21.400,1.016
21.430,1.011
21.460,1.013
21.490,1.017
21.520,1.012
21.550,1.016
21.580,1.015
21.610,1.020
21.640,1.011
21.670,1.016
21.700,1.016
21.730,1.014
21.760,1.015
21.790,1.014
21.820,1.014
21.850,1.016
21.880,1.017
21.910,1.015
21.940,1.015
21.970,1.016
22.000,1.012
22.030,1.017
22.060,1.013
22.090,1.015
22.120,1.012
22.150,1.018
22.180,1.017
22.210,1.013
22.240,1.008
22.270,1.013
22.300,1.013
22.330,1.011
22.360,1.017
22.390,1.012
22.420,1.008
22.450,1.016
22.480,1.018
22.510,1.014
22.540,1.015
22.570,1.015
22.600,1.011
22.630,1.013
22.660,1.020
22.690,1.012
22.720,1.010
22.750,1.012
22.780,1.012
22.810,1.016
22.840,1.018
22.870,1.013
22.900,1.015
22.930,1.014
22.960,1.012
22.990,1.012
23.020,1.017
23.050,1.014
23.080,1.012
23.110,1.008
23.140,1.015
23.170,1.019
23.200,1.018
23.230,1.018
23.260,1.008
23.290,1.015
23.320,1.017
23.350,1.018
23.380,1.015
23.410,1.014
23.440,1.020
23.470,1.009
23.500,1.015
23.530,1.017
23.560,1.014
23.590,1.014
23.620,1.011
23.650,1.012
23.680,1.016
23.710,1.011
23.740,1.015
23.770,1.014
23.800,1.014
23.830,1.018
23.860,1.013
23.890,1.007
23.920,1.011
23.950,1.016
23.980,1.010
24.010,1.015
24.040,1.014
24.070,1.010
24.100,1.015
24.130,1.016
24.160,1.017
24.190,1.018
24.220,1.021
24.250,1.006
24.280,1.012
24.310,1.016
24.340,1.009
24.370,1.010
24.400,1.014
24.430,1.013
24.460,1.011
24.490,1.016
24.520,1.016
24.550,1.014
24.580,1.013
24.610,1.017
24.640,1.020
24.670,1.013
24.700,1.015
24.730,1.017
24.760,1.012
24.790,1.013
24.820,1.017
24.850,1.015
24.880,1.012
24.910,1.011
24.940,1.018
24.970,1.013
25.000,1.016
25.030,1.018
25.060,1.023
25.090,1.011
25.120,1.018
25.150,1.015
25.180,1.012
25.210,1.012
25.240,1.014
25.270,1.013
25.300,1.011
25.330,1.017
25.360,1.014
25.390,1.013
25.420,1.016
25.450,1.017
25.480,1.016
25.510,1.013
25.540,1.015
25.570,1.010
25.600,1.017
25.630,1.009
25.660,1.010
25.690,1.016
25.720,1.020
25.750,1.011
25.780,1.011
25.810,1.015
25.840,1.012
25.870,1.014
25.900,1.016
25.930,1.008
25.960,1.009
25.990,1.017
26.020,1.012
26.050,1.013
26.080,1.011
26.110,1.017
26.140,1.015
26.170,1.012
26.200,1.013
26.230,1.014
26.260,1.013
26.290,1.017
26.320,1.018
26.350,1.014
26.380,1.013
26.410,1.011
26.440,1.013
26.470,1.017
26.500,1.016
26.530,1.010
26.560,1.013
26.590,1.011
26.620,1.015
26.650,1.016
26.680,1.017
26.710,1.014
26.740,1.012
26.770,1.017
26.800,1.014
26.830,1.014
26.860,1.013
26.890,1.006
26.920,1.004
26.950,1.016
26.980,1.017
27.010,1.013
27.040,1.016
27.070,1.013
27.100,1.017
27.130,1.016
27.160,1.019
27.190,1.016
27.220,1.008
27.250,1.012
27.280,1.016
27.310,1.017
27.340,1.015
27.370,1.017
27.400,1.011
27.430,1.010
27.460,1.016
27.490,1.016
27.520,1.018
27.550,1.019
27.580,1.005
27.610,1.013
27.640,1.014
27.670,1.021
27.700,1.014
27.730,1.008
27.760,1.012
27.790,1.017
27.820,1.013
27.850,1.019
27.880,1.016
27.910,1.018
27.940,1.007
27.970,1.019
28.000,1.015
28.030,1.016
28.060,1.017
28.090,1.014
28.120,1.010
28.150,1.016
28.180,1.011
28.210,1.015
28.240,1.015
28.270,1.016
28.300,1.013
28.330,1.016
28.360,1.015
28.390,1.014
28.420,1.012
28.450,1.014
28.480,1.014
28.510,1.014
28.540,1.012
28.570,1.015
28.600,1.014
28.630,1.014
28.660,1.013
28.690,1.018
28.720,1.015
28.750,1.011
28.780,1.015
28.810,1.012
28.840,1.013
28.870,1.015
28.900,1.014
28.930,1.020
28.960,1.011
28.990,1.020
29.020,1.018
29.050,1.013
29.080,1.011
29.110,1.013
29.140,1.013
29.170,1.013
29.200,1.014
29.230,1.014
29.260,1.011
29.290,1.011
29.320,1.013
29.350,1.016
29.380,1.015
29.410,1.016
29.440,1.007
29.470,1.021
29.500,1.022
29.530,1.017
29.560,1.009
29.590,1.010
29.620,1.013
29.650,1.017
29.680,1.016
29.710,1.008
29.740,1.006
29.770,1.014
29.800,1.018
29.830,1.015
29.860,1.020
29.890,1.006
29.920,1.009
29.950,1.013
29.980,1.017
30.010,1.014
30.040,1.010
30.070,1.012
30.100,1.015
30.130,1.014
30.160,1.014
30.190,1.013
30.220,1.014
30.250,1.017
30.280,1.012
30.310,1.017
30.340,1.014
30.370,1.014
30.400,1.014
30.430,1.014
30.460,1.009
30.490,1.017
30.520,1.015
30.550,1.015
30.580,1.012
30.610,1.012
30.640,1.017
30.670,1.015
30.700,1.015
30.730,1.015
30.760,1.023
30.790,1.009
30.820,1.017
30.850,1.017
30.880,1.016
30.910,1.015
30.940,1.013
30.970,1.012
31.000,1.015
31.030,1.014
31.060,1.012
31.090,1.011
31.120,1.013
31.150,1.015
31.180,1.020
31.210,1.016
31.240,1.016
31.270,1.016
31.300,1.013
31.330,1.013
31.360,1.015
31.390,1.018
31.420,1.016
31.450,1.006
31.480,1.008
31.510,1.014
31.540,1.017
31.570,1.017
31.600,1.017
31.630,1.021
31.660,1.007
31.690,1.017
31.720,1.015
31.750,1.010
31.780,1.011
31.810,1.014
31.840,1.013
31.870,1.017
31.900,1.016
31.930,1.017
31.960,1.011
31.990,1.015
32.020,1.019
32.050,1.016
32.080,1.016
32.110,1.012
32.140,1.016
32.170,1.010
32.200,1.014
32.230,1.018
32.260,1.009
32.290,1.018
32.320,1.014
32.350,1.012
32.380,1.016
32.410,1.015
32.440,1.011
32.470,1.016
32.500,1.009
32.530,1.014
32.560,1.013
32.590,1.017
32.620,1.014
32.650,1.012
32.680,1.014
32.710,1.015
32.740,1.013
32.770,1.012
32.800,1.015
32.830,1.013
32.860,1.012
32.890,1.017
32.920,1.015
32.950,1.013
32.980,1.014
33.010,1.015
33.040,1.017
33.070,1.014
33.100,1.015
33.130,1.011
33.160,1.017
33.190,1.018
33.220,1.018
33.250,1.011
33.280,1.012
33.310,1.017
33.340,1.018
33.370,1.016
33.400,1.013
33.430,1.014
33.460,1.005
33.490,1.017
33.520,1.017
33.550,1.014
33.580,1.012
33.610,1.013
33.640,1.013
33.670,1.012
33.700,1.016
33.730,1.015
33.760,1.010
33.790,1.016
33.820,1.015
33.850,1.016
33.880,1.013
33.910,1.013
33.940,1.010
33.970,1.017
34.000,1.015
34.030,1.014
34.060,1.014
34.090,1.013
34.120,1.015
34.150,1.013
34.180,1.021
34.210,1.012
34.240,1.011
34.270,1.011
34.300,1.020
34.330,1.018
34.360,1.016
34.390,1.017
34.420,1.021
34.450,1.010
34.480,1.021
34.510,1.013
34.540,1.011
34.570,1.013
34.600,1.014
34.630,1.015
34.660,1.014
34.690,1.013
34.720,1.014
34.750,1.015
34.780,1.016
34.810,1.016
34.840,1.015
34.870,1.012
34.900,1.013
34.930,1.016
34.960,1.020
34.990,1.015
35.020,1.008
35.050,1.013
35.080,1.016
35.110,1.010
35.140,1.019
35.170,1.014
35.200,1.010
35.230,1.013
35.260,1.018
35.290,1.015
35.320,1.015
35.350,1.010
35.380,1.014
35.410,1.016
35.440,1.019
35.470,1.014
35.500,1.012
35.530,1.014
35.560,1.013
35.590,1.015
35.620,1.011
35.650,1.016
35.680,1.013
35.710,1.016
35.740,1.016
35.770,1.016
35.800,1.016
35.830,1.014
35.860,1.011
35.890,1.015
35.920,1.012
35.950,1.013
35.980,1.011
36.010,1.013
36.040,1.019
36.070,1.015
36.100,1.019
36.130,1.013
36.160,1.011
36.190,1.015
36.220,1.017
36.250,1.016
36.280,1.015
36.310,1.008
36.340,1.011
36.370,1.014
36.400,1.021
36.430,1.015
36.460,1.012
36.490,1.011
36.520,1.012
36.550,1.016
36.580,1.016
36.610,1.016
36.640,1.011
36.670,1.011
36.700,1.014
36.730,1.020
36.760,1.018
36.790,1.017
36.820,1.012
36.850,1.015
36.880,1.016
36.910,1.010
36.940,1.013
36.970,1.008
37.000,1.010
37.030,1.021
37.060,1.011
37.090,1.013
37.120,1.009
37.150,1.013
37.180,1.012
37.210,1.019
37.240,1.017
37.270,1.015
37.300,1.009
37.330,1.015
37.360,1.010
37.390,1.018
37.420,1.017
37.450,1.009
37.480,1.012
37.510,1.012
37.540,1.009
37.570,1.017
37.600,1.013
37.630,1.017
37.660,1.013
37.690,1.017
37.720,1.012
37.750,1.014
37.780,1.014
37.810,1.013
37.840,1.012
37.870,1.009
37.900,1.012
37.930,1.014
37.960,1.016
37.990,1.019
38.020,1.009
38.050,1.015
38.080,1.015
38.110,1.015
38.140,1.012
38.170,1.013
38.200,1.018
38.230,1.010
38.260,1.018
38.290,1.014
38.320,1.010
38.350,1.013
38.380,1.017
38.410,1.013
38.440,1.011
38.470,1.013
38.500,1.014
38.530,1.010
38.560,1.014
38.590,1.018
38.620,1.015
38.650,1.014
38.680,1.013
38.710,1.012
38.740,1.019
38.770,1.015
38.800,1.019
38.830,1.010
38.860,1.011
38.890,1.016
38.920,1.017
38.950,1.011
38.980,1.015
39.010,1.016
39.040,1.006
39.070,1.014
39.100,1.015
39.130,1.013
39.160,1.013
39.190,1.011
39.220,1.014
39.250,1.012
39.280,1.018
39.310,1.012
39.340,1.011
39.370,1.011
39.400,1.013
39.430,1.020
39.460,1.018
39.490,1.015
39.520,1.015
39.550,1.014
39.580,1.012
39.610,1.013
39.640,1.013
39.670,1.016
39.700,1.012
39.730,1.013
39.760,1.014
39.790,1.012
39.820,1.016
39.850,1.015
39.880,1.010
39.910,1.004
39.940,1.018
39.970,1.017
40.000,1.017
40.030,1.011
40.060,1.011
40.090,1.016
40.120,1.013
40.150,1.016
40.180,1.013
40.210,1.013
40.240,1.012
40.270,1.014
40.300,1.015
40.330,1.016
40.360,1.009
40.390,1.014
40.420,1.019
40.450,1.016
40.480,1.009
40.510,1.009
40.540,1.009
40.570,1.016
40.600,1.013
40.630,1.021
40.660,1.013
40.690,1.011
40.720,1.015
40.750,1.015
40.780,1.012
40.810,1.011
40.840,1.012
40.870,1.011
40.900,1.011
40.930,1.019
40.960,1.014
40.990,1.013
41.020,1.011
41.050,1.008
41.080,1.013
41.110,1.016
41.140,1.017
41.170,1.011
41.200,1.009
41.230,1.010
41.260,1.017
41.290,1.014
41.320,1.013
41.350,1.012
41.380,1.009
41.410,1.016
41.440,1.017
41.470,1.009
41.500,1.015
41.530,1.019
41.560,1.008
41.590,1.016
41.620,1.018
41.650,1.013
41.680,1.013
41.710,1.017
41.740,1.017
41.770,1.015
41.800,1.010
41.830,1.014
41.860,1.015
41.890,1.010
41.920,1.015
41.950,1.015
41.980,1.013
42.010,1.015
42.040,1.013
42.070,1.015
42.100,1.013
42.130,1.016
42.160,1.015
42.190,1.009
42.220,1.012
42.250,1.014
42.280,1.017
42.310,1.015
42.340,1.011
42.370,1.013
42.400,1.012
42.430,1.017
42.460,1.016
42.490,1.015
42.520,1.008
42.550,1.017
42.580,1.017
42.610,1.018
42.640,1.008
42.670,1.010
42.700,1.016
42.730,1.014
42.760,1.014
42.790,1.012
42.820,1.016
42.850,1.005
42.880,1.012
42.910,1.012
42.940,1.013
42.970,1.016
43.000,1.019
43.030,1.015
43.060,1.009
43.090,1.013
43.120,1.014
43.150,1.013
43.180,1.010
43.210,1.012
43.240,1.018
43.270,1.015
43.300,1.014
43.330,1.017
43.360,1.010
43.390,1.011
43.420,1.016
43.450,1.013
43.480,1.015
43.510,1.007
43.540,1.010
43.570,1.016
43.600,1.009
43.630,1.015
43.660,1.014
43.690,1.021
43.720,1.015
43.750,1.016
43.780,1.011
43.810,1.009
43.840,1.011
43.870,1.016
43.900,1.013
43.930,1.013
43.960,1.015
43.990,1.014
44.020,1.011
44.050,1.014
44.080,1.016
44.110,1.015
44.140,1.011
44.170,1.006
44.200,1.014
44.230,1.019
44.260,1.010
44.290,1.017
44.320,1.013
44.350,1.013
44.380,1.014
44.410,1.015
44.440,1.013
44.470,1.013
44.500,1.008
44.530,1.013
44.560,1.012
44.590,1.017
44.620,1.017
44.650,1.012
44.680,1.013
44.710,1.016
44.740,1.011
44.770,1.010
44.800,1.010
44.830,1.013
44.860,1.011
44.890,1.014
44.920,1.018
44.950,1.025
44.980,1.013
45.010,1.013
45.040,1.012
45.070,1.008
45.100,1.014
45.130,1.019
45.160,1.012
45.190,1.011
45.220,1.009
45.250,1.013
45.280,1.007
45.310,1.021
45.340,1.032
45.370,1.021
45.400,1.007
45.430,1.013
45.460,1.013
45.490,1.022
45.520,1.014
45.550,1.010
45.580,1.011
45.610,1.015
45.640,1.013
45.670,1.014
45.700,1.017
45.730,1.018
45.760,1.017
45.790,1.017
45.820,1.015
45.850,1.012
45.880,1.015
45.910,1.017
45.940,1.012
45.970,1.014
46.000,1.013
46.030,1.016
46.060,1.009
46.090,1.014
46.120,1.017
46.150,1.019
46.180,1.014
46.210,1.015
46.240,1.017
46.270,1.014
46.300,1.016
46.330,1.018
46.360,1.017
46.390,1.005
46.420,1.013
46.450,1.014
46.480,1.013
46.510,1.013
46.540,1.013
46.570,1.016
46.600,1.017
46.630,1.013
46.660,1.011
46.690,1.016
46.720,1.015
46.750,1.014
46.780,1.016
46.810,1.015
46.840,1.011
46.870,1.015
46.900,1.013
46.930,1.014
46.960,1.017
46.990,1.017
47.020,1.012
47.050,1.012
47.080,1.013
47.110,1.017
47.140,1.013
47.170,1.020
47.200,1.008
47.230,1.010
47.260,1.013
47.290,1.019
47.320,1.016
47.350,1.017
47.380,1.014
47.410,1.018
47.440,1.013
47.470,1.017
47.500,1.012
47.530,1.012
47.560,1.013
47.590,1.012
47.620,1.014
47.650,1.015
47.680,1.013
47.710,1.016
47.740,1.016
47.770,1.016
47.800,1.015
47.830,1.010
47.860,1.008
47.890,1.012
47.920,1.018
47.950,1.018
47.980,1.008
48.010,1.012
48.040,1.012
48.070,1.019
48.100,1.014
48.130,1.011
48.160,1.008
48.190,1.014
48.220,1.015
48.250,1.016
48.280,1.018
48.310,1.015
48.340,1.016
48.370,1.012
48.400,1.014
48.430,1.011
48.460,1.014
48.490,1.012
48.520,1.014
48.550,1.012
48.580,1.015
48.610,1.011
48.640,1.011
48.670,1.013
48.700,1.018
48.730,1.012
48.760,1.012
48.790,1.008
48.820,1.020
48.850,1.009
48.880,1.011
48.910,1.020
48.940,1.017
48.970,1.014
49.000,1.016
49.030,1.016
49.060,1.016
49.090,1.017
49.120,1.010
49.150,1.006
49.180,1.020
49.210,1.021
49.240,1.013
49.270,1.009
49.300,1.013
49.330,1.012
49.360,1.007
49.390,1.010
49.420,1.012
49.450,1.015
49.480,1.015
49.510,1.012
49.540,1.015
49.570,1.015
49.600,1.016
49.630,1.009
49.660,1.014
49.690,1.012
49.720,1.011
49.750,1.015
49.780,1.016
49.810,1.012
49.840,1.017
49.870,1.014
49.900,1.016
49.930,1.014
49.960,1.015
49.990,1.016
50.020,1.004
50.050,1.011
50.080,1.016
50.110,1.013
50.140,1.010
50.170,1.013
50.200,1.015
50.230,1.013
50.260,1.012
50.290,1.014
50.320,1.012
50.350,1.016
50.380,1.013
50.410,1.018
50.440,1.018
50.470,1.015
50.500,1.014
50.530,1.020
50.560,1.010
50.590,1.010
50.620,1.013
50.650,1.016
50.680,1.010
50.710,1.015
50.740,1.013
50.770,1.011
50.800,1.013
50.830,1.018
50.860,1.018
50.890,1.005
50.920,1.018
50.950,1.015
50.980,1.013
51.010,1.010
51.040,1.013
51.070,1.015
51.100,1.014
51.130,1.015
51.160,1.011
51.190,1.017
51.220,1.020
51.250,1.015
51.280,1.011
51.310,1.008
51.340,1.010
51.370,1.014
51.400,1.011
51.430,1.011
51.460,1.007
51.490,1.013
51.520,1.014
51.550,1.016
51.580,1.020
51.610,1.018
51.640,1.015
51.670,1.012
51.700,1.014
51.730,1.014
51.760,1.016
51.790,1.011
51.820,1.015
51.850,1.011
51.880,1.018
51.910,1.015
51.940,1.016
51.970,1.012
52.000,1.015
52.030,1.018
52.060,1.016
52.090,1.015
52.120,1.011
52.150,1.009
52.180,1.010
52.210,1.012
52.240,1.010
52.270,1.013
52.300,1.017
52.330,1.014
52.360,1.011
52.390,1.014
52.420,1.012
52.450,1.017
52.480,1.011
52.510,1.013
52.540,1.015
52.570,1.014
52.600,1.016
52.630,1.014
52.660,1.011
52.690,1.017
52.720,1.018
52.750,1.015
52.780,1.021
52.810,1.013
52.840,1.018
52.870,1.014
52.900,1.016
52.930,1.016
52.960,1.011
52.990,1.013
53.020,1.014
53.050,1.010
53.080,1.011
53.110,1.012
53.140,1.014
53.170,1.013
53.200,1.016
53.230,1.014
53.260,1.012
53.290,1.008
53.320,1.017
53.350,1.014
53.380,1.013
53.410,1.007
53.440,1.016
53.470,1.013
53.500,1.019
53.530,1.018
53.560,1.008
53.590,1.013
53.620,1.011
53.650,1.013
53.680,1.013
53.710,1.016
53.740,1.005
53.770,1.007
53.800,1.017
53.830,1.014
53.860,1.009
53.890,1.009
53.920,1.014
53.950,1.014
53.980,1.014
54.010,1.015
54.040,1.009
54.070,1.012
54.100,1.010
54.130,1.013
54.160,1.014
54.190,1.016
54.220,1.017
54.250,1.011
54.280,1.015
54.310,1.018
54.340,1.011
54.370,1.017
54.400,1.012
54.430,1.017
54.460,1.014
54.490,1.015
54.520,1.010
54.550,1.015
54.580,1.017
54.610,1.011
54.640,1.019
54.670,1.016
54.700,1.013
54.730,1.010
54.760,1.013
54.790,1.016
54.820,1.013
54.850,1.012
54.880,1.011
54.910,1.013
54.940,1.013
54.970,1.011
55.000,1.017
55.030,1.017
55.060,1.013
55.090,1.012
55.120,1.008
55.150,1.011
55.180,1.014
55.210,1.007
55.240,1.017
55.270,1.015
55.300,1.014
55.330,1.015
55.360,1.017
55.390,1.012
55.420,1.017
55.450,1.015
55.480,1.019
55.510,1.009
55.540,1.016
55.570,1.017
55.600,1.011
55.630,1.013
55.660,1.017
55.690,1.011
55.720,1.017
55.750,1.019
55.780,1.015
55.810,1.010
55.840,1.014
55.870,1.016
55.900,1.021
55.930,1.016
55.960,1.014
55.990,1.010
56.020,1.012
56.050,1.017
56.080,1.016
56.110,1.007
56.140,1.014
56.170,1.013
56.200,1.016
56.230,1.013
56.260,1.009
56.290,1.016
56.320,1.011
56.350,1.015
56.380,1.019
56.410,1.013
56.440,1.008
56.470,1.014
56.500,1.013
56.530,1.013
56.560,1.017
56.590,1.018
56.620,1.015
