df_hash,22ZHK4.Z5RDGQ
13.925,1.010
13.955,1.027
13.985,1.021
14.015,1.020
14.045,1.014
14.075,1.016
14.105,1.016
14.135,1.024
14.165,1.015
14.195,1.021
14.225,1.020
14.255,1.020
14.285,1.021
14.315,1.017
14.345,1.016
14.375,1.020
14.405,1.021
14.435,1.020
14.465,1.021
14.495,1.018
14.525,1.021
14.555,1.014
14.585,1.015
14.615,1.027
14.645,1.022
14.675,1.014
14.705,1.015
14.735,1.017
14.765,1.020
14.795,1.023
14.825,1.018
14.855,1.022
14.885,1.022
14.915,1.016
14.945,1.018
14.975,1.019
15.005,1.017
15.035,1.017
15.065,1.020
15.095,1.021
15.125,1.017
15.155,1.018
15.185,1.020
15.215,1.014
15.245,1.012
15.275,1.027
15.305,1.025
15.335,1.019
15.365,1.015
15.395,1.017
15.425,1.021
15.455,1.023
15.485,1.019
15.515,1.019
15.545,1.019
15.575,1.020
15.605,1.021
15.635,1.020
15.665,1.014
15.695,1.019
15.725,1.017
15.755,1.019
15.785,1.018
15.815,1.020
15.845,1.015
15.875,1.021
15.905,1.025
15.935,1.013
15.965,1.015
15.995,1.017
16.025,1.021
16.055,1.017
16.085,1.023
16.115,1.018
16.145,1.021
16.175,1.021
16.205,1.019
16.235,1.017
16.265,1.017
16.295,1.015
16.325,1.016
16.355,1.021
16.385,1.020
16.415,1.020
16.445,1.020
16.475,1.019
16.505,1.018
16.535,1.016
16.565,1.028
16.595,1.025
16.625,1.016
16.655,1.013
16.685,1.019
16.715,1.019
16.745,1.020
16.775,1.018
16.805,1.022
16.835,1.023
16.865,1.019
16.895,1.018
16.925,1.018
16.955,1.014
16.985,1.016
17.015,1.021
17.045,1.020
17.075,1.020
17.105,1.019
17.135,1.015
17.165,1.012
17.195,1.022
17.225,1.022
17.255,1.020
17.285,1.015
17.315,1.017
17.345,1.020
17.375,1.018
17.405,1.014
17.435,1.018
17.465,1.023
17.495,1.022
17.525,1.020
17.555,1.019
17.585,1.019
17.615,1.017
17.645,1.020
17.675,1.021
17.705,1.021
17.735,1.021
17.765,1.021
17.795,1.014
17.825,1.012
17.855,1.026
17.885,1.021
17.915,1.019
17.945,1.012
17.975,1.017
18.005,1.021
18.035,1.022
18.065,1.013
18.095,1.020
18.125,1.019
18.155,1.019
18.185,1.017
18.215,1.021
18.245,1.020
18.275,1.021
18.305,1.021
18.335,1.016
18.365,1.021
18.395,1.020
18.425,1.020
18.455,1.012
18.485,1.022
18.515,1.025
18.545,1.021
18.575,1.015
18.605,1.015
18.635,1.014
18.665,1.019
18.695,1.015
18.725,1.019
18.755,1.021
18.785,1.018
18.815,1.021
18.845,1.021
18.875,1.021
18.905,1.013
18.935,1.015
18.965,1.021
18.995,1.024
19.025,1.022
19.055,1.017
19.085,1.015
19.115,1.019
19.145,1.029
19.175,1.022
19.205,1.019
19.235,1.014
19.265,1.014
19.295,1.018
19.325,1.024
19.355,1.019
19.385,1.020
19.415,1.021
19.445,1.019
19.475,1.020
19.505,1.019
19.535,1.015
19.565,1.016
19.595,1.019
19.625,1.019
19.655,1.022
19.685,1.020
19.715,1.019
19.745,1.018
19.775,1.014
19.805,1.027
19.835,1.026
19.865,1.021
19.895,1.015
19.925,1.015
19.955,1.022
19.985,1.021
20.015,1.015
20.045,1.021
20.075,1.022
20.105,1.020
20.135,1.018
20.165,1.019
20.195,1.019
20.225,1.019
20.255,1.019
20.285,1.016
20.315,1.021
20.345,1.021
20.375,1.019
20.405,1.018
20.435,1.013
20.465,1.012
20.495,1.029
20.525,1.025
20.555,1.016
20.585,1.014
20.615,1.019
20.645,1.018
20.675,1.019
20.705,1.018
20.735,1.016
20.765,1.022
20.795,1.019
20.825,1.021
20.855,1.021
20.885,1.018
20.915,1.016
20.945,1.018
20.975,1.021
21.005,1.023
21.035,1.021
21.065,1.018
21.095,1.018
21.125,1.019
21.155,1.011
21.185,1.018
21.215,1.028
21.245,1.024
21.275,1.012
21.305,1.014
21.335,1.021
21.365,1.019
21.395,1.021
21.425,1.017
21.455,1.021
21.485,1.023
21.515,1.020
21.545,1.020
21.575,1.019
21.605,1.016
21.635,1.016
21.665,1.020
21.695,1.023
21.725,1.020
21.755,1.022
21.785,1.021
21.815,1.015
21.845,1.011
21.875,1.028
21.905,1.024
21.935,1.016
21.965,1.010
21.995,1.015
22.025,1.021
22.055,1.019
22.085,1.016
22.115,1.020
22.145,1.022
22.175,1.021
22.205,1.022
22.235,1.020
22.265,1.016
22.295,1.016
22.325,1.021
22.355,1.022
22.385,1.023
22.415,1.023
22.445,1.022
22.475,1.018
22.505,1.014
22.535,1.031
22.565,1.022
22.595,1.018
22.625,1.015
22.655,1.021
22.685,1.019
22.715,1.019
22.745,1.013
22.775,1.021
22.805,1.025
22.835,1.021
22.865,1.022
22.895,1.023
22.925,1.019
22.955,1.017
22.985,1.017
23.015,1.022
23.045,1.019
23.075,1.022
23.105,1.023
23.135,1.016
23.165,1.012
23.195,1.027
23.225,1.031
23.255,1.022
23.285,1.009
23.315,1.012
23.345,1.018
23.375,1.021
23.405,1.020
23.435,1.020
23.465,1.020
23.495,1.019
23.525,1.021
23.555,1.021
23.585,1.017
23.615,1.017
23.645,1.021
23.675,1.020
23.705,1.021
23.735,1.021
23.765,1.020
23.795,1.016
23.825,1.017
23.855,1.031
23.885,1.027
23.915,1.014
23.945,1.013
23.975,1.019
24.005,1.022
24.035,1.023
24.065,1.019
24.095,1.023
24.125,1.020
24.155,1.019
24.185,1.021
24.215,1.019
24.245,1.019
24.275,1.018
24.305,1.012
24.335,1.024
24.365,1.029
24.395,1.019
24.425,1.010
24.455,1.014
24.485,1.032
24.515,1.031
24.545,1.022
24.575,1.011
24.605,1.021
24.635,1.021
24.665,1.022
24.695,1.013
24.725,1.023
24.755,1.026
24.785,1.017
24.815,1.021
24.845,1.021
24.875,1.019
24.905,1.021
24.935,1.022
24.965,1.021
24.995,1.023
25.025,1.025
25.055,1.014
25.085,1.018
25.115,1.031
25.145,1.024
25.175,1.015
25.205,1.016
25.235,1.021
25.265,1.021
25.295,1.020
25.325,1.020
25.355,1.021
25.385,1.024
25.415,1.021
25.445,1.019
25.475,1.019
25.505,1.018
25.535,1.021
25.565,1.024
25.595,1.024
25.625,1.024
25.655,1.019
25.685,1.013
25.715,1.010
25.745,1.032
25.775,1.027
25.805,1.021
25.835,1.020
25.865,1.017
25.895,1.019
25.925,1.023
25.955,1.019
25.985,1.021
26.015,1.022
26.045,1.021
26.075,1.020
26.105,1.013
26.135,1.022
26.165,1.035
26.195,1.027
26.225,1.026
26.255,1.020
26.285,1.021
26.315,1.018
26.345,1.012
26.375,1.021
26.405,1.031
26.435,1.017
26.465,1.011
26.495,1.011
26.525,1.010
26.555,1.014
26.585,1.025
26.615,1.020
26.645,1.025
26.675,1.025
26.705,1.028
26.735,1.022
26.765,1.019
26.795,1.014
26.825,1.008
26.855,1.012
26.885,1.019
26.915,1.020
26.945,1.020
26.975,1.016
27.005,1.018
27.035,1.011
27.065,1.001
27.095,1.013
27.125,1.015
27.155,1.010
27.185,1.002
27.215,1.003
27.245,1.001
27.275,1.005
27.305,0.998
27.335,1.008
27.365,1.007
27.395,1.005
27.425,1.007
27.455,1.011
27.485,1.009
27.515,1.006
27.545,1.004
27.575,1.004
27.605,1.000
27.635,0.998
27.665,1.004
27.695,1.006
27.725,1.000
27.755,1.005
27.785,1.018
27.815,1.011
27.845,1.006
27.875,1.002
27.905,1.003
27.935,1.006
27.965,1.013
27.995,1.013
28.025,1.009
28.055,1.002
28.085,1.007
28.115,1.013
28.145,1.011
28.175,1.007
28.205,1.004
28.235,1.004
28.265,1.010
28.295,1.006
28.325,1.004
28.355,1.002
28.385,1.007
28.415,1.013
28.445,1.009
28.475,1.002
28.505,1.002
28.535,1.005
28.565,1.004
28.595,1.004
28.625,1.005
28.655,1.010
28.685,1.006
28.715,1.000
28.745,1.004
28.775,1.005
28.805,1.006
28.835,1.009
28.865,1.009
28.895,1.009
28.925,1.012
28.955,1.006
28.985,0.997
29.015,1.003
29.045,1.014
29.075,1.013
29.105,1.005
29.135,1.002
29.165,1.005
29.195,1.005
29.225,1.004
29.255,1.006
29.285,1.010
29.315,1.015
29.345,1.005
29.375,1.007
29.405,1.008
29.435,1.004
29.465,1.008
29.495,1.008
29.525,1.011
29.555,1.010
29.585,1.008
29.615,1.004
29.645,0.996
29.675,1.012
29.705,1.020
29.735,1.012
29.765,0.999
29.795,1.001
29.825,1.008
29.855,1.015
29.885,1.009
29.915,1.004
29.945,1.006
29.975,1.013
30.005,1.007
30.035,1.010
30.065,1.010
30.095,0.995
30.125,1.008
30.155,1.011
30.185,1.008
30.215,1.011
30.245,1.012
30.275,1.007
30.305,1.000
30.335,1.018
30.365,1.019
30.395,1.007
30.425,1.001
30.455,1.004
30.485,1.006
30.515,1.011
30.545,1.006
30.575,1.009
30.605,1.010
30.635,1.010
30.665,1.008
30.695,1.012
30.725,1.008
30.755,1.005
30.785,1.009
30.815,1.015
30.845,1.009
30.875,1.009
30.905,1.011
30.935,1.006
30.965,1.000
30.995,1.017
31.025,1.025
31.055,1.018
31.085,1.004
31.115,1.004
31.145,1.010
31.175,1.010
31.205,1.012
31.235,1.011
31.265,1.010
31.295,1.012
31.325,1.007
31.355,1.006
31.385,1.011
31.415,1.008
31.445,1.010
31.475,1.010
31.505,1.007
31.535,1.014
31.565,1.010
31.595,1.006
31.625,1.001
31.655,1.014
31.685,1.019
31.715,1.010
31.745,1.003
31.775,1.005
31.805,1.012
31.835,1.008
31.865,1.012
31.895,1.010
31.925,1.013
31.955,1.009
31.985,1.011
32.015,1.012
32.045,1.009
32.075,1.005
32.105,1.010
32.135,1.009
32.165,1.017
32.195,1.012
32.225,1.012
32.255,1.004
32.285,1.005
32.315,1.016
32.345,1.020
32.375,1.018
32.405,1.007
32.435,1.003
32.465,1.010
32.495,1.014
32.525,1.007
32.555,1.017
32.585,1.014
32.615,1.009
32.645,1.009
32.675,1.011
32.705,1.010
32.735,1.008
32.765,1.010
32.795,1.012
32.825,1.016
32.855,1.012
32.885,1.012
32.915,1.002
32.945,1.004
32.975,1.021
33.005,1.022
33.035,1.014
33.065,1.003
33.095,1.007
33.125,1.010
33.155,1.014
33.185,1.008
33.215,1.009
33.245,1.013
33.275,1.011
33.305,1.010
33.335,1.012
33.365,1.013
33.395,1.012
33.425,1.015
33.455,1.009
33.485,1.017
33.515,1.013
33.545,1.012
33.575,1.014
33.605,1.004
33.635,1.001
33.665,1.020
33.695,1.021
33.725,1.013
33.755,1.007
33.785,1.009
33.815,1.011
33.845,1.012
33.875,1.008
33.905,1.015
33.935,1.014
33.965,1.011
33.995,1.010
34.025,1.011
34.055,1.013
34.085,1.011
34.115,1.012
34.145,1.012
34.175,1.016
34.205,1.019
34.235,1.016
34.265,1.012
34.295,1.007
34.325,1.010
34.355,1.004
34.385,1.008
34.415,1.029
34.445,1.018
34.475,1.004
34.505,1.004
34.535,1.011
34.565,1.006
34.595,1.010
34.625,1.009
34.655,1.014
34.685,1.015
34.715,1.013
34.745,1.008
34.775,1.009
34.805,1.008
34.835,1.010
34.865,1.013
34.895,1.012
34.925,1.013
34.955,1.015
34.985,1.005
35.015,1.004
35.045,1.016
35.075,1.021
35.105,1.015
35.135,1.009
35.165,1.008
35.195,1.006
35.225,1.013
35.255,1.009
35.285,1.013
35.315,1.015
35.345,1.015
35.375,1.010
35.405,1.015
35.435,1.012
35.465,1.009
35.495,1.007
35.525,1.014
35.555,1.017
35.585,1.009
35.615,1.015
35.645,1.007
35.675,1.004
35.705,1.017
35.735,1.021
35.765,1.017
35.795,1.005
35.825,1.008
35.855,1.009
35.885,1.012
35.915,1.011
35.945,1.014
35.975,1.013
36.005,1.013
36.035,1.014
36.065,1.011
36.095,1.013
36.125,1.013
36.155,1.014
36.185,1.016
36.215,1.017
36.245,1.010
36.275,1.011
36.305,1.003
36.335,1.011
36.365,1.023
36.395,1.019
36.425,1.009
36.455,1.008
36.485,1.012
36.515,1.012
36.545,1.014
36.575,1.011
36.605,1.011
36.635,1.016
36.665,1.016
36.695,1.013
36.725,1.014
36.755,1.010
36.785,1.010
36.815,1.016
36.845,1.014
36.875,1.014
36.905,1.018
36.935,1.010
36.965,1.007
36.995,1.017
37.025,1.021
37.055,1.008
37.085,1.007
37.115,1.010
37.145,1.010
37.175,1.013
37.205,1.009
37.235,1.014
37.265,1.013
37.295,1.017
37.325,1.014
37.355,1.013
37.385,1.011
37.415,1.011
37.445,1.011
37.475,1.011
37.505,1.015
37.535,1.020
37.565,1.010
37.595,1.007
37.625,1.016
37.655,1.021
37.685,1.016
37.715,1.009
37.745,1.011
37.775,1.008
37.805,1.013
37.835,1.011
37.865,1.020
37.895,1.015
37.925,1.012
37.955,1.008
37.985,1.015
38.015,1.013
38.045,1.011
38.075,1.013
38.105,1.012
38.135,1.015
38.165,1.018
38.195,1.011
38.225,1.003
38.255,1.019
38.285,1.019
38.315,1.015
38.345,1.006
38.375,1.007
38.405,1.013
38.435,1.017
38.465,1.014
38.495,1.015
38.525,1.015
38.555,1.013
38.585,1.009
38.615,1.018
38.645,1.013
38.675,1.010
38.705,1.013
38.735,1.014
38.765,1.013
38.795,1.020
38.825,1.010
38.855,1.003
38.885,1.021
38.915,1.025
38.945,1.011
38.975,1.004
39.005,1.011
39.035,1.017
39.065,1.020
39.095,1.009
39.125,1.015
39.155,1.013
39.185,1.011
39.215,1.014
39.245,1.014
39.275,1.011
39.305,1.011
39.335,1.009
39.365,1.012
39.395,1.014
39.425,1.017
39.455,1.009
39.485,1.009
39.515,1.027
39.545,1.015
39.575,1.005
39.605,1.008
39.635,1.015
39.665,1.012
39.695,1.013
39.725,1.013
39.755,1.014
39.785,1.016
39.815,1.015
39.845,1.011
39.875,1.014
39.905,1.009
39.935,1.010
39.965,1.015
39.995,1.014
40.025,1.012
40.055,1.018
40.085,1.008
40.115,1.010
40.145,1.023
40.175,1.021
40.205,1.013
40.235,1.008
40.265,1.012
40.295,1.011
40.325,1.014
40.355,1.014
40.385,1.018
40.415,1.016
40.445,1.014
40.475,1.017
40.505,1.010
40.535,1.014
40.565,1.016
40.595,1.014
40.625,1.013
40.655,1.014
40.685,1.018
40.715,1.009
40.745,1.005
40.775,1.023
40.805,1.020
40.835,1.011
40.865,1.004
40.895,1.012
40.925,1.018
40.955,1.018
40.985,1.007
41.015,1.013
41.045,1.013
41.075,1.013
41.105,1.014
41.135,1.017
41.165,1.015
41.195,1.013
41.225,1.013
41.255,1.015
41.285,1.018
41.315,1.017
41.345,1.017
41.375,1.007
41.405,1.008
41.435,1.024
41.465,1.022
41.495,1.011
41.525,1.008
41.555,1.013
41.585,1.014
41.615,1.018
41.645,1.011
41.675,1.013
41.705,1.017
41.735,1.017
41.765,1.015
41.795,1.015
41.825,1.013
41.855,1.014
41.885,1.015
41.915,1.014
41.945,1.017
41.975,1.014
42.005,1.011
42.035,1.003
42.065,1.009
42.095,1.027
42.125,1.019
42.155,1.011
42.185,1.008
42.215,1.013
42.245,1.010
42.275,1.018
42.305,1.014
42.335,1.014
42.365,1.018
42.395,1.013
42.425,1.014
42.455,1.013
42.485,1.010
42.515,1.017
42.545,1.014
42.575,1.014
42.605,1.016
42.635,1.012
42.665,1.011
42.695,1.014
42.725,1.024
42.755,1.021
42.785,1.015
42.815,1.010
42.845,1.009
42.875,1.012
42.905,1.018
42.935,1.013
42.965,1.015
42.995,1.018
43.025,1.010
43.055,1.017
43.085,1.017
43.115,1.013
43.145,1.011
43.175,1.020
43.205,1.018
43.235,1.017
43.265,1.017
43.295,1.013
43.325,1.005
43.355,1.013
43.385,1.024
43.415,1.022
43.445,1.013
43.475,1.008
43.505,1.013
43.535,1.017
43.565,1.015
43.595,1.012
43.625,1.016
43.655,1.018
43.685,1.015
43.715,1.021
43.745,1.013
43.775,1.014
43.805,1.018
43.835,1.011
43.865,1.014
43.895,1.016
43.925,1.012
43.955,1.015
43.985,1.006
44.015,1.008
44.045,1.025
44.075,1.021
44.105,1.014
44.135,1.008
44.165,1.008
44.195,1.017
44.225,1.019
44.255,1.016
44.285,1.019
44.315,1.018
44.345,1.018
44.375,1.017
44.405,1.016
44.435,1.011
44.465,1.013
44.495,1.017
44.525,1.017
44.555,1.017
44.585,1.019
44.615,1.016
44.645,1.014
44.675,1.019
44.705,1.007
44.735,1.011
44.765,1.031
44.795,1.021
44.825,1.013
44.855,1.010
44.885,1.013
44.915,1.013
44.945,1.016
44.975,1.015
45.005,1.016
45.035,1.012
45.065,1.017
45.095,1.014
45.125,1.014
45.155,1.013
45.185,1.012
45.215,1.013
45.245,1.016
45.275,1.019
45.305,1.016
45.335,1.016
45.365,1.010
45.395,1.013
45.425,1.023
45.455,1.023
45.485,1.017
45.515,1.012
45.545,1.012
45.575,1.015
45.605,1.018
45.635,1.016
45.665,1.017
45.695,1.018
45.725,1.014
45.755,1.015
45.785,1.012
45.815,1.014
45.845,1.012
45.875,1.015
45.905,1.019
45.935,1.020
45.965,1.018
45.995,1.018
46.025,1.011
46.055,1.006
46.085,1.025
46.115,1.024
46.145,1.016
46.175,1.009
46.205,1.012
46.235,1.014
46.265,1.019
46.295,1.015
46.325,1.020
46.355,1.016
46.385,1.012
46.415,1.019
46.445,1.017
46.475,1.014
46.505,1.014
46.535,1.016
46.565,1.013
46.595,1.017
46.625,1.019
46.655,1.014
46.685,1.010
46.715,1.018
46.745,1.026
46.775,1.019
46.805,1.009
46.835,1.010
46.865,1.016
46.895,1.017
46.925,1.016
46.955,1.018
46.985,1.019
47.015,1.019
47.045,1.017
47.075,1.017
47.105,1.016
47.135,1.014
47.165,1.017
47.195,1.017
47.225,1.017
47.255,1.019
47.285,1.015
47.315,1.008
47.345,1.020
47.375,1.025
47.405,1.019
47.435,1.016
47.465,1.013
47.495,1.014
47.525,1.013
47.555,1.014
47.585,1.013
47.615,1.019
47.645,1.020
47.675,1.020
47.705,1.017
47.735,1.003
47.765,1.014
47.795,1.014
47.825,1.023
47.855,1.018
47.885,1.026
47.915,1.021
47.945,1.012
47.975,1.028
48.005,1.025
48.035,1.014
48.065,1.011
48.095,1.013
48.125,1.014
48.155,1.022
48.185,1.017
48.215,1.023
48.245,1.027
48.275,1.011
48.305,1.015
48.335,1.008
48.365,1.011
48.395,1.013
48.425,1.016
48.455,1.017
48.485,1.020
48.515,1.012
48.545,1.008
48.575,1.021
48.605,1.029
48.635,1.023
48.665,1.016
48.695,1.013
48.725,1.015
48.755,1.017
48.785,1.018
48.815,1.020
48.845,1.017
48.875,1.016
48.905,1.015
48.935,1.020
48.965,1.016
48.995,1.018
49.025,1.021
49.055,1.021
49.085,1.020
49.115,1.021
49.145,1.014
49.175,1.014
49.205,1.027
49.235,1.022
49.265,1.012
49.295,1.008
49.325,1.014
49.355,1.017
49.385,1.018
49.415,1.019
49.445,1.019
49.475,1.020
49.505,1.017
49.535,1.021
49.565,1.021
49.595,1.018
49.625,1.015
49.655,1.019
49.685,1.017
49.715,1.016
49.745,1.019
49.775,1.010
49.805,1.015
49.835,1.030
49.865,1.024
49.895,1.015
49.925,1.013
49.955,1.017
49.985,1.017
50.015,1.023
50.045,1.018
50.075,1.017
50.105,1.020
50.135,1.015
50.165,1.016
50.195,1.016
50.225,1.017
50.255,1.018
50.285,1.014
50.315,1.018
50.345,1.021
50.375,1.015
50.405,1.008
50.435,1.021
50.465,1.028
50.495,1.018
50.525,1.010
50.555,1.015
50.585,1.020
50.615,1.018
50.645,1.018
50.675,1.021
50.705,1.026
50.735,1.023
50.765,1.020
50.795,1.016
50.825,1.012
50.855,1.009
50.885,1.020
50.915,1.021
50.945,1.021
50.975,1.025
51.005,1.019
51.035,1.013
51.065,1.027
51.095,1.025
51.125,1.014
51.155,1.012
51.185,1.012
51.215,1.017
51.245,1.024
51.275,1.014
51.305,1.021
51.335,1.021
51.365,1.019
51.395,1.016
51.425,1.021
51.455,1.020
51.485,1.018
51.515,1.020
51.545,1.019
51.575,1.020
51.605,1.019
51.635,1.014
51.665,1.011
51.695,1.026
51.725,1.022
51.755,1.023
51.785,1.012
51.815,1.015
51.845,1.017
51.875,1.021
51.905,1.019
51.935,1.021
51.965,1.020
51.995,1.019
52.025,1.015
52.055,1.016
52.085,1.020
52.115,1.017
52.145,1.018
52.175,1.022
52.205,1.020
52.235,1.021
52.265,1.021
52.295,1.010
52.325,1.012
52.355,1.030
52.385,1.027
52.415,1.014
52.445,1.012
52.475,1.019
52.505,1.019
52.535,1.019
52.565,1.019
52.595,1.017
52.625,1.017
52.655,1.019
52.685,1.020
52.715,1.022
52.745,1.022
52.775,1.017
52.805,1.017
52.835,1.019
52.865,1.021
52.895,1.021
52.925,1.016
52.955,1.015
52.985,1.029
53.015,1.022
53.045,1.015
53.075,1.016
53.105,1.018
53.135,1.017
53.165,1.020
53.195,1.016
53.225,1.021
53.255,1.020
53.285,1.017
53.315,1.021
53.345,1.021
53.375,1.018
53.405,1.017
53.435,1.020
53.465,1.022
53.495,1.020
53.525,1.015
53.555,1.013
53.585,1.022
53.615,1.026
53.645,1.019
53.675,1.019
53.705,1.014
53.735,1.014
53.765,1.019
53.795,1.020
53.825,1.022
53.855,1.022
53.885,1.017
53.915,1.016
53.945,1.020
53.975,1.018
54.005,1.020
54.035,1.020
54.065,1.021
54.095,1.023
54.125,1.022
54.155,1.021
54.185,1.013
54.215,1.019
54.245,1.030
54.275,1.022
54.305,1.014
54.335,1.013
54.365,1.016
54.395,1.016
54.425,1.021
54.455,1.020
54.485,1.021
54.515,1.019
54.545,1.019
54.575,1.019
54.605,1.020
54.635,1.020
54.665,1.017
54.695,1.022
54.725,1.021
54.755,1.019
54.785,1.018
54.815,1.016
54.845,1.015
54.875,1.027
54.905,1.026
54.935,1.019
54.965,1.009
54.995,1.013
55.025,1.017
55.055,1.024
55.085,1.020
55.115,1.020
55.145,1.021
55.175,1.016
55.205,1.019
55.235,1.018
55.265,1.021
55.295,1.019
55.325,1.020
55.355,1.025
55.385,1.022
55.415,1.019
55.445,1.019
55.475,1.013
55.505,1.017
55.535,1.035
55.565,1.022
55.595,1.018
55.625,1.015
55.655,1.021
55.685,1.015
55.715,1.024
55.745,1.019
55.775,1.020
55.805,1.014
55.835,1.017
55.865,1.020
55.895,1.021
55.925,1.021
55.955,1.025
55.985,1.020
56.015,1.018
56.045,1.024
56.075,1.019
56.105,1.013
56.135,1.025
56.165,1.027
56.195,1.016
56.225,1.013
56.255,1.015
56.285,1.018
56.315,1.019
