df_hash,22ZHK4.Z5RDGQ
428.904,37
429.781,48
431.093,52
431.877,47
432.754,48
433.975,48
434.850,48
435.728,51
436.947,42
437.824,35
438.776,46
439.924,32
440.946,29
441.917,42
442.895,54
443.772,39
444.744,51
445.868,65
446.892,60
447.672,56
448.855,58
450.060,60
450.789,58
451.816,68
453.034,74
453.619,75
454.790,73
455.959,73
456.595,72
457.812,75
458.690,76
459.568,76
460.789,71
461.907,70
462.543,73
463.874,68
464.639,60
465.864,69
467.269,73
467.758,72
468.537,72
469.707,75
470.636,74
471.562,75
472.738,73
473.607,64
474.491,64
475.849,60
476.583,57
477.459,48
478.631,58
479.555,60
480.579,58
481.652,67
482.530,66
483.451,69
484.625,70
485.505,64
486.460,62
487.601,53
488.527,52
489.356,53
490.577,53
491.499,61
492.376,60
493.546,61
494.425,57
495.594,60
496.712,58
497.492,37
498.467,32
499.497,27
500.421,28
501.587,33
502.468,31
503.640,34
504.466,51
505.587,53
506.563,59
507.391,23
508.510,17
509.342,22
510.222,35
511.581,23
512.556,25
513.193,37
514.801,37
515.289,45
516.217,47
517.386,48
518.265,47
519.482,36
520.362,32
