df_hash,22ZHK4.Z7HMM1
16.222,180
16.247,148
16.272,112
16.297,76
16.322,46
16.347,21
16.372,-3
16.397,-24
16.422,-19
16.447,36
16.472,150
16.497,296
16.522,426
16.547,504
16.572,532
16.597,540
16.622,553
16.647,571
16.672,574
16.697,557
16.722,534
16.747,525
16.772,533
16.797,532
16.822,496
16.847,423
16.872,335
16.897,259
16.922,199
16.947,140
16.972,69
16.997,-12
17.022,-95
17.047,-171
17.072,-245
17.097,-314
17.122,-369
17.147,-388
17.172,-368
17.197,-327
17.222,-301
17.247,-304
17.272,-320
17.297,-310
17.322,-248
17.347,-146
17.372,-44
17.397,16
17.422,31
17.447,24
17.472,24
17.497,44
17.522,74
17.547,99
17.572,120
17.597,155
17.622,219
17.647,306
17.672,394
17.697,456
17.722,484
17.747,492
17.772,497
17.797,510
17.822,528
17.847,546
17.872,567
17.897,600
17.922,652
17.947,717
17.972,779
17.997,829
18.022,866
18.047,902
18.072,941
18.097,977
18.122,999
18.147,1005
18.172,997
18.197,973
18.222,914
18.247,790
18.272,588
18.297,334
18.322,91
18.347,-73
18.372,-125
18.397,-78
18.422,23
18.447,138
18.472,240
18.497,320
18.522,373
18.547,390
18.572,356
18.597,262
18.622,104
18.647,-108
18.672,-350
18.697,-583
18.722,-756
18.747,-831
18.772,-802
18.797,-695
18.822,-559
18.847,-437
18.872,-344
18.897,-270
18.922,-197
18.947,-119
18.972,-48
18.997,2
19.022,29
19.047,47
19.072,74
19.097,120
19.122,179
19.147,233
19.172,272
19.197,295
19.222,309
19.247,321
19.272,332
19.297,340
19.322,343
19.347,339
19.372,322
19.397,285
19.422,231
19.447,175
19.472,145
19.497,161
19.522,218
19.547,294
19.572,363
19.597,421
19.622,480
19.647,558
19.672,655
19.697,752
19.722,822
19.747,849
19.772,839
19.797,810
19.822,783
19.847,767
19.872,757
19.897,736
19.922,683
19.947,592
19.972,481
19.997,376
20.022,296
20.047,231
20.072,154
20.097,53
20.122,-51
20.147,-115
20.172,-107
20.197,-34
20.222,60
20.247,137
20.272,178
20.297,191
20.322,183
20.347,150
20.372,81
20.397,-13
20.422,-111
20.447,-182
20.472,-212
20.497,-211
20.522,-200
20.547,-196
20.572,-200
20.597,-200
20.622,-184
20.647,-144
20.672,-90
20.697,-40
20.722,-13
20.747,-14
20.772,-28
20.797,-30
20.822,4
20.847,80
20.872,180
20.897,281
20.922,364
20.947,423
20.972,463
20.997,489
21.022,506
21.047,515
21.072,521
21.097,533
21.122,553
21.147,575
21.172,587
21.197,578
21.222,547
21.247,502
21.272,455
21.297,408
21.322,364
21.347,326
21.372,297
21.397,273
21.422,241
21.447,194
21.472,142
21.497,112
21.522,129
21.547,200
21.572,300
21.597,397
21.622,469
21.647,516
21.672,550
21.697,587
21.722,629
21.747,666
21.772,686
21.797,685
21.822,667
21.847,641
21.872,606
21.897,549
21.922,452
21.947,314
21.972,159
21.997,18
22.022,-91
22.047,-185
22.072,-288
22.097,-412
22.122,-539
22.147,-640
22.172,-695
22.197,-699
22.222,-650
22.247,-546
22.272,-391
22.297,-213
22.322,-52
22.347,64
22.372,144
22.397,218
22.422,306
22.447,400
22.472,467
22.497,489
22.522,481
22.547,473
22.572,484
22.597,505
22.622,514
22.647,495
22.672,454
22.697,405
22.722,356
22.747,307
22.772,254
22.797,205
22.822,168
22.847,147
22.872,126
22.897,89
22.922,34
22.947,-14
22.972,-23
22.997,27
23.022,122
23.047,224
23.072,302
23.097,350
23.122,383
23.147,413
23.172,437
23.197,450
23.222,451
23.247,452
23.272,465
23.297,485
23.322,499
23.347,496
23.372,478
23.397,457
23.422,441
23.447,428
23.472,411
23.497,388
23.522,363
23.547,339
23.572,318
23.597,296
23.622,274
23.647,253
23.672,233
23.697,213
23.722,191
23.747,164
23.772,134
23.797,104
23.822,73
23.847,40
23.872,2
23.897,-39
23.922,-79
23.947,-108
23.972,-128
23.997,-150
24.022,-187
24.047,-235
24.072,-266
24.097,-241
24.122,-146
24.147,-3
24.172,136
24.197,234
24.222,288
24.247,323
24.272,363
24.297,404
24.322,428
24.347,425
24.372,409
24.397,407
24.422,431
24.447,471
24.472,508
24.497,528
24.522,532
24.547,525
24.572,509
24.597,487
24.622,463
24.647,439
24.672,417
24.697,391
24.722,360
24.747,329
24.772,304
24.797,283
24.822,254
24.847,205
24.872,138
24.897,66
24.922,6
24.947,-38
24.972,-71
24.997,-97
25.022,-123
25.047,-153
25.072,-191
25.097,-229
25.122,-242
25.147,-206
25.172,-115
25.197,8
25.222,128
25.247,221
25.272,287
25.297,340
25.322,386
25.347,420
25.372,435
25.397,439
25.422,447
25.447,466
25.472,489
25.497,502
25.522,501
25.547,492
25.572,484
25.597,475
25.622,460
25.647,434
25.672,406
25.697,379
25.722,353
25.747,324
25.772,291
25.797,258
25.822,227
25.847,196
25.872,160
25.897,121
25.922,85
25.947,51
25.972,7
25.997,-57
26.022,-135
26.047,-195
26.072,-201
26.097,-144
26.122,-47
26.147,51
26.172,131
26.197,194
26.222,252
26.247,309
26.272,357
26.297,389
26.322,408
26.347,424
26.372,444
26.397,464
26.422,476
26.447,476
26.472,464
26.497,444
26.522,417
26.547,385
26.572,351
26.597,318
26.622,288
26.647,258
26.672,227
26.697,198
26.722,171
26.747,140
26.772,100
26.797,49
26.822,-4
26.847,-51
26.872,-93
26.897,-138
26.922,-186
26.947,-217
26.972,-200
26.997,-119
27.022,11
27.047,151
27.072,267
27.097,347
27.122,403
27.147,445
27.172,474
27.197,483
27.222,473
27.247,457
27.272,447
27.297,447
27.322,450
27.347,454
27.372,460
27.397,468
27.422,474
27.447,468
27.472,451
27.497,430
27.522,414
27.547,403
27.572,389
27.597,366
27.622,334
27.647,289
27.672,216
27.697,101
27.722,-50
27.747,-205
27.772,-310
27.797,-335
27.822,-291
27.847,-217
27.872,-147
27.897,-80
27.922,5
27.947,125
27.972,262
27.997,382
28.022,459
28.047,500
28.072,534
28.097,585
28.122,656
28.147,727
28.172,778
28.197,797
28.222,779
28.247,718
28.272,596
28.297,399
28.322,137
28.347,-156
28.372,-430
28.397,-635
28.422,-753
28.447,-790
28.472,-771
28.497,-717
28.522,-631
28.547,-507
28.572,-342
28.597,-153
28.622,30
28.647,180
28.672,282
28.697,347
28.722,395
28.747,443
28.772,496
28.797,552
28.822,606
28.847,658
28.872,703
28.897,737
28.922,754
28.947,753
28.972,742
28.997,733
29.022,727
29.047,712
29.072,672
29.097,606
29.122,534
29.147,479
29.172,451
29.197,432
29.222,393
29.247,324
29.272,250
29.297,217
29.322,247
29.347,320
29.372,390
29.397,424
29.422,424
29.447,418
29.472,419
29.497,419
29.522,399
29.547,358
29.572,319
29.597,299
29.622,288
29.647,256
29.672,183
29.697,75
29.722,-42
29.747,-150
29.772,-245
29.797,-327
29.822,-386
29.847,-413
29.872,-413
29.897,-414
29.922,-441
29.947,-487
29.972,-512
29.997,-478
30.022,-379
30.047,-247
30.072,-122
30.097,-22
30.122,65
30.147,161
30.172,265
30.197,359
30.222,426
30.247,463
30.272,487
30.297,515
30.322,551
30.347,583
30.372,595
30.397,584
30.422,559
30.447,530
30.472,503
30.497,478
30.522,450
30.547,416
30.572,369
30.597,301
30.622,215
30.647,130
30.672,77
30.697,75
30.722,122
30.747,193
30.772,263
30.797,327
30.822,389
30.847,449
30.872,491
30.897,497
30.922,463
30.947,408
30.972,357
30.997,325
31.022,310
31.047,301
31.072,290
31.097,264
31.122,218
31.147,153
31.172,84
31.197,31
31.222,-2
31.247,-27
31.272,-59
31.297,-94
31.322,-120
31.347,-128
31.372,-128
31.397,-130
31.422,-115
31.447,-44
31.472,104
31.497,313
31.522,534
31.547,732
31.572,905
31.597,1057
31.622,1154
31.647,1135
31.672,970
31.697,711
31.722,475
31.747,359
31.772,368
31.797,420
31.822,424
31.847,345
31.872,215
31.897,81
31.922,-29
31.947,-118
31.972,-181
31.997,-202
32.022,-166
32.047,-83
32.072,3
32.097,56
32.122,68
32.147,67
32.172,89
32.197,143
32.222,204
32.247,238
32.272,234
32.297,208
32.322,183
32.347,161
32.372,117
32.397,22
32.422,-124
32.447,-293
32.472,-443
32.497,-541
32.522,-575
32.547,-535
32.572,-423
32.597,-251
32.622,-51
32.647,142
32.672,317
32.697,487
32.722,666
32.747,841
32.772,967
32.797,1003
32.822,942
32.847,822
32.872,696
32.897,596
32.922,529
32.947,485
32.972,459
32.997,452
33.022,458
33.047,464
33.072,454
33.097,420
33.122,370
33.147,318
33.172,273
33.197,234
33.222,194
33.247,145
33.272,90
33.297,35
33.322,-17
33.347,-75
33.372,-148
33.397,-230
33.422,-293
33.447,-305
33.472,-255
33.497,-164
33.522,-70
33.547,2
33.572,61
33.597,124
33.622,194
33.647,255
33.672,288
33.697,297
33.722,303
33.747,328
33.772,370
33.797,411
33.822,435
33.847,441
33.872,441
33.897,441
33.922,440
33.947,436
33.972,429
33.997,424
34.022,424
34.047,421
34.072,411
34.097,396
34.122,379
34.147,365
34.172,347
34.197,317
34.222,266
34.247,202
34.272,142
34.297,114
34.322,139
34.347,226
34.372,360
34.397,505
34.422,628
34.447,708
34.472,748
34.497,764
34.522,767
34.547,751
34.572,713
34.597,661
34.622,617
34.647,589
34.672,554
34.697,462
34.722,272
34.747,-7
34.772,-312
34.797,-560
34.822,-699
34.847,-728
34.872,-681
34.897,-595
34.922,-498
34.947,-408
34.972,-344
34.997,-310
35.022,-287
35.047,-235
35.072,-131
35.097,13
35.122,160
35.147,276
35.172,362
35.197,435
35.222,508
35.247,566
35.272,585
35.297,556
35.322,496
35.347,429
35.372,372
35.397,325
35.422,283
35.447,242
35.472,198
35.497,150
35.522,104
35.547,73
35.572,67
35.597,80
35.622,92
35.647,86
35.672,65
35.697,48
35.722,49
35.747,65
35.772,84
35.797,107
35.822,154
35.847,234
35.872,332
35.897,413
35.922,453
35.947,461
35.972,458
35.997,456
36.022,448
36.047,425
36.072,401
36.097,396
36.122,417
36.147,439
36.172,436
36.197,403
36.222,362
36.247,335
36.272,316
36.297,284
36.322,228
36.347,167
36.372,125
36.397,103
36.422,80
36.447,38
36.472,-6
36.497,-18
36.522,28
36.547,124
36.572,231
36.597,315
36.622,366
36.647,397
36.672,419
36.697,432
36.722,430
36.747,414
36.772,392
36.797,376
36.822,373
36.847,385
36.872,401
36.897,411
36.922,404
36.947,374
36.972,324
36.997,261
37.022,194
37.047,132
37.072,85
37.097,60
37.122,47
37.147,32
37.172,5
37.197,-21
37.222,-18
37.247,33
37.272,123
37.297,216
37.322,278
37.347,304
37.372,310
37.397,318
37.422,333
37.447,350
37.472,364
37.497,375
37.522,381
37.547,376
37.572,353
37.597,312
37.622,260
37.647,201
37.672,138
37.697,74
37.722,21
37.747,-5
37.772,-2
37.797,18
37.822,37
37.847,41
37.872,29
37.897,1
37.922,-36
37.947,-69
37.972,-73
37.997,-25
38.022,66
38.047,171
38.072,252
38.097,297
38.122,322
38.147,340
38.172,352
38.197,348
38.222,328
38.247,312
38.272,312
38.297,322
38.322,320
38.347,293
38.372,253
38.397,218
38.422,191
38.447,157
38.472,108
38.497,59
38.522,37
38.547,51
38.572,80
38.597,98
38.622,107
38.647,137
38.672,218
38.697,344
38.722,480
38.747,586
38.772,649
38.797,679
38.822,692
38.847,694
38.872,682
38.897,653
38.922,611
38.947,562
38.972,514
38.997,473
39.022,445
39.047,431
39.072,424
39.097,412
39.122,387
39.147,349
39.172,306
39.197,266
39.222,234
39.247,210
39.272,184
39.297,137
39.322,53
39.347,-64
39.372,-193
39.397,-301
39.422,-370
39.447,-414
39.472,-452
39.497,-492
39.522,-517
39.547,-507
39.572,-461
39.597,-397
39.622,-326
39.647,-233
39.672,-93
39.697,98
39.722,316
39.747,515
39.772,672
39.797,797
39.822,920
39.847,1049
39.872,1156
39.897,1196
39.922,1137
39.947,985
39.972,778
39.997,560
40.022,367
40.047,213
40.072,100
40.097,26
40.122,-11
40.147,-22
40.172,-17
40.197,-14
40.222,-28
40.247,-57
40.272,-88
40.297,-102
40.322,-93
40.347,-71
40.372,-47
40.397,-28
40.422,-9
40.447,17
40.472,50
40.497,76
40.522,81
40.547,57
40.572,12
40.597,-36
40.622,-67
40.647,-61
40.672,-11
40.697,72
40.722,176
40.747,283
40.772,390
40.797,496
40.822,597
40.847,679
40.872,732
40.897,762
40.922,783
40.947,805
40.972,814
40.997,784
41.022,703
41.047,591
41.072,491
41.097,437
41.122,427
41.147,425
41.172,394
41.197,317
41.222,203
41.247,82
41.272,-11
41.297,-52
41.322,-34
41.347,22
41.372,76
41.397,95
41.422,70
41.447,23
41.472,-26
41.497,-77
41.522,-143
41.547,-225
41.572,-293
41.597,-305
41.622,-238
41.647,-112
41.672,24
41.697,134
41.722,212
41.747,278
41.772,353
41.797,443
41.822,540
41.847,633
41.872,715
41.897,787
41.922,850
41.947,906
41.972,948
41.997,965
42.022,946
42.047,887
42.072,790
42.097,658
42.122,484
42.147,255
42.172,-25
42.197,-329
42.222,-599
42.247,-777
42.272,-829
42.297,-757
42.322,-591
42.347,-372
42.372,-138
42.397,77
42.422,256
42.447,389
42.472,478
42.497,527
42.522,540
42.547,523
42.572,490
42.597,459
42.622,447
42.647,453
42.672,465
42.697,466
42.722,446
42.747,409
42.772,361
42.797,307
42.822,246
42.847,175
42.872,95
42.897,12
42.922,-66
42.947,-137
42.972,-199
42.997,-245
43.022,-258
43.047,-219
43.072,-122
43.097,8
43.122,134
43.147,223
43.172,271
43.197,292
43.222,301
43.247,290
43.272,249
43.297,179
43.322,103
43.347,44
43.372,9
43.397,-6
43.422,-5
43.447,26
43.472,98
43.497,197
43.522,284
43.547,328
43.572,327
43.597,311
43.622,310
43.647,329
43.672,348
43.697,343
43.722,305
43.747,247
43.772,193
43.797,172
43.822,204
43.847,293
43.872,415
43.897,532
43.922,612
43.947,655
43.972,684
43.997,720
44.022,760
44.047,783
44.072,778
44.097,752
44.122,726
44.147,711
44.172,696
44.197,666
44.222,614
44.247,546
44.272,468
44.297,382
44.322,289
44.347,199
44.372,120
44.397,52
44.422,-12
44.447,-82
44.472,-155
44.497,-225
44.522,-294
44.547,-375
44.572,-467
44.597,-540
44.622,-550
44.647,-475
44.672,-340
44.697,-200
44.722,-99
44.747,-32
44.772,31
44.797,118
44.822,220
44.847,308
44.872,368
44.897,409
44.922,447
44.947,484
44.972,510
44.997,517
45.022,515
45.047,511
45.072,503
45.097,472
45.122,408
45.147,323
45.172,242
45.197,185
45.222,147
45.247,116
45.272,86
45.297,56
45.322,23
45.347,-17
45.372,-66
45.397,-96
45.422,-76
45.447,8
45.472,133
45.497,253
45.522,334
45.547,377
45.572,403
45.597,427
45.622,445
45.647,447
45.672,435
45.697,423
45.722,422
45.747,430
45.772,436
45.797,430
45.822,413
45.847,387
45.872,354
45.897,314
45.922,273
45.947,234
45.972,196
45.997,154
46.022,107
46.047,60
46.072,18
46.097,-21
46.122,-68
46.147,-120
46.172,-155
46.197,-143
46.222,-72
46.247,35
46.272,139
46.297,211
46.322,252
46.347,278
46.372,299
46.397,312
46.422,307
46.447,291
46.472,279
46.497,285
46.522,304
46.547,319
46.572,320
46.597,306
46.622,287
46.647,266
46.672,243
46.697,213
46.722,176
46.747,138
46.772,107
46.797,83
46.822,60
46.847,31
46.872,-2
46.897,-27
46.922,-20
46.947,36
46.972,139
46.997,263
47.022,372
47.047,446
47.072,490
47.097,523
47.122,557
47.147,588
47.172,604
47.197,602
47.222,592
47.247,586
47.272,584
47.297,573
47.322,548
47.347,515
47.372,487
47.397,464
47.422,434
47.447,380
47.472,300
47.497,205
47.522,103
47.547,-6
47.572,-128
47.597,-246
47.622,-329
47.647,-350
47.672,-305
47.697,-219
47.722,-123
47.747,-37
47.772,34
47.797,92
47.822,132
47.847,152
47.872,152
47.897,143
47.922,136
47.947,142
47.972,167
47.997,211
48.022,261
48.047,297
48.072,308
48.097,304
48.122,310
48.147,336
48.172,373
48.197,399
48.222,409
48.247,424
48.272,459
48.297,494
48.322,484
48.347,399
48.372,267
48.397,154
48.422,114
48.447,147
48.472,209
48.497,264
48.522,307
48.547,351
48.572,401
48.597,443
48.622,461
48.647,462
48.672,463
48.697,472
48.722,476
48.747,458
48.772,408
48.797,333
48.822,241
48.847,140
48.872,36
48.897,-55
48.922,-124
48.947,-162
48.972,-176
48.997,-174
49.022,-171
49.047,-181
49.072,-215
49.097,-267
49.122,-304
49.147,-281
49.172,-175
49.197,-10
49.222,158
49.247,288
49.272,371
49.297,424
49.322,459
49.347,469
49.372,451
49.397,418
49.422,404
49.447,428
49.472,481
49.497,533
49.522,562
49.547,567
49.572,556
49.597,533
49.622,494
49.647,443
49.672,392
49.697,350
49.722,311
49.747,267
49.772,215
49.797,165
49.822,120
49.847,66
49.872,-8
49.897,-92
49.922,-141
49.947,-116
49.972,-19
49.997,105
50.022,205
50.047,262
50.072,291
50.097,318
50.122,347
50.147,363
50.172,358
50.197,337
50.222,316
50.247,305
50.272,303
50.297,304
50.322,308
50.347,315
50.372,316
50.397,303
50.422,270
50.447,223
50.472,172
50.497,120
50.522,71
50.547,23
50.572,-18
50.597,-53
50.622,-87
50.647,-120
50.672,-141
50.697,-123
50.722,-50
50.747,69
50.772,199
50.797,302
50.822,360
50.847,387
50.872,400
50.897,409
50.922,412
50.947,410
50.972,410
50.997,424
51.022,453
51.047,486
51.072,509
51.097,514
51.122,501
51.147,477
51.172,445
51.197,413
51.222,387
51.247,367
51.272,345
51.297,309
51.322,256
51.347,198
51.372,151
51.397,120
51.422,96
51.447,72
51.472,57
51.497,74
51.522,142
51.547,251
51.572,372
51.597,465
51.622,505
51.647,490
51.672,434
51.697,361
51.722,302
51.747,281
51.772,301
51.797,344
51.822,375
51.847,364
51.872,306
51.897,219
51.922,132
51.947,67
51.972,33
51.997,22
52.022,19
52.047,3
52.072,-32
52.097,-84
52.122,-132
52.147,-162
52.172,-178
52.197,-198
52.222,-230
52.247,-255
52.272,-240
52.297,-163
52.322,-36
52.347,105
52.372,226
52.397,314
52.422,372
52.447,407
52.472,419
52.497,406
52.522,381
52.547,359
52.572,354
52.597,361
52.622,362
52.647,347
52.672,319
52.697,292
52.722,281
52.747,286
52.772,295
52.797,293
52.822,274
52.847,241
52.872,198
52.897,145
52.922,80
52.947,10
52.972,-43
52.997,-49
53.022,10
53.047,125
53.072,258
53.097,374
53.122,456
53.147,512
53.172,555
53.197,590
53.222,614
53.247,627
53.272,636
53.297,654
53.322,685
53.347,720
53.372,742
53.397,739
53.422,710
53.447,661
53.472,598
53.497,523
53.522,436
53.547,335
53.572,221
53.597,95
53.622,-39
53.647,-174
53.672,-296
53.697,-387
53.722,-431
53.747,-425
53.772,-380
53.797,-320
53.822,-262
53.847,-209
53.872,-159
53.897,-104
53.922,-50
53.947,-3
53.972,34
53.997,74
54.022,131
54.047,211
54.072,305
54.097,395
54.122,464
54.147,507
54.172,526
54.197,530
54.222,522
54.247,503
54.272,470
54.297,422
54.322,363
54.347,302
54.372,241
54.397,173
54.422,90
54.447,-1
54.472,-71
54.497,-80
54.522,-10
54.547,116
54.572,250
54.597,345
54.622,388
54.647,395
54.672,390
54.697,384
54.722,376
54.747,363
54.772,349
54.797,339
54.822,337
54.847,344
54.872,360
54.897,385
54.922,408
54.947,414
54.972,397
54.997,362
55.022,327
55.047,299
55.072,275
55.097,243
55.122,205
55.147,171
55.172,144
55.197,113
55.222,61
55.247,0
55.272,-37
55.297,-15
55.322,60
55.347,149
55.372,208
55.397,228
55.422,233
55.447,250
55.472,281
55.497,307
55.522,315
55.547,310
55.572,309
55.597,314
55.622,316
55.647,304
55.672,282
55.697,259
55.722,243
55.747,235
55.772,233
55.797,238
55.822,246
55.847,248
55.872,233
55.897,202
55.922,167
55.947,138
55.972,107
55.997,65
56.022,18
56.047,-2
56.072,31
56.097,116
56.122,212
56.147,269
56.172,270
56.197,233
56.222,190
56.247,155
56.272,124
56.297,89
56.322,55
56.347,35
56.372,32
56.397,36
56.422,35
56.447,21
56.472,-3
56.497,-31
56.522,-54
56.547,-59
56.572,-38
56.597,9
56.622,63
56.647,99
56.672,104
56.697,89
56.722,75
56.747,75
56.772,78
56.797,67
56.822,34
56.847,1
56.872,-1
56.897,44
56.922,128
56.947,221
56.972,300
56.997,363
57.022,426
57.047,501
57.072,581
57.097,648
57.122,691
57.147,715
57.172,732
57.197,749
57.222,762
57.247,770
57.272,783
57.297,817
57.322,872
57.347,933
57.372,976
57.397,996
57.422,1008
57.447,1026
57.472,1049
57.497,1065
57.522,1067
57.547,1065
57.572,1072
57.597,1090
57.622,1103
57.647,1095
57.672,1060
57.697,999
57.722,915
57.747,806
57.772,673
57.797,513
57.822,321
57.847,80
57.872,-223
57.897,-576
57.922,-932
57.947,-1233
57.972,-1443
57.997,-1566
58.022,-1641
58.047,-1715
58.072,-1814
58.097,-1924
58.122,-2003
58.147,-2006
58.172,-1917
58.197,-1763
58.222,-1597
58.247,-1450
58.272,-1302
58.297,-1104
58.322,-824
58.347,-487
58.372,-157
58.397,120
58.422,357
58.447,601
58.472,888
58.497,1214
58.522,1537
58.547,1811
58.572,2005
58.597,2108
58.622,2125
58.647,2079
58.672,2004
58.697,1926
58.722,1853
58.747,1776
58.772,1696
58.797,1628
58.822,1580
58.847,1530
58.872,1433
58.897,1262
58.922,1032
58.947,777
58.972,517
58.997,240
59.022,-56
59.047,-339
59.072,-551
59.097,-660
59.122,-691
59.147,-694
59.172,-692
59.197,-667
59.222,-593
59.247,-477
59.272,-359
59.297,-271
59.322,-209
59.347,-156
59.372,-114
59.397,-111
59.422,-164
59.447,-248
59.472,-310
59.497,-312
59.522,-259
59.547,-188
59.572,-128
59.597,-84
59.622,-48
59.647,-5
59.672,52
59.697,132
59.722,233
59.747,338
59.772,418
59.797,448
59.822,422
59.847,358
59.872,283
59.897,221
59.922,191
59.947,209
59.972,276
59.997,380
60.022,499
60.047,614
60.072,723
60.097,823
60.122,900
60.147,931
60.172,900
60.197,814
60.222,702
60.247,586
60.272,474
60.297,367
60.322,274
60.347,214
60.372,194
60.397,202
60.422,210
60.447,198
60.472,170
60.497,145
60.522,136
60.547,133
60.572,116
60.597,68
60.622,-1
60.647,-62
60.672,-75
60.697,-21
60.722,85
60.747,203
60.772,291
60.797,335
60.822,351
60.847,369
60.872,399
60.897,431
60.922,455
60.947,475
60.972,504
60.997,543
61.022,568
61.047,545
61.072,461
61.097,340
61.122,221
61.147,140
61.172,103
61.197,93
61.222,79
61.247,39
61.272,-32
61.297,-112
61.322,-162
61.347,-158
61.372,-117
