df_hash,22ZHK4.JPPQDU
424.105,86
425.275,82
426.174,85
427.055,83
428.344,84
429.190,83
430.025,83
431.276,83
432.121,83
432.999,83
434.266,83
435.147,83
436.018,83
437.202,78
438.120,82
439.052,81
440.195,81
441.140,80
441.969,79
443.139,78
444.016,77
444.943,76
446.113,75
447.039,73
447.916,72
449.191,70
450.016,69
450.890,69
452.109,69
452.987,70
453.985,71
455.427,73
455.960,73
456.840,73
458.057,72
458.938,71
459.853,70
461.030,70
461.911,70
462.864,70
464.053,70
464.882,69
465.809,69
467.006,69
467.855,70
468.782,73
469.952,75
470.907,77
471.755,77
473.027,76
473.852,74
474.729,72
475.902,71
476.836,71
477.703,71
478.937,71
479.799,71
480.921,71
481.897,71
482.773,72
483.650,72
485.016,71
485.752,70
486.725,70
487.844,70
488.721,70
489.647,72
490.817,73
491.694,75
492.621,76
493.791,76
494.766,75
495.594,73
496.766,74
497.677,74
498.568,74
499.836,73
500.664,73
501.542,73
502.712,74
503.638,75
504.516,76
505.734,75
506.661,72
507.503,73
508.708,73
509.586,73
510.512,72
511.682,80
512.560,83
513.437,82
514.656,82
515.536,82
516.460,82
517.634,82
518.533,82
519.433,82
520.604,82
521.481,82
