df_hash,22ZHK4.JPPQDU
14.140,1.003
14.170,1.001
14.200,1.003
14.230,1.002
14.260,1.008
14.290,1.005
14.320,0.993
14.350,1.001
14.380,1.006
14.410,1.003
14.440,1.000
14.470,1.005
14.500,1.005
14.530,1.004
14.560,1.005
14.590,1.005
14.620,1.007
14.650,1.002
14.680,1.001
14.710,1.003
14.740,1.003
14.770,1.002
14.800,1.002
14.830,1.003
14.860,1.005
14.890,1.000
14.920,1.007
14.950,1.004
14.980,1.006
15.010,1.004
15.040,1.002
15.070,0.997
15.100,1.001
15.130,1.001
15.160,1.006
15.190,1.009
15.220,0.997
15.250,1.005
15.280,1.006
15.310,1.003
15.340,1.009
15.370,1.006
15.400,1.003
15.430,1.003
15.460,1.002
15.490,1.004
15.520,1.002
15.550,1.004
15.580,1.004
15.610,1.001
15.640,1.005
15.670,1.006
15.700,0.999
15.730,1.000
15.760,0.999
15.790,1.003
15.820,1.003
15.850,1.003
15.880,1.005
15.910,0.998
15.940,0.997
15.970,1.002
16.000,1.010
16.030,1.009
16.060,0.996
16.090,1.001
16.120,1.007
16.150,1.002
16.180,1.001
16.210,1.005
16.240,1.003
16.270,1.001
16.300,1.004
16.330,1.003
16.360,1.002
16.390,1.003
16.420,1.002
16.450,0.999
16.480,1.002
16.510,1.001
16.540,1.005
16.570,1.007
16.600,1.000
16.630,1.004
16.660,1.001
16.690,1.007
16.720,1.002
16.750,0.999
16.780,0.999
16.810,1.003
16.840,1.004
16.870,1.001
16.900,1.008
16.930,0.997
16.960,0.999
16.990,1.008
17.020,1.002
17.050,0.997
17.080,1.007
17.110,1.005
17.140,1.002
17.170,1.008
17.200,1.007
17.230,1.003
17.260,1.000
17.290,1.002
17.320,1.007
17.350,1.004
17.380,1.001
17.410,1.002
17.440,1.005
17.470,1.004
17.500,1.002
17.530,1.004
17.560,1.003
17.590,1.008
17.620,1.003
17.650,0.999
17.680,1.001
17.710,1.004
17.740,1.000
17.770,1.004
17.800,1.006
17.830,0.997
17.860,1.001
17.890,1.007
17.920,1.002
17.950,1.000
17.980,1.005
18.010,1.004
18.040,1.000
18.070,1.004
18.100,1.007
18.130,1.004
18.160,1.002
18.190,1.003
18.220,1.003
18.250,1.005
18.280,1.000
18.310,1.003
18.340,1.005
18.370,1.003
18.400,1.002
18.430,1.003
18.460,1.005
18.490,1.003
18.520,1.004
18.550,1.003
18.580,1.000
18.610,1.003
18.640,1.005
18.670,1.005
18.700,1.003
18.730,0.998
18.760,0.999
18.790,1.004
18.820,1.003
18.850,1.003
18.880,1.007
18.910,1.006
18.940,1.001
18.970,1.000
19.000,1.006
19.030,1.005
19.060,1.002
19.090,1.001
19.120,0.999
19.150,1.005
19.180,1.003
19.210,1.007
19.240,1.004
19.270,1.010
19.300,1.003
19.330,1.003
19.360,0.999
19.390,1.005
19.420,1.000
19.450,1.002
19.480,1.007
19.510,1.008
19.540,1.006
19.570,1.001
19.600,1.003
19.630,1.006
19.660,1.003
19.690,1.004
19.720,1.005
19.750,1.004
19.780,1.002
19.810,1.003
19.840,1.008
19.870,1.005
19.900,1.005
19.930,1.006
19.960,1.002
19.990,1.001
20.020,1.001
20.050,1.006
20.080,1.004
20.110,1.002
20.140,1.000
20.170,1.006
20.200,1.002
20.230,1.005
20.260,1.004
20.290,1.004
20.320,1.001
20.350,1.003
20.380,1.006
20.410,1.005
20.440,1.008
20.470,1.000
20.500,1.002
20.530,1.010
20.560,1.003
20.590,1.005
20.620,1.004
20.650,1.001
20.680,1.004
20.710,1.005
20.740,1.001
20.770,1.005
20.800,1.004
20.830,0.999
20.860,1.002
20.890,1.005
20.920,1.003
20.950,1.004
20.980,1.003
21.010,1.005
21.040,1.003
21.070,1.003
21.100,1.003
21.130,1.004
21.160,1.007
21.190,1.001
21.220,1.000
21.250,1.002
21.280,1.006
21.310,1.006
21.340,1.003
21.370,1.002
21.400,0.997
21.430,1.003
21.460,1.003
21.490,1.003
21.520,1.006
21.550,1.006
21.580,1.005
21.610,1.005
21.640,1.004
21.670,1.005
21.700,1.003
21.730,1.002
21.760,1.003
21.790,1.002
21.820,1.000
21.850,1.007
21.880,1.008
21.910,1.003
21.940,1.005
21.970,1.003
22.000,1.006
22.030,1.006
22.060,1.008
22.090,1.003
22.120,0.999
22.150,1.005
22.180,1.004
22.210,1.002
22.240,1.005
22.270,0.999
22.300,1.001
22.330,1.006
22.360,1.008
22.390,1.005
22.420,1.007
22.450,1.005
22.480,1.002
22.510,1.002
22.540,1.005
22.570,1.002
22.600,1.003
22.630,1.005
22.660,1.004
22.690,1.002
22.720,1.002
22.750,1.008
22.780,1.001
22.810,1.004
22.840,1.003
22.870,1.009
22.900,1.003
22.930,1.003
22.960,1.004
22.990,1.003
23.020,1.002
23.050,1.003
23.080,1.006
23.110,1.000
23.140,1.005
23.170,1.000
23.200,1.003
23.230,1.004
23.260,1.000
23.290,1.005
23.320,1.004
23.350,1.004
23.380,1.001
23.410,1.005
23.440,1.004
23.470,1.007
23.500,1.002
23.530,1.000
23.560,1.000
23.590,1.002
23.620,1.001
23.650,1.008
23.680,1.007
23.710,1.004
23.740,1.006
23.770,1.002
23.800,1.005
23.830,1.006
23.860,1.001
23.890,1.002
23.920,1.004
23.950,1.002
23.980,1.005
24.010,1.004
24.040,1.004
24.070,1.000
24.100,1.003
24.130,1.003
24.160,1.001
24.190,1.001
24.220,1.009
24.250,1.004
24.280,1.006
24.310,1.009
24.340,1.004
24.370,1.001
24.400,1.006
24.430,1.005
24.460,1.006
24.490,1.001
24.520,1.003
24.550,1.008
24.580,1.005
24.610,0.999
24.640,1.011
24.670,1.004
24.700,1.008
24.730,1.003
24.760,1.004
24.790,0.997
24.820,1.002
24.850,1.005
24.880,1.006
24.910,1.009
24.940,1.000
24.970,1.005
25.000,1.004
25.030,1.004
25.060,1.006
25.090,1.005
25.120,1.004
25.150,1.003
25.180,1.006
25.210,1.008
25.240,1.004
25.270,1.003
25.300,1.008
25.330,1.002
25.360,1.007
25.390,1.003
25.420,1.003
25.450,1.002
25.480,1.010
25.510,1.007
25.540,1.005
25.570,1.002
25.600,1.006
25.630,0.999
25.660,1.004
25.690,1.006
25.720,1.004
25.750,1.011
25.780,1.001
25.810,1.004
25.840,1.010
25.870,1.003
25.900,1.005
25.930,1.004
25.960,1.002
25.990,1.006
26.020,1.008
26.050,1.003
26.080,1.006
26.110,1.004
26.140,1.003
26.170,1.002
26.200,1.004
26.230,1.005
26.260,1.006
26.290,1.001
26.320,1.009
26.350,1.004
26.380,1.007
26.410,1.005
26.440,1.000
26.470,1.003
26.500,1.003
26.530,1.003
26.560,1.007
26.590,1.007
26.620,0.998
26.650,1.003
26.680,1.008
26.710,1.005
26.740,1.000
26.770,1.006
26.800,1.004
26.830,1.002
26.860,1.006
26.890,1.007
26.920,1.005
26.950,1.005
26.980,1.006
27.010,1.002
27.040,1.004
27.070,1.002
27.100,1.004
27.130,1.006
27.160,1.003
27.190,1.006
27.220,1.007
27.250,1.007
27.280,1.003
27.310,1.002
27.340,1.002
27.370,1.005
27.400,1.003
27.430,1.003
27.460,1.010
27.490,1.002
27.520,1.003
27.550,1.006
27.580,1.003
27.610,1.006
27.640,1.006
27.670,1.003
27.700,1.001
27.730,1.004
27.760,1.005
27.790,1.005
27.820,1.004
27.850,1.002
27.880,1.001
27.910,1.004
27.940,1.006
27.970,1.002
28.000,1.001
28.030,1.001
28.060,1.008
28.090,1.010
28.120,1.002
28.150,1.001
28.180,0.998
28.210,1.000
28.240,1.004
28.270,1.008
28.300,1.005
28.330,1.000
28.360,1.001
28.390,1.008
28.420,1.005
28.450,1.006
28.480,1.007
28.510,1.003
28.540,0.999
28.570,1.003
28.600,1.004
28.630,1.005
28.660,1.008
28.690,1.005
28.720,1.006
28.750,1.000
28.780,0.997
28.810,1.002
28.840,1.008
28.870,1.005
28.900,1.004
28.930,1.002
28.960,1.000
28.990,0.998
29.020,1.006
29.050,1.009
29.080,1.006
29.110,1.001
29.140,1.002
29.170,1.005
29.200,1.003
29.230,1.004
29.260,1.006
29.290,1.003
29.320,1.003
29.350,1.004
29.380,1.004
29.410,1.004
29.440,1.006
29.470,1.004
29.500,1.002
29.530,1.002
29.560,1.004
29.590,0.999
29.620,1.005
29.650,1.005
29.680,1.006
29.710,1.002
29.740,1.004
29.770,1.002
29.800,1.005
29.830,1.006
29.860,1.008
29.890,1.007
29.920,1.000
29.950,1.002
29.980,1.007
30.010,1.002
30.040,1.001
30.070,1.005
30.100,1.005
30.130,1.002
30.160,1.005
30.190,1.005
30.220,1.006
30.250,1.003
30.280,1.003
30.310,1.002
30.340,1.000
30.370,1.005
30.400,1.007
30.430,1.003
30.460,1.003
30.490,1.008
30.520,1.005
30.550,1.002
30.580,1.002
30.610,1.004
30.640,1.002
30.670,1.003
30.700,1.008
30.730,1.005
30.760,1.009
30.790,0.997
30.820,1.005
30.850,1.009
30.880,1.004
30.910,1.003
30.940,1.006
30.970,1.004
31.000,1.007
31.030,1.005
31.060,1.004
31.090,1.006
31.120,1.006
31.150,1.005
31.180,1.001
31.210,1.002
31.240,1.001
31.270,1.003
31.300,1.006
31.330,1.005
31.360,1.004
31.390,1.001
31.420,1.002
31.450,1.004
31.480,1.005
31.510,1.004
31.540,1.001
31.570,1.003
31.600,1.003
31.630,1.003
31.660,1.002
31.690,1.004
31.720,1.000
31.750,1.008
31.780,1.009
31.810,1.003
31.840,1.005
31.870,1.005
31.900,1.003
31.930,1.002
31.960,1.006
31.990,1.006
32.020,1.002
32.050,1.002
32.080,1.006
32.110,1.005
32.140,1.005
32.170,1.005
32.200,1.007
32.230,1.006
32.260,1.004
32.290,0.999
32.320,1.005
32.350,1.003
32.380,1.006
32.410,1.003
32.440,1.005
32.470,0.998
32.500,1.006
32.530,1.004
32.560,1.007
32.590,1.010
32.620,0.998
32.650,1.003
32.680,1.010
32.710,1.003
32.740,1.004
32.770,1.006
32.800,1.005
32.830,1.002
32.860,1.005
32.890,1.003
32.920,1.003
32.950,1.004
32.980,1.003
33.010,1.003
33.040,1.005
33.070,1.006
33.100,1.001
33.130,1.003
33.160,1.006
33.190,1.008
33.220,1.008
33.250,1.004
33.280,1.002
33.310,1.000
33.340,0.997
33.370,1.007
33.400,1.006
33.430,1.007
33.460,1.000
33.490,1.001
33.520,1.004
33.550,1.006
33.580,1.000
33.610,1.007
33.640,1.002
33.670,1.006
33.700,1.004
33.730,1.005
33.760,1.002
33.790,1.006
33.820,1.007
33.850,1.005
33.880,1.003
33.910,1.003
33.940,1.006
33.970,1.006
34.000,1.005
34.030,1.007
34.060,1.007
34.090,1.007
34.120,1.003
34.150,1.001
34.180,1.007
34.210,1.005
34.240,1.002
34.270,1.009
34.300,1.012
34.330,0.999
34.360,1.002
34.390,1.006
34.420,1.003
34.450,1.006
34.480,1.006
34.510,1.006
34.540,1.007
34.570,1.005
34.600,1.005
34.630,1.002
34.660,1.005
34.690,1.008
34.720,1.005
34.750,1.000
34.780,1.006
34.810,1.008
34.840,1.004
34.870,1.000
34.900,1.008
34.930,1.005
34.960,1.004
34.990,1.007
35.020,1.006
35.050,1.002
35.080,1.002
35.110,1.004
35.140,1.005
35.170,1.006
35.200,1.000
35.230,1.008
35.260,1.003
35.290,1.001
35.320,1.006
35.350,1.004
35.380,1.003
35.410,1.009
35.440,1.008
35.470,1.005
35.500,1.002
35.530,1.005
35.560,1.003
35.590,1.003
35.620,1.001
35.650,1.006
35.680,1.002
35.710,1.007
35.740,1.002
35.770,1.007
35.800,1.003
35.830,1.007
35.860,1.007
35.890,1.002
35.920,0.999
35.950,1.005
35.980,1.006
36.010,1.002
36.040,1.007
36.070,0.997
36.100,1.007
36.130,1.005
36.160,1.001
36.190,1.004
36.220,1.006
36.250,1.005
36.280,1.002
36.310,1.006
36.340,1.008
36.370,1.004
36.400,1.002
36.430,1.004
36.460,1.005
36.490,1.003
36.520,1.003
36.550,0.999
36.580,1.004
36.610,1.003
36.640,1.008
36.670,1.008
36.700,1.004
36.730,1.003
36.760,1.003
36.790,1.005
36.820,1.009
36.850,1.000
36.880,1.000
36.910,1.005
36.940,1.003
36.970,1.002
37.000,1.005
37.030,1.006
37.060,1.002
37.090,1.006
37.120,1.005
37.150,1.006
37.180,1.005
37.210,1.005
37.240,1.005
37.270,1.003
37.300,1.003
37.330,1.007
37.360,1.004
37.390,1.005
37.420,1.007
37.450,1.005
37.480,1.002
37.510,1.003
37.540,1.003
37.570,1.005
37.600,1.007
37.630,1.005
37.660,1.004
37.690,1.000
37.720,1.009
37.750,1.002
37.780,1.005
37.810,1.006
37.840,1.005
37.870,1.004
37.900,1.003
37.930,1.006
37.960,1.008
37.990,1.004
38.020,1.001
38.050,1.004
38.080,1.004
38.110,1.001
38.140,1.008
38.170,1.002
38.200,1.001
38.230,1.006
38.260,1.005
38.290,1.004
38.320,1.004
38.350,1.001
38.380,1.005
38.410,1.007
38.440,1.003
38.470,1.005
38.500,1.003
38.530,1.008
38.560,1.007
38.590,1.005
38.620,1.004
38.650,1.004
38.680,1.004
38.710,1.011
38.740,1.006
38.770,1.006
38.800,1.007
38.830,1.005
38.860,1.004
38.890,1.004
38.920,1.004
38.950,1.008
38.980,1.003
39.010,1.011
39.040,1.003
39.070,1.007
39.100,1.006
39.130,0.999
39.160,0.998
39.190,1.003
39.220,1.007
39.250,1.003
39.280,1.008
39.310,1.001
39.340,1.003
39.370,1.007
39.400,1.001
39.430,1.003
39.460,1.005
39.490,1.003
39.520,1.006
39.550,1.007
39.580,1.006
39.610,1.001
39.640,1.005
39.670,1.005
39.700,1.005
39.730,1.006
39.760,1.000
39.790,1.011
39.820,1.006
39.850,1.007
39.880,1.008
39.910,1.003
39.940,1.001
39.970,1.002
40.000,1.008
40.030,1.010
40.060,1.011
40.090,1.004
40.120,1.002
40.150,1.005
40.180,1.003
40.210,1.003
40.240,1.004
40.270,1.002
40.300,1.004
40.330,1.005
40.360,1.007
40.390,1.005
40.420,1.001
40.450,1.003
40.480,1.008
40.510,1.005
40.540,1.007
40.570,1.001
40.600,1.006
40.630,1.004
40.660,1.005
40.690,1.005
40.720,1.004
40.750,1.002
40.780,1.006
40.810,1.008
40.840,1.006
40.870,1.011
40.900,1.001
40.930,1.007
40.960,1.010
40.990,1.000
41.020,1.001
41.050,1.001
41.080,1.004
41.110,1.003
41.140,1.004
41.170,1.008
41.200,1.008
41.230,1.006
41.260,1.003
41.290,1.002
41.320,1.003
41.350,1.011
41.380,1.005
41.410,1.001
41.440,1.007
41.470,1.006
41.500,1.009
41.530,1.006
41.560,1.004
41.590,1.003
41.620,1.003
41.650,1.007
41.680,1.008
41.710,1.012
41.740,0.999
41.770,1.005
41.800,1.008
41.830,1.002
41.860,1.005
41.890,1.006
41.920,1.007
41.950,1.006
41.980,1.011
42.010,1.005
42.040,1.005
42.070,1.003
42.100,1.004
42.130,1.006
42.160,1.006
42.190,1.004
42.220,1.005
42.250,1.005
42.280,1.007
42.310,1.002
42.340,1.007
42.370,1.003
42.400,1.009
42.430,1.004
42.460,1.002
42.490,1.004
42.520,1.006
42.550,1.004
42.580,1.005
42.610,1.009
42.640,1.000
42.670,1.008
42.700,1.007
42.730,1.001
42.760,1.008
42.790,1.004
42.820,1.004
42.850,1.001
42.880,1.007
42.910,1.008
42.940,1.005
42.970,1.005
43.000,1.005
43.030,1.003
43.060,1.003
43.090,1.004
43.120,1.006
43.150,1.004
43.180,1.009
43.210,1.004
43.240,1.008
43.270,1.003
43.300,1.000
43.330,0.999
43.360,1.006
43.390,1.007
43.420,1.005
43.450,1.010
43.480,1.004
43.510,1.006
43.540,1.005
43.570,1.001
43.600,1.006
43.630,1.006
43.660,1.005
43.690,1.003
43.720,1.008
43.750,1.005
43.780,1.004
43.810,1.007
43.840,1.007
43.870,1.008
43.900,1.002
43.930,1.003
43.960,1.006
43.990,1.004
44.020,1.006
44.050,1.008
44.080,1.004
44.110,1.006
44.140,1.008
44.170,1.004
44.200,1.004
44.230,1.000
44.260,1.006
44.290,1.006
44.320,1.007
44.350,1.000
44.380,1.001
44.410,1.007
44.440,1.007
44.470,1.005
44.500,1.009
44.530,1.004
44.560,1.005
44.590,1.011
44.620,1.002
44.650,1.005
44.680,1.006
44.710,1.007
44.740,1.006
44.770,1.003
44.800,1.003
44.830,1.005
44.860,1.006
44.890,1.005
44.920,1.008
44.950,1.005
44.980,1.004
45.010,1.006
45.040,1.007
45.070,1.003
45.100,1.000
45.130,1.003
45.160,1.008
45.190,1.003
45.220,1.006
45.250,1.005
45.280,1.001
45.310,1.008
45.340,1.007
45.370,1.001
45.400,1.004
45.430,1.007
45.460,1.007
45.490,1.008
45.520,1.009
45.550,1.006
45.580,1.007
45.610,1.006
45.640,1.007
45.670,1.006
45.700,1.002
45.730,1.007
45.760,1.006
45.790,1.006
45.820,1.003
45.850,1.007
45.880,1.009
45.910,1.005
45.940,1.008
45.970,1.005
46.000,1.001
46.030,1.003
46.060,1.007
46.090,1.007
46.120,1.007
46.150,1.005
46.180,1.004
46.210,1.007
46.240,1.004
46.270,1.004
46.300,1.002
46.330,1.006
46.360,1.004
46.390,1.005
46.420,1.008
46.450,1.007
46.480,1.006
46.510,1.002
46.540,1.004
46.570,1.002
46.600,1.003
46.630,1.006
46.660,1.004
46.690,1.005
46.720,1.001
46.750,1.008
46.780,1.003
46.810,1.010
46.840,1.003
46.870,1.003
46.900,1.001
46.930,1.006
46.960,1.008
46.990,1.008
47.020,1.003
47.050,1.004
47.080,1.008
47.110,1.006
47.140,1.005
47.170,1.005
47.200,1.003
47.230,1.009
47.260,1.008
47.290,1.007
47.320,1.006
47.350,1.003
47.380,1.006
47.410,1.005
47.440,1.003
47.470,1.003
47.500,1.012
47.530,1.005
47.560,1.005
47.590,1.003
47.620,1.006
47.650,1.007
47.680,1.007
47.710,1.004
47.740,1.000
47.770,1.004
47.800,1.007
47.830,1.007
47.860,1.003
47.890,1.009
47.920,1.001
47.950,1.008
47.980,1.008
48.010,1.008
48.040,1.007
48.070,1.004
48.100,1.004
48.130,1.006
48.160,1.006
48.190,1.008
48.220,1.004
48.250,1.006
48.280,1.008
48.310,1.004
48.340,1.002
48.370,1.007
48.400,1.010
48.430,1.006
48.460,1.005
48.490,1.008
48.520,1.004
48.550,1.008
48.580,1.006
48.610,1.004
48.640,1.001
48.670,1.008
48.700,1.006
48.730,1.010
48.760,1.006
48.790,0.998
48.820,1.004
48.850,1.008
48.880,1.007
48.910,1.003
48.940,1.005
48.970,1.003
49.000,1.008
49.030,1.005
49.060,1.008
49.090,1.008
49.120,1.004
49.150,1.007
49.180,1.005
49.210,1.002
49.240,1.006
49.270,1.007
49.300,1.007
49.330,1.006
49.360,1.003
49.390,1.008
49.420,1.007
49.450,1.010
49.480,1.005
49.510,1.006
49.540,1.002
49.570,1.008
49.600,1.008
49.630,1.008
49.660,1.009
49.690,1.003
49.720,1.004
49.750,1.007
49.780,1.004
49.810,1.007
49.840,1.006
49.870,1.003
49.900,1.007
49.930,1.006
49.960,1.008
49.990,1.006
50.020,1.004
50.050,1.004
50.080,1.002
50.110,1.006
50.140,1.003
50.170,1.003
50.200,1.002
50.230,1.007
50.260,1.004
50.290,1.011
50.320,1.007
50.350,1.005
50.380,1.004
50.410,1.006
50.440,1.007
50.470,1.003
50.500,1.009
50.530,1.001
50.560,1.008
50.590,1.007
50.620,1.002
50.650,1.001
50.680,1.007
50.710,1.008
50.740,1.008
50.770,1.010
50.800,1.008
50.830,1.007
50.860,1.006
50.890,1.006
50.920,1.003
50.950,1.005
50.980,1.007
51.010,1.006
51.040,1.004
51.070,1.010
51.100,1.007
51.130,1.011
51.160,1.004
51.190,1.006
51.220,1.006
51.250,1.004
51.280,1.006
51.310,1.010
51.340,1.009
51.370,0.996
51.400,1.006
51.430,1.010
51.460,1.006
51.490,1.006
51.520,1.010
51.550,1.004
51.580,1.004
51.610,1.008
51.640,1.006
51.670,1.002
51.700,1.008
51.730,1.006
51.760,1.006
51.790,1.002
51.820,1.006
51.850,1.008
51.880,1.006
51.910,1.003
51.940,1.006
51.970,1.008
52.000,1.008
52.030,1.008
52.060,1.007
52.090,1.002
52.120,1.007
52.150,1.007
52.180,1.006
52.210,1.005
52.240,1.001
52.270,1.003
52.300,1.009
52.330,1.008
52.360,1.009
52.390,1.008
52.420,1.003
52.450,1.008
52.480,1.007
52.510,1.010
52.540,1.007
52.570,1.006
52.600,1.004
52.630,1.004
52.660,1.004
52.690,1.011
52.720,1.008
52.750,1.006
52.780,1.002
52.810,1.015
52.840,1.006
52.870,1.008
52.900,1.005
52.930,1.004
52.960,1.004
52.990,1.006
53.020,1.014
53.050,1.004
53.080,1.003
53.110,1.005
53.140,1.006
53.170,1.006
53.200,1.007
53.230,1.008
53.260,1.005
53.290,1.003
53.320,1.008
53.350,1.011
53.380,1.004
53.410,1.004
53.440,1.010
53.470,1.005
53.500,1.001
53.530,1.008
53.560,1.008
53.590,1.008
53.620,1.005
53.650,1.008
53.680,1.008
53.710,1.005
53.740,1.002
53.770,1.001
53.800,1.006
53.830,1.008
53.860,1.011
53.890,1.006
53.920,1.004
53.950,1.001
53.980,1.009
54.010,1.009
54.040,1.002
54.070,1.006
54.100,1.008
54.130,1.007
54.160,1.005
54.190,1.008
54.220,1.007
54.250,1.005
54.280,1.009
54.310,1.007
54.340,1.005
54.370,1.006
54.400,1.009
54.430,1.010
54.460,1.006
54.490,1.006
54.520,1.005
54.550,1.009
54.580,1.008
54.610,1.005
54.640,1.006
54.670,1.006
54.700,1.006
54.730,1.009
54.760,1.009
54.790,1.004
54.820,1.006
54.850,1.010
54.880,1.008
54.910,1.003
54.940,1.008
54.970,1.009
55.000,1.006
55.030,1.005
55.060,1.008
55.090,1.010
55.120,1.007
55.150,1.006
55.180,1.009
55.210,1.007
55.240,1.004
55.270,1.002
55.300,1.006
55.330,1.009
55.360,1.006
55.390,1.010
55.420,1.005
55.450,1.008
55.480,1.008
55.510,1.003
55.540,1.004
55.570,1.004
55.600,1.008
55.630,1.010
55.660,1.010
55.690,0.998
55.720,1.006
55.750,1.011
55.780,1.008
55.810,1.005
55.840,1.010
55.870,1.008
55.900,1.004
55.930,1.005
55.960,1.008
55.990,1.008
56.020,1.004
56.050,1.010
56.080,1.007
56.110,1.000
56.140,1.004
56.170,1.008
56.200,1.004
56.230,1.005
56.260,1.007
56.290,1.008
56.320,1.008
56.350,1.008
56.380,1.007
56.410,0.998
56.440,1.004
56.470,1.012
56.500,1.005
56.530,1.008
