df_hash,22ZHK4.JPPQDU
318.923,33.469
319.947,33.562
320.922,33.594
321.954,33.625
322.921,33.656
323.966,33.688
324.919,33.688
325.946,33.750
326.971,33.719
327.942,33.688
328.917,33.688
329.945,33.594
331.113,33.562
331.963,33.594
332.920,33.562
334.036,33.531
335.016,33.500
335.937,33.500
336.912,33.531
337.942,33.531
338.911,33.531
339.934,33.531
341.202,33.531
341.938,33.531
342.919,33.531
344.127,33.562
344.912,33.594
345.931,33.562
347.055,33.562
347.930,33.562
348.958,33.594
349.928,33.594
350.952,33.562
351.927,33.562
353.002,33.562
353.926,33.531
354.901,33.531
355.924,33.531
356.900,33.531
357.951,33.500
358.899,33.500
359.922,33.500
361.143,33.469
361.922,33.469
362.919,33.406
363.920,33.438
364.944,33.438
365.918,33.469
367.188,33.500
367.917,33.531
368.941,33.531
369.955,33.500
370.939,33.562
371.914,33.562
372.939,33.656
373.914,33.656
374.940,33.656
375.912,33.625
376.936,33.625
378.203,33.625
378.935,33.625
379.910,33.625
380.934,33.625
381.909,33.625
382.932,33.625
384.004,33.594
384.931,33.594
385.906,33.594
386.939,33.625
387.906,33.594
388.929,33.562
389.904,33.531
390.928,33.531
391.903,33.562
392.926,33.531
394.050,33.531
394.925,33.562
395.920,33.562
396.924,33.562
397.899,33.562
399.023,33.625
400.238,33.625
400.921,33.625
401.897,33.625
402.981,33.625
404.143,33.625
404.919,33.625
405.991,33.656
406.918,33.656
407.893,33.656
408.917,33.656
409.914,33.625
410.915,33.625
411.939,33.562
412.916,33.562
413.968,33.531
414.962,33.531
415.952,33.562
416.915,33.562
417.935,33.594
418.959,33.594
419.934,33.656
420.909,33.688
421.933,33.750
422.984,33.812
423.932,33.844
424.958,33.812
425.930,33.750
426.918,33.719
427.978,33.688
428.904,33.719
429.928,33.625
430.903,33.625
431.927,33.625
432.902,33.625
434.074,33.625
434.901,33.625
436.012,33.625
436.999,33.688
437.923,33.719
438.946,33.719
440.165,33.750
440.897,33.688
441.921,33.719
442.933,33.688
443.919,33.750
444.894,33.719
445.918,33.750
446.991,33.719
447.965,33.688
448.941,33.656
450.013,33.688
451.188,33.688
451.914,33.688
452.951,33.719
454.166,33.688
454.888,33.750
455.912,33.688
457.133,33.688
457.963,33.719
458.934,33.719
459.910,33.688
460.933,33.688
461.908,33.656
462.981,33.656
463.907,33.625
464.930,33.688
465.956,33.719
467.003,33.750
468.002,33.750
468.934,33.750
469.910,33.750
470.929,33.812
472.078,33.812
473.023,33.844
474.196,33.812
474.925,33.750
475.899,33.750
476.981,33.750
477.902,33.750
479.064,33.750
479.897,33.750
480.932,33.688
481.916,33.688
482.956,33.656
483.895,33.656
485.165,33.688
485.893,33.719
486.919,33.750
487.892,33.719
488.965,33.688
489.899,33.719
490.915,33.719
491.890,33.719
493.011,33.719
494.287,33.719
494.917,33.688
495.909,33.688
496.911,33.656
497.886,33.656
498.959,33.688
499.927,33.656
500.919,33.688
501.932,33.656
502.907,33.688
503.934,33.688
505.006,33.688
506.031,33.656
506.929,33.688
507.968,33.688
508.906,33.656
509.927,33.625
511.097,33.625
511.926,33.688
512.925,33.656
513.925,33.656
515.244,33.656
515.924,33.656
516.899,33.656
517.922,33.625
519.338,33.625
519.921,33.688
520.945,33.688
