df_hash,22ZHK4.JPPQDU
424.108,33
425.279,27
426.177,36
427.151,31
428.359,0
429.200,0
430.044,0
431.293,0
432.125,0
433.003,0
434.270,0
435.194,0
436.268,22
437.292,29
438.123,51
439.055,42
440.312,63
441.143,65
441.972,68
443.142,66
444.020,67
444.946,79
446.116,70
447.088,72
447.920,67
449.579,75
450.213,76
450.894,76
452.158,83
452.996,80
454.159,79
455.432,74
455.963,74
456.889,73
458.062,72
458.983,80
459.859,84
461.034,85
462.057,81
462.868,84
464.056,83
464.885,81
465.818,82
467.322,77
467.859,62
468.785,55
469.967,58
470.911,67
471.761,55
473.075,50
473.900,63
474.766,69
475.948,69
476.972,78
477.800,78
479.024,78
479.805,79
480.926,78
481.911,79
482.776,81
483.654,80
485.019,79
485.798,80
486.821,83
487.850,81
488.724,80
489.696,75
490.835,77
491.698,80
492.624,81
493.798,77
494.769,73
495.598,58
496.770,42
497.837,18
498.571,0
499.839,0
500.669,0
501.545,22
502.715,33
503.641,46
504.519,40
505.740,31
506.664,29
507.782,31
508.712,0
509.589,0
510.515,0
511.686,55
512.563,50
513.440,40
514.660,50
515.588,50
516.463,34
517.779,30
518.536,22
519.437,24
520.609,19
521.485,27
