df_hash,22ZHK4.TRV2GV
200.612,775
200.618,220
201.441,620
201.444,170
201.538,10
201.541,10
201.547,20
201.645,20
201.662,10
201.686,10
201.977,10
201.981,480
202.806,10
203.098,770
203.196,340
203.264,10
203.293,105
203.297,20
203.300,10
203.304,10
203.540,10
203.684,10
204.620,335
204.661,925
204.762,10
205.376,275
206.170,475
206.998,860
207.973,915
207.990,865
208.120,15
208.124,135
208.169,10
208.172,10
208.184,15
208.656,10
208.659,540
209.485,10
210.363,840
211.191,885
212.020,870
212.024,775
212.410,10
212.702,470
213.239,265
213.427,480
214.653,235
215.043,1135
215.920,540
215.923,820
216.017,10
216.024,95
216.066,10
216.069,10
216.073,15
216.163,20
216.191,15
216.213,15
216.216,10
216.220,15
216.602,50
216.606,450
217.431,10
218.260,810
218.271,870
219.284,10
219.918,865
220.928,815
221.039,845
221.819,10
222.550,865
223.379,865
224.110,795
225.085,820
225.775,860
226.596,800
227.476,760
228.259,810
228.985,845
229.814,815
229.817,750
230.497,10
231.335,780
232.154,825
232.885,835
232.889,715
233.324,10
234.690,290
235.860,1450
236.054,1180
236.497,280
236.882,360
237.175,400
238.485,270
239.418,1275
240.127,1000
240.792,645
241.614,800
241.758,745
242.440,10
242.733,860
243.416,310
244.536,700
245.073,1100
245.077,520
245.121,15
245.126,70
245.369,10
245.372,15
245.375,10
245.658,10
246.782,485
247.462,1085
248.144,710
248.147,700
248.290,10
248.583,135
249.266,365
249.704,705
250.387,335
252.191,695
252.483,1880
252.741,195
253.311,400
253.315,535
254.677,1370
255.408,10
256.237,740
256.241,760
256.928,10
257.602,695
257.605,730
258.431,10
259.064,880
259.067,465
260.088,10
260.868,1075
261.502,720
261.648,810
262.337,10
262.623,820
262.636,215
262.672,10
263.939,520
264.720,755
265.561,805
265.606,855
266.379,10
266.718,820
266.870,275
267.086,215
268.717,270
269.497,1590
270.277,760
271.106,800
271.943,855
272.769,890
273.446,760
273.888,755
274.178,415
275.006,325
275.009,805
275.689,10
276.517,660
276.712,815
276.810,225
276.821,50
277.054,10
277.785,330
278.468,730
279.296,695
279.979,745
280.273,745
280.277,295
280.417,120
280.420,10
281.392,290
282.367,745
283.050,870
284.171,715
284.174,1090
284.707,10
285.002,575
285.051,275
285.054,75
285.057,10
285.292,10
286.121,290
286.126,790
286.803,10
286.951,640
286.958,135
287.147,95
287.150,10
288.075,455
288.757,640
289.485,695
290.285,700
290.411,810
290.703,355
290.707,25
290.996,255
290.999,10
291.144,15
291.151,185
292.800,750
293.531,885
294.896,735
296.261,1430
297.822,1425
298.751,1485
298.896,985
299.625,10
300.405,795
301.320,805
301.477,860
302.111,10
302.989,865
303.427,820
303.476,520
303.526,15
303.671,240
305.329,865
306.011,800
306.694,655
306.697,765
307.376,15
307.818,655
308.205,370
308.936,435
309.133,710
309.183,135
309.619,60
310.301,465
311.277,815
311.959,865
312.544,740
313.519,540
313.665,1005
313.811,325
313.815,10
313.963,10
314.202,370
315.030,20
315.713,750
316.493,740
317.013,670
317.809,665
318.663,745
319.369,830
319.515,740
320.051,170
320.054,555
320.197,10
320.201,90
320.395,80
320.398,10
321.583,525
321.712,855
322.392,10
323.123,805
323.805,685
324.098,745
324.244,270
324.488,120
325.609,320
325.614,1000
326.145,15
326.876,615
327.713,705
328.388,760
329.217,800
329.948,825
330.777,695
331.654,850
332.386,770
332.434,805
332.437,20
332.440,10
332.678,10
332.827,510
335.068,1390
335.213,760
335.219,10
335.261,135
335.266,15
335.557,15
335.561,10
335.751,10
336.572,415
337.163,770
337.846,760
338.534,705
339.260,670
339.263,715
339.942,10
340.137,730
340.235,255
341.314,450
342.038,650
342.868,735
343.695,780
343.698,855
343.793,15
343.796,10
343.988,15
343.991,260
344.088,10
344.231,10
344.235,305
344.552,205
346.182,595
346.626,1115
348.593,380
348.691,2020
348.717,125
349.793,30
349.936,1090
350.474,165
351.740,450
352.325,1240
352.568,635
352.571,270
352.750,10
352.763,110
352.767,20
353.058,265
353.835,850
353.839,10
353.985,170
355.249,560
355.347,750
355.493,240
356.769,445
356.909,800
357.053,215
357.153,140
357.199,15
357.443,10
358.125,300
358.857,735
359.427,680
360.259,640
360.905,715
361.540,725
361.844,655
361.879,225
361.908,15
362.172,95
362.177,15
362.183,10
362.855,270
363.781,780
364.269,710
364.951,640
365.536,635
366.270,670
366.904,670
367.632,660
367.876,735
367.879,240
368.321,10
368.559,375
369.480,295
369.826,915
370.704,335
370.947,930
371.270,255
372.605,275
372.801,1410
372.897,185
374.344,315
374.993,1205
375.706,645
376.358,670
376.361,680
377.041,10
377.919,740
378.601,795
378.747,815
379.430,10
380.432,805
381.240,880
381.380,805
381.917,210
382.647,530
383.330,755
383.334,745
383.478,10
383.623,195
385.036,540
385.670,835
385.816,690
385.820,230
385.965,20
386.401,10
387.140,455
387.818,725
388.597,740
389.350,815
390.155,775
390.305,715
390.561,435
390.597,10
392.251,955
393.084,800
393.226,800
393.230,10
393.424,125
393.470,15
393.620,460
395.165,765
395.275,665
395.566,185
395.571,250
395.618,15
395.623,15
395.712,140
395.716,10
396.689,930
397.224,10
397.227,605
397.809,10
398.092,615
398.494,155
398.497,10
398.784,10
398.882,700
398.930,235
398.933,10
400.149,265
401.563,910
402.781,1475
402.784,1155
403.074,10
403.369,550
404.195,715
404.585,185
405.316,405
406.013,715
406.682,665
407.510,725
408.096,810
408.778,545
409.460,745
409.765,635
410.201,395
410.435,260
410.776,385
411.459,250
411.995,670
412.678,680
413.068,595
414.438,410
414.774,1260
416.046,530
416.454,1260
416.632,315
416.773,10
417.263,270
417.699,670
417.943,605
419.361,705
419.795,720
419.800,425
419.968,10
421.307,100
421.453,1420
422.429,215
422.439,880
422.672,10
423.441,315
424.085,660
424.378,720
425.207,315
426.036,875
426.623,805
426.626,410
426.630,195
428.076,770
428.132,400
429.497,305
429.646,1335
429.795,300
430.374,370
431.739,280
432.129,1395
432.812,375
433.397,655
434.226,670
434.518,730
435.493,300
435.737,950
436.468,270
437.200,790
437.707,750
437.833,500
439.393,195
439.866,1535
440.904,340
442.415,1135
443.245,1515
444.124,920
444.951,830
446.023,820
446.757,915
447.437,840
448.268,760
449.051,665
449.826,820
450.655,935
450.947,755
452.166,350
452.679,1195
453.340,505
453.970,700
454.750,625
455.529,780
456.212,790
456.358,895
458.016,1640
458.021,10
458.214,10
458.357,185
459.381,945
460.210,175
460.941,835
461.770,690
462.453,870
463.427,735
463.871,940
464.422,425
464.878,625
465.377,670
466.889,870
467.766,905
468.595,915
468.599,865
469.571,10
470.519,900
471.373,925
472.203,895
473.031,795
474.009,960
474.695,855
475.713,735
476.492,820
477.321,960
477.619,1130
478.982,560
479.125,875
479.328,225
479.467,15
479.472,175
479.613,25
479.639,70
480.249,30
480.832,395
481.075,910
481.660,220
481.806,580
481.811,155
482.069,25
482.783,15
483.171,1030
483.610,400
483.757,480
485.950,1345
486.779,925
487.654,905
487.900,780
488.437,230
489.168,580
489.850,760
490.679,700
490.682,775
490.844,10
491.143,120
491.315,285
491.319,10
491.395,10
492.239,340
493.068,820
493.077,810
493.116,15
493.312,15
493.360,210
494.582,20
495.700,1065
495.920,1390
495.992,25
495.996,10
496.000,15
496.003,15
496.334,10
497.555,10
498.040,1545
499.016,770
500.381,905
500.673,1240
502.525,425
502.528,1775
503.208,10
503.354,735
503.904,170
505.304,580
505.548,1355
506.571,345
507.257,1000
508.086,595
508.291,1015
509.400,275
509.448,665
510.033,275
511.011,545
511.983,1000
513.494,990
514.177,1560
515.447,775
516.135,905
516.811,940
516.956,950
517.589,260
518.710,290
519.052,1080
519.398,365
519.622,370
519.738,270
520.027,160
520.709,280
521.227,670
521.443,665
522.273,350
