df_hash,22ZHK4.TRV2GV
171.608,0.968
171.638,0.968
171.668,0.969
171.698,0.972
171.728,0.972
171.758,0.971
171.788,0.967
171.818,0.973
171.848,0.968
171.878,0.970
171.908,0.982
171.938,0.966
171.968,0.970
171.998,0.970
172.028,0.968
172.058,0.972
172.088,0.975
172.118,0.971
172.148,0.970
172.178,0.972
172.208,0.971
172.238,0.966
172.268,0.970
172.298,0.972
172.328,0.966
172.358,0.971
172.388,0.972
172.418,0.976
172.448,0.971
172.478,0.970
172.508,0.968
172.538,0.972
172.568,0.971
172.598,0.971
172.628,0.969
172.658,0.968
172.688,0.971
172.718,0.966
172.748,0.977
172.778,0.974
172.808,0.969
172.838,0.968
172.868,0.970
172.898,0.969
172.928,0.971
172.958,0.973
172.988,0.967
173.018,0.972
173.048,0.972
173.078,0.968
173.108,0.972
173.138,0.970
173.168,0.969
173.198,0.970
173.228,0.970
173.258,0.971
173.288,0.971
173.318,0.972
173.348,0.966
173.378,0.969
173.408,0.973
173.438,0.973
173.468,0.967
173.498,0.971
173.528,0.973
173.558,0.972
173.588,0.967
173.618,0.970
173.648,0.966
173.678,0.969
173.708,0.978
173.738,0.973
173.768,0.966
173.798,0.974
173.828,0.967
173.858,0.970
173.888,0.977
173.918,0.969
173.948,0.969
173.978,0.970
174.008,0.970
174.038,0.971
174.068,0.963
174.098,0.966
174.128,0.978
174.158,0.967
174.188,0.971
174.218,0.967
174.248,0.961
174.278,0.980
174.308,0.967
174.338,0.967
174.368,0.964
174.398,0.962
174.428,0.958
174.458,0.951
174.488,0.978
174.518,0.979
174.548,0.964
174.578,0.972
174.608,0.974
174.638,0.970
174.668,0.973
174.698,0.972
174.728,0.986
174.758,0.971
174.788,0.961
174.818,0.963
174.848,0.962
174.878,0.977
174.908,0.964
174.938,0.981
174.968,0.977
174.998,0.972
175.028,0.959
175.058,0.961
175.088,0.971
175.118,0.958
175.148,0.978
175.178,0.975
175.208,0.957
175.238,0.959
175.268,0.956
175.298,0.953
175.328,0.963
175.358,0.967
175.388,0.966
175.418,0.971
175.448,0.965
175.478,0.971
175.508,0.966
175.538,0.970
175.568,0.954
175.598,0.963
175.628,0.968
175.658,0.964
175.688,0.960
175.718,0.969
175.748,0.970
175.778,0.965
175.808,0.966
175.838,0.959
175.868,0.955
175.898,0.966
175.928,0.961
175.958,0.958
175.988,0.958
176.018,0.958
176.048,0.954
176.078,0.964
176.108,0.965
176.138,0.961
176.168,0.965
176.198,0.966
176.228,0.963
176.258,0.969
176.288,0.969
176.318,0.968
176.348,0.961
176.378,0.960
176.408,0.962
176.438,0.963
176.468,0.961
176.498,0.960
176.528,0.963
176.558,0.963
176.588,0.967
176.618,0.961
176.648,0.966
176.678,0.976
176.708,0.959
176.738,0.955
176.768,0.965
176.798,0.976
176.828,0.967
176.858,0.968
176.888,0.961
176.918,0.960
176.948,0.959
176.978,0.955
177.008,0.955
177.038,0.954
177.068,0.962
177.098,0.967
177.128,0.971
177.158,0.966
177.188,0.960
177.218,0.958
177.248,0.962
177.278,0.963
177.308,0.964
177.338,0.961
177.368,0.960
177.398,0.968
177.428,0.968
177.458,0.960
177.488,0.959
177.518,0.961
177.548,0.965
177.578,0.973
177.608,0.968
177.638,0.961
177.668,0.962
177.698,0.963
177.728,0.962
177.758,0.958
177.788,0.963
177.818,0.963
177.848,0.964
177.878,0.964
177.908,0.962
177.938,0.967
177.968,0.966
177.998,0.959
178.028,0.962
178.058,0.963
178.088,0.968
178.118,0.964
178.148,0.963
178.178,0.962
178.208,0.971
178.238,0.962
178.268,0.960
178.298,0.966
178.328,0.961
178.358,0.962
178.388,0.965
178.418,0.966
178.448,0.960
178.478,0.963
178.508,0.965
178.538,0.964
178.568,0.969
178.598,0.964
178.628,0.964
178.658,0.961
178.688,0.965
178.718,0.964
178.748,0.962
178.778,0.966
178.808,0.965
178.838,0.963
178.868,0.963
178.898,0.961
178.928,0.965
178.958,0.964
178.988,0.967
179.018,0.960
179.048,0.962
179.078,0.974
179.108,0.960
179.138,0.962
179.168,0.965
179.198,0.960
179.228,0.960
179.258,0.970
179.288,0.967
179.318,0.964
179.348,0.968
179.378,0.962
179.408,0.965
179.438,0.967
179.468,0.965
179.498,0.963
179.528,0.964
179.558,0.964
179.588,0.963
179.618,0.967
179.648,0.968
179.678,0.964
179.708,0.963
179.738,0.969
179.768,0.966
179.798,0.964
179.828,0.971
179.858,0.973
179.888,0.958
179.918,0.958
179.948,0.966
179.978,0.971
180.008,0.967
180.038,0.971
180.068,0.959
180.098,0.968
180.128,0.968
180.158,0.959
180.188,0.965
180.218,0.963
180.248,0.962
180.278,0.966
180.308,0.961
180.338,0.966
180.368,0.966
180.398,0.963
180.428,0.966
180.458,0.965
180.488,0.968
180.518,0.961
180.548,0.959
180.578,0.973
180.608,0.971
180.638,0.961
180.668,0.963
180.698,0.959
180.728,0.963
180.758,0.967
180.788,0.971
180.818,0.963
180.848,0.968
180.878,0.965
180.908,0.961
180.938,0.964
180.968,0.964
180.998,0.970
181.028,0.962
181.058,0.966
181.088,0.962
181.118,0.967
181.148,0.967
181.178,0.963
181.208,0.960
181.238,0.964
181.268,0.965
181.298,0.969
181.328,0.963
181.358,0.966
181.388,0.971
181.418,0.963
181.448,0.959
181.478,0.965
181.508,0.962
181.538,0.969
181.568,0.975
181.598,0.969
181.628,0.963
181.658,0.965
181.688,0.963
181.718,0.964
181.748,0.969
181.778,0.963
181.808,0.965
181.838,0.965
181.868,0.967
181.898,0.968
181.928,0.963
181.958,0.960
181.988,0.962
182.018,0.967
182.048,0.965
182.078,0.965
182.108,0.962
182.138,0.967
182.168,0.972
182.198,0.970
182.228,0.967
182.258,1.002
182.288,0.978
182.318,0.955
182.348,0.944
182.378,0.939
182.408,0.950
182.438,0.965
182.468,0.982
182.498,0.964
182.528,0.958
182.558,0.954
182.588,0.958
182.618,0.967
182.648,0.975
182.678,0.975
182.708,0.976
182.738,0.970
182.768,0.967
182.798,0.963
182.828,0.964
182.858,0.970
182.888,0.966
182.918,0.975
182.948,0.968
182.978,0.958
183.008,0.955
183.038,0.959
183.068,0.969
183.098,0.965
183.128,0.965
183.158,0.967
183.188,0.966
183.218,0.963
183.248,0.964
183.278,0.963
183.308,0.973
183.338,0.970
183.368,0.966
183.398,0.962
183.428,0.967
183.458,0.965
183.488,0.967
183.518,0.966
183.548,0.964
183.578,0.964
183.608,0.967
183.638,0.968
183.668,0.963
183.698,0.959
183.728,0.966
183.758,0.967
183.788,0.972
183.818,0.976
183.848,0.963
183.878,0.964
183.908,0.962
183.938,0.960
183.968,0.967
183.998,0.972
184.028,0.964
184.058,0.965
184.088,0.964
184.118,0.958
184.148,0.965
184.178,0.969
184.208,0.970
184.238,0.972
184.268,0.967
184.298,0.968
184.328,0.963
184.358,0.965
184.388,0.965
184.418,0.965
184.448,0.960
184.478,0.964
184.508,0.972
184.538,0.969
184.568,0.972
184.598,0.971
184.628,0.955
184.658,0.956
184.688,0.961
184.718,0.965
184.748,0.969
184.778,0.966
184.808,0.960
184.838,0.959
184.868,0.971
184.898,0.971
184.928,0.968
184.958,0.968
184.988,0.964
185.018,0.961
185.048,0.962
185.078,0.966
185.108,0.961
185.138,0.963
185.168,0.972
185.198,0.972
185.228,0.968
185.258,0.966
185.288,0.967
185.318,0.960
185.348,0.968
185.378,0.961
185.408,0.966
185.438,0.977
185.468,0.963
185.498,0.966
185.528,0.966
185.558,0.965
185.588,0.962
185.618,0.959
185.648,0.964
185.678,0.962
185.708,0.970
185.738,0.967
185.768,0.968
185.798,0.963
185.828,0.966
185.858,0.971
185.888,0.975
185.918,0.972
185.948,0.962
185.978,0.964
186.008,0.960
186.038,0.961
186.068,0.966
186.098,0.969
186.128,0.968
186.158,0.961
186.188,0.967
186.218,0.979
186.248,0.967
186.278,0.958
186.308,0.959
186.338,0.961
186.368,0.960
186.398,0.972
186.428,0.969
186.458,0.962
186.488,0.963
186.518,0.962
186.548,0.973
186.578,0.972
186.608,0.965
186.638,0.959
186.668,0.961
186.698,0.964
186.728,0.967
186.758,0.969
186.788,0.965
186.818,0.959
186.848,0.964
186.878,0.973
186.908,0.964
186.938,0.974
186.968,0.974
186.998,0.954
187.028,0.963
187.058,0.958
187.088,0.961
187.118,0.972
187.148,0.971
187.178,0.964
187.208,0.964
187.238,0.970
187.268,0.969
187.298,0.974
187.328,0.965
187.358,0.962
187.388,0.961
187.418,0.963
187.448,0.964
187.478,0.968
187.508,0.965
187.538,0.966
187.568,0.966
187.598,0.969
187.628,0.969
187.658,0.965
187.688,0.959
187.718,0.959
187.748,0.974
187.778,0.965
187.808,0.962
187.838,0.963
187.868,0.963
187.898,0.967
187.928,0.972
187.958,0.971
187.988,0.961
188.018,0.966
188.048,0.963
188.078,0.966
188.108,0.968
188.138,0.963
188.168,0.963
188.198,0.964
188.228,0.965
188.258,0.967
188.288,0.965
188.318,0.966
188.348,0.967
188.378,0.965
188.408,0.963
188.438,0.966
188.468,0.968
188.498,0.958
188.528,0.966
188.558,0.979
188.588,0.962
188.618,0.962
188.648,0.960
188.678,0.969
188.708,0.965
188.738,0.968
188.768,0.965
188.798,0.965
188.828,0.967
188.858,0.963
188.888,0.966
188.918,0.969
188.948,0.967
188.978,0.965
189.008,0.959
189.038,0.966
189.068,0.970
189.098,0.964
189.128,0.963
189.158,0.963
189.188,0.975
189.218,0.969
189.248,0.969
189.278,0.972
189.308,0.972
189.338,0.967
189.368,0.965
189.398,0.966
189.428,0.965
189.458,0.967
189.488,0.968
189.518,0.963
189.548,0.971
189.578,0.965
189.608,0.963
189.638,0.974
189.668,0.972
189.698,0.958
189.728,0.964
189.758,0.965
189.788,0.965
189.818,0.966
189.848,0.968
189.878,0.967
189.908,0.970
189.938,0.969
189.968,0.967
189.998,0.971
190.028,0.972
190.058,0.960
190.088,0.965
190.118,0.962
190.148,0.963
190.178,0.971
190.208,0.973
190.238,0.962
190.268,0.969
190.298,0.967
190.328,0.961
190.358,0.967
190.388,0.969
190.418,0.967
190.448,0.965
190.478,0.964
190.508,0.968
190.538,0.963
190.568,0.967
190.598,0.966
190.628,0.967
190.658,0.966
190.688,0.965
190.718,0.969
190.748,0.963
190.778,0.970
190.808,0.971
190.838,0.964
190.868,0.962
190.898,0.968
190.928,0.967
190.958,0.968
190.988,0.970
191.018,0.966
191.048,0.969
191.078,0.968
191.108,0.963
191.138,0.968
191.168,0.966
191.198,0.966
191.228,0.963
191.258,0.963
191.288,0.965
191.318,0.964
191.348,0.966
191.378,0.964
191.408,0.967
191.438,0.969
191.468,0.966
191.498,0.965
191.528,0.967
191.558,0.965
191.588,0.968
191.618,0.962
191.648,0.966
191.678,0.979
191.708,0.964
191.738,0.963
191.768,0.963
191.798,0.963
191.828,0.970
191.858,0.967
191.888,0.961
191.918,0.967
191.948,0.963
191.978,0.968
192.008,0.968
192.038,0.966
192.068,0.970
192.098,0.967
192.128,0.970
192.158,0.970
192.188,0.964
192.218,0.967
192.248,0.967
192.278,0.968
192.308,0.969
192.338,0.968
192.368,0.966
192.398,0.962
192.428,0.969
192.458,0.975
192.488,0.966
192.518,0.959
192.548,0.965
192.578,0.968
192.608,0.967
192.638,0.967
192.668,0.969
192.698,0.964
192.728,0.967
192.758,0.964
192.788,0.967
192.818,0.965
192.848,0.966
192.878,0.968
192.908,0.969
192.938,0.968
192.968,0.968
192.998,0.967
193.028,0.967
193.058,0.970
193.088,0.968
193.118,0.967
193.148,0.970
193.178,0.959
193.208,0.963
193.238,0.980
193.268,0.964
193.298,0.964
193.328,0.964
193.358,0.970
193.388,0.967
193.418,0.968
193.448,0.968
193.478,0.962
193.508,0.963
193.538,0.961
193.568,0.972
193.598,0.969
193.628,0.967
193.658,0.967
193.688,0.966
193.718,0.965
193.748,0.964
193.778,0.965
193.808,0.966
193.838,0.967
193.868,0.968
193.898,0.967
193.928,0.968
193.958,0.964
193.988,0.969
194.018,0.966
194.048,0.971
194.078,0.972
194.108,0.961
194.138,0.964
194.168,0.963
194.198,0.962
194.228,0.968
194.258,0.974
194.288,0.968
194.318,0.965
194.348,0.964
194.378,0.965
194.408,0.967
194.438,0.967
194.468,0.969
194.498,0.963
194.528,0.964
194.558,0.968
194.588,0.963
194.618,0.966
194.648,0.965
194.678,0.969
194.708,0.963
194.738,0.965
194.768,0.966
194.798,0.966
194.828,0.965
194.858,0.968
194.888,0.965
194.918,0.967
194.948,0.975
194.978,0.961
195.008,0.961
195.038,0.960
195.068,0.965
195.098,0.969
195.128,0.969
195.158,0.966
195.188,0.969
195.218,0.964
195.248,0.960
195.278,0.963
195.308,0.971
195.338,0.969
195.368,0.967
195.398,0.969
195.428,0.965
195.458,0.965
195.488,0.965
195.518,0.966
195.548,0.966
195.578,0.970
195.608,0.966
195.638,0.965
195.668,0.977
195.698,0.966
195.728,0.971
195.758,0.966
195.788,0.958
195.818,0.970
195.848,0.977
195.878,0.976
195.908,0.963
195.938,0.963
195.968,0.953
195.998,0.970
196.028,0.976
196.058,0.970
196.088,0.969
196.118,0.963
196.148,0.963
196.178,0.968
196.208,0.970
196.238,0.970
196.268,0.968
196.298,0.964
196.328,0.965
196.358,0.967
196.388,0.957
196.418,0.970
196.448,0.966
196.478,0.963
196.508,0.974
196.538,0.969
196.568,0.960
196.598,0.959
196.628,0.960
196.658,0.967
196.688,0.968
196.718,0.970
196.748,0.962
196.778,0.970
196.808,0.963
196.838,0.960
196.868,0.970
196.898,0.971
196.928,0.966
196.958,0.964
196.988,0.963
197.018,0.967
197.048,0.964
197.078,0.965
197.108,0.964
197.138,0.966
197.168,0.967
197.198,0.965
197.228,0.964
197.258,0.969
197.288,0.962
197.318,0.967
197.348,0.977
197.378,0.961
197.408,0.962
197.438,0.965
197.468,0.970
197.498,0.970
197.528,0.971
197.558,0.970
197.588,0.964
197.618,0.965
197.648,0.965
197.678,0.965
197.708,0.967
197.738,0.966
197.768,0.964
197.798,0.965
197.828,0.965
197.858,0.971
197.888,0.959
197.918,0.962
197.948,0.969
197.978,0.964
198.008,0.969
198.038,0.972
198.068,0.966
198.098,0.964
198.128,0.967
198.158,0.964
198.188,0.970
198.218,0.971
198.248,0.961
198.278,0.964
198.308,0.968
198.338,0.971
198.368,0.969
198.398,0.970
198.428,0.965
198.458,0.968
198.488,0.966
198.518,0.963
198.548,0.967
198.578,0.969
198.608,0.967
198.638,0.968
198.668,0.967
198.698,0.976
198.728,0.960
198.758,0.965
198.788,0.967
198.818,0.959
198.848,0.964
198.878,0.966
198.908,0.961
198.938,0.963
198.968,0.972
198.998,0.971
199.028,0.959
199.058,0.961
199.088,0.967
199.118,0.968
199.148,0.966
199.178,0.970
199.208,0.959
199.238,0.973
199.268,0.967
199.298,0.969
199.328,0.969
199.358,0.967
199.388,0.962
199.418,0.966
199.448,0.967
199.478,0.966
199.508,0.967
199.538,0.964
199.568,0.967
199.598,0.967
199.628,0.974
199.658,0.964
199.688,0.963
199.718,0.975
199.748,0.963
199.778,0.961
199.808,0.964
199.838,0.969
199.868,0.967
199.898,0.970
199.928,0.965
199.958,0.963
199.988,0.968
200.018,0.966
200.048,0.968
200.078,0.975
200.108,0.966
200.138,0.969
200.168,0.968
200.198,0.969
200.228,0.968
200.258,0.963
200.288,0.966
200.318,0.969
200.348,0.964
200.378,0.967
200.408,0.966
200.438,0.969
200.468,0.969
200.498,0.959
200.528,0.960
200.558,0.964
200.588,0.961
200.618,0.971
200.648,0.969
200.678,0.965
200.708,0.964
200.738,0.966
200.768,0.962
200.798,0.968
200.828,0.968
200.858,0.964
200.888,0.965
200.918,0.967
200.948,0.966
200.978,0.968
201.008,0.967
201.038,0.963
201.068,0.967
201.098,0.968
201.128,0.965
201.158,0.970
201.188,0.967
201.218,0.965
201.248,0.977
201.278,0.963
201.308,0.962
201.338,0.966
201.368,0.962
201.398,0.967
201.428,0.974
201.458,0.969
201.488,0.961
201.518,0.966
201.548,0.965
201.578,0.971
201.608,0.968
201.638,0.964
201.668,0.967
201.698,0.968
201.728,0.968
201.758,0.966
201.788,0.969
201.818,0.964
201.848,0.968
201.878,0.966
201.908,0.970
201.938,0.963
201.968,0.969
201.998,0.964
202.028,0.964
202.058,0.972
202.088,0.960
202.118,0.958
202.148,0.960
202.178,0.966
202.208,0.972
202.238,0.975
202.268,0.968
202.298,0.965
202.328,0.963
202.358,0.963
202.388,0.964
202.418,0.967
202.448,0.965
202.478,0.966
202.508,0.965
202.538,0.965
202.568,0.970
202.598,0.968
202.628,0.966
202.658,0.969
202.688,0.964
202.718,0.966
202.748,0.965
202.778,0.966
202.808,0.976
202.838,0.959
202.868,0.959
202.898,0.965
202.928,0.969
202.958,0.971
202.988,0.971
203.018,0.964
203.048,0.965
203.078,0.964
203.108,0.963
203.138,0.971
203.168,0.963
203.198,0.964
203.228,0.968
203.258,0.968
203.288,0.966
203.318,0.963
203.348,0.965
203.378,0.966
203.408,0.962
203.438,0.966
203.468,0.964
203.498,0.972
203.528,0.963
203.558,0.964
203.588,0.976
203.618,0.966
203.648,0.961
203.678,0.964
203.708,0.965
203.738,0.967
203.768,0.971
203.798,0.969
203.828,0.964
203.858,0.965
203.888,0.965
203.918,0.967
203.948,0.968
203.978,0.966
204.008,0.967
204.038,0.967
204.068,0.969
204.098,0.969
204.128,0.967
204.158,0.967
204.188,0.967
204.218,0.965
204.248,0.968
204.278,0.964
204.308,0.966
204.338,0.965
204.368,0.969
204.398,0.959
204.428,0.963
204.458,0.976
204.488,0.960
204.518,0.961
204.548,0.966
204.578,0.966
204.608,0.966
204.638,0.973
204.668,0.971
204.698,0.963
204.728,0.968
204.758,0.966
204.788,0.965
204.818,0.970
204.848,0.968
204.878,0.968
204.908,0.966
204.938,0.968
204.968,0.967
204.998,0.965
205.028,0.965
205.058,0.964
205.088,0.965
205.118,0.967
205.148,0.964
205.178,0.966
205.208,0.965
205.238,0.971
205.268,0.966
205.298,0.964
205.328,0.976
205.358,0.967
205.388,0.958
205.418,0.965
205.448,0.969
205.478,0.968
205.508,0.967
205.538,0.971
205.568,0.963
205.598,0.968
205.628,0.965
205.658,0.965
205.688,0.968
205.718,0.964
205.748,0.964
205.778,0.965
205.808,0.969
205.838,0.970
205.868,0.967
205.898,0.967
205.928,0.962
205.958,0.965
205.988,0.968
206.018,0.968
206.048,0.972
206.078,0.964
206.108,0.965
206.138,0.975
206.168,0.966
206.198,0.962
206.228,0.967
206.258,0.964
206.288,0.966
206.318,0.973
206.348,0.972
206.378,0.965
206.408,0.967
206.438,0.961
206.468,0.959
206.498,0.965
206.528,0.967
206.558,0.968
206.588,0.966
206.618,0.966
206.648,0.964
206.678,0.965
206.708,0.966
206.738,0.967
206.768,0.970
206.798,0.967
206.828,0.969
206.858,0.967
206.888,0.963
206.918,0.964
206.948,0.967
206.978,0.969
207.008,0.966
207.038,0.963
207.068,0.970
207.098,0.966
207.128,0.961
207.158,0.966
207.188,0.972
207.218,0.969
207.248,0.967
207.278,0.969
207.308,0.960
207.338,0.968
207.368,0.973
207.398,0.966
207.428,0.966
207.458,0.965
207.488,0.965
207.518,0.965
207.548,0.970
207.578,0.972
207.608,0.966
207.638,0.966
207.668,0.968
207.698,0.967
207.728,0.965
207.758,0.963
207.788,0.970
207.818,0.971
207.848,0.965
207.878,0.966
207.908,0.984
207.938,0.963
207.968,0.963
207.998,0.964
208.028,0.965
208.058,0.966
208.088,0.968
208.118,0.970
208.148,0.962
208.178,0.967
208.208,0.966
208.238,0.967
208.268,0.968
208.298,0.968
208.328,0.963
208.358,0.967
208.388,0.965
208.418,0.967
208.448,0.965
208.478,0.962
208.508,0.965
208.538,0.966
208.568,0.967
208.598,0.968
208.628,0.966
208.658,0.966
208.688,0.965
208.718,0.969
208.748,0.976
208.778,0.960
208.808,0.957
208.838,0.966
208.868,0.968
208.898,0.963
208.928,0.972
208.958,0.969
208.988,0.972
209.018,0.964
209.048,0.961
209.078,0.967
209.108,0.966
209.138,0.965
209.168,0.969
209.198,0.968
209.228,0.961
209.258,0.962
209.288,0.964
209.318,0.962
209.348,0.965
209.378,0.968
209.408,0.968
209.438,0.966
209.468,0.964
209.498,0.970
209.528,0.966
209.558,0.963
209.588,0.964
209.618,0.963
209.648,0.964
209.678,0.972
209.708,0.965
209.738,0.962
209.768,0.960
209.798,0.962
209.828,0.965
209.858,0.970
209.888,0.965
209.918,0.966
209.948,0.964
209.978,0.966
210.008,0.963
210.038,0.967
210.068,0.965
210.098,0.969
210.128,0.969
210.158,0.968
210.188,0.965
210.218,0.963
210.248,0.967
210.278,0.966
210.308,0.963
210.338,0.978
210.368,0.966
210.398,0.958
210.428,0.962
210.458,0.962
210.488,0.964
210.518,0.966
210.548,0.974
210.578,0.966
210.608,0.962
210.638,0.964
210.668,0.963
210.698,0.969
210.728,0.969
210.758,0.967
210.788,0.966
210.818,0.967
210.848,0.966
210.878,0.965
210.908,0.966
210.938,0.963
210.968,0.967
210.998,0.967
211.028,0.963
211.058,0.970
211.088,0.967
211.118,0.965
211.148,0.967
211.178,0.961
211.208,0.967
211.238,0.976
211.268,0.960
211.298,0.960
211.328,0.968
211.358,0.968
211.388,0.965
211.418,0.970
211.448,0.969
211.478,0.963
211.508,0.966
211.538,0.966
211.568,0.966
211.598,0.962
211.628,0.971
211.658,0.970
211.688,0.965
211.718,0.964
211.748,0.966
211.778,0.965
211.808,0.965
211.838,0.964
211.868,0.971
211.898,0.968
211.928,0.967
211.958,0.966
211.988,0.962
212.018,0.967
212.048,0.967
212.078,0.962
212.108,0.972
212.138,0.976
212.168,0.960
212.198,0.962
212.228,0.958
212.258,0.974
212.288,0.966
212.318,0.969
212.348,0.967
212.378,0.969
212.408,0.962
212.438,0.958
212.468,0.958
212.498,0.967
212.528,0.971
212.558,0.965
212.588,0.960
212.618,0.958
212.648,0.960
212.678,0.971
212.708,0.974
212.738,0.973
212.768,0.962
212.798,0.957
212.828,0.963
212.858,0.974
212.888,0.970
212.918,0.962
212.948,0.959
212.978,0.959
213.008,0.964
213.038,0.962
213.068,0.970
213.098,0.960
213.128,0.964
213.158,0.962
213.188,0.963
213.218,0.962
213.248,0.967
213.278,0.959
213.308,0.978
213.338,0.969
213.368,0.960
213.398,0.957
213.428,0.969
213.458,0.973
213.488,0.978
213.518,0.969
213.548,0.959
213.578,0.962
213.608,0.964
213.638,0.962
213.668,0.952
213.698,0.965
213.728,0.972
213.758,0.968
213.788,0.971
213.818,0.960
213.848,0.961
213.878,0.966
213.908,0.961
213.938,0.972
213.968,0.964
213.998,0.959
214.028,0.959
214.058,0.963
214.088,0.955
214.118,0.953
214.148,0.947
214.178,0.949
214.208,0.955
214.238,0.969
214.268,0.973
214.298,0.942
214.328,0.953
214.358,0.984
214.388,0.978
214.418,0.976
214.448,0.971
214.478,0.965
214.508,0.962
214.538,0.964
214.568,0.985
214.598,0.993
214.628,0.976
214.658,0.971
214.688,0.966
214.718,0.954
214.748,0.964
214.778,0.972
214.808,0.982
214.838,0.986
214.868,0.980
214.898,0.966
214.928,0.963
214.958,0.972
214.988,0.976
215.018,0.979
215.048,0.973
215.078,0.963
215.108,0.964
215.138,0.964
215.168,0.971
215.198,0.978
215.228,0.974
215.258,0.965
215.288,0.975
215.318,0.976
215.348,0.970
215.378,0.969
215.408,0.974
215.438,0.963
215.468,0.966
215.498,0.970
215.528,0.972
215.558,0.972
215.588,0.971
215.618,0.970
