df_hash,22ZHK4.TRV2GV
422.874,86
423.685,86
424.817,78
425.743,76
426.720,72
427.936,75
428.814,75
429.744,74
430.813,74
431.690,74
432.666,74
433.787,74
434.664,74
435.742,74
436.767,74
437.662,74
438.565,74
439.783,74
440.612,74
441.538,66
442.760,69
443.723,69
444.512,69
445.682,68
446.608,70
447.486,70
448.656,73
449.582,75
450.508,75
451.678,74
452.556,74
453.488,74
454.652,74
455.533,74
456.553,74
457.629,74
458.503,75
459.429,74
460.648,69
461.575,66
462.403,67
463.573,68
464.528,69
465.423,68
466.547,68
467.425,68
468.351,68
469.521,70
470.447,69
471.427,68
472.544,68
473.470,68
474.385,68
475.501,69
476.395,70
477.324,70
478.491,70
479.418,70
480.344,69
481.465,69
482.342,69
483.220,69
484.439,69
485.316,69
486.242,69
487.413,69
488.290,69
489.216,69
490.387,73
491.362,75
492.242,77
493.364,78
494.335,78
495.176,77
496.359,77
497.260,77
498.186,77
499.337,77
500.283,77
501.161,77
502.330,77
503.211,74
504.085,75
505.307,75
506.240,75
507.108,74
508.427,74
509.157,74
510.082,74
511.252,70
512.202,69
513.105,66
514.228,67
515.103,67
516.081,67
517.200,66
518.125,66
519.055,68
520.197,67
521.099,66
521.992,66
