df_hash,22ZHK4.SJ97MY
309.859,755
310.537,720
311.317,675
312.164,745
312.780,740
313.560,725
314.292,735
314.313,845
315.176,10
315.461,770
315.802,270
316.631,480
317.557,875
317.801,760
318.202,290
318.971,465
319.751,745
320.482,715
321.315,725
322.046,820
322.335,760
322.676,440
323.605,320
324.382,835
325.210,800
325.893,820
326.526,725
327.307,725
328.135,705
328.818,780
329.522,730
330.378,745
331.265,820
332.182,875
332.767,860
334.521,790
335.351,1650
335.642,825
336.081,270
336.910,495
337.544,640
338.323,790
339.006,725
339.932,880
340.908,885
341.687,920
342.662,870
343.491,870
344.372,895
344.661,875
345.392,235
346.175,675
347.344,920
347.975,930
349.148,885
349.731,890
350.754,935
351.654,940
352.666,1000
353.630,1010
354.708,965
355.390,910
356.506,890
357.335,920
357.774,930
357.782,575
358.023,10
358.310,15
359.285,315
360.115,990
361.041,885
361.918,925
362.843,900
363.623,930
364.647,895
365.629,955
366.453,925
367.476,925
368.380,930
369.376,975
370.253,930
371.082,910
372.062,965
372.983,940
373.811,895
374.445,820
375.374,765
376.249,825
377.126,900
378.150,900
378.930,905
379.809,925
380.747,855
381.611,825
382.488,940
383.426,890
384.246,930
385.236,920
386.101,900
387.075,915
387.875,900
388.829,905
389.362,950
389.365,510
389.503,225
391.361,965
392.140,820
392.924,840
393.993,885
394.824,885
395.601,850
396.438,830
397.113,770
397.991,805
399.014,890
399.160,945
399.164,185
400.769,10
401.598,1560
402.475,960
403.452,835
404.192,850
405.010,790
405.644,755
405.741,735
406.326,235
407.204,460
407.837,725
408.627,840
409.592,910
410.519,900
410.812,915
411.542,215
412.322,695
413.204,880
414.030,845
414.662,785
415.588,740
416.524,830
417.343,845
417.928,915
418.220,805
418.223,225
419.634,600
420.560,835
421.536,825
422.422,925
423.200,875
424.027,815
424.806,870
425.776,880
426.653,885
427.488,890
428.360,875
429.099,860
430.058,805
430.603,760
430.798,750
430.992,220
431.337,10
432.122,475
432.845,745
433.137,785
433.625,275
433.917,430
434.600,270
434.892,655
434.941,280
435.624,265
436.647,645
436.988,1045
437.768,235
437.915,980
439.328,690
439.523,620
439.799,305
440.599,315
441.766,705
442.013,1290
442.114,180
442.304,10
442.546,10
442.986,425
443.716,635
444.446,655
445.031,730
445.958,720
446.640,740
447.371,705
448.005,740
448.936,680
449.273,895
450.101,390
450.837,800
451.808,815
452.636,870
453.478,835
454.196,805
454.343,795
455.030,185
455.681,625
456.342,740
456.346,480
456.684,155
458.440,1405
459.075,635
459.714,660
460.441,675
460.685,735
461.118,255
461.995,500
462.824,820
463.605,805
464.388,850
465.168,830
465.477,720
466.432,245
466.795,945
467.793,475
467.949,870
468.295,260
469.064,460
469.746,695
470.575,705
471.501,745
472.427,930
473.408,970
474.231,940
474.475,885
474.478,280
474.624,10
475.131,10
475.940,595
476.181,755
476.623,310
477.498,575
477.838,780
478.229,245
479.013,415
479.790,875
480.471,740
481.010,805
481.056,405
481.398,10
481.592,450
481.598,180
481.641,15
481.999,285
482.860,260
483.158,1035
484.373,415
485.008,785
485.838,705
486.565,785
486.613,760
487.566,10
488.417,865
489.099,860
490.030,835
490.659,810
491.488,810
492.414,845
493.348,840
493.392,875
493.882,10
495.339,570
495.436,1375
495.440,10
495.494,200
497.142,830
497.733,815
498.605,745
499.483,855
500.316,770
501.286,905
502.115,880
502.943,850
503.723,860
504.552,845
505.237,745
506.064,800
506.852,805
507.000,750
507.187,175
507.191,15
507.674,15
508.454,665
509.378,810
510.207,885
511.188,800
512.010,910
512.790,895
513.534,810
514.350,790
515.181,780
516.157,825
516.644,810
517.568,785
518.301,810
519.178,880
520.069,845
520.395,790
520.981,405
522.150,420
522.589,1265
523.613,630
523.808,905
524.101,445
525.614,695
526.342,810
527.220,875
528.101,880
528.995,865
529.953,870
530.730,870
531.412,825
532.290,780
532.636,1045
532.896,225
532.985,245
534.630,1385
534.971,245
535.556,395
536.581,660
536.777,940
536.781,10
536.784,10
536.788,15
536.792,20
536.796,70
536.876,10
537.751,335
538.627,830
539.507,790
540.333,880
541.165,820
541.795,755
541.994,715
542.088,240
543.267,440
543.891,730
544.672,785
545.609,845
546.573,830
547.353,915
548.279,845
549.116,815
549.839,835
550.717,850
551.643,825
553.105,880
553.251,1560
553.254,180
553.259,10
553.398,10
553.592,25
553.596,270
553.739,180
555.227,705
555.231,800
555.250,90
555.838,20
557.053,570
557.834,995
558.723,915
559.637,935
560.519,880
560.759,865
561.344,265
562.074,565
562.318,820
562.321,185
562.757,15
563.588,510
564.484,795
565.341,885
566.241,870
567.159,930
567.508,810
568.038,290
568.915,585
569.533,775
570.362,785
571.011,780
571.873,775
572.459,785
572.605,590
573.581,285
574.554,870
575.196,1050
576.073,565
576.899,850
577.531,780
578.454,765
579.283,815
580.116,865
580.892,875
581.728,840
582.701,855
583.524,875
584.401,880
585.230,865
586.110,820
586.795,850
587.668,825
588.447,790
589.135,750
589.960,785
590.787,795
591.567,790
592.526,850
593.274,855
593.322,870
593.326,180
594.985,705
595.759,810
596.590,815
597.227,790
597.807,730
597.828,585
598.100,205
599.127,975
599.178,15
599.270,175
599.903,480
599.906,200
600.488,15
601.415,595
601.999,780
602.641,680
603.565,755
604.409,790
604.412,825
605.168,10
605.789,760
606.585,715
607.754,800
608.483,860
609.264,915
610.152,855
610.920,860
611.797,895
612.578,865
613.455,805
614.235,810
614.970,815
615.844,800
616.575,785
616.871,845
617.452,340
618.341,540
619.158,825
619.988,820
620.719,855
621.937,875
622.230,1090
622.233,330
622.473,200
623.882,1000
624.570,380
625.203,735
626.081,740
626.766,785
626.981,500
627.593,275
628.366,815
628.472,845
629.298,550
630.129,295
630.858,785
632.374,815
633.153,1475
634.469,730
635.297,1365
635.751,705
636.513,690
637.341,680
638.033,755
638.707,780
639.563,715
640.317,765
640.559,760
640.949,250
641.753,430
641.973,825
641.977,270
642.661,15
643.411,525
644.312,920
645.142,810
645.970,855
646.750,845
647.535,860
648.407,825
649.285,835
650.162,880
651.235,965
652.210,935
653.189,975
654.063,1025
655.135,955
655.874,930
656.939,885
657.669,910
657.915,870
657.965,190
658.061,10
658.547,20
659.133,595
659.718,670
660.594,645
661.382,680
662.154,805
662.989,815
663.722,840
664.494,825
665.372,730
665.375,875
665.567,10
665.570,205
666.006,260
666.883,270
667.176,765
667.468,270
668.060,340
668.346,715
668.882,240
669.418,410
670.203,605
670.734,705
671.517,700
672.348,700
672.833,710
673.562,700
674.292,690
674.657,710
674.930,235
675.614,410
676.296,645
676.925,675
677.705,730
678.533,760
679.216,770
680.143,785
680.874,875
681.800,865
682.628,855
683.560,845
683.847,890
684.090,320
684.286,100
685.115,325
685.749,785
685.943,705
686.041,210
686.097,10
686.529,15
686.821,525
686.844,280
687.454,10
688.192,505
689.164,800
689.989,1000
691.308,815
691.550,1520
691.599,230
691.793,170
691.843,15
691.898,20
691.939,50
691.942,10
692.183,210
693.610,780
693.914,715
694.288,255
694.971,435
695.595,685
696.527,685
697.204,785
697.497,800
697.552,210
697.741,15
697.744,20
698.034,10
699.008,605
699.934,945
699.939,940
700.849,10
701.592,840
703.346,865
704.078,1705
704.834,780
705.540,710
706.370,770
706.565,745
707.072,360
707.929,400
708.563,855
709.586,730
710.269,850
711.152,780
712.130,875
712.950,905
713.491,825
713.876,795
714.413,270
715.295,490
716.021,825
716.982,870
717.733,880
718.556,850
719.434,785
719.823,885
719.965,380
720.022,45
720.116,195
720.119,15
720.175,125
721.920,910
722.781,800
723.143,790
723.431,755
725.137,845
725.973,840
726.697,850
727.915,870
728.506,1130
729.378,595
729.383,875
729.713,125
729.716,10
730.792,630
730.890,815
731.182,250
731.766,10
732.595,595
733.473,820
734.302,790
735.278,875
736.116,940
736.885,930
737.928,860
738.694,870
739.518,870
740.395,895
741.275,830
742.150,830
743.076,910
743.955,900
744.880,905
745.773,930
746.734,935
747.561,960
747.905,950
747.909,205
748.594,15
748.686,700
749.318,190
750.247,680
751.266,870
751.948,845
752.588,770
753.459,765
754.093,775
754.971,715
755.859,835
756.628,810
756.976,880
757.506,275
758.286,510
759.163,865
759.996,865
760.729,850
761.600,825
762.430,815
763.355,820
764.185,875
765.015,850
765.800,835
766.573,830
767.500,885
768.328,810
768.331,845
769.254,10
770.136,950
771.058,895
772.082,925
772.766,950
773.057,995
774.676,790
775.497,880
776.422,890
777.249,830
778.176,870
779.102,930
779.982,950
780.856,870
781.588,845
782.367,800
783.197,805
784.030,820
784.784,835
785.734,840
786.804,855
787.293,860
788.461,795
789.680,1040
789.826,1285
789.829,180
790.557,40
791.247,600
791.873,720
792.654,775
793.584,755
794.457,830
795.211,860
795.986,810
796.749,775
797.577,800
798.459,880
799.332,825
799.336,825
799.575,310
799.673,10
800.989,480
801.574,825
802.549,790
803.329,830
804.109,810
804.987,835
805.864,870
806.157,885
806.160,235
806.791,10
806.985,880
808.253,510
809.179,880
809.764,755
810.544,725
810.946,765
811.129,320
811.132,275
811.422,200
812.153,840
812.396,10
812.498,165
812.791,50
812.970,10
813.713,515
814.444,805
815.278,660
816.150,865
816.881,830
817.564,825
818.394,780
818.686,820
818.734,195
818.737,20
819.275,10
820.012,535
820.684,690
821.366,740
822.245,710
822.929,800
823.706,775
824.584,835
825.418,845
826.290,830
826.972,845
827.558,775
828.532,615
828.536,970
828.839,10
829.654,305
830.434,790
831.213,755
832.091,820
832.779,740
833.505,765
833.602,675
833.748,270
835.357,1035
835.649,635
835.698,280
835.701,10
835.848,195
837.167,700
837.746,580
838.331,630
838.575,600
838.916,320
839.577,285
840.037,595
840.280,600
840.671,210
841.112,380
841.255,350
842.523,150
843.115,1360
844.473,600
845.162,1315
845.793,650
846.082,710
846.569,295
847.300,400
847.792,725
847.861,695
849.348,775
850.227,735
851.026,725
851.790,815
852.517,795
853.247,790
853.491,805
853.495,195
853.543,10
853.736,10
853.743,205
854.077,10
854.441,330
854.710,430
855.442,295
856.465,715
856.854,990
857.537,375
858.415,860
859.195,725
860.073,825
860.657,980
861.535,515
862.364,775
862.466,890
862.561,115
863.201,20
863.924,650
864.801,905
865.685,820
866.313,810
867.141,765
867.971,725
868.896,845
869.578,855
870.456,820
871.388,775
871.480,860
871.484,125
872.121,20
873.089,750
873.990,875
874.649,890
875.672,895
876.651,915
877.573,955
878.500,875
879.329,945
879.528,870
879.768,325
880.303,10
880.308,575
881.283,10
881.964,880
882.704,830
883.526,855
884.349,695
884.544,820
884.548,335
884.598,15
884.609,15
884.616,10
884.767,10
884.791,15
885.033,10
885.863,280
886.553,875
887.300,775
888.054,765
888.057,725
888.346,10
888.980,250
889.720,570
889.760,805
890.540,10
891.324,805
891.351,840
892.149,10
892.929,750
893.710,770
894.544,905
894.733,1020
896.098,630
896.854,755
897.865,715
898.145,1065
899.071,360
899.900,765
900.603,855
901.021,815
901.460,315
902.342,525
903.068,855
904.192,755
904.787,780
1051.104,3395
1052.036,820
1052.787,945
1053.590,770
1054.323,790
1055.297,790
1056.125,925
1056.967,860
1057.686,825
1058.564,805
1059.441,880
1060.269,845
1060.513,825
1061.295,225
1062.178,620
1063.535,980
1064.266,1535
1064.510,755
1064.998,195
1065.696,485
1066.168,675
1066.655,615
1066.948,380
