df_hash,22ZHK4.V1TMJW
440.113,0
440.949,3
441.927,0
443.237,20
443.968,33
444.991,23
446.018,37
446.997,25
447.823,27
449.281,0
449.964,0
450.793,3
452.012,0
452.889,5
453.815,57
454.988,55
455.876,19
456.741,26
457.960,20
458.837,13
459.809,11
460.933,15
462.203,0
462.785,0
463.953,18
464.784,0
465.710,0
466.880,0
467.808,17
468.730,0
469.854,0
470.780,0
471.658,0
472.828,0
473.757,36
474.631,32
475.803,37
476.728,26
477.608,35
478.827,38
479.704,35
480.682,33
481.798,19
482.698,21
483.553,16
484.780,19
485.649,21
486.589,17
487.746,22
488.672,0
