df_hash,22ZHK4.V1TMJW
14.963,-736
14.988,-538
15.013,-331
15.038,-123
15.063,59
15.088,184
15.113,249
15.138,284
15.163,329
15.188,392
15.213,440
15.238,433
15.263,373
15.288,306
15.313,290
15.338,333
15.363,388
15.388,396
15.413,352
15.438,313
15.463,347
15.488,462
15.513,603
15.538,706
15.563,755
15.588,778
15.613,795
15.638,779
15.663,696
15.688,558
15.713,437
15.738,402
15.763,449
15.788,504
15.813,503
15.838,453
15.863,411
15.888,412
15.913,422
15.938,390
15.963,317
15.988,264
16.013,286
16.038,365
16.063,427
16.088,413
16.113,334
16.138,246
16.163,182
16.188,129
16.213,57
16.238,-35
16.263,-123
16.288,-192
16.313,-255
16.338,-331
16.363,-415
16.388,-489
16.413,-547
16.438,-604
16.463,-673
16.488,-732
16.513,-733
16.538,-641
16.563,-456
16.588,-201
16.613,91
16.638,384
16.663,627
16.688,771
16.713,802
16.738,763
16.763,715
16.788,686
16.813,651
16.838,581
16.863,492
16.888,433
16.913,428
16.938,438
16.963,404
16.988,317
17.013,236
17.038,226
17.063,288
17.088,363
17.113,396
17.138,381
17.163,351
17.188,323
17.213,281
17.238,214
17.263,146
17.288,115
17.313,127
17.338,147
17.363,136
17.388,93
17.413,51
17.438,30
17.463,12
17.488,-27
17.513,-75
17.538,-85
17.563,-20
17.588,95
17.613,202
17.638,258
17.663,267
17.688,266
17.713,272
17.738,273
17.763,256
17.788,231
17.813,222
17.838,234
17.863,240
17.888,209
17.913,144
17.938,84
17.963,60
17.988,65
18.013,55
18.038,2
18.063,-67
18.088,-96
18.113,-43
18.138,71
18.163,188
18.188,258
18.213,284
18.238,298
18.263,322
18.288,342
18.313,334
18.338,302
18.363,275
18.388,276
18.413,290
18.438,285
18.463,248
18.488,203
18.513,179
18.538,173
18.563,156
18.588,112
18.613,63
18.638,45
18.663,60
18.688,66
18.713,27
18.738,-39
18.763,-70
18.788,-22
18.813,89
18.838,202
18.863,270
18.888,297
18.913,315
18.938,339
18.963,357
18.988,356
19.013,344
19.038,341
19.063,354
19.088,368
19.113,364
19.138,342
19.163,316
19.188,295
19.213,276
19.238,251
19.263,221
19.288,189
19.313,155
19.338,118
19.363,83
19.388,59
19.413,44
19.438,15
19.463,-41
19.488,-107
19.513,-130
19.538,-71
19.563,55
19.588,188
19.613,267
19.638,284
19.663,278
19.688,284
19.713,308
19.738,328
19.763,326
19.788,308
19.813,291
19.838,282
19.863,276
19.888,268
19.913,258
19.938,247
19.963,234
19.988,212
20.013,177
20.038,133
20.063,87
20.088,48
20.113,25
20.138,21
20.163,30
20.188,29
20.213,-2
20.238,-60
20.263,-105
20.288,-94
20.313,-13
20.338,105
20.363,215
20.388,290
20.413,333
20.438,361
20.463,373
20.488,356
20.513,306
20.538,249
20.563,220
20.588,237
20.613,279
20.638,306
20.663,293
20.688,245
20.713,186
20.738,139
20.763,112
20.788,103
20.813,110
20.838,126
20.863,130
20.888,97
20.913,21
20.938,-59
20.963,-89
20.988,-29
21.013,100
21.038,239
21.063,333
21.088,371
21.113,380
21.138,387
21.163,391
21.188,376
21.213,342
21.238,309
21.263,296
21.288,303
21.313,309
21.338,301
21.363,279
21.388,252
21.413,222
21.438,186
21.463,152
21.488,134
21.513,137
21.538,135
21.563,98
21.588,23
21.613,-45
21.638,-55
21.663,10
21.688,116
21.713,205
21.738,248
21.763,257
21.788,261
21.813,271
21.838,282
21.863,282
21.888,275
21.913,272
21.938,276
21.963,282
21.988,278
22.013,260
22.038,233
22.063,205
22.088,187
22.113,181
22.138,175
22.163,150
22.188,93
22.213,17
22.238,-37
22.263,-34
22.288,31
22.313,128
22.338,212
22.363,259
22.388,278
22.413,288
22.438,294
22.463,289
22.488,262
22.513,220
22.538,184
22.563,170
22.588,171
22.613,162
22.638,124
22.663,62
22.688,4
22.713,-26
22.738,-39
22.763,-68
22.788,-144
22.813,-251
22.838,-330
22.863,-324
22.888,-221
22.913,-71
22.938,63
22.963,159
22.988,237
23.013,329
23.038,431
23.063,503
23.088,506
23.113,446
23.138,370
23.163,323
23.188,308
23.213,290
23.238,241
23.263,169
23.288,118
23.313,123
23.338,173
23.363,217
23.388,215
23.413,177
23.438,155
23.463,195
23.488,296
23.513,406
23.538,478
23.563,501
23.588,508
23.613,536
23.638,585
23.663,626
23.688,637
23.713,624
23.738,619
23.763,648
23.788,699
23.813,732
23.838,693
23.863,558
23.888,350
23.913,133
23.938,-26
23.963,-108
23.988,-145
24.013,-190
24.038,-259
24.063,-318
24.088,-314
24.113,-231
24.138,-109
24.163,-7
24.188,51
24.213,80
24.238,104
24.263,121
24.288,108
24.313,59
24.338,-6
24.363,-57
24.388,-82
24.413,-93
24.438,-106
24.463,-128
24.488,-160
24.513,-201
24.538,-250
24.563,-297
24.588,-329
24.613,-348
24.638,-372
24.663,-415
24.688,-457
24.713,-447
24.738,-343
24.763,-157
24.788,54
24.813,228
24.838,342
24.863,413
24.888,467
24.913,509
24.938,532
24.963,532
24.988,526
25.013,535
25.038,561
25.063,586
25.088,587
25.113,555
25.138,508
25.163,473
25.188,458
25.213,447
25.238,412
25.263,340
25.288,250
25.313,179
25.338,153
25.363,175
25.388,231
25.413,316
25.438,434
25.463,579
25.488,726
25.513,840
25.538,906
25.563,939
25.588,964
25.613,989
25.638,1000
25.663,978
25.688,918
25.713,827
25.738,719
25.763,608
25.788,512
25.813,424
25.838,295
25.863,48
25.888,-355
25.913,-852
25.938,-1286
25.963,-1509
25.988,-1478
26.013,-1262
26.038,-956
26.063,-609
26.088,-241
26.113,92
26.138,290
26.163,283
26.188,126
26.213,-34
26.238,-86
26.263,-48
26.288,-29
26.313,-94
26.338,-194
26.363,-234
26.388,-189
26.413,-137
26.438,-160
26.463,-249
26.488,-313
26.513,-280
26.538,-168
26.563,-43
26.588,76
26.613,247
26.638,527
26.663,902
26.688,1285
26.713,1583
26.738,1748
26.763,1763
26.788,1615
26.813,1308
26.838,897
26.863,488
26.888,178
26.913,-10
26.938,-125
26.963,-217
26.988,-299
27.013,-357
27.038,-387
27.063,-396
27.088,-365
27.113,-245
27.138,-13
27.163,275
27.188,507
27.213,598
27.238,568
27.263,508
27.288,484
27.313,483
27.338,449
27.363,359
27.388,255
27.413,186
27.438,163
27.463,151
27.488,119
27.513,75
27.538,49
27.563,59
27.588,97
27.613,149
27.638,199
27.663,240
27.688,264
27.713,276
27.738,289
27.763,308
27.788,313
27.813,264
27.838,147
27.863,-8
27.888,-152
27.913,-258
27.938,-342
27.963,-430
27.988,-510
28.013,-540
28.038,-496
28.063,-405
28.088,-323
28.113,-280
28.138,-254
28.163,-200
28.188,-104
28.213,14
28.238,128
28.263,233
28.288,344
28.313,464
28.338,567
28.363,618
28.388,605
28.413,544
28.438,472
28.463,418
28.488,390
28.513,378
28.538,364
28.563,339
28.588,307
28.613,276
28.638,251
28.663,227
28.688,197
28.713,164
28.738,146
28.763,159
28.788,212
28.813,299
28.838,405
28.863,499
28.888,543
28.913,508
28.938,400
28.963,279
28.988,216
29.013,247
29.038,339
29.063,426
29.088,471
29.113,487
29.138,510
29.163,546
29.188,567
29.213,545
29.238,487
29.263,431
29.288,400
29.313,388
29.338,363
29.363,306
29.388,220
29.413,121
29.438,26
29.463,-54
29.488,-122
29.513,-186
29.538,-255
29.563,-318
29.588,-334
29.613,-254
29.638,-73
29.663,150
29.688,324
29.713,390
29.738,361
29.763,299
29.788,248
29.813,213
29.838,170
29.863,115
29.888,65
29.913,41
29.938,41
29.963,45
29.988,32
30.013,-2
30.038,-47
30.063,-83
30.088,-94
30.113,-80
30.138,-64
30.163,-83
30.188,-149
30.213,-228
30.238,-250
30.263,-168
30.288,1
30.313,191
30.338,336
30.363,416
30.388,454
30.413,470
30.438,469
30.463,446
30.488,414
30.513,393
30.538,388
30.563,385
30.588,368
30.613,337
30.638,301
30.663,263
30.688,214
30.713,156
30.738,106
30.763,78
30.788,58
30.813,9
30.838,-81
30.863,-173
30.888,-199
30.913,-122
30.938,27
30.963,181
30.988,285
31.013,337
31.038,362
31.063,379
31.088,390
31.113,388
31.138,376
31.163,362
31.188,347
31.213,330
31.238,310
31.263,288
31.288,262
31.313,227
31.338,187
31.363,156
31.388,148
31.413,147
31.438,120
31.463,50
31.488,-29
31.513,-55
31.538,13
31.563,156
31.588,301
31.613,388
31.638,412
31.663,410
31.688,414
31.713,421
31.738,410
31.763,371
31.788,324
31.813,295
31.838,290
31.863,290
31.888,270
31.913,224
31.938,170
31.963,132
31.988,119
32.013,111
32.038,79
32.063,11
32.088,-65
32.113,-105
32.138,-71
32.163,27
32.188,144
32.213,225
32.238,254
32.263,252
32.288,251
32.313,260
32.338,262
32.363,243
32.388,209
32.413,185
32.438,187
32.463,199
32.488,191
32.513,149
32.538,96
32.563,64
32.588,67
32.613,77
32.638,56
32.663,-7
32.688,-75
32.713,-88
32.738,-16
32.763,114
32.788,243
32.813,322
32.838,346
32.863,347
32.888,350
32.913,356
32.938,346
32.963,309
32.988,264
33.013,238
33.038,240
33.063,248
33.088,232
33.113,184
33.138,128
33.163,98
33.188,101
33.213,105
33.238,73
33.263,-3
33.288,-84
33.313,-109
33.338,-53
33.363,58
33.388,171
33.413,244
33.438,277
33.463,295
33.488,313
33.513,326
33.538,320
33.563,297
33.588,269
33.613,254
33.638,252
33.663,252
33.688,239
33.713,208
33.738,168
33.763,137
33.788,127
33.813,131
33.838,121
33.863,72
33.888,-10
33.913,-77
33.938,-71
33.963,28
33.988,176
34.013,296
34.038,346
34.063,342
34.088,332
34.113,340
34.138,349
34.163,335
34.188,297
34.213,263
34.238,254
34.263,260
34.288,256
34.313,229
34.338,189
34.363,152
34.388,127
34.413,111
34.438,100
34.463,88
34.488,60
34.513,3
34.538,-68
34.563,-113
34.588,-85
34.613,14
34.638,137
34.663,221
34.688,250
34.713,255
34.738,272
34.763,299
34.788,308
34.813,287
34.838,260
34.863,258
34.888,280
34.913,294
34.938,277
34.963,243
34.988,221
35.013,221
35.038,220
35.063,197
35.088,161
35.113,139
35.138,137
35.163,126
35.188,75
35.213,0
35.238,-39
35.263,-1
35.288,106
35.313,228
35.338,320
35.363,376
35.388,417
35.413,445
35.438,442
35.463,398
35.488,340
35.513,308
35.538,316
35.563,333
35.588,320
35.613,273
35.638,219
35.663,184
35.688,161
35.713,127
35.738,79
35.763,45
35.788,39
35.813,39
35.838,5
35.863,-68
35.888,-128
35.913,-108
35.938,1
35.963,139
35.988,227
36.013,243
36.038,226
36.063,224
36.088,244
36.113,255
36.138,238
36.163,209
36.188,197
36.213,209
36.238,221
36.263,210
36.288,180
36.313,151
36.338,133
36.363,121
36.388,106
36.413,92
36.438,85
36.463,72
36.488,35
36.513,-22
36.538,-57
36.563,-26
36.588,75
36.613,199
36.638,289
36.663,326
36.688,337
36.713,351
36.738,366
36.763,364
36.788,338
36.813,308
36.838,298
36.863,304
36.888,307
36.913,288
36.938,255
36.963,221
36.988,195
37.013,173
37.038,152
37.063,135
37.088,116
37.113,79
37.138,17
37.163,-45
37.188,-64
37.213,-9
37.238,97
37.263,200
37.288,259
37.313,277
37.338,290
37.363,313
37.388,332
37.413,323
37.438,291
37.463,263
37.488,259
37.513,270
37.538,268
37.563,243
37.588,206
37.613,176
37.638,157
37.663,144
37.688,131
37.713,115
37.738,90
37.763,45
37.788,-17
37.813,-66
37.838,-58
37.863,20
37.888,135
37.913,232
37.938,281
37.963,297
37.988,314
38.013,339
38.038,352
38.063,335
38.088,300
38.113,278
38.138,283
38.163,299
38.188,295
38.213,266
38.238,228
38.263,200
38.288,182
38.313,163
38.338,138
38.363,113
38.388,88
38.413,49
38.438,-8
38.463,-64
38.488,-75
38.513,-18
38.538,85
38.563,183
38.588,238
38.613,256
38.638,267
38.663,284
38.688,293
38.713,280
38.738,256
38.763,247
38.788,261
38.813,277
38.838,267
38.863,233
38.888,199
38.913,187
38.938,188
38.963,179
38.988,152
39.013,125
39.038,105
39.063,81
39.088,31
39.113,-32
39.138,-66
39.163,-30
39.188,71
39.213,186
39.238,263
39.263,294
39.288,301
39.313,308
39.338,312
39.363,303
39.388,281
39.413,262
39.438,256
39.463,255
39.488,246
39.513,229
39.538,209
39.563,190
39.588,165
39.613,137
39.638,115
39.663,107
39.688,96
39.713,57
39.738,-6
39.763,-52
39.788,-29
39.813,71
39.838,199
39.863,289
39.888,318
39.913,315
39.938,319
39.963,334
39.988,335
40.013,309
40.038,269
40.063,242
40.088,237
40.113,239
40.138,229
40.163,204
40.188,175
40.213,151
40.238,134
40.263,122
40.288,112
40.313,91
40.338,50
40.363,-4
40.388,-42
40.413,-26
40.438,53
40.463,163
40.488,251
40.513,293
40.538,305
40.563,313
40.588,325
40.613,324
40.638,303
40.663,274
40.688,260
40.713,266
40.738,275
40.763,267
40.788,239
40.813,202
40.838,169
40.863,147
40.888,132
40.913,117
40.938,89
40.963,38
40.988,-28
41.013,-75
41.038,-63
41.063,13
41.088,121
41.113,206
41.138,247
41.163,262
41.188,281
41.213,309
41.238,323
41.263,309
41.288,280
41.313,263
41.338,265
41.363,271
41.388,259
41.413,229
41.438,198
41.463,178
41.488,166
41.513,154
41.538,140
41.563,122
41.588,89
41.613,35
41.638,-21
41.663,-42
41.688,4
41.713,107
41.738,213
41.763,276
41.788,295
41.813,302
41.838,323
41.863,346
41.888,344
41.913,313
41.938,279
41.963,267
41.988,277
42.013,281
42.038,264
42.063,233
42.088,207
42.113,189
42.138,168
42.163,138
42.188,111
42.213,96
42.238,81
42.263,43
42.288,-21
42.313,-78
42.338,-79
42.363,-9
42.388,98
42.413,191
42.438,239
42.463,255
42.488,265
42.513,279
42.538,287
42.563,276
42.588,254
42.613,241
42.638,247
42.663,259
42.688,254
42.713,228
42.738,194
42.763,174
42.788,169
42.813,161
42.838,137
42.863,102
42.888,76
42.913,62
42.938,43
42.963,-3
42.988,-70
43.013,-106
43.038,-64
43.063,59
43.088,210
43.113,318
43.138,356
43.163,355
43.188,356
43.213,373
43.238,381
43.263,358
43.288,317
43.313,288
43.338,284
43.363,288
43.388,273
43.413,238
43.438,202
43.463,179
43.488,160
43.513,132
43.538,101
43.563,82
43.588,76
43.613,53
43.638,-7
43.663,-84
43.688,-114
43.713,-51
43.738,81
43.763,214
43.788,288
43.813,304
43.838,305
43.863,323
43.888,345
43.913,346
43.938,320
43.963,290
43.988,277
44.013,278
44.038,274
44.063,257
44.088,233
44.113,210
44.138,187
44.163,165
44.188,149
44.213,143
44.238,134
44.263,99
44.288,32
44.313,-29
44.338,-32
44.363,42
44.388,157
44.413,249
44.438,286
44.463,285
44.488,284
44.513,295
44.538,302
44.563,286
44.588,256
44.613,235
44.638,238
44.663,251
44.688,250
44.713,227
44.738,190
44.763,157
44.788,138
44.813,130
44.838,118
44.863,90
44.888,40
44.913,-18
44.938,-53
44.963,-34
44.988,40
45.013,138
45.038,215
45.063,249
45.088,255
45.113,260
45.138,275
45.163,291
45.188,296
45.213,287
45.238,275
45.263,265
45.288,255
45.313,236
45.338,207
45.363,174
45.388,145
45.413,125
45.438,115
45.463,107
45.488,87
45.513,43
45.538,-16
45.563,-57
45.588,-41
45.613,37
45.638,143
45.663,227
45.688,266
45.713,279
45.738,293
45.763,316
45.788,329
45.813,318
45.838,291
45.863,273
45.888,273
45.913,276
45.938,263
45.963,231
45.988,196
46.013,173
46.038,161
46.063,152
46.088,140
46.113,117
46.138,77
46.163,17
46.188,-42
46.213,-64
46.238,-20
46.263,78
46.288,184
46.313,254
46.338,280
46.363,288
46.388,304
46.413,322
46.438,321
46.463,298
46.488,271
46.513,263
46.538,273
46.563,276
46.588,258
46.613,227
46.638,203
46.663,191
46.688,181
46.713,159
46.738,132
46.763,107
46.788,83
46.813,44
46.838,-14
46.863,-65
46.888,-67
46.913,-2
46.938,105
46.963,201
46.988,253
47.013,266
47.038,272
47.063,289
47.088,308
47.113,310
47.138,293
47.163,273
47.188,269
47.213,279
47.238,288
47.263,280
47.288,258
47.313,235
47.338,215
47.363,194
47.388,163
47.413,128
47.438,100
47.463,78
47.488,47
47.513,-2
47.538,-57
47.563,-76
47.588,-29
47.613,72
47.638,179
47.663,245
47.688,266
47.713,271
47.738,286
47.763,309
47.788,316
47.813,300
47.838,277
47.863,271
47.888,278
47.913,278
47.938,256
47.963,226
47.988,210
48.013,208
48.038,199
48.063,171
48.088,136
48.113,117
48.138,109
48.163,81
48.188,17
48.213,-48
48.238,-57
48.263,20
48.288,144
48.313,240
48.338,270
48.363,257
48.388,252
48.413,272
48.438,293
48.463,285
48.488,255
48.513,232
48.538,231
48.563,238
48.588,229
48.613,206
48.638,186
48.663,183
48.688,184
48.713,172
48.738,149
48.763,125
48.788,104
48.813,71
48.838,20
48.863,-23
48.888,-20
48.913,47
48.938,153
48.963,244
48.988,291
49.013,303
49.038,304
49.063,307
49.088,303
49.113,286
49.138,264
49.163,251
49.188,250
49.213,252
49.238,249
49.263,239
49.288,222
49.313,199
49.338,168
49.363,139
49.388,118
49.413,100
49.438,68
49.463,14
49.488,-36
49.513,-43
49.538,14
49.563,111
49.588,200
49.613,248
49.638,264
49.663,274
49.688,289
49.713,299
49.738,292
49.763,272
49.788,255
49.813,250
49.838,252
49.863,249
49.888,235
49.913,210
49.938,180
49.963,152
49.988,136
50.013,132
50.038,125
50.063,92
50.088,29
50.113,-30
50.138,-39
50.163,24
50.188,131
50.213,226
50.238,275
50.263,291
50.288,301
50.313,317
50.338,324
50.363,309
50.388,279
50.413,257
50.438,252
50.463,251
50.488,242
50.513,221
50.538,197
50.563,173
50.588,149
50.613,129
50.638,123
50.663,128
50.688,121
50.713,78
50.738,9
50.763,-38
50.788,-18
50.813,69
50.838,172
50.863,238
50.888,254
50.913,251
50.938,258
50.963,275
50.988,282
51.013,264
51.038,234
51.063,212
51.088,208
51.113,213
51.138,212
51.163,197
51.188,171
51.213,143
51.238,125
51.263,119
51.288,114
51.313,87
51.338,30
51.363,-29
51.388,-43
51.413,16
51.438,127
51.463,233
51.488,287
51.513,295
51.538,296
51.563,315
51.588,339
51.613,337
51.638,300
51.663,254
51.688,231
51.713,235
51.738,242
51.763,229
51.788,197
51.813,174
51.838,178
51.863,201
51.888,207
51.913,165
51.938,80
51.963,-6
51.988,-39
52.013,3
52.038,103
52.063,206
52.088,270
52.113,291
52.138,292
52.163,295
52.188,299
52.213,291
52.238,267
52.263,241
52.288,231
52.313,238
52.338,243
52.363,228
52.388,192
52.413,151
52.438,123
52.463,113
52.488,112
52.513,98
52.538,59
52.563,2
52.588,-41
52.613,-38
52.638,25
52.663,125
52.688,218
52.713,272
52.738,290
52.763,294
52.788,300
52.813,300
52.838,284
52.863,257
52.888,236
52.913,232
52.938,236
52.963,229
52.988,207
53.013,179
53.038,156
53.063,141
53.088,130
53.113,118
53.138,102
53.163,73
53.188,25
53.213,-25
53.238,-42
53.263,6
53.288,109
53.313,214
53.338,273
53.363,283
53.388,280
53.413,291
53.438,307
53.463,301
53.488,268
53.513,239
53.538,239
53.563,257
53.588,261
53.613,234
53.638,196
53.663,173
53.688,167
53.713,155
53.738,129
53.763,104
53.788,96
53.813,84
53.838,29
53.863,-72
53.888,-167
53.913,-185
53.938,-112
53.963,-5
53.988,68
54.013,96
54.038,117
54.063,168
54.088,236
54.113,276
54.138,273
54.163,255
54.188,258
54.213,286
54.238,311
54.263,314
54.288,302
54.313,295
54.338,298
54.363,294
54.388,275
54.413,254
54.438,246
54.463,244
54.488,232
54.513,205
54.538,185
54.563,195
54.588,233
54.613,278
54.638,315
54.663,352
54.688,407
54.713,477
54.738,539
54.763,578
54.788,601
54.813,624
54.838,647
54.863,649
54.888,618
54.913,571
54.938,535
54.963,520
54.988,506
55.013,470
55.038,402
55.063,312
55.088,206
55.113,91
55.138,-9
55.163,-60
55.188,-37
55.213,32
55.238,91
55.263,96
55.288,60
55.313,34
55.338,45
55.363,69
55.388,65
55.413,21
55.438,-38
55.463,-93
55.488,-156
55.513,-252
55.538,-375
55.563,-485
55.588,-543
55.613,-562
55.638,-583
55.663,-625
55.688,-646
55.713,-582
55.738,-412
55.763,-178
55.788,47
55.813,229
55.838,374
55.863,494
55.888,571
55.913,570
55.938,487
55.963,364
55.988,262
56.013,207
56.038,177
56.063,135
56.088,75
56.113,25
56.138,11
56.163,15
56.188,-12
56.213,-106
56.238,-243
56.263,-349
56.288,-357
56.313,-248
56.338,-60
56.363,150
56.388,347
56.413,507
56.438,607
56.463,618
56.488,527
56.513,372
56.538,225
56.563,147
56.588,144
56.613,169
56.638,165
56.663,115
56.688,40
56.713,-21
56.738,-54
56.763,-66
56.788,-70
56.813,-64
56.838,-31
56.863,49
56.888,188
56.913,372
56.938,560
56.963,699
56.988,759
57.013,755
57.038,750
57.063,811
57.088,950
57.113,1104
57.138,1178
57.163,1123
57.188,984
57.213,867
57.238,852
57.263,910
57.288,911
57.313,722
57.338,325
57.363,-147
57.388,-495
57.413,-594
57.438,-472
57.463,-268
57.488,-107
57.513,-12
57.538,70
57.563,179
57.588,287
57.613,334
57.638,312
57.663,276
57.688,287
57.713,341
57.738,378
57.763,351
57.788,287
57.813,246
57.838,248
57.863,252
57.888,212
57.913,150
57.938,140
57.963,227
57.988,366
58.013,470
58.038,499
58.063,495
58.088,526
58.113,594
58.138,643
58.163,624
58.188,555
58.213,475
58.238,378
58.263,207
58.288,-61
58.313,-351
58.338,-536
58.363,-571
58.388,-551
58.413,-614
58.438,-785
58.463,-931
58.488,-894
58.513,-662
58.538,-400
58.563,-294
58.588,-383
58.613,-536
58.638,-590
58.663,-493
58.688,-317
58.713,-165
58.738,-74
58.763,-7
58.788,88
58.813,237
58.838,430
58.863,631
58.888,780
58.913,812
58.938,698
58.963,495
58.988,320
59.013,271
59.038,342
59.063,444
59.088,482
59.113,438
59.138,355
59.163,279
59.188,213
59.213,141
59.238,74
59.263,48
59.288,84
59.313,156
59.338,214
59.363,231
59.388,218
59.413,200
59.438,176
59.463,128
59.488,59
59.513,4
59.538,5
59.563,72
59.588,174
59.613,275
59.638,358
59.663,419
59.688,445
59.713,414
59.738,328
59.763,235
59.788,202
59.813,257
59.838,357
59.863,425
59.888,418
59.913,358
59.938,303
59.963,279
59.988,261
60.013,211
60.038,130
60.063,71
60.088,85
60.113,172
60.138,278
60.163,348
60.188,373
60.213,379
60.238,384
60.263,370
60.288,304
60.313,190
60.338,76
60.363,18
60.388,28
60.413,67
60.438,91
60.463,94
60.488,102
60.513,128
60.538,151
60.563,138
60.588,96
60.613,77
60.638,137
60.663,271
60.688,416
60.713,501
