df_hash,22ZHK4.V1TMJW
250.238,26
250.263,-5
250.288,-15
250.313,-19
250.338,-13
250.363,0
250.388,-33
250.413,-207
250.438,-570
250.463,-1039
250.488,-1439
250.513,-1634
250.538,-1626
250.563,-1518
250.588,-1386
250.613,-1200
250.638,-862
250.663,-313
250.688,394
250.713,1109
250.738,1630
250.763,1785
250.788,1516
250.813,941
250.838,333
250.863,-38
250.888,-79
250.913,80
250.938,227
250.963,259
250.988,234
251.013,240
251.038,270
251.063,240
251.088,143
251.113,115
251.138,324
251.163,791
251.188,1339
251.213,1732
251.238,1853
251.263,1746
251.288,1524
251.313,1267
251.338,1010
251.363,780
251.388,603
251.413,468
251.438,331
251.463,161
251.488,-18
251.513,-162
251.538,-266
251.563,-373
251.588,-517
251.613,-662
251.638,-737
251.663,-714
251.688,-637
251.713,-573
251.738,-538
251.763,-506
251.788,-458
251.813,-414
251.838,-393
251.863,-389
251.888,-388
251.913,-410
251.938,-489
251.963,-598
251.988,-611
252.013,-393
252.038,51
252.063,544
252.088,853
252.113,876
252.138,708
252.163,541
252.188,522
252.213,683
252.238,964
252.263,1265
252.288,1462
252.313,1451
252.338,1214
252.363,864
252.388,584
252.413,472
252.438,456
252.463,362
252.488,98
252.513,-237
252.538,-439
252.563,-385
252.588,-147
252.613,76
252.638,139
252.663,42
252.688,-93
252.713,-150
252.738,-91
252.763,40
252.788,180
252.813,281
252.838,322
252.863,300
252.888,227
252.913,127
252.938,25
252.963,-58
252.988,-115
253.013,-135
253.038,-115
253.063,-54
253.088,33
253.113,123
253.138,197
253.163,248
253.188,281
253.213,307
253.238,331
253.263,347
253.288,352
253.313,341
253.338,318
253.363,286
253.388,243
253.413,185
253.438,117
253.463,52
253.488,9
253.513,-4
253.538,-1
253.563,-3
253.588,-19
253.613,-31
253.638,-12
253.663,49
253.688,135
253.713,213
253.738,263
253.763,284
253.788,292
253.813,295
253.838,287
253.863,262
253.888,226
253.913,194
253.938,183
253.963,193
253.988,205
254.013,203
254.038,184
254.063,159
254.088,143
254.113,134
254.138,121
254.163,98
254.188,75
254.213,77
254.238,120
254.263,195
254.288,272
254.313,327
254.338,358
254.363,379
254.388,398
254.413,406
254.438,393
254.463,368
254.488,360
254.513,387
254.538,438
254.563,469
254.588,452
254.613,395
254.638,336
254.663,301
254.688,277
254.713,233
254.738,157
254.763,76
254.788,36
254.813,53
254.838,105
254.863,149
254.888,162
254.913,154
254.938,145
254.963,139
254.988,122
255.013,85
255.038,39
255.063,7
255.088,2
255.113,16
255.138,26
255.163,18
255.188,2
255.213,-6
255.238,-3
255.263,-8
255.288,-38
255.313,-90
255.338,-128
255.363,-112
255.388,-33
255.413,78
255.438,172
255.463,218
255.488,225
255.513,218
255.538,214
255.563,207
255.588,183
255.613,146
255.638,115
255.663,100
255.688,90
255.713,64
255.738,22
255.763,-12
255.788,-21
255.813,-18
255.838,-41
255.863,-113
255.888,-205
255.913,-256
255.938,-234
255.963,-175
255.988,-164
256.013,-260
256.038,-432
256.063,-582
256.088,-620
256.113,-541
256.138,-417
256.163,-319
256.188,-254
256.213,-166
256.238,-2
256.263,229
256.288,474
256.313,700
256.338,925
256.363,1190
256.388,1490
256.413,1760
256.438,1927
256.463,1979
256.488,1964
256.513,1926
256.538,1859
256.563,1730
256.588,1553
256.613,1404
256.638,1357
256.663,1405
256.688,1459
256.713,1427
256.738,1301
256.763,1137
256.788,978
256.813,807
256.838,585
256.863,332
256.888,129
256.913,45
256.938,65
256.963,96
256.988,59
257.013,-54
257.038,-207
257.063,-375
257.088,-577
257.113,-830
257.138,-1103
257.163,-1335
257.188,-1492
257.213,-1604
257.238,-1732
257.263,-1900
257.288,-2070
257.313,-2173
257.338,-2171
257.363,-2072
257.388,-1902
257.413,-1669
257.438,-1365
257.463,-988
257.488,-569
257.513,-154
257.538,215
257.563,530
257.588,803
257.613,1050
257.638,1272
257.663,1455
257.688,1575
257.713,1622
257.738,1600
257.763,1541
257.788,1486
257.813,1469
257.838,1494
257.863,1533
257.888,1550
257.913,1543
257.938,1551
257.963,1616
257.988,1728
258.013,1801
258.038,1735
258.063,1502
258.088,1177
258.113,870
258.138,625
258.163,374
258.188,3
258.213,-541
258.238,-1204
258.263,-1845
258.288,-2319
258.313,-2525
258.338,-2444
258.363,-2154
258.388,-1807
258.413,-1540
258.438,-1376
258.463,-1197
258.488,-868
258.513,-392
258.538,62
258.563,325
258.588,401
258.613,479
258.638,734
258.663,1156
258.688,1567
258.713,1809
258.738,1872
258.763,1833
258.788,1730
258.813,1545
258.838,1297
258.863,1084
258.888,959
258.913,807
258.938,410
258.963,-289
258.988,-1057
259.013,-1545
259.038,-1651
259.063,-1637
259.088,-1844
259.113,-2310
259.138,-2712
259.163,-2721
259.188,-2372
259.213,-2023
259.238,-1959
259.263,-2073
259.288,-1995
259.313,-1489
259.338,-689
259.363,64
259.388,580
259.413,944
259.438,1343
259.463,1820
259.488,2244
259.513,2489
259.538,2579
259.563,2636
259.588,2730
259.613,2818
259.638,2818
259.663,2717
259.688,2566
259.713,2413
259.738,2266
259.763,2118
259.788,1985
259.813,1877
259.838,1766
259.863,1592
259.888,1325
259.913,995
259.938,651
259.963,301
259.988,-82
260.013,-507
260.038,-908
260.063,-1196
260.088,-1339
260.113,-1394
260.138,-1444
260.163,-1528
260.188,-1622
260.213,-1694
260.238,-1737
260.263,-1751
260.288,-1717
260.313,-1611
260.338,-1445
260.363,-1268
260.388,-1112
260.413,-944
260.438,-697
260.463,-358
260.488,6
260.513,308
260.538,530
260.563,719
260.588,906
260.613,1046
260.638,1068
260.663,978
260.688,883
260.713,892
260.738,1011
260.763,1158
260.788,1273
260.813,1388
260.838,1562
260.863,1775
260.888,1935
260.913,1992
260.938,2018
260.963,2123
260.988,2312
261.013,2456
261.038,2431
261.063,2256
261.088,2025
261.113,1719
261.138,1130
261.163,62
261.188,-1375
261.213,-2723
261.238,-3461
261.263,-3402
261.288,-2806
261.313,-2131
261.338,-1681
261.363,-1450
261.388,-1253
261.413,-944
261.438,-537
261.463,-158
261.488,72
261.513,128
261.538,98
261.563,126
261.588,310
261.613,617
261.638,910
261.663,1063
261.688,1074
261.713,1042
261.738,1034
261.763,1001
261.788,845
261.813,546
261.838,215
261.863,-10
261.888,-81
261.913,-48
261.938,7
261.963,17
261.988,-78
262.013,-317
262.038,-616
262.063,-752
262.088,-531
262.113,-38
262.138,342
262.163,258
262.188,-208
262.213,-538
262.238,-257
262.263,556
262.288,1306
262.313,1450
262.338,1017
262.363,531
262.388,410
262.413,508
262.438,274
262.463,-656
262.488,-2066
262.513,-3323
262.538,-3909
262.563,-3777
262.588,-3267
262.613,-2759
262.638,-2399
262.663,-2077
262.688,-1570
262.713,-725
262.738,407
262.763,1545
262.788,2307
262.813,2460
262.838,2129
262.863,1742
262.888,1745
262.913,2279
262.938,3113
262.963,3845
262.988,4181
263.013,4069
263.038,3643
263.063,3095
263.088,2588
263.113,2223
263.138,2015
263.163,1890
263.188,1732
263.213,1472
263.238,1152
263.263,897
263.288,803
263.313,859
263.338,946
263.363,935
263.388,773
263.413,509
263.438,224
263.463,-39
263.488,-303
263.513,-607
263.538,-967
263.563,-1368
263.588,-1802
263.613,-2283
263.638,-2805
263.663,-3301
263.688,-3670
263.713,-3877
263.738,-3994
263.763,-4133
263.788,-4336
263.813,-4555
263.838,-4764
263.863,-5015
263.888,-5319
263.913,-5450
263.938,-4962
263.963,-3546
263.988,-1435
264.013,593
264.038,1725
264.063,1728
264.088,1080
264.113,520
264.138,441
264.163,700
264.188,925
264.213,934
264.238,843
264.263,865
264.288,1100
264.313,1518
264.338,2077
264.363,2765
264.388,3557
264.413,4382
264.438,5179
264.463,5940
264.488,6664
264.513,7298
264.538,7771
264.563,8112
264.588,8472
264.613,8961
264.638,9449
264.663,9587
264.688,9085
264.713,7965
264.738,6534
264.763,5107
264.788,3774
264.813,2449
264.838,1099
264.863,-124
264.888,-994
264.913,-1442
264.938,-1673
264.963,-2066
264.988,-2936
265.013,-4320
265.038,-5901
265.063,-7138
265.088,-7560
265.113,-7076
265.138,-6045
265.163,-5030
265.188,-4397
265.213,-4119
265.238,-3950
265.263,-3747
265.288,-3583
265.313,-3562
265.338,-3600
265.363,-3502
265.388,-3231
265.413,-3021
265.438,-3110
265.463,-3407
265.488,-3512
265.513,-3164
265.538,-2621
265.563,-2503
265.588,-3176
265.613,-4323
265.638,-5179
265.663,-5214
265.688,-4569
265.713,-3822
265.738,-3364
265.763,-3048
265.788,-2407
265.813,-1163
265.838,536
265.863,2306
265.888,3843
265.913,5047
265.938,5904
265.963,6386
265.988,6502
266.013,6386
266.038,6248
266.063,6194
266.088,6133
266.113,5880
266.138,5357
266.163,4664
266.188,3952
266.213,3278
266.238,2594
266.263,1870
266.288,1172
266.313,608
266.338,210
266.363,-97
266.388,-396
266.413,-678
266.438,-850
266.463,-834
266.488,-639
266.513,-336
266.538,22
266.563,434
266.588,916
266.613,1445
266.638,1955
266.663,2365
266.688,2610
266.713,2647
266.738,2452
266.763,2033
266.788,1447
266.813,800
266.838,218
266.863,-209
266.888,-468
266.913,-622
266.938,-782
266.963,-1043
266.988,-1416
267.013,-1812
267.038,-2083
267.063,-2127
267.088,-1964
267.113,-1722
267.138,-1544
267.163,-1493
267.188,-1521
267.213,-1531
267.238,-1461
267.263,-1323
267.288,-1174
267.313,-1059
267.338,-980
267.363,-912
267.388,-838
267.413,-771
267.438,-734
267.463,-727
267.488,-715
267.513,-646
267.538,-493
267.563,-265
267.588,5
267.613,296
267.638,599
267.663,901
267.688,1160
267.713,1323
267.738,1366
267.763,1329
267.788,1285
267.813,1279
267.838,1298
267.863,1291
267.888,1226
267.913,1120
267.938,1012
267.963,916
267.988,817
268.013,702
268.038,581
268.063,479
268.088,394
268.113,296
268.138,161
268.163,12
268.188,-90
268.213,-99
268.238,-25
268.263,73
268.288,147
268.313,185
268.338,208
268.363,225
268.388,220
268.413,172
268.438,90
268.463,8
268.488,-35
268.513,-32
268.538,2
268.563,41
268.588,66
268.613,67
268.638,41
268.663,-7
268.688,-64
268.713,-113
268.738,-142
268.763,-153
268.788,-148
268.813,-123
268.838,-74
268.863,-12
268.888,37
268.913,49
268.938,23
268.963,-11
268.988,-11
269.013,42
269.038,138
269.063,240
269.088,317
269.113,358
269.138,374
269.163,379
269.188,375
269.213,347
269.238,282
269.263,182
269.288,74
269.313,-7
269.338,-46
269.363,-49
269.388,-40
269.413,-32
269.438,-21
269.463,5
269.488,50
269.513,104
269.538,150
269.563,189
269.588,229
269.613,281
269.638,342
269.663,403
269.688,451
269.713,480
269.738,490
269.763,489
269.788,489
269.813,499
269.838,514
269.863,511
269.888,469
269.913,391
269.938,302
269.963,235
269.988,196
270.013,164
270.038,116
270.063,52
270.088,1
270.113,-9
270.138,20
270.163,69
270.188,108
270.213,128
270.238,134
270.263,134
270.288,128
270.313,110
270.338,79
270.363,45
270.388,23
270.413,21
270.438,30
270.463,34
270.488,19
270.513,-13
270.538,-49
270.563,-80
270.588,-110
270.613,-153
270.638,-212
270.663,-271
270.688,-311
270.713,-322
270.738,-312
270.763,-285
270.788,-232
270.813,-141
270.838,-22
270.863,86
270.888,147
270.913,165
270.938,182
270.963,248
270.988,378
271.013,551
271.038,729
271.063,872
271.088,927
271.113,841
271.138,596
271.163,248
271.188,-76
271.213,-264
271.238,-292
271.263,-232
271.288,-191
271.313,-224
271.338,-313
271.363,-406
271.388,-466
271.413,-490
271.438,-488
271.463,-463
271.488,-403
271.513,-293
271.538,-130
271.563,56
271.588,209
271.613,273
271.638,252
271.663,225
271.688,291
271.713,473
271.738,676
271.763,761
271.788,673
271.813,502
271.838,412
271.863,498
271.888,728
271.913,990
271.938,1191
271.963,1309
271.988,1355
272.013,1339
272.038,1278
272.063,1224
272.088,1256
272.113,1418
272.138,1671
272.163,1902
272.188,1994
272.213,1893
272.238,1629
272.263,1290
272.288,974
272.313,744
272.338,603
272.363,500
272.388,389
272.413,271
272.438,193
272.463,188
272.488,231
272.513,259
272.538,239
272.563,203
272.588,207
272.613,256
272.638,306
272.663,319
272.688,315
272.713,346
272.738,413
272.763,434
272.788,301
272.813,-30
272.838,-519
272.863,-1086
272.888,-1668
272.913,-2235
272.938,-2760
272.963,-3220
272.988,-3612
273.013,-3951
273.038,-4233
273.063,-4404
273.088,-4373
273.113,-4089
273.138,-3579
273.163,-2931
273.188,-2230
273.213,-1521
273.238,-829
273.263,-188
273.288,352
273.313,763
273.338,1044
273.363,1223
273.388,1345
273.413,1450
273.438,1571
273.463,1713
273.488,1849
273.513,1939
273.538,1972
273.563,1976
273.588,1984
273.613,1996
273.638,1976
273.663,1894
273.688,1760
273.713,1609
273.738,1452
273.763,1272
273.788,1063
273.813,870
273.838,764
273.863,775
273.888,858
273.913,930
273.938,940
273.963,896
273.988,834
274.013,773
274.038,713
274.063,662
274.088,644
274.113,672
274.138,725
274.163,754
274.188,724
274.213,641
274.238,542
274.263,465
274.288,421
274.313,400
274.338,377
274.363,326
274.388,234
274.413,121
274.438,32
274.463,8
274.488,53
274.513,138
274.538,227
274.563,311
274.588,387
274.613,433
274.638,406
274.663,285
274.688,111
274.713,-32
274.738,-87
274.763,-73
274.788,-56
274.813,-89
274.838,-165
274.863,-246
274.888,-320
274.913,-404
274.938,-519
274.963,-645
274.988,-732
275.013,-741
275.038,-669
275.063,-544
275.088,-404
275.113,-292
275.138,-253
275.163,-309
275.188,-432
275.213,-541
275.238,-553
275.263,-451
275.288,-295
275.313,-161
275.338,-78
275.363,-16
275.388,61
275.413,148
275.438,204
275.463,210
275.488,187
275.513,171
275.538,169
275.563,160
275.588,136
275.613,127
275.638,168
275.663,254
275.688,342
275.713,392
275.738,410
275.763,430
275.788,461
275.813,474
275.838,437
275.863,372
275.888,341
275.913,383
275.938,464
275.963,499
275.988,437
276.013,306
276.038,191
276.063,149
276.088,162
276.113,166
276.138,120
276.163,47
276.188,9
276.213,51
276.238,157
276.263,266
276.288,322
276.313,316
276.338,284
276.363,269
276.388,282
276.413,306
276.438,317
276.463,319
276.488,338
276.513,395
276.538,481
276.563,566
276.588,622
276.613,639
276.638,622
276.663,580
276.688,515
276.713,436
276.738,354
276.763,283
276.788,236
276.813,222
276.838,248
276.863,309
276.888,382
276.913,424
276.938,402
276.963,309
276.988,169
277.013,27
277.038,-76
277.063,-113
277.088,-76
277.113,18
277.138,128
277.163,202
277.188,212
277.213,163
277.238,90
277.263,31
277.288,-1
277.313,-27
277.338,-91
277.363,-236
277.388,-473
277.413,-771
277.438,-1070
277.463,-1338
277.488,-1604
277.513,-1915
277.538,-2247
277.563,-2459
277.588,-2385
277.613,-1986
277.638,-1419
277.663,-916
277.688,-575
277.713,-279
277.738,172
277.763,833
277.788,1531
277.813,2024
277.838,2218
277.863,2229
277.888,2232
277.913,2277
277.938,2268
277.963,2102
277.988,1802
278.013,1500
278.038,1312
278.063,1249
278.088,1239
278.113,1216
278.138,1154
278.163,1046
278.188,875
278.213,638
278.238,378
278.263,174
278.288,87
278.313,113
278.338,190
278.363,246
278.388,241
278.413,173
278.438,53
278.463,-97
278.488,-251
278.513,-380
278.538,-460
278.563,-486
278.588,-460
278.613,-386
278.638,-266
278.663,-114
278.688,46
278.713,186
278.738,287
278.763,337
278.788,337
278.813,292
278.838,218
278.863,143
278.888,86
278.913,48
278.938,1
278.963,-82
278.988,-208
279.013,-348
279.038,-457
279.063,-509
279.088,-512
279.113,-493
279.138,-478
279.163,-465
279.188,-435
279.213,-367
279.238,-267
279.263,-163
279.288,-90
279.313,-67
279.338,-89
279.363,-128
279.388,-155
279.413,-147
279.438,-106
279.463,-48
279.488,0
279.513,21
279.538,20
279.563,13
279.588,16
279.613,24
279.638,19
279.663,-4
279.688,-23
279.713,3
279.738,96
279.763,234
279.788,371
279.813,471
279.838,539
279.863,602
279.888,673
279.913,726
279.938,724
279.963,662
279.988,582
280.013,537
280.038,550
280.063,595
280.088,636
280.113,658
280.138,679
280.163,711
280.188,744
280.213,758
280.238,754
280.263,764
280.288,813
280.313,893
280.338,968
280.363,1020
280.388,1066
280.413,1130
280.438,1194
280.463,1198
280.488,1096
280.513,901
280.538,683
280.563,499
280.588,356
280.613,228
280.638,99
280.663,-16
280.688,-105
280.713,-178
280.738,-254
280.763,-322
280.788,-349
280.813,-324
280.838,-299
280.863,-360
280.888,-545
280.913,-809
280.938,-1054
280.963,-1211
280.988,-1272
281.013,-1265
281.038,-1205
281.063,-1094
281.088,-946
281.113,-811
281.138,-740
281.163,-749
281.188,-800
281.213,-841
281.238,-839
281.263,-794
281.288,-718
281.313,-618
281.338,-484
281.363,-301
281.388,-59
281.413,233
281.438,543
281.463,817
281.488,1020
281.513,1158
281.538,1266
281.563,1368
281.588,1452
281.613,1487
281.638,1467
281.663,1426
281.688,1408
281.713,1420
281.738,1413
281.763,1313
281.788,1061
281.813,655
281.838,156
281.863,-317
281.888,-623
281.913,-665
281.938,-462
281.963,-161
281.988,51
282.013,74
282.038,-57
282.063,-217
282.088,-300
282.113,-282
282.138,-204
282.163,-103
282.188,14
282.213,147
282.238,270
282.263,344
282.288,344
282.313,283
282.338,204
282.363,155
282.388,184
282.413,327
282.438,585
282.463,908
282.488,1196
282.513,1358
282.538,1359
282.563,1231
282.588,1031
282.613,792
282.638,519
282.663,222
282.688,-63
282.713,-288
282.738,-423
282.763,-476
282.788,-479
282.813,-462
282.838,-434
282.863,-395
282.888,-341
282.913,-276
282.938,-207
282.963,-145
282.988,-94
283.013,-55
283.038,-26
283.063,-6
283.088,6
283.113,14
283.138,27
283.163,53
283.188,91
283.213,123
283.238,126
283.263,97
283.288,53
283.313,19
283.338,0
283.363,-19
283.388,-52
283.413,-86
283.438,-90
283.463,-44
283.488,40
283.513,130
283.538,201
283.563,250
283.588,294
283.613,344
283.638,394
283.663,435
283.688,464
283.713,491
283.738,526
283.763,563
283.788,580
283.813,547
283.838,454
283.863,321
283.888,198
283.913,129
283.938,126
283.963,155
283.988,169
284.013,147
284.038,113
284.063,106
284.088,148
284.113,221
284.138,294
284.163,349
284.188,392
284.213,422
284.238,427
284.263,392
284.288,328
284.313,272
284.338,253
284.363,270
284.388,297
284.413,310
284.438,314
284.463,322
284.488,335
284.513,334
284.538,299
284.563,227
284.588,129
284.613,11
284.638,-121
284.663,-252
284.688,-342
284.713,-357
284.738,-300
284.763,-212
284.788,-142
284.813,-109
284.838,-95
284.863,-76
284.888,-44
284.913,-8
284.938,20
284.963,45
284.988,71
285.013,97
285.038,115
285.063,121
285.088,122
285.113,123
285.138,127
285.163,134
285.188,147
285.213,167
285.238,181
285.263,169
285.288,127
285.313,86
285.338,87
285.363,150
285.388,243
285.413,314
285.438,334
285.463,319
285.488,302
285.513,300
285.538,298
285.563,281
285.588,253
285.613,238
285.638,246
285.663,264
285.688,267
285.713,247
285.738,217
285.763,195
285.788,180
285.813,162
285.838,132
285.863,96
285.888,63
285.913,42
285.938,39
285.963,60
285.988,108
286.013,175
286.038,243
286.063,294
286.088,321
286.113,328
286.138,319
286.163,298
286.188,269
286.213,249
286.238,254
286.263,282
286.288,309
286.313,308
286.338,273
286.363,225
286.388,189
286.413,174
286.438,170
286.463,161
286.488,143
286.513,121
286.538,99
286.563,78
286.588,66
286.613,79
286.638,125
286.663,187
286.688,230
286.713,227
286.738,188
286.763,146
286.788,130
286.813,141
286.838,152
286.863,145
286.888,128
286.913,118
286.938,123
286.963,129
286.988,123
287.013,107
287.038,102
287.063,118
287.088,141
287.113,150
287.138,130
287.163,89
287.188,44
287.213,9
287.238,-10
287.263,-7
287.288,24
287.313,75
287.338,120
287.363,141
287.388,139
287.413,140
287.438,159
287.463,182
287.488,179
287.513,138
287.538,87
287.563,68
287.588,93
287.613,132
287.638,143
287.663,113
287.688,68
287.713,47
287.738,68
287.763,117
287.788,172
287.813,215
287.838,241
287.863,258
287.888,281
287.913,326
287.938,395
287.963,462
287.988,490
288.013,453
288.038,368
288.063,287
288.088,250
288.113,261
288.138,284
288.163,285
288.188,256
288.213,223
288.238,217
288.263,246
288.288,290
288.313,317
288.338,303
288.363,250
288.388,181
288.413,121
288.438,75
288.463,32
288.488,-15
288.513,-56
288.538,-64
288.563,-26
288.588,41
288.613,100
288.638,130
288.663,139
288.688,153
288.713,179
288.738,202
288.763,200
288.788,178
288.813,155
288.838,152
288.863,164
288.888,175
288.913,172
288.938,158
288.963,140
288.988,121
289.013,102
289.038,85
289.063,75
289.088,67
289.113,49
289.138,22
289.163,7
289.188,35
289.213,114
289.238,213
289.263,288
289.288,317
289.313,318
289.338,320
289.363,334
289.388,344
289.413,338
289.438,325
289.463,327
289.488,352
289.513,376
289.538,367
289.563,317
289.588,247
289.613,186
289.638,144
289.663,108
289.688,61
289.713,-5
289.738,-85
289.763,-166
289.788,-231
289.813,-256
289.838,-220
289.863,-129
289.888,-27
289.913,31
289.938,23
289.963,-15
289.988,-23
290.013,29
290.038,113
290.063,171
290.088,184
290.113,191
290.138,245
290.163,346
290.188,438
290.213,468
290.238,445
290.263,433
290.288,477
290.313,549
290.338,571
290.363,498
290.388,363
290.413,247
290.438,206
290.463,229
290.488,265
290.513,281
290.538,275
290.563,264
290.588,248
290.613,216
290.638,166
290.663,109
290.688,59
290.713,18
290.738,-19
290.763,-52
290.788,-66
290.813,-55
290.838,-28
290.863,-9
290.888,-11
290.913,-30
290.938,-53
290.963,-75
290.988,-94
291.013,-102
291.038,-82
291.063,-20
291.088,79
291.113,196
291.138,306
291.163,393
291.188,446
291.213,458
291.238,429
291.263,380
291.288,341
291.313,331
291.338,345
291.363,360
291.388,362
291.413,354
291.438,347
291.463,341
291.488,325
291.513,293
291.538,260
291.563,237
291.588,221
291.613,193
291.638,144
291.663,96
291.688,81
291.713,108
291.738,154
291.763,189
291.788,205
291.813,222
291.838,253
291.863,285
291.888,289
291.913,257
291.938,213
291.963,188
291.988,190
292.013,194
292.038,176
292.063,138
292.088,101
292.113,77
292.138,55
292.163,15
292.188,-46
292.213,-114
292.238,-172
292.263,-221
292.288,-263
292.313,-289
292.338,-272
292.363,-197
292.388,-81
292.413,29
292.438,94
292.463,99
292.488,62
292.513,10
292.538,-40
292.563,-84
292.588,-120
292.613,-150
292.638,-172
292.663,-183
292.688,-180
292.713,-155
292.738,-105
292.763,-32
292.788,60
292.813,176
292.838,315
292.863,463
292.888,588
292.913,654
292.938,653
292.963,612
292.988,575
293.013,565
293.038,576
293.063,583
293.088,570
293.113,540
293.138,503
293.163,464
293.188,420
293.213,375
293.238,338
293.263,316
293.288,305
293.313,293
293.338,276
293.363,259
293.388,249
293.413,246
293.438,236
293.463,214
293.488,185
293.513,158
293.538,132
293.563,92
293.588,30
293.613,-37
293.638,-84
293.663,-91
293.688,-66
293.713,-36
293.738,-16
293.763,-1
293.788,25
293.813,70
293.838,121
293.863,159
293.888,179
293.913,190
293.938,207
293.963,232
293.988,259
294.013,277
294.038,281
294.063,271
294.088,245
294.113,206
294.138,157
294.163,105
294.188,52
294.213,-3
294.238,-62
294.263,-114
294.288,-138
294.313,-124
294.338,-77
294.363,-19
294.388,32
294.413,72
294.438,107
294.463,142
294.488,177
294.513,210
294.538,241
294.563,272
294.588,296
294.613,305
294.638,296
294.663,276
294.688,258
294.713,243
294.738,228
294.763,211
294.788,203
294.813,212
294.838,231
294.863,233
294.888,198
294.913,140
294.938,98
294.963,105
294.988,156
295.013,217
295.038,256
295.063,269
295.088,275
295.113,282
295.138,282
295.163,262
295.188,226
295.213,195
295.238,182
295.263,184
295.288,183
295.313,168
295.338,143
295.363,116
295.388,92
295.413,69
295.438,47
295.463,29
295.488,10
295.513,-15
295.538,-47
295.563,-61
295.588,-35
295.613,33
295.638,118
295.663,180
295.688,205
295.713,211
295.738,222
295.763,244
295.788,259
295.813,255
295.838,240
295.863,235
295.888,248
295.913,265
295.938,265
295.963,241
295.988,207
296.013,177
296.038,155
296.063,132
296.088,103
296.113,70
296.138,35
296.163,-1
296.188,-33
296.213,-46
296.238,-26
296.263,22
296.288,81
296.313,125
296.338,152
296.363,175
296.388,204
296.413,232
296.438,241
296.463,227
296.488,209
296.513,204
296.538,214
296.563,221
296.588,210
296.613,185
296.638,163
296.663,152
296.688,144
296.713,127
296.738,101
296.763,79
296.788,67
296.813,56
296.838,36
296.863,12
296.888,7
296.913,39
296.938,102
296.963,169
296.988,216
297.013,243
297.038,268
297.063,302
297.088,336
297.113,353
297.138,347
297.163,335
297.188,336
297.213,356
297.238,380
297.263,387
297.288,373
297.313,352
297.338,342
297.363,342
297.388,336
297.413,309
297.438,266
297.463,228
297.488,213
297.513,213
297.538,204
297.563,168
297.588,115
297.613,79
297.638,87
297.663,139
297.688,205
297.713,255
297.738,278
297.763,284
297.788,285
297.813,286
297.838,285
297.863,278
297.888,269
297.913,259
297.938,244
297.963,217
297.988,176
298.013,128
298.038,82
298.063,46
298.088,15
298.113,-18
298.138,-64
298.163,-123
298.188,-190
298.213,-258
298.238,-320
298.263,-381
298.288,-447
298.313,-516
298.338,-573
298.363,-600
298.388,-592
298.413,-567
298.438,-547
298.463,-536
298.488,-510
298.513,-451
298.538,-370
298.563,-301
298.588,-258
298.613,-199
298.638,-54
298.663,201
298.688,512
298.713,774
298.738,913
298.763,933
298.788,892
298.813,830
298.838,749
298.863,641
298.888,541
298.913,511
298.938,577
298.963,693
298.988,773
299.013,772
299.038,729
299.063,720
299.088,789
299.113,908
299.138,1017
299.163,1068
299.188,1048
299.213,959
299.238,807
299.263,616
299.288,437
299.313,318
299.338,261
299.363,216
299.388,128
299.413,-2
299.438,-115
299.463,-151
299.488,-114
299.513,-67
299.538,-77
299.563,-145
299.588,-221
299.613,-246
299.638,-214
299.663,-162
299.688,-134
299.713,-140
299.738,-162
299.763,-174
299.788,-169
299.813,-158
299.838,-159
299.863,-181
299.888,-220
299.913,-257
299.938,-270
299.963,-243
299.988,-179
300.013,-97
300.038,-20
300.063,38
300.088,82
300.113,127
300.138,186
300.163,257
300.188,325
300.213,370
300.238,382
300.263,363
300.288,323
300.313,272
300.338,216
300.363,164
300.388,126
300.413,112
300.438,117
300.463,127
300.488,125
300.513,113
300.538,105
300.563,117
300.588,143
300.613,166
300.638,175
300.663,177
300.688,187
300.713,210
300.738,233
300.763,234
300.788,212
300.813,183
300.838,167
300.863,170
300.888,178
300.913,177
300.938,164
300.963,143
300.988,123
301.013,112
301.038,116
301.063,142
301.088,189
301.113,244
301.138,289
301.163,312
301.188,316
301.213,313
301.238,313
301.263,315
301.288,314
301.313,309
301.338,301
301.363,289
301.388,265
301.413,226
301.438,177
301.463,133
301.488,106
301.513,95
301.538,83
301.563,57
301.588,22
301.613,-1
301.638,4
301.663,38
301.688,83
301.713,119
301.738,141
301.763,161
301.788,188
301.813,220
301.838,245
301.863,257
301.888,257
301.913,257
301.938,262
301.963,265
301.988,256
302.013,233
302.038,206
302.063,190
302.088,186
302.113,184
302.138,169
302.163,136
302.188,94
302.213,62
302.238,57
302.263,80
302.288,121
302.313,163
302.338,195
302.363,215
302.388,229
302.413,242
302.438,251
302.463,249
302.488,228
302.513,196
302.538,163
302.563,142
302.588,135
302.613,137
302.638,140
302.663,142
302.688,142
302.713,134
302.738,113
302.763,76
302.788,37
302.813,21
302.838,44
302.863,102
302.888,168
302.913,213
302.938,225
302.963,216
302.988,206
303.013,199
303.038,188
303.063,165
303.088,134
303.113,112
303.138,105
303.163,98
303.188,73
303.213,26
303.238,-18
303.263,-35
303.288,-26
303.313,-23
303.338,-55
303.363,-110
303.388,-145
303.413,-116
303.438,-26
303.463,83
303.488,167
303.513,211
303.538,233
303.563,255
303.588,281
303.613,297
303.638,297
303.663,291
303.688,296
303.713,315
303.738,335
303.763,342
303.788,334
303.813,323
303.838,323
303.863,336
303.888,350
303.913,349
303.938,322
