df_hash,22ZHK4.QT9BDF
153.318,15
153.365,560
154.141,10
154.864,805
154.867,755
155.555,10
155.559,720
156.531,10
156.579,850
157.212,10
158.041,805
158.044,795
158.870,10
159.698,830
159.702,815
160.430,10
161.259,730
161.941,770
161.947,775
162.233,10
162.380,210
162.623,115
162.627,370
163.456,10
163.550,760
164.190,10
165.013,770
165.695,785
166.523,780
167.397,785
167.791,870
167.796,315
168.083,125
168.181,285
168.913,10
169.010,825
169.784,10
170.570,800
171.399,825
172.233,845
172.373,790
172.377,10
172.521,145
172.525,15
172.532,55
172.569,20
172.572,15
172.668,15
172.671,120
172.675,25
172.678,15
172.715,10
172.718,10
172.763,10
172.768,10
172.771,10
172.815,15
172.847,10
172.911,245
174.571,780
175.299,805
176.127,810
176.131,810
176.837,15
176.907,720
177.639,10
178.468,815
179.600,800
179.881,1095
179.884,10
180.073,20
180.176,430
180.442,10
180.564,360
180.710,35
180.737,345
181.831,825
181.834,200
181.978,30
182.368,20
183.245,550
184.073,860
184.079,820
184.902,15
184.906,795
185.292,10
185.304,405
185.341,15
185.345,15
185.349,10
185.439,15
185.446,15
185.474,20
185.634,260
185.877,175
185.882,15
185.926,20
185.931,35
185.936,15
186.023,15
186.029,45
186.413,535
187.243,10
187.537,780
187.543,255
187.548,50
187.554,10
188.072,10
188.802,455
189.192,740
189.196,385
189.341,10
189.347,10
189.485,65
190.460,275
192.118,890
192.556,1675
192.657,515
192.800,230
192.804,10
194.363,840
195.481,760
195.485,1010
195.581,15
195.590,10
195.725,15
195.728,265
196.017,50
196.846,265
197.529,805
198.406,780
198.410,815
198.504,10
198.508,150
198.699,20
198.703,25
198.709,20
198.946,10
198.953,10
199.243,15
199.917,570
199.921,745
200.755,10
201.040,815
201.049,175
201.053,15
201.624,10
202.306,545
202.696,760
202.700,365
202.989,10
203.281,375
203.285,215
204.647,25
205.475,1355
205.914,825
205.931,520
206.089,10
206.111,15
206.304,290
207.866,830
207.918,800
208.017,10
208.254,335
208.257,25
208.302,10
208.306,15
208.309,15
208.400,10
208.403,20
208.407,15
208.448,20
208.452,10
208.456,10
208.458,10
208.500,15
208.505,20
208.546,80
208.549,15
208.844,270
209.522,10
209.667,790
209.671,10
210.352,15
211.179,755
211.184,805
211.910,10
212.739,755
212.753,795
213.568,15
213.571,830
215.225,10
215.228,1635
216.054,10
216.888,845
217.324,815
217.614,10
217.912,805
218.004,170
218.007,110
218.011,10
218.833,540
219.272,320
220.157,455
220.248,830
220.295,170
220.300,15
220.304,10
220.308,10
220.392,10
220.423,10
220.929,10
221.760,590
222.440,720
222.443,815
222.604,10
222.635,160
222.638,10
222.641,10
222.644,20
222.733,15
222.736,15
223.171,15
223.176,530
223.565,10
223.617,365
223.630,10
223.861,10
224.000,110
225.512,325
225.813,1540
226.340,275
226.344,535
227.169,10
227.173,785
227.613,10
227.907,425
228.290,330
228.297,340
228.339,15
228.342,10
228.346,10
228.387,50
228.391,25
228.438,10
228.445,95
228.449,10
228.586,115
228.729,190
230.386,780
230.390,805
231.215,10
232.044,815
232.047,850
232.092,10
232.096,10
232.099,30
232.777,45
233.759,685
233.888,885
233.891,200
233.898,20
233.947,10
233.951,10
233.954,10
235.261,15
235.266,1320
235.407,10
235.411,165
235.555,15
235.576,15
235.585,15
235.605,20
235.609,15
235.613,15
235.617,15
235.651,15
235.655,10
235.658,10
235.661,10
235.700,10
235.704,10
235.754,15
235.757,10
235.760,10
235.797,15
235.802,20
235.804,20
235.808,15
235.991,175
235.996,10
237.660,935
237.700,780
237.900,10
238.333,255
239.162,530
239.555,835
239.600,305
239.604,15
239.607,10
239.703,10
239.709,15
239.712,15
240.675,15
240.965,1170
241.502,275
242.351,530
242.382,745
243.208,10
243.891,845
244.183,765
244.329,250
244.741,145
244.868,370
244.872,10
245.411,75
245.450,715
246.279,10
247.107,820
248.180,850
248.367,1105
248.473,245
248.486,15
248.619,140
248.765,185
248.770,15
248.911,15
248.914,10
248.961,20
249.301,390
250.130,10
250.134,825
250.230,15
250.426,110
250.861,160
250.865,490
252.373,15
253.884,1570
254.180,1485
255.151,325
255.298,1005
255.304,10
255.349,10
255.352,10
255.446,160
256.419,870
256.565,190
256.569,15
256.616,10
256.624,15
256.633,15
256.663,10
256.666,10
256.674,15
256.956,85
256.963,385
257.124,10
257.813,10
257.816,770
258.628,10
258.759,765
259.734,245
259.880,1000
259.883,10
259.888,10
260.027,220
261.002,765
261.005,120
261.050,10
261.054,10
261.541,10
261.977,560
262.951,485
263.926,950
264.317,1000
264.463,475
265.925,1245
266.121,250
267.786,210
268.122,1525
268.387,10
269.240,735
269.244,800
269.338,10
269.341,120
269.487,20
269.926,15
270.752,605
272.409,865
274.005,1615
275.334,1570
276.699,1450
276.992,1335
277.138,275
277.396,365
278.942,795
279.624,780
280.599,755
280.602,915
280.650,15
280.891,35
280.895,270
280.940,10
280.944,30
280.947,20
281.064,10
281.233,10
281.286,345
282.411,450
283.037,400
283.671,785
283.966,800
284.525,235
284.556,480
285.913,10
286.839,1490
286.843,950
286.888,10
286.986,20
287.283,105
287.424,330
287.427,10
287.579,250
288.789,365
288.792,925
289.082,255
290.351,800
290.635,435
292.446,330
292.689,1780
293.957,330
294.785,1235
295.473,745
296.199,700
297.428,800
297.564,1150
297.569,105
300.492,1120
301.762,1865
301.906,1320
301.909,25
302.440,15
303.707,590
304.096,1320
305.218,390
305.636,1205
305.998,430
306.001,230
306.054,10
306.073,10
306.339,15
307.316,390
307.319,900
307.322,10
307.460,15
307.561,200
307.707,50
307.851,10
308.045,345
308.094,120
308.097,10
308.143,15
308.146,15
308.149,10
308.533,10
309.264,510
309.947,715
310.776,720
311.458,845
311.463,665
313.018,10
313.849,1565
315.017,830
315.218,1130
315.650,300
315.654,335
316.480,10
317.162,795
318.284,760
320.379,1175
320.627,2035
320.770,310
320.915,330
322.184,805
322.329,330
323.168,180
323.987,850
324.523,815
324.816,630
325.356,295
326.083,515
326.912,755
327.594,745
328.277,730
329.106,745
329.837,755
330.227,755
330.380,450
330.521,225
332.470,700
332.888,1250
334.298,490
335.248,1410
335.251,865
335.785,10
336.613,675
337.490,815
338.173,740
338.856,760
339.541,700
339.982,745
340.126,420
340.382,10
340.513,420
341.098,15
341.342,650
341.927,325
342.636,470
342.658,755
343.585,10
343.884,950
344.125,265
345.250,335
345.681,1120
346.363,380
346.659,660
346.706,265
347.051,35
347.058,405
347.777,10
348.459,675
348.658,715
348.849,190
349.829,725
350.555,530
351.530,655
351.628,995
351.774,290
352.606,415
354.163,365
354.456,1625
354.557,270
354.699,240
355.820,1145
356.113,10
356.259,330
356.942,10
358.210,705
358.453,1370
358.746,265
358.749,260
359.574,10
359.578,845
360.171,10
360.259,580
360.993,10
361.889,750
361.966,795
361.971,10
362.060,290
363.036,1060
364.016,10
364.062,905
364.595,10
365.279,530
365.424,800
365.428,10
365.584,245
365.717,15
365.720,145
365.966,195
366.938,735
367.036,330
367.375,10
368.396,355
368.739,940
368.742,460
369.724,10
370.251,970
370.300,505
370.397,250
370.403,10
371.666,1030
371.671,210
371.677,15
371.682,10
372.347,10
372.493,565
372.932,220
373.176,405
373.468,280
374.746,345
375.028,1230
375.032,205
375.275,35
375.278,10
375.567,10
376.247,545
376.841,745
377.029,695
378.880,535
379.465,1360
380.732,600
381.269,1275
382.243,590
382.928,870
383.754,725
384.193,810
384.199,515
384.587,10
385.997,380
386.831,1440
387.121,755
387.807,10
388.093,965
389.458,335
390.044,1375
390.872,540
391.116,1090
392.008,510
392.384,375
393.212,385
394.870,865
395.211,1645
395.217,350
395.846,15
396.430,630
397.112,645
397.115,655
397.794,10
397.798,735
398.526,15
399.208,610
399.211,745
399.501,10
400.037,325
400.866,430
401.159,1140
402.962,255
402.965,1565
403.255,10
403.655,345
404.473,405
404.476,825
405.305,30
406.034,670
406.428,895
407.940,390
409.495,1505
410.177,1535
410.469,715
411.689,235
412.127,1290
412.566,445
413.784,405
414.224,1285
415.052,385
415.348,925
415.745,275
416.173,425
417.687,305
417.693,1500
417.978,10
418.660,335
419.342,740
420.619,745
420.756,1380
421.585,485
422.987,360
423.242,1315
424.802,380
425.235,1500
425.488,425
425.779,285
426.313,295
426.999,565
427.730,290
428.851,1070
429.238,830
430.506,725
430.509,1185
430.657,175
430.904,10
430.999,245
432.456,785
432.460,820
432.507,15
432.510,10
432.702,180
432.849,10
434.649,420
434.653,1525
434.698,10
434.702,10
434.706,15
435.386,15
435.917,695
436.210,515
436.489,270
437.867,375
438.013,1305
438.160,305
438.408,170
438.411,110
438.626,225
440.359,845
440.500,875
440.503,10
440.646,300
442.011,485
442.888,875
442.891,865
443.717,10
443.720,890
444.692,10
445.375,895
446.642,765
446.645,1215
447.178,10
447.861,595
447.865,730
448.690,10
448.693,725
449.421,10
450.250,790
451.226,855
452.057,915
452.448,825
452.933,385
453.712,520
453.857,860
453.860,15
453.864,15
454.443,35
455.371,640
455.564,890
456.246,10
456.953,910
457.074,835
458.051,860
458.879,10
459.707,895
460.539,805
460.585,880
460.682,10
460.686,145
460.731,10
460.744,15
460.747,15
460.828,15
461.394,10
462.193,560
463.025,875
463.900,845
464.729,850
465.414,840
466.240,775
466.288,790
466.532,10
467.068,270
467.900,585
468.043,825
468.778,10
468.875,860
469.171,10
469.265,395
469.603,15
469.607,325
470.432,10
470.436,880
470.579,10
470.676,150
470.680,95
470.684,10
470.823,10
471.261,125
472.091,425
472.132,860
472.918,10
472.922,855
472.925,10
473.601,15
473.605,670
474.440,10
474.481,730
475.161,10
475.308,825
476.038,10
476.042,820
476.965,10
477.647,860
477.651,800
477.794,10
478.476,35
479.305,760
480.133,835
480.137,765
481.018,10
481.160,835
481.840,10
481.852,875
482.231,10
482.669,380
482.961,410
483.351,275
483.790,525
484.034,360
484.473,285
485.168,460
485.741,655
486.568,595
486.715,800
487.251,185
487.933,605
488.908,600
489.738,1050
490.176,800
490.862,380
491.297,625
492.126,580
492.520,780
492.662,620
494.081,360
495.587,1065
496.417,1530
497.683,755
499.488,1270
499.633,1985
501.437,1800
501.442,15
501.535,10
501.586,25
501.733,55
503.687,15
503.777,2170
503.783,35
503.826,20
503.832,15
503.838,15
503.875,15
503.881,10
503.886,10
503.892,10
503.927,10
504.121,15
505.337,20
505.343,1450
505.386,20
505.392,20
505.404,15
505.506,15
505.537,20
505.543,20
505.727,25
505.731,285
505.776,20
505.781,15
505.786,10
505.873,15
505.879,10
505.884,10
505.922,10
505.931,15
505.943,10
505.949,10
505.971,15
505.976,15
505.981,15
506.027,30
506.614,155
506.702,530
506.708,15
506.713,15
506.718,10
506.753,10
506.761,15
506.766,10
506.772,15
507.141,20
507.151,465
507.311,25
507.531,25
507.537,15
507.542,20
507.970,45
508.116,675
508.120,85
508.165,25
508.168,15
508.172,15
508.264,15
508.268,10
508.271,10
508.274,15
508.313,15
508.317,30
509.091,15
509.509,840
509.514,445
509.530,25
509.627,20
509.631,25
509.679,35
509.682,40
509.774,30
509.779,35
509.929,45
509.969,175
510.212,45
510.216,260
511.041,25
512.025,750
512.162,1060
512.169,15
512.311,40
512.317,15
514.358,15
514.362,2205
514.365,15
514.372,15
514.405,15
514.414,10
514.507,15
514.544,30
514.551,40
514.557,30
514.560,25
514.564,20
514.603,15
514.654,15
514.697,15
514.701,10
514.707,15
514.710,10
514.746,10
514.749,10
514.754,10
514.757,10
514.795,10
514.798,15
514.809,10
514.843,20
514.847,15
514.850,15
514.853,15
514.892,15
514.895,15
514.913,10
514.916,15
514.942,10
515.921,15
516.067,1215
516.089,15
516.106,20
516.108,20
516.160,25
516.164,65
516.306,30
516.309,20
516.312,15
516.362,10
516.379,15
516.385,20
516.452,200
516.455,15
516.599,110
517.037,420
517.040,10
517.330,10
517.720,275
517.723,370
517.772,15
517.786,15
517.789,10
517.871,20
517.877,15
517.882,15
518.113,10
518.130,10
518.145,15
518.194,15
518.409,260
518.698,15
518.744,580
518.876,15
518.939,115
518.971,155
519.524,505
519.534,15
519.572,15
519.575,15
519.578,10
519.865,25
519.868,255
