df_hash,22ZHK4.QT9BDF
441.234,73
442.108,72
443.327,72
444.205,71
445.131,70
446.301,70
447.225,69
448.125,69
449.275,70
450.153,72
451.078,71
452.248,73
453.126,72
454.052,72
455.222,72
456.149,72
457.026,72
458.221,70
459.141,70
459.999,70
461.229,70
462.096,70
462.973,71
464.192,71
465.071,71
465.996,71
467.166,72
468.046,73
468.970,73
470.140,73
471.017,73
471.943,72
473.113,72
474.040,73
474.917,73
476.087,74
477.013,75
477.891,75
479.135,74
479.987,74
480.866,74
482.083,74
483.016,74
483.838,74
485.083,74
485.935,74
486.889,74
488.031,74
488.912,78
489.839,76
491.005,68
491.931,71
492.809,72
493.982,71
494.905,70
495.782,70
496.952,70
497.878,70
498.756,70
499.926,70
500.852,73
501.976,68
502.948,69
503.996,69
504.706,69
505.986,68
506.822,68
507.728,68
508.896,68
509.920,68
510.651,68
512.016,68
512.747,62
513.690,54
514.981,50
515.721,48
516.653,50
517.842,50
518.748,49
519.648,49
