df_hash,22ZHK4.QT9BDF
441.333,28
442.112,33
443.334,52
444.212,55
445.180,56
446.304,58
447.246,63
448.305,61
449.278,52
450.156,47
451.082,43
452.251,54
453.130,35
454.055,21
455.226,24
456.153,26
457.032,28
458.537,42
459.271,80
460.003,81
461.365,81
462.099,64
462.977,67
464.196,63
465.268,68
465.999,65
467.215,59
468.192,73
468.973,72
470.144,73
471.021,70
471.950,67
473.117,69
474.043,61
474.920,57
476.090,61
477.017,65
477.894,56
479.210,58
479.991,68
481.011,59
482.087,56
483.065,47
483.854,32
485.089,16
485.938,13
486.892,18
488.035,24
489.058,38
490.130,27
491.008,36
491.935,24
492.813,22
494.076,10
494.920,0
495.789,12
496.958,22
497.884,24
498.759,22
499.932,21
500.858,40
501.981,100
502.954,22
503.999,0
504.902,0
506.020,10
507.096,8
507.826,7
508.900,17
509.923,23
510.700,7
512.019,14
512.750,32
513.730,36
514.984,100
515.724,48
516.696,9
517.866,0
518.841,0
519.671,16
