df_hash,22ZHK4.3SLRU5
318.004,33.500
318.949,33.562
319.972,33.562
320.947,33.562
321.971,33.531
323.043,33.500
323.969,33.531
325.005,33.531
325.968,33.562
327.040,33.531
327.976,33.500
328.942,33.500
330.063,33.500
331.003,33.531
332.015,33.562
332.988,33.562
333.963,33.562
334.986,33.531
335.962,33.500
336.985,33.562
337.996,33.562
339.015,33.562
340.044,33.594
341.007,33.719
341.960,33.719
342.985,33.688
343.956,33.656
344.980,33.688
345.955,33.688
347.000,33.719
347.954,33.750
348.977,33.719
349.953,33.719
350.997,33.625
352.100,33.656
353.024,33.688
354.023,33.719
354.999,33.719
355.949,33.750
356.972,33.688
357.949,33.688
358.971,33.688
359.946,33.656
360.970,33.656
361.945,33.656
362.984,33.625
363.943,33.625
364.967,33.625
366.088,33.625
366.966,33.625
367.989,33.656
368.964,33.656
369.988,33.594
370.963,33.594
371.938,33.594
372.962,33.594
373.937,33.594
374.963,33.594
376.252,33.625
377.008,33.594
377.934,33.594
378.992,33.625
379.981,33.719
380.959,33.750
381.980,33.750
382.955,33.750
384.004,33.750
384.998,33.750
386.027,33.781
386.980,33.781
387.976,33.781
388.951,33.781
389.975,33.781
391.242,33.781
391.974,33.781
392.949,33.781
393.973,33.812
394.947,33.812
395.971,33.812
396.946,33.812
397.983,33.812
398.945,33.781
399.969,33.750
400.947,33.719
401.967,33.719
402.942,33.750
403.966,33.750
404.941,33.750
406.111,33.719
407.043,33.719
408.007,33.719
408.956,33.719
409.962,33.750
410.986,33.750
411.965,33.750
412.936,33.781
413.960,33.781
414.934,33.812
415.992,33.844
416.933,33.812
417.984,33.781
418.932,33.844
419.987,33.844
420.931,33.844
421.984,33.844
423.147,33.875
423.967,33.875
424.989,33.812
425.952,33.875
426.951,33.906
427.950,33.969
428.974,33.906
429.949,33.906
430.975,33.906
432.001,33.844
432.973,33.844
433.949,33.875
434.979,33.906
436.028,33.906
436.969,33.875
438.041,33.875
439.035,33.906
439.974,33.906
441.015,33.938
442.334,33.969
442.965,33.906
443.940,33.906
444.987,33.875
445.939,33.812
446.962,33.844
447.986,33.844
448.961,33.812
450.036,33.812
450.965,33.844
451.934,33.875
452.973,33.875
453.982,33.875
454.957,33.875
455.932,33.906
